Date,size3wma
2017/05/21,4486
2017/05/22,4889
2017/05/23,5854
2017/05/24,6430
2017/05/25,6302
2017/05/26,5875
2017/05/27,5408
2017/05/28,5325
2017/05/29,5108
2017/05/30,6072
2017/05/31,6598
2017/06/01,6729
2017/06/02,7092
2017/06/03,6922
2017/06/04,6698
2017/06/05,6478
2017/06/06,6909
2017/06/07,7225
2017/06/08,7158
2017/06/09,7283
2017/06/10,6945
2017/06/11,7774
2017/06/12,8710
2017/06/13,8997
2017/06/14,8482
2017/06/15,8211
2017/06/16,8072
2017/06/17,8022
2017/06/18,7957
2017/06/19,8448
2017/06/20,8936
2017/06/21,7676
2017/06/22,7954
2017/06/23,8491
2017/06/24,8957
2017/06/25,8988
2017/06/26,9254
2017/06/27,8633
2017/06/28,9230
2017/06/29,9384
2017/06/30,9221
2017/07/01,8563
2017/07/02,8420
2017/07/03,9257
2017/07/04,9864
2017/07/05,10115
2017/07/06,9468
2017/07/07,9480
2017/07/08,9150
2017/07/09,8070
2017/07/10,9101
2017/07/11,9934
2017/07/12,10627
2017/07/13,10663
2017/07/14,10368
2017/07/15,9500
2017/07/16,9201
2017/07/17,9440
2017/07/18,10452
2017/07/19,10539
2017/07/20,9993
2017/07/21,9168
2017/07/22,8444
2017/07/23,8749
2017/07/24,9706
2017/07/25,9950
2017/07/26,9217
2017/07/27,8602
2017/07/28,8811
2017/07/29,8203
2017/07/30,7837
2017/07/31,8429
2017/08/01,9119
2017/08/02,9430
2017/08/03,9524
2017/08/04,10023
2017/08/05,10315
2017/08/06,10458
2017/08/07,11159
2017/08/08,12339
2017/08/09,12090
2017/08/10,12794
2017/08/11,13637
2017/08/12,13894
2017/08/13,13450
2017/08/14,14433
2017/08/15,15586
2017/08/16,16757
2017/08/17,17186
2017/08/18,17338
2017/08/19,16841
2017/08/20,14751
2017/08/21,14589
2017/08/22,14326
2017/08/23,14459
2017/08/24,14058
2017/08/25,14877
2017/08/26,14869
2017/08/27,14976
2017/08/28,16298
2017/08/29,17637
2017/08/30,18525
2017/08/31,18070
2017/09/01,18168
2017/09/02,16718
2017/09/03,15119
2017/09/04,17059
2017/09/05,18751
2017/09/06,21163
2017/09/07,21386
2017/09/08,21300
2017/09/09,19088
2017/09/10,16552
2017/09/11,16133
2017/09/12,17053
2017/09/13,17273
2017/09/14,17294
2017/09/15,18241
2017/09/16,17667
2017/09/17,15959
2017/09/18,16334
2017/09/19,16535
2017/09/20,16468
2017/09/21,16161
2017/09/22,16525
2017/09/23,16317
2017/09/24,17137
2017/09/25,18441
2017/09/26,18786
2017/09/27,18885
2017/09/28,19662
2017/09/29,20770
2017/09/30,21604
2017/10/01,21813
2017/10/02,21498
2017/10/03,21137
2017/10/04,20693
2017/10/05,20440
2017/10/06,20998
2017/10/07,20433
2017/10/08,19737
2017/10/09,19495
2017/10/10,20468
2017/10/11,20447
2017/10/12,20823
2017/10/13,21309
2017/10/14,20780
2017/10/15,19797
2017/10/16,17809
2017/10/17,15806
2017/10/18,14050
2017/10/19,13245
2017/10/20,14130
2017/10/21,13239
2017/10/22,12010
2017/10/23,12060
2017/10/24,13073
2017/10/25,13960
2017/10/26,14315
2017/10/27,7197
2017/10/28,2403
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,7832
2017/11/02,13088
2017/11/03,15781
2017/11/04,13984
2017/11/05,12514
2017/11/06,12804
2017/11/07,13672
2017/11/08,14165
2017/11/09,14082
2017/11/10,13719
2017/11/11,13125
2017/11/12,13074
2017/11/13,13743
2017/11/14,15136
2017/11/15,16045
2017/11/16,15829
2017/11/17,15485
2017/11/18,14961
2017/11/19,14701
2017/11/20,15615
2017/11/21,16067
2017/11/22,16159
2017/11/23,16038
2017/11/24,15558
2017/11/25,15803
2017/11/26,15965
2017/11/27,19159
2017/11/28,19569
2017/11/29,19294
2017/11/30,18373
2017/12/01,18201
2017/12/02,18048
2017/12/03,18678
2017/12/04,19305
2017/12/05,19701
2017/12/06,20477
2017/12/07,19308
2017/12/08,20106
2017/12/09,20002
2017/12/10,20599
2017/12/11,22047
2017/12/12,24132
2017/12/13,25569
2017/12/14,26031
2017/12/15,26142
2017/12/16,26263
2017/12/17,26142
2017/12/18,27019
2017/12/19,29370
2017/12/20,28876
2017/12/21,29510
2017/12/22,29250
2017/12/23,27869
2017/12/24,23859
2017/12/25,22067
2017/12/26,21877
2017/12/27,23465
2017/12/28,24966
2017/12/29,27549
2017/12/30,28848
2017/12/31,27226
2018/01/01,25250
2018/01/02,27261
2018/01/03,30293
2018/01/04,32691
2018/01/05,33347
2018/01/06,33080
2018/01/07,32088
2018/01/08,32116
2018/01/09,32564
2018/01/10,31753
2018/01/11,31371
2018/01/12,30868
2018/01/13,31067
2018/01/14,30192
2018/01/15,30908
2018/01/16,31886
2018/01/17,32443
2018/01/18,32123
2018/01/19,30396
2018/01/20,28607
2018/01/21,27345
2018/01/22,26433
2018/01/23,25627
2018/01/24,24953
2018/01/25,24204
2018/01/26,25014
2018/01/27,23857
2018/01/28,23925
2018/01/29,24431
2018/01/30,25061
2018/01/31,25067
2018/02/01,25668
2018/02/02,26018
2018/02/03,24412
2018/02/04,23267
2018/02/05,23435
2018/02/06,24316
2018/02/07,23826
2018/02/08,21859
2018/02/09,21574
2018/02/10,21775
2018/02/11,21547
2018/02/12,21770
2018/02/13,21106
2018/02/14,21432
2018/02/15,21591
2018/02/16,21265
2018/02/17,21483
2018/02/18,21116
2018/02/19,21466
2018/02/20,22933
2018/02/21,23427
2018/02/22,22712
2018/02/23,21530
2018/02/24,21188
2018/02/25,20837
2018/02/26,21225
2018/02/27,21127
2018/02/28,21393
2018/03/01,21023
2018/03/02,21761
2018/03/03,21547
2018/03/04,21213
2018/03/05,21743
2018/03/06,21799
2018/03/07,22381
2018/03/08,21951
2018/03/09,21151
2018/03/10,19802
2018/03/11,18989
2018/03/12,20181
2018/03/13,20797
2018/03/14,20646
2018/03/15,20221
2018/03/16,19787
2018/03/17,18531
2018/03/18,19141
2018/03/19,19949
2018/03/20,20280
2018/03/21,20444
2018/03/22,19163
2018/03/23,18823
2018/03/24,17562
2018/03/25,16165
2018/03/26,16681
2018/03/27,17059
2018/03/28,17358
2018/03/29,17387
2018/03/30,17945
2018/03/31,17583
2018/04/01,16698
2018/04/02,16571
2018/04/03,17811
2018/04/04,18509
2018/04/05,19153
2018/04/06,18496
2018/04/07,17088
2018/04/08,16855
2018/04/09,17698
2018/04/10,17873
2018/04/11,18214
2018/04/12,19718
2018/04/13,20732
2018/04/14,19660
2018/04/15,18908
2018/04/16,19633
2018/04/17,21185
2018/04/18,22132
2018/04/19,23811
2018/04/20,25341
2018/04/21,23832
2018/04/22,23158
2018/04/23,23424
2018/04/24,24727
2018/04/25,25147
2018/04/26,25001
2018/04/27,24486
2018/04/28,24435
2018/04/29,24532
2018/04/30,25256
2018/05/01,25049
2018/05/02,25334
2018/05/03,25814
2018/05/04,26933
2018/05/05,25697
2018/05/06,23856
2018/05/07,23024
2018/05/08,23357
2018/05/09,24056
2018/05/10,25522
2018/05/11,25561
2018/05/12,24707
2018/05/13,23864
2018/05/14,24764
2018/05/15,24960
2018/05/16,24958
2018/05/17,24684
2018/05/18,24648
2018/05/19,24545
2018/05/20,24140
2018/05/21,24786
2018/05/22,25150
2018/05/23,25688
2018/05/24,25610
2018/05/25,25282
2018/05/26,24081
2018/05/27,23588
2018/05/28,24382
2018/05/29,25054
2018/05/30,25433
2018/05/31,26442
2018/06/01,25962
2018/06/02,25258
2018/06/03,24932
2018/06/04,25675
2018/06/05,25912
2018/06/06,25208
2018/06/07,24625
2018/06/08,24447
2018/06/09,24317
2018/06/10,24420
2018/06/11,24449
2018/06/12,24091
2018/06/13,24696
2018/06/14,24504
2018/06/15,23598
2018/06/16,24740
2018/06/17,22537
2018/06/18,22085
2018/06/19,23186
2018/06/20,24806
2018/06/21,24459
2018/06/22,24357
2018/06/23,22383
2018/06/24,21431
2018/06/25,23035
2018/06/26,23834
2018/06/27,24448
2018/06/28,24133
2018/06/29,23681
2018/06/30,22770
2018/07/01,22481
2018/07/02,20993
2018/07/03,21315
2018/07/04,20077
2018/07/05,20726
2018/07/06,19927
2018/07/07,19844
2018/07/08,20956
2018/07/09,21921
2018/07/10,22896
2018/07/11,22590
2018/07/12,21892
2018/07/13,21160
2018/07/14,20262
2018/07/15,19331
2018/07/16,21206
2018/07/17,22715
2018/07/18,23562
2018/07/19,23658
2018/07/20,22456
2018/07/21,20616
2018/07/22,20324
2018/07/23,21659
2018/07/24,23268
2018/07/25,24000
2018/07/26,23843
2018/07/27,23244
2018/07/28,21299
2018/07/29,21260
2018/07/30,22480
2018/07/31,23555
2018/08/01,24311
2018/08/02,24530
2018/08/03,23519
2018/08/04,22201
2018/08/05,21926
2018/08/06,22606
2018/08/07,21375
2018/08/08,18619
2018/08/09,16493
2018/08/10,17189
2018/08/11,18931
2018/08/12,19738
2018/08/13,20942
2018/08/14,21541
2018/08/15,20829
2018/08/16,21396
2018/08/17,20994
2018/08/18,21816
2018/08/19,21931
2018/08/20,23657
2018/08/21,24671
2018/08/22,24021
2018/08/23,23973
2018/08/24,23337
2018/08/25,24139
2018/08/26,24219
2018/08/27,24653
2018/08/28,25313
2018/08/29,25081
2018/08/30,24349
2018/08/31,23040
2018/09/01,23191
2018/09/02,23133
2018/09/03,24147
2018/09/04,23722
2018/09/05,24570
2018/09/06,24058
2018/09/07,24618
2018/09/08,24888
2018/09/09,23647
2018/09/10,23337
2018/09/11,22687
2018/09/12,23426
2018/09/13,23786
2018/09/14,25191
2018/09/15,25681
2018/09/16,26580
2018/09/17,26322
2018/09/18,26259
2018/09/19,23057
2018/09/20,23159
2018/09/21,24541
2018/09/22,25299
2018/09/23,25595
2018/09/24,27101
2018/09/25,27962
2018/09/26,29056
2018/09/27,29355
2018/09/28,28818
2018/09/29,24484
2018/09/30,23411
2018/10/01,23650
2018/10/02,24225
2018/10/03,22846
2018/10/04,22486
2018/10/05,21547
2018/10/06,19530
2018/10/07,17046
2018/10/08,16587
2018/10/09,17368
2018/10/10,17354
2018/10/11,17746
2018/10/12,18967
2018/10/13,18421
2018/10/14,16761
2018/10/15,16758
2018/10/16,17224
2018/10/17,17695
2018/10/18,17747
2018/10/19,18156
2018/10/20,17019
2018/10/21,16399
2018/10/22,17783
2018/10/23,18018
2018/10/24,19468
2018/10/25,20764
2018/10/26,20794
2018/10/27,17958
2018/10/28,16211
2018/10/29,17567
2018/10/30,18697
2018/10/31,18574
2018/11/01,18179
2018/11/02,17590
2018/11/03,16638
2018/11/04,16072
2018/11/05,16711
2018/11/06,17949
2018/11/07,18123
2018/11/08,18270
2018/11/09,17827
2018/11/10,17074
2018/11/11,16917
2018/11/12,17637
2018/11/13,17840
2018/11/14,18386
2018/11/15,18051
2018/11/16,17571
2018/11/17,16393
2018/11/18,15358
2018/11/19,16978
2018/11/20,18659
2018/11/21,18729
2018/11/22,18172
2018/11/23,17752
2018/11/24,16661
2018/11/25,16406
2018/11/26,16736
2018/11/27,17459
2018/11/28,18794
2018/11/29,18524
2018/11/30,18575
2018/12/01,17314
2018/12/02,16169
2018/12/03,16816
2018/12/04,17541
2018/12/05,18476
2018/12/06,18899
2018/12/07,18750
2018/12/08,17990
2018/12/09,17279
2018/12/10,17610
2018/12/11,17740
2018/12/12,17278
2018/12/13,17333
2018/12/14,17997
2018/12/15,17563
2018/12/16,16651
2018/12/17,17537
2018/12/18,18779
2018/12/19,19520
2018/12/20,19616
2018/12/21,19632
2018/12/22,18125
2018/12/23,17461
2018/12/24,18058
2018/12/25,17459
2018/12/26,17907
2018/12/27,17689
2018/12/28,17892
2018/12/29,17356
2018/12/30,15897
2018/12/31,15919
2019/01/01,14758
2019/01/02,16369
2019/01/03,17992
2019/01/04,18906
2019/01/05,18190
2019/01/06,16857
2019/01/07,17279
2019/01/08,17669
2019/01/09,17939
2019/01/10,18516
2019/01/11,18703
2019/01/12,17378
2019/01/13,16319
2019/01/14,17145
2019/01/15,17821
2019/01/16,18104
2019/01/17,17965
2019/01/18,17844
2019/01/19,17832
2019/01/20,17829
2019/01/21,19600
2019/01/22,21446
2019/01/23,21485
2019/01/24,20609
2019/01/25,19221
2019/01/26,18121
2019/01/27,17996
2019/01/28,19783
2019/01/29,21290
2019/01/30,21748
2019/01/31,21275
2019/02/01,20716
2019/02/02,19008
2019/02/03,17527
2019/02/04,16612
2019/02/05,16509
2019/02/06,16766
2019/02/07,17157
2019/02/08,18139
2019/02/09,17802
2019/02/10,18175
2019/02/11,19405
2019/02/12,20411
2019/02/13,22075
2019/02/14,22913
2019/02/15,23039
2019/02/16,22225
2019/02/17,22063
2019/02/18,23038
2019/02/19,24026
2019/02/20,24591
2019/02/21,24958
2019/02/22,25017
2019/02/23,23447
2019/02/24,23642
2019/02/25,25119
2019/02/26,26097
2019/02/27,25875
2019/02/28,25383
2019/03/01,22067
2019/03/02,18730
2019/03/03,16312
2019/03/04,17757
2019/03/05,18527
2019/03/06,18410
2019/03/07,17590
2019/03/08,18059
2019/03/09,17894
2019/03/10,16505
2019/03/11,16469
2019/03/12,17032
2019/03/13,18302
2019/03/14,18567
2019/03/15,18312
2019/03/16,17189
2019/03/17,16076
2019/03/18,17513
2019/03/19,19600
2019/03/20,20127
2019/03/21,20202
2019/03/22,19933
2019/03/23,18656
2019/03/24,17558
2019/03/25,18549
2019/03/26,19693
2019/03/27,20232
2019/03/28,19990
2019/03/29,20414
2019/03/30,20627
2019/03/31,20374
2019/04/01,20350
2019/04/02,21688
2019/04/03,22676
2019/04/04,22455
2019/04/05,20751
2019/04/06,18559
2019/04/07,17697
2019/04/08,18825
2019/04/09,19490
2019/04/10,21213
2019/04/11,22865
2019/04/12,21978
2019/04/13,19601
2019/04/14,17758
2019/04/15,19344
2019/04/16,21339
2019/04/17,21581
2019/04/18,21345
2019/04/19,20955
2019/04/20,20556
2019/04/21,20626
2019/04/22,20879
2019/04/23,21504
2019/04/24,20848
2019/04/25,20397
2019/04/26,20056
2019/04/27,18237
2019/04/28,17788
2019/04/29,18329
2019/04/30,19843
2019/05/01,20259
2019/05/02,22238
2019/05/03,22366
2019/05/04,20563
2019/05/05,19368
2019/05/06,21861
2019/05/07,25466
2019/05/08,25754
2019/05/09,24282
2019/05/10,23158
2019/05/11,22773
2019/05/12,22137
2019/05/13,22456
2019/05/14,23361
2019/05/15,24598
2019/05/16,25772
2019/05/17,25926
2019/05/18,24504
2019/05/19,22909
2019/05/20,23614
2019/05/21,23942
2019/05/22,24959
2019/05/23,25250
2019/05/24,25569
2019/05/25,24312
2019/05/26,22876
2019/05/27,24494
2019/05/28,25381
2019/05/29,26044
2019/05/30,25821
2019/05/31,24614
2019/06/01,24678
2019/06/02,24455
2019/06/03,24972
2019/06/04,25147
2019/06/05,24360
2019/06/06,23713
2019/06/07,23044
2019/06/08,25584
2019/06/09,23391
2019/06/10,25358
2019/06/11,26179
2019/06/12,25970
2019/06/13,23814
2019/06/14,23344
2019/06/15,24702
2019/06/16,24444
2019/06/17,25568
2019/06/18,25066
2019/06/19,26009
2019/06/20,27086
2019/06/21,25337
2019/06/22,23317
2019/06/23,22312
2019/06/24,23233
2019/06/25,25291
2019/06/26,26647
2019/06/27,26253
2019/06/28,27304
2019/06/29,24355
2019/06/30,22150
2019/07/01,24230
2019/07/02,25713
2019/07/03,24850
2019/07/04,23384
2019/07/05,23873
2019/07/06,25372
2019/07/07,25832
2019/07/08,28467
2019/07/09,26332
2019/07/10,24192
2019/07/11,25382
2019/07/12,24255
2019/07/13,21007
2019/07/14,19250
2019/07/15,27676
2019/07/16,30482
2019/07/17,28910
2019/07/18,26243
2019/07/19,24746
2019/07/20,21128
2019/07/21,18062
2019/07/22,17893
2019/07/23,18640
2019/07/24,22667
2019/07/25,25854
2019/07/26,23371
2019/07/27,19999
2019/07/28,17796
2019/07/29,18785
2019/07/30,19854
2019/07/31,20424
2019/08/01,23088
2019/08/02,23201
2019/08/03,22966
2019/08/04,20226
2019/08/05,20410
2019/08/06,20848
2019/08/07,21605
2019/08/08,21415
2019/08/09,21278
2019/08/10,19649
2019/08/11,18069
2019/08/12,18772
2019/08/13,19824
2019/08/14,21141
2019/08/15,21205
2019/08/16,21222
2019/08/17,19911
2019/08/18,19000
2019/08/19,19920
2019/08/20,20751
2019/08/21,21214
2019/08/22,21349
2019/08/23,21263
2019/08/24,20618
2019/08/25,21433
2019/08/26,22962
2019/08/27,22912
2019/08/28,22198
2019/08/29,21534
2019/08/30,21232
2019/08/31,20520
2019/09/01,20207
2019/09/02,21053
2019/09/03,21523
2019/09/04,21227
2019/09/05,21355
2019/09/06,21695
2019/09/07,20717
2019/09/08,19779
2019/09/09,20352
2019/09/10,20212
2019/09/11,20052
2019/09/12,20051
2019/09/13,19049
2019/09/14,18268
2019/09/15,18069
2019/09/16,13155
2019/09/17,5776
2019/09/18,1364
2019/09/19,0
2019/09/20,0
2019/09/21,0
2019/09/22,0
2019/09/23,0
2019/09/24,0
2019/09/25,0
2019/09/26,0
2019/09/27,0
2019/09/28,0
2019/09/29,0
2019/09/30,0
2019/10/01,0
2019/10/02,0
2019/10/03,0
2019/10/04,0
2019/10/05,0
2019/10/06,0
2019/10/07,0
2019/10/08,0
2019/10/09,0
2019/10/10,0
2019/10/11,0
2019/10/12,0
2019/10/13,0
2019/10/14,0
2019/10/15,0
2019/10/16,0
2019/10/17,0
2019/10/18,0
2019/10/19,0
2019/10/20,0
2019/10/21,0
2019/10/22,0
2019/10/23,0
2019/10/24,0
2019/10/25,0
2019/10/26,0
2019/10/27,0
2019/10/28,0
2019/10/29,0
2019/10/30,0
2019/10/31,0
2019/11/01,0
2019/11/02,0
