Date,size90mom
2016/01/01,115.947
2016/01/02,177.719
2016/01/03,183.637
2016/01/04,200.291
2016/01/05,587.685
2016/01/06,763.781
2016/01/07,770.335
2016/01/08,301.986
2016/01/09,461.187
2016/01/10,256.248
2016/01/11,240.126
2016/01/12,302.67
2016/01/13,599.096
2016/01/14,235.017
2016/01/15,218.327
2016/01/16,155.301
2016/01/17,84.665
2016/01/18,286.657
2016/01/19,332.59
2016/01/20,176.764
2016/01/21,126.013
2016/01/22,256.799
2016/01/23,155.149
2016/01/24,227.383
2016/01/25,520.116
2016/01/26,420.287
2016/01/27,751.758
2016/01/28,643.206
2016/01/29,495.57
2016/01/30,395.583
2016/01/31,356.203
2016/02/01,236.636
2016/02/02,314.951
2016/02/03,246.186
2016/02/04,274.646
2016/02/05,112.033
2016/02/06,662.46
2016/02/07,240.044
2016/02/08,199.758
2016/02/09,-11.805
2016/02/10,232.322
2016/02/11,471.903
2016/02/12,233.014
2016/02/13,424.682
2016/02/14,357.933
2016/02/15,364.588
2016/02/16,354.148
2016/02/17,383.273
2016/02/18,295.294
2016/02/19,324.881
2016/02/20,230.775
2016/02/21,188.02
2016/02/22,261.863
2016/02/23,310.075
2016/02/24,324.713
2016/02/25,324.118
2016/02/26,514.984
2016/02/27,325.635
2016/02/28,227.492
2016/02/29,328.122
2016/03/01,337.295
2016/03/02,420.394
2016/03/03,444.822
2016/03/04,413.768
2016/03/05,437.626
2016/03/06,591.097
2016/03/07,446.711
2016/03/08,463.256
2016/03/09,459.328
2016/03/10,337.204
2016/03/11,294.707
2016/03/12,539.969
2016/03/13,-359.999
2016/03/14,-333.026
2016/03/15,102.162
2016/03/16,263.354
2016/03/17,364.183
2016/03/18,393.861
2016/03/19,390.625
2016/03/20,274.248
2016/03/21,-547.377
2016/03/22,-29.344
2016/03/23,237.424
2016/03/24,819.986
2016/03/25,547.442
2016/03/26,-37.507
2016/03/27,21.873
2016/03/28,367.985
2016/03/29,-174.434
2016/03/30,515.135
2016/03/31,520.789
2016/04/01,539.076
2016/04/02,279.936
2016/04/03,263.399
2016/04/04,106.187
2016/04/05,-24.728
2016/04/06,-212.902
2016/04/07,324.636
2016/04/08,331.496
2016/04/09,274.079
2016/04/10,222.842
2016/04/11,168.017
2016/04/12,28.213
2016/04/13,415.43
2016/04/14,399.389
2016/04/15,444.839
2016/04/16,328.715
2016/04/17,860.7
2016/04/18,244.222
2016/04/19,358.207
2016/04/20,415.679
2016/04/21,476.803
2016/04/22,385.01
2016/04/23,277.406
2016/04/24,98.106
2016/04/25,170.377
2016/04/26,-221.672
2016/04/27,-110.369
2016/04/28,100.424
2016/04/29,244.127
2016/04/30,452.72
2016/05/01,599.84
2016/05/02,402.932
2016/05/03,386.732
2016/05/04,411.294
2016/05/05,369.132
2016/05/06,-52.281
2016/05/07,348.852
2016/05/08,496.661
2016/05/09,427.239
2016/05/10,374.802
2016/05/11,278.904
2016/05/12,508.851
2016/05/13,452.131
2016/05/14,542.935
2016/05/15,412.871
2016/05/16,363.478
2016/05/17,249.851
2016/05/18,579.365
2016/05/19,419.565
2016/05/20,630.871
2016/05/21,621.927
2016/05/22,403.633
2016/05/23,451.326
2016/05/24,419.49
2016/05/25,555.876
2016/05/26,444.373
2016/05/27,624.689
2016/05/28,1345
2016/05/29,499.997
2016/05/30,386.819
2016/05/31,395.122
2016/06/01,313.691
2016/06/02,204.102
2016/06/03,114.191
2016/06/04,43.174
2016/06/05,178.348
2016/06/06,183.505
2016/06/07,413.108
2016/06/08,215.403
2016/06/09,265.51
2016/06/10,52.719
2016/06/11,-10.573
2016/06/12,-38.756
2016/06/13,281.551
2016/06/14,396.958
2016/06/15,101.71
2016/06/16,200.843
2016/06/17,643.868
2016/06/18,598.027
2016/06/19,126.31
2016/06/20,194.333
2016/06/21,99.028
2016/06/22,-247.43
2016/06/23,-107.893
2016/06/24,99.946
2016/06/25,153.78
2016/06/26,-115.042
2016/06/27,20.147
2016/06/28,-90.022
2016/06/29,386.651
2016/06/30,874.442
2016/07/01,144.881
2016/07/02,137.679
2016/07/03,-98.374
2016/07/04,-112.978
2016/07/05,133.582
2016/07/06,4.265
2016/07/07,-126.758
2016/07/08,262.85
2016/07/09,135.824
2016/07/10,145.177
2016/07/11,-30.815
2016/07/12,89.37
2016/07/13,-48.867
2016/07/14,123.838
2016/07/15,242.2
2016/07/16,-567.9
2016/07/17,-87.16
2016/07/18,80.298
2016/07/19,142.683
2016/07/20,213.751
2016/07/21,231.416
2016/07/22,370.626
2016/07/23,63.199
2016/07/24,398.197
2016/07/25,392.864
2016/07/26,632.328
2016/07/27,297.759
2016/07/28,186.511
2016/07/29,9.914
2016/07/30,-220.313
2016/07/31,105.121
2016/08/01,114.401
2016/08/02,189.442
2016/08/03,179.344
2016/08/04,-8.622
2016/08/05,152.235
2016/08/06,-65.012
2016/08/07,13.608
2016/08/08,22.625
2016/08/09,33.282
2016/08/10,-72.597
2016/08/11,-53.717
2016/08/12,-123.882
2016/08/13,-108.748
2016/08/14,-85.342
2016/08/15,-48.277
2016/08/16,-67.396
2016/08/17,-43.945
2016/08/18,-14.118
2016/08/19,-181.724
2016/08/20,-41.308
2016/08/21,-88.622
2016/08/22,-2.672
2016/08/23,353.246
2016/08/24,-143.29
2016/08/25,-63.341
2016/08/26,-826.065
2016/08/27,-88.965
2016/08/28,-92.657
2016/08/29,-21.621
2016/08/30,53.706
2016/08/31,84.731
2016/09/01,154.275
2016/09/02,440.856
2016/09/03,117.045
2016/09/04,293.536
2016/09/05,-180.703
2016/09/06,285.375
2016/09/07,215.742
2016/09/08,462.391
2016/09/09,471.862
2016/09/10,45.765
2016/09/11,-139.01
2016/09/12,-128.386
2016/09/13,-25.692
2016/09/14,153.693
2016/09/15,-394.425
2016/09/16,-23.957
2016/09/17,-36.262
2016/09/18,-276.142
2016/09/19,-287.523
2016/09/20,75.062
2016/09/21,84.979
2016/09/22,238.571
2016/09/23,-134.348
2016/09/24,73.466
2016/09/25,-23.06
2016/09/26,62.25
2016/09/27,-131.208
2016/09/28,-805.757
2016/09/29,61.659
2016/09/30,54.208
2016/10/01,406.351
2016/10/02,271.999
2016/10/03,248.328
2016/10/04,782.823
2016/10/05,388.07
