Date,hashrate30mom
2016/01/01,44272753344
2016/01/02,23746749787
2016/01/03,51642505727
2016/01/04,29373830512
2016/01/05,61201289222
2016/01/06,68514721589
2016/01/07,56695408148
2016/01/08,56366665014
2016/01/09,46832030391
2016/01/10,23388080732
2016/01/11,43761505340
2016/01/12,-15700183692
2016/01/13,-10675974573
2016/01/14,-5956655449
2016/01/15,33060302769
2016/01/16,20103168424
2016/01/17,16157612897
2016/01/18,42661924715
2016/01/19,51780228891
2016/01/20,56679430013
2016/01/21,19190651019
2016/01/22,57649683413
2016/01/23,69320807203
2016/01/24,111471900824
2016/01/25,95259990098
2016/01/26,127644685223
2016/01/27,118438626837
2016/01/28,110078797591
2016/01/29,135490765142
2016/01/30,126066401691
2016/01/31,120608801963
2016/02/01,151186843712
2016/02/02,103793363954
2016/02/03,155505897566
2016/02/04,145364927711
2016/02/05,146412942195
2016/02/06,148309965772
2016/02/07,142652612293
2016/02/08,171729622636
2016/02/09,161391761361
2016/02/10,156399753665
2016/02/11,206454024925
2016/02/12,190308155723
2016/02/13,212199677918
2016/02/14,208159393065
2016/02/15,220626995257
2016/02/16,221317990840
2016/02/17,178579529560
2016/02/18,166065193174
2016/02/19,206657144076
2016/02/20,216157524297
2016/02/21,198188445293
2016/02/22,235838173337
2016/02/23,198831933636
2016/02/24,221965493919
2016/02/25,182788555637
2016/02/26,218053955707
2016/02/27,244581723418
2016/02/28,245773419926
2016/02/29,217173447028
2016/03/01,253874074683
2016/03/02,259893377079
2016/03/03,308638833746
2016/03/04,286024389093
2016/03/05,335828700036
2016/03/06,338138102838
2016/03/07,372811375389
2016/03/08,366890114519
2016/03/09,357568714301
2016/03/10,425017869399
2016/03/11,434159266148
2016/03/12,468153387681
2016/03/13,570207449325
2016/03/14,480608056031
2016/03/15,520180726118
2016/03/16,527521266730
2016/03/17,579486736606
2016/03/18,584762064659
2016/03/19,668742417839
2016/03/20,656535363074
2016/03/21,628842361282
2016/03/22,657603547572
2016/03/23,544651149264
2016/03/24,655697878216
2016/03/25,727638478203
2016/03/26,764808563473
2016/03/27,760182043075
2016/03/28,711282857472
2016/03/29,754965261563
2016/03/30,826220658838
2016/03/31,868472825069
2016/04/01,850683474714
2016/04/02,769677037948
2016/04/03,843025236331
2016/04/04,879142924359
2016/04/05,881663880580
2016/04/06,847099714990
2016/04/07,752428593469
2016/04/08,892092848662
2016/04/09,835833288804
2016/04/10,884808267107
2016/04/11,755875528208
2016/04/12,639396590255
2016/04/13,780862654668
2016/04/14,744895599834
2016/04/15,799933650685
2016/04/16,781948496941
2016/04/17,744439747921
2016/04/18,805113615694
2016/04/19,772446554758
2016/04/20,840624954639
2016/04/21,822803950469
2016/04/22,829782785001
2016/04/23,809259681387
2016/04/24,707804474935
2016/04/25,777038535080
2016/04/26,685982817169
2016/04/27,735328446626
2016/04/28,727126774814
2016/04/29,733262500443
2016/04/30,772193186527
2016/05/01,729949831941
2016/05/02,708269955580
2016/05/03,744564199999
2016/05/04,631147145372
2016/05/05,630303630164
2016/05/06,664083953396
2016/05/07,734154486775
2016/05/08,623662070884
2016/05/09,659554404358
2016/05/10,641692577205
2016/05/11,605027755917
2016/05/12,710164015074
2016/05/13,786254303945
2016/05/14,728251870563
2016/05/15,666395838546
2016/05/16,630538653873
2016/05/17,677912157830
2016/05/18,668042522752
2016/05/19,735279445845
2016/05/20,750011840094
2016/05/21,754194035879
2016/05/22,814573900372
2016/05/23,733417683273
2016/05/24,815512770266
2016/05/25,728606711832
2016/05/26,833482738588
2016/05/27,831797056655
2016/05/28,855077222676
2016/05/29,830245818061
2016/05/30,725068598637
2016/05/31,706819751015
2016/06/01,734572456291
2016/06/02,669767707228
2016/06/03,872988302120
2016/06/04,848164912310
2016/06/05,767667310747
2016/06/06,895078553144
2016/06/07,868731972433
2016/06/08,858430071135
2016/06/09,960997482995
2016/06/10,846944032286
2016/06/11,915150495801
2016/06/12,767388642917
2016/06/13,946522230908
2016/06/14,960843134844
2016/06/15,936770556282
2016/06/16,939845988758
2016/06/17,963880937740
2016/06/18,804089643186
2016/06/19,834275136628
2016/06/20,770139059278
2016/06/21,721538515637
2016/06/22,866054268898
2016/06/23,896074352382
2016/06/24,861353954382
2016/06/25,809851589616
2016/06/26,915046377446
2016/06/27,912083809022
2016/06/28,940220852866
2016/06/29,848829409162
2016/06/30,911555018209
2016/07/01,1064463260812
2016/07/02,1006110133429
2016/07/03,930188601397
2016/07/04,935822664124
2016/07/05,1007824038831
2016/07/06,895031302098
2016/07/07,855830836475
2016/07/08,867474397113
2016/07/09,715994169870
2016/07/10,962235491903
2016/07/11,899109892616
2016/07/12,873002592783
2016/07/13,802208781931
2016/07/14,722043205516
2016/07/15,683524179900
2016/07/16,710651435108
2016/07/17,588557085882
2016/07/18,806533095671
2016/07/19,659987598377
2016/07/20,612104970326
2016/07/21,846136859187
2016/07/22,520147058561
2016/07/23,626810359673
2016/07/24,509960051451
2016/07/25,381648714473
2016/07/26,57226962526
2016/07/27,-190278114881
2016/07/28,14985036207
2016/07/29,22479161845
2016/07/30,-80071253402
2016/07/31,-114001168151
2016/08/01,-212912482532
2016/08/02,-607183989594
2016/08/03,-718052344125
2016/08/04,-398154383889
2016/08/05,-305739705282
2016/08/06,-396463740303
2016/08/07,-288082003954
2016/08/08,-218823374499
2016/08/09,-32461761700
2016/08/10,-12509466878
2016/08/11,85908905915
2016/08/12,10857390409
2016/08/13,7557924408
2016/08/14,87770168490
2016/08/15,83438173928
2016/08/16,177192523782
2016/08/17,47103365862
2016/08/18,202744588323
2016/08/19,240482504571
2016/08/20,207637827845
2016/08/21,425107340730
2016/08/22,270399673811
2016/08/23,481821559946
2016/08/24,615799097865
2016/08/25,929100714350
2016/08/26,1267286689276
2016/08/27,1010006203835
2016/08/28,1037182087555
2016/08/29,1051544370759
2016/08/30,984983026646
2016/08/31,1178905449840
2016/09/01,1528254655009
2016/09/02,1724578907586
2016/09/03,1128287340027
2016/09/04,895637538920
2016/09/05,1191110465490
2016/09/06,1008500895245
2016/09/07,1055030583499
2016/09/08,782281960609
2016/09/09,723125668073
2016/09/10,672586226435
2016/09/11,885998902638
2016/09/12,918746212748
2016/09/13,879312768277
2016/09/14,1039686900712
2016/09/15,916138878136
2016/09/16,887843157277
2016/09/17,988886736373
2016/09/18,372226415889
2016/09/19,345771840479
2016/09/20,888499086793
2016/09/21,1027731679964
2016/09/22,427588670124
2016/09/23,998079018277
2016/09/24,910238606251
2016/09/25,968833611411
2016/09/26,619697098132
2016/09/27,1008428570990
2016/09/28,1133180263491
2016/09/29,1276909234949
2016/09/30,999150255848
2016/10/01,1164914892435
2016/10/02,1270256298883
2016/10/03,1411050321640
2016/10/04,1690413157810
2016/10/05,1462821447419
2016/10/06,1567155630128
2016/10/07,1227157162465
2016/10/08,1554844067878
2016/10/09,1647181438357
2016/10/10,1643048978263
2016/10/11,1522291114748
2016/10/12,1299496048661
2016/10/13,1585099199305
2016/10/14,1672642362298
2016/10/15,1762968497777
2016/10/16,1986645261135
2016/10/17,1417663077246
2016/10/18,2351410682635
2016/10/19,2229887259117
2016/10/20,1893353890277
2016/10/21,1838941585708
2016/10/22,2360685604032
2016/10/23,1591538960309
2016/10/24,1725580088538
2016/10/25,1606660726028
2016/10/26,2036399505252
2016/10/27,1571491717958
2016/10/28,1204549731387
2016/10/29,-448045168108
2016/10/30,-444245759944
2016/10/31,-259360956099
2016/11/01,-1345127144326
2016/11/02,-1731242766663
2016/11/03,-2088986697419
2016/11/04,-2414517894649
2016/11/05,-2706612987550
2016/11/06,-2548450040362
2016/11/07,-2089936628610
2016/11/08,-1686294906449
2016/11/09,-1855059592788
2016/11/10,-2339847079815
2016/11/11,-2226296238040
2016/11/12,-2397800102491
2016/11/13,-2286748002099
2016/11/14,-2179150036908
2016/11/15,-2335810462858
2016/11/16,-2073083096693
2016/11/17,-2551935506774
2016/11/18,-2191666710573
2016/11/19,-2160174479030
2016/11/20,-1768585030304
2016/11/21,-1443521299514
2016/11/22,-1603030497370
2016/11/23,-1811225507650
2016/11/24,-2526726019727
2016/11/25,-2598595980207
2016/11/26,-2392888361222
2016/11/27,-2099029532454
2016/11/28,-390629257914
2016/11/29,-315319672396
2016/11/30,-960562009866
2016/12/01,3972912808
2016/12/02,597386906081
2016/12/03,1085746506062
2016/12/04,1387130600106
2016/12/05,1483453892770
2016/12/06,1496259919324
2016/12/07,896502558507
2016/12/08,657061627608
2016/12/09,913946798048
2016/12/10,1443870214881
2016/12/11,1734326872309
2016/12/12,1417856767494
2016/12/13,1232224174158
2016/12/14,1010031413781
2016/12/15,941763324699
2016/12/16,1239537384800
2016/12/17,1531550123848
2016/12/18,1402282265524
2016/12/19,1106548818235
2016/12/20,759661215385
2016/12/21,372872328203
2016/12/22,520389218683
2016/12/23,121614515347
2016/12/24,380858054526
2016/12/25,641207942802
2016/12/26,785677268567
2016/12/27,595966309432
2016/12/28,362582439920
2016/12/29,433624107417
2016/12/30,682480237115
2016/12/31,689006026486
2017/01/01,621612046330
2017/01/02,366217023295
2017/01/03,432824858707
2017/01/04,1193567590257
2017/01/05,1382247101569
2017/01/06,1286039961593
2017/01/07,1242182588422
2017/01/08,1137695185338
2017/01/09,1240459220478
2017/01/10,1077668218473
2017/01/11,1382613527151
2017/01/12,1263227817175
2017/01/13,1435987493470
2017/01/14,1490575908188
2017/01/15,1451678940726
2017/01/16,1365549744785
2017/01/17,1062378431997
2017/01/18,1006144665321
2017/01/19,1362507211811
2017/01/20,1141820986679
2017/01/21,1568524170075
2017/01/22,2061200786282
2017/01/23,2561267918796
2017/01/24,2185021895083
2017/01/25,1997659191561
2017/01/26,2422994470104
2017/01/27,2337047070378
2017/01/28,2393449642622
2017/01/29,2224494901789
2017/01/30,2385714380292
2017/01/31,2375978008597
2017/02/01,2245423913988
2017/02/02,2423487920267
2017/02/03,1667765082032
2017/02/04,1678891363793
2017/02/05,1991759191213
2017/02/06,1849935737839
2017/02/07,1813416404200
2017/02/08,1702107467221
2017/02/09,1662685097689
2017/02/10,1861019331560
2017/02/11,1842625861401
2017/02/12,1824083339323
2017/02/13,1934868024630
2017/02/14,1890729611622
2017/02/15,1935976963503
2017/02/16,1976304724110
2017/02/17,2220206566334
2017/02/18,1799548087716
2017/02/19,2237353311940
2017/02/20,2074036143006
2017/02/21,2262025672778
2017/02/22,1989214615888
2017/02/23,2125726620177
2017/02/24,2155593920862
2017/02/25,2245663233501
2017/02/26,2795662219679
2017/02/27,2799683361005
2017/02/28,3462443805395
2017/03/01,2849741036384
2017/03/02,3031908823962
2017/03/03,3564495203755
2017/03/04,3233891170848
2017/03/05,3898139745997
2017/03/06,3773259947078
2017/03/07,3351401874919
2017/03/08,3690142485819
2017/03/09,3727438711235
2017/03/10,3639577429160
2017/03/11,3925153550489
2017/03/12,3693745670598
2017/03/13,4161388434633
2017/03/14,3861440224285
2017/03/15,4107285470723
2017/03/16,4160280598533
2017/03/17,4848867165639
2017/03/18,5062962008250
2017/03/19,4100641322026
2017/03/20,4952343285909
2017/03/21,4485503898907
2017/03/22,4793334934142
2017/03/23,5079816860204
2017/03/24,5111946626053
2017/03/25,5188191957915
2017/03/26,5921894678313
2017/03/27,6279272764954
2017/03/28,5420030463121
2017/03/29,6062560387504
2017/03/30,5604394558535
2017/03/31,6449797386512
2017/04/01,5970993556374
2017/04/02,5530471021850
2017/04/03,4921615289678
2017/04/04,5422533675370
2017/04/05,5893111743701
2017/04/06,5840582881842
2017/04/07,5686858362566
2017/04/08,5750797109603
2017/04/09,5383966976655
2017/04/10,5201348036836
2017/04/11,5758687335225
2017/04/12,5122362119798
2017/04/13,4948261606715
2017/04/14,6207021030307
2017/04/15,5466477274387
2017/04/16,5074548429482
2017/04/17,5192143725460
2017/04/18,6384297456906
2017/04/19,5216178029956
2017/04/20,5726987797514
2017/04/21,5893313431412
2017/04/22,5474752519111
2017/04/23,6055097149968
2017/04/24,5230229210469
2017/04/25,5358318613921
2017/04/26,4401221242988
2017/04/27,5156942551838
2017/04/28,5811883893250
2017/04/29,6283589632307
2017/04/30,5296410491925
2017/05/01,5862586326477
2017/05/02,5925551788058
2017/05/03,7050553325637
2017/05/04,5676271699390
2017/05/05,6370502524356
2017/05/06,6447734896417
2017/05/07,6608521223505
2017/05/08,6138057620994
2017/05/09,7598674348175
2017/05/10,7278088787501
2017/05/11,7124973439681
2017/05/12,8136803704857
2017/05/13,7849153902836
2017/05/14,7046402009586
2017/05/15,8555853067465
2017/05/16,8635536712210
2017/05/17,6874714836375
2017/05/18,7441305685276
2017/05/19,8739170415115
2017/05/20,9318277965109
2017/05/21,9694502199294
2017/05/22,10481135721087
2017/05/23,8846028515848
2017/05/24,10311391797215
2017/05/25,9555281977449
2017/05/26,9910306534635
2017/05/27,10531078856045
2017/05/28,8986117936909
2017/05/29,10551553804329
2017/05/30,13325062369122
2017/05/31,12102213496319
2017/06/01,14002631762096
2017/06/02,12681464389458
2017/06/03,14127321548767
2017/06/04,13906858219185
2017/06/05,14876912363778
2017/06/06,14967731785115
2017/06/07,16985827265092
2017/06/08,16224370500226
2017/06/09,16410449941282
2017/06/10,18144704754644
2017/06/11,18329840643118
2017/06/12,18916904387714
2017/06/13,19638710676236
2017/06/14,19836802004154
2017/06/15,20291955111292
2017/06/16,22600156179966
2017/06/17,23245972048595
2017/06/18,23177345489194
2017/06/19,22963789786081
2017/06/20,23115433494276
2017/06/21,22716465595558
2017/06/22,24503709143190
2017/06/23,23356528215261
2017/06/24,24557359236121
2017/06/25,25189784580130
2017/06/26,26270296523023
2017/06/27,26381792659278
2017/06/28,25919509864910
2017/06/29,25276740034203
2017/06/30,26342860903798
2017/07/01,25316918531840
2017/07/02,26804625300243
2017/07/03,27606675362867
2017/07/04,28192606642552
2017/07/05,25528534293356
2017/07/06,26145653048599
2017/07/07,25609825004880
2017/07/08,25646028954349
2017/07/09,26283257871199
2017/07/10,25165466254806
2017/07/11,23611361723057
2017/07/12,21966460132984
2017/07/13,21048377545907
2017/07/14,18506003622884
2017/07/15,20082851872975
2017/07/16,20850418483750
2017/07/17,15713885356709
2017/07/18,16409537575746
2017/07/19,18605398111663
2017/07/20,19813074094767
2017/07/21,19079215650350
2017/07/22,18230333486058
2017/07/23,21353543034272
2017/07/24,17919398650658
2017/07/25,20769502502288
2017/07/26,18427014565213
2017/07/27,17284747910536
2017/07/28,17598842036193
2017/07/29,15046923094981
2017/07/30,17386758371190
2017/07/31,18304773123580
2017/08/01,17727714272636
2017/08/02,14667317456298
2017/08/03,10114054495015
2017/08/04,14933489083985
2017/08/05,12994521509579
2017/08/06,12939174648792
2017/08/07,14864930034389
2017/08/08,15253182004906
2017/08/09,15842986079767
2017/08/10,14784310465596
2017/08/11,17678196370141
2017/08/12,19720243214153
2017/08/13,21477977955847
2017/08/14,20976680851817
2017/08/15,20622178408146
2017/08/16,24548517787942
2017/08/17,24130330371525
2017/08/18,20597472086072
2017/08/19,21996480502017
2017/08/20,20096830729150
2017/08/21,22788271359550
2017/08/22,20270744034670
2017/08/23,24659641711631
2017/08/24,20070810394563
2017/08/25,18454747772485
2017/08/26,20362099921975
2017/08/27,17945677053058
2017/08/28,15979623196566
2017/08/29,20184703939046
2017/08/30,18799082750326
2017/08/31,17120234817327
2017/09/01,19295581386086
2017/09/02,22196246069120
2017/09/03,18684492256023
2017/09/04,21023582046798
2017/09/05,20447789000296
2017/09/06,17244958120253
2017/09/07,18459436557227
2017/09/08,21768149963627
2017/09/09,20635726358614
2017/09/10,17864890733472
2017/09/11,15206885319655
2017/09/12,20431210715585
2017/09/13,13961916136097
2017/09/14,14755063322516
2017/09/15,17989605398481
2017/09/16,14636109150300
2017/09/17,16258464465414
2017/09/18,10383467126423
2017/09/19,15359652806937
2017/09/20,11658815272058
2017/09/21,13404196107445
2017/09/22,10124285203338
2017/09/23,6703970878017
2017/09/24,11427724707959
2017/09/25,5569354409600
2017/09/26,7501944046765
2017/09/27,13098498970330
2017/09/28,2643907110846
2017/09/29,-1926439196164
2017/09/30,-698857551992
2017/10/01,2889170586511
2017/10/02,2603982811431
2017/10/03,2887621079118
2017/10/04,4282266520203
2017/10/05,7255084635381
2017/10/06,3225115864448
2017/10/07,-1096591663137
2017/10/08,-2660350913434
2017/10/09,626921059963
2017/10/10,3627129913623
2017/10/11,6783358505309
2017/10/12,-2621227336421
2017/10/13,6546347663787
2017/10/14,-488492288433
2017/10/15,-640026938582
2017/10/16,4560257687667
2017/10/17,6426955416186
2017/10/18,7951490421231
2017/10/19,9355727748118
2017/10/20,9822436290697
2017/10/21,7303632049989
2017/10/22,10498574800102
2017/10/23,13809306799688
2017/10/24,14915092784153
2017/10/25,17136427580556
2017/10/26,11788708517592
2017/10/27,-1.0566583436047E+14
2017/10/28,-1.0186486506253E+14
2017/10/29,-97743120327242
2017/10/30,-97248907770733
2017/10/31,-1.0185440802801E+14
2017/11/01,19502988401566
2017/11/02,14234429374841
2017/11/03,9645364010153
2017/11/04,4223665995499
2017/11/05,14246001836990
2017/11/06,13925701353485
2017/11/07,9857540897655
2017/11/08,11442112617991
2017/11/09,8010207085680
2017/11/10,6482969401264
2017/11/11,10272007855321
2017/11/12,8165355468370
2017/11/13,12356943455177
2017/11/14,6122094321960
2017/11/15,3613345411931
2017/11/16,-2784631099836
2017/11/17,-1151279750562
2017/11/18,-6471375130745
2017/11/19,-4260304244966
2017/11/20,3525623143165
2017/11/21,-123489440159
2017/11/22,641586834658
2017/11/23,507734041090
2017/11/24,6134218716810
2017/11/25,10546057696635
2017/11/26,1.2515528420208E+14
2017/11/27,1.234224186564E+14
2017/11/28,1.2137628666542E+14
2017/11/29,1.2341056806209E+14
2017/11/30,1.2481801075322E+14
2017/12/01,4515837683259
2017/12/02,10045476129138
2017/12/03,7937301298980
2017/12/04,13900426208270
2017/12/05,6382267449793
2017/12/06,9039255525122
2017/12/07,11243301151562
2017/12/08,11193677154532
2017/12/09,14178112232517
2017/12/10,10945627496013
2017/12/11,12601672531224
2017/12/12,10726522218215
2017/12/13,16576372137392
2017/12/14,22892551526654
2017/12/15,28380524615631
2017/12/16,30298213973886
2017/12/17,30310373137791
2017/12/18,35854732568689
2017/12/19,31762954105061
2017/12/20,23586031501695
2017/12/21,25148469150307
2017/12/22,24833808086373
2017/12/23,27390789290272
2017/12/24,24110677851779
2017/12/25,25323670633127
2017/12/26,26323419402068
