Date,sentinusd90varUSD
2016/04/22,45930689628657
2016/04/23,45696603461239
2016/04/24,45892629117067
2016/04/25,45725905251152
2016/04/26,45342705531915
2016/04/27,44959020387852
2016/04/28,44564026504981
2016/04/29,44318873158254
2016/04/30,45830606004483
2016/05/01,45556636240743
2016/05/02,45735262307296
2016/05/03,45192203518283
2016/05/04,44328900099678
2016/05/05,43563172805735
2016/05/06,43671892290289
2016/05/07,43194531358165
2016/05/08,42937662399914
2016/05/09,43528376965888
2016/05/10,44341058357999
2016/05/11,48273129321154
2016/05/12,53713939982912
2016/05/13,1.1502151620322E+14
2016/05/14,1.4004732906855E+14
