Date,transactionfees14rsiUSD
2016/07/08,47.489
2016/07/09,51.276
2016/07/10,45.747
2016/07/11,45.951
2016/07/12,46.651
2016/07/13,45.398
2016/07/14,46.885
2016/07/15,46.968
2016/07/16,45.64
2016/07/17,44.555
2016/07/18,46.001
2016/07/19,46.066
2016/07/20,60.394
2016/07/21,49.014
2016/07/22,50.137
2016/07/23,50.372
2016/07/24,47.808
2016/07/25,49.184
2016/07/26,48.978
2016/07/27,48.51
2016/07/28,58.804
2016/07/29,52.198
2016/07/30,48.018
2016/07/31,46.226
2016/08/01,46.361
2016/08/02,45.543
2016/08/03,44.619
2016/08/04,46.431
2016/08/05,46.468
2016/08/06,45.252
2016/08/07,45.91
2016/08/08,57.675
2016/08/09,47.776
2016/08/10,49.334
2016/08/11,47.928
2016/08/12,48.174
2016/08/13,46.627
2016/08/14,46.116
2016/08/15,46.848
2016/08/16,46.692
2016/08/17,46.544
2016/08/18,49.498
2016/08/19,47.721
2016/08/20,46.929
2016/08/21,48.135
2016/08/22,48.16
2016/08/23,66.775
2016/08/24,47.429
2016/08/25,47.777
2016/08/26,48.27
2016/08/27,46.746
2016/08/28,46.707
2016/08/29,47.634
2016/08/30,48.891
2016/08/31,48.409
2016/09/01,50.192
2016/09/02,54.3
2016/09/03,47.808
2016/09/04,57.663
2016/09/05,49.009
2016/09/06,49.047
2016/09/07,49.627
2016/09/08,50.286
2016/09/09,51.518
2016/09/10,47.907
2016/09/11,48.837
2016/09/12,52.194
2016/09/13,50.611
2016/09/14,49.186
2016/09/15,49.848
2016/09/16,54.622
2016/09/17,53.125
2016/09/18,54.572
2016/09/19,50.524
2016/09/20,48.971
2016/09/21,52.381
2016/09/22,67.002
2016/09/23,71.152
2016/09/24,74.596
2016/09/25,75.946
2016/09/26,84.519
2016/09/27,69.117
2016/09/28,58.451
2016/09/29,48.653
2016/09/30,50.262
2016/10/01,58.238
2016/10/02,58.185
2016/10/03,52.855
2016/10/04,54.773
2016/10/05,54.957
2016/10/06,51.333
2016/10/07,48.773
2016/10/08,52.314
2016/10/09,50.073
2016/10/10,47.101
2016/10/11,43.502
2016/10/12,51.559
2016/10/13,70.089
2016/10/14,52.125
2016/10/15,53.977
2016/10/16,52.882
2016/10/17,52.462
2016/10/18,53.144
2016/10/19,57.627
2016/10/20,46.713
2016/10/21,42.723
2016/10/22,42.78
2016/10/23,42.874
2016/10/24,44.775
2016/10/25,44.327
2016/10/26,43.185
2016/10/27,42.847
2016/10/28,44.146
2016/10/29,42.83
2016/10/30,42.8
2016/10/31,42.819
2016/11/01,43.838
2016/11/02,41.924
2016/11/03,42.488
2016/11/04,42.049
2016/11/05,41.93
2016/11/06,42.374
2016/11/07,42.572
2016/11/08,44.043
2016/11/09,46.166
2016/11/10,46.509
2016/11/11,50.779
2016/11/12,43.647
2016/11/13,44.18
2016/11/14,46.399
2016/11/15,45.279
2016/11/16,46.046
2016/11/17,43.658
2016/11/18,44.311
2016/11/19,42.3
2016/11/20,44.167
2016/11/21,45.759
2016/11/22,43.385
2016/11/23,58.259
2016/11/24,63.158
2016/11/25,49.84
2016/11/26,61.032
2016/11/27,68.493
2016/11/28,66.005
2016/11/29,57.918
2016/11/30,44.556
2016/12/01,43.091
2016/12/02,42.205
2016/12/03,41.721
2016/12/04,41.959
2016/12/05,42.579
2016/12/06,41.884
2016/12/07,44.878
2016/12/08,91.862
2016/12/09,47.875
2016/12/10,47.813
2016/12/11,48.123
2016/12/12,47.954
2016/12/13,47.785
2016/12/14,47.86
2016/12/15,47.815
2016/12/16,47.699
2016/12/17,47.944
2016/12/18,47.83
2016/12/19,47.908
2016/12/20,48.367
2016/12/21,48.644
2016/12/22,47.6
2016/12/23,47.432
2016/12/24,47.455
2016/12/25,47.374
2016/12/26,47.407
2016/12/27,48.122
2016/12/28,47.637
2016/12/29,48.753
2016/12/30,49.498
2016/12/31,47.787
2017/01/01,47.672
2017/01/02,48.001
2017/01/03,49.529
2017/01/04,49.867
2017/01/05,49.198
2017/01/06,49.006
2017/01/07,48.626
2017/01/08,49.653
2017/01/09,50.091
2017/01/10,50.387
2017/01/11,49.533
2017/01/12,48.578
2017/01/13,48.27
2017/01/14,48.006
2017/01/15,48.717
2017/01/16,48.544
2017/01/17,51.37
2017/01/18,49.953
2017/01/19,49.266
2017/01/20,50.089
2017/01/21,49.77
2017/01/22,51.046
2017/01/23,51.054
2017/01/24,52.424
2017/01/25,52.126
2017/01/26,50.921
2017/01/27,50.104
2017/01/28,49.479
2017/01/29,48.737
2017/01/30,48.897
2017/01/31,49.662
2017/02/01,54.985
2017/02/02,52.864
2017/02/03,52.52
2017/02/04,50.626
2017/02/05,51.683
2017/02/06,52.321
2017/02/07,59.36
2017/02/08,57.029
2017/02/09,55.533
2017/02/10,57.004
2017/02/11,54.531
2017/02/12,58.058
2017/02/13,66.785
2017/02/14,56.475
2017/02/15,77.542
2017/02/16,50.246
2017/02/17,50.182
2017/02/18,52.816
2017/02/19,49.241
2017/02/20,50.77
2017/02/21,53.383
2017/02/22,55.182
2017/02/23,52.573
2017/02/24,49.055
2017/02/25,51.613
2017/02/26,50.014
2017/02/27,54.435
2017/02/28,55.883
2017/03/01,58.55
2017/03/02,56.911
2017/03/03,57.394
2017/03/04,56.798
2017/03/05,57.541
2017/03/06,56.805
2017/03/07,54.181
2017/03/08,52.992
2017/03/09,54.049
2017/03/10,60.25
2017/03/11,56.901
2017/03/12,61.193
2017/03/13,75.992
2017/03/14,78.12
2017/03/15,67.391
2017/03/16,74.966
2017/03/17,79.765
2017/03/18,58.89
2017/03/19,59.18
2017/03/20,63.074
2017/03/21,64.718
2017/03/22,62.855
2017/03/23,61.758
2017/03/24,68.479
2017/03/25,62.717
2017/03/26,64.501
2017/03/27,68.193
2017/03/28,62.53
2017/03/29,63.535
2017/03/30,63.627
2017/03/31,61.461
2017/04/01,58.2
2017/04/02,59.825
2017/04/03,54.863
2017/04/04,52.939
2017/04/05,56.964
2017/04/06,54.093
2017/04/07,53.186
2017/04/08,51.092
2017/04/09,52.79
2017/04/10,57.039
2017/04/11,53.076
2017/04/12,65.312
2017/04/13,52.785
2017/04/14,54.509
2017/04/15,54.322
2017/04/16,55.274
2017/04/17,58.002
2017/04/18,61.797
2017/04/19,64.06
2017/04/20,56.336
2017/04/21,68.565
2017/04/22,60.901
2017/04/23,52.187
2017/04/24,55.56
2017/04/25,52.633
2017/04/26,53.504
2017/04/27,57.465
2017/04/28,58.507
2017/04/29,61.837
2017/04/30,65.968
2017/05/01,73.268
2017/05/02,74.965
2017/05/03,58.745
2017/05/04,62.33
2017/05/05,63.937
2017/05/06,67.918
2017/05/07,72.106
2017/05/08,57.761
2017/05/09,60.723
2017/05/10,62.395
2017/05/11,61.096
2017/05/12,64.56
2017/05/13,64.928
2017/05/14,65.719
2017/05/15,67.479
2017/05/16,70.417
2017/05/17,78.873
2017/05/18,61.36
2017/05/19,65.306
2017/05/20,71.703
2017/05/21,69.163
2017/05/22,74.147
2017/05/23,80.856
2017/05/24,84.839
2017/05/25,72.023
2017/05/26,67.351
2017/05/27,59.084
2017/05/28,62.949
2017/05/29,63.888
2017/05/30,76.153
2017/05/31,87.688
2017/06/01,54.391
2017/06/02,56.596
2017/06/03,53.896
2017/06/04,56.408
2017/06/05,53.116
2017/06/06,55.906
2017/06/07,56.394
2017/06/08,54.887
2017/06/09,53.659
2017/06/10,53.031
2017/06/11,61.115
2017/06/12,69.173
2017/06/13,54.682
2017/06/14,53.397
2017/06/15,51.773
2017/06/16,52.454
2017/06/17,51.951
2017/06/18,52.983
2017/06/19,51.84
2017/06/20,70.598
2017/06/21,79.819
2017/06/22,57.967
2017/06/23,52.201
2017/06/24,57.523
2017/06/25,50.764
2017/06/26,54.563
2017/06/27,46.484
2017/06/28,55.315
2017/06/29,50.346
2017/06/30,48.08
2017/07/01,47.14
2017/07/02,46.937
2017/07/03,48.044
2017/07/04,47.577
2017/07/05,48.209
2017/07/06,46.307
2017/07/07,46.164
2017/07/08,47.406
2017/07/09,45.505
2017/07/10,43.413
2017/07/11,43.339
2017/07/12,44.923
2017/07/13,45.881
2017/07/14,44.419
2017/07/15,44.899
2017/07/16,42.986
2017/07/17,43.941
2017/07/18,49.287
2017/07/19,47.346
2017/07/20,45.569
2017/07/21,49.076
2017/07/22,46.806
2017/07/23,47.162
2017/07/24,47.893
2017/07/25,50.208
2017/07/26,47.868
2017/07/27,46.388
2017/07/28,45.783
2017/07/29,43.961
2017/07/30,44.478
2017/07/31,43.359
2017/08/01,49.322
2017/08/02,47.029
2017/08/03,46.716
2017/08/04,44.531
2017/08/05,46.568
2017/08/06,48.781
2017/08/07,53.898
2017/08/08,53.251
2017/08/09,52.135
2017/08/10,51.407
2017/08/11,53.282
2017/08/12,55.115
2017/08/13,49.979
2017/08/14,48.26
2017/08/15,49.819
2017/08/16,77.8
2017/08/17,57.111
2017/08/18,63.262
2017/08/19,50.517
2017/08/20,47.707
2017/08/21,47.426
2017/08/22,47.807
2017/08/23,47.457
2017/08/24,48.549
2017/08/25,48.431
2017/08/26,49.822
2017/08/27,48.152
2017/08/28,49.167
2017/08/29,57.004
2017/08/30,53.756
2017/08/31,65.252
2017/09/01,55.226
2017/09/02,59.712
2017/09/03,48.446
2017/09/04,48.637
2017/09/05,50.943
2017/09/06,54.059
2017/09/07,54.94
2017/09/08,54.151
2017/09/09,47.555
2017/09/10,48.547
2017/09/11,46.572
2017/09/12,49.403
2017/09/13,47.852
2017/09/14,44.89
2017/09/15,48.021
2017/09/16,52.733
2017/09/17,47.346
2017/09/18,47.194
2017/09/19,47.531
2017/09/20,57.759
2017/09/21,46.351
2017/09/22,46.798
2017/09/23,48.291
2017/09/24,52.615
2017/09/25,49.357
2017/09/26,49.534
2017/09/27,51.116
2017/09/28,48.343
2017/09/29,46.405
2017/09/30,50.258
2017/10/01,50.292
2017/10/02,48.795
2017/10/03,48.383
2017/10/04,49.895
2017/10/05,51.199
2017/10/06,52.401
2017/10/07,47.729
2017/10/08,50.252
2017/10/09,48.604
2017/10/10,49.182
2017/10/11,69.678
2017/10/12,48.476
2017/10/13,50.357
2017/10/14,50.376
2017/10/15,49.636
2017/10/16,45.483
2017/10/17,42.903
2017/10/18,42.422
2017/10/19,41.83
2017/10/20,46.738
2017/10/21,41.786
2017/10/22,41.242
2017/10/23,42.934
2017/10/24,45.934
2017/10/25,44.424
2017/10/26,43.877
2017/10/27,36.663
2017/10/28,36.663
2017/10/29,36.663
2017/10/30,36.663
2017/10/31,36.663
2017/11/01,50.911
2017/11/02,50.206
2017/11/03,48.334
2017/11/04,47.771
2017/11/05,46.733
2017/11/06,47.766
2017/11/07,50.791
2017/11/08,53.572
2017/11/09,52.234
2017/11/10,50.36
2017/11/11,48.998
2017/11/12,51.572
2017/11/13,52.25
2017/11/14,53.261
2017/11/15,55.459
2017/11/16,53.32
2017/11/17,53.987
2017/11/18,47.804
2017/11/19,50.935
2017/11/20,54.621
2017/11/21,54.68
2017/11/22,53.643
2017/11/23,56.25
2017/11/24,54.364
2017/11/25,52.416
2017/11/26,58.961
2017/11/27,57.256
2017/11/28,59.744
2017/11/29,60.163
2017/11/30,54.721
2017/12/01,56.63
2017/12/02,50.42
2017/12/03,53.156
2017/12/04,72.731
2017/12/05,81.212
2017/12/06,82.733
2017/12/07,90.218
2017/12/08,84.501
2017/12/09,85.355
2017/12/10,71.572
2017/12/11,57.457
2017/12/12,60.917
2017/12/13,62.157
2017/12/14,67.101
2017/12/15,59.527
2017/12/16,60.768
2017/12/17,55.009
2017/12/18,52.186
2017/12/19,58.533
2017/12/20,64.172
2017/12/21,61.828
2017/12/22,52.786
2017/12/23,51.366
2017/12/24,49.706
2017/12/25,45.401
2017/12/26,44.433
2017/12/27,44.404
2017/12/28,42.875
2017/12/29,45.01
2017/12/30,42.782
2017/12/31,45.032
2018/01/01,44.146
2018/01/02,49.398
2018/01/03,53.194
2018/01/04,57.901
2018/01/05,78.676
2018/01/06,82.105
2018/01/07,76.153
2018/01/08,76.666
2018/01/09,78.244
2018/01/10,84.636
2018/01/11,68.158
2018/01/12,58.426
2018/01/13,60.203
2018/01/14,60.371
2018/01/15,55.865
2018/01/16,50.066
2018/01/17,45.476
2018/01/18,49.189
2018/01/19,49.309
2018/01/20,51.129
2018/01/21,44.321
2018/01/22,42.655
2018/01/23,46.145
2018/01/24,45.129
2018/01/25,45.144
2018/01/26,40.72
2018/01/27,40.812
2018/01/28,42.937
2018/01/29,49.651
2018/01/30,45.842
2018/01/31,45.905
2018/02/01,51.496
2018/02/02,43.956
2018/02/03,42.797
2018/02/04,41.767
2018/02/05,39.547
2018/02/06,38.744
2018/02/07,41.109
2018/02/08,40.459
2018/02/09,39.84
2018/02/10,40.802
2018/02/11,39.318
2018/02/12,38.913
2018/02/13,40.311
2018/02/14,41.524
2018/02/15,41.533
2018/02/16,42.66
2018/02/17,44.277
2018/02/18,47.636
2018/02/19,42.624
2018/02/20,43.55
2018/02/21,42.716
2018/02/22,40.439
2018/02/23,42.428
2018/02/24,42.402
2018/02/25,40.767
2018/02/26,39.857
2018/02/27,43.347
2018/02/28,50.989
2018/03/01,44.778
2018/03/02,49.459
2018/03/03,43.292
2018/03/04,46.333
2018/03/05,46.027
2018/03/06,42.249
2018/03/07,42.472
2018/03/08,41.509
2018/03/09,39.872
2018/03/10,38.512
2018/03/11,36.291
2018/03/12,42.648
2018/03/13,37.704
2018/03/14,38.985
2018/03/15,37.276
2018/03/16,38.879
2018/03/17,36.074
2018/03/18,34.837
2018/03/19,35.989
2018/03/20,37.499
2018/03/21,40.633
2018/03/22,41.69
2018/03/23,40.298
2018/03/24,39.61
2018/03/25,39.494
2018/03/26,40.738
2018/03/27,37.437
2018/03/28,37.429
2018/03/29,36.842
2018/03/30,33.456
2018/03/31,32.338
2018/04/01,31.432
2018/04/02,34.067
2018/04/03,34.979
2018/04/04,33.055
2018/04/05,43.061
2018/04/06,38.659
2018/04/07,36.84
2018/04/08,38.309
2018/04/09,40.151
2018/04/10,40.463
2018/04/11,42.667
2018/04/12,45.254
2018/04/13,51.682
2018/04/14,47.117
2018/04/15,45.752
2018/04/16,47.063
2018/04/17,46.073
2018/04/18,52.992
2018/04/19,51.632
2018/04/20,53.367
2018/04/21,49.577
2018/04/22,51.443
2018/04/23,53.11
2018/04/24,62.466
2018/04/25,57.525
2018/04/26,57.671
2018/04/27,62.734
2018/04/28,65.1
2018/04/29,68.208
2018/04/30,68.401
2018/05/01,56.301
2018/05/02,56.348
2018/05/03,63.815
2018/05/04,55.523
2018/05/05,56.596
2018/05/06,56.596
2018/05/07,53.94
2018/05/08,57.425
2018/05/09,58.541
2018/05/10,71.259
2018/05/11,66.535
2018/05/12,49.88
2018/05/13,53.73
2018/05/14,60.366
2018/05/15,61.749
2018/05/16,61.144
2018/05/17,63.477
2018/05/18,58.947
2018/05/19,53.829
2018/05/20,54.296
2018/05/21,57.541
2018/05/22,59.788
2018/05/23,54.431
2018/05/24,50.059
2018/05/25,49.363
2018/05/26,46.005
2018/05/27,41.791
2018/05/28,52.126
2018/05/29,52.967
2018/05/30,55.948
2018/05/31,63.76
2018/06/01,58.086
2018/06/02,45.744
2018/06/03,44.918
2018/06/04,51.036
2018/06/05,47.42
2018/06/06,55.746
2018/06/07,48.107
2018/06/08,46.446
2018/06/09,41.734
2018/06/10,40.692
2018/06/11,41.017
2018/06/12,40.67
2018/06/13,39.647
2018/06/14,42.643
2018/06/15,46.551
2018/06/16,49.78
2018/06/17,39.481
2018/06/18,39.439
2018/06/19,44.371
2018/06/20,43.034
2018/06/21,43.479
2018/06/22,57.86
2018/06/23,43.547
2018/06/24,48.045
2018/06/25,45.863
2018/06/26,44.026
2018/06/27,43.247
2018/06/28,43.162
2018/06/29,43.5
2018/06/30,75.238
2018/07/01,83.177
2018/07/02,92.254
2018/07/03,65.646
2018/07/04,63.532
2018/07/05,56.918
2018/07/06,62.855
2018/07/07,59.058
2018/07/08,47.383
2018/07/09,46.028
2018/07/10,44.261
2018/07/11,44.913
2018/07/12,48.15
2018/07/13,49.109
2018/07/14,57.095
2018/07/15,61.899
2018/07/16,44.833
2018/07/17,44.674
2018/07/18,44.535
2018/07/19,44.345
2018/07/20,45.013
2018/07/21,45.403
2018/07/22,44.295
2018/07/23,44.967
2018/07/24,44.595
2018/07/25,44.482
2018/07/26,44.399
2018/07/27,44.051
2018/07/28,45.42
2018/07/29,44.104
2018/07/30,44.237
2018/07/31,44.268
2018/08/01,47.005
2018/08/02,44.29
2018/08/03,44.425
2018/08/04,45.079
2018/08/05,44.052
2018/08/06,45.711
2018/08/07,54.71
2018/08/08,65.152
2018/08/09,62.02
2018/08/10,51.899
2018/08/11,45.355
2018/08/12,44.741
2018/08/13,45.387
2018/08/14,45.335
2018/08/15,45.79
2018/08/16,45.159
2018/08/17,55.017
2018/08/18,46.118
2018/08/19,45.923
2018/08/20,45.729
2018/08/21,45.667
2018/08/22,49.313
2018/08/23,47.279
2018/08/24,50.495
2018/08/25,45.913
2018/08/26,50.24
2018/08/27,46.247
2018/08/28,46.526
2018/08/29,48.228
2018/08/30,47.094
2018/08/31,47.24
2018/09/01,46.242
2018/09/02,46.208
2018/09/03,46.505
2018/09/04,47.757
2018/09/05,46.204
2018/09/06,47.322
2018/09/07,47.264
2018/09/08,46.333
2018/09/09,46.148
2018/09/10,46.328
2018/09/11,46.984
2018/09/12,46.503
2018/09/13,47.695
2018/09/14,46.661
2018/09/15,47.247
2018/09/16,47.27
2018/09/17,46.987
2018/09/18,49.656
2018/09/19,53.061
2018/09/20,48.9
2018/09/21,52.823
2018/09/22,49.051
2018/09/23,47.877
2018/09/24,55.034
2018/09/25,48.871
2018/09/26,49.897
2018/09/27,50.633
2018/09/28,52.357
2018/09/29,55.697
2018/09/30,50.359
2018/10/01,52.624
2018/10/02,52.899
2018/10/03,45.755
2018/10/04,45.852
2018/10/05,44.985
2018/10/06,42.172
2018/10/07,44.48
2018/10/08,47.308
2018/10/09,46.281
2018/10/10,48.6
2018/10/11,46.58
2018/10/12,50.369
2018/10/13,44.144
2018/10/14,43.525
2018/10/15,46.599
2018/10/16,44.891
2018/10/17,45.775
2018/10/18,45.328
2018/10/19,46.093
2018/10/20,46.136
2018/10/21,45.606
2018/10/22,46.423
2018/10/23,47.293
2018/10/24,51.259
2018/10/25,54.065
2018/10/26,50.448
2018/10/27,46.432
2018/10/28,45.179
2018/10/29,46.088
2018/10/30,45.716
2018/10/31,46.65
2018/11/01,45.842
2018/11/02,50.189
2018/11/03,49.36
2018/11/04,46.642
2018/11/05,53.389
2018/11/06,53.534
2018/11/07,53.581
2018/11/08,58.531
2018/11/09,48.636
2018/11/10,44.232
2018/11/11,41.625
2018/11/12,50.604
2018/11/13,52.993
2018/11/14,55.193
2018/11/15,55.654
2018/11/16,51.383
2018/11/17,45.944
2018/11/18,50.344
2018/11/19,49.454
2018/11/20,46.661
2018/11/21,43.142
2018/11/22,42.528
2018/11/23,42.236
2018/11/24,41.846
2018/11/25,41.288
2018/11/26,40.361
2018/11/27,37.86
2018/11/28,45.697
2018/11/29,53.406
2018/11/30,55.894
2018/12/01,47.43
2018/12/02,46.179
2018/12/03,46.099
2018/12/04,45.482
2018/12/05,45.072
2018/12/06,38.839
2018/12/07,37.149
2018/12/08,34.315
2018/12/09,35.874
2018/12/10,37.198
2018/12/11,36.653
2018/12/12,36.252
2018/12/13,38.692
2018/12/14,45.359
2018/12/15,37.184
2018/12/16,37.247
2018/12/17,40.612
2018/12/18,54.102
2018/12/19,46.367
2018/12/20,46.848
2018/12/21,46.719
2018/12/22,45.257
2018/12/23,48.75
2018/12/24,53.386
2018/12/25,53.704
2018/12/26,56.728
2018/12/27,45.938
2018/12/28,46.379
2018/12/29,47.238
2018/12/30,64.437
2018/12/31,48.423
2019/01/01,49.224
2019/01/02,48.512
2019/01/03,47.792
2019/01/04,50.941
2019/01/05,59.435
2019/01/06,49.445
2019/01/07,49.24
2019/01/08,47.799
2019/01/09,47.148
2019/01/10,47.96
2019/01/11,46.524
2019/01/12,44.907
2019/01/13,44.608
2019/01/14,53.134
2019/01/15,51.494
2019/01/16,52.47
2019/01/17,46.748
2019/01/18,48.056
2019/01/19,46.43
2019/01/20,45.008
2019/01/21,45.623
2019/01/22,51.594
2019/01/23,47.183
2019/01/24,48.053
2019/01/25,46.856
2019/01/26,45.217
2019/01/27,43.956
2019/01/28,46.083
2019/01/29,43.619
2019/01/30,45.959
2019/01/31,50.493
2019/02/01,48.905
2019/02/02,46.282
2019/02/03,45.124
2019/02/04,46.684
2019/02/05,47.02
2019/02/06,46.592
2019/02/07,49.054
2019/02/08,50.205
2019/02/09,53.274
2019/02/10,54.105
2019/02/11,56.491
2019/02/12,54.555
2019/02/13,55.374
2019/02/14,61.028
2019/02/15,62.799
2019/02/16,57.29
2019/02/17,58.877
2019/02/18,70.369
2019/02/19,97.193
2019/02/20,49.035
2019/02/21,48.868
2019/02/22,48.819
2019/02/23,48.924
2019/02/24,49.245
2019/02/25,49.052
2019/02/26,49.163
2019/02/27,48.844
2019/02/28,49.515
2019/03/01,47.912
2019/03/02,47.619
2019/03/03,47.563
2019/03/04,47.477
2019/03/05,47.845
2019/03/06,48.086
2019/03/07,48.131
2019/03/08,48.108
2019/03/09,47.447
2019/03/10,47.393
2019/03/11,47.319
2019/03/12,47.062
2019/03/13,46.702
2019/03/14,46.169
2019/03/15,46.923
2019/03/16,46.448
2019/03/17,47.824
2019/03/18,77.964
2019/03/19,48.292
2019/03/20,47.986
2019/03/21,49.667
2019/03/22,48.578
2019/03/23,47.926
2019/03/24,47.983
2019/03/25,48.256
2019/03/26,48.586
2019/03/27,49.395
2019/03/28,48.427
2019/03/29,49.267
2019/03/30,47.579
2019/03/31,47.866
2019/04/01,49.111
2019/04/02,50.144
2019/04/03,53.225
2019/04/04,50.444
2019/04/05,48.94
2019/04/06,48.807
2019/04/07,49.021
2019/04/08,50.876
2019/04/09,49.292
2019/04/10,53.383
2019/04/11,49.086
2019/04/12,47.86
2019/04/13,47.09
2019/04/14,47.562
2019/04/15,47.806
2019/04/16,49.107
2019/04/17,49.547
2019/04/18,50.491
2019/04/19,47.425
2019/04/20,44.457
2019/04/21,46.381
2019/04/22,46.696
2019/04/23,48.178
2019/04/24,47.929
2019/04/25,44.948
2019/04/26,49.355
2019/04/27,44.955
2019/04/28,44.908
2019/04/29,45.628
2019/04/30,45.216
2019/05/01,46.609
2019/05/02,67.998
2019/05/03,49.234
2019/05/04,47.741
2019/05/05,47.76
2019/05/06,49.499
2019/05/07,54.369
2019/05/08,49.917
2019/05/09,48.861
2019/05/10,50.421
2019/05/11,48.917
2019/05/12,49.923
2019/05/13,53.951
2019/05/14,55.925
2019/05/15,63.073
2019/05/16,71.144
2019/05/17,63.135
2019/05/18,57.065
2019/05/19,54.299
2019/05/20,54.607
2019/05/21,51.547
2019/05/22,56.978
2019/05/23,52.535
2019/05/24,53.531
2019/05/25,48.814
2019/05/26,46.776
2019/05/27,54.811
2019/05/28,55.073
2019/05/29,56.565
2019/05/30,59.762
2019/05/31,54.544
2019/06/01,51.882
2019/06/02,45.94
2019/06/03,50.465
2019/06/04,49.141
2019/06/05,50.694
2019/06/06,48.608
2019/06/07,49.305
2019/06/08,54.339
2019/06/09,44.558
2019/06/10,54.852
2019/06/11,50.199
2019/06/12,44.982
2019/06/13,48.078
2019/06/14,50.92
2019/06/15,54.089
2019/06/16,45.953
2019/06/17,55.654
2019/06/18,49.802
2019/06/19,51.661
2019/06/20,55.609
2019/06/21,49.156
2019/06/22,49.576
