Date,difficulty7var
2016/01/01,2.5245346542177E+21
2016/01/02,2.119578364879E+22
2016/01/03,2.2875711877428E+22
2016/01/04,2.3156463413773E+22
2016/01/05,1.860488955921E+22
2016/01/06,1.7461909820823E+22
2016/01/07,1.4905616026176E+22
2016/01/08,6.7370887767931E+21
2016/01/09,5.0271008104502E+21
2016/01/10,4.9669207287388E+21
2016/01/11,3.4738093525859E+22
2016/01/12,5.9877143402444E+22
2016/01/13,5.917753375563E+22
2016/01/14,4.9799239048521E+22
2016/01/15,5.5151905609846E+22
2016/01/16,7.5112109683202E+22
2016/01/17,4.7612028467369E+22
2016/01/18,8.5181844536203E+22
2016/01/19,1.2082753627913E+23
2016/01/20,7.1403715362532E+22
2016/01/21,4.7741107422495E+22
2016/01/22,6.2601186977588E+22
2016/01/23,9.0995546713449E+22
2016/01/24,7.5489431733759E+22
2016/01/25,1.0096443857453E+23
2016/01/26,1.4545945065961E+23
2016/01/27,1.4970179616015E+23
2016/01/28,9.0426023815023E+22
2016/01/29,8.7971213674097E+22
2016/01/30,7.3877037482055E+22
2016/01/31,3.9857980156976E+22
2016/02/01,2.566733042039E+22
2016/02/02,2.3630921193498E+22
2016/02/03,2.4442709662154E+22
2016/02/04,1.8566873972064E+22
2016/02/05,3.1041569237306E+22
2016/02/06,3.1119493177777E+22
2016/02/07,2.5815978937651E+22
2016/02/08,6.731490044051E+22
2016/02/09,4.7597615469152E+22
2016/02/10,6.5843746829247E+22
2016/02/11,1.2995219796588E+23
2016/02/12,1.2736780655917E+23
2016/02/13,1.198829683494E+23
2016/02/14,1.5253576441395E+23
2016/02/15,2.7230508644302E+23
2016/02/16,2.2193301213367E+23
2016/02/17,1.9728385124148E+23
2016/02/18,1.8258134714828E+23
2016/02/19,7.2474378272362E+22
2016/02/20,4.6477422808345E+22
2016/02/21,5.4526585218986E+22
2016/02/22,1.2029050416967E+23
2016/02/23,2.3920703462943E+23
2016/02/24,2.8389633855644E+23
2016/02/25,1.7055336651047E+23
2016/02/26,1.6581885502166E+23
2016/02/27,2.1702700623796E+23
2016/02/28,2.2151324313465E+23
2016/02/29,2.689230621158E+23
2016/03/01,2.4775255611506E+23
2016/03/02,2.2124608626564E+23
2016/03/03,2.0357009483414E+23
2016/03/04,3.1372308097436E+23
2016/03/05,4.8952446070897E+23
2016/03/06,8.7718795733423E+23
2016/03/07,9.9575828252026E+23
2016/03/08,7.634461700489E+23
2016/03/09,5.7072668900698E+23
2016/03/10,4.07183921973E+23
2016/03/11,4.2008213877821E+23
2016/03/12,6.5780587052192E+23
2016/03/13,1.0713852191742E+24
2016/03/14,1.0521843687378E+24
2016/03/15,1.0218901826492E+24
2016/03/16,1.0480277383392E+24
2016/03/17,1.0403801088667E+24
2016/03/18,1.0763891990455E+24
2016/03/19,9.5291134036136E+23
2016/03/20,7.0653686629927E+23
2016/03/21,4.385596579968E+23
2016/03/22,4.3525179870931E+23
2016/03/23,2.8927771092654E+23
2016/03/24,2.5632666394282E+23
2016/03/25,4.7015979363624E+23
2016/03/26,7.5198081815503E+23
2016/03/27,1.2222735211905E+24
