Date,transactionvalue7rocUSD
2016/01/01,537.541
2016/01/02,133.612
2016/01/03,1174
2016/01/04,-48.305
2016/01/05,185.831
2016/01/06,68.117
2016/01/07,-56.279
2016/01/08,-55.647
2016/01/09,-30.511
2016/01/10,-62.334
2016/01/11,208.793
2016/01/12,74.323
2016/01/13,81.108
2016/01/14,125.45
2016/01/15,566.991
2016/01/16,250.132
2016/01/17,217.831
2016/01/18,410.553
2016/01/19,18.356
2016/01/20,206.276
2016/01/21,97.809
2016/01/22,-15.149
2016/01/23,171.808
2016/01/24,583.814
2016/01/25,15.238
2016/01/26,78.134
2016/01/27,88.009
2016/01/28,94.482
2016/01/29,31.019
2016/01/30,-5.797
2016/01/31,-42.608
2016/02/01,-67.322
2016/02/02,-57.119
2016/02/03,-32.289
2016/02/04,-57.479
2016/02/05,-27.722
2016/02/06,-89.023
2016/02/07,-8.307
2016/02/08,231.015
2016/02/09,263.768
2016/02/10,367.15
2016/02/11,610.86
2016/02/12,618.567
2016/02/13,1685
2016/02/14,60.072
2016/02/15,-24.891
2016/02/16,2.192
2016/02/17,-68.646
2016/02/18,-35.246
2016/02/19,-82.404
2016/02/20,-5.078
2016/02/21,-54.422
2016/02/22,-2.582
2016/02/23,32.246
2016/02/24,303.135
2016/02/25,10.813
2016/02/26,844.608
2016/02/27,124.905
2016/02/28,113.438
2016/02/29,-1.344
2016/03/01,-15.239
2016/03/02,95.665
2016/03/03,163.145
2016/03/04,-49.475
2016/03/05,65.196
2016/03/06,145.888
2016/03/07,192.603
2016/03/08,111.669
2016/03/09,-60.298
2016/03/10,-48.552
2016/03/11,-21.644
2016/03/12,-39.923
2016/03/13,55.872
2016/03/14,17.304
2016/03/15,-34.209
2016/03/16,10.444
2016/03/17,50.152
2016/03/18,67.422
2016/03/19,-65.945
2016/03/20,-82.651
2016/03/21,-60.917
2016/03/22,-57.007
2016/03/23,-60.029
2016/03/24,-51.244
2016/03/25,-78.487
2016/03/26,-59.033
2016/03/27,138.698
2016/03/28,-12.255
2016/03/29,82.172
2016/03/30,105.144
2016/03/31,11.222
2016/04/01,-17.999
2016/04/02,48.835
2016/04/03,-79.717
2016/04/04,-46.278
2016/04/05,-57.213
2016/04/06,-55.658
2016/04/07,-27.975
2016/04/08,19.79
2016/04/09,168.033
2016/04/10,272.238
2016/04/11,22.897
2016/04/12,31.318
2016/04/13,26.495
2016/04/14,-3.565
2016/04/15,-11.786
2016/04/16,-70.074
2016/04/17,-39.926
2016/04/18,-0.981
2016/04/19,-54.282
2016/04/20,-28.489
2016/04/21,-52.61
2016/04/22,35.089
2016/04/23,116.48
2016/04/24,-52.479
2016/04/25,-9.188
2016/04/26,130.806
2016/04/27,-0.162
2016/04/28,56.151
2016/04/29,-36.159
2016/04/30,91.736
2016/05/01,331.023
2016/05/02,180.663
2016/05/03,37.451
2016/05/04,59.478
2016/05/05,62.074
2016/05/06,295.281
2016/05/07,-19.102
2016/05/08,-15.066
2016/05/09,12.772
2016/05/10,32.043
2016/05/11,158.8
2016/05/12,169.644
2016/05/13,274.701
2016/05/14,233.384
2016/05/15,6.668
2016/05/16,-15.699
2016/05/17,-18.838
2016/05/18,-29.172
2016/05/19,13.228
2016/05/20,-60.098
2016/05/21,-76.363
2016/05/22,-31.015
2016/05/23,-3.952
2016/05/24,38.819
2016/05/25,-10.669
2016/05/26,-62.547
2016/05/27,-15.955
2016/05/28,14.831
2016/05/29,8.782
2016/05/30,-26.957
2016/05/31,-42.873
2016/06/01,-43.484
2016/06/02,-44.173
2016/06/03,-64.46
2016/06/04,-53.207
2016/06/05,-37.611
2016/06/06,-41.876
2016/06/07,-0.233
2016/06/08,197.239
2016/06/09,-4.215
2016/06/10,46.093
2016/06/11,17.771
2016/06/12,130.04
2016/06/13,148.677
2016/06/14,67.641
2016/06/15,-49.5
2016/06/16,298.826
2016/06/17,249.454
