Date,transactionvalue90rocUSD
2017/05/14,4384
2017/05/15,1588
2017/05/16,1599
2017/05/17,1328
2017/05/18,852.844
2017/05/19,1593
2017/05/20,1385
2017/05/21,1740
2017/05/22,2878
2017/05/23,1989
2017/05/24,2136
2017/05/25,1156
2017/05/26,2057
2017/05/27,1076
2017/05/28,320.434
2017/05/29,295.315
2017/05/30,309.305
2017/05/31,450.218
2017/06/01,269.37
2017/06/02,427.873
2017/06/03,542.576
2017/06/04,249.318
2017/06/05,597.057
2017/06/06,614.034
2017/06/07,462.668
2017/06/08,461.231
2017/06/09,307.405
2017/06/10,94.691
2017/06/11,174.348
2017/06/12,1033
2017/06/13,906.361
2017/06/14,71.237
2017/06/15,272.881
2017/06/16,150.831
2017/06/17,523.773
2017/06/18,292.15
2017/06/19,107.362
2017/06/20,183.099
2017/06/21,48.012
2017/06/22,14.625
2017/06/23,66.365
2017/06/24,137.408
2017/06/25,-11.233
2017/06/26,33.849
2017/06/27,51.426
2017/06/28,17.47
2017/06/29,81.192
2017/06/30,91.248
2017/07/01,18.518
2017/07/02,-1.926
2017/07/03,434.578
2017/07/04,208.81
2017/07/05,-15.029
2017/07/06,259.116
2017/07/07,88.096
2017/07/08,82.736
2017/07/09,-24.887
2017/07/10,62.101
2017/07/11,97.345
2017/07/12,171.687
2017/07/13,311.237
2017/07/14,765.929
2017/07/15,1476
2017/07/16,905.973
2017/07/17,212.275
2017/07/18,244.797
2017/07/19,202.803
2017/07/20,279.398
2017/07/21,336.412
2017/07/22,12.27
2017/07/23,13.672
2017/07/24,323.274
2017/07/25,210.297
2017/07/26,102.318
2017/07/27,108.248
2017/07/28,81.802
2017/07/29,70.879
2017/07/30,-20.449
2017/07/31,-51.308
2017/08/01,-47.189
2017/08/02,-49.364
2017/08/03,-63.981
2017/08/04,-54.299
2017/08/05,-51.93
2017/08/06,-41.865
2017/08/07,-35.915
2017/08/08,-34.723
2017/08/09,-30.073
2017/08/10,38.86
2017/08/11,246.479
2017/08/12,135.605
2017/08/13,117.852
2017/08/14,7.562
2017/08/15,54.577
2017/08/16,72.578
2017/08/17,3.728
2017/08/18,15.132
2017/08/19,-20.447
2017/08/20,-60.71
2017/08/21,-28.409
2017/08/22,-37.571
2017/08/23,-28.313
2017/08/24,-37.117
2017/08/25,-18.986
2017/08/26,-46.015
2017/08/27,74.805
2017/08/28,106.974
2017/08/29,-20.989
2017/08/30,81.501
2017/08/31,-10.855
2017/09/01,-19.856
2017/09/02,-18.571
2017/09/03,-44.464
2017/09/04,-55.22
2017/09/05,-52.166
2017/09/06,-48.671
2017/09/07,-57.089
2017/09/08,-41.818
2017/09/09,-9.336
2017/09/10,-53.11
2017/09/11,-58.679
2017/09/12,-42.93
2017/09/13,-71.706
2017/09/14,-61.153
2017/09/15,-37.273
2017/09/16,-50.929
2017/09/17,-25.225
2017/09/18,-13.718
2017/09/19,44.437
2017/09/20,-12.201
2017/09/21,-33.152
2017/09/22,-43.989
2017/09/23,50.888
2017/09/24,-23.783
2017/09/25,-30.296
2017/09/26,-26.808
2017/09/27,-33.069
2017/09/28,-22.833
2017/09/29,-27.257
2017/09/30,-14.367
2017/10/01,-79.168
2017/10/02,-65.211
2017/10/03,194.58
2017/10/04,66.478
2017/10/05,11.437
2017/10/06,21.105
2017/10/07,113.769
2017/10/08,11.507
2017/10/09,9.738
2017/10/10,2.638
2017/10/11,-50.612
2017/10/12,-53.761
2017/10/13,-38.692
2017/10/14,-35.864
2017/10/15,-41.269
2017/10/16,-68.627
2017/10/17,-62.746
2017/10/18,-47.115
2017/10/19,-61.585
2017/10/20,27.952
2017/10/21,10.704
2017/10/22,-64.92
2017/10/23,-61.179
2017/10/24,-54.607
2017/10/25,-65.426
2017/10/26,-68.352
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,11.743
2017/11/02,23.832
2017/11/03,-8.356
2017/11/04,-25.554
2017/11/05,-38.773
2017/11/06,-41.703
2017/11/07,-57.647
2017/11/08,-65.64
2017/11/09,-68.031
2017/11/10,-64.142
2017/11/11,-63.849
2017/11/12,-30.969
2017/11/13,-40.917
2017/11/14,-31.316
2017/11/15,-4.061
2017/11/16,-3.252
2017/11/17,10.845
2017/11/18,-2.617
2017/11/19,-4.28
2017/11/20,17.674
2017/11/21,2.83
2017/11/22,3.283
2017/11/23,23.084
2017/11/24,95.544
2017/11/25,-33.861
2017/11/26,-50.22
2017/11/27,-19.812
2017/11/28,-47.304
2017/11/29,18.081
2017/11/30,9.861
2017/12/01,1.965
2017/12/02,35.097
2017/12/03,22.972
2017/12/04,26.562
2017/12/05,-39.567
2017/12/06,-6.816
2017/12/07,-22.82
2017/12/08,-65.844
2017/12/09,-71.041
2017/12/10,-67.216
2017/12/11,-67.402
2017/12/12,14.314
2017/12/13,-21.909
2017/12/14,-3.85
2017/12/15,8.967
2017/12/16,-38.313
2017/12/17,-54.867
2017/12/18,-48.329
2017/12/19,0.694
2017/12/20,30.635
2017/12/21,23.244
2017/12/22,12.763
2017/12/23,13.778
2017/12/24,-17.483
2017/12/25,-26.691
2017/12/26,-6.424
2017/12/27,-6.043
2017/12/28,28.532
2017/12/29,52.98
2017/12/30,113.494
2017/12/31,0.317
2018/01/01,-66.11
2018/01/02,-27.561
2018/01/03,14.669
2018/01/04,61.795
2018/01/05,79.977
2018/01/06,40.625
2018/01/07,21.778
2018/01/08,52.057
2018/01/09,81.947
2018/01/10,113.393
2018/01/11,37.994
2018/01/12,34.38
2018/01/13,18.471
2018/01/14,403.696
2018/01/15,81.77
2018/01/16,43.673
2018/01/17,54.771
2018/01/18,87.866
2018/01/19,37.082
2018/01/20,41.836
2018/01/21,3.191
2018/01/22,22.261
2018/01/23,39.922
2018/01/24,54.774
2018/01/25,0
2018/01/26,0
2018/01/27,0
2018/01/28,0
2018/01/29,0
2018/01/30,34.192
2018/01/31,23.009
2018/02/01,20.099
2018/02/02,66.358
2018/02/03,29.263
2018/02/04,2.522
2018/02/05,27.391
2018/02/06,-3.898
2018/02/07,-45.326
2018/02/08,-52.474
2018/02/09,-44.328
2018/02/10,-51.482
2018/02/11,-46.487
2018/02/12,-35.906
2018/02/13,-29.138
2018/02/14,-43.356
2018/02/15,-34.532
2018/02/16,-37.868
2018/02/17,-45.815
2018/02/18,-54.55
2018/02/19,-61.24
2018/02/20,-57.766
2018/02/21,-62.821
2018/02/22,-45.198
2018/02/23,-72.905
2018/02/24,-74.649
2018/02/25,-85.153
2018/02/26,-83.861
2018/02/27,-89.978
2018/02/28,-88.908
2018/03/01,-85.779
2018/03/02,-89.079
2018/03/03,-90.68
2018/03/04,-89.473
2018/03/05,-72.373
2018/03/06,-71.061
2018/03/07,-71.833
2018/03/08,-66.205
2018/03/09,-56.951
2018/03/10,-64.878
2018/03/11,-65.948
2018/03/12,-81.102
2018/03/13,-65.13
2018/03/14,-79.219
2018/03/15,-76.852
2018/03/16,-79.805
2018/03/17,-81.518
2018/03/18,-67.141
2018/03/19,-78.97
2018/03/20,-85.07
2018/03/21,-85.459
2018/03/22,-84.565
2018/03/23,-79.285
2018/03/24,-83.802
2018/03/25,-83.504
2018/03/26,-80.788
2018/03/27,-76.348
2018/03/28,-79.634
2018/03/29,-81.601
2018/03/30,-86.027
2018/03/31,-85.002
2018/04/01,-86.941
2018/04/02,-90.996
2018/04/03,-89.607
2018/04/04,-93.136
2018/04/05,-95.061
2018/04/06,-93.951
2018/04/07,-94.513
2018/04/08,-94.237
2018/04/09,-93.389
2018/04/10,-95.418
2018/04/11,-93.791
2018/04/12,-89.347
2018/04/13,-86.029
2018/04/14,-97.438
2018/04/15,-92.408
2018/04/16,-92.058
2018/04/17,-91.665
2018/04/18,-89.292
2018/04/19,-86.829
2018/04/20,-82.849
2018/04/21,-82.891
2018/04/22,-88.91
2018/04/23,-73.043
2018/04/24,-76.021
2018/04/25,-63.52
2018/04/26,-85.295
2018/04/27,-78.063
2018/04/28,-83.984
2018/04/29,-85.165
2018/04/30,-83.465
2018/05/01,-83.15
2018/05/02,-74.794
2018/05/03,-76.227
2018/05/04,-72.365
2018/05/05,-69.081
2018/05/06,-72.602
2018/05/07,-59.187
2018/05/08,-71.855
2018/05/09,-54.494
2018/05/10,-65.096
2018/05/11,-68.673
2018/05/12,-67.949
2018/05/13,-77.276
2018/05/14,-73.395
2018/05/15,-68.379
2018/05/16,-77.935
2018/05/17,-75.219
2018/05/18,-74.128
2018/05/19,-80.732
2018/05/20,-73.716
2018/05/21,-69.01
2018/05/22,-58.803
2018/05/23,-67.312
2018/05/24,-57.871
2018/05/25,-59.683
2018/05/26,-54.522
2018/05/27,-49.138
2018/05/28,-12.722
2018/05/29,-21.018
2018/05/30,-30.591
2018/05/31,-13.553
2018/06/01,41.357
2018/06/02,-30.352
2018/06/03,-53.264
2018/06/04,-33.764
2018/06/05,-20.477
2018/06/06,0.198
2018/06/07,-12.17
2018/06/08,38.834
2018/06/09,-25.372
2018/06/10,-17.498
2018/06/11,-44.899
2018/06/12,5.973
2018/06/13,42.914
2018/06/14,102.992
2018/06/15,93.205
2018/06/16,-41.217
2018/06/17,-48.807
2018/06/18,-26.997
2018/06/19,-9.61
2018/06/20,-0.412
2018/06/21,-15.577
2018/06/22,45.634
2018/06/23,-8.82
2018/06/24,-14.165
2018/06/25,-33.157
2018/06/26,-37.693
2018/06/27,-40.479
2018/06/28,-25.423
2018/06/29,19.126
2018/06/30,-0.715
2018/07/01,-21.303
2018/07/02,28.551
2018/07/03,51.85
2018/07/04,130.011
2018/07/05,94.431
2018/07/06,157.089
2018/07/07,30.671
2018/07/08,-5.167
2018/07/09,44.6
2018/07/10,21.337
2018/07/11,-34.089
2018/07/12,-34.815
2018/07/13,21.357
2018/07/14,-19.328
2018/07/15,-28.048
2018/07/16,14.231
2018/07/17,-4.18
2018/07/18,11.983
2018/07/19,-30.029
2018/07/20,-12.308
2018/07/21,-23.055
2018/07/22,-71.11
2018/07/23,-56.849
2018/07/24,-49.318
2018/07/25,-42.938
2018/07/26,-55.552
2018/07/27,-48.908
2018/07/28,-64.775
2018/07/29,-71.681
2018/07/30,-45.549
2018/07/31,-26.929
2018/08/01,-66.392
2018/08/02,-57.746
2018/08/03,-59.521
2018/08/04,-68.68
2018/08/05,-81.435
2018/08/06,-62.895
2018/08/07,-55.965
2018/08/08,-29.42
2018/08/09,-42.145
2018/08/10,-22.357
2018/08/11,-26.489
2018/08/12,-73.921
2018/08/13,-39.504
2018/08/14,-17.444
2018/08/15,-27.776
2018/08/16,-54.051
2018/08/17,-7.895
2018/08/18,-53.814
2018/08/19,-73.342
2018/08/20,-65.132
2018/08/21,-66.612
2018/08/22,-46.451
2018/08/23,-50.502
2018/08/24,-36.169
2018/08/25,-64.312
2018/08/26,-72.683
2018/08/27,-53.84
2018/08/28,-54.437
2018/08/29,-46.475
2018/08/30,-63.834
2018/08/31,-26.521
2018/09/01,-38.822
2018/09/02,-71.264
2018/09/03,-47.788
2018/09/04,-20.607
2018/09/05,-37.902
2018/09/06,-39.852
2018/09/07,4.969
2018/09/08,-36.517
2018/09/09,-49.084
2018/09/10,-57.179
2018/09/11,-65.567
2018/09/12,-55.503
2018/09/13,-64.703
2018/09/14,-29.293
2018/09/15,-28.25
2018/09/16,-49.545
2018/09/17,-43.042
2018/09/18,-45.901
2018/09/19,-51.559
2018/09/20,-47.749
2018/09/21,36.935
2018/09/22,-39.933
2018/09/23,-45.415
2018/09/24,-22.198
2018/09/25,-28.675
2018/09/26,-23.762
2018/09/27,-41.305
2018/09/28,-13.565
2018/09/29,1.957
2018/09/30,-51
2018/10/01,-59.187
2018/10/02,-68.465
2018/10/03,-57.207
2018/10/04,-60.686
2018/10/05,-48.704
2018/10/06,-58.152
2018/10/07,-65.97
2018/10/08,-45.038
2018/10/09,-37.688
2018/10/10,-35.143
2018/10/11,13.597
2018/10/12,-11.021
2018/10/13,-43.332
2018/10/14,-60.162
2018/10/15,1.766
2018/10/16,-39.304
2018/10/17,-34.657
2018/10/18,-28.514
2018/10/19,-29.566
2018/10/20,-22.051
2018/10/21,-18.878
2018/10/22,-44.887
2018/10/23,-31.815
2018/10/24,-22.493
2018/10/25,4.227
2018/10/26,20.42
2018/10/27,-18.836
2018/10/28,-56.987
2018/10/29,-61.47
2018/10/30,-36.059
2018/10/31,-31.411
2018/11/01,-24.311
2018/11/02,25.668
2018/11/03,-15.972
2018/11/04,-14.931
2018/11/05,-3.245
2018/11/06,-50.172
2018/11/07,-22.951
2018/11/08,-36.887
2018/11/09,-20.486
2018/11/10,-5.025
2018/11/11,-59.503
2018/11/12,-42.401
2018/11/13,-37.491
2018/11/14,62.782
2018/11/15,8.961
2018/11/16,34.882
2018/11/17,24.007
2018/11/18,8.565
2018/11/19,84.494
2018/11/20,53.586
2018/11/21,32.755
2018/11/22,-6.726
2018/11/23,28.514
2018/11/24,20.103
2018/11/25,19.722
2018/11/26,1.79
2018/11/27,-35.566
2018/11/28,-6.752
2018/11/29,6.234
2018/11/30,546.622
2018/12/01,688.463
2018/12/02,-58.966
2018/12/03,-67.416
2018/12/04,-57.45
2018/12/05,-55.465
2018/12/06,-34.384
2018/12/07,-9.089
2018/12/08,-41.119
2018/12/09,-49.083
2018/12/10,-50.857
2018/12/11,-63.005
2018/12/12,-52.206
2018/12/13,-46.303
2018/12/14,-37.474
2018/12/15,-51.75
2018/12/16,-59.913
2018/12/17,-25.805
2018/12/18,-13.27
2018/12/19,-5.101
2018/12/20,-34.957
2018/12/21,5.743
2018/12/22,-33.833
2018/12/23,-23.66
2018/12/24,20.971
2018/12/25,-26.911
2018/12/26,-30.285
2018/12/27,-15.524
2018/12/28,-12.731
2018/12/29,47.411
2018/12/30,-19.487
2018/12/31,7.699
2019/01/01,-19.573
2019/01/02,8.657
2019/01/03,14.752
2019/01/04,159.467
2019/01/05,195.513
2019/01/06,12.654
2019/01/07,21.999
2019/01/08,-1.564
2019/01/09,-45.472
2019/01/10,5.089
2019/01/11,107.98
2019/01/12,-8.476
2019/01/13,-63.913
2019/01/14,-11.18
2019/01/15,-19.533
2019/01/16,-25.834
2019/01/17,-10.434
2019/01/18,-28.015
2019/01/19,-58.357
2019/01/20,-31.634
2019/01/21,-41.037
2019/01/22,-43.286
2019/01/23,-47.462
2019/01/24,-16.247
2019/01/25,11.785
2019/01/26,-20.286
2019/01/27,-32.191
2019/01/28,13.154
2019/01/29,-27.651
2019/01/30,-16.065
2019/01/31,-28.604
2019/02/01,-3.725
2019/02/02,-52.322
2019/02/03,-60.898
2019/02/04,-60.335
2019/02/05,-69.298
2019/02/06,-36.702
2019/02/07,-44.782
2019/02/08,4.231
2019/02/09,-26.468
2019/02/10,-34.873
2019/02/11,-16.48
2019/02/12,-58.195
2019/02/13,-55.189
2019/02/14,-40.775
2019/02/15,-14.537
2019/02/16,-57.92
2019/02/17,-60.296
2019/02/18,-34.268
2019/02/19,-13.785
2019/02/20,-1.025
2019/02/21,-14.49
2019/02/22,4.314
2019/02/23,-41.384
2019/02/24,18.3
2019/02/25,67.049
2019/02/26,-26.777
2019/02/27,-4.915
2019/02/28,-82.209
2019/03/01,-86.523
2019/03/02,11.46
2019/03/03,-1.449
2019/03/04,15.41
2019/03/05,-1.479
2019/03/06,-18.945
2019/03/07,-31.793
2019/03/08,30.655
2019/03/09,2.328
2019/03/10,15.336
2019/03/11,42.745
2019/03/12,40.564
2019/03/13,0.394
2019/03/14,28.275
2019/03/15,91.152
2019/03/16,80.045
2019/03/17,-10.159
2019/03/18,13.005
2019/03/19,-45.514
2019/03/20,-20.611
2019/03/21,-34.604
2019/03/22,-5.422
2019/03/23,-11.933
2019/03/24,-52.885
2019/03/25,1.917
2019/03/26,7.716
2019/03/27,-21.561
2019/03/28,-21.693
2019/03/29,-41.262
2019/03/30,10.537
2019/03/31,-13.957
2019/04/01,-0.144
2019/04/02,19.47
2019/04/03,48.594
2019/04/04,-34.861
2019/04/05,-45.603
2019/04/06,-28.067
2019/04/07,-3.988
2019/04/08,59.898
2019/04/09,51.043
2019/04/10,2.222
2019/04/11,-25.909
2019/04/12,42.852
2019/04/13,-8.119
2019/04/14,-29.7
2019/04/15,20.379
2019/04/16,-13.761
2019/04/17,7.069
2019/04/18,63.069
2019/04/19,71.808
2019/04/20,22.402
2019/04/21,46.287
2019/04/22,59.64
2019/04/23,49.109
2019/04/24,61.971
2019/04/25,66.922
2019/04/26,227.832
2019/04/27,21.913
2019/04/28,1.749
2019/04/29,79.744
2019/04/30,45.139
2019/05/01,21.83
2019/05/02,29.272
2019/05/03,115.499
2019/05/04,57.796
2019/05/05,80.878
2019/05/06,178.465
2019/05/07,114.414
2019/05/08,118.928
2019/05/09,33.545
2019/05/10,102.973
