Date,sentbyaddress90var
2016/07/21,4197938
2016/07/22,4122056
2016/07/23,4010963
2016/07/24,4295375
2016/07/25,4293572
2016/07/26,5034488
2016/07/27,5157619
2016/07/28,5281209
2016/07/29,5297602
2016/07/30,5254750
2016/07/31,5255136
2016/08/01,5245432
2016/08/02,5343916
2016/08/03,5317551
2016/08/04,5275549
2016/08/05,5205048
2016/08/06,5160029
2016/08/07,5127473
2016/08/08,5096765
2016/08/09,5108798
2016/08/10,5107153
2016/08/11,5121225
2016/08/12,5124935
2016/08/13,5121838
2016/08/14,5097895
2016/08/15,5090140
2016/08/16,5090629
2016/08/17,5093877
2016/08/18,5092573
2016/08/19,5069184
2016/08/20,5006067
2016/08/21,5008821
2016/08/22,5017141
2016/08/23,5011905
2016/08/24,4583470
2016/08/25,4581690
2016/08/26,4082907
2016/08/27,4082177
2016/08/28,4077872
2016/08/29,4081978
2016/08/30,4071896
2016/08/31,4054496
2016/09/01,4065280
2016/09/02,4023996
2016/09/03,3970629
2016/09/04,3939981
2016/09/05,3919060
2016/09/06,3896072
2016/09/07,3856810
2016/09/08,3847647
2016/09/09,3773246
2016/09/10,3754296
2016/09/11,3753292
2016/09/12,3749903
2016/09/13,3743414
2016/09/14,3743743
2016/09/15,3510624
2016/09/16,3408622
2016/09/17,3408151
2016/09/18,3416407
2016/09/19,3442494
2016/09/20,3635382
2016/09/21,3717608
2016/09/22,3710211
2016/09/23,3668615
2016/09/24,3616513
2016/09/25,3575653
2016/09/26,3570323
2016/09/27,3556942
2016/09/28,3516702
2016/09/29,3481602
2016/09/30,3454883
2016/10/01,3429199
2016/10/02,3419200
2016/10/03,3407407
2016/10/04,3453304
2016/10/05,3496426
2016/10/06,3501319
2016/10/07,3467697
2016/10/08,3414812
2016/10/09,3388356
2016/10/10,3359813
2016/10/11,3313183
2016/10/12,3493733
2016/10/13,3865068
2016/10/14,3812125
2016/10/15,3808730
2016/10/16,3797113
2016/10/17,3109629
2016/10/18,3144634
2016/10/19,3221660
2016/10/20,3239405
2016/10/21,3305035
2016/10/22,3033341
2016/10/23,2975854
2016/10/24,2252496
2016/10/25,2036384
2016/10/26,1925990
2016/10/27,1912433
2016/10/28,1910850
2016/10/29,1909230
2016/10/30,1907937
2016/10/31,1792804
2016/11/01,1833289
2016/11/02,1829020
2016/11/03,1832383
2016/11/04,1891391
2016/11/05,1898938
2016/11/06,1944677
2016/11/07,1928659
2016/11/08,1932290
2016/11/09,1899777
2016/11/10,1929611
2016/11/11,1917295
2016/11/12,1921816
2016/11/13,1921132
2016/11/14,1942794
2016/11/15,1947628
2016/11/16,1964085
2016/11/17,1981554
2016/11/18,1993192
2016/11/19,2022695
2016/11/20,2033537
2016/11/21,2037334
2016/11/22,3823679
2016/11/23,8600138
2016/11/24,8790446
2016/11/25,10789141
2016/11/26,10939559
2016/11/27,11063960
2016/11/28,11107332
2016/11/29,11171847
2016/11/30,11195107
2016/12/01,11259604
2016/12/02,11299917
2016/12/03,11298440
2016/12/04,11297363
2016/12/05,11325700
2016/12/06,11328007
2016/12/07,11378156
2016/12/08,11442831
2016/12/09,11446468
2016/12/10,11499484
2016/12/11,11523421
2016/12/12,11544540
2016/12/13,11587622
2016/12/14,11587325
2016/12/15,11579821
2016/12/16,11594423
2016/12/17,11611803
2016/12/18,11624676
2016/12/19,11396559
2016/12/20,11275837
2016/12/21,11271765
2016/12/22,11272030
2016/12/23,11289419
2016/12/24,11325050
2016/12/25,11396620
2016/12/26,11459885
2016/12/27,11492259
2016/12/28,11487253
2016/12/29,11460873
2016/12/30,11470304
2016/12/31,11438481
2017/01/01,11493201
2017/01/02,11477038
2017/01/03,11449367
2017/01/04,11491458
2017/01/05,11510348
2017/01/06,11528898
2017/01/07,11491274
2017/01/08,11462404
2017/01/09,11475573
2017/01/10,11350344
2017/01/11,11055911
2017/01/12,11050758
2017/01/13,10984742
2017/01/14,10977372
2017/01/15,11003852
2017/01/16,10917638
2017/01/17,10877171
2017/01/18,10823585
2017/01/19,10712297
2017/01/20,10697923
2017/01/21,10693660
2017/01/22,10703092
2017/01/23,10704218
2017/01/24,10703262
2017/01/25,10709311
2017/01/26,10704470
2017/01/27,10711992
2017/01/28,10719476
2017/01/29,10697159
2017/01/30,10601177
2017/01/31,10602811
2017/02/01,10585181
2017/02/02,10550216
2017/02/03,10551041
2017/02/04,10527428
2017/02/05,10529238
2017/02/06,10531638
2017/02/07,10531002
2017/02/08,10515391
2017/02/09,10516218
2017/02/10,10535112
2017/02/11,10530237
2017/02/12,10518303
2017/02/13,10582253
2017/02/14,10628250
2017/02/15,10663512
2017/02/16,10669116
2017/02/17,10657345
2017/02/18,10680882
2017/02/19,10671791
2017/02/20,8827582
2017/02/21,3759993
2017/02/22,3651247
2017/02/23,1379701
2017/02/24,1351431
2017/02/25,1310411
2017/02/26,1325647
2017/02/27,1368788
2017/02/28,1614605
2017/03/01,1907158
2017/03/02,3667220
2017/03/03,4231037
2017/03/04,4509316
2017/03/05,4723389
2017/03/06,4957195
2017/03/07,5004111
2017/03/08,5078375
2017/03/09,5418917
2017/03/10,5834706
2017/03/11,6110414
2017/03/12,6671729
2017/03/13,8599716
2017/03/14,9595657
2017/03/15,10724709
2017/03/16,14771447
2017/03/17,18440488
2017/03/18,20274207
2017/03/19,21161731
2017/03/20,22094030
2017/03/21,23047617
2017/03/22,23651518
2017/03/23,24158084
2017/03/24,25578691
2017/03/25,26387387
2017/03/26,26604768
2017/03/27,27422795
2017/03/28,27978325
2017/03/29,28630546
2017/03/30,30222519
2017/03/31,33762495
2017/04/01,33964214
2017/04/02,34824446
2017/04/03,37592492
2017/04/04,38453469
2017/04/05,39461844
2017/04/06,41268619
2017/04/07,41367314
2017/04/08,41116114
2017/04/09,40985496
2017/04/10,40928137
2017/04/11,40869010
2017/04/12,40964060
2017/04/13,41149001
2017/04/14,40939506
2017/04/15,40467255
2017/04/16,40120556
2017/04/17,39688595
2017/04/18,39388857
2017/04/19,39233469
2017/04/20,39191156
2017/04/21,38713665
2017/04/22,38085183
2017/04/23,37534801
2017/04/24,37226696
2017/04/25,36680274
2017/04/26,36252816
2017/04/27,37516026
2017/04/28,37748520
2017/04/29,37216915
2017/04/30,37186466
2017/05/01,37783797
2017/05/02,38207474
2017/05/03,37859974
2017/05/04,38762292
2017/05/05,39606224
2017/05/06,39313012
2017/05/07,39724928
2017/05/08,42330401
2017/05/09,43259940
2017/05/10,43288827
2017/05/11,44115679
2017/05/12,43727465
2017/05/13,42721560
2017/05/14,42289799
2017/05/15,42997491
2017/05/16,43511704
2017/05/17,45978384
2017/05/18,47772533
2017/05/19,54682260
2017/05/20,55112965
2017/05/21,56252728
2017/05/22,60717781
2017/05/23,66200376
2017/05/24,72438486
2017/05/25,78229950
2017/05/26,82012209
2017/05/27,82042361
2017/05/28,81723026
2017/05/29,83407794
2017/05/30,89144520
2017/05/31,108403945
2017/06/01,122003371
2017/06/02,125787324
2017/06/03,129036880
2017/06/04,131853667
2017/06/05,137947980
2017/06/06,143373026
2017/06/07,148487997
2017/06/08,150954544
2017/06/09,158747178
2017/06/10,166470220
2017/06/11,181881444
2017/06/12,224893606
2017/06/13,254816613
2017/06/14,274967238
2017/06/15,296887490
2017/06/16,309222444
2017/06/17,320832776
2017/06/18,333692885
2017/06/19,351450292
2017/06/20,382579683
2017/06/21,410049063
2017/06/22,437174681
2017/06/23,455440136
2017/06/24,467339355
2017/06/25,473049435
2017/06/26,511049587
2017/06/27,524729319
2017/06/28,540964479
2017/06/29,553644470
2017/06/30,560787564
2017/07/01,566085488
2017/07/02,572045848
2017/07/03,587765643
2017/07/04,602200331
2017/07/05,608640996
2017/07/06,609165147
2017/07/07,621964191
2017/07/08,614215120
2017/07/09,607210702
2017/07/10,610851077
2017/07/11,611906263
2017/07/12,611519331
2017/07/13,603618770
2017/07/14,593755150
2017/07/15,581042777
2017/07/16,568485614
2017/07/17,559238806
2017/07/18,551665898
2017/07/19,545126590
2017/07/20,533897496
2017/07/21,519050221
2017/07/22,503498764
2017/07/23,500681001
2017/07/24,487604706
2017/07/25,473765789
2017/07/26,465561859
2017/07/27,455145622
2017/07/28,441930672
2017/07/29,430113108
2017/07/30,420455049
2017/07/31,414698673
2017/08/01,400783162
2017/08/02,391718930
2017/08/03,382073126
2017/08/04,369748903
2017/08/05,360503544
2017/08/06,354460763
2017/08/07,347975238
2017/08/08,344247493
2017/08/09,337795408
2017/08/10,336369589
2017/08/11,330579896
2017/08/12,320779916
2017/08/13,311383015
2017/08/14,318557381
2017/08/15,330403505
2017/08/16,340367183
2017/08/17,356499857
2017/08/18,373341013
2017/08/19,367451394
2017/08/20,362495634
2017/08/21,370176188
2017/08/22,372684801
2017/08/23,378815817
2017/08/24,374476269
2017/08/25,367689147
2017/08/26,352002591
2017/08/27,339888495
2017/08/28,336719758
2017/08/29,348208108
2017/08/30,358714156
2017/08/31,367924629
2017/09/01,370715315
2017/09/02,362353061
2017/09/03,356614767
2017/09/04,380775383
2017/09/05,393034435
2017/09/06,405773027
2017/09/07,413792351
2017/09/08,419749737
2017/09/09,421600769
2017/09/10,420099218
2017/09/11,424445553
2017/09/12,443681260
2017/09/13,450269463
2017/09/14,465115022
2017/09/15,488239078
2017/09/16,486601130
2017/09/17,489187647
2017/09/18,490912825
2017/09/19,492560838
2017/09/20,493304406
2017/09/21,493219857
2017/09/22,494279908
2017/09/23,492011358
2017/09/24,488947769
2017/09/25,489081651
2017/09/26,406923718
2017/09/27,406077687
2017/09/28,405446756
2017/09/29,403755717
2017/09/30,400667600
2017/10/01,402816252
2017/10/02,402866287
2017/10/03,401412836
2017/10/04,399481826
2017/10/05,399318117
2017/10/06,393284748
2017/10/07,385853654
2017/10/08,386065976
2017/10/09,385379625
2017/10/10,386422303
2017/10/11,383417739
2017/10/12,377773702
2017/10/13,378878247
2017/10/14,370068457
2017/10/15,364418519
2017/10/16,360997616
2017/10/17,374226096
2017/10/18,370990195
2017/10/19,361458888
2017/10/20,349195916
2017/10/21,350549665
2017/10/22,362775981
2017/10/23,354914091
2017/10/24,343570476
2017/10/25,332571511
2017/10/26,322081393
2017/10/27,401589664
2017/10/28,480816044
2017/10/29,575215790
2017/10/30,658506891
2017/10/31,743963678
2017/11/01,754023419
2017/11/02,782611052
2017/11/03,784232352
2017/11/04,778081312
2017/11/05,775816656
2017/11/06,777708750
2017/11/07,778820769
2017/11/08,786089882
2017/11/09,794799609
2017/11/10,798386544
2017/11/11,797182060
2017/11/12,800221397
2017/11/13,800177453
2017/11/14,807987039
2017/11/15,829966027
2017/11/16,832437661
2017/11/17,851667739
2017/11/18,853851562
2017/11/19,858136305
2017/11/20,869076197
2017/11/21,889178186
2017/11/22,910661860
2017/11/23,928360204
2017/11/24,936398672
2017/11/25,945606609
2017/11/26,961794947
2017/11/27,1015179672
2017/11/28,1072475315
2017/11/29,1154524622
2017/11/30,1206254939
2017/12/01,1225381369
2017/12/02,1247289575
2017/12/03,1303096254
2017/12/04,1358100908
2017/12/05,1417219897
2017/12/06,1577769608
2017/12/07,1613246550
2017/12/08,1699710153
2017/12/09,1777192237
2017/12/10,1858534170
2017/12/11,1999008504
2017/12/12,2267256398
2017/12/13,2556161709
2017/12/14,2868340936
2017/12/15,3100582376
2017/12/16,3252526483
2017/12/17,3422273178
2017/12/18,3654588533
2017/12/19,4031429884
2017/12/20,4352946730
2017/12/21,4725034606
2017/12/22,5303002260
2017/12/23,5494903888
2017/12/24,5520900416
2017/12/25,5528332863
2017/12/26,5616551561
2017/12/27,5754688823
2017/12/28,5883308843
2017/12/29,6283257444
2017/12/30,6763855628
2017/12/31,6871595504
2018/01/01,6977347279
2018/01/02,7463797739
2018/01/03,7894579145
2018/01/04,8543628235
2018/01/05,9001949927
2018/01/06,9388792256
2018/01/07,9734803860
2018/01/08,10093574105
2018/01/09,10784685903
2018/01/10,11117619038
2018/01/11,11565855113
2018/01/12,11786396349
2018/01/13,12106362787
2018/01/14,12289235479
2018/01/15,12855253639
2018/01/16,13456956448
2018/01/17,13939601864
2018/01/18,14335157472
2018/01/19,14336553866
2018/01/20,14284725500
2018/01/21,14597299011
2018/01/22,14525927511
2018/01/23,14380722849
2018/01/24,14207292447
2018/01/25,13619295940
2018/01/26,13063465449
2018/01/27,12449515338
2018/01/28,11816047128
2018/01/29,11182520363
2018/01/30,11051126104
2018/01/31,10948351405
2018/02/01,10801207043
2018/02/02,10559611457
2018/02/03,10277746091
2018/02/04,10041985566
2018/02/05,9805960783
2018/02/06,9601932426
2018/02/07,9399890486
2018/02/08,9202606685
2018/02/09,8931502521
2018/02/10,8703404898
2018/02/11,8459461222
2018/02/12,8250310175
2018/02/13,8119232554
2018/02/14,7914485941
2018/02/15,7743307030
2018/02/16,7551604932
2018/02/17,7372454910
2018/02/18,7208621178
2018/02/19,7052154655
2018/02/20,6872913991
2018/02/21,6696376769
2018/02/22,6537195916
2018/02/23,6397944268
2018/02/24,6330019242
2018/02/25,6330396075
2018/02/26,6257842124
2018/02/27,6232695433
2018/02/28,6153136799
2018/03/01,6023717426
2018/03/02,5919486044
2018/03/03,5942816846
2018/03/04,5996414250
2018/03/05,5956998870
2018/03/06,5966222557
2018/03/07,5839469744
2018/03/08,5833238478
2018/03/09,5856121446
2018/03/10,5913024898
2018/03/11,6055819206
2018/03/12,6195402283
2018/03/13,6277646478
2018/03/14,6311482793
2018/03/15,6390013325
2018/03/16,6509846194
2018/03/17,6649032830
2018/03/18,6759908887
2018/03/19,6793699091
2018/03/20,6875933796
2018/03/21,6893079297
2018/03/22,6873884564
2018/03/23,6874241251
2018/03/24,6873892335
2018/03/25,7015990615
2018/03/26,7109423590
2018/03/27,7216311825
2018/03/28,7352841741
2018/03/29,7350515854
2018/03/30,7263356487
2018/03/31,7387483810
2018/04/01,7542755586
2018/04/02,7463600542
2018/04/03,7354787061
2018/04/04,7093217152
2018/04/05,6879184501
2018/04/06,6714669900
2018/04/07,6603441978
2018/04/08,6450160181
2018/04/09,5999543022
2018/04/10,5810692975
2018/04/11,5509252973
2018/04/12,5308845753
2018/04/13,4983553136
2018/04/14,4775715417
2018/04/15,4276134614
2018/04/16,3643803716
2018/04/17,3049881574
2018/04/18,2537655109
2018/04/19,2381465444
2018/04/20,2344398539
2018/04/21,1826922462
2018/04/22,1726925320
2018/04/23,1676541599
2018/04/24,1649264246
2018/04/25,1647811275
2018/04/26,1552999803
2018/04/27,1520263162
2018/04/28,1500046187
2018/04/29,1434629769
2018/04/30,1382696411
2018/05/01,1337981749
2018/05/02,1205423365
2018/05/03,1120497914
2018/05/04,2094040967
2018/05/05,2101588159
2018/05/06,2068243399
2018/05/07,2044132659
2018/05/08,2067946273
2018/05/09,2092784038
2018/05/10,2114717432
2018/05/11,2121215418
2018/05/12,2132635190
2018/05/13,2115628792
2018/05/14,2136512537
2018/05/15,2169156364
2018/05/16,2208663022
2018/05/17,2271839000
2018/05/18,2318456404
2018/05/19,2393214601
2018/05/20,2425587378
2018/05/21,2430789022
2018/05/22,2512707998
2018/05/23,2563591626
2018/05/24,2599759963
2018/05/25,2604447879
2018/05/26,2610393574
2018/05/27,2644216009
2018/05/28,2704408205
2018/05/29,2757560128
2018/05/30,2788736892
2018/05/31,2840537195
2018/06/01,2823205461
2018/06/02,2818732453
2018/06/03,2847824556
2018/06/04,2863280941
2018/06/05,2762424110
2018/06/06,2762800579
2018/06/07,2767166725
2018/06/08,2743436988
2018/06/09,2721214487
2018/06/10,2718054713
2018/06/11,2717370873
2018/06/12,2717195553
2018/06/13,2704919625
2018/06/14,2669051022
2018/06/15,2632349443
2018/06/16,2612137629
2018/06/17,2607667102
2018/06/18,2584363781
2018/06/19,2582380461
2018/06/20,2566015162
2018/06/21,2571456657
2018/06/22,2588248851
2018/06/23,2494875999
2018/06/24,2456040071
2018/06/25,2600760448
2018/06/26,2532098025
2018/06/27,2491868565
2018/06/28,2461371639
2018/06/29,2381497481
2018/06/30,2356222646
2018/07/01,2480453102
2018/07/02,2588322040
2018/07/03,2658982403
2018/07/04,2783113123
2018/07/05,2827686458
2018/07/06,2902771894
2018/07/07,2994181427
2018/07/08,3021100837
2018/07/09,3010086840
2018/07/10,3006482074
2018/07/11,3038125938
2018/07/12,3108981232
2018/07/13,3178951361
2018/07/14,3244162460
2018/07/15,3324223994
2018/07/16,3298527470
2018/07/17,3278005897
2018/07/18,3305538446
2018/07/19,3304462595
2018/07/20,3303798796
2018/07/21,3339545369
2018/07/22,3334778263
2018/07/23,3355307170
2018/07/24,3399279219
2018/07/25,3433851342
2018/07/26,3428079295
2018/07/27,3434153941
2018/07/28,3414832968
2018/07/29,3408344958
2018/07/30,3384003747
2018/07/31,3382847946
2018/08/01,3381785730
2018/08/02,2606900107
2018/08/03,2608164637
2018/08/04,2606835874
2018/08/05,2607023738
2018/08/06,2594193419
2018/08/07,2597068508
2018/08/08,2620621088
2018/08/09,2671558266
2018/08/10,2681279677
2018/08/11,2681071637
2018/08/12,2677701236
2018/08/13,2664370937
2018/08/14,2647661104
2018/08/15,2618316712
2018/08/16,2597747321
2018/08/17,2558034165
2018/08/18,2550107413
2018/08/19,2552053328
2018/08/20,2496452301
2018/08/21,2487160197
2018/08/22,2472410304
2018/08/23,2473516583
2018/08/24,2460244836
2018/08/25,2442720790
2018/08/26,2393594297
2018/08/27,2347761723
2018/08/28,2326306911
2018/08/29,2300715345
2018/08/30,2314442701
2018/08/31,2286829228
2018/09/01,2250551438
2018/09/02,2230407699
2018/09/03,2224115399
2018/09/04,2218923064
2018/09/05,2197924619
2018/09/06,2200108719
2018/09/07,2163517265
2018/09/08,2120975154
2018/09/09,2103252250
2018/09/10,2109136473
2018/09/11,2134339121
2018/09/12,2155644691
2018/09/13,2139480600
2018/09/14,2165648062
2018/09/15,2234261215
2018/09/16,2304570688
2018/09/17,2300245244
2018/09/18,2293019056
2018/09/19,2305255256
2018/09/20,2279240224
2018/09/21,2298011851
2018/09/22,2329126554
2018/09/23,2054465455
2018/09/24,2046298427
2018/09/25,2036543136
2018/09/26,2052236168
2018/09/27,2037168971
2018/09/28,2053482345
2018/09/29,2025972921
2018/09/30,1992927208
2018/10/01,1993667728
2018/10/02,1991203438
2018/10/03,1974933829
2018/10/04,1917809017
2018/10/05,1863940126
2018/10/06,1853828040
2018/10/07,1868695282
2018/10/08,1876031467
2018/10/09,1875799460
2018/10/10,1868050022
2018/10/11,1833478240
2018/10/12,1803800193
2018/10/13,1766518747
2018/10/14,1780981149
2018/10/15,1773974673
2018/10/16,1675446662
2018/10/17,1644142958
2018/10/18,1641394537
2018/10/19,1640853484
2018/10/20,1632994333
2018/10/21,1553787632
2018/10/22,1422660359
2018/10/23,1303328315
2018/10/24,1258483788
2018/10/25,1159760065
2018/10/26,1142442583
2018/10/27,1117207977
2018/10/28,1083364384
2018/10/29,1046610721
2018/10/30,994612883
2018/10/31,944280163
2018/11/01,857577264
2018/11/02,834053026
2018/11/03,834589811
2018/11/04,811105610
2018/11/05,799164600
2018/11/06,800023318
2018/11/07,806640196
2018/11/08,810737352
2018/11/09,778324143
2018/11/10,748878905
2018/11/11,710872013
2018/11/12,686930965
2018/11/13,669402300
2018/11/14,615305373
2018/11/15,597864815
2018/11/16,589074004
2018/11/17,590730628
2018/11/18,574602555
2018/11/19,589695819
2018/11/20,583987956
2018/11/21,584179995
2018/11/22,568611222
2018/11/23,561667502
2018/11/24,554090749
2018/11/25,521021805
2018/11/26,512482361
2018/11/27,514651391
2018/11/28,514492351
2018/11/29,516255799
2018/11/30,492914387
2018/12/01,471472791
2018/12/02,445886498
2018/12/03,427961104
2018/12/04,410283755
2018/12/05,403679881
2018/12/06,390448751
2018/12/07,382207172
2018/12/08,380438767
2018/12/09,374337483
2018/12/10,374350514
2018/12/11,375568576
2018/12/12,373527238
2018/12/13,374300955
2018/12/14,364481603
2018/12/15,352681486
2018/12/16,352736748
2018/12/17,349325185
2018/12/18,345271329
2018/12/19,344267742
2018/12/20,345035844
2018/12/21,339250623
2018/12/22,343931626
2018/12/23,338677131
2018/12/24,336040565
2018/12/25,327192003
2018/12/26,320690863
2018/12/27,312107816
2018/12/28,291652484
2018/12/29,291396433
2018/12/30,284079157
2018/12/31,269231316
2019/01/01,274043477
2019/01/02,272765613
2019/01/03,263947151
2019/01/04,249185774
2019/01/05,250132441
2019/01/06,250810931
2019/01/07,249766723
2019/01/08,251361333
2019/01/09,250748273
2019/01/10,250966193
2019/01/11,250214791
2019/01/12,264526683
2019/01/13,273144726
2019/01/14,282762205
2019/01/15,271721816
2019/01/16,271739194
2019/01/17,270461476
2019/01/18,271252976
2019/01/19,275581435
2019/01/20,272086378
2019/01/21,269712266
2019/01/22,268379202
2019/01/23,266768042
2019/01/24,263150430
2019/01/25,263654358
2019/01/26,273156628
2019/01/27,259972987
2019/01/28,240383427
2019/01/29,226088494
2019/01/30,225313848
2019/01/31,225953078
2019/02/01,227445328
2019/02/02,242119421
2019/02/03,261859967
2019/02/04,288577140
2019/02/05,312439341
2019/02/06,335806005
2019/02/07,355905446
2019/02/08,363515711
2019/02/09,376112688
2019/02/10,399648663
2019/02/11,409332511
2019/02/12,414068388
2019/02/13,417757342
2019/02/14,421889863
2019/02/15,424734642
2019/02/16,430662051
2019/02/17,399923761
2019/02/18,387710640
2019/02/19,387118534
2019/02/20,387492616
2019/02/21,390336482
2019/02/22,390290103
2019/02/23,393498813
2019/02/24,393342326
2019/02/25,394776352
2019/02/26,394027897
2019/02/27,393974231
2019/02/28,392945546
2019/03/01,393780844
2019/03/02,392278504
2019/03/03,394586770
2019/03/04,394591992
2019/03/05,395253366
2019/03/06,396853158
2019/03/07,392550132
2019/03/08,374903306
2019/03/09,375802980
2019/03/10,377060340
2019/03/11,377242658
2019/03/12,378251055
2019/03/13,378588489
2019/03/14,378884701
2019/03/15,375552463
2019/03/16,374481378
2019/03/17,373466019
2019/03/18,377602309
2019/03/19,379126140
2019/03/20,379772193
2019/03/21,378192444
2019/03/22,378676184
2019/03/23,378493719
2019/03/24,374775425
2019/03/25,395513838
2019/03/26,407071643
2019/03/27,408486577
2019/03/28,412352438
2019/03/29,411882354
2019/03/30,416500574
2019/03/31,417420076
2019/04/01,452351680
2019/04/02,538083443
2019/04/03,579683258
2019/04/04,602501641
2019/04/05,619461188
2019/04/06,621048914
2019/04/07,621522251
2019/04/08,637475283
2019/04/09,659389124
2019/04/10,666405375
2019/04/11,716462841
2019/04/12,788696304
2019/04/13,798986171
2019/04/14,776213971
2019/04/15,778594671
2019/04/16,783678226
2019/04/17,792397916
2019/04/18,809007494
2019/04/19,842862573
2019/04/20,989216696
2019/04/21,1015609421
2019/04/22,1035264702
2019/04/23,1079357016
2019/04/24,1099433950
2019/04/25,1110889997
2019/04/26,1105425090
2019/04/27,1102413217
2019/04/28,1101992794
2019/04/29,1103758003
2019/04/30,1115317091
2019/05/01,1129678839
2019/05/02,1124901537
2019/05/03,1108026103
2019/05/04,1078382479
2019/05/05,1041211084
2019/05/06,1009396880
2019/05/07,975460609
2019/05/08,941818808
2019/05/09,932445972
2019/05/10,908135892
2019/05/11,870525720
2019/05/12,850050027
2019/05/13,845835046
2019/05/14,878256785
2019/05/15,924194404
2019/05/16,1000661174
2019/05/17,1012684323
2019/05/18,993816378
2019/05/19,1000788203
2019/05/20,1016292619
2019/05/21,1043537500
2019/05/22,1037881525
2019/05/23,1039966316
2019/05/24,1045399076
2019/05/25,1038562814
2019/05/26,1022594854
2019/05/27,1064173114
