Date,transactions30roc
2016/01/01,26.623
2016/01/02,31.459
2016/01/03,34.213
2016/01/04,39.652
2016/01/05,80.49
2016/01/06,139.098
2016/01/07,229.625
2016/01/08,55.963
2016/01/09,58.423
2016/01/10,27.329
2016/01/11,32.761
2016/01/12,46.27
2016/01/13,13.601
2016/01/14,-49.507
2016/01/15,-4.163
2016/01/16,10.945
2016/01/17,7.916
2016/01/18,38.673
2016/01/19,35.844
2016/01/20,-12.045
2016/01/21,-48.951
2016/01/22,-39.103
2016/01/23,-18.297
2016/01/24,34.419
2016/01/25,59.621
2016/01/26,-24.494
2016/01/27,51.577
2016/01/28,47.605
2016/01/29,-24.68
2016/01/30,42.326
2016/01/31,72.064
2016/02/01,54.943
2016/02/02,54.364
2016/02/03,50.665
2016/02/04,-12.532
2016/02/05,-10.689
2016/02/06,42.324
2016/02/07,30.635
2016/02/08,24.811
2016/02/09,50.359
2016/02/10,57.358
2016/02/11,97.385
2016/02/12,2.513
2016/02/13,81.423
2016/02/14,68.344
2016/02/15,60.906
2016/02/16,80.045
2016/02/17,54.769
2016/02/18,26.446
2016/02/19,73.534
2016/02/20,55.711
2016/02/21,23.621
2016/02/22,64.989
2016/02/23,44.413
2016/02/24,14.129
2016/02/25,18.121
2016/02/26,12.381
2016/02/27,13.218
2016/02/28,16.273
2016/02/29,38.858
2016/03/01,53.734
2016/03/02,65.941
2016/03/03,73.795
2016/03/04,70.149
2016/03/05,88.679
2016/03/06,81.396
2016/03/07,-25.931
2016/03/08,68.992
2016/03/09,66.839
2016/03/10,59.915
2016/03/11,34.905
2016/03/12,30.07
2016/03/13,55.321
2016/03/14,47.607
2016/03/15,76.089
2016/03/16,60.825
2016/03/17,91.071
2016/03/18,59.185
2016/03/19,104.956
2016/03/20,76.227
2016/03/21,94.514
2016/03/22,92.126
2016/03/23,74.744
2016/03/24,99.908
2016/03/25,88.137
2016/03/26,87.899
2016/03/27,42.273
2016/03/28,77.088
2016/03/29,77.91
2016/03/30,80.602
2016/03/31,48.127
2016/04/01,41.414
2016/04/02,18.203
2016/04/03,21.826
2016/04/04,28.737
2016/04/05,41.618
2016/04/06,37.845
2016/04/07,32.309
2016/04/08,38.494
2016/04/09,28.649
2016/04/10,39.409
2016/04/11,8.75
2016/04/12,23.273
2016/04/13,26.371
2016/04/14,18.816
2016/04/15,26.681
2016/04/16,-9.09
2016/04/17,26.341
2016/04/18,-3.64
2016/04/19,0.539
2016/04/20,1.332
2016/04/21,13.047
2016/04/22,-0.34
2016/04/23,-13.809
2016/04/24,-7.388
2016/04/25,-3.318
2016/04/26,8.701
2016/04/27,0.696
2016/04/28,1.262
2016/04/29,1.537
2016/04/30,41.88
2016/05/01,18.782
2016/05/02,42.203
2016/05/03,27.825
2016/05/04,7.382
2016/05/05,-1.19
2016/05/06,28.658
2016/05/07,12.451
2016/05/08,17.798
2016/05/09,20.791
2016/05/10,26.203
2016/05/11,34.57
2016/05/12,29.79
2016/05/13,32.421
2016/05/14,31.523
2016/05/15,23.21
2016/05/16,22.77
2016/05/17,0.264
2016/05/18,37.359
2016/05/19,36.482
2016/05/20,37.133
2016/05/21,17.321
2016/05/22,22.782
2016/05/23,37.56
2016/05/24,26.038
2016/05/25,31.084
2016/05/26,56.979
2016/05/27,44.787
2016/05/28,104.257
2016/05/29,22.924
2016/05/30,-6.209
2016/05/31,12.148
2016/06/01,1.133
2016/06/02,4.878
2016/06/03,6.269
2016/06/04,-2.149
2016/06/05,-8.178
2016/06/06,8.624
2016/06/07,15.171
2016/06/08,4.857
2016/06/09,-2.04
2016/06/10,-1.632
2016/06/11,-18.001
2016/06/12,-10.805
2016/06/13,0.962
2016/06/14,16.86
2016/06/15,15.57
2016/06/16,7.648
2016/06/17,44.588
2016/06/18,41.686
2016/06/19,12.967
2016/06/20,8.017
2016/06/21,21.669
2016/06/22,10.978
2016/06/23,-2.337
2016/06/24,-2.394
2016/06/25,-28.277
2016/06/26,-15.086
2016/06/27,-43.458
2016/06/28,-6.104
2016/06/29,16.237
2016/06/30,44.081
2016/07/01,-5.059
2016/07/02,-1.031
2016/07/03,-0.193
2016/07/04,5.479
2016/07/05,3.626
2016/07/06,-2.713
2016/07/07,-12.371
2016/07/08,5.127
2016/07/09,1.395
2016/07/10,-1.96
2016/07/11,4.555
2016/07/12,-4.157
2016/07/13,-22.616
2016/07/14,-14.952
2016/07/15,-4.95
2016/07/16,-12.283
2016/07/17,-49.046
2016/07/18,-37.863
2016/07/19,-13.424
2016/07/20,7.456
2016/07/21,-5.158
2016/07/22,-0.323
2016/07/23,7.392
2016/07/24,28.422
2016/07/25,49.537
2016/07/26,48.824
2016/07/27,33.714
2016/07/28,12.685
2016/07/29,-5.319
2016/07/30,-34.309
2016/07/31,21.614
2016/08/01,17.121
2016/08/02,23.352
2016/08/03,23.842
2016/08/04,19.076
2016/08/05,14.016
2016/08/06,2.607
2016/08/07,1.056
2016/08/08,6.37
2016/08/09,19.561
2016/08/10,19.978
2016/08/11,18.034
2016/08/12,24.231
2016/08/13,-4.02
2016/08/14,-1.297
2016/08/15,11.14
2016/08/16,44.333
2016/08/17,14.462
2016/08/18,8.182
2016/08/19,-15.174
2016/08/20,-7.941
2016/08/21,-12.206
2016/08/22,-1.68
2016/08/23,-16.808
2016/08/24,-14.647
2016/08/25,-19.477
2016/08/26,-10.829
2016/08/27,-1.271
2016/08/28,-9.813
2016/08/29,8.329
2016/08/30,-3.631
2016/08/31,-0.287
2016/09/01,-3.161
2016/09/02,12.002
2016/09/03,-4.211
2016/09/04,11.376
2016/09/05,2.844
2016/09/06,14.31
2016/09/07,13.3
2016/09/08,18.941
2016/09/09,16.479
