Date,hashrate14rsi
2017/01/04,63.671
2017/01/05,66.05
2017/01/06,66.6
2017/01/07,70.3
2017/01/08,70.682
2017/01/09,73.814
2017/01/10,73.84
2017/01/11,74.845
2017/01/12,75.864
2017/01/13,77.629
2017/01/14,77.876
2017/01/15,79.788
2017/01/16,79.476
2017/01/17,75.674
2017/01/18,72.577
2017/01/19,79.776
2017/01/20,69.45
2017/01/21,72.355
2017/01/22,72.895
2017/01/23,74.868
2017/01/24,70.83
2017/01/25,71.147
2017/01/26,74.396
2017/01/27,69.673
2017/01/28,70.26
2017/01/29,64.2
2017/01/30,68.306
2017/01/31,68.153
2017/02/01,63.91
2017/02/02,67.42
2017/02/03,62.518
2017/02/04,65.613
2017/02/05,71.269
2017/02/06,72.675
2017/02/07,72.298
2017/02/08,74.01
2017/02/09,72.472
2017/02/10,76.321
2017/02/11,77.045
2017/02/12,78.506
2017/02/13,80.021
2017/02/14,81.22
2017/02/15,81.64
2017/02/16,79.804
2017/02/17,81.929
2017/02/18,82.969
2017/02/19,84.601
2017/02/20,84.992
2017/02/21,86.939
2017/02/22,80.805
2017/02/23,81.131
2017/02/24,81.728
2017/02/25,84.917
2017/02/26,87.994
2017/02/27,88.236
2017/02/28,90.755
2017/03/01,77.043
2017/03/02,78.645
2017/03/03,81.856
2017/03/04,77.414
2017/03/05,81.298
2017/03/06,81.504
2017/03/07,79.281
2017/03/08,82.321
2017/03/09,82.493
2017/03/10,82.69
2017/03/11,84.282
2017/03/12,84.534
2017/03/13,87.343
2017/03/14,81.787
2017/03/15,84.043
2017/03/16,84.913
2017/03/17,88.052
2017/03/18,88.67
2017/03/19,71.153
2017/03/20,77.067
2017/03/21,72.018
2017/03/22,74.137
2017/03/23,76.907
2017/03/24,75.356
2017/03/25,75.951
2017/03/26,79.874
2017/03/27,82.5
2017/03/28,75.622
2017/03/29,78.641
2017/03/30,78.816
2017/03/31,80.669
2017/04/01,75.981
2017/04/02,75.647
2017/04/03,64.711
2017/04/04,70.871
2017/04/05,73.32
2017/04/06,71.672
2017/04/07,73.129
2017/04/08,73.596
2017/04/09,68.835
2017/04/10,69.251
2017/04/11,72.82
2017/04/12,71.159
2017/04/13,65.989
2017/04/14,74.973
2017/04/15,68.121
2017/04/16,69.844
2017/04/17,71.31
2017/04/18,73.257
2017/04/19,70.496
2017/04/20,71.597
2017/04/21,74.153
2017/04/22,74.611
2017/04/23,76.858
2017/04/24,67.387
2017/04/25,72.078
2017/04/26,68.723
2017/04/27,70.387
2017/04/28,76.076
2017/04/29,77.837
2017/04/30,71.973
2017/05/01,73.071
2017/05/02,73.249
2017/05/03,74.823
2017/05/04,70.618
2017/05/05,75.711
2017/05/06,75.121
2017/05/07,76.844
2017/05/08,72.266
2017/05/09,76.696
2017/05/10,73.813
2017/05/11,75.54
2017/05/12,78.613
2017/05/13,71.675
2017/05/14,74.773
2017/05/15,77.712
2017/05/16,78.892
2017/05/17,65.666
2017/05/18,69.351
2017/05/19,72.82
2017/05/20,75.045
2017/05/21,77.309
2017/05/22,79.308
2017/05/23,70.605
2017/05/24,72.701
2017/05/25,73.133
2017/05/26,73.33
2017/05/27,75.976
2017/05/28,74.23
2017/05/29,79.349
2017/05/30,83.224
2017/05/31,76.622
2017/06/01,80.075
2017/06/02,74.274
2017/06/03,76.399
2017/06/04,78.125
2017/06/05,79.636
2017/06/06,80.484
2017/06/07,82.833
2017/06/08,83.311
2017/06/09,82.837
2017/06/10,85.616
2017/06/11,86.766
2017/06/12,86.376
2017/06/13,87.966
2017/06/14,88.973
2017/06/15,89.689
2017/06/16,90.342
2017/06/17,91.464
2017/06/18,92.081
2017/06/19,92.417
2017/06/20,92.998
2017/06/21,93.256
2017/06/22,93.593
2017/06/23,90.538
2017/06/24,91.541
2017/06/25,92.011
2017/06/26,93.19
2017/06/27,92.492
2017/06/28,93.389
2017/06/29,94.137
2017/06/30,94.185
2017/07/01,94.588
2017/07/02,94.813
2017/07/03,95.528
2017/07/04,96.014
2017/07/05,84.922
2017/07/06,86.069
2017/07/07,87.08
2017/07/08,87.435
2017/07/09,87.943
2017/07/10,88.851
2017/07/11,85.779
2017/07/12,75.566
2017/07/13,76.683
2017/07/14,69.121
2017/07/15,73.918
2017/07/16,76.504
2017/07/17,62.041
2017/07/18,65.454
2017/07/19,70.15
2017/07/20,73.323
2017/07/21,72.402
2017/07/22,71.596
2017/07/23,75.443
2017/07/24,67.884
2017/07/25,72.884
2017/07/26,71.803
2017/07/27,67.607
2017/07/28,70.502
2017/07/29,67.318
2017/07/30,70.961
2017/07/31,73.357
2017/08/01,73.205
2017/08/02,69.043
2017/08/03,59.613
2017/08/04,64.918
2017/08/05,62.657
2017/08/06,64.438
2017/08/07,68.076
2017/08/08,69.461
2017/08/09,71.739
2017/08/10,66.775
2017/08/11,68.601
2017/08/12,72.286
2017/08/13,72.73
2017/08/14,75.148
2017/08/15,76.59
2017/08/16,77.061
2017/08/17,78.514
2017/08/18,75.467
2017/08/19,79.56
2017/08/20,71.946
2017/08/21,74.931
2017/08/22,75.164
2017/08/23,77.701
2017/08/24,74.04
2017/08/25,67.648
2017/08/26,68.655
2017/08/27,67.025
2017/08/28,58.097
2017/08/29,68.432
2017/08/30,68.988
2017/08/31,64.311
2017/09/01,65.787
2017/09/02,65.527
2017/09/03,64.21
2017/09/04,66.77
2017/09/05,67.529
2017/09/06,64.571
2017/09/07,68.269
2017/09/08,74.753
2017/09/09,66.862
2017/09/10,62.636
2017/09/11,62.668
2017/09/12,70.333
2017/09/13,59.624
2017/09/14,62.415
2017/09/15,66.812
2017/09/16,62.36
2017/09/17,63.452
2017/09/18,58.709
2017/09/19,62.54
2017/09/20,59.959
2017/09/21,62.619
2017/09/22,60.47
2017/09/23,51.675
2017/09/24,55.986
2017/09/25,47.494
2017/09/26,49.782
2017/09/27,53.798
2017/09/28,47.945
2017/09/29,42.539
2017/09/30,41.929
2017/10/01,49.239
2017/10/02,48.7
2017/10/03,48.468
2017/10/04,53.114
2017/10/05,57.89
2017/10/06,50.064
2017/10/07,47.062
2017/10/08,51.96
2017/10/09,52.829
2017/10/10,54.821
2017/10/11,58.99
2017/10/12,52.67
2017/10/13,58.472
2017/10/14,51.212
2017/10/15,55.392
2017/10/16,58.801
2017/10/17,61.554
2017/10/18,60.438
2017/10/19,64.615
2017/10/20,63.337
2017/10/21,62.329
2017/10/22,64.693
2017/10/23,62.514
2017/10/24,66.62
2017/10/25,61.125
2017/10/26,54.736
2017/10/27,12.693
2017/10/28,12.693
2017/10/29,12.693
2017/10/30,12.693
2017/10/31,12.693
2017/11/01,59.818
2017/11/02,58.299
2017/11/03,57.821
2017/11/04,57.212
2017/11/05,58.432
2017/11/06,57.578
2017/11/07,57.332
2017/11/08,57.968
2017/11/09,57.135
2017/11/10,57.672
2017/11/11,57.65
2017/11/12,58.576
2017/11/13,58.147
2017/11/14,56.608
2017/11/15,56.889
2017/11/16,54.656
2017/11/17,55.138
2017/11/18,54.411
2017/11/19,55.263
2017/11/20,59.308
2017/11/21,58.191
2017/11/22,57.875
2017/11/23,60.163
2017/11/24,61.745
2017/11/25,62.057
2017/11/26,61.882
2017/11/27,59.965
2017/11/28,57.692
2017/11/29,59.342
2017/11/30,60.49
2017/12/01,61.062
2017/12/02,61.158
2017/12/03,55.989
2017/12/04,59.873
2017/12/05,56.626
2017/12/06,56.821
2017/12/07,58.478
2017/12/08,60.765
2017/12/09,61.787
2017/12/10,59.093
2017/12/11,60.956
2017/12/12,61.729
2017/12/13,67.081
2017/12/14,70.251
2017/12/15,74.731
2017/12/16,71.41
2017/12/17,72.129
2017/12/18,75.285
2017/12/19,70.227
2017/12/20,68.419
2017/12/21,68.546
2017/12/22,67.097
2017/12/23,72.719
2017/12/24,71.425
2017/12/25,72.867
2017/12/26,73.563
2017/12/27,74.451
2017/12/28,77.594
2017/12/29,70.781
2017/12/30,71.752
2017/12/31,73.67
2018/01/01,75.689
2018/01/02,74.865
2018/01/03,73.995
2018/01/04,77.254
2018/01/05,79.957
2018/01/06,72.02
2018/01/07,76.513
2018/01/08,75.997
2018/01/09,77.465
2018/01/10,79.726
2018/01/11,82.639
2018/01/12,82.951
2018/01/13,83.314
2018/01/14,85.317
2018/01/15,76.544
2018/01/16,79.816
2018/01/17,81.705
2018/01/18,78.44
2018/01/19,77.218
2018/01/20,81.411
2018/01/21,73.672
2018/01/22,76.323
2018/01/23,75.498
2018/01/24,78.324
2018/01/25,79.219
2018/01/26,79.225
2018/01/27,76.274
2018/01/28,77.957
2018/01/29,82.107
2018/01/30,77.147
2018/01/31,79.866
2018/02/01,82.005
2018/02/02,83.286
2018/02/03,82.182
2018/02/04,81.8
2018/02/05,84.155
2018/02/06,78.993
2018/02/07,81.431
2018/02/08,77.007
2018/02/09,78.685
2018/02/10,79.437
2018/02/11,80.423
2018/02/12,82.475
2018/02/13,83.091
2018/02/14,71.675
2018/02/15,73.033
2018/02/16,75.732
2018/02/17,76.016
2018/02/18,75.953
2018/02/19,74.566
2018/02/20,68.381
2018/02/21,70.04
2018/02/22,71.632
2018/02/23,73.432
2018/02/24,70.403
2018/02/25,74.789
2018/02/26,69.48
2018/02/27,62.279
2018/02/28,69.42
2018/03/01,70.228
2018/03/02,71.464
2018/03/03,74.881
2018/03/04,64.297
2018/03/05,65.059
2018/03/06,65.548
2018/03/07,71.435
2018/03/08,70.095
2018/03/09,61.435
2018/03/10,63.534
2018/03/11,61.85
2018/03/12,63.415
2018/03/13,62.529
2018/03/14,58.5
2018/03/15,61.587
2018/03/16,68.963
2018/03/17,66.287
2018/03/18,63.12
2018/03/19,64.019
2018/03/20,65.111
2018/03/21,59.688
2018/03/22,58.861
2018/03/23,60.216
2018/03/24,57.348
2018/03/25,58.855
2018/03/26,66.239
2018/03/27,56.756
2018/03/28,56.178
2018/03/29,50.072
2018/03/30,53.659
2018/03/31,49.12
2018/04/01,49.617
2018/04/02,49.853
2018/04/03,42.604
2018/04/04,45.969
2018/04/05,48.111
2018/04/06,56.01
2018/04/07,50.381
2018/04/08,48.211
2018/04/09,39.825
2018/04/10,47.288
2018/04/11,44.945
2018/04/12,43.647
2018/04/13,46.926
2018/04/14,47.286
2018/04/15,47.246
2018/04/16,48.518
2018/04/17,48.128
2018/04/18,40.404
2018/04/19,50.088
2018/04/20,43.492
2018/04/21,53.582
2018/04/22,50.356
2018/04/23,54.219
2018/04/24,49.072
2018/04/25,51.197
2018/04/26,59.11
2018/04/27,50.373
2018/04/28,47.469
2018/04/29,56.003
2018/04/30,54.763
2018/05/01,48.705
2018/05/02,52.736
2018/05/03,53.454
2018/05/04,55.629
2018/05/05,58.646
2018/05/06,58.964
2018/05/07,62.77
2018/05/08,59.83
2018/05/09,56.202
2018/05/10,56.15
2018/05/11,58.516
2018/05/12,62.9
2018/05/13,62.292
2018/05/14,56.105
2018/05/15,52.417
2018/05/16,52.76
2018/05/17,55.455
2018/05/18,53.06
2018/05/19,54.41
2018/05/20,58.217
2018/05/21,60.468
2018/05/22,56.199
2018/05/23,55.211
2018/05/24,44.278
2018/05/25,46.666
2018/05/26,51.366
2018/05/27,45.063
2018/05/28,49.862
2018/05/29,48.934
2018/05/30,46.721
2018/05/31,53.255
2018/06/01,43.276
2018/06/02,49.629
2018/06/03,48.004
2018/06/04,49.161
2018/06/05,48.437
2018/06/06,46.951
2018/06/07,49.568
2018/06/08,50.992
2018/06/09,61.037
2018/06/10,50.654
2018/06/11,54.247
2018/06/12,56.987
2018/06/13,50.308
2018/06/14,49.929
2018/06/15,49.243
2018/06/16,51.73
2018/06/17,49.688
2018/06/18,58.233
2018/06/19,60.089
2018/06/20,56.608
2018/06/21,59.39
2018/06/22,60.731
2018/06/23,56.32
2018/06/24,57.213
2018/06/25,58.124
2018/06/26,54.985
2018/06/27,61.801
2018/06/28,52.494
2018/06/29,50.393
2018/06/30,58.76
2018/07/01,49.06
2018/07/02,52.578
2018/07/03,55.567
2018/07/04,53.554
2018/07/05,59.666
2018/07/06,55.67
2018/07/07,57.832
2018/07/08,53.089
2018/07/09,57.959
2018/07/10,52.31
2018/07/11,46.972
2018/07/12,49.218
2018/07/13,47.331
2018/07/14,47.701
2018/07/15,49.073
2018/07/16,49.314
2018/07/17,54.32
2018/07/18,52.171
2018/07/19,49.237
2018/07/20,45.378
2018/07/21,37.854
2018/07/22,48.444
2018/07/23,54.733
2018/07/24,51.329
2018/07/25,55.849
2018/07/26,54.025
2018/07/27,53.642
2018/07/28,54.556
2018/07/29,55.445
2018/07/30,55.015
2018/07/31,56.006
2018/08/01,52.811
2018/08/02,57.414
2018/08/03,50.697
2018/08/04,56.342
2018/08/05,56.437
2018/08/06,56.676
2018/08/07,55.205
2018/08/08,57.829
2018/08/09,58.614
2018/08/10,54.131
2018/08/11,55.343
2018/08/12,46.741
2018/08/13,46.582
2018/08/14,48.089
2018/08/15,44.853
2018/08/16,40.613
2018/08/17,47.716
2018/08/18,43.446
2018/08/19,45.275
2018/08/20,47.433
2018/08/21,50.102
2018/08/22,54.01
2018/08/23,43.246
2018/08/24,47.363
2018/08/25,47.952
2018/08/26,53.236
2018/08/27,49.621
2018/08/28,47.256
2018/08/29,42.779
2018/08/30,44.59
2018/08/31,45.504
2018/09/01,42.745
2018/09/02,40.215
2018/09/03,40.3
2018/09/04,43.01
2018/09/05,43.339
2018/09/06,43.244
2018/09/07,37.962
2018/09/08,36.864
2018/09/09,26.327
2018/09/10,31.026
2018/09/11,27.748
2018/09/12,26.008
2018/09/13,22.812
2018/09/14,33.096
2018/09/15,34.195
2018/09/16,33.401
2018/09/17,34.781
2018/09/18,34.259
2018/09/19,40.292
2018/09/20,39.305
2018/09/21,38.081
2018/09/22,48.291
2018/09/23,45.576
2018/09/24,47.289
2018/09/25,44.652
2018/09/26,53.392
2018/09/27,51.905
2018/09/28,50.631
2018/09/29,45.424
2018/09/30,50.11
2018/10/01,44.969
2018/10/02,45.511
2018/10/03,44.033
2018/10/04,48.309
2018/10/05,46.662
2018/10/06,49.26
2018/10/07,51.85
2018/10/08,54.771
2018/10/09,51.048
2018/10/10,51.417
2018/10/11,45.553
2018/10/12,45.125
2018/10/13,42.035
2018/10/14,45.967
2018/10/15,42.931
2018/10/16,43.452
2018/10/17,41.635
2018/10/18,49.469
2018/10/19,44.518
2018/10/20,40.7
2018/10/21,37.144
2018/10/22,34.525
2018/10/23,39.829
2018/10/24,42.147
2018/10/25,37.38
2018/10/26,36.194
2018/10/27,39.366
2018/10/28,37.159
2018/10/29,34.62
2018/10/30,37.077
2018/10/31,45.7
2018/11/01,37.592
2018/11/02,32.454
2018/11/03,32.306
2018/11/04,39.147
2018/11/05,37.377
2018/11/06,37.725
2018/11/07,40.722
2018/11/08,44.1
2018/11/09,38.235
2018/11/10,41.917
2018/11/11,49.173
2018/11/12,41.947
2018/11/13,44.581
2018/11/14,45.481
2018/11/15,44.037
2018/11/16,50.18
2018/11/17,40.232
2018/11/18,41.089
2018/11/19,38.465
2018/11/20,34.678
2018/11/21,28.582
2018/11/22,25.35
2018/11/23,29.361
2018/11/24,27.947
2018/11/25,25.829
2018/11/26,25.749
2018/11/27,18.48
2018/11/28,16.288
2018/11/29,20.439
2018/11/30,20.101
2018/12/01,26.555
2018/12/02,23.068
2018/12/03,22.892
2018/12/04,28.212
2018/12/05,26.027
2018/12/06,30.201
2018/12/07,26.141
2018/12/08,24.577
2018/12/09,23.931
2018/12/10,35.455
2018/12/11,31.819
2018/12/12,29.47
2018/12/13,28.738
2018/12/14,27.254
2018/12/15,31.97
2018/12/16,30.618
2018/12/17,29.249
2018/12/18,27.487
2018/12/19,29.941
2018/12/20,29.383
2018/12/21,32.034
2018/12/22,35.055
2018/12/23,36.43
2018/12/24,46.118
2018/12/25,51.646
2018/12/26,57.738
2018/12/27,52.555
2018/12/28,49.708
2018/12/29,50.332
2018/12/30,51.305
2018/12/31,53.754
2019/01/01,43.522
2019/01/02,49.361
2019/01/03,49.709
2019/01/04,48.923
2019/01/05,53.824
2019/01/06,55.331
2019/01/07,58.132
2019/01/08,52.179
2019/01/09,56.853
2019/01/10,52.66
2019/01/11,53.178
2019/01/12,47.429
2019/01/13,48.879
2019/01/14,51.42
2019/01/15,55.135
2019/01/16,45.902
2019/01/17,44.341
2019/01/18,44.35
2019/01/19,51.559
2019/01/20,51.581
2019/01/21,45.185
2019/01/22,47.248
2019/01/23,37.796
2019/01/24,44.779
2019/01/25,45.153
2019/01/26,41.474
2019/01/27,39.72
2019/01/28,31.833
2019/01/29,27.614
2019/01/30,26.945
2019/01/31,32.234
2019/02/01,28.936
2019/02/02,28.9
2019/02/03,27.095
2019/02/04,29.428
2019/02/05,30.101
2019/02/06,28.901
2019/02/07,28.917
2019/02/08,33.228
2019/02/09,32.334
2019/02/10,37.892
2019/02/11,35.587
2019/02/12,42.524
2019/02/13,38.349
2019/02/14,36.61
2019/02/15,36.315
2019/02/16,41.812
2019/02/17,38.715
2019/02/18,44.159
2019/02/19,53.802
2019/02/20,52.572
2019/02/21,51.612
2019/02/22,49.473
2019/02/23,58.84
2019/02/24,54.623
2019/02/25,52.44
2019/02/26,54.658
2019/02/27,54.254
2019/02/28,55.846
2019/03/01,50.262
2019/03/02,50.363
2019/03/03,48.487
2019/03/04,47.173
2019/03/05,50.309
2019/03/06,48.388
2019/03/07,49.17
2019/03/08,51.471
2019/03/09,44.825
2019/03/10,50.074
2019/03/11,45.5
2019/03/12,44.567
2019/03/13,42.709
2019/03/14,44.6
2019/03/15,44.31
2019/03/16,53.244
2019/03/17,49.868
2019/03/18,46.696
2019/03/19,41.148
2019/03/20,49.872
2019/03/21,47.16
2019/03/22,45.595
2019/03/23,46.571
2019/03/24,46.311
2019/03/25,45.952
2019/03/26,39.785
2019/03/27,38.686
2019/03/28,38.469
2019/03/29,39.654
2019/03/30,33.141
2019/03/31,35.358
2019/04/01,48.601
2019/04/02,46.289
2019/04/03,44.486
2019/04/04,51.596
2019/04/05,49.767
2019/04/06,51.556
2019/04/07,50.125
2019/04/08,51.489
2019/04/09,53.403
2019/04/10,58.519
2019/04/11,57.228
2019/04/12,55.012
2019/04/13,59.345
2019/04/14,61.936
2019/04/15,62.633
2019/04/16,56.685
2019/04/17,49.379
2019/04/18,48.643
2019/04/19,54.424
2019/04/20,51.686
2019/04/21,53.721
2019/04/22,56.5
2019/04/23,52.935
2019/04/24,47.48
2019/04/25,48.307
2019/04/26,50.011
2019/04/27,55.205
2019/04/28,51.88
2019/04/29,56.364
2019/04/30,58.938
2019/05/01,58.139
2019/05/02,54.774
2019/05/03,49.131
2019/05/04,61.628
2019/05/05,59.528
2019/05/06,52.116
2019/05/07,56.413
2019/05/08,53.685
2019/05/09,54.488
2019/05/10,55.316
2019/05/11,55.758
2019/05/12,60.258
2019/05/13,55.733
2019/05/14,63.238
2019/05/15,65.807
2019/05/16,62.204
2019/05/17,71.901
2019/05/18,72.519
2019/05/19,65.52
2019/05/20,60.718
2019/05/21,56.613
2019/05/22,58.883
2019/05/23,54.709
2019/05/24,50.557
2019/05/25,54.042
2019/05/26,52.149
2019/05/27,58.391
2019/05/28,51.633
2019/05/29,62.35
2019/05/30,57.622
2019/05/31,58.625
2019/06/01,58.595
2019/06/02,60.113
2019/06/03,50.107
2019/06/04,51.676
2019/06/05,48.653
2019/06/06,55.907
2019/06/07,54.897
2019/06/08,49.116
2019/06/09,45.49
2019/06/10,50.32
2019/06/11,47.816
2019/06/12,47.463
2019/06/13,44.488
2019/06/14,46.078
2019/06/15,46.57
2019/06/16,47.526
2019/06/17,49.006
2019/06/18,46.369
2019/06/19,51.257
2019/06/20,49.809
2019/06/21,45.628
2019/06/22,46.372
2019/06/23,50.81
