Date,transactions7trx
2016/11/24,1.399
2016/11/25,1.68
2016/11/26,1.408
2016/11/27,1.067
2016/11/28,0.875
2016/11/29,0.712
2016/11/30,0.309
2016/12/01,-0.206
2016/12/02,-0.532
2016/12/03,-0.732
2016/12/04,-0.898
2016/12/05,-0.943
2016/12/06,-0.684
2016/12/07,-0.548
2016/12/08,-0.557
2016/12/09,-0.551
2016/12/10,-0.563
2016/12/11,-0.624
2016/12/12,-0.703
2016/12/13,-0.55
2016/12/14,-0.215
2016/12/15,0.106
2016/12/16,0.289
2016/12/17,0.212
2016/12/18,-0.067
2016/12/19,-0.057
2016/12/20,0.024
2016/12/21,0.364
2016/12/22,0.912
2016/12/23,1.044
2016/12/24,0.728
2016/12/25,0.228
2016/12/26,-0.347
2016/12/27,-0.582
2016/12/28,-0.595
2016/12/29,-0.385
2016/12/30,-0.179
2016/12/31,-0.124
2017/01/01,-0.232
2017/01/02,-0.355
2017/01/03,-0.232
2017/01/04,0.157
2017/01/05,0.554
2017/01/06,0.668
2017/01/07,0.629
2017/01/08,0.49
2017/01/09,0.448
2017/01/10,0.518
2017/01/11,0.508
2017/01/12,0.649
2017/01/13,0.826
2017/01/14,0.669
2017/01/15,0.379
2017/01/16,0.2
2017/01/17,0.136
2017/01/18,0.071
2017/01/19,-0.033
2017/01/20,-0.063
2017/01/21,-0.14
2017/01/22,-0.082
2017/01/23,-0.021
2017/01/24,0.182
2017/01/25,0.266
2017/01/26,0.303
2017/01/27,0.304
2017/01/28,0.234
2017/01/29,0.05
2017/01/30,-0.056
2017/01/31,-0.17
2017/02/01,-0.238
2017/02/02,-0.3
2017/02/03,-0.378
2017/02/04,-0.354
2017/02/05,-0.247
2017/02/06,-0.089
2017/02/07,0.224
2017/02/08,0.522
2017/02/09,0.645
2017/02/10,0.814
2017/02/11,0.767
2017/02/12,0.586
2017/02/13,0.725
2017/02/14,1.038
2017/02/15,1.253
2017/02/16,1.186
2017/02/17,0.987
2017/02/18,0.752
2017/02/19,0.492
2017/02/20,0.315
2017/02/21,0.454
2017/02/22,0.443
2017/02/23,0.28
2017/02/24,0.275
2017/02/25,0.306
2017/02/26,0.295
2017/02/27,0.293
2017/02/28,0.522
2017/03/01,0.786
2017/03/02,1.339
2017/03/03,1.696
2017/03/04,1.717
2017/03/05,1.52
2017/03/06,1.245
2017/03/07,1.119
2017/03/08,0.856
2017/03/09,0.81
2017/03/10,0.87
2017/03/11,0.939
2017/03/12,1.034
2017/03/13,1.504
2017/03/14,1.896
2017/03/15,2.254
2017/03/16,3.207
2017/03/17,4.051
2017/03/18,4.197
2017/03/19,3.849
2017/03/20,3.217
2017/03/21,2.624
2017/03/22,1.992
2017/03/23,1.493
2017/03/24,1.209
2017/03/25,0.971
2017/03/26,0.682
2017/03/27,0.694
2017/03/28,0.623
2017/03/29,0.682
2017/03/30,0.834
2017/03/31,1.111
2017/04/01,0.96
2017/04/02,0.796
2017/04/03,0.844
2017/04/04,0.707
2017/04/05,0.526
2017/04/06,0.484
2017/04/07,0.457
2017/04/08,0.072
2017/04/09,-0.361
2017/04/10,-0.729
2017/04/11,-0.998
2017/04/12,-1.092
2017/04/13,-1.014
2017/04/14,-0.91
2017/04/15,-0.913
2017/04/16,-1.028
2017/04/17,-1.124
2017/04/18,-0.979
2017/04/19,-0.688
2017/04/20,-0.372
2017/04/21,-0.169
2017/04/22,-0.194
2017/04/23,-0.24
2017/04/24,-0.217
2017/04/25,0.079
2017/04/26,0.376
2017/04/27,0.908
2017/04/28,1.463
2017/04/29,1.621
2017/04/30,1.635
2017/05/01,1.872
2017/05/02,2.086
2017/05/03,1.983
2017/05/04,2.043
2017/05/05,2.008
2017/05/06,1.682
2017/05/07,1.459
2017/05/08,1.464
2017/05/09,1.461
2017/05/10,1.377
2017/05/11,1.369
2017/05/12,1.215
2017/05/13,0.92
2017/05/14,0.602
2017/05/15,0.634
2017/05/16,0.698
2017/05/17,1.102
2017/05/18,1.517
2017/05/19,2.18
2017/05/20,2.348
2017/05/21,2.503
2017/05/22,2.928
2017/05/23,3.456
2017/05/24,3.845
2017/05/25,3.968
2017/05/26,3.731
2017/05/27,3.104
2017/05/28,2.456
2017/05/29,1.906
2017/05/30,1.819
2017/05/31,2.102
2017/06/01,2.291
2017/06/02,2.322
2017/06/03,2.059
2017/06/04,1.733
2017/06/05,1.503
2017/06/06,1.415
2017/06/07,1.434
2017/06/08,1.295
2017/06/09,1.338
2017/06/10,1.403
2017/06/11,1.668
2017/06/12,2.372
2017/06/13,2.964
2017/06/14,3.103
2017/06/15,3.067
2017/06/16,2.81
2017/06/17,2.42
2017/06/18,2.033
2017/06/19,1.956
2017/06/20,2.128
2017/06/21,1.748
2017/06/22,1.598
2017/06/23,1.484
2017/06/24,1.216
2017/06/25,0.791
2017/06/26,0.888
2017/06/27,0.776
2017/06/28,0.713
2017/06/29,0.605
2017/06/30,0.42
2017/07/01,0.153
2017/07/02,-0.06
2017/07/03,0.102
2017/07/04,0.273
2017/07/05,0.357
2017/07/06,0.308
2017/07/07,0.425
2017/07/08,0.305
2017/07/09,-0.033
2017/07/10,0.046
2017/07/11,0.222
2017/07/12,0.361
2017/07/13,0.322
2017/07/14,0.144
2017/07/15,-0.168
2017/07/16,-0.386
2017/07/17,-0.53
2017/07/18,-0.48
2017/07/19,-0.353
2017/07/20,-0.325
2017/07/21,-0.443
2017/07/22,-0.761
2017/07/23,-0.776
2017/07/24,-0.632
2017/07/25,-0.553
2017/07/26,-0.629
2017/07/27,-0.736
2017/07/28,-0.699
2017/07/29,-0.893
2017/07/30,-1.098
2017/07/31,-0.985
2017/08/01,-0.938
2017/08/02,-0.832
2017/08/03,-0.669
2017/08/04,-0.358
2017/08/05,0.003
2017/08/06,0.352
2017/08/07,0.74
2017/08/08,1.314
2017/08/09,1.589
2017/08/10,2.036
2017/08/11,2.546
2017/08/12,2.823
2017/08/13,2.868
2017/08/14,3.203
2017/08/15,3.534
2017/08/16,3.724
2017/08/17,3.819
2017/08/18,3.854
2017/08/19,3.461
2017/08/20,2.603
2017/08/21,2.057
2017/08/22,1.564
2017/08/23,1.192
2017/08/24,0.813
2017/08/25,0.48
2017/08/26,0.013
2017/08/27,-0.361
2017/08/28,-0.466
2017/08/29,-0.3
2017/08/30,-0.015
2017/08/31,0.208
2017/09/01,0.394
2017/09/02,0.274
2017/09/03,-0.085
2017/09/04,0.113
2017/09/05,0.522
2017/09/06,1.164
2017/09/07,1.566
2017/09/08,1.836
2017/09/09,1.643
2017/09/10,1.039
2017/09/11,0.514
2017/09/12,0.251
2017/09/13,-0.021
2017/09/14,-0.197
2017/09/15,-0.06
2017/09/16,-0.079
2017/09/17,-0.494
2017/09/18,-0.716
2017/09/19,-0.914
2017/09/20,-1.11
2017/09/21,-1.296
2017/09/22,-1.622
2017/09/23,-1.992
2017/09/24,-2.22
2017/09/25,-2.215
2017/09/26,-2.076
2017/09/27,-1.854
2017/09/28,-1.506
2017/09/29,-1.141
2017/09/30,-0.952
2017/10/01,-0.914
2017/10/02,-0.826
2017/10/03,-0.609
2017/10/04,-0.461
2017/10/05,-0.322
2017/10/06,-0.178
2017/10/07,-0.195
2017/10/08,-0.246
2017/10/09,-0.143
2017/10/10,0.12
2017/10/11,0.38
2017/10/12,0.686
2017/10/13,1.027
2017/10/14,1.075
2017/10/15,0.961
2017/10/16,1.168
2017/10/17,1.912
2017/10/18,2.536
2017/10/19,3.051
2017/10/20,3.593
2017/10/21,3.601
2017/10/22,3.221
2017/10/23,2.837
2017/10/24,2.563
2017/10/25,2.21
2017/10/26,1.872
2017/10/27,-0.132
2017/10/28,-2.506
2017/10/29,-4.759
2017/10/30,-6.747
2017/10/31,-8.46
2017/11/01,-7.522
2017/11/02,-4.988
2017/11/03,-2.039
2017/11/04,0.195
2017/11/05,1.784
2017/11/06,3.255
2017/11/07,4.098
2017/11/08,4.483
2017/11/09,4.458
2017/11/10,4.148
2017/11/11,3.44
2017/11/12,2.823
2017/11/13,2.334
2017/11/14,2.067
2017/11/15,2.144
2017/11/16,2.115
2017/11/17,2.073
2017/11/18,1.818
2017/11/19,1.51
2017/11/20,1.437
2017/11/21,1.424
2017/11/22,1.488
2017/11/23,1.513
2017/11/24,1.454
2017/11/25,1.461
2017/11/26,1.408
2017/11/27,1.525
2017/11/28,1.757
2017/11/29,2.036
2017/11/30,2.22
2017/12/01,2.195
2017/12/02,2.066
2017/12/03,2.068
2017/12/04,2.105
2017/12/05,2.085
2017/12/06,2.269
2017/12/07,2.112
2017/12/08,2.084
2017/12/09,1.925
2017/12/10,1.731
2017/12/11,1.796
2017/12/12,2.02
2017/12/13,2.315
2017/12/14,2.612
2017/12/15,2.718
2017/12/16,2.668
2017/12/17,2.467
2017/12/18,2.418
2017/12/19,2.605
2017/12/20,2.59
2017/12/21,2.614
2017/12/22,2.654
2017/12/23,2.31
2017/12/24,1.557
2017/12/25,0.738
2017/12/26,0.116
2017/12/27,-0.164
2017/12/28,-0.192
2017/12/29,0.135
2017/12/30,0.637
2017/12/31,0.796
2018/01/01,0.708
2018/01/02,0.933
2018/01/03,1.371
2018/01/04,1.979
2018/01/05,2.379
2018/01/06,2.506
2018/01/07,2.341
2018/01/08,2.145
2018/01/09,1.992
2018/01/10,1.734
2018/01/11,1.443
2018/01/12,1.087
2018/01/13,0.83
2018/01/14,0.507
2018/01/15,0.371
2018/01/16,0.424
2018/01/17,0.539
2018/01/18,0.556
2018/01/19,0.304
2018/01/20,-0.102
2018/01/21,-0.479
2018/01/22,-0.827
2018/01/23,-1.161
2018/01/24,-1.446
2018/01/25,-1.824
2018/01/26,-1.939
2018/01/27,-2.069
2018/01/28,-2.079
2018/01/29,-1.933
2018/01/30,-1.758
2018/01/31,-1.614
2018/02/01,-1.276
2018/02/02,-0.924
2018/02/03,-0.875
2018/02/04,-0.975
2018/02/05,-0.99
2018/02/06,-0.929
2018/02/07,-0.948
2018/02/08,-1.219
2018/02/09,-1.358
2018/02/10,-1.301
2018/02/11,-1.277
2018/02/12,-1.156
2018/02/13,-1.142
2018/02/14,-1.16
2018/02/15,-1.117
2018/02/16,-1.173
2018/02/17,-1.121
2018/02/18,-1.043
2018/02/19,-0.843
2018/02/20,-0.46
2018/02/21,-0.119
2018/02/22,-0.023
2018/02/23,-0.102
2018/02/24,-0.242
2018/02/25,-0.466
2018/02/26,-0.593
2018/02/27,-0.736
2018/02/28,-0.802
2018/03/01,-0.887
2018/03/02,-0.832
2018/03/03,-0.858
2018/03/04,-0.966
2018/03/05,-0.851
2018/03/06,-0.728
2018/03/07,-0.458
2018/03/08,-0.358
2018/03/09,-0.427
2018/03/10,-0.679
2018/03/11,-0.924
2018/03/12,-0.967
2018/03/13,-0.855
2018/03/14,-0.741
2018/03/15,-0.67
2018/03/16,-0.618
2018/03/17,-0.713
2018/03/18,-0.638
2018/03/19,-0.447
2018/03/20,-0.324
2018/03/21,-0.161
2018/03/22,-0.186
2018/03/23,-0.151
2018/03/24,-0.241
2018/03/25,-0.572
2018/03/26,-0.711
2018/03/27,-0.838
2018/03/28,-0.94
2018/03/29,-0.994
2018/03/30,-0.882
2018/03/31,-0.823
2018/04/01,-0.881
2018/04/02,-0.835
2018/04/03,-0.619
2018/04/04,-0.396
2018/04/05,-0.027
2018/04/06,0.225
2018/04/07,0.097
2018/04/08,-0.018
2018/04/09,-0.075
2018/04/10,-0.195
2018/04/11,-0.224
2018/04/12,0.007
2018/04/13,0.408
2018/04/14,0.505
2018/04/15,0.474
2018/04/16,0.499
2018/04/17,0.732
2018/04/18,0.901
2018/04/19,1.274
2018/04/20,1.686
2018/04/21,1.803
2018/04/22,1.755
2018/04/23,1.744
2018/04/24,1.748
2018/04/25,1.688
2018/04/26,1.57
2018/04/27,1.359
2018/04/28,1.147
2018/04/29,0.911
2018/04/30,0.733
2018/05/01,0.463
2018/05/02,0.344
2018/05/03,0.407
2018/05/04,0.859
2018/05/05,0.952
2018/05/06,0.668
2018/05/07,0.463
2018/05/08,0.376
2018/05/09,0.368
2018/05/10,0.435
2018/05/11,0.458
2018/05/12,0.378
2018/05/13,0.212
2018/05/14,0.109
2018/05/15,0.002
2018/05/16,-0.034
2018/05/17,0.021
2018/05/18,0.098
2018/05/19,0.198
2018/05/20,0.155
2018/05/21,0.105
2018/05/22,0.097
2018/05/23,0.128
2018/05/24,0.125
2018/05/25,0.087
2018/05/26,-0.037
2018/05/27,-0.149
2018/05/28,-0.073
2018/05/29,-0.023
2018/05/30,0.019
2018/05/31,0.08
2018/06/01,-0.005
2018/06/02,-0.119
2018/06/03,-0.146
2018/06/04,-0.134
2018/06/05,-0.157
2018/06/06,-0.24
2018/06/07,-0.291
2018/06/08,-0.424
2018/06/09,-0.469
2018/06/10,-0.459
2018/06/11,-0.425
2018/06/12,-0.377
2018/06/13,-0.269
2018/06/14,-0.212
2018/06/15,-0.186
2018/06/16,-0.424
2018/06/17,-0.714
2018/06/18,-0.879
2018/06/19,-0.783
2018/06/20,-0.525
2018/06/21,-0.334
2018/06/22,-0.159
2018/06/23,-0.211
2018/06/24,-0.358
2018/06/25,-0.171
2018/06/26,-0.088
2018/06/27,0.023
2018/06/28,0.07
2018/06/29,0.062
2018/06/30,-0.184
2018/07/01,-0.512
2018/07/02,-1.1
2018/07/03,-1.523
2018/07/04,-2.073
2018/07/05,-2.405
2018/07/06,-2.723
2018/07/07,-2.905
2018/07/08,-2.614
2018/07/09,-2.052
2018/07/10,-1.313
2018/07/11,-0.705
2018/07/12,-0.439
2018/07/13,-0.363
2018/07/14,-0.516
2018/07/15,-0.881
2018/07/16,-0.614
2018/07/17,-0.11
2018/07/18,0.537
2018/07/19,1.097
2018/07/20,1.339
2018/07/21,1.256
2018/07/22,1.173
2018/07/23,1.294
2018/07/24,1.518
2018/07/25,1.723
2018/07/26,1.704
2018/07/27,1.718
2018/07/28,1.514
2018/07/29,1.262
2018/07/30,1.104
2018/07/31,0.964
2018/08/01,0.866
2018/08/02,0.836
2018/08/03,0.766
2018/08/04,0.608
2018/08/05,0.394
2018/08/06,0.176
2018/08/07,-0.148
2018/08/08,-0.616
2018/08/09,-1.126
2018/08/10,-1.404
2018/08/11,-1.428
2018/08/12,-1.351
2018/08/13,-1.1
2018/08/14,-0.803
2018/08/15,-0.614
2018/08/16,-0.334
2018/08/17,-0.308
2018/08/18,-0.343
2018/08/19,-0.458
2018/08/20,-0.433
2018/08/21,-0.482
2018/08/22,-0.575
2018/08/23,-0.652
2018/08/24,-0.71
2018/08/25,-0.787
2018/08/26,-0.858
2018/08/27,-0.725
2018/08/28,-0.593
2018/08/29,-0.639
2018/08/30,-0.631
2018/08/31,-0.63
2018/09/01,-0.422
2018/09/02,-0.242
2018/09/03,-0.07
2018/09/04,-0.034
2018/09/05,0.035
2018/09/06,0.009
2018/09/07,-0.071
2018/09/08,-0.259
2018/09/09,-0.404
2018/09/10,-0.513
2018/09/11,-0.593
2018/09/12,-0.606
2018/09/13,-0.618
2018/09/14,-0.729
2018/09/15,-0.947
2018/09/16,-1.225
2018/09/17,-1.214
2018/09/18,-1.207
2018/09/19,-1.166
2018/09/20,-1.126
2018/09/21,-0.943
2018/09/22,-0.925
2018/09/23,-0.973
2018/09/24,-0.995
2018/09/25,-0.874
2018/09/26,-0.77
2018/09/27,-0.648
2018/09/28,-0.536
2018/09/29,-0.641
2018/09/30,-0.675
2018/10/01,-0.673
2018/10/02,-0.602
2018/10/03,-0.288
2018/10/04,0.088
2018/10/05,0.543
2018/10/06,0.95
2018/10/07,0.945
2018/10/08,0.895
2018/10/09,0.802
2018/10/10,0.632
2018/10/11,0.61
2018/10/12,0.616
2018/10/13,0.563
2018/10/14,0.397
2018/10/15,0.351
2018/10/16,0.396
2018/10/17,0.48
2018/10/18,0.516
2018/10/19,0.62
2018/10/20,0.532
2018/10/21,0.297
2018/10/22,0.23
2018/10/23,0.18
2018/10/24,0.076
2018/10/25,-0.023
2018/10/26,-0.064
2018/10/27,-0.221
2018/10/28,-0.37
2018/10/29,-0.188
2018/10/30,0.091
2018/10/31,0.302
2018/11/01,0.454
2018/11/02,0.434
2018/11/03,0.217
2018/11/04,-0.034
2018/11/05,-0.061
2018/11/06,0.055
2018/11/07,0.12
2018/11/08,0.126
2018/11/09,0.082
2018/11/10,-0.141
2018/11/11,-0.295
2018/11/12,-0.269
2018/11/13,-0.217
2018/11/14,-0.077
2018/11/15,0.025
2018/11/16,0.064
2018/11/17,-0.062
2018/11/18,-0.297
2018/11/19,-0.145
2018/11/20,0.158
2018/11/21,0.343
2018/11/22,0.412
2018/11/23,0.391
2018/11/24,0.152
2018/11/25,-0.052
2018/11/26,-0.131
2018/11/27,-0.118
2018/11/28,0.092
2018/11/29,0.163
2018/11/30,0.284
2018/12/01,0.196
2018/12/02,-0.061
2018/12/03,-0.192
2018/12/04,-0.2
2018/12/05,-0.066
2018/12/06,0.096
2018/12/07,0.19
2018/12/08,0.182
2018/12/09,0.003
2018/12/10,-0.085
2018/12/11,-0.175
2018/12/12,-0.254
2018/12/13,-0.224
2018/12/14,-0.145
2018/12/15,-0.097
2018/12/16,-0.168
2018/12/17,-0.126
2018/12/18,-0.078
2018/12/19,0.082
2018/12/20,0.277
2018/12/21,0.462
2018/12/22,0.293
2018/12/23,0.135
2018/12/24,0.205
2018/12/25,0.13
2018/12/26,0.076
2018/12/27,0.004
2018/12/28,0.002
2018/12/29,-0.049
2018/12/30,-0.344
2018/12/31,-0.521
2019/01/01,-0.82
2019/01/02,-0.717
2019/01/03,-0.424
2019/01/04,-0.222
2019/01/05,-0.198
2019/01/06,-0.318
2019/01/07,-0.293
2019/01/08,-0.199
2019/01/09,-0.07
2019/01/10,0.123
2019/01/11,0.192
2019/01/12,-0.062
2019/01/13,-0.33
2019/01/14,-0.279
2019/01/15,-0.205
2019/01/16,-0.223
2019/01/17,-0.247
2019/01/18,-0.202
2019/01/19,-0.131
2019/01/20,-0.062
2019/01/21,0.129
2019/01/22,0.407
2019/01/23,0.458
2019/01/24,0.36
2019/01/25,0.165
2019/01/26,-0.159
2019/01/27,-0.415
2019/01/28,-0.365
2019/01/29,-0.194
2019/01/30,-0.026
2019/01/31,0.003
2019/02/01,-0.085
2019/02/02,-0.351
2019/02/03,-0.722
2019/02/04,-1.098
2019/02/05,-1.414
2019/02/06,-1.597
2019/02/07,-1.677
2019/02/08,-1.54
2019/02/09,-1.48
2019/02/10,-1.558
2019/02/11,-1.51
2019/02/12,-1.36
2019/02/13,-0.986
2019/02/14,-0.611
2019/02/15,-0.304
2019/02/16,-0.119
2019/02/17,-0.035
2019/02/18,0.216
2019/02/19,0.568
2019/02/20,0.881
2019/02/21,1.161
2019/02/22,1.312
2019/02/23,1.179
2019/02/24,1.145
2019/02/25,1.246
2019/02/26,1.298
2019/02/27,1.254
2019/02/28,1.162
2019/03/01,1.066
2019/03/02,0.903
2019/03/03,0.621
2019/03/04,0.709
2019/03/05,0.858
2019/03/06,0.935
2019/03/07,0.935
2019/03/08,0.859
2019/03/09,0.73
2019/03/10,0.384
2019/03/11,0.147
2019/03/12,0.069
2019/03/13,0.094
2019/03/14,0.159
2019/03/15,0.168
2019/03/16,0.012
2019/03/17,-0.216
2019/03/18,-0.212
2019/03/19,0.07
2019/03/20,0.408
2019/03/21,0.673
2019/03/22,0.882
2019/03/23,0.831
2019/03/24,0.633
2019/03/25,0.671
2019/03/26,0.734
2019/03/27,0.777
2019/03/28,0.814
2019/03/29,0.845
2019/03/30,0.927
2019/03/31,0.943
2019/04/01,1.021
2019/04/02,1.277
2019/04/03,1.507
2019/04/04,1.476
2019/04/05,1.193
2019/04/06,0.684
2019/04/07,0.189
2019/04/08,0.002
2019/04/09,-0.054
2019/04/10,-0.004
2019/04/11,0.215
2019/04/12,0.385
2019/04/13,0.307
2019/04/14,-0.017
2019/04/15,-0.225
2019/04/16,-0.266
2019/04/17,-0.165
2019/04/18,0.022
2019/04/19,0.205
2019/04/20,0.338
2019/04/21,0.29
2019/04/22,0.379
2019/04/23,0.53
2019/04/24,0.529
2019/04/25,0.486
2019/04/26,0.377
2019/04/27,0.023
2019/04/28,-0.307
2019/04/29,-0.489
2019/04/30,-0.389
2019/05/01,-0.186
2019/05/02,-0.152
2019/05/03,-0.086
2019/05/04,-0.129
2019/05/05,-0.176
2019/05/06,-0.051
2019/05/07,0.014
