Date,fee_to_rewardUSD
2019/06/04,3.678
2019/06/05,3.517
2019/06/06,3.342
2019/06/07,3.134
2019/06/08,4.896
2019/06/09,2.446
2019/06/10,5.026
2019/06/11,4.062
2019/06/12,2.689
2019/06/13,2.698
2019/06/14,3.469
2019/06/15,4.383
2019/06/16,2.665
2019/06/17,4.823
2019/06/18,3.247
2019/06/19,3.888
2019/06/20,5.192
2019/06/21,2.836
2019/06/22,2.614
2019/06/23,2.738
2019/06/24,3.267
2019/06/25,4.82
2019/06/26,4.684
2019/06/27,5.036
2019/06/28,5.048
2019/06/29,3.301
2019/06/30,3.224
2019/07/01,5.241
2019/07/02,3.985
2019/07/03,2.893
2019/07/04,2.614
2019/07/05,3.564
2019/07/06,3.071
2019/07/07,2.025
2019/07/08,3.61
2019/07/09,3
2019/07/10,2.589
2019/07/11,4.886
2019/07/12,2.821
2019/07/13,2.157
2019/07/14,2.612
2019/07/15,3.429
2019/07/16,6.74
2019/07/17,4.936
2019/07/18,2.598
2019/07/19,4.073
2019/07/20,1.992
2019/07/21,1.924
2019/07/22,2.196
2019/07/23,2.385
2019/07/24,4.893
2019/07/25,4.905
2019/07/26,2.466
2019/07/27,2.308
2019/07/28,1.84
2019/07/29,2.431
2019/07/30,2.545
2019/07/31,2.818
2019/08/01,4.731
2019/08/02,3.315
2019/08/03,3.851
2019/08/04,1.838
2019/08/05,2.533
2019/08/06,2.767
2019/08/07,2.558
2019/08/08,2.713
2019/08/09,2.842
2019/08/10,2.21
2019/08/11,2.004
2019/08/12,2.596
2019/08/13,2.294
2019/08/14,2.855
2019/08/15,3.405
2019/08/16,2.617
2019/08/17,1.99
2019/08/18,2.045
2019/08/19,3.156
2019/08/20,3.218
2019/08/21,3.759
2019/08/22,3.4
2019/08/23,3.121
2019/08/24,2.77
2019/08/25,3.461
2019/08/26,4.247
2019/08/27,3.432
2019/08/28,3.454
2019/08/29,3.477
2019/08/30,3.419
2019/08/31,3.076
2019/09/01,3.059
2019/09/02,3.797
2019/09/03,3.825
2019/09/04,3.729
2019/09/05,4.499
2019/09/06,4.907
2019/09/07,4.612
2019/09/08,4.97
2019/09/09,5.617
2019/09/10,6.206
2019/09/11,5.883
2019/09/12,6.413
2019/09/13,5.957
2019/09/14,6.381
2019/09/15,6.521
2019/09/16,6.678
2019/09/17,8.054
2019/09/18,8.358
2019/09/19,9.507
2019/09/20,9.428
2019/09/21,7.624
2019/09/22,6.068
2019/09/23,8.476
2019/09/24,9.868
2019/09/25,9.931
2019/09/26,8.005
2019/09/27,8.194
2019/09/28,8.032
2019/09/29,7.491
2019/09/30,6.779
2019/10/01,3.484
2019/10/02,3.365
2019/10/03,4.385
2019/10/04,3.349
2019/10/05,2.908
2019/10/06,2.693
2019/10/07,3.051
2019/10/08,3.248
2019/10/09,3.88
2019/10/10,3.424
2019/10/11,3.218
2019/10/12,2.734
2019/10/13,2.629
2019/10/14,3.092
2019/10/15,3.163
2019/10/16,3.168
2019/10/17,3.019
2019/10/18,3.226
2019/10/19,2.893
2019/10/20,3.085
2019/10/21,3.258
2019/10/22,3.674
2019/10/23,4.357
2019/10/24,3.747
2019/10/25,3.995
2019/10/26,3.89
2019/10/27,3.202
2019/10/28,3.741
2019/10/29,3.892
2019/10/30,3.938
2019/10/31,3.767
2019/11/01,3.441
2019/11/02,2.815
2019/11/03,2.931
2019/11/04,3.419
2019/11/05,3.588
2019/11/06,3.296
2019/11/07,4.601
2019/11/08,3.572
2019/11/09,3.009
2019/11/10,2.992
2019/11/11,3.648
2019/11/12,3.519
2019/11/13,3.601
2019/11/14,3.537
2019/11/15,3.53
2019/11/16,2.826
2019/11/17,2.929
2019/11/18,3.622
2019/11/19,3.816
2019/11/20,3.731
2019/11/21,5.115
2019/11/22,7.734
2019/11/23,3.144
2019/11/24,3.118
2019/11/25,6.762
2019/11/26,5.324
2019/11/27,4.289
2019/11/28,4.311
2019/11/29,3.696
2019/11/30,3.174
2019/12/01,3.893
2019/12/02,3.913
2019/12/03,3.427
2019/12/04,3.842
2019/12/05,3.315
2019/12/06,2.978
2019/12/07,2.479
2019/12/08,2.163
2019/12/09,3.025
2019/12/10,3.22
2019/12/11,3.279
2019/12/12,3.271
2019/12/13,3.275
2019/12/14,3.032
2019/12/15,3.096
2019/12/16,4.102
2019/12/17,5.443
2019/12/18,4.729
2019/12/19,3.875
2019/12/20,3.944
2019/12/21,3.069
2019/12/22,2.942
2019/12/23,3.882
2019/12/24,3.335
2019/12/25,3.226
2019/12/26,3.303
2019/12/27,3.163
2019/12/28,2.743
2019/12/29,2.658
2019/12/30,3.173
2019/12/31,3.168
2020/01/01,2.728
2020/01/02,2.307
2020/01/03,2.349
2020/01/04,1.906
2020/01/05,1.882
2020/01/06,2.47
2020/01/07,2.442
2020/01/08,2.925
2020/01/09,2.401
2020/01/10,2.79
2020/01/11,2.179
2020/01/12,2.015
2020/01/13,2.389
2020/01/14,3.01
2020/01/15,2.817
2020/01/16,2.392
2020/01/17,2.538
2020/01/18,2.378
2020/01/19,2.234
2020/01/20,2.079
2020/01/21,1.915
2020/01/22,1.788
2020/01/23,1.779
2020/01/24,1.76
2020/01/25,1.35
2020/01/26,1.378
2020/01/27,1.644
2020/01/28,1.842
2020/01/29,1.887
2020/01/30,2.17
2020/01/31,2.136
2020/02/01,1.938
2020/02/02,1.9
2020/02/03,2.242
2020/02/04,2.443
2020/02/05,2.993
2020/02/06,3.237
2020/02/07,3.34
2020/02/08,2.737
2020/02/09,2.501
2020/02/10,2.681
2020/02/11,2.899
2020/02/12,3.896
2020/02/13,3.704
2020/02/14,3.552
2020/02/15,3.383
2020/02/16,3.603
2020/02/17,3.302
2020/02/18,3.086
2020/02/19,3.28
2020/02/20,3.33
2020/02/21,2.396
2020/02/22,2.131
2020/02/23,2.502
2020/02/24,2.849
2020/02/25,3.119
2020/02/26,4.29
2020/02/27,3.39
2020/02/28,3.094
2020/02/29,2.276
2020/03/01,2.415
2020/03/02,2.459
2020/03/03,2.58
2020/03/04,2.599
2020/03/05,3.038
2020/03/06,2.745
2020/03/07,2.535
2020/03/08,3.674
2020/03/09,4.723
2020/03/10,3.21
2020/03/11,3.669
2020/03/12,22.245
2020/03/13,19.752
2020/03/14,3.975
2020/03/15,3.536
2020/03/16,8.734
2020/03/17,4.959
2020/03/18,4.113
2020/03/19,5.633
2020/03/20,4.775
2020/03/21,3.478
2020/03/22,3.427
2020/03/23,3.889
2020/03/24,3.795
2020/03/25,3.662
2020/03/26,3.585
2020/03/27,3.321
2020/03/28,2.774
2020/03/29,2.42
2020/03/30,3.134
2020/03/31,3.418
2020/04/01,3.124
2020/04/02,3.52
2020/04/03,3.319
2020/04/04,2.537
2020/04/05,2.454
2020/04/06,4.224
2020/04/07,3.936
2020/04/08,3.522
2020/04/09,3.361
2020/04/10,3.544
2020/04/11,2.739
2020/04/12,2.542
2020/04/13,3.379
2020/04/14,3.608
2020/04/15,3.381
2020/04/16,4.615
2020/04/17,3.64
2020/04/18,3.922
2020/04/19,3.521
2020/04/20,4.444
2020/04/21,4.458
2020/04/22,4.411
2020/04/23,4.628
2020/04/24,4.501
2020/04/25,3.882
2020/04/26,4.269
2020/04/27,4.406
2020/04/28,4.091
2020/04/29,6.325
2020/04/30,8.081
2020/05/01,4.57
2020/05/02,3.568
2020/05/03,4.088
2020/05/04,4.914
2020/05/05,5.25
2020/05/06,6.334
2020/05/07,7.633
2020/05/08,7.439
2020/05/09,6.299
2020/05/10,10.139
2020/05/11,8.333
2020/05/12,9.302
2020/05/13,11.437
2020/05/14,13.401
2020/05/15,10.729
2020/05/16,8.937
2020/05/17,9.404
2020/05/18,12.322
2020/05/19,11.188
2020/05/20,12.568
2020/05/21,16.174
2020/05/22,12.076
2020/05/23,7.927
2020/05/24,10.262
2020/05/25,12.85
2020/05/26,13.033
2020/05/27,13.851
2020/05/28,13.804
2020/05/29,12.086
2020/05/30,11.741
2020/05/31,9.981
2020/06/01,11.262
2020/06/02,12.586
2020/06/03,10.359
2020/06/04,10.963
2020/06/05,11.265
2020/06/06,12.459
2020/06/07,13.526
2020/06/08,13.736
2020/06/09,13.092
2020/06/10,14.33
2020/06/11,14.286
2020/06/12,12.545
2020/06/13,10.031
2020/06/14,8.627
2020/06/15,14.547
2020/06/16,14.002
2020/06/17,14.641
2020/06/18,13.529
2020/06/19,14.675
2020/06/20,12.033
2020/06/21,12.073
2020/06/22,16.454
2020/06/23,18.08
2020/06/24,18.584
2020/06/25,16.931
2020/06/26,15.655
2020/06/27,15.067
2020/06/28,14.393
2020/06/29,15.963
2020/06/30,19.592
2020/07/01,18.256
2020/07/02,16.914
2020/07/03,17.283
2020/07/04,13.768
2020/07/05,12.947
2020/07/06,15.928
2020/07/07,16.076
2020/07/08,19.649
2020/07/09,18.215
2020/07/10,15.298
2020/07/11,13.563
2020/07/12,12.825
2020/07/13,19.458
2020/07/14,17.21
2020/07/15,19.593
2020/07/16,21.07
2020/07/17,21.521
2020/07/18,19.941
2020/07/19,21.576
2020/07/20,25.608
2020/07/21,26.459
2020/07/22,26.183
2020/07/23,28.503
2020/07/24,27.684
2020/07/25,29.694
2020/07/26,26.881
2020/07/27,32.792
2020/07/28,26.811
2020/07/29,27.525
2020/07/30,26.523
2020/07/31,28.473
2020/08/01,24.699
2020/08/02,27.552
2020/08/03,25.906
2020/08/04,23.124
2020/08/05,21.956
2020/08/06,23.259
2020/08/07,27.759
2020/08/08,25.948
2020/08/09,29.148
2020/08/10,37.486
2020/08/11,39.705
2020/08/12,52.432
2020/08/13,54.582
2020/08/14,50.301
2020/08/15,38.069
2020/08/16,35.012
2020/08/17,36.907
2020/08/18,40.219
2020/08/19,41.105
2020/08/20,38.194
2020/08/21,44.694
2020/08/22,34.999
2020/08/23,30.719
2020/08/24,34.114
2020/08/25,35.415
2020/08/26,32.198
2020/08/27,33.036
2020/08/28,32.233
2020/08/29,34.573
2020/08/30,50.435
2020/08/31,53.992
2020/09/01,67.203
2020/09/02,68.538
2020/09/03,64.452
2020/09/04,51.513
2020/09/05,54.904
2020/09/06,39.832
2020/09/07,37.1
2020/09/08,34.924
2020/09/09,38.169
2020/09/10,46.764
2020/09/11,43.128
2020/09/12,35.666
2020/09/13,38.136
2020/09/14,48.821
2020/09/15,47.287
2020/09/16,43.316
2020/09/17,68.89
2020/09/18,59.909
2020/09/19,46.366
2020/09/20,40.009
2020/09/21,44.553
2020/09/22,43.576
2020/09/23,39.497
2020/09/24,36.029
2020/09/25,34.451
2020/09/26,30.249
2020/09/27,30.492
2020/09/28,37.626
2020/09/29,42.168
2020/09/30,37.361
2020/10/01,32.981
2020/10/02,31.656
2020/10/03,26.986
2020/10/04,28.815
2020/10/05,30.377
2020/10/06,34.35
2020/10/07,29.587
2020/10/08,28.621
2020/10/09,27.836
2020/10/10,23.44
2020/10/11,19.596
2020/10/12,26.768
2020/10/13,27.083
2020/10/14,27.299
2020/10/15,27.451
2020/10/16,24.434
2020/10/17,15.294
2020/10/18,15.767
2020/10/19,21.156
2020/10/20,22.566
2020/10/21,27.371
2020/10/22,24.866
2020/10/23,22.554
2020/10/24,13.596
2020/10/25,14.043
2020/10/26,21.648
2020/10/27,17.706
2020/10/28,23.398
2020/10/29,24.831
2020/10/30,23.565
2020/10/31,16.475
2020/11/01,14.272
2020/11/02,23.182
2020/11/03,18.807
2020/11/04,16.001
2020/11/05,19.625
2020/11/06,23.183
2020/11/07,21.938
2020/11/08,13.1
2020/11/09,17.864
2020/11/10,20.359
2020/11/11,20.198
2020/11/12,21.496
2020/11/13,21.607
2020/11/14,14.08
2020/11/15,14.403
2020/11/16,19.209
2020/11/17,28.207
2020/11/18,29.443
2020/11/19,20.11
2020/11/20,25.814
2020/11/21,24.963
2020/11/22,24.98
2020/11/23,28.189
2020/11/24,31.769
2020/11/25,23.944
2020/11/26,36.465
2020/11/27,17.942
2020/11/28,12.94
2020/11/29,11.614
2020/11/30,27.526
2020/12/01,28.982
2020/12/02,18.069
2020/12/03,19.214
2020/12/04,21.36
2020/12/05,15.483
2020/12/06,15.275
2020/12/07,19.808
2020/12/08,24.613
2020/12/09,25.059
2020/12/10,22.391
2020/12/11,24.435
2020/12/12,17.563
2020/12/13,18.452
2020/12/14,24.522
2020/12/15,30.699
2020/12/16,29.965
2020/12/17,41.16
2020/12/18,27.562
2020/12/19,24.363
2020/12/20,19.113
2020/12/21,28.876
2020/12/22,26.396
2020/12/23,35.269
2020/12/24,30.355
2020/12/25,31.617
2020/12/26,26.032
2020/12/27,32.518
2020/12/28,35.463
2020/12/29,33.847
2020/12/30,37.445
2020/12/31,34.259
2021/01/01,26.226
2021/01/02,32.987
2021/01/03,42.266
2021/01/04,52.827
2021/01/05,41.51
2021/01/06,39.606
2021/01/07,40.852
2021/01/08,41.465
2021/01/09,33.096
2021/01/10,31.669
2021/01/11,50.732
2021/01/12,31.431
2021/01/13,26.894
2021/01/14,30.525
2021/01/15,31.513
2021/01/16,29.695
2021/01/17,25.322
2021/01/18,28.227
2021/01/19,34.798
2021/01/20,30.788
2021/01/21,37.793
2021/01/22,39.079
2021/01/23,30.318
2021/01/24,30.296
2021/01/25,36.312
2021/01/26,31.293
2021/01/27,33.861
2021/01/28,33.126
2021/01/29,41.627
2021/01/30,36.599
2021/01/31,40.357
2021/02/01,44.639
2021/02/02,47.306
2021/02/03,47.307
2021/02/04,54.039
2021/02/05,55.183
2021/02/06,47.669
2021/02/07,44.58
2021/02/08,49.557
2021/02/09,53.658
2021/02/10,52.287
2021/02/11,46.692
2021/02/12,47.535
2021/02/13,49.208
2021/02/14,43.781
2021/02/15,46.868
2021/02/16,47.343
2021/02/17,47.037
2021/02/18,49.154
2021/02/19,49.407
2021/02/20,50.984
2021/02/21,43.45
2021/02/22,53.858
2021/02/23,62.093
2021/02/24,50.254
2021/02/25,46.724
2021/02/26,45.58
2021/02/27,39.26
2021/02/28,38.497
2021/03/01,38.343
2021/03/02,39.451
2021/03/03,40.557
2021/03/04,37.61
2021/03/05,42.464
2021/03/06,34.707
2021/03/07,41.315
2021/03/08,42.041
2021/03/09,42.839
2021/03/10,41.646
2021/03/11,41.58
2021/03/12,47.534
2021/03/13,46.619
2021/03/14,44.396
2021/03/15,50.001
2021/03/16,49.341
2021/03/17,50.366
2021/03/18,48.757
2021/03/19,46.22
2021/03/20,43.124
2021/03/21,42.529
2021/03/22,49.303
2021/03/23,46.585
2021/03/24,47.981
2021/03/25,48.971
2021/03/26,43.904
2021/03/27,39.374
2021/03/28,39.959
2021/03/29,43.844
2021/03/30,46.43
2021/03/31,51.889
2021/04/01,51.054
2021/04/02,49.313
2021/04/03,44.074
2021/04/04,37.902
2021/04/05,43.569
2021/04/06,44.893
2021/04/07,44.973
2021/04/08,39.764
2021/04/09,39.174
2021/04/10,35.654
2021/04/11,31.906
2021/04/12,36.671
2021/04/13,38.477
2021/04/14,42.464
2021/04/15,35.326
2021/04/16,48.112
2021/04/17,44.589
2021/04/18,46.549
2021/04/19,50.075
2021/04/20,57.896
2021/04/21,49.807
2021/04/22,46.842
2021/04/23,43.204
2021/04/24,30.814
2021/04/25,26.611
2021/04/26,28.539
2021/04/27,29.574
2021/04/28,32.344
2021/04/29,31.402
2021/04/30,26.751
2021/05/01,24.744
2021/05/02,21.366
2021/05/03,28.809
2021/05/04,30.14
2021/05/05,27.558
2021/05/06,29.854
2021/05/07,30.293
2021/05/08,43.776
2021/05/09,44.473
2021/05/10,56.772
2021/05/11,63.825
2021/05/12,61.891
2021/05/13,50.793
2021/05/14,45.015
2021/05/15,37.824
2021/05/16,33.814
2021/05/17,37.502
2021/05/18,35.861
2021/05/19,56.473
2021/05/20,42.265
2021/05/21,38.076
2021/05/22,26.774
2021/05/23,40.153
2021/05/24,30.054
2021/05/25,25.389
2021/05/26,24.247
2021/05/27,20.569
2021/05/28,21.013
2021/05/29,17.57
2021/05/30,15.777
2021/05/31,17.463
2021/06/01,16.716
2021/06/02,17.209
2021/06/03,17.913
2021/06/04,15.468
2021/06/05,11.809
2021/06/06,9.997
2021/06/07,12.959
2021/06/08,16.219
2021/06/09,14.023
2021/06/10,12.452
2021/06/11,13.757
2021/06/12,11.482
2021/06/13,9.303
2021/06/14,11.876
2021/06/15,12.482
2021/06/16,12.147
2021/06/17,12.81
2021/06/18,12.815
2021/06/19,9.528
2021/06/20,10.419
2021/06/21,21.879
2021/06/22,27.045
2021/06/23,13.148
2021/06/24,11.92
2021/06/25,14.545
2021/06/26,9.509
2021/06/27,11.181
2021/06/28,13.429
2021/06/29,13.745
2021/06/30,16.072
2021/07/01,13.394
2021/07/02,10.543
2021/07/03,9.31
2021/07/04,8.332
2021/07/05,10.545
2021/07/06,23.971
2021/07/07,20.825
2021/07/08,19.618
2021/07/09,15.878
2021/07/10,10.367
2021/07/11,8.351
2021/07/12,15.764
2021/07/13,17.533
2021/07/14,22.77
2021/07/15,22.476
2021/07/16,21.415
2021/07/17,16.031
2021/07/18,15.319
2021/07/19,15.963
2021/07/20,17.944
2021/07/21,14.301
2021/07/22,17.232
2021/07/23,16.262
2021/07/24,12.738
2021/07/25,12.553
2021/07/26,21.248
2021/07/27,19.632
2021/07/28,21.437
2021/07/29,17.927
2021/07/30,20.449
2021/07/31,19.616
2021/08/01,20.094
2021/08/02,21.727
2021/08/03,23.742
2021/08/04,22.665
2021/08/05,27.108
2021/08/06,24.272
2021/08/07,24.835
2021/08/08,22.938
2021/08/09,25.165
2021/08/10,26.278
2021/08/11,28.39
2021/08/12,26.186
2021/08/13,26.108
2021/08/14,24.015
2021/08/15,23.605
2021/08/16,26.455
2021/08/17,25.485
2021/08/18,23.909
2021/08/19,22.039
2021/08/20,6.982
2021/08/21,5.875
2021/08/22,5.644
2021/08/23,7.506
2021/08/24,8.621
2021/08/25,9.014
2021/08/26,8.944
2021/08/27,9.291
2021/08/28,7.887
2021/08/29,8.523
2021/08/30,10.104
2021/08/31,10.01
2021/09/01,9.779
2021/09/02,8.775
2021/09/03,11.32
2021/09/04,10.141
2021/09/05,9.601
2021/09/06,9.451
2021/09/07,13.298
2021/09/08,11.757
2021/09/09,11.45
2021/09/10,9.232
2021/09/11,6.119
2021/09/12,5.431
2021/09/13,8.431
2021/09/14,6.965
2021/09/15,6.692
2021/09/16,7.66
2021/09/17,6.295
2021/09/18,4.869
2021/09/19,5.874
2021/09/20,8.238
2021/09/21,8.23
2021/09/22,6.337
2021/09/23,6.905
2021/09/24,6.524
2021/09/25,4.48
2021/09/26,7.04
2021/09/27,7.229
2021/09/28,6.974
2021/09/29,6.263
2021/09/30,7.948
2021/10/01,6.618
2021/10/02,5.321
2021/10/03,5.191
2021/10/04,7.333
2021/10/05,9.366
2021/10/06,9.599
2021/10/07,11.14
2021/10/08,8.281
2021/10/09,5.491
2021/10/10,6.368
2021/10/11,7.954
2021/10/12,7.132
2021/10/13,7.324
2021/10/14,8.976
2021/10/15,10.394
2021/10/16,5.885
2021/10/17,5.709
2021/10/18,7.368
2021/10/19,6.485
2021/10/20,6.462
2021/10/21,7.883
2021/10/22,6.921
2021/10/23,5.857
2021/10/24,6.549
2021/10/25,7.679
2021/10/26,8.893
2021/10/27,11.937
2021/10/28,11.983
2021/10/29,11.036
2021/10/30,10.896
2021/10/31,9.737
2021/11/01,9.783
2021/11/02,10.913
2021/11/03,10.831
2021/11/04,9.885
2021/11/05,9.19
2021/11/06,8.172
2021/11/07,6.962
2021/11/08,9.15
2021/11/09,10.261
2021/11/10,10.676
2021/11/11,10.435
2021/11/12,9.513
2021/11/13,8.468
2021/11/14,7.307
2021/11/15,9.669
2021/11/16,9.664
2021/11/17,8.367
2021/11/18,9.206
2021/11/19,7.876
2021/11/20,6.783
2021/11/21,7.194
2021/11/22,8.771
2021/11/23,8.98
2021/11/24,9.08
2021/11/25,8.772
2021/11/26,9.008
2021/11/27,8.136
2021/11/28,7.099
2021/11/29,8.036
2021/11/30,8.845
2021/12/01,8.267
2021/12/02,7.923
2021/12/03,7.428
2021/12/04,10.074
2021/12/05,6.551
2021/12/06,7.967
2021/12/07,6.964
2021/12/08,6.428
2021/12/09,6.542
2021/12/10,7.628
2021/12/11,5.403
2021/12/12,5.001
2021/12/13,6.798
2021/12/14,5.899
2021/12/15,6.408
2021/12/16,6.007
2021/12/17,6.276
2021/12/18,4.603
2021/12/19,5.32
2021/12/20,5.674
2021/12/21,5.125
2021/12/22,5.541
2021/12/23,5.755
2021/12/24,5.501
2021/12/25,4.939
2021/12/26,4.093
2021/12/27,5.267
2021/12/28,6.169
2021/12/29,6.896
2021/12/30,6.137
2021/12/31,5.422
2022/01/01,4.545
2022/01/02,5.316
2022/01/03,5.478
2022/01/04,6.569
2022/01/05,7.485
2022/01/06,6.754
2022/01/07,7.505
2022/01/08,5.759
2022/01/09,5.817
2022/01/10,7.948
2022/01/11,7.282
2022/01/12,7.941
2022/01/13,6.554
2022/01/14,6.771
2022/01/15,5.265
2022/01/16,5.291
2022/01/17,6.505
2022/01/18,5.975
2022/01/19,6.502
2022/01/20,6.64
2022/01/21,8.784
2022/01/22,8.432
2022/01/23,5.404
2022/01/24,7.329
2022/01/25,6.035
2022/01/26,6.587
2022/01/27,6.764
2022/01/28,6.108
2022/01/29,5.656
2022/01/30,5.818
2022/01/31,5.535
2022/02/01,6.211
2022/02/02,6.341
2022/02/03,5.873
2022/02/04,5.553
2022/02/05,5.773
2022/02/06,4.232
2022/02/07,5.941
2022/02/08,5.238
2022/02/09,5.49
2022/02/10,5.68
2022/02/11,5.056
2022/02/12,4.48
2022/02/13,3.991
2022/02/14,4.466
2022/02/15,5.106
2022/02/16,5.186
2022/02/17,5.164
2022/02/18,4.453
2022/02/19,4.327
2022/02/20,4.552
2022/02/21,4.596
2022/02/22,4.986
2022/02/23,4.93
2022/02/24,5.611
2022/02/25,4.35
2022/02/26,3.753
2022/02/27,3.585
2022/02/28,4.098
2022/03/01,4.23
2022/03/02,4.3
2022/03/03,4.314
2022/03/04,3.82
2022/03/05,3.335
2022/03/06,3.72
2022/03/07,4.249
2022/03/08,4.563
2022/03/09,3.654
2022/03/10,3.686
2022/03/11,3.571
2022/03/12,2.954
2022/03/13,3.244
2022/03/14,3.677
2022/03/15,3.619
2022/03/16,4.048
2022/03/17,4.898
2022/03/18,5.025
2022/03/19,3.502
2022/03/20,3.555
2022/03/21,3.785
2022/03/22,3.87
2022/03/23,3.522
2022/03/24,4.041
2022/03/25,3.702
2022/03/26,3.182
2022/03/27,4.531
2022/03/28,5.247
2022/03/29,4.521
2022/03/30,4.204
2022/03/31,4.21
2022/04/01,4.373
2022/04/02,4.622
2022/04/03,4.183
2022/04/04,4.919
2022/04/05,5.072
2022/04/06,4.45
2022/04/07,4.51
2022/04/08,4.064
2022/04/09,3.145
2022/04/10,3.622
2022/04/11,4.055
2022/04/12,3.79
2022/04/13,3.759
2022/04/14,4.45
2022/04/15,3.15
2022/04/16,3.658
2022/04/17,3.311
2022/04/18,3.945
2022/04/19,3.923
2022/04/20,4.542
2022/04/21,4.231
2022/04/22,4.11
2022/04/23,2.952
2022/04/24,3.1
2022/04/25,4.482
2022/04/26,3.605
2022/04/27,3.86
2022/04/28,3.961
2022/04/29,4.217
2022/04/30,3.965
2022/05/01,11.819
2022/05/02,3.818
2022/05/03,3.501
2022/05/04,3.823
2022/05/05,4.812
2022/05/06,3.933
2022/05/07,2.693
2022/05/08,3.006
2022/05/09,5.482
2022/05/10,5.597
2022/05/11,9.792
2022/05/12,11.791
2022/05/13,5.544
2022/05/14,4.618
2022/05/15,3.5
2022/05/16,3.647
2022/05/17,3.726
2022/05/18,3.49
2022/05/19,3.725
2022/05/20,3.456
2022/05/21,3.189
2022/05/22,2.81
2022/05/23,3.364
2022/05/24,3.352
2022/05/25,3.357
2022/05/26,4.184
2022/05/27,3.985
2022/05/28,2.738
2022/05/29,2.678
2022/05/30,3.578
2022/05/31,4.187
2022/06/01,3.694
2022/06/02,3.292
2022/06/03,3.619
2022/06/04,3.825
2022/06/05,3.485
2022/06/06,3.848
2022/06/07,4.329
2022/06/08,4.397
2022/06/09,4.036
2022/06/10,3.897
2022/06/11,3.85
2022/06/12,3.971
2022/06/13,8.734
2022/06/14,6.585
2022/06/15,6.655
2022/06/16,4.43
2022/06/17,4.32
2022/06/18,5.714
2022/06/19,4.756
2022/06/20,4.136
2022/06/21,4.479
2022/06/22,4.175
2022/06/23,4.472
2022/06/24,4.577
2022/06/25,3.51
2022/06/26,3.518
2022/06/27,3.942
2022/06/28,4.489
2022/06/29,5.33
2022/06/30,5.051
2022/07/01,3.814
2022/07/02,2.959
2022/07/03,3.003
2022/07/04,3.403
2022/07/05,3.625
2022/07/06,3.812
2022/07/07,3.791
2022/07/08,3.494
2022/07/09,3.421
2022/07/10,3.011
2022/07/11,3.737
2022/07/12,3.661
2022/07/13,4.056
2022/07/14,3.847
2022/07/15,3.707
2022/07/16,3.909
2022/07/17,3.355
2022/07/18,4.108
2022/07/19,4.352
2022/07/20,3.973
2022/07/21,3.711
2022/07/22,3.331
2022/07/23,2.905
2022/07/24,2.928
2022/07/25,3.603
2022/07/26,3.38
2022/07/27,4.023
2022/07/28,3.976
2022/07/29,3.651
2022/07/30,2.942
2022/07/31,2.856
2022/08/01,3.883
2022/08/02,3.422
2022/08/03,3.103
2022/08/04,2.931
2022/08/05,2.898
2022/08/06,2.495
2022/08/07,2.618
2022/08/08,3.346
2022/08/09,3.367
2022/08/10,4.053
2022/08/11,3.48
2022/08/12,3.136
2022/08/13,2.77
2022/08/14,2.883
2022/08/15,3.512
2022/08/16,2.741
2022/08/17,2.975
2022/08/18,2.691
2022/08/19,3.621
2022/08/20,2.685
2022/08/21,2.546
2022/08/22,3.194
2022/08/23,2.943
2022/08/24,2.953
2022/08/25,3.131
2022/08/26,3.353
2022/08/27,2.508
2022/08/28,2.499
2022/08/29,3.108
2022/08/30,3.564
2022/08/31,3.504
2022/09/01,3.036
2022/09/02,2.824
2022/09/03,2.164
2022/09/04,2.331
2022/09/05,2.735
2022/09/06,3.045
2022/09/07,3.615
2022/09/08,3.826
2022/09/09,3.238
2022/09/10,2.704
2022/09/11,2.783
2022/09/12,3.392
2022/09/13,4.198
2022/09/14,3.248
2022/09/15,3.96
2022/09/16,3.104
2022/09/17,2.357
2022/09/18,2.756
2022/09/19,3.11
2022/09/20,3.141
2022/09/21,3.771
2022/09/22,2.956
2022/09/23,3.073
2022/09/24,2.454
2022/09/25,2.6
2022/09/26,3.305
2022/09/27,3.21
2022/09/28,3.297
2022/09/29,3.135
2022/09/30,3.097
2022/10/01,2.441
2022/10/02,2.424
2022/10/03,2.781
2022/10/04,2.907
2022/10/05,3.256
2022/10/06,2.888
2022/10/07,2.887
2022/10/08,2.357
2022/10/09,2.395
2022/10/10,2.947
2022/10/11,2.668
2022/10/12,2.731
2022/10/13,3.236
2022/10/14,2.774
2022/10/15,2.34
2022/10/16,2.646
2022/10/17,3.537
2022/10/18,3.518
2022/10/19,3.33
2022/10/20,3.865
2022/10/21,3.932
2022/10/22,2.714
2022/10/23,2.841
2022/10/24,3.077
2022/10/25,3.389
2022/10/26,3.465
2022/10/27,3.088
2022/10/28,3.193
2022/10/29,3.141
2022/10/30,2.405
2022/10/31,3.406
2022/11/01,2.991
2022/11/02,3.502
2022/11/03,3.274
2022/11/04,3.487
2022/11/05,2.332
2022/11/06,2.541
2022/11/07,2.999
2022/11/08,6.152
2022/11/09,7.206
2022/11/10,6.389
2022/11/11,4.766
2022/11/12,3.309
2022/11/13,3.326
2022/11/14,3.863
2022/11/15,3.361
2022/11/16,2.984
2022/11/17,2.948
2022/11/18,2.514
2022/11/19,2.103
2022/11/20,2.571
2022/11/21,3.063
2022/11/22,3.214
2022/11/23,2.476
2022/11/24,2.351
2022/11/25,2.118
