Date,transactions14rsi
2016/01/01,46.624
2016/01/02,47.474
2016/01/03,47.564
2016/01/04,47.788
2016/01/05,54.503
2016/01/06,55.079
2016/01/07,59.38
2016/01/08,48.276
2016/01/09,49.079
2016/01/10,47.734
2016/01/11,48.327
2016/01/12,48.295
2016/01/13,55.283
2016/01/14,48.072
2016/01/15,47.334
2016/01/16,48.202
2016/01/17,47.228
2016/01/18,50.92
2016/01/19,51.501
2016/01/20,48.082
2016/01/21,48.246
2016/01/22,52.302
2016/01/23,48.584
2016/01/24,50.943
2016/01/25,56.217
2016/01/26,55.314
2016/01/27,57.98
2016/01/28,54.855
2016/01/29,54.267
2016/01/30,51.483
2016/01/31,50.683
2016/02/01,50.738
2016/02/02,50.902
2016/02/03,50.868
2016/02/04,51.068
2016/02/05,52.929
2016/02/06,73.168
2016/02/07,49.065
2016/02/08,49.54
2016/02/09,50.413
2016/02/10,52.224
2016/02/11,56.731
2016/02/12,52.592
2016/02/13,53.916
2016/02/14,50.542
2016/02/15,51.193
2016/02/16,51.692
2016/02/17,54.808
2016/02/18,50.469
2016/02/19,52.407
2016/02/20,49.932
2016/02/21,50.532
2016/02/22,52.165
2016/02/23,52.624
2016/02/24,54.335
2016/02/25,54.261
2016/02/26,56.926
2016/02/27,52.531
2016/02/28,52.685
2016/02/29,55.168
2016/03/01,57.784
2016/03/02,60.873
2016/03/03,62.959
2016/03/04,61.437
2016/03/05,65.988
2016/03/06,66.803
2016/03/07,55.328
2016/03/08,56.845
2016/03/09,57.683
2016/03/10,58.181
2016/03/11,53.709
2016/03/12,62.465
2016/03/13,62.847
2016/03/14,63.514
2016/03/15,64.779
2016/03/16,59.756
2016/03/17,68.936
2016/03/18,64.379
2016/03/19,68.285
2016/03/20,62.47
2016/03/21,62.564
2016/03/22,63.154
2016/03/23,60.179
2016/03/24,67.812
2016/03/25,67.314
2016/03/26,66.982
2016/03/27,51.299
2016/03/28,57.187
2016/03/29,57.644
2016/03/30,61.798
2016/03/31,52.958
2016/04/01,54.604
2016/04/02,47.869
2016/04/03,48.268
2016/04/04,56.549
2016/04/05,61.826
2016/04/06,50.779
2016/04/07,50.526
2016/04/08,53.393
2016/04/09,50.298
2016/04/10,50.761
2016/04/11,47.844
2016/04/12,54.281
2016/04/13,56.129
2016/04/14,53.964
2016/04/15,54.23
2016/04/16,46.88
2016/04/17,59.665
2016/04/18,50.632
2016/04/19,49.556
2016/04/20,49.97
2016/04/21,55.18
2016/04/22,48.164
2016/04/23,48.379
2016/04/24,51.243
2016/04/25,53.008
2016/04/26,49.071
2016/04/27,50.818
2016/04/28,51.52
2016/04/29,55.632
2016/04/30,64.727
2016/05/01,55.704
2016/05/02,57.918
2016/05/03,52.776
2016/05/04,52.347
2016/05/05,53.816
2016/05/06,56.821
2016/05/07,49.506
2016/05/08,54.414
2016/05/09,52.449
2016/05/10,54.926
2016/05/11,55.077
2016/05/12,59.848
2016/05/13,62.639
2016/05/14,59.4
2016/05/15,55.275
2016/05/16,47.729
2016/05/17,51.379
2016/05/18,57.693
2016/05/19,55.64
2016/05/20,56.364
2016/05/21,54.102
2016/05/22,47.822
2016/05/23,53.82
2016/05/24,52.633
2016/05/25,56.694
2016/05/26,61.436
2016/05/27,58.306
2016/05/28,72.956
2016/05/29,50.87
2016/05/30,48.922
2016/05/31,49.939
2016/06/01,48.399
2016/06/02,46.575
2016/06/03,46.717
2016/06/04,45.205
2016/06/05,45.226
2016/06/06,46.316
2016/06/07,53.122
2016/06/08,47.924
2016/06/09,47.417
2016/06/10,47.716
2016/06/11,44.664
2016/06/12,50.62
2016/06/13,54.003
2016/06/14,57.605
2016/06/15,50.356
2016/06/16,50.49
2016/06/17,66.455
2016/06/18,63.165
2016/06/19,53.309
2016/06/20,50.548
2016/06/21,50.692
2016/06/22,51.647
2016/06/23,46.6
2016/06/24,49.322
2016/06/25,43.315
2016/06/26,47.258
2016/06/27,45.898
2016/06/28,48.692
2016/06/29,53.799
2016/06/30,62.17
2016/07/01,46.697
2016/07/02,46.267
2016/07/03,46.587
2016/07/04,46.719
2016/07/05,46.285
2016/07/06,45.371
2016/07/07,47.438
2016/07/08,49.133
2016/07/09,47.466
2016/07/10,46.611
2016/07/11,45.953
2016/07/12,48.213
2016/07/13,43.733
2016/07/14,50.622
2016/07/15,49.067
2016/07/16,46.318
2016/07/17,42.804
2016/07/18,48.196
2016/07/19,52.725
2016/07/20,57.855
2016/07/21,52.395
2016/07/22,55.225
2016/07/23,52.01
2016/07/24,61.296
2016/07/25,58.211
2016/07/26,62.492
2016/07/27,54.879
2016/07/28,51.478
2016/07/29,50.491
2016/07/30,46.65
2016/07/31,51.742
2016/08/01,49.643
2016/08/02,51.962
2016/08/03,52.298
2016/08/04,49.95
2016/08/05,46.981
2016/08/06,45.563
2016/08/07,47.028
2016/08/08,47.058
2016/08/09,51.276
2016/08/10,50.46
2016/08/11,52.457
2016/08/12,48.258
2016/08/13,44.862
2016/08/14,44.344
2016/08/15,46.588
2016/08/16,54.244
2016/08/17,49.547
2016/08/18,52.714
2016/08/19,47.411
2016/08/20,45.746
2016/08/21,47.246
2016/08/22,49.347
2016/08/23,54.161
2016/08/24,52.108
2016/08/25,55.545
2016/08/26,52.139
2016/08/27,52.918
2016/08/28,46.225
