Date,mining_profitability3roc
2016/01/01,13.169
2016/01/02,11.156
2016/01/03,5.216
2016/01/04,3.603
2016/01/05,-1.113
2016/01/06,-1.978
2016/01/07,3.885
2016/01/08,1.706
2016/01/09,8.92
2016/01/10,7.449
2016/01/11,0.651
2016/01/12,5.872
2016/01/13,2.919
2016/01/14,9.31
2016/01/15,4.155
2016/01/16,1.362
2016/01/17,4.313
2016/01/18,9.127
2016/01/19,6.84
2016/01/20,14.364
2016/01/21,5.821
2016/01/22,6.625
2016/01/23,11.494
2016/01/24,32.485
2016/01/25,44.914
2016/01/26,40.572
2016/01/27,5.435
2016/01/28,7.154
2016/01/29,-5.463
2016/01/30,4.445
2016/01/31,-6.507
2016/02/01,-11.691
2016/02/02,-9.66
2016/02/03,0.307
2016/02/04,12.163
2016/02/05,7.631
2016/02/06,3.856
2016/02/07,7.013
2016/02/08,19.188
2016/02/09,33.954
2016/02/10,53.288
2016/02/11,52.861
2016/02/12,64.177
2016/02/13,10.079
2016/02/14,-4.959
2016/02/15,-16.923
2016/02/16,-6.965
2016/02/17,-17.812
2016/02/18,-21.967
2016/02/19,-7.411
2016/02/20,7.818
2016/02/21,3.204
2016/02/22,7.979
2016/02/23,19.08
2016/02/24,24.943
2016/02/25,20.704
2016/02/26,3.245
2016/02/27,0.094
2016/02/28,-5.451
2016/02/29,0.938
2016/03/01,9.188
2016/03/02,21.83
2016/03/03,37.952
2016/03/04,22.891
2016/03/05,26.923
2016/03/06,7.94
2016/03/07,5.098
2016/03/08,-18.669
2016/03/09,-7.583
2016/03/10,7.443
2016/03/11,8.291
2016/03/12,11.233
2016/03/13,9.777
2016/03/14,12.569
2016/03/15,9.379
2016/03/16,4.206
2016/03/17,-4.809
2016/03/18,-23.023
2016/03/19,-24.182
2016/03/20,-17.928
2016/03/21,2.271
2016/03/22,5.022
2016/03/23,19.82
2016/03/24,0.734
2016/03/25,-12.914
2016/03/26,-19.982
2016/03/27,-15.269
2016/03/28,-0.308
2016/03/29,1.801
2016/03/30,6.196
2016/03/31,-4.264
2016/04/01,-4.899
2016/04/02,-5.67
2016/04/03,-4.272
2016/04/04,-8.752
2016/04/05,-14.436
2016/04/06,-12.51
2016/04/07,-5.407
2016/04/08,-9.433
2016/04/09,-13.267
2016/04/10,-24.65
2016/04/11,-16.638
2016/04/12,-15.543
2016/04/13,-10.037
2016/04/14,-3.187
2016/04/15,-2.765
2016/04/16,0.272
2016/04/17,7.638
2016/04/18,4.278
2016/04/19,4.894
2016/04/20,-13.246
2016/04/21,-10.604
2016/04/22,-10.645
2016/04/23,-8.991
2016/04/24,-2.696
2016/04/25,-8.148
2016/04/26,-10.276
2016/04/27,-8.415
2016/04/28,-6.156
2016/04/29,-1.711
2016/04/30,0.3
2016/05/01,9.418
2016/05/02,29.862
2016/05/03,14.879
2016/05/04,10.175
2016/05/05,-5.065
2016/05/06,0.853
2016/05/07,-2.22
2016/05/08,-4.388
2016/05/09,-4.697
2016/05/10,-4.478
2016/05/11,3.146
2016/05/12,8.123
2016/05/13,9.619
2016/05/14,-0.732
2016/05/15,-6.591
2016/05/16,-1.749
2016/05/17,16.506
2016/05/18,25.769
2016/05/19,26.312
2016/05/20,12.164
2016/05/21,-1.981
2016/05/22,-0.497
2016/05/23,-2.894
2016/05/24,-5.732
2016/05/25,-14.08
2016/05/26,-14.802
2016/05/27,-14.286
2016/05/28,-12.094
2016/05/29,-6.614
2016/05/30,5.897
2016/05/31,14.895
2016/06/01,19.588
2016/06/02,12.549
2016/06/03,-0.55
2016/06/04,-8.426
2016/06/05,-5.055
2016/06/06,0.956
2016/06/07,0.434
2016/06/08,3.122
2016/06/09,-2.228
2016/06/10,-1.23
2016/06/11,-6.485
2016/06/12,3.752
2016/06/13,12.539
2016/06/14,23.94
2016/06/15,18.922
2016/06/16,16.015
2016/06/17,-3.054
2016/06/18,-24.589
2016/06/19,-37.154
2016/06/20,-35.427
2016/06/21,-13.81
2016/06/22,12.917
2016/06/23,6.365
2016/06/24,9.536
2016/06/25,-4.61
2016/06/26,6.025
2016/06/27,-4.474
2016/06/28,-11.669
2016/06/29,-14.353
2016/06/30,-9.841
2016/07/01,-6.384
2016/07/02,-4.31
