Date,transactionfees3rocUSD
2016/04/25,1.105
2016/04/26,-0.84
2016/04/27,-14.981
2016/04/28,-6.812
2016/04/29,-3.716
2016/04/30,26.347
2016/05/01,65.139
2016/05/02,34.359
2016/05/03,17.778
2016/05/04,-13.899
2016/05/05,22.137
2016/05/06,20.73
2016/05/07,-9.469
2016/05/08,-12.82
2016/05/09,-21.919
2016/05/10,0.859
2016/05/11,12.033
2016/05/12,37.17
2016/05/13,50.547
2016/05/14,5.26
2016/05/15,-16.64
2016/05/16,-19.068
2016/05/17,4.787
2016/05/18,34.221
2016/05/19,33.953
2016/05/20,45.79
2016/05/21,13.055
2016/05/22,0.636
2016/05/23,-21.19
2016/05/24,-22.476
2016/05/25,-16.2
2016/05/26,-9.099
2016/05/27,1.191
2016/05/28,49.751
2016/05/29,17.902
2016/05/30,5.318
2016/05/31,-28.876
2016/06/01,0.656
2016/06/02,-2.438
2016/06/03,-7.182
2016/06/04,-14.483
2016/06/05,-4.168
2016/06/06,6.344
2016/06/07,133.876
2016/06/08,17.836
2016/06/09,13.398
2016/06/10,-50.707
2016/06/11,0.087
2016/06/12,-3.541
2016/06/13,31.072
2016/06/14,36.301
2016/06/15,28.343
2016/06/16,38.097
2016/06/17,330.039
2016/06/18,328.808
2016/06/19,-29.468
2016/06/20,-78.436
2016/06/21,-62.151
2016/06/22,16.259
2016/06/23,-22.915
2016/06/24,-42.461
2016/06/25,-27.196
2016/06/26,-7.405
2016/06/27,-19.784
2016/06/28,-10.796
2016/06/29,50.681
2016/06/30,76.801
2016/07/01,41.055
2016/07/02,-46.218
2016/07/03,-46.357
2016/07/04,-43.78
2016/07/05,7.878
2016/07/06,-9.645
2016/07/07,-14.505
2016/07/08,20.203
2016/07/09,60.651
2016/07/10,15.344
2016/07/11,-19.116
2016/07/12,-36.807
2016/07/13,-5.267
2016/07/14,7.174
2016/07/15,0.269
2016/07/16,2.077
2016/07/17,-22
2016/07/18,-12.074
2016/07/19,1.042
2016/07/20,176.361
2016/07/21,27.433
2016/07/22,39.596
2016/07/23,-41.297
2016/07/24,-9.189
2016/07/25,-7.964
2016/07/26,-11.004
2016/07/27,6.206
2016/07/28,75.069
2016/07/29,30.105
2016/07/30,-0.906
2016/07/31,-54.807
2016/08/01,-37.496
2016/08/02,-21.797
2016/08/03,-15.485
2016/08/04,-3.18
2016/08/05,5.395
2016/08/06,4.959
2016/08/07,-5.264
2016/08/08,84.584
2016/08/09,16.168
2016/08/10,25.043
2016/08/11,-42.554
2016/08/12,2.887
2016/08/13,-19
2016/08/14,-13.441
2016/08/15,-10.712
2016/08/16,-0.409
2016/08/17,2.83
2016/08/18,14.403
2016/08/19,5.256
2016/08/20,1.696
2016/08/21,-7.814
2016/08/22,1.408
2016/08/23,130.727
2016/08/24,-6.346
2016/08/25,-3.802
2016/08/26,-54.181
2016/08/27,-5.531
2016/08/28,-8.419
2016/08/29,-6.167
2016/08/30,14.084
2016/08/31,11.281
2016/09/01,14.764
2016/09/02,29.011
2016/09/03,-2.649
2016/09/04,47.136
2016/09/05,-20.291
2016/09/06,8.898
2016/09/07,-31.963
2016/09/08,7.468
2016/09/09,13.96
2016/09/10,-8.288
2016/09/11,-7.21
2016/09/12,2.014
2016/09/13,14.694
2016/09/14,2.782
2016/09/15,-9.586
2016/09/16,16.342
2016/09/17,18.054
2016/09/18,20.902
2016/09/19,-11.773
2016/09/20,-12.507
2016/09/21,-6.51
2016/09/22,79.127
2016/09/23,122.969
2016/09/24,127.98
2016/09/25,43.088
2016/09/26,85.104
2016/09/27,28.863
2016/09/28,-6.287
2016/09/29,-60.884
2016/09/30,-46.133
2016/10/01,7.05
2016/10/02,68.167
2016/10/03,23.851
2016/10/04,-10.871
2016/10/05,-9.953
2016/10/06,-4.063
2016/10/07,-22.779
2016/10/08,-9.662
2016/10/09,-5.162
2016/10/10,-7.614
2016/10/11,-37.909
2016/10/12,4.435
2016/10/13,190.002
2016/10/14,87.603
2016/10/15,39.777
2016/10/16,-45.139
2016/10/17,4.438
2016/10/18,-4.492
2016/10/19,29.13
2016/10/20,-31.553
2016/10/21,-62.317
2016/10/22,-70.096
2016/10/23,-41.514
2016/10/24,26.135
2016/10/25,18.39
2016/10/26,0.611
2016/10/27,-22.373
2016/10/28,-6.991
2016/10/29,-7.875
2016/10/30,-3.768
2016/10/31,-14.968
2016/11/01,8.26
2016/11/02,-11.56
2016/11/03,-7.497
2016/11/04,-18.602
2016/11/05,-1.199
2016/11/06,-2.769
2016/11/07,3.137
2016/11/08,13.651
2016/11/09,23.045
2016/11/10,23.498
2016/11/11,36.517
2016/11/12,-16.984
2016/11/13,-15.875
2016/11/14,-21.852
2016/11/15,8.116
2016/11/16,8.702
2016/11/17,-14.835
2016/11/18,-6.611
2016/11/19,-19.741
2016/11/20,-0.601
2016/11/21,2.864
2016/11/22,2.89
2016/11/23,69.567
2016/11/24,92.055
2016/11/25,37.515
2016/11/26,32.296
2016/11/27,54.806
2016/11/28,129.928
2016/11/29,6.791
2016/11/30,-67.697
2016/12/01,-72.133
2016/12/02,-69.76
2016/12/03,-34.919
2016/12/04,-17.987
2016/12/05,1.191
2016/12/06,-0.25
2016/12/07,27.84
2016/12/08,3027
2016/12/09,28.758
2016/12/10,-8.667
2016/12/11,-95.473
2016/12/12,6.011
2016/12/13,-1.948
2016/12/14,-19.923
2016/12/15,-11.496
2016/12/16,-6.362
2016/12/17,3.141
2016/12/18,-0.423
2016/12/19,13.382
2016/12/20,18.953
2016/12/21,40.79
2016/12/22,-13.212
2016/12/23,-35.105
2016/12/24,-40.572
2016/12/25,-11.066
2016/12/26,-1.496
2016/12/27,24.292
2016/12/28,9.839
2016/12/29,46.783
2016/12/30,34.474
2016/12/31,6.121
2017/01/01,-24.137
2017/01/02,-29.851
2017/01/03,39.332
2017/01/04,51.55
2017/01/05,26.934
2017/01/06,-7.422
2017/01/07,-16.881
2017/01/08,4.791
2017/01/09,13.299
2017/01/10,23.482
2017/01/11,-0.411
2017/01/12,-14.064
2017/01/13,-19.252
2017/01/14,-14.553
2017/01/15,0.292
2017/01/16,2.067
2017/01/17,28.3
2017/01/18,10.027
2017/01/19,6.612
2017/01/20,-8.302
2017/01/21,-1.332
2017/01/22,10.67
2017/01/23,5.179
2017/01/24,14.083
2017/01/25,5.294
2017/01/26,0.5
2017/01/27,-8.535
2017/01/28,-9.63
2017/01/29,-7.928
2017/01/30,-4.471
2017/01/31,0.191
2017/02/01,20.895
2017/02/02,13.967
2017/02/03,10.298
2017/02/04,-10.435
2017/02/05,-2.892
2017/02/06,-0.514
2017/02/07,23.902
2017/02/08,15.682
2017/02/09,10.84
2017/02/10,-3.508
2017/02/11,-3.579
2017/02/12,6.759
2017/02/13,26.654
2017/02/14,12.258
2017/02/15,108.126
2017/02/16,-18.601
2017/02/17,-4.558
2017/02/18,-45.095
2017/02/19,-4.453
2017/02/20,4
2017/02/21,2.682
2017/02/22,33.304
2017/02/23,11.627
2017/02/24,-15.627
2017/02/25,-12.63
2017/02/26,-9.974
2017/02/27,25.929
2017/02/28,18.689
2017/03/01,39.762
2017/03/02,11.743
2017/03/03,7.376
2017/03/04,-3.891
2017/03/05,2.392
2017/03/06,-0.726
2017/03/07,-4.703
2017/03/08,-9.098
2017/03/09,-5.386
2017/03/10,15.831
2017/03/11,12.236
2017/03/12,21.37
2017/03/13,63.739
2017/03/14,88.172
2017/03/15,47.453
2017/03/16,23.424
2017/03/17,39.159
2017/03/18,9.891
2017/03/19,-15.076
2017/03/20,-19.618
2017/03/21,24.421
2017/03/22,18.569
2017/03/23,0.172
2017/03/24,17.779
2017/03/25,10.375
2017/03/26,19.486
2017/03/27,7.769
2017/03/28,8.491
2017/03/29,5.562
2017/03/30,-6.022
2017/03/31,-0.146
2017/04/01,-8.292
2017/04/02,-4.883
2017/04/03,-9.723
2017/04/04,-8.14
2017/04/05,-3.309
2017/04/06,0.182
2017/04/07,2.294
2017/04/08,-10.095
2017/04/09,-2.212
2017/04/10,7.949
2017/04/11,5.385
2017/04/12,33.11
2017/04/13,-1.641
2017/04/14,9.467
2017/04/15,-16.461
2017/04/16,6.407
2017/04/17,8.117
2017/04/18,18.111
2017/04/19,21.651
2017/04/20,2.265
2017/04/21,27.776
2017/04/22,7.999
2017/04/23,0.144
2017/04/24,-18.811
2017/04/25,-14.942
2017/04/26,5.221
2017/04/27,6.003
2017/04/28,16.842
2017/04/29,24.109
2017/04/30,24.412
2017/05/01,49.993
2017/05/02,45.68
2017/05/03,2.583
2017/05/04,-7.85
2017/05/05,-8.577
2017/05/06,31.088
2017/05/07,34.259
2017/05/08,0.395
2017/05/09,-2.019
2017/05/10,-9.528
2017/05/11,12.775
2017/05/12,13.33
2017/05/13,8.811
2017/05/14,13.685
2017/05/15,7.795
2017/05/16,15.024
2017/05/17,46.201
2017/05/18,10.127
2017/05/19,15.285
2017/05/20,9.635
2017/05/21,34.351
2017/05/22,40.923
2017/05/23,49.878
2017/05/24,90.07
2017/05/25,37.272
2017/05/26,-2.972
2017/05/27,-33.11
2017/05/28,-10.302
2017/05/29,-0.144
2017/05/30,88.836
2017/05/31,222.192
2017/06/01,32.813
2017/06/02,-2.795
2017/06/03,-57.164
2017/06/04,18.727
2017/06/05,-14.68
2017/06/06,18.104
2017/06/07,2.94
2017/06/08,14.913
2017/06/09,-8.858
2017/06/10,-13.845
2017/06/11,35.561
2017/06/12,108.212
2017/06/13,34.855
2017/06/14,-14.242
2017/06/15,-45.891
2017/06/16,-10.653
2017/06/17,-6.983
2017/06/18,6.796
2017/06/19,-2.185
2017/06/20,138.481
2017/06/21,269.541
2017/06/22,120.448
2017/06/23,-33.734
2017/06/24,-40.455
2017/06/25,-32.173
2017/06/26,29.041
2017/06/27,-60.764
2017/06/28,54.104
2017/06/29,-24.88
2017/06/30,26.834
2017/07/01,-56.84
2017/07/02,-37.013
2017/07/03,-3.55
2017/07/04,5.09
2017/07/05,16.355
2017/07/06,-20.362
2017/07/07,-17.124
2017/07/08,-11.727
2017/07/09,-11.393
2017/07/10,-36.158
2017/07/11,-44.861
2017/07/12,-14.503
2017/07/13,34.227
2017/07/14,12.637
2017/07/15,-3.398
2017/07/16,-33.88
2017/07/17,-10.65
2017/07/18,37.136
2017/07/19,53.166
2017/07/20,14.399
2017/07/21,-5.365
2017/07/22,-8.042
2017/07/23,13.322
2017/07/24,-10.595
2017/07/25,26.078
2017/07/26,5.098
2017/07/27,-10.859
2017/07/28,-26.866
2017/07/29,-27.083
2017/07/30,-15.487
2017/07/31,-19.513
2017/08/01,35.638
2017/08/02,13.601
2017/08/03,22.6
2017/08/04,-26.983
2017/08/05,-5.405
2017/08/06,8.274
2017/08/07,60.139
2017/08/08,38.932
2017/08/09,18.861
2017/08/10,-8.853
2017/08/11,0.194
2017/08/12,11.411
2017/08/13,-2.97
2017/08/14,-15.33
2017/08/15,-16.097
2017/08/16,206.653
2017/08/17,93.713
2017/08/18,157.266
2017/08/19,-55.988
2017/08/20,-43.492
2017/08/21,-61.012
2017/08/22,-23.713
2017/08/23,-2.94
2017/08/24,9.674
2017/08/25,4.752
2017/08/26,19.33
2017/08/27,-2.869
2017/08/28,4.687
2017/08/29,47.289
2017/08/30,44.011
2017/08/31,142.483
2017/09/01,9.481
2017/09/02,62.078
2017/09/03,-53.484
2017/09/04,-32.321
2017/09/05,-37.081
2017/09/06,50.322
2017/09/07,55.761
2017/09/08,25.227
2017/09/09,-32.551
2017/09/10,-31.242
2017/09/11,-38.95
2017/09/12,11.735
2017/09/13,-6.468
2017/09/14,-14.553
2017/09/15,-11.949
2017/09/16,30.025
2017/09/17,18.418
2017/09/18,-6.547
2017/09/19,-28.073
2017/09/20,78.506
2017/09/21,-11.299
2017/09/22,-9.669
2017/09/23,-42.415
2017/09/24,57.048
2017/09/25,22.853
2017/09/26,10.364
2017/09/27,-9.196
2017/09/28,-6.009
2017/09/29,-19.494
2017/09/30,-6.788
2017/10/01,10.796
2017/10/02,17.668
2017/10/03,-9.883
2017/10/04,-3.052
2017/10/05,11.755
2017/10/06,20.322
2017/10/07,-8.714
2017/10/08,-3.847
2017/10/09,-14.876
2017/10/10,6.568
2017/10/11,118.82
2017/10/12,1.453
2017/10/13,14.179
2017/10/14,-50.189
2017/10/15,10.007
2017/10/16,-31.38
2017/10/17,-49.358
2017/10/18,-50.379
2017/10/19,-36.635
2017/10/20,32.9
2017/10/21,-23.582
2017/10/22,-25.029
2017/10/23,-40.309
2017/10/24,48.766
2017/10/25,40.103
2017/10/26,6.38
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,0
2017/10/31,0
2017/11/01,0
2017/11/02,0
2017/11/03,0
2017/11/04,-25.271
2017/11/05,-28.972
2017/11/06,-7.113
2017/11/07,24.424
2017/11/08,66.896
2017/11/09,41.19
2017/11/10,-0.064
2017/11/11,-23.804
2017/11/12,-4.262
2017/11/13,10.97
2017/11/14,27.474
2017/11/15,20.813
2017/11/16,7.529
2017/11/17,5.175
2017/11/18,-27.411
2017/11/19,-8.835
2017/11/20,3.967
2017/11/21,36.414
2017/11/22,13.762
2017/11/23,6.529
2017/11/24,0.807
2017/11/25,-1.604
2017/11/26,11.455
2017/11/27,12.863
2017/11/28,29.299
2017/11/29,5.205
2017/11/30,-2.619
2017/12/01,-4.892
2017/12/02,-19.679
2017/12/03,-2.092
2017/12/04,79.183
2017/12/05,210.964
2017/12/06,211.559
2017/12/07,172.936
2017/12/08,72.978
2017/12/09,67.904
2017/12/10,-17.321
2017/12/11,-36.823
2017/12/12,-30.279
2017/12/13,-12.015
2017/12/14,49.252
2017/12/15,7.451
2017/12/16,7.257
2017/12/17,-25.447
2017/12/18,-19.461
2017/12/19,-0.944
2017/12/20,45.964
2017/12/21,53.033
2017/12/22,-9.611
2017/12/23,-31.565
2017/12/24,-32.634
2017/12/25,-28.835
2017/12/26,-28.963
2017/12/27,-24.037
2017/12/28,-13.881
2017/12/29,0.236
2017/12/30,-11.249
2017/12/31,6.892
2018/01/01,-6.918
2018/01/02,28.706
2018/01/03,33.945
2018/01/04,64.657
2018/01/05,216.008
2018/01/06,232.909
2018/01/07,161.197
2018/01/08,13.984
2018/01/09,1.266
2018/01/10,51.981
2018/01/11,16.95
2018/01/12,-14.283
2018/01/13,-33.2
2018/01/14,-14.621
2018/01/15,-4.287
2018/01/16,-28.568
2018/01/17,-44.532
2018/01/18,-24.031
2018/01/19,-5.147
2018/01/20,31.093
2018/01/21,-23.505
2018/01/22,-32.634
2018/01/23,-24.748
2018/01/24,0.584
2018/01/25,13.671
2018/01/26,-30.89
2018/01/27,-26.172
2018/01/28,-17.491
2018/01/29,53.491
2018/01/30,25.898
2018/01/31,12.905
2018/02/01,5.458
2018/02/02,-14.626
2018/02/03,-22.163
2018/02/04,-43.913
2018/02/05,-32.074
2018/02/06,-32.088
2018/02/07,-13.35
2018/02/08,1.089
2018/02/09,4.498
2018/02/10,-5.751
2018/02/11,-11.945
2018/02/12,-10.164
2018/02/13,-8.368
2018/02/14,10.347
2018/02/15,14.493
2018/02/16,11.27
2018/02/17,11.583
2018/02/18,25.741
2018/02/19,-4.58
2018/02/20,-6.993
2018/02/21,-20.828
2018/02/22,-11.883
2018/02/23,-8.421
2018/02/24,-4.689
2018/02/25,-0.413
2018/02/26,-11.746
2018/02/27,-1.056
2018/02/28,35.511
2018/03/01,13.324
2018/03/02,19.189
2018/03/03,-28.067
2018/03/04,1.74
2018/03/05,-14.751
2018/03/06,-7.308
2018/03/07,-17.242
2018/03/08,-20.257
2018/03/09,-12.421
2018/03/10,-20.074
2018/03/11,-27.996
2018/03/12,2.435
2018/03/13,-19.981
2018/03/14,-0.449
2018/03/15,-33.131
2018/03/16,0.523
2018/03/17,-25.685
2018/03/18,-25.301
2018/03/19,-26.189
2018/03/20,1.304
2018/03/21,33.555
2018/03/22,30.675
2018/03/23,11.411
2018/03/24,-7.58
2018/03/25,-12.19
2018/03/26,-0.394
2018/03/27,-14.217
2018/03/28,-13.674
2018/03/29,-20.399
2018/03/30,-25.036
2018/03/31,-32.483
2018/04/01,-36.196
2018/04/02,-7.387
2018/04/03,6.865
2018/04/04,0.193
2018/04/05,33.643
2018/04/06,-1.919
2018/04/07,-1.253
2018/04/08,-29.419
2018/04/09,0.66
2018/04/10,18.56
2018/04/11,19.875
2018/04/12,20.873
2018/04/13,47.983
2018/04/14,15.784
2018/04/15,-0.157
2018/04/16,-15.805
2018/04/17,-4.714
2018/04/18,25.434
2018/04/19,15.436
2018/04/20,26.053
2018/04/21,-8.677
2018/04/22,0.08
2018/04/23,-0.486
2018/04/24,43.382
2018/04/25,23.421
2018/04/26,18.432
2018/04/27,4.845
2018/04/28,23.393
2018/04/29,34.174
2018/04/30,17.302
2018/05/01,-9.456
2018/05/02,-16.974
2018/05/03,0.22
2018/05/04,4.166
2018/05/05,7.099
2018/05/06,-11.745
2018/05/07,-2.233
2018/05/08,3.116
2018/05/09,5.803
2018/05/10,55.785
2018/05/11,34.701
2018/05/12,-8.769
2018/05/13,-25.92
2018/05/14,-2.033
2018/05/15,47.393
2018/05/16,28.314
2018/05/17,10.616
2018/05/18,-2.455
2018/05/19,-11.651
2018/05/20,-16.395
2018/05/21,-1.297
2018/05/22,16.789
2018/05/23,4.148
2018/05/24,-13.604
2018/05/25,-19.878
2018/05/26,-18.998
2018/05/27,-22.048
2018/05/28,5.526
2018/05/29,18.255
2018/05/30,47.128
2018/05/31,36.833
2018/06/01,20.627
2018/06/02,-22.546
2018/06/03,-39.601
2018/06/04,-17.25
2018/06/05,4.704
2018/06/06,45.622
2018/06/07,-10.102
2018/06/08,-5.356
2018/06/09,-46.895
2018/06/10,-35.749
2018/06/11,-29.332
2018/06/12,-8.397
2018/06/13,-7.761
2018/06/14,3.958
2018/06/15,25.143
2018/06/16,52.175
2018/06/17,-28.579
2018/06/18,-39.44
2018/06/19,-29.33
2018/06/20,20.105
2018/06/21,23.331
2018/06/22,77.819
2018/06/23,-16.129
2018/06/24,17.156
2018/06/25,-48.635
2018/06/26,-1.176
2018/06/27,-36.751
2018/06/28,-24.87
2018/06/29,-6.946
2018/06/30,549.488
2018/07/01,987.27
2018/07/02,2383
2018/07/03,133.323
2018/07/04,30.673
2018/07/05,-58.689
2018/07/06,3.044
2018/07/07,-4.957
2018/07/08,-53.257
2018/07/09,-76.273
2018/07/10,-83.682
2018/07/11,-46.348
2018/07/12,28.967
2018/07/13,148.444
2018/07/14,336.698
2018/07/15,233.128
2018/07/16,-67.552
2018/07/17,-86.097
2018/07/18,-90.883
2018/07/19,-27.592
2018/07/20,9.644
2018/07/21,37.941
2018/07/22,-9.435
2018/07/23,-11.207
2018/07/24,-35.322
2018/07/25,5.935
2018/07/26,-24.225
2018/07/27,-24.413
2018/07/28,27.329
2018/07/29,-23.093
2018/07/30,-2.742
2018/07/31,-38.135
2018/08/01,110.578
2018/08/02,-14.47
2018/08/03,-11.053
2018/08/04,-44.734
2018/08/05,-14.755
2018/08/06,32.782
2018/08/07,271.02
2018/08/08,1128
2018/08/09,566.806
2018/08/10,3.624
2018/08/11,-86.808
2018/08/12,-89.051
2018/08/13,-73.515
2018/08/14,-6.899
2018/08/15,43.939
2018/08/16,-9.792
2018/08/17,317.461
2018/08/18,-18.378
2018/08/19,-7.42
2018/08/20,-81.34
2018/08/21,-18.741
2018/08/22,115.77
2018/08/23,53.436
2018/08/24,182.385
2018/08/25,-61.643
2018/08/26,65.659
2018/08/27,-67.115
2018/08/28,10.634
2018/08/29,-37.433
2018/08/30,30.429
2018/08/31,21.967
2018/09/01,-43.739
2018/09/02,-24.889
2018/09/03,-21.595
2018/09/04,40.597
2018/09/05,-2.902
2018/09/06,14.814
2018/09/07,-13.574
2018/09/08,3.107
2018/09/09,-23.029
2018/09/10,-19.346
2018/09/11,10.623
2018/09/12,6.113
2018/09/13,21.455
2018/09/14,-6.916
2018/09/15,9.542
2018/09/16,-7.301
2018/09/17,4.523
2018/09/18,25.614
2018/09/19,63.776
2018/09/20,23.103
2018/09/21,30.18
2018/09/22,-25.572
2018/09/23,-8.448
2018/09/24,16.429
2018/09/25,-0.982
2018/09/26,21.775
2018/09/27,-25.982
2018/09/28,31.8
2018/09/29,48.171
2018/09/30,2.509
2018/10/01,5.756
2018/10/02,-12.804
2018/10/03,-31.012
2018/10/04,-40.401
2018/10/05,-46.563
2018/10/06,-37.138
2018/10/07,-19.862
2018/10/08,12.29
2018/10/09,49.882
2018/10/10,38.225
2018/10/11,-7.655
2018/10/12,30.855
2018/10/13,-35.756
2018/10/14,-30.51
2018/10/15,-29.218
2018/10/16,2.595
2018/10/17,19.589
2018/10/18,-12.837
2018/10/19,9.151
2018/10/20,1.707
2018/10/21,1.914
2018/10/22,1.184
2018/10/23,5.736
2018/10/24,33.415
2018/10/25,43.974
2018/10/26,18.799
2018/10/27,-20.458
2018/10/28,-35.014
2018/10/29,-21.326
2018/10/30,-5.118
2018/10/31,6.86
2018/11/01,-1.842
2018/11/02,18.881
2018/11/03,10.608
2018/11/04,3.157
2018/11/05,11.359
2018/11/06,15.441
2018/11/07,28.91
2018/11/08,17.289
2018/11/09,-12.622
2018/11/10,-28.767
2018/11/11,-47.695
2018/11/12,3.617
2018/11/13,39.601
2018/11/14,77.125
2018/11/15,21.363
2018/11/16,-2.924
2018/11/17,-28.071
2018/11/18,-15.846
2018/11/19,-7.478
2018/11/20,2.82
2018/11/21,-27.285
2018/11/22,-27.357
2018/11/23,-20.015
2018/11/24,-6.793
2018/11/25,-6.24
2018/11/26,-9.116
2018/11/27,-19.436
2018/11/28,9.986
2018/11/29,49.888
2018/11/30,87.266
2018/12/01,6.722
2018/12/02,-22.313
2018/12/03,-28.659
2018/12/04,-8.055
2018/12/05,-4.44
2018/12/06,-30.409
2018/12/07,-36.849
2018/12/08,-50.562
2018/12/09,-25.861
2018/12/10,-10.573
2018/12/11,11.244
2018/12/12,-0.921
2018/12/13,2.799
2018/12/14,38.022
2018/12/15,-17.092
2018/12/16,-24.83
2018/12/17,-30.222
2018/12/18,118.925
2018/12/19,50.791
2018/12/20,29.61
2018/12/21,-29.571
2018/12/22,-6.299
2018/12/23,7.407
2018/12/24,31.681
2018/12/25,44.968
2018/12/26,37.79
2018/12/27,-26.716
2018/12/28,-26.043
2018/12/29,-31.233
2018/12/30,119.91
2018/12/31,10.408
2019/01/01,12.137
2019/01/02,-48.342
2019/01/03,-4.063
2019/01/04,8.915
2019/01/05,75.262
2019/01/06,14.524
2019/01/07,-5.798
2019/01/08,-44.47
2019/01/09,-14.935
2019/01/10,-9.284
2019/01/11,-8.88
2019/01/12,-15.207
2019/01/13,-21.195
2019/01/14,37.836
2019/01/15,44.24
2019/01/16,54.585
2019/01/17,-27.577
2019/01/18,-16.283
2019/01/19,-27.327
2019/01/20,-10.829
2019/01/21,-14.249
2019/01/22,24.708
2019/01/23,10.214
2019/01/24,11.383
2019/01/25,-20.811
2019/01/26,-10.36
2019/01/27,-20.253
2019/01/28,-6.554
2019/01/29,-10.776
2019/01/30,6.677
2019/01/31,16.472
2019/02/01,25.395
2019/02/02,0.796
2019/02/03,-20.699
2019/02/04,-10.38
2019/02/05,1.669
2019/02/06,5.715
2019/02/07,7.603
2019/02/08,10.018
2019/02/09,21.956
2019/02/10,15.413
2019/02/11,18.618
2019/02/12,4.643
2019/02/13,4.324
2019/02/14,12.159
2019/02/15,21.67
2019/02/16,9.51
2019/02/17,-0.71
2019/02/18,27.735
2019/02/19,1168
2019/02/20,26.245
2019/02/21,-11.229
2019/02/22,-90.406
2019/02/23,-4.202
2019/02/24,10.258
2019/02/25,6.833
2019/02/26,6.245
2019/02/27,-8.902
2019/02/28,8.839
2019/03/01,-24.593
2019/03/02,-24.898
2019/03/03,-34.99
2019/03/04,-10.314
2019/03/05,3.819
2019/03/06,9.762
2019/03/07,12.795
2019/03/08,4.622
2019/03/09,-9.528
2019/03/10,-10.918
2019/03/11,-11.556
2019/03/12,-5.385
2019/03/13,-9.208
2019/03/14,-14.784
2019/03/15,-3.79
2019/03/16,-4.49
2019/03/17,17.443
2019/03/18,669.492
2019/03/19,22.802
2019/03/20,-1.864
2019/03/21,-79.779
2019/03/22,6.517
2019/03/23,-0.716
2019/03/24,-31.57
2019/03/25,-8.756
2019/03/26,14.054
2019/03/27,28.128
2019/03/28,3.683
2019/03/29,10.314
2019/03/30,-25.81
2019/03/31,-9.461
2019/04/01,-5.437
2019/04/02,38.806
2019/04/03,76.777
2019/04/04,18.762
2019/04/05,-9.311
2019/04/06,-32.858
2019/04/07,-13.671
2019/04/08,17.503
2019/04/09,5.131
2019/04/10,39.066
2019/04/11,-12.023
2019/04/12,-10.677
2019/04/13,-38.522
2019/04/14,-13.492
2019/04/15,-1.619
2019/04/16,15.736
2019/04/17,14.39
2019/04/18,18.493
2019/04/19,-9.733
2019/04/20,-30.186
2019/04/21,-24.732
2019/04/22,-7.864
2019/04/23,25.773
2019/04/24,9.073
2019/04/25,-10.537
2019/04/26,3.482
2019/04/27,-19.29
2019/04/28,-3.765
2019/04/29,-20.358
2019/04/30,1.029
2019/05/01,8.057
