Date,hashrate14ema
2016/01/01,537681973035
2016/01/02,536398203054
2016/01/03,537523862563
2016/01/04,538026120808
2016/01/05,539470783399
2016/01/06,541165693697
2016/01/07,539172761640
2016/01/08,540708119052
2016/01/09,542167974441
2016/01/10,541605134599
2016/01/11,544278793459
2016/01/12,543853979216
2016/01/13,542081568265
2016/01/14,543637491419
2016/01/15,546771080787
2016/01/16,550413018966
2016/01/17,552800845649
2016/01/18,557960661525
2016/01/19,561549915298
2016/01/20,565093403336
2016/01/21,567632705224
2016/01/22,573369469278
2016/01/23,578094101388
2016/01/24,587769418093
2016/01/25,592683124989
2016/01/26,603403434387
2016/01/27,611429253187
2016/01/28,616874926255
2016/01/29,623963514503
2016/01/30,629940591838
2016/01/31,632173692361
2016/02/01,638449272298
2016/02/02,639807237769
2016/02/03,647405832328
2016/02/04,653648523745
2016/02/05,659641460955
2016/02/06,661626422034
2016/02/07,665854973032
2016/02/08,673525864242
2016/02/09,676967540608
2016/02/10,682446179156
2016/02/11,691126250143
2016/02/12,695091957165
2016/02/13,704539785521
2016/02/14,713974321418
2016/02/15,724739426880
2016/02/16,733392797953
2016/02/17,738284290796
2016/02/18,739972419757
2016/02/19,747280526410
2016/02/20,754349215127
2016/02/21,761615570567
2016/02/22,772685812284
2016/02/23,782926492021
2016/02/24,791414654915
2016/02/25,800009234408
2016/02/26,810894807299
2016/02/27,822355969609
2016/02/28,834816874733
2016/02/29,841636630308
2016/03/01,849493468992
2016/03/02,861445528989
2016/03/03,874222504734
2016/03/04,888702315577
2016/03/05,907549302565
2016/03/06,924773882978
2016/03/07,941116037839
2016/03/08,956997988666
2016/03/09,973525639698
2016/03/10,993636395256
2016/03/11,1014780422004
2016/03/12,1041569712302
2016/03/13,1074837284279
2016/03/14,1097733476491
2016/03/15,1124099617074
2016/03/16,1150517518680
2016/03/17,1179665375727
2016/03/18,1203022133488
2016/03/19,1231910872468
2016/03/20,1261165233836
2016/03/21,1283561609735
2016/03/22,1307946785570
2016/03/23,1318793018521
2016/03/24,1343645787855
2016/03/25,1374389841732
2016/03/26,1407228871446
2016/03/27,1438509431809
2016/03/28,1461126358513
2016/03/29,1489079913325
2016/03/30,1518827351599
2016/03/31,1552188470788
2016/04/01,1583872327173
2016/04/02,1602949334887
2016/04/03,1632668933220
2016/04/04,1669539427770
2016/04/05,1702720508900
2016/04/06,1728283075636
2016/04/07,1739533233886
2016/04/08,1770668565377
2016/04/09,1795938036019
2016/04/10,1828082946279
2016/04/11,1847215303769
2016/04/12,1858316342251
2016/04/13,1880863680689
2016/04/14,1902131874024
2016/04/15,1931469961461
2016/04/16,1960750625729
2016/04/17,1979221316546
2016/04/18,2011965313211
2016/04/19,2040205289781
2016/04/20,2070812985505
2016/04/21,2099938504633
2016/04/22,2115823546376
2016/04/23,2142306869515
2016/04/24,2160936709162
2016/04/25,2192507961229
2016/04/26,2210549018577
2016/04/27,2228271126595
