Date,transactions7var
2016/01/01,27035354
2016/01/02,28707267
2016/01/03,18319510
2016/01/04,18857558
2016/01/05,21997436
2016/01/06,11718234
2016/01/07,24931545
2016/01/08,22079013
2016/01/09,19679756
2016/01/10,18421351
2016/01/11,16828016
2016/01/12,17100280
2016/01/13,17760150
2016/01/14,5763786
2016/01/15,6181557
2016/01/16,6315055
2016/01/17,6558545
2016/01/18,6720468
2016/01/19,6858913
2016/01/20,1805229
2016/01/21,1795076
2016/01/22,2294215
2016/01/23,2202742
2016/01/24,1590300
2016/01/25,4624079
2016/01/26,6347091
2016/01/27,8351118
2016/01/28,6491846
2016/01/29,6259186
2016/01/30,3101209
2016/01/31,2023113
2016/02/01,2414899
2016/02/02,2643877
2016/02/03,1076318
2016/02/04,546511
2016/02/05,126935
2016/02/06,35478733
2016/02/07,35404685
2016/02/08,35041471
2016/02/09,34297314
2016/02/10,32975802
2016/02/11,32723338
2016/02/12,31039440
2016/02/13,5848212
2016/02/14,4539230
2016/02/15,3291942
2016/02/16,2412625
2016/02/17,2550424
2016/02/18,1369897
2016/02/19,1393952
2016/02/20,1242505
2016/02/21,1130089
2016/02/22,1100379
2016/02/23,1126998
2016/02/24,893660
2016/02/25,992848
2016/02/26,1956813
2016/02/27,1326032
2016/02/28,753306
2016/02/29,665435
2016/03/01,970416
2016/03/02,2374833
2016/03/03,4162267
2016/03/04,5145836
2016/03/05,6607632
2016/03/06,5988225
2016/03/07,3806091
2016/03/08,2563378
2016/03/09,2282382
2016/03/10,2284300
2016/03/11,2725290
2016/03/12,3275900
2016/03/13,3648814
2016/03/14,4245966
2016/03/15,4899243
2016/03/16,4242571
2016/03/17,7978428
2016/03/18,4390650
2016/03/19,6956724
2016/03/20,6285625
2016/03/21,5256548
2016/03/22,4341816
2016/03/23,949969
2016/03/24,3069283
2016/03/25,3954428
2016/03/26,4787491
2016/03/27,6834428
2016/03/28,6536078
2016/03/29,6313800
2016/03/30,5866933
2016/03/31,5878223
2016/04/01,4884679
2016/04/02,5430832
2016/04/03,5754537
2016/04/04,6301344
2016/04/05,11251376
2016/04/06,9733671
2016/04/07,9822825
2016/04/08,9963445
2016/04/09,8099265
2016/04/10,6098027
2016/04/11,7147127
2016/04/12,1807740
2016/04/13,3319750
2016/04/14,3414170
2016/04/15,3682020
2016/04/16,4611261
2016/04/17,9828503
2016/04/18,7275802
2016/04/19,7954306
2016/04/20,7900536
2016/04/21,8993957
2016/04/22,9936072
2016/04/23,8759916
2016/04/24,2988922
2016/04/25,3498531
2016/04/26,3510796
2016/04/27,3422744
2016/04/28,1668512
2016/04/29,2807851
2016/04/30,17164916
2016/05/01,17519190
2016/05/02,19603614
2016/05/03,15025797
2016/05/04,11671147
2016/05/05,8005031
2016/05/06,7153242
2016/05/07,3801714
2016/05/08,3921043
2016/05/09,2657034
2016/05/10,3073747
2016/05/11,3037896
2016/05/12,6602665
2016/05/13,13478809
2016/05/14,10239454
2016/05/15,9117400
2016/05/16,10744987
2016/05/17,11002359
2016/05/18,11266656
2016/05/19,11105321
2016/05/20,8842291
2016/05/21,7840196
2016/05/22,9747240
2016/05/23,5874278
2016/05/24,4557878
2016/05/25,4867386
2016/05/26,11939385
2016/05/27,14397134
2016/05/28,89213019
2016/05/29,75192755
2016/05/30,76819658
2016/05/31,74190546
2016/06/01,80654859
2016/06/02,91029465
2016/06/03,98036873
2016/06/04,6954564
2016/06/05,5502919
2016/06/06,4891376
2016/06/07,7407975
2016/06/08,6853841
2016/06/09,6834074
2016/06/10,6818600
2016/06/11,7577843
2016/06/12,7386619
2016/06/13,10151255
2016/06/14,17568472
2016/06/15,16999236
2016/06/16,15604253
2016/06/17,77555136
2016/06/18,85730332
2016/06/19,74703556
2016/06/20,73266164
2016/06/21,75904799
2016/06/22,66509918
2016/06/23,70618599
2016/06/24,38921056
2016/06/25,19557120
2016/06/26,15340295
2016/06/27,15684442
2016/06/28,12673636
2016/06/29,15145960
2016/06/30,70303647
2016/07/01,74297030
2016/07/02,68996020
2016/07/03,71407532
2016/07/04,70971784
2016/07/05,74996699
2016/07/06,74448264
2016/07/07,592844
2016/07/08,1700180
2016/07/09,1661825
2016/07/10,1712702
2016/07/11,1951739
2016/07/12,2018033
2016/07/13,3885331
2016/07/14,5080023
2016/07/15,4331425
2016/07/16,4618360
2016/07/17,8462046
2016/07/18,8484524
2016/07/19,11809614
2016/07/20,23865854
2016/07/21,25217450
2016/07/22,30565894
2016/07/23,27146895
2016/07/24,31142178
2016/07/25,25253492
2016/07/26,37055668
2016/07/27,36825178
2016/07/28,30650191
2016/07/29,32360812
2016/07/30,40035713
2016/07/31,34911709
2016/08/01,34556952
2016/08/02,9651195
2016/08/03,5880065
2016/08/04,5627368
2016/08/05,7379619
2016/08/06,8079469
2016/08/07,8278593
2016/08/08,9017317
2016/08/09,7282734
2016/08/10,4313664
2016/08/11,5511358
2016/08/12,5215183
2016/08/13,5608189
2016/08/14,7490595
2016/08/15,7816980
2016/08/16,9762265
2016/08/17,9298542
2016/08/18,8907911
2016/08/19,9117592
2016/08/20,8927734
2016/08/21,7417284
2016/08/22,6720139
2016/08/23,6118268
2016/08/24,6738444
2016/08/25,8992472
2016/08/26,8547433
2016/08/27,5457379
2016/08/28,5381235
2016/08/29,4677898
2016/08/30,4311239
2016/08/31,4398512
2016/09/01,2855402
2016/09/02,13377566
2016/09/03,14103843
2016/09/04,10988196
2016/09/05,13786868
2016/09/06,14125335
2016/09/07,13664806
2016/09/08,21133248
2016/09/09,18775846
2016/09/10,21552367
2016/09/11,25225320
2016/09/12,22163741
2016/09/13,26111001
2016/09/14,31133841
2016/09/15,25112224
2016/09/16,33068186
2016/09/17,28848407
2016/09/18,41064224
2016/09/19,47566180
2016/09/20,47885166
2016/09/21,45710426
2016/09/22,45759582
2016/09/23,44211333
2016/09/24,43361592
2016/09/25,42002836
2016/09/26,39968260
2016/09/27,26775628
2016/09/28,26654060
2016/09/29,12294118
2016/09/30,11223560
2016/10/01,27539273
2016/10/02,31078833
2016/10/03,31674700
2016/10/04,47561315
2016/10/05,48934951
2016/10/06,56898011
2016/10/07,41337798
2016/10/08,44725230
2016/10/09,38625329
2016/10/10,36697206
2016/10/11,8459569
2016/10/12,24238781
2016/10/13,30620479
2016/10/14,28725840
2016/10/15,32035212
2016/10/16,27328973
2016/10/17,17533713
2016/10/18,47551345
2016/10/19,38037292
2016/10/20,32489180
2016/10/21,70306218
2016/10/22,61845154
2016/10/23,60983290
2016/10/24,65277180
2016/10/25,59479454
2016/10/26,53077825
2016/10/27,52597618
2016/10/28,29304217
2016/10/29,26269687
2016/10/30,18492581
2016/10/31,7864344
2016/11/01,9850831
2016/11/02,9405692
2016/11/03,9278390
2016/11/04,22825768
2016/11/05,24609149
2016/11/06,30518864
2016/11/07,27823249
2016/11/08,15856216
2016/11/09,13209678
2016/11/10,11530874
2016/11/11,6208004
2016/11/12,5695199
2016/11/13,1167478
2016/11/14,1923786
2016/11/15,3537946
2016/11/16,3138213
2016/11/17,2814688
2016/11/18,2635387
2016/11/19,3843011
2016/11/20,3672920
2016/11/21,3352416
2016/11/22,18982669
2016/11/23,70339383
2016/11/24,78728104
2016/11/25,94298954
2016/11/26,90750082
2016/11/27,87275750
2016/11/28,81577987
2016/11/29,79173034
2016/11/30,43517464
2016/12/01,42923348
2016/12/02,14635112
2016/12/03,14379355
2016/12/04,14859171
2016/12/05,8215246
2016/12/06,10360522
2016/12/07,9647771
2016/12/08,7223240
2016/12/09,7246668
2016/12/10,7456441
2016/12/11,7783803
2016/12/12,8915489
2016/12/13,3527058
2016/12/14,8722572
2016/12/15,10104283
2016/12/16,10069669
2016/12/17,10981008
2016/12/18,14358429
2016/12/19,12937844
2016/12/20,12805160
2016/12/21,18272740
2016/12/22,34251399
2016/12/23,34128830
2016/12/24,37240235
2016/12/25,37332929
2016/12/26,50152185
2016/12/27,50109954
2016/12/28,40532249
2016/12/29,17261533
2016/12/30,17439381
2016/12/31,15870712
2017/01/01,13554447
2017/01/02,6461301
2017/01/03,7990388
2017/01/04,15600098
2017/01/05,19049336
2017/01/06,19069698
2017/01/07,17715558
2017/01/08,13007419
2017/01/09,7996041
2017/01/10,8518592
2017/01/11,5499741
2017/01/12,6748652
2017/01/13,8867393
2017/01/14,10589603
2017/01/15,11773554
2017/01/16,11903800
2017/01/17,11365844
2017/01/18,11427134
2017/01/19,8305764
2017/01/20,3069392
2017/01/21,2445373
2017/01/22,1933813
2017/01/23,2006803
2017/01/24,5069646
2017/01/25,4921452
2017/01/26,3893366
2017/01/27,3783621
2017/01/28,2378692
2017/01/29,4719227
2017/01/30,4822218
2017/01/31,2245996
2017/02/01,2096266
2017/02/02,1613554
2017/02/03,1070778
2017/02/04,1154145
2017/02/05,1433492
2017/02/06,2334474
2017/02/07,7787543
2017/02/08,10267498
2017/02/09,8526266
2017/02/10,6565769
2017/02/11,5580618
2017/02/12,6645526
2017/02/13,11947728
2017/02/14,20201428
2017/02/15,22440405
2017/02/16,20891692
2017/02/17,21613162
2017/02/18,18586001
2017/02/19,14141153
2017/02/20,12210323
2017/02/21,12476878
2017/02/22,10096789
2017/02/23,11295237
2017/02/24,12492991
2017/02/25,12345706
2017/02/26,10344016
2017/02/27,9625779
2017/02/28,13121912
2017/03/01,17295632
2017/03/02,39437718
2017/03/03,42227326
2017/03/04,36945988
2017/03/05,28207477
2017/03/06,20715737
2017/03/07,20804819
2017/03/08,25280400
2017/03/09,11972879
2017/03/10,13100732
2017/03/11,15386004
2017/03/12,16108502
2017/03/13,53808739
2017/03/14,66464513
2017/03/15,55988322
2017/03/16,216339162
2017/03/17,273614805
2017/03/18,212985442
2017/03/19,144948702
2017/03/20,148718300
2017/03/21,128830439
2017/03/22,136185614
2017/03/23,77093600
2017/03/24,13282138
2017/03/25,7699524
2017/03/26,8854551
2017/03/27,24703904
2017/03/28,24700702
2017/03/29,26224413
2017/03/30,33120346
2017/03/31,58477460
2017/04/01,67199108
2017/04/02,49370913
2017/04/03,58183812
2017/04/04,54224474
2017/04/05,57433071
2017/04/06,56269438
2017/04/07,35658646
2017/04/08,67559142
2017/04/09,93147514
2017/04/10,74258815
2017/04/11,78970303
2017/04/12,74019160
2017/04/13,43959060
2017/04/14,15589059
2017/04/15,12239253
2017/04/16,18043852
2017/04/17,20789426
2017/04/18,25011543
2017/04/19,31973086
2017/04/20,34166669
2017/04/21,34241031
2017/04/22,36011844
2017/04/23,25833230
2017/04/24,16985850
2017/04/25,35017327
2017/04/26,40635915
2017/04/27,98728665
2017/04/28,143576682
2017/04/29,102650240
2017/04/30,66833996
2017/05/01,64636416
2017/05/02,72478941
2017/05/03,54001815
2017/05/04,73281563
2017/05/05,75443124
2017/05/06,63514755
2017/05/07,48215756
2017/05/08,60434636
2017/05/09,63590700
2017/05/10,46237030
2017/05/11,50570756
2017/05/12,51177847
2017/05/13,29996301
2017/05/14,39039934
2017/05/15,54390176
2017/05/16,58319391
2017/05/17,161742233
2017/05/18,223314196
2017/05/19,416385702
2017/05/20,316343727
2017/05/21,205795580
2017/05/22,339075565
2017/05/23,380699983
2017/05/24,456383761
2017/05/25,397584529
2017/05/26,390805386
2017/05/27,230311705
2017/05/28,198918148
2017/05/29,218835672
2017/05/30,255650591
2017/05/31,468718849
2017/06/01,538381380
2017/06/02,562977641
2017/06/03,412922372
2017/06/04,281203840
2017/06/05,137270103
2017/06/06,145201271
2017/06/07,110261756
2017/06/08,104704358
2017/06/09,182183499
2017/06/10,159594781
2017/06/11,275334046
2017/06/12,1048907861
2017/06/13,1322341932
2017/06/14,1220489650
2017/06/15,782846704
2017/06/16,589429953
2017/06/17,346871131
2017/06/18,321068453
2017/06/19,263513975
2017/06/20,531246803
2017/06/21,741515197
2017/06/22,820531541
2017/06/23,802155351
2017/06/24,751797862
2017/06/25,870038703
2017/06/26,1166271829
2017/06/27,930520214
2017/06/28,660065172
2017/06/29,624779408
2017/06/30,628143248
2017/07/01,677017214
2017/07/02,561653140
