Date,median_transaction_fee3momUSD
2017/12/24,-0.262
2017/12/25,-0.256
2017/12/26,-0.284
2017/12/27,-0.086
2017/12/28,-0.019
2017/12/29,-0.019
2017/12/30,-0.035
2017/12/31,0.021
2018/01/01,0.021
2018/01/02,0.061
2018/01/03,0.073
2018/01/04,0.268
2018/01/05,1.251
2018/01/06,1.702
2018/01/07,1.399
2018/01/08,0.573
2018/01/09,0.158
2018/01/10,1.139
2018/01/11,0.366
2018/01/12,-0.693
2018/01/13,-1.059
2018/01/14,-0.782
2018/01/15,-0.103
2018/01/16,-0.839
2018/01/17,-0.742
2018/01/18,-0.203
2018/01/19,-0.093
2018/01/20,0.157
2018/01/21,-0.134
2018/01/22,-0.498
2018/01/23,-0.332
2018/01/24,-0.264
2018/01/25,0.156
2018/01/26,-0.408
2018/01/27,-0.399
2018/01/28,-0.305
2018/01/29,0.459
2018/01/30,0.072
2018/01/31,0.009
2018/02/01,0.15
2018/02/02,0.157
2018/02/03,0.058
2018/02/04,-0.632
2018/02/05,-0.358
2018/02/06,-0.253
2018/02/07,0.001
2018/02/08,0.016
2018/02/09,0.036
2018/02/10,-0.054
2018/02/11,0.004
2018/02/12,0.01
2018/02/13,-0.01
2018/02/14,0.025
2018/02/15,0.031
2018/02/16,0.037
2018/02/17,0.034
2018/02/18,0.104
2018/02/19,0.003
2018/02/20,-0.011
2018/02/21,-0.196
2018/02/22,-0.15
2018/02/23,-0.075
2018/02/24,0.057
2018/02/25,0.055
2018/02/26,-0.063
2018/02/27,-0.094
2018/02/28,0.066
2018/03/01,0.057
2018/03/02,0.1
2018/03/03,-0.112
2018/03/04,0.046
2018/03/05,-0.001
2018/03/06,0.093
2018/03/07,-0.03
2018/03/08,-0.112
2018/03/09,-0.158
2018/03/10,-0.176
2018/03/11,-0.106
2018/03/12,-0.042
2018/03/13,-0.041
2018/03/14,-0.043
2018/03/15,-0.039
2018/03/16,0.001
2018/03/17,-0.008
2018/03/18,-0.003
2018/03/19,-0.03
2018/03/20,-0.002
2018/03/21,-0.015
2018/03/22,-0.001
2018/03/23,-0.003
2018/03/24,-0.024
2018/03/25,-0.012
2018/03/26,-0.004
2018/03/27,0.003
2018/03/28,0.003
2018/03/29,-0.022
2018/03/30,-0.027
2018/03/31,-0.03
2018/04/01,-0.022
2018/04/02,-0.001
2018/04/03,0
2018/04/04,0.001
2018/04/05,0.001
2018/04/06,-0.011
2018/04/07,-0.009
2018/04/08,-0.009
2018/04/09,0.003
2018/04/10,0.003
2018/04/11,0.011
2018/04/12,0.012
2018/04/13,0.019
2018/04/14,0.002
2018/04/15,0.004
2018/04/16,0.002
2018/04/17,-0.002
2018/04/18,0.013
2018/04/19,0.003
2018/04/20,0.04
2018/04/21,-0.001
2018/04/22,0.009
2018/04/23,-0.013
2018/04/24,0.043
2018/04/25,0.049
2018/04/26,0.045
2018/04/27,0.034
2018/04/28,0.025
2018/04/29,0.06
2018/04/30,0.039
2018/05/01,-0.005
2018/05/02,-0.035
2018/05/03,-0.024
2018/05/04,-0.005
2018/05/05,0.007
2018/05/06,-0.038
2018/05/07,-0.024
2018/05/08,-0.015
2018/05/09,0.07
2018/05/10,0.183
2018/05/11,0.124
2018/05/12,-0.033
2018/05/13,-0.071
2018/05/14,0.042
2018/05/15,0.163
2018/05/16,0.072
2018/05/17,0.018
2018/05/18,-0.01
2018/05/19,-0.032
2018/05/20,-0.036
2018/05/21,-0.01
2018/05/22,0.069
2018/05/23,-0.004
2018/05/24,-0.025
2018/05/25,-0.079
2018/05/26,-0.054
2018/05/27,-0.078
2018/05/28,0.011
2018/05/29,0.071
2018/05/30,0.117
2018/05/31,0.108
2018/06/01,0.046
2018/06/02,-0.071
2018/06/03,-0.122
2018/06/04,-0.05
2018/06/05,0.024
2018/06/06,0.034
2018/06/07,-0.033
2018/06/08,-0.034
2018/06/09,-0.12
2018/06/10,-0.123
2018/06/11,-0.096
2018/06/12,-0.017
2018/06/13,0.023
2018/06/14,0.049
2018/06/15,0.067
2018/06/16,-0.051
2018/06/17,-0.112
2018/06/18,-0.116
2018/06/19,0.04
2018/06/20,0.042
2018/06/21,0.015
2018/06/22,-0.054
2018/06/23,-0.063
2018/06/24,-0.055
2018/06/25,0.035
2018/06/26,0.034
2018/06/27,0.025
2018/06/28,-0.059
2018/06/29,-0.013
2018/06/30,0.26
2018/07/01,0.834
2018/07/02,0.976
2018/07/03,0.891
2018/07/04,-0.175
2018/07/05,-0.436
2018/07/06,-0.25
2018/07/07,0.163
2018/07/08,-0.13
2018/07/09,-0.657
2018/07/10,-0.655
2018/07/11,-0.277
2018/07/12,0.025
2018/07/13,0.165
2018/07/14,0.538
2018/07/15,0.117
2018/07/16,-0.251
2018/07/17,-0.63
2018/07/18,-0.351
2018/07/19,-0.07
2018/07/20,0.005
2018/07/21,0.011
2018/07/22,-0.023
2018/07/23,0.019
2018/07/24,-0.044
2018/07/25,0.015
2018/07/26,-0.073
2018/07/27,-0.039
2018/07/28,-0.031
2018/07/29,-0.033
2018/07/30,-0.005
2018/07/31,0
2018/08/01,0.006
2018/08/02,-0.004
2018/08/03,0.014
2018/08/04,-0.001
2018/08/05,-0.001
2018/08/06,-0.006
2018/08/07,0.119
2018/08/08,0.566
2018/08/09,0.503
2018/08/10,0.154
2018/08/11,-0.52
2018/08/12,-0.488
2018/08/13,-0.245
2018/08/14,-0.016
2018/08/15,0.031
2018/08/16,-0.002
2018/08/17,0.173
2018/08/18,-0.028
2018/08/19,-0.029
2018/08/20,-0.206
2018/08/21,-0.019
2018/08/22,0.027
2018/08/23,0.015
2018/08/24,0.014
2018/08/25,-0.026
2018/08/26,-0.011
2018/08/27,-0.01
2018/08/28,0.018
2018/08/29,0.032
2018/08/30,0.008
2018/08/31,0.011
2018/09/01,-0.018
2018/09/02,-0.014
2018/09/03,-0.019
2018/09/04,0.009
2018/09/05,0.004
2018/09/06,0.014
2018/09/07,0
2018/09/08,0.009
2018/09/09,-0.004
2018/09/10,-0.009
2018/09/11,0.001
2018/09/12,0.003
2018/09/13,0.019
2018/09/14,0.003
2018/09/15,0.005
2018/09/16,-0.014
2018/09/17,0.002
2018/09/18,0.003
2018/09/19,0.036
2018/09/20,0.018
2018/09/21,0.032
2018/09/22,-0.019
2018/09/23,-0.018
2018/09/24,-0.014
2018/09/25,0.009
2018/09/26,0.029
2018/09/27,0.009
2018/09/28,0.019
2018/09/29,0.02
2018/09/30,0.002
2018/10/01,0.004
2018/10/02,-0.001
2018/10/03,-0.034
2018/10/04,-0.044
2018/10/05,-0.057
2018/10/06,-0.037
2018/10/07,-0.021
2018/10/08,0.016
2018/10/09,0.028
2018/10/10,0.032
2018/10/11,-0.006
2018/10/12,0.01
2018/10/13,-0.038
2018/10/14,-0.028
2018/10/15,0.003
2018/10/16,0.011
2018/10/17,0.015
2018/10/18,-0.02
2018/10/19,0.014
2018/10/20,0.006
2018/10/21,0.003
2018/10/22,-0.012
2018/10/23,0.002
2018/10/24,0.026
2018/10/25,0.031
2018/10/26,0.012
2018/10/27,-0.024
2018/10/28,-0.032
2018/10/29,-0.009
2018/10/30,0.008
2018/10/31,0.009
2018/11/01,-0.006
2018/11/02,0.015
2018/11/03,0.008
2018/11/04,0.011
2018/11/05,0.015
2018/11/06,0.028
2018/11/07,0.018
2018/11/08,-0.006
2018/11/09,-0.02
2018/11/10,-0.038
2018/11/11,-0.048
2018/11/12,-0.018
2018/11/13,0.011
2018/11/14,0.038
2018/11/15,0.023
2018/11/16,0.005
2018/11/17,-0.028
2018/11/18,-0.03
2018/11/19,-0.005
2018/11/20,0.013
2018/11/21,-0.003
2018/11/22,-0.015
2018/11/23,-0.019
2018/11/24,-0.01
2018/11/25,0
2018/11/26,-0.003
2018/11/27,-0.003
2018/11/28,0.001
2018/11/29,0.014
2018/11/30,0.039
2018/12/01,0.004
2018/12/02,-0.01
2018/12/03,-0.027
2018/12/04,-0.003
2018/12/05,0.003
2018/12/06,-0.003
2018/12/07,-0.009
2018/12/08,-0.024
2018/12/09,-0.02
2018/12/10,-0.01
2018/12/11,0.004
2018/12/12,0.004
2018/12/13,0.01
2018/12/14,0.003
2018/12/15,-0.003
2018/12/16,-0.017
2018/12/17,-0.002
2018/12/18,0.011
2018/12/19,0.02
2018/12/20,0.012
2018/12/21,0.007
2018/12/22,-0.004
2018/12/23,0.006
2018/12/24,0.013
2018/12/25,0.016
2018/12/26,-0.006
2018/12/27,-0.017
2018/12/28,-0.009
2018/12/29,-0.005
2018/12/30,0.009
2018/12/31,-0.001
2019/01/01,-0.001
2019/01/02,-0.004
2019/01/03,-0.004
2019/01/04,0.016
2019/01/05,-0.006
2019/01/06,0
2019/01/07,-0.008
2019/01/08,0.005
2019/01/09,0
2019/01/10,0
2019/01/11,-0.006
2019/01/12,-0.008
2019/01/13,-0.012
2019/01/14,0.019
2019/01/15,0.022
2019/01/16,0.013
2019/01/17,-0.015
2019/01/18,-0.01
2019/01/19,-0.011
2019/01/20,0
2019/01/21,-0.003
2019/01/22,0.004
2019/01/23,-0.002
2019/01/24,0.001
2019/01/25,0
2019/01/26,-0.006
2019/01/27,-0.011
2019/01/28,0
2019/01/29,-0.002
2019/01/30,0.007
2019/01/31,0.003
2019/02/01,0.004
2019/02/02,-0.005
2019/02/03,-0.008
2019/02/04,-0.003
2019/02/05,0
2019/02/06,-0.001
2019/02/07,0.002
2019/02/08,0.006
2019/02/09,0.005
2019/02/10,0.005
2019/02/11,0.009
2019/02/12,0.002
2019/02/13,0.004
2019/02/14,-0.008
2019/02/15,0.009
2019/02/16,-0.001
2019/02/17,0.011
2019/02/18,0.015
2019/02/19,0.023
2019/02/20,0.016
2019/02/21,-0.003
2019/02/22,-0.002
2019/02/23,-0.005
2019/02/24,0.008
2019/02/25,-0.001
2019/02/26,0.006
2019/02/27,-0.007
2019/02/28,0.006
2019/03/01,-0.021
2019/03/02,-0.022
2019/03/03,-0.029
2019/03/04,-0.009
2019/03/05,0.005
2019/03/06,0.005
2019/03/07,0.01
2019/03/08,-0.005
2019/03/09,-0.011
2019/03/10,-0.012
2019/03/11,-0.006
2019/03/12,-0.002
2019/03/13,-0.003
2019/03/14,-0.005
2019/03/15,0
2019/03/16,0.002
2019/03/17,0.001
2019/03/18,0.001
2019/03/19,0.012
2019/03/20,0.002
2019/03/21,0.006
2019/03/22,-0.013
2019/03/23,-0.002
2019/03/24,-0.008
2019/03/25,0.001
2019/03/26,0.003
2019/03/27,0.005
2019/03/28,-0.001
2019/03/29,0.003
2019/03/30,-0.003
2019/03/31,-0.001
2019/04/01,-0.003
2019/04/02,0.013
2019/04/03,0.036
2019/04/04,0.017
2019/04/05,-0.008
2019/04/06,-0.032
2019/04/07,-0.015
2019/04/08,0.005
2019/04/09,0.005
2019/04/10,0.005
2019/04/11,0.002
2019/04/12,0.006
2019/04/13,-0.003
2019/04/14,-0.014
2019/04/15,-0.01
2019/04/16,0
2019/04/17,0.007
2019/04/18,0.007
2019/04/19,0.002
2019/04/20,-0.011
2019/04/21,-0.01
2019/04/22,-0.003
2019/04/23,0.012
2019/04/24,0.008
2019/04/25,0
2019/04/26,0.001
2019/04/27,-0.013
2019/04/28,-0.007
2019/04/29,-0.01
2019/04/30,0.003
2019/05/01,0.002
2019/05/02,0.009
2019/05/03,0.008
2019/05/04,0.006
2019/05/05,-0.002
2019/05/06,0
2019/05/07,0.016
2019/05/08,0.005
2019/05/09,0.004
2019/05/10,-0.01
2019/05/11,0.002
2019/05/12,0.004
2019/05/13,0.008
2019/05/14,0.024
2019/05/15,0.052
2019/05/16,0.091
2019/05/17,0.05
2019/05/18,-0.003
2019/05/19,-0.047
2019/05/20,-0.011
2019/05/21,-0.029
2019/05/22,0.023
2019/05/23,-0.015
2019/05/24,0.04
2019/05/25,-0.055
2019/05/26,-0.036
2019/05/27,0.004
2019/05/28,0.053
2019/05/29,0.051
2019/05/30,0.02
2019/05/31,-0.005
2019/06/01,-0.014
2019/06/02,-0.067
2019/06/03,-0.025
2019/06/04,-0.002
2019/06/05,0.038
2019/06/06,-0.006
2019/06/07,-0.004
2019/06/08,0.07
2019/06/09,-0.024
2019/06/10,0.099
2019/06/11,-0.064
2019/06/12,-0.012
2019/06/13,-0.123
2019/06/14,-0.017
2019/06/15,0.083
2019/06/16,-0.002
2019/06/17,0.095
2019/06/18,-0.06
2019/06/19,0.055
2019/06/20,0.024
2019/06/21,0.008
2019/06/22,-0.034
2019/06/23,-0.12
2019/06/24,0.026
2019/06/25,0.118
2019/06/26,0.056
2019/06/27,0.05
2019/06/28,-0.004
2019/06/29,-0.026
2019/06/30,-0.018
2019/07/01,0.03
2019/07/02,0.005
2019/07/03,-0.043
2019/07/04,-0.157
2019/07/05,0.007
2019/07/06,0.032
