Date,sentinusd7varUSD
2016/01/01,12813071000
2016/01/02,10474452633
2016/01/03,4719323329
2016/01/04,6302156561
2016/01/05,72142011578
2016/01/06,69295061080
2016/01/07,69486175780
2016/01/08,73946808467
2016/01/09,74918599248
2016/01/10,80373284707
2016/01/11,78194935630
2016/01/12,108504864390
2016/01/13,104714513371
2016/01/14,104009328384
2016/01/15,150848693825
2016/01/16,129449548260
2016/01/17,96975699057
2016/01/18,853753547369
2016/01/19,901775897996
2016/01/20,843275751728
2016/01/21,770441993168
2016/01/22,770272023546
2016/01/23,754106439426
2016/01/24,1317236869048
2016/01/25,2259049076221
2016/01/26,2445358368611
2016/01/27,1986229236119
2016/01/28,1362540366016
2016/01/29,1070720872368
2016/01/30,933358227502
2016/01/31,831812861325
2016/02/01,460706252615
2016/02/02,314217170569
2016/02/03,256775359341
2016/02/04,382191822801
2016/02/05,362155155646
2016/02/06,352954191184
2016/02/07,287626628676
2016/02/08,1550093947716
2016/02/09,3084294737105
2016/02/10,7201447004944
2016/02/11,9223737978600
2016/02/12,14266088385098
2016/02/13,9219264218341
2016/02/14,7045899153504
2016/02/15,7520287414307
2016/02/16,7196447565101
2016/02/17,8936860841942
2016/02/18,8326713991691
2016/02/19,2075144736192
2016/02/20,1578711097103
2016/02/21,2128066904281
2016/02/22,2132564691647
2016/02/23,4565345175241
2016/02/24,11490388414339
2016/02/25,11300463289276
2016/02/26,47256701187479
2016/02/27,47052078392766
2016/02/28,41465598253200
2016/02/29,40705495237262
2016/03/01,40710911898712
2016/03/02,81908784598538
2016/03/03,76866386410562
2016/03/04,62947806395243
2016/03/05,1.0478400376018E+14
2016/03/06,84486540546957
2016/03/07,57731531054713
2016/03/08,38927619085126
2016/03/09,37051627626459
2016/03/10,46081759194054
2016/03/11,51054271243358
2016/03/12,16853600931864
2016/03/13,38711835022369
2016/03/14,41641259003043
2016/03/15,40144620269031
2016/03/16,36980255306893
2016/03/17,28134215859970
2016/03/18,18086586526711
2016/03/19,37354463105408
2016/03/20,40669971483373
2016/03/21,37829413383346
2016/03/22,41169308345786
2016/03/23,44888684346257
2016/03/24,33160660350410
2016/03/25,3205855256389
2016/03/26,5363154585423
2016/03/27,8066379586098
2016/03/28,7760689639188
2016/03/29,13472094634352
2016/03/30,18004580923935
2016/03/31,17976082465179
2016/04/01,20192619495399
2016/04/02,18952618681803
2016/04/03,24726008684311
2016/04/04,26549992480142
2016/04/05,19117339208870
2016/04/06,5847606864731
2016/04/07,2821656003912
2016/04/08,2688872219665
2016/04/09,8268639740643
2016/04/10,6386522864209
2016/04/11,6132127181649
2016/04/12,6166113706808
2016/04/13,5708877099730
2016/04/14,5635391787017
2016/04/15,6096597021200
2016/04/16,5109524054348
2016/04/17,3623397619115
2016/04/18,3455245554027
2016/04/19,3828440295330
2016/04/20,2519016647026
2016/04/21,1830858580515
2016/04/22,1937608175814
2016/04/23,2341035559812
2016/04/24,2589397671496
2016/04/25,2558064186607
2016/04/26,3353372982455
2016/04/27,3352865204404
2016/04/28,2783353062936
2016/04/29,3104904677686
2016/04/30,36869580048524
2016/05/01,38202618700777
2016/05/02,43054738029895
2016/05/03,41793575115295
2016/05/04,36089242648229
2016/05/05,29123346119230
2016/05/06,18098094376955
2016/05/07,10935357430078
2016/05/08,11041099261636
2016/05/09,11998219868448
2016/05/10,14608828437199
2016/05/11,33285558433176
2016/05/12,47710848048142
2016/05/13,5.5672330019844E+14
2016/05/14,6.0037653696136E+14
2016/05/15,5.8753191029015E+14
2016/05/16,6.0726025778397E+14
2016/05/17,6.2811792214586E+14
2016/05/18,6.4414294218831E+14
2016/05/19,643213013392338
2016/05/20,2.3350846059567E+14
2016/05/21,76866896839268
2016/05/22,91813640160382
2016/05/23,89281499372902
2016/05/24,83698058205065
2016/05/25,83537868927506
2016/05/26,47582904305533
2016/05/27,37615210268304
2016/05/28,37270594426273
2016/05/29,29870068836502
2016/05/30,37290683956825
2016/05/31,40055546292716
2016/06/01,45206329787562
2016/06/02,58243582805429
2016/06/03,29788324031365
2016/06/04,7096573756153
2016/06/05,7999858896244
2016/06/06,6730831507659
2016/06/07,7493372267927
2016/06/08,71385810258740
2016/06/09,71728303267623
2016/06/10,70461293127995
2016/06/11,69070635681771
2016/06/12,64561879937004
2016/06/13,59750860021493
2016/06/14,72029710055897
2016/06/15,39336781522233
2016/06/16,46927431115154
2016/06/17,3.964113979234E+14
2016/06/18,4.9359835821436E+14
