Date,size90rsi
2017/05/27,56.189
2017/05/28,56.729
2017/05/29,55.476
2017/05/30,59.704
2017/05/31,59.106
2017/06/01,58.318
2017/06/02,60.103
2017/06/03,57.837
2017/06/04,57.406
2017/06/05,57.36
2017/06/06,58.996
2017/06/07,59.02
2017/06/08,57.913
2017/06/09,58.855
2017/06/10,56.775
2017/06/11,60.086
2017/06/12,61.237
2017/06/13,59.819
2017/06/14,57.996
2017/06/15,58.366
2017/06/16,58.04
2017/06/17,57.88
2017/06/18,57.825
2017/06/19,59.35
2017/06/20,59.783
2017/06/21,53.891
2017/06/22,57.355
2017/06/23,57.908
2017/06/24,57.579
2017/06/25,57.636
2017/06/26,58.362
2017/06/27,55.579
2017/06/28,58.165
2017/06/29,57.288
2017/06/30,56.248
2017/07/01,55.183
2017/07/02,55.668
2017/07/03,57.587
2017/07/04,57.57
2017/07/05,57.512
2017/07/06,55.596
2017/07/07,56.612
2017/07/08,55.409
2017/07/09,52.79
2017/07/10,56.709
2017/07/11,56.575
2017/07/12,56.829
2017/07/13,56.75
2017/07/14,55.902
2017/07/15,54.237
2017/07/16,54.741
2017/07/17,55.354
2017/07/18,56.831
2017/07/19,55.563
2017/07/20,54.447
2017/07/21,53.601
2017/07/22,52.817
2017/07/23,54.125
2017/07/24,55.363
2017/07/25,54.441
2017/07/26,52.907
2017/07/27,52.844
2017/07/28,53.734
2017/07/29,51.778
2017/07/30,51.943
2017/07/31,53.539
2017/08/01,53.735
2017/08/02,53.651
2017/08/03,53.812
2017/08/04,54.662
2017/08/05,54.572
2017/08/06,54.606
2017/08/07,55.897
2017/08/08,57.136
2017/08/09,55.025
2017/08/10,56.891
2017/08/11,57.575
2017/08/12,56.73
2017/08/13,56.049
2017/08/14,58.144
2017/08/15,58.704
2017/08/16,59.407
2017/08/17,59.375
2017/08/18,59.378
2017/08/19,58.321
2017/08/20,54.797
2017/08/21,56.57
2017/08/22,55.706
2017/08/23,55.775
2017/08/24,55.255
2017/08/25,56.707
2017/08/26,55.648
2017/08/27,55.88
2017/08/28,57.845
2017/08/29,58.311
2017/08/30,58.558
2017/08/31,57.275
2017/09/01,57.945
2017/09/02,55.229
2017/09/03,54.021
2017/09/04,57.779
2017/09/05,57.734
2017/09/06,59.402
2017/09/07,58.225
2017/09/08,58.098
2017/09/09,55.189
2017/09/10,53.444
2017/09/11,54.668
2017/09/12,55.392
2017/09/13,54.627
2017/09/14,54.83
2017/09/15,55.966
2017/09/16,54.186
2017/09/17,52.665
2017/09/18,54.421
2017/09/19,53.825
2017/09/20,53.467
2017/09/21,53.509
2017/09/22,53.987
2017/09/23,53.335
2017/09/24,54.441
2017/09/25,55.282
2017/09/26,54.611
2017/09/27,54.804
2017/09/28,55.671
2017/09/29,56.176
2017/09/30,56.409
2017/10/01,56.266
2017/10/02,55.844
2017/10/03,55.695
2017/10/04,55.346
2017/10/05,55.293
2017/10/06,56.012
2017/10/07,54.688
2017/10/08,54.358
2017/10/09,54.642
2017/10/10,55.59
2017/10/11,54.679
2017/10/12,55.26
2017/10/13,55.634
2017/10/14,54.406
2017/10/15,53.811
2017/10/16,52.142
2017/10/17,51.033
2017/10/18,50.257
2017/10/19,50.21
2017/10/20,51.479
2017/10/21,49.64
2017/10/22,49.079
2017/10/23,50.114
2017/10/24,50.717
2017/10/25,50.932
2017/10/26,50.97
2017/10/27,43.928
2017/10/28,43.928
2017/10/29,43.928
2017/10/30,43.928
2017/10/31,43.928
2017/11/01,51.609
2017/11/02,51.639
2017/11/03,51.69
2017/11/04,50.021
2017/11/05,49.794
2017/11/06,50.739
2017/11/07,50.942
2017/11/08,50.921
2017/11/09,50.789
2017/11/10,50.552
2017/11/11,50.21
2017/11/12,50.467
2017/11/13,51.014
2017/11/14,51.808
2017/11/15,51.906
2017/11/16,51.347
2017/11/17,51.357
2017/11/18,51.036
2017/11/19,50.999
2017/11/20,51.959
2017/11/21,51.73
2017/11/22,51.63
2017/11/23,51.653
2017/11/24,51.195
2017/11/25,51.705
2017/11/26,51.658
2017/11/27,54.381
2017/11/28,52.796
2017/11/29,52.584
2017/11/30,52.351
2017/12/01,52.406
2017/12/02,52.293
2017/12/03,52.906
2017/12/04,53.091
2017/12/05,53.117
2017/12/06,53.731
2017/12/07,52.088
2017/12/08,53.545
2017/12/09,52.894
2017/12/10,53.314
2017/12/11,54.449
2017/12/12,55.288
2017/12/13,55.533
2017/12/14,55.449
2017/12/15,55.503
2017/12/16,55.589
2017/12/17,55.369
2017/12/18,56.184
2017/12/19,57.591
2017/12/20,55.549
2017/12/21,56.621
2017/12/22,56.113
2017/12/23,54.659
2017/12/24,52.076
2017/12/25,52.556
2017/12/26,52.839
2017/12/27,53.74
2017/12/28,54.214
2017/12/29,55.55
2017/12/30,55.461
2017/12/31,53.54
2018/01/01,53.101
2018/01/02,55.336
2018/01/03,56.134
2018/01/04,56.543
2018/01/05,56.427
2018/01/06,56.09
2018/01/07,55.479
2018/01/08,55.911
2018/01/09,56.098
2018/01/10,55.045
2018/01/11,55.276
2018/01/12,54.994
2018/01/13,55.213
2018/01/14,54.36
2018/01/15,55.268
2018/01/16,55.595
2018/01/17,55.444
2018/01/18,55.122
2018/01/19,53.872
2018/01/20,53.26
2018/01/21,52.998
2018/01/22,52.601
2018/01/23,52.269
2018/01/24,52.052
2018/01/25,51.673
2018/01/26,52.604
2018/01/27,51.099
2018/01/28,51.775
2018/01/29,52.176
2018/01/30,52.166
2018/01/31,52.03
2018/02/01,52.583
2018/02/02,52.522
2018/02/03,51.009
2018/02/04,51.07
2018/02/05,51.636
2018/02/06,51.935
2018/02/07,51.11
2018/02/08,49.933
2018/02/09,50.731
2018/02/10,50.741
2018/02/11,50.275
2018/02/12,50.755
2018/02/13,50.043
2018/02/14,50.611
2018/02/15,50.593
2018/02/16,50.142
2018/02/17,50.623
2018/02/18,50.144
2018/02/19,50.584
2018/02/20,51.627
2018/02/21,51.163
2018/02/22,50.515
2018/02/23,50.122
2018/02/24,50.315
2018/02/25,50.025
2018/02/26,50.474
2018/02/27,50.185
2018/02/28,50.447
2018/03/01,50.054
2018/03/02,50.841
2018/03/03,50.256
2018/03/04,50.096
2018/03/05,50.837
2018/03/06,50.434
2018/03/07,50.936
2018/03/08,50.358
2018/03/09,49.89
2018/03/10,49.254
2018/03/11,49.15
2018/03/12,50.45
2018/03/13,50.144
2018/03/14,49.788
2018/03/15,49.767
2018/03/16,49.53
2018/03/17,48.632
2018/03/18,49.852
2018/03/19,50.042
2018/03/20,49.796
2018/03/21,50.039
2018/03/22,48.872
2018/03/23,49.292
2018/03/24,48.356
2018/03/25,47.698
2018/03/26,48.941
2018/03/27,48.691
2018/03/28,48.714
2018/03/29,48.812
2018/03/30,49.228
2018/03/31,48.625
2018/04/01,48.154
2018/04/02,48.589
2018/04/03,49.556
2018/04/04,49.385
2018/04/05,49.743
2018/04/06,49.005
2018/04/07,48.194
2018/04/08,48.814
2018/04/09,49.423
2018/04/10,48.981
2018/04/11,49.381
2018/04/12,50.559
2018/04/13,50.512
2018/04/14,49.239
2018/04/15,49.465
2018/04/16,50.358
2018/04/17,50.998
2018/04/18,51.071
2018/04/19,52.193
2018/04/20,52.668
2018/04/21,50.638
2018/04/22,51.203
2018/04/23,51.67
2018/04/24,52.208
2018/04/25,52.011
2018/04/26,51.821
2018/04/27,51.568
2018/04/28,51.745
2018/04/29,51.786
2018/04/30,52.294
2018/05/01,51.727
2018/05/02,52.142
2018/05/03,52.435
2018/05/04,53.017
2018/05/05,51.385
2018/05/06,50.647
2018/05/07,50.938
2018/05/08,51.258
2018/05/09,51.528
2018/05/10,52.444
2018/05/11,51.724
2018/05/12,51.129
2018/05/13,51.029
2018/05/14,52.022
2018/05/15,51.523
2018/05/16,51.501
2018/05/17,51.442
2018/05/18,51.456
2018/05/19,51.373
2018/05/20,51.056
2018/05/21,51.838
2018/05/22,51.722
2018/05/23,51.996
2018/05/24,51.764
2018/05/25,51.513
2018/05/26,50.646
2018/05/27,50.844
2018/05/28,51.69
2018/05/29,51.652
2018/05/30,51.729
2018/05/31,52.576
2018/06/01,51.484
2018/06/02,51.244
2018/06/03,51.449
2018/06/04,52.047
2018/06/05,51.771
2018/06/06,51.073
2018/06/07,51.076
2018/06/08,51.136
2018/06/09,50.967
2018/06/10,51.152
2018/06/11,51.108
2018/06/12,50.72
2018/06/13,51.553
2018/06/14,50.913
2018/06/15,50.169
2018/06/16,51.9
2018/06/17,48.962
2018/06/18,49.908
2018/06/19,51.179
2018/06/20,51.429
2018/06/21,50.511
2018/06/22,50.93
2018/06/23,49.238
2018/06/24,49.402
2018/06/25,51.202
2018/06/26,50.618
2018/06/27,50.916
2018/06/28,50.635
2018/06/29,50.331
2018/06/30,49.846
2018/07/01,50.024
2018/07/02,48.81
2018/07/03,49.847
2018/07/04,48.56
2018/07/05,49.642
2018/07/06,48.729
2018/07/07,48.933
2018/07/08,50.028
2018/07/09,50.027
2018/07/10,50.463
2018/07/11,49.916
2018/07/12,49.56
2018/07/13,49.378
2018/07/14,48.882
2018/07/15,48.514
2018/07/16,50.495
2018/07/17,50.556
2018/07/18,50.559
2018/07/19,50.615
2018/07/20,49.57
2018/07/21,48.731
2018/07/22,49.413
2018/07/23,50.349
2018/07/24,50.819
2018/07/25,50.79
2018/07/26,50.515
2018/07/27,50.205
2018/07/28,48.895
2018/07/29,49.847
2018/07/30,50.649
2018/07/31,50.677
2018/08/01,51.005
2018/08/02,50.952
2018/08/03,50.025
2018/08/04,49.561
2018/08/05,49.951
2018/08/06,50.413
2018/08/07,48.968
2018/08/08,47.578
2018/08/09,47.302
2018/08/10,48.581
2018/08/11,49.27
2018/08/12,49.062
2018/08/13,49.951
2018/08/14,49.914
2018/08/15,49.079
2018/08/16,50.111
2018/08/17,49.394
2018/08/18,50.187
2018/08/19,49.99
2018/08/20,51.205
2018/08/21,51.249
2018/08/22,50.282
2018/08/23,50.855
2018/08/24,50.28
2018/08/25,51.082
2018/08/26,50.786
2018/08/27,51.046
2018/08/28,51.476
2018/08/29,50.896
2018/08/30,50.541
2018/08/31,49.922
2018/09/01,50.565
2018/09/02,50.29
2018/09/03,51.053
2018/09/04,50.283
2018/09/05,51.186
2018/09/06,50.416
2018/09/07,51.045
2018/09/08,51.081
2018/09/09,49.86
2018/09/10,50.406
2018/09/11,49.934
2018/09/12,50.637
2018/09/13,50.601
2018/09/14,51.47
2018/09/15,51.268
2018/09/16,51.793
2018/09/17,51.28
2018/09/18,51.379
2018/09/19,48.971
2018/09/20,50.578
2018/09/21,51.312
2018/09/22,50.845
2018/09/23,51.117
2018/09/24,52.177
2018/09/25,51.992
2018/09/26,52.54
2018/09/27,52.435
2018/09/28,51.88
2018/09/29,49.024
2018/09/30,50.262
2018/10/01,50.528
2018/10/02,50.351
2018/10/03,49.386
2018/10/04,49.832
2018/10/05,49.189
2018/10/06,48.064
2018/10/07,47.318
2018/10/08,47.923
2018/10/09,48.366
2018/10/10,47.896
2018/10/11,48.375
2018/10/12,49.115
2018/10/13,48.127
2018/10/14,47.431
2018/10/15,48.282
2018/10/16,48.306
2018/10/17,48.349
2018/10/18,48.351
2018/10/19,48.639
2018/10/20,47.671
2018/10/21,47.808
2018/10/22,49.086
2018/10/23,48.408
2018/10/24,49.509
2018/10/25,49.938
2018/10/26,49.321
2018/10/27,47.666
2018/10/28,47.796
2018/10/29,49.251
2018/10/30,49.05
2018/10/31,48.641
2018/11/01,48.719
2018/11/02,48.408
2018/11/03,47.947
2018/11/04,47.979
2018/11/05,48.592
2018/11/06,49.074
2018/11/07,48.693
2018/11/08,48.906
2018/11/09,48.588
2018/11/10,48.206
2018/11/11,48.475
2018/11/12,48.969
2018/11/13,48.713
2018/11/14,49.136
2018/11/15,48.71
2018/11/16,48.515
2018/11/17,47.944
2018/11/18,47.652
2018/11/19,49.292
2018/11/20,49.571
2018/11/21,48.92
2018/11/22,48.862
2018/11/23,48.814
2018/11/24,48.078
2018/11/25,48.422
2018/11/26,48.709
2018/11/27,48.961
2018/11/28,49.72
2018/11/29,48.949
2018/11/30,49.265
2018/12/01,48.393
2018/12/02,48.038
2018/12/03,49.092
2018/12/04,49.074
2018/12/05,49.453
2018/12/06,49.53
2018/12/07,49.242
2018/12/08,48.836
2018/12/09,48.667
2018/12/10,49.19
2018/12/11,49.009
2018/12/12,48.609
2018/12/13,48.997
2018/12/14,49.411
2018/12/15,48.685
2018/12/16,48.335
2018/12/17,49.54
2018/12/18,49.848
2018/12/19,49.831
2018/12/20,49.815
2018/12/21,49.845
2018/12/22,48.638
2018/12/23,48.917
2018/12/24,49.631
2018/12/25,48.616
2018/12/26,49.438
2018/12/27,49.076
2018/12/28,49.216
2018/12/29,48.827
2018/12/30,47.911
2018/12/31,48.714
2019/01/01,47.638
2019/01/02,49.414
2019/01/03,49.884
2019/01/04,49.703
2019/01/05,49.123
2019/01/06,48.559
2019/01/07,49.479
2019/01/08,49.37
2019/01/09,49.35
2019/01/10,49.857
2019/01/11,49.674
2019/01/12,48.609
2019/01/13,48.563
2019/01/14,49.622
2019/01/15,49.476
2019/01/16,49.45
2019/01/17,49.407
2019/01/18,49.348
2019/01/19,49.394
2019/01/20,49.381
2019/01/21,50.826
2019/01/22,51.365
2019/01/23,50.537
2019/01/24,50.182
2019/01/25,49.561
2019/01/26,49.204
2019/01/27,49.557
2019/01/28,50.893
2019/01/29,51.101
2019/01/30,50.879
2019/01/31,50.561
2019/02/01,50.382
2019/02/02,49.205
2019/02/03,48.843
2019/02/04,48.734
2019/02/05,48.851
2019/02/06,49.032
2019/02/07,49.207
2019/02/08,49.87
2019/02/09,49.099
2019/02/10,49.722
2019/02/11,50.601
2019/02/12,50.652
2019/02/13,51.697
2019/02/14,51.67
2019/02/15,51.427
2019/02/16,50.888
2019/02/17,51.175
2019/02/18,51.963
2019/02/19,52.158
2019/02/20,52.231
2019/02/21,52.421
2019/02/22,52.307
2019/02/23,50.899
2019/02/24,51.968
2019/02/25,52.898
2019/02/26,52.708
2019/02/27,52.29
2019/02/28,52.19
2019/03/01,49.525
2019/03/02,48.516
2019/03/03,48.069
2019/03/04,49.926
2019/03/05,49.5
2019/03/06,49.096
2019/03/07,48.853
2019/03/08,49.549
2019/03/09,49.048
2019/03/10,48.064
2019/03/11,48.898
2019/03/12,49.151
2019/03/13,49.745
2019/03/14,49.485
2019/03/15,49.259
2019/03/16,48.599
2019/03/17,48.228
2019/03/18,49.897
2019/03/19,50.607
2019/03/20,50.01
2019/03/21,50.228
2019/03/22,50.064
2019/03/23,49.08
2019/03/24,48.915
2019/03/25,50.164
2019/03/26,50.312
2019/03/27,50.231
2019/03/28,50.038
2019/03/29,50.538
2019/03/30,50.44
2019/03/31,50.124
2019/04/01,50.346
2019/04/02,51.397
2019/04/03,51.43
2019/04/04,50.852
2019/04/05,49.791
2019/04/06,48.878
2019/04/07,49.138
2019/04/08,50.211
2019/04/09,49.962
2019/04/10,51.169
2019/04/11,51.766
2019/04/12,50.217
2019/04/13,49.139
2019/04/14,48.907
2019/04/15,50.671
2019/04/16,51.128
2019/04/17,50.415
2019/04/18,50.545
2019/04/19,50.386
2019/04/20,50.132
2019/04/21,50.408
2019/04/22,50.509
2019/04/23,50.845
2019/04/24,50.049
2019/04/25,50.099
2019/04/26,50.053
2019/04/27,48.61
2019/04/28,49.243
2019/04/29,49.753
2019/04/30,50.425
2019/05/01,50.14
2019/05/02,51.658
2019/05/03,50.813
2019/05/04,49.442
2019/05/05,49.694
2019/05/06,51.854
2019/05/07,52.987
2019/05/08,51.653
2019/05/09,51.011
2019/05/10,51.025
2019/05/11,50.938
2019/05/12,50.508
2019/05/13,51.051
2019/05/14,51.493
2019/05/15,51.921
2019/05/16,52.34
2019/05/17,52.001
2019/05/18,50.967
2019/05/19,50.534
2019/05/20,51.653
2019/05/21,51.268
2019/05/22,51.878
2019/05/23,51.798
2019/05/24,51.876
2019/05/25,50.868
2019/05/26,50.401
2019/05/27,52.188
2019/05/28,51.768
2019/05/29,51.918
2019/05/30,51.778
2019/05/31,50.887
2019/06/01,51.539
2019/06/02,51.206
2019/06/03,51.577
2019/06/04,51.562
2019/06/05,50.828
2019/06/06,50.82
2019/06/07,50.549
2019/06/08,52.589
2019/06/09,49.658
2019/06/10,52.17
2019/06/11,51.948
2019/06/12,51.081
2019/06/13,50.223
2019/06/14,50.739
2019/06/15,51.579
2019/06/16,50.642
2019/06/17,51.694
2019/06/18,50.928
2019/06/19,51.674
2019/06/20,52.108
2019/06/21,50.369
2019/06/22,50.028
2019/06/23,50.163
2019/06/24,50.785
