Date,transactions30sma
2016/05/19,38981
2016/05/20,39389
2016/05/21,39604
2016/05/22,39844
2016/05/23,40243
2016/05/24,40538
2016/05/25,40906
2016/05/26,41524
2016/05/27,42030
2016/05/28,43223
2016/05/29,43508
2016/05/30,43414
2016/05/31,43574
2016/06/01,43590
2016/06/02,43651
2016/06/03,43730
2016/06/04,43702
2016/06/05,43589
2016/06/06,43692
2016/06/07,43895
2016/06/08,43957
2016/06/09,43930
2016/06/10,43908
2016/06/11,43638
2016/06/12,43466
2016/06/13,43480
2016/06/14,43722
2016/06/15,43917
2016/06/16,44019
2016/06/17,44704
2016/06/18,45322
2016/06/19,45517
2016/06/20,45634
2016/06/21,45915
2016/06/22,46075
2016/06/23,46042
2016/06/24,46005
2016/06/25,45523
2016/06/26,45276
2016/06/27,44260
2016/06/28,44167
2016/06/29,44399
2016/06/30,45051
2016/07/01,44980
2016/07/02,44966
2016/07/03,44964
2016/07/04,45033
2016/07/05,45079
2016/07/06,45044
2016/07/07,44853
2016/07/08,44922
2016/07/09,44941
2016/07/10,44915
2016/07/11,44971
2016/07/12,44912
2016/07/13,44564
2016/07/14,44313
2016/07/15,44241
2016/07/16,44064
2016/07/17,42976
2016/07/18,42179
2016/07/19,41951
2016/07/20,42068
2016/07/21,41987
2016/07/22,41981
2016/07/23,42085
2016/07/24,42514
2016/07/25,43120
2016/07/26,43797
2016/07/27,44243
2016/07/28,44425
2016/07/29,44337
2016/07/30,43605
2016/07/31,43894
2016/08/01,44118
2016/08/02,44428
2016/08/03,44745
2016/08/04,44995
2016/08/05,45172
2016/08/06,45207
2016/08/07,45222
2016/08/08,45308
2016/08/09,45564
2016/08/10,45821
2016/08/11,46067
2016/08/12,46355
2016/08/13,46298
2016/08/14,46280
2016/08/15,46422
2016/08/16,46923
2016/08/17,47112
2016/08/18,47232
2016/08/19,46976
2016/08/20,46857
2016/08/21,46660
2016/08/22,46635
2016/08/23,46309
2016/08/24,46041
2016/08/25,45639
2016/08/26,45447
2016/08/27,45427
2016/08/28,45272
2016/08/29,45389
2016/08/30,45330
2016/08/31,45326
2016/09/01,45274
2016/09/02,45472
2016/09/03,45406
2016/09/04,45570
2016/09/05,45609
2016/09/06,45814
2016/09/07,46005
2016/09/08,46302
2016/09/09,46556
2016/09/10,46380
2016/09/11,46344
2016/09/12,46479
2016/09/13,46546
2016/09/14,46931
2016/09/15,47054
2016/09/16,47476
2016/09/17,47445
2016/09/18,47277
2016/09/19,47250
2016/09/20,47634
2016/09/21,47644
2016/09/22,47785
2016/09/23,47398
2016/09/24,47183
2016/09/25,46897
2016/09/26,46750
2016/09/27,46890
2016/09/28,46800
2016/09/29,46581
2016/09/30,46247
2016/10/01,46433
2016/10/02,46290
2016/10/03,46386
2016/10/04,46670
2016/10/05,46639
2016/10/06,46229
2016/10/07,46063
2016/10/08,45454
2016/10/09,45121
2016/10/10,45190
2016/10/11,45113
2016/10/12,44609
2016/10/13,44264
2016/10/14,43869
2016/10/15,43237
2016/10/16,42486
2016/10/17,42194
2016/10/18,42661
2016/10/19,42594
2016/10/20,42240
2016/10/21,42681
2016/10/22,42185
2016/10/23,42190
2016/10/24,42494
2016/10/25,42791
2016/10/26,42845
2016/10/27,42763
2016/10/28,42721
2016/10/29,42707
2016/10/30,42827
2016/10/31,42559
2016/11/01,42490
2016/11/02,42351
2016/11/03,41874
2016/11/04,41569
2016/11/05,41598
2016/11/06,41287
2016/11/07,41429
2016/11/08,41350
2016/11/09,41203
2016/11/10,41173
2016/11/11,41542
2016/11/12,41830
2016/11/13,41885
2016/11/14,42226
2016/11/15,42571
2016/11/16,42689
2016/11/17,42317
2016/11/18,42493
2016/11/19,42355
2016/11/20,41833
2016/11/21,41998
2016/11/22,42606
2016/11/23,42997
2016/11/24,42639
2016/11/25,43069
2016/11/26,42951
2016/11/27,43049
2016/11/28,43328
2016/11/29,43581
2016/11/30,43386
2016/12/01,42989
2016/12/02,42927
2016/12/03,42894
2016/12/04,43130
2016/12/05,43260
2016/12/06,43721
2016/12/07,43715
2016/12/08,43648
2016/12/09,43679
2016/12/10,43693
2016/12/11,43629
2016/12/12,43558
2016/12/13,43591
2016/12/14,43705
2016/12/15,43730
2016/12/16,43806
2016/12/17,43763
2016/12/18,43525
2016/12/19,43735
2016/12/20,43806
2016/12/21,44074
2016/12/22,44127
2016/12/23,43464
2016/12/24,43494
2016/12/25,42778
2016/12/26,42570
2016/12/27,42501
2016/12/28,42334
2016/12/29,42318
2016/12/30,42497
2016/12/31,42634
2017/01/01,42537
2017/01/02,42480
2017/01/03,42688
2017/01/04,42990
2017/01/05,43036
2017/01/06,43105
2017/01/07,43239
2017/01/08,43282
2017/01/09,43469
2017/01/10,43770
2017/01/11,43986
2017/01/12,44183
2017/01/13,44301
2017/01/14,44166
2017/01/15,44092
2017/01/16,44290
2017/01/17,44625
2017/01/18,44604
2017/01/19,44584
2017/01/20,44417
2017/01/21,44021
2017/01/22,44122
2017/01/23,44400
2017/01/24,44860
2017/01/25,45250
2017/01/26,45399
2017/01/27,45509
2017/01/28,45464
2017/01/29,45396
2017/01/30,45534
2017/01/31,45698
2017/02/01,45861
2017/02/02,45788
2017/02/03,45525
2017/02/04,45386
2017/02/05,45477
2017/02/06,45600
2017/02/07,45904
2017/02/08,46068
2017/02/09,46057
2017/02/10,46291
2017/02/11,46157
2017/02/12,45973
2017/02/13,46438
2017/02/14,46989
2017/02/15,47321
2017/02/16,47421
2017/02/17,47568
2017/02/18,47760
2017/02/19,47842
2017/02/20,48070
2017/02/21,48437
2017/02/22,48580
2017/02/23,48487
2017/02/24,48747
2017/02/25,48960
2017/02/26,49128
2017/02/27,49377
2017/02/28,49969
2017/03/01,50449
2017/03/02,51353
2017/03/03,52012
2017/03/04,52513
2017/03/05,52988
2017/03/06,53375
2017/03/07,53910
2017/03/08,54180
2017/03/09,54593
2017/03/10,55061
2017/03/11,55625
2017/03/12,56106
2017/03/13,57278
2017/03/14,58339
2017/03/15,59180
2017/03/16,60901
2017/03/17,62612
2017/03/18,63953
2017/03/19,65127
2017/03/20,66155
2017/03/21,67358
2017/03/22,68313
2017/03/23,69113
2017/03/24,70360
2017/03/25,71587
2017/03/26,72435
2017/03/27,73812
2017/03/28,74900
2017/03/29,76247
2017/03/30,77445
2017/03/31,78889
2017/04/01,79215
2017/04/02,80037
2017/04/03,81419
2017/04/04,82394
2017/04/05,83407
2017/04/06,84494
2017/04/07,85742
2017/04/08,86005
2017/04/09,86319
2017/04/10,86675
2017/04/11,86984
2017/04/12,86938
2017/04/13,87170
2017/04/14,87169
2017/04/15,85998
2017/04/16,84797
2017/04/17,84218
2017/04/18,84175
2017/04/19,84357
2017/04/20,84396
2017/04/21,84478
2017/04/22,84181
2017/04/23,83825
2017/04/24,83696
2017/04/25,84146
2017/04/26,83982
2017/04/27,84654
2017/04/28,85091
2017/04/29,84929
2017/04/30,84666
2017/05/01,85720
2017/05/02,86433
2017/05/03,86337
2017/05/04,87290
2017/05/05,87994
2017/05/06,87988
2017/05/07,88448
2017/05/08,89960
2017/05/09,91239
2017/05/10,92379
2017/05/11,93755
2017/05/12,94652
2017/05/13,95226
2017/05/14,95899
2017/05/15,97498
2017/05/16,99021
2017/05/17,101274
2017/05/18,103078
2017/05/19,105606
2017/05/20,107121
2017/05/21,109402
2017/05/22,112826
2017/05/23,116494
2017/05/24,120053
2017/05/25,123052
2017/05/26,125724
2017/05/27,127223
2017/05/28,128859
2017/05/29,131099
2017/05/30,134380
2017/05/31,137777
2017/06/01,140737
2017/06/02,143990
2017/06/03,146015
2017/06/04,148403
2017/06/05,151579
2017/06/06,154709
2017/06/07,157698
2017/06/08,160190
2017/06/09,163729
2017/06/10,166934
2017/06/11,171376
2017/06/12,177763
2017/06/13,183720
2017/06/14,187971
2017/06/15,192814
2017/06/16,196410
2017/06/17,199897
2017/06/18,202710
2017/06/19,207886
2017/06/20,213177
2017/06/21,214678
2017/06/22,217915
2017/06/23,220872
2017/06/24,223124
2017/06/25,225168
2017/06/26,230746
2017/06/27,234003
2017/06/28,237860
2017/06/29,240199
2017/06/30,241483
2017/07/01,242860
2017/07/02,244650
2017/07/03,248863
2017/07/04,252241
2017/07/05,254951
2017/07/06,256893
2017/07/07,259833
2017/07/08,261848
2017/07/09,262160
2017/07/10,265136
2017/07/11,266842
2017/07/12,266538
2017/07/13,265895
2017/07/14,265863
2017/07/15,264874
2017/07/16,264912
2017/07/17,265127
2017/07/18,265964
2017/07/19,265427
2017/07/20,263482
2017/07/21,263858
2017/07/22,261236
2017/07/23,260719
2017/07/24,261137
2017/07/25,261529
2017/07/26,258401
2017/07/27,257483
2017/07/28,256558
2017/07/29,254391
2017/07/30,252856
2017/07/31,253177
2017/08/01,252176
2017/08/02,249810
2017/08/03,248306
2017/08/04,247825
2017/08/05,247912
2017/08/06,246903
2017/08/07,248004
2017/08/08,251126
2017/08/09,250382
2017/08/10,251934
2017/08/11,254363
2017/08/12,256960
2017/08/13,259747
2017/08/14,265684
2017/08/15,271154
2017/08/16,276659
2017/08/17,281891
2017/08/18,287665
2017/08/19,291911
2017/08/20,294489
2017/08/21,300733
2017/08/22,304207
2017/08/23,307928
2017/08/24,311579
2017/08/25,315902
2017/08/26,318596
2017/08/27,321186
2017/08/28,326682
2017/08/29,332950
2017/08/30,337954
2017/08/31,343482
2017/09/01,348813
2017/09/02,351995
2017/09/03,353507
2017/09/04,359547
2017/09/05,365529
2017/09/06,372702
2017/09/07,377018
2017/09/08,383130
2017/09/09,384644
2017/09/10,383592
2017/09/11,384483
2017/09/12,386880
2017/09/13,385400
2017/09/14,384300
2017/09/15,385238
2017/09/16,383430
2017/09/17,378302
2017/09/18,377814
2017/09/19,378741
2017/09/20,376478
2017/09/21,374890
2017/09/22,371448
2017/09/23,368370
2017/09/24,365980
2017/09/25,365992
2017/09/26,365388
2017/09/27,363567
2017/09/28,361386
2017/09/29,358929
2017/09/30,355975
2017/10/01,352404
2017/10/02,351547
2017/10/03,352393
2017/10/04,347884
2017/10/05,343558
2017/10/06,337675
2017/10/07,332433
2017/10/08,326872
2017/10/09,325023
2017/10/10,325838
2017/10/11,325136
2017/10/12,323753
2017/10/13,324201
2017/10/14,322599
2017/10/15,318837
2017/10/16,319988
2017/10/17,327191
2017/10/18,330781
2017/10/19,335995
2017/10/20,343390
2017/10/21,348251
2017/10/22,353719
2017/10/23,360654
2017/10/24,367699
2017/10/25,372826
2017/10/26,378171
2017/10/27,367869
2017/10/28,356895
2017/10/29,346012
2017/10/30,336152
2017/10/31,326690
2017/11/01,333900
2017/11/02,340755
2017/11/03,346799
2017/11/04,349598
2017/11/05,352838
2017/11/06,360191
2017/11/07,365977
2017/11/08,371052
2017/11/09,374971
2017/11/10,378741
2017/11/11,379773
2017/11/12,381615
2017/11/13,385315
2017/11/14,390217
2017/11/15,394625
2017/11/16,394154
2017/11/17,395425
2017/11/18,394275
2017/11/19,391533
2017/11/20,393774
2017/11/21,396726
2017/11/22,399337
2017/11/23,400829
2017/11/24,402997
2017/11/25,406155
2017/11/26,424237
2017/11/27,444527
2017/11/28,465827
2017/11/29,487946
2017/11/30,509795
2017/12/01,513138
2017/12/02,516280
2017/12/03,523119
2017/12/04,533221
2017/12/05,542421
2017/12/06,551757
2017/12/07,558045
2017/12/08,567578
2017/12/09,575580
2017/12/10,584218
2017/12/11,598702
2017/12/12,613301
2017/12/13,628850
2017/12/14,644402
2017/12/15,656529
2017/12/16,670142
2017/12/17,682408
2017/12/18,699886
2017/12/19,720808
2017/12/20,736007
2017/12/21,754295
2017/12/22,772862
2017/12/23,785589
2017/12/24,793349
2017/12/25,799723
2017/12/26,808757
2017/12/27,818893
2017/12/28,829243
2017/12/29,843463
2017/12/30,859503
2017/12/31,870310
2018/01/01,879682
2018/01/02,895020
2018/01/03,912893
2018/01/04,934787
2018/01/05,950781
2018/01/06,969693
2018/01/07,982570
2018/01/08,999511
2018/01/09,1017500
2018/01/10,1029126
2018/01/11,1039180
2018/01/12,1046151
2018/01/13,1054043
2018/01/14,1059952
2018/01/15,1070170
2018/01/16,1083549
2018/01/17,1093318
2018/01/18,1097083
2018/01/19,1098988
2018/01/20,1096049
2018/01/21,1092816
2018/01/22,1094617
2018/01/23,1100292
2018/01/24,1105669
2018/01/25,1104836
2018/01/26,1106192
2018/01/27,1102271
2018/01/28,1095568
2018/01/29,1088908
2018/01/30,1087563
2018/01/31,1086507
2018/02/01,1081668
2018/02/02,1073098
2018/02/03,1055251
2018/02/04,1039561
2018/02/05,1027872
2018/02/06,1019055
2018/02/07,1005827
2018/02/08,986664
2018/02/09,973735
2018/02/10,962882
2018/02/11,951373
2018/02/12,939697
2018/02/13,928502
2018/02/14,913168
2018/02/15,896480
2018/02/16,877403
2018/02/17,862966
2018/02/18,853394
2018/02/19,847624
2018/02/20,843636
2018/02/21,839556
2018/02/22,834002
2018/02/23,827983
2018/02/24,826128
2018/02/25,817366
2018/02/26,814218
2018/02/27,807734
2018/02/28,800518
2018/03/01,793113
2018/03/02,788692
2018/03/03,777516
2018/03/04,766260
2018/03/05,764202
2018/03/06,761260
2018/03/07,758193
2018/03/08,751590
2018/03/09,745971
2018/03/10,742972
2018/03/11,736942
2018/03/12,731259
2018/03/13,728779
2018/03/14,723518
2018/03/15,720477
2018/03/16,717417
2018/03/17,711280
2018/03/18,710587
2018/03/19,708314
2018/03/20,705171
2018/03/21,701387
2018/03/22,692472
2018/03/23,686692
2018/03/24,681736
2018/03/25,674846
2018/03/26,671304
2018/03/27,667753
2018/03/28,662500
2018/03/29,658803
2018/03/30,655911
2018/03/31,652578
2018/04/01,645927
2018/04/02,643428
2018/04/03,643518
2018/04/04,639374
2018/04/05,638816
2018/04/06,634291
2018/04/07,629148
2018/04/08,627337
2018/04/09,627951
2018/04/10,626701
2018/04/11,624407
2018/04/12,624191
2018/04/13,626163
2018/04/14,624718
2018/04/15,623565
2018/04/16,625938
2018/04/17,627900
2018/04/18,627880
2018/04/19,632964
2018/04/20,637442
2018/04/21,641664
2018/04/22,644056
2018/04/23,650378
2018/04/24,660042
2018/04/25,665789
2018/04/26,672783
2018/04/27,678937
2018/04/28,685325
2018/04/29,689426
2018/04/30,695884
2018/05/01,701507
2018/05/02,707814
2018/05/03,714270
2018/05/04,726673
2018/05/05,729786
2018/05/06,731229
2018/05/07,739695
2018/05/08,747174
2018/05/09,754552
2018/05/10,764000
2018/05/11,771233
2018/05/12,774429
2018/05/13,775499
2018/05/14,781848
2018/05/15,787155
2018/05/16,791917
2018/05/17,795015
2018/05/18,799299
2018/05/19,800365
2018/05/20,798534
2018/05/21,800404
2018/05/22,802856
2018/05/23,803873
2018/05/24,803702
2018/05/25,803763
2018/05/26,802698
2018/05/27,803083
2018/05/28,805939
2018/05/29,807790
2018/05/30,809086
2018/05/31,813049
2018/06/01,812062
2018/06/02,809676
2018/06/03,803325
2018/06/04,803922
2018/06/05,806902
2018/06/06,805708
2018/06/07,804233
2018/06/08,800529
2018/06/09,797682
2018/06/10,795855
2018/06/11,795205
2018/06/12,795464
2018/06/13,795330
2018/06/14,794887
2018/06/15,793438
2018/06/16,786906
2018/06/17,780796
2018/06/18,775778
2018/06/19,775828
2018/06/20,775857
2018/06/21,773511
2018/06/22,771413
2018/06/23,766905
2018/06/24,762610
2018/06/25,765121
2018/06/26,763660
2018/06/27,760691
2018/06/28,758444
2018/06/29,755713
2018/06/30,749055
2018/07/01,744539
2018/07/02,735257
2018/07/03,727375
2018/07/04,715373
2018/07/05,706938
2018/07/06,697105
2018/07/07,687381
2018/07/08,684430
2018/07/09,680513
2018/07/10,677863
2018/07/11,673694
2018/07/12,666890
2018/07/13,659079
2018/07/14,650513
2018/07/15,640177
2018/07/16,642318
2018/07/17,644076
2018/07/18,645756
2018/07/19,644287
2018/07/20,639905
2018/07/21,635525
2018/07/22,632354
2018/07/23,635112
2018/07/24,638875
2018/07/25,637217
2018/07/26,636999
2018/07/27,637558
2018/07/28,636198
2018/07/29,635572
2018/07/30,639729
2018/07/31,643810
2018/08/01,652750
2018/08/02,659630
2018/08/03,669833
2018/08/04,676265
2018/08/05,684437
2018/08/06,691618
2018/08/07,691780
2018/08/08,688904
2018/08/09,683796
2018/08/10,682795
2018/08/11,685837
2018/08/12,688457
2018/08/13,694657
2018/08/14,702545
2018/08/15,700697
2018/08/16,701212
2018/08/17,696583
2018/08/18,693010
2018/08/19,690612
2018/08/20,692050
2018/08/21,689726
2018/08/22,684266
2018/08/23,678089
2018/08/24,671713
2018/08/25,666766
2018/08/26,659611
2018/08/27,657675
2018/08/28,654260
2018/08/29,647231
2018/08/30,642157
2018/08/31,636140
2018/09/01,632018
2018/09/02,627587
2018/09/03,624616
2018/09/04,620792
2018/09/05,618373
2018/09/06,616793
2018/09/07,617344
2018/09/08,617504
2018/09/09,615896
2018/09/10,612705
2018/09/11,609884
2018/09/12,605742
2018/09/13,601255
2018/09/14,596782
2018/09/15,588881
2018/09/16,583920
2018/09/17,581460
2018/09/18,578155
2018/09/19,572938
2018/09/20,569355
2018/09/21,567682
2018/09/22,563373
2018/09/23,559120
2018/09/24,555890
2018/09/25,554058
2018/09/26,548978
2018/09/27,545319
2018/09/28,543769
2018/09/29,538485
2018/09/30,535222
2018/10/01,529223
2018/10/02,524890
2018/10/03,522476
2018/10/04,521464
2018/10/05,520411
2018/10/06,520675
2018/10/07,517861
2018/10/08,517844
2018/10/09,516891
2018/10/10,515397
2018/10/11,515838
2018/10/12,515553
2018/10/13,515089
2018/10/14,515000
2018/10/15,517744
2018/10/16,521643
2018/10/17,522531
2018/10/18,524707
2018/10/19,527835
2018/10/20,529033
2018/10/21,527811
2018/10/22,531378
2018/10/23,534298
2018/10/24,536043
2018/10/25,536646
2018/10/26,538570
2018/10/27,538407
2018/10/28,538724
2018/10/29,544736
2018/10/30,549038
2018/10/31,552685
2018/11/01,555979
2018/11/02,555630
2018/11/03,553824
2018/11/04,551007
2018/11/05,550523
2018/11/06,553837
2018/11/07,554562
2018/11/08,555174
2018/11/09,556210
2018/11/10,553496
2018/11/11,552352
2018/11/12,553331
2018/11/13,554726
2018/11/14,555399
2018/11/15,554986
2018/11/16,554043
2018/11/17,552036
2018/11/18,548158
2018/11/19,551120
2018/11/20,555045
2018/11/21,555119
2018/11/22,555541
2018/11/23,556450
2018/11/24,555112
2018/11/25,554373
2018/11/26,556312
2018/11/27,558178
2018/11/28,558441
2018/11/29,556681
2018/11/30,557125
2018/12/01,555010
2018/12/02,553139
2018/12/03,554576
2018/12/04,556388
2018/12/05,556840
2018/12/06,556632
2018/12/07,556893
2018/12/08,556799
2018/12/09,555456
2018/12/10,557665
2018/12/11,557938
2018/12/12,556697
2018/12/13,557100
2018/12/14,556605
2018/12/15,556233
2018/12/16,555056
2018/12/17,557205
2018/12/18,559589
2018/12/19,558748
2018/12/20,557971
2018/12/21,558870
2018/12/22,556426
2018/12/23,555881
2018/12/24,559831
2018/12/25,560030
2018/12/26,560120
2018/12/27,559539
2018/12/28,557859
2018/12/29,557465
2018/12/30,552843
2018/12/31,552723
2019/01/01,551248
2019/01/02,552643
2019/01/03,553690
2019/01/04,552138
2019/01/05,549481
2019/01/06,546646
2019/01/07,546592
2019/01/08,548119
2019/01/09,548234
2019/01/10,549795
2019/01/11,550059
2019/01/12,546293
2019/01/13,543428
2019/01/14,544272
2019/01/15,545045
2019/01/16,542967
2019/01/17,541659
2019/01/18,539698
2019/01/19,537588
2019/01/20,535294
2019/01/21,538200
2019/01/22,540264
2019/01/23,537539
2019/01/24,537044
2019/01/25,535205
2019/01/26,532404
2019/01/27,529625
2019/01/28,530453
2019/01/29,533974
2019/01/30,535084
2019/01/31,537380
2019/02/01,534343
2019/02/02,529467
2019/02/03,525300
2019/02/04,522140
2019/02/05,519722
2019/02/06,515658
2019/02/07,511502
2019/02/08,508605
2019/02/09,503082
2019/02/10,497726
2019/02/11,496936
2019/02/12,495494
2019/02/13,492632
2019/02/14,490461
2019/02/15,489158
2019/02/16,487066
2019/02/17,484034
2019/02/18,483145
2019/02/19,483008
2019/02/20,481259
2019/02/21,479234
2019/02/22,479135
2019/02/23,477671
2019/02/24,478848
2019/02/25,482494
2019/02/26,484664
2019/02/27,483696
2019/02/28,482877
2019/03/01,482619
2019/03/02,482948
2019/03/03,482732
2019/03/04,488395
2019/03/05,494185
2019/03/06,499603
2019/03/07,504866
2019/03/08,509309
2019/03/09,513547
2019/03/10,513950
2019/03/11,517926
2019/03/12,524031
2019/03/13,528840
2019/03/14,533364
2019/03/15,535419
2019/03/16,536399
2019/03/17,537275
2019/03/18,541263
2019/03/19,547529
2019/03/20,551458
2019/03/21,554282
2019/03/22,557563
2019/03/23,558128
2019/03/24,558736
2019/03/25,564484
2019/03/26,567444
2019/03/27,569184
2019/03/28,571866
2019/03/29,575227
2019/03/30,579444
2019/03/31,582731
2019/04/01,588086
2019/04/02,596970
2019/04/03,601183
2019/04/04,603698
2019/04/05,605131
2019/04/06,604676
2019/04/07,605027
2019/04/08,608766
2019/04/09,614527
2019/04/10,619116
2019/04/11,624607
2019/04/12,628657
2019/04/13,630005
2019/04/14,629940
2019/04/15,633869
2019/04/16,639256
2019/04/17,642854
2019/04/18,644911
2019/04/19,647007
2019/04/20,649290
2019/04/21,649373
2019/04/22,654624
2019/04/23,660631
2019/04/24,661306
2019/04/25,663032
2019/04/26,664193
2019/04/27,661804
2019/04/28,660242
2019/04/29,658943
2019/04/30,660994
2019/05/01,661534
2019/05/02,657115
2019/05/03,654591
2019/05/04,652920
2019/05/05,653438
2019/05/06,658341
2019/05/07,661180
2019/05/08,661813
2019/05/09,663865
2019/05/10,665955
2019/05/11,666398
2019/05/12,667100
2019/05/13,671908
2019/05/14,681226
2019/05/15,688745
2019/05/16,697136
2019/05/17,701417
2019/05/18,702676
2019/05/19,704651
2019/05/20,710429
2019/05/21,716483
2019/05/22,721619
2019/05/23,725534
2019/05/24,733372
2019/05/25,738676
2019/05/26,742087
2019/05/27,754722
2019/05/28,765290
2019/05/29,775907
2019/05/30,782045
2019/05/31,787608
2019/06/01,798623
2019/06/02,805957
2019/06/03,814812
2019/06/04,823295
2019/06/05,826404
2019/06/06,831963
2019/06/07,834345
2019/06/08,843485
2019/06/09,842785
2019/06/10,850163
2019/06/11,857302
2019/06/12,860707
2019/06/13,858012
2019/06/14,857271
2019/06/15,858296
2019/06/16,860918
2019/06/17,867874
2019/06/18,871126
2019/06/19,871988
2019/06/20,877729
2019/06/21,874537
2019/06/22,871584
2019/06/23,867232
2019/06/24,866222
2019/06/25,871858
2019/06/26,868754
2019/06/27,865540
2019/06/28,867429
2019/06/29,862143
2019/06/30,855986
2019/07/01,855827
2019/07/02,855966
2019/07/03,851438
2019/07/04,846623
2019/07/05,848279
2019/07/06,845920
2019/07/07,840040
2019/07/08,833945
2019/07/09,835819
2019/07/10,828232
2019/07/11,829742
2019/07/12,825265
2019/07/13,819850
2019/07/14,812787
2019/07/15,806265
2019/07/16,810075
2019/07/17,806273
2019/07/18,800203
2019/07/19,797853
2019/07/20,784488
2019/07/21,775981
2019/07/22,772065
2019/07/23,766508
2019/07/24,769761
2019/07/25,770349
2019/07/26,763405
2019/07/27,755524
2019/07/28,741142
2019/07/29,739263
2019/07/30,740258
2019/07/31,731334
2019/08/01,730754
2019/08/02,731257
2019/08/03,732456
2019/08/04,723124
2019/08/05,721938
2019/08/06,726937
2019/08/07,724693
2019/08/08,722053
2019/08/09,721575
2019/08/10,710096
2019/08/11,705300
2019/08/12,709489
2019/08/13,712328
2019/08/14,712107
2019/08/15,701633
2019/08/16,697928
2019/08/17,697036
2019/08/18,690760
2019/08/19,695439
2019/08/20,702476
2019/08/21,705503
2019/08/22,709848
2019/08/23,704051
2019/08/24,695197
2019/08/25,696430
2019/08/26,702202
2019/08/27,708050
2019/08/28,709559
2019/08/29,709840
2019/08/30,710803
2019/08/31,704208
2019/09/01,701605
2019/09/02,700739
2019/09/03,706809
2019/09/04,706675
2019/09/05,707936
2019/09/06,708803
2019/09/07,708293
2019/09/08,706737
2019/09/09,710923
2019/09/10,714560
2019/09/11,714305
2019/09/12,715140
2019/09/13,711367
2019/09/14,709347
2019/09/15,706517
2019/09/16,709580
2019/09/17,711399
2019/09/18,710875
2019/09/19,709507
2019/09/20,709028
2019/09/21,704356
2019/09/22,699127
2019/09/23,697632
2019/09/24,698708
2019/09/25,696269
2019/09/26,693253
2019/09/27,689965
2019/09/28,686087
2019/09/29,682047
2019/09/30,682185
2019/10/01,680676
2019/10/02,676327
2019/10/03,671792
2019/10/04,667651
2019/10/05,661826
2019/10/06,655268
2019/10/07,653666
2019/10/08,654843
2019/10/09,654671
2019/10/10,655155
2019/10/11,655062
2019/10/12,652085
2019/10/13,650198
2019/10/14,650935
2019/10/15,652826
2019/10/16,651545
2019/10/17,652275
2019/10/18,653105
2019/10/19,652194
2019/10/20,648701
2019/10/21,651420
2019/10/22,656414
2019/10/23,659647
2019/10/24,660160
2019/10/25,662293
2019/10/26,664264
