Date,fee_to_reward3varUSD
2019/02/07,0.004
2019/02/08,0.011
2019/02/09,0.009
2019/02/10,0.008
2019/02/11,0.046
2019/02/12,0.025
2019/02/13,0.021
2019/02/14,0.02
2019/02/15,0.04
2019/02/16,0.041
2019/02/17,0.028
2019/02/18,0.163
2019/02/19,0.148
2019/02/20,0.007
2019/02/21,0.009
2019/02/22,0.009
2019/02/23,0.046
2019/02/24,0.057
2019/02/25,0.166
2019/02/26,0.036
2019/02/27,0.025
2019/02/28,0.039
2019/03/01,0.147
2019/03/02,0.31
2019/03/03,0.055
2019/03/04,0.074
2019/03/05,0.09
2019/03/06,0.002
2019/03/07,0.002
2019/03/08,0.001
2019/03/09,0.018
2019/03/10,0.069
2019/03/11,0.026
2019/03/12,0.02
2019/03/13,0
2019/03/14,0.009
2019/03/15,0.005
2019/03/16,0.032
2019/03/17,0.032
2019/03/18,0.2
2019/03/19,0.213
2019/03/20,0.015
2019/03/21,0.201
2019/03/22,0.189
2019/03/23,0.292
2019/03/24,0.122
2019/03/25,0.083
2019/03/26,0.095
2019/03/27,0.018
2019/03/28,0.021
2019/03/29,0.029
2019/03/30,0.081
2019/03/31,0.108
2019/04/01,0.09
2019/04/02,0.23
2019/04/03,0.23
2019/04/04,0.186
2019/04/05,0.518
2019/04/06,0.184
2019/04/07,0.021
2019/04/08,0.098
2019/04/09,0.069
2019/04/10,0.505
2019/04/11,10.717
2019/04/12,6.642
2019/04/13,1.647
2019/04/14,1.044
2019/04/15,0.194
2019/04/16,1.323
2019/04/17,1.058
2019/04/18,0.491
2019/04/19,4.976
2019/04/20,14.304
2019/04/21,3.625
2019/04/22,0.034
2019/04/23,0.037
2019/04/24,0.004
2019/04/25,0.032
2019/04/26,0.056
2019/04/27,0.152
2019/04/28,0.18
2019/04/29,0.015
2019/04/30,0.021
2019/05/01,0.007
2019/05/02,0.044
2019/05/03,0.031
2019/05/04,0.068
2019/05/05,0.04
2019/05/06,0.071
2019/05/07,0.173
2019/05/08,0.056
2019/05/09,0.065
2019/05/10,0.012
2019/05/11,0.032
2019/05/12,0.041
2019/05/13,0.078
2019/05/14,0.201
2019/05/15,0.307
2019/05/16,1.019
2019/05/17,0.446
2019/05/18,0.824
2019/05/19,0.467
2019/05/20,0.071
2019/05/21,0.092
2019/05/22,0.206
2019/05/23,0.203
2019/05/24,0.05
2019/05/25,0.184
2019/05/26,0.427
2019/05/27,0.504
2019/05/28,0.615
2019/05/29,0.002
2019/05/30,0.084
2019/05/31,0.072
2019/06/01,0.093
2019/06/02,0.322
2019/06/03,0.222
2019/06/04,0.123
2019/06/05,0.005
2019/06/06,0.019
2019/06/07,0.024
2019/06/08,0.617
2019/06/09,1.064
2019/06/10,1.409
2019/06/11,1.133
2019/06/12,0.919
2019/06/13,0.416
2019/06/14,0.134
2019/06/15,0.475
2019/06/16,0.493
2019/06/17,0.868
2019/06/18,0.832
2019/06/19,0.419
2019/06/20,0.655
2019/06/21,0.929
2019/06/22,1.361
2019/06/23,0.008
2019/06/24,0.08
2019/06/25,0.781
2019/06/26,0.493
2019/06/27,0.021
2019/06/28,0.028
2019/06/29,0.674
2019/06/30,0.709
2019/07/01,0.871
2019/07/02,0.692
2019/07/03,0.921
2019/07/04,0.35
2019/07/05,0.159
2019/07/06,0.15
2019/07/07,0.412
2019/07/08,0.433
2019/07/09,0.426
2019/07/10,0.176
2019/07/11,1
2019/07/12,1.066
2019/07/13,1.351
2019/07/14,0.077
2019/07/15,0.277
2019/07/16,3.185
2019/07/17,1.831
2019/07/18,2.874
2019/07/19,0.931
2019/07/20,0.764
2019/07/21,0.995
2019/07/22,0.013
2019/07/23,0.036
2019/07/24,1.511
2019/07/25,1.404
2019/07/26,1.315
2019/07/27,1.413
2019/07/28,0.071
2019/07/29,0.065
2019/07/30,0.095
2019/07/31,0.026
2019/08/01,0.945
2019/08/02,0.656
2019/08/03,0.341
2019/08/04,0.725
2019/08/05,0.697
2019/08/06,0.156
2019/08/07,0.011
2019/08/08,0.008
2019/08/09,0.013
2019/08/10,0.074
2019/08/11,0.127
2019/08/12,0.06
2019/08/13,0.058
2019/08/14,0.053
2019/08/15,0.206
2019/08/16,0.109
2019/08/17,0.335
2019/08/18,0.08
2019/08/19,0.288
2019/08/20,0.291
2019/08/21,0.073
2019/08/22,0.05
2019/08/23,0.068
2019/08/24,0.067
2019/08/25,0.08
2019/08/26,0.364
2019/08/27,0.143
2019/08/28,0.144
2019/08/29,0
2019/08/30,0.001
2019/08/31,0.031
