Date,size3var
2016/05/04,459.025
2016/05/05,487.149
2016/05/06,3972
2016/05/07,10497
2016/05/08,10655
2016/05/09,4036
2016/05/10,873.678
2016/05/11,1805
2016/05/12,6653
2016/05/13,3112
2016/05/14,12.679
2016/05/15,4298
2016/05/16,6612
2016/05/17,388.547
2016/05/18,7750
2016/05/19,5182
2016/05/20,2556
2016/05/21,2168
2016/05/22,7283
2016/05/23,5375
2016/05/24,925.935
2016/05/25,3548
2016/05/26,7338
2016/05/27,809.011
2016/05/28,110778
2016/05/29,120472
2016/05/30,154736
2016/05/31,2960
2016/06/01,432.506
2016/06/02,3622
2016/06/03,3366
2016/06/04,327.68
2016/06/05,178.794
2016/06/06,146.396
2016/06/07,17783
2016/06/08,15193
2016/06/09,12622
2016/06/10,344.486
2016/06/11,1519
2016/06/12,1146
2016/06/13,8075
2016/06/14,10514
2016/06/15,6125
2016/06/16,6090
2016/06/17,74434
2016/06/18,54173
2016/06/19,49897
2016/06/20,32851
2016/06/21,1515
2016/06/22,1730
2016/06/23,2629
2016/06/24,2912
2016/06/25,8338
2016/06/26,9503
2016/06/27,369.223
2016/06/28,893.704
2016/06/29,27488
2016/06/30,134343
2016/07/01,163906
2016/07/02,216023
2016/07/03,113.707
2016/07/04,180.641
2016/07/05,851.292
2016/07/06,769.807
2016/07/07,777.27
2016/07/08,6370
2016/07/09,6066
2016/07/10,6344
2016/07/11,32.757
2016/07/12,5223
2016/07/13,7722
2016/07/14,8575
2016/07/15,5386
2016/07/16,5850
2016/07/17,6281
2016/07/18,3057
2016/07/19,9497
2016/07/20,17809
2016/07/21,9488
2016/07/22,6482
2016/07/23,3967
2016/07/24,15075
2016/07/25,16899
2016/07/26,7712
2016/07/27,11377
2016/07/28,20020
2016/07/29,2327
2016/07/30,4608
2016/07/31,3867
2016/08/01,2929
2016/08/02,3008
2016/08/03,3053
2016/08/04,873.787
2016/08/05,3279
2016/08/06,3864
2016/08/07,754.662
2016/08/08,276.664
2016/08/09,2529
2016/08/10,2064
2016/08/11,137.172
2016/08/12,694.753
2016/08/13,6235
2016/08/14,4490
2016/08/15,620.385
2016/08/16,8222
2016/08/17,4019
2016/08/18,2975
2016/08/19,5380
2016/08/20,8374
2016/08/21,259.077
2016/08/22,908.482
2016/08/23,60531
2016/08/24,48801
2016/08/25,35831
2016/08/26,957.294
2016/08/27,1033
2016/08/28,4924
2016/08/29,3709
2016/08/30,4882
2016/08/31,1016
2016/09/01,1019
2016/09/02,18951
2016/09/03,21058
2016/09/04,19213
2016/09/05,9492
2016/09/06,9697
2016/09/07,8636
2016/09/08,8379
2016/09/09,7906
2016/09/10,30489
2016/09/11,30658
2016/09/12,2639
2016/09/13,2736
2016/09/14,11698
2016/09/15,14291
2016/09/16,16157
2016/09/17,31926
2016/09/18,61738
2016/09/19,10378
2016/09/20,21741
2016/09/21,21764
2016/09/22,13388
2016/09/23,59313
2016/09/24,59828
2016/09/25,10138
2016/09/26,4980
2016/09/27,12636
2016/09/28,2629
2016/09/29,8039
2016/09/30,3326
2016/10/01,30580
2016/10/02,24133
2016/10/03,2726
2016/10/04,53256
2016/10/05,42455
2016/10/06,26021
2016/10/07,1127078
2016/10/08,2073325
2016/10/09,469409
2016/10/10,11432288
2016/10/11,17486702
2016/10/12,25919736
2016/10/13,490909
2016/10/14,3946
2016/10/15,4517
2016/10/16,4585
2016/10/17,3312
2016/10/18,38366
2016/10/19,24088
2016/10/20,13397
2016/10/21,11585
2016/10/22,23770
2016/10/23,36304
2016/10/24,49223
2016/10/25,45624
2016/10/26,9751
2016/10/27,4614
2016/10/28,1010
2016/10/29,601.412
2016/10/30,457.246
2016/10/31,2208
2016/11/01,11891
2016/11/02,6857
2016/11/03,9448
2016/11/04,11013
2016/11/05,7255
2016/11/06,1626
2016/11/07,2062
2016/11/08,5866
2016/11/09,1450
2016/11/10,44.933
2016/11/11,160.598
2016/11/12,734.428
2016/11/13,344.435
2016/11/14,3993
2016/11/15,2628
2016/11/16,2017
2016/11/17,2170
2016/11/18,275.475
2016/11/19,3410
2016/11/20,3370
2016/11/21,4449
2016/11/22,9832
2016/11/23,28641
2016/11/24,46284
2016/11/25,47619
2016/11/26,21654
2016/11/27,12866
2016/11/28,10504
2016/11/29,266.13
2016/11/30,55141
2016/12/01,109983
2016/12/02,133689
2016/12/03,689.25
2016/12/04,740.068
2016/12/05,1705
2016/12/06,7538
2016/12/07,2750
2016/12/08,6632
2016/12/09,2149
2016/12/10,1461
2016/12/11,11291
2016/12/12,12012
2016/12/13,7292
2016/12/14,24476
2016/12/15,17147
2016/12/16,19836
2016/12/17,4480
2016/12/18,4317
2016/12/19,13113
2016/12/20,12921
2016/12/21,9343
2016/12/22,11687
2016/12/23,13203
2016/12/24,27149
2016/12/25,7787
2016/12/26,769.483
2016/12/27,14285
2016/12/28,14039
2016/12/29,4123
2016/12/30,3721
2016/12/31,3029
2017/01/01,9335
2017/01/02,3974
2017/01/03,9951
2017/01/04,11519
2017/01/05,1342
2017/01/06,2684
2017/01/07,2059
2017/01/08,211.911
2017/01/09,250.967
2017/01/10,2908
2017/01/11,1901
2017/01/12,2234
2017/01/13,3445
2017/01/14,10301
2017/01/15,11794
2017/01/16,1292
2017/01/17,3495
2017/01/18,910.333
2017/01/19,1404
2017/01/20,529.465
2017/01/21,1827
2017/01/22,2625
2017/01/23,2710
2017/01/24,4334
2017/01/25,3687
2017/01/26,2171
2017/01/27,142.31
2017/01/28,355.135
2017/01/29,3361
2017/01/30,1844
2017/01/31,560.399
2017/02/01,792.138
2017/02/02,790.351
2017/02/03,275.491
2017/02/04,52.438
2017/02/05,563.677
2017/02/06,559.828
2017/02/07,10466
2017/02/08,8651
2017/02/09,6787
2017/02/10,3353
2017/02/11,3607
2017/02/12,5276
2017/02/13,12989
2017/02/14,21041
2017/02/15,1943
2017/02/16,10857
2017/02/17,5453
2017/02/18,2793
2017/02/19,3593
2017/02/20,3193
2017/02/21,23909
2017/02/22,14921
2017/02/23,17609
2017/02/24,3077
2017/02/25,2380
2017/02/26,768.735
2017/02/27,1878
2017/02/28,8259
2017/03/01,30737
2017/03/02,18402
2017/03/03,4366
2017/03/04,20931
2017/03/05,13403
2017/03/06,478.04
2017/03/07,4945
2017/03/08,5668
2017/03/09,64978
2017/03/10,62494
2017/03/11,25359
2017/03/12,5971
2017/03/13,39968
2017/03/14,35559
2017/03/15,94.911
2017/03/16,87246
2017/03/17,66045
2017/03/18,53687
2017/03/19,42471
2017/03/20,6512
2017/03/21,6141
2017/03/22,6499
2017/03/23,4455
2017/03/24,6482
2017/03/25,2876
2017/03/26,5867
2017/03/27,54921
2017/03/28,47236
2017/03/29,20915
2017/03/30,16453
2017/03/31,6987
2017/04/01,56638
2017/04/02,49697
2017/04/03,25953
2017/04/04,12213
2017/04/05,14189
2017/04/06,15429
2017/04/07,11860
2017/04/08,64707
2017/04/09,51718
2017/04/10,7491
2017/04/11,1975
2017/04/12,18341
2017/04/13,17656
2017/04/14,10113
2017/04/15,9725
2017/04/16,8943
2017/04/17,2893
2017/04/18,26766
2017/04/19,23952
2017/04/20,1224
2017/04/21,2165
2017/04/22,11499
2017/04/23,17595
2017/04/24,4694
2017/04/25,28495
2017/04/26,10888
2017/04/27,25490
2017/04/28,38997
2017/04/29,27357
2017/04/30,26048
2017/05/01,96605
2017/05/02,43997
2017/05/03,51340
2017/05/04,33834
2017/05/05,17480
2017/05/06,29121
2017/05/07,25479
2017/05/08,42614
2017/05/09,1288
2017/05/10,6261
2017/05/11,4261
2017/05/12,6644
2017/05/13,14340
2017/05/14,1536
2017/05/15,118913
2017/05/16,85106
2017/05/17,77404
2017/05/18,89149
2017/05/19,62136
2017/05/20,77912
2017/05/21,66633
2017/05/22,226534
2017/05/23,711083
2017/05/24,386027
2017/05/25,107236
2017/05/26,209685
2017/05/27,113642
2017/05/28,31453
2017/05/29,34888
2017/05/30,852625
2017/05/31,927567
2017/06/01,46785
2017/06/02,175936
2017/06/03,203606
2017/06/04,225327
2017/06/05,7922
2017/06/06,190299
2017/06/07,197191
2017/06/08,44759
2017/06/09,57677
2017/06/10,134508
2017/06/11,716208
2017/06/12,1452453
2017/06/13,118341
2017/06/14,382108
2017/06/15,132056
2017/06/16,10625
2017/06/17,9510
2017/06/18,1917
2017/06/19,227699
2017/06/20,322511
2017/06/21,1900230
2017/06/22,1770992
2017/06/23,1666023
2017/06/24,31205
2017/06/25,6444
2017/06/26,76926
2017/06/27,458806
2017/06/28,807513
2017/06/29,787269
2017/06/30,242761
2017/07/01,305961
2017/07/02,80922
2017/07/03,777261
2017/07/04,593542
2017/07/05,430.816
2017/07/06,366096
2017/07/07,279941
2017/07/08,161731
2017/07/09,1305472
2017/07/10,2169155
2017/07/11,2809863
2017/07/12,10594
2017/07/13,11443
2017/07/14,98986
2017/07/15,643588
2017/07/16,284704
2017/07/17,190338
2017/07/18,751693
2017/07/19,377173
2017/07/20,612563
2017/07/21,440304
2017/07/22,316752
2017/07/23,277875
2017/07/24,1099268
2017/07/25,277187
2017/07/26,793391
2017/07/27,431405
2017/07/28,173918
2017/07/29,543114
2017/07/30,662944
2017/07/31,689961
2017/08/01,709395
2017/08/02,7583
2017/08/03,4859
2017/08/04,225194
2017/08/05,169418
2017/08/06,1079
2017/08/07,449736
2017/08/08,1321335
2017/08/09,652003
2017/08/10,955504
2017/08/11,1659951
2017/08/12,149342
2017/08/13,343488
2017/08/14,1282530
2017/08/15,2137310
2017/08/16,486979
2017/08/17,197577
2017/08/18,171.307
2017/08/19,215413
2017/08/20,3748307
2017/08/21,2147166
2017/08/22,938238
2017/08/23,170988
2017/08/24,59069
2017/08/25,691953
2017/08/26,656064
2017/08/27,233297
2017/08/28,1979807
2017/08/29,2302672
2017/08/30,196892
2017/08/31,345729
2017/09/01,343036
2017/09/02,1671398
2017/09/03,3623304
2017/09/04,6268049
2017/09/05,7635660
2017/09/06,1831619
2017/09/07,1400019
2017/09/08,536535
2017/09/09,3397111
2017/09/10,6708548
2017/09/11,1175791
2017/09/12,1915071
2017/09/13,318516
2017/09/14,211651
2017/09/15,1097518
2017/09/16,1252979
2017/09/17,4107357
2017/09/18,1819108
2017/09/19,1787230
2017/09/20,387141
2017/09/21,63312
2017/09/22,183441
2017/09/23,202252
2017/09/24,688705
2017/09/25,2202623
2017/09/26,437578
2017/09/27,189442
2017/09/28,777133
2017/09/29,1193097
2017/09/30,363696
2017/10/01,35046
2017/10/02,131666
2017/10/03,133649
2017/10/04,98676
2017/10/05,71993
2017/10/06,378686
2017/10/07,692614
2017/10/08,1171028
2017/10/09,58797
2017/10/10,959474
2017/10/11,578455
2017/10/12,358135
2017/10/13,548128
2017/10/14,610447
2017/10/15,1389199
2017/10/16,2404559
2017/10/17,3564182
2017/10/18,1758557
2017/10/19,432089
2017/10/20,1110418
2017/10/21,1873929
2017/10/22,3368130
2017/10/23,591205
2017/10/24,1530715
2017/10/25,413207
2017/10/26,43068
2017/10/27,45965161
2017/10/28,46189457
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,54524057
2017/11/02,54767214
2017/11/03,5958
2017/11/04,2940143
2017/11/05,3516361
2017/11/06,844624
2017/11/07,1307413
2017/11/08,44858
2017/11/09,22347
2017/11/10,111417
2017/11/11,269290
2017/11/12,101626
2017/11/13,549921
2017/11/14,1518065
2017/11/15,810139
2017/11/16,259941
2017/11/17,301068
2017/11/18,97316
2017/11/19,113429
2017/11/20,947973
2017/11/21,811935
2017/11/22,79933
2017/11/23,7524
2017/11/24,180298
2017/11/25,229996
2017/11/26,242949
2017/11/27,8110901
2017/11/28,6183634
2017/11/29,2642946
2017/11/30,141400
2017/12/01,41384
2017/12/02,8842
2017/12/03,359937
2017/12/04,583321
2017/12/05,44527
2017/12/06,438551
2017/12/07,1803127
2017/12/08,2417854
2017/12/09,1863077
2017/12/10,315655
2017/12/11,2399570
2017/12/12,3771578
2017/12/13,1296714
2017/12/14,65925
2017/12/15,5106
2017/12/16,19568
2017/12/17,29920
2017/12/18,714453
2017/12/19,5174110
2017/12/20,3185786
2017/12/21,2791433
2017/12/22,1293693
2017/12/23,2913896
2017/12/24,12951642
2017/12/25,5971634
2017/12/26,624012
2017/12/27,1652670
2017/12/28,2142529
2017/12/29,4159602
2017/12/30,2695815
2017/12/31,4316294
2018/01/01,5319809
2018/01/02,7201665
2018/01/03,12702307
2018/01/04,2137120
2018/01/05,268774
2018/01/06,188965
2018/01/07,792507
2018/01/08,386788
2018/01/09,550208
2018/01/10,1050071
2018/01/11,1018800
2018/01/12,93194
2018/01/13,87246
2018/01/14,656734
2018/01/15,1163201
2018/01/16,2119652
2018/01/17,144781
2018/01/18,196121
2018/01/19,2390290
2018/01/20,3181886
2018/01/21,736304
2018/01/22,406396
2018/01/23,493599
2018/01/24,284793
2018/01/25,338626
2018/01/26,969960
2018/01/27,2245015
2018/01/28,2170040
2018/01/29,1330705
2018/01/30,239931
2018/01/31,24909
2018/02/01,372703
2018/02/02,410984
2018/02/03,2986866
2018/02/04,2751007
2018/02/05,508398
2018/02/06,823564
2018/02/07,652936
2018/02/08,3952297
2018/02/09,1451244
2018/02/10,902445
2018/02/11,282143
2018/02/12,303519
2018/02/13,530042
2018/02/14,572086
2018/02/15,431199
2018/02/16,277062
2018/02/17,288695
2018/02/18,303370
2018/02/19,277880
2018/02/20,2384291
2018/02/21,1136857
2018/02/22,1196338
2018/02/23,1074525
2018/02/24,151849
2018/02/25,84686
2018/02/26,201735
2018/02/27,201042
2018/02/28,97050
2018/03/01,150211
2018/03/02,593152
2018/03/03,634844
2018/03/04,568975
2018/03/05,580255
2018/03/06,523897
2018/03/07,266723
2018/03/08,364151
2018/03/09,1004050
2018/03/10,1150279
2018/03/11,605861
2018/03/12,1918746
2018/03/13,1700075
2018/03/14,407123
2018/03/15,166631
2018/03/16,74950
2018/03/17,1334400
2018/03/18,1440264
2018/03/19,2091548
2018/03/20,60573
2018/03/21,71961
2018/03/22,1404213
2018/03/23,1295417
2018/03/24,847922
2018/03/25,2511475
2018/03/26,1369800
2018/03/27,1510678
2018/03/28,76433
2018/03/29,14544
2018/03/30,258719
2018/03/31,353970
2018/04/01,1100208
2018/04/02,250906
2018/04/03,1773363
2018/04/04,920732
2018/04/05,112151
2018/04/06,497488
2018/04/07,2240881
2018/04/08,667464
2018/04/09,1305874
2018/04/10,352650
2018/04/11,216980
2018/04/12,2422842
2018/04/13,1615081
2018/04/14,2058568
2018/04/15,1696809
2018/04/16,1280846
2018/04/17,2210990
2018/04/18,587930
2018/04/19,1770897
2018/04/20,2684029
2018/04/21,4011758
2018/04/22,3906646
2018/04/23,1103007
2018/04/24,1067614
2018/04/25,319952
2018/04/26,134109
2018/04/27,176278
2018/04/28,61529
2018/04/29,53733
2018/04/30,369678
2018/05/01,350345
2018/05/02,300777
2018/05/03,497566
2018/05/04,791633
2018/05/05,2271687
2018/05/06,5031352
2018/05/07,496091
2018/05/08,361138
2018/05/09,337484
2018/05/10,1533396
2018/05/11,894768
2018/05/12,1502222
2018/05/13,497262
2018/05/14,1179986
2018/05/15,970224
2018/05/16,301370
2018/05/17,6026
2018/05/18,3280
2018/05/19,6367
2018/05/20,144931
2018/05/21,562465
2018/05/22,648285
2018/05/23,68977
2018/05/24,75077
2018/05/25,178682
2018/05/26,1071557
2018/05/27,641538
2018/05/28,1049929
2018/05/29,783325
2018/05/30,5118
2018/05/31,907796
2018/06/01,1018893
2018/06/02,1502370
2018/06/03,53244
2018/06/04,590128
2018/06/05,305748
2018/06/06,745204
2018/06/07,478804
2018/06/08,3955
2018/06/09,20839
2018/06/10,31274
2018/06/11,28793
2018/06/12,155631
2018/06/13,522080
2018/06/14,558605
2018/06/15,1340921
2018/06/16,2353732
2018/06/17,6861374
2018/06/18,7057515
2018/06/19,4258210
2018/06/20,2360978
2018/06/21,751620
2018/06/22,708630
2018/06/23,2760811
2018/06/24,3100207
2018/06/25,4421505
2018/06/26,3153702
2018/06/27,312100
2018/06/28,105582
2018/06/29,309082
2018/06/30,574901
2018/07/01,219378
2018/07/02,1609304
2018/07/03,1592417
2018/07/04,1797362
2018/07/05,1861672
2018/07/06,1321129
2018/07/07,952397
2018/07/08,1909172
2018/07/09,1565197
2018/07/10,252289
2018/07/11,328603
2018/07/12,812007
2018/07/13,297212
2018/07/14,489137
2018/07/15,751776
2018/07/16,4252789
2018/07/17,5192265
2018/07/18,5268
2018/07/19,4412
2018/07/20,1314794
2018/07/21,3474542
2018/07/22,786172
2018/07/23,2555416
2018/07/24,2034812
2018/07/25,282921
2018/07/26,106337
2018/07/27,323652
2018/07/28,2890373
2018/07/29,1794090
2018/07/30,3034939
2018/07/31,899022
2018/08/01,158702
2018/08/02,126086
2018/08/03,1147197
2018/08/04,1912709
2018/08/05,240821
2018/08/06,698442
2018/08/07,2150191
2018/08/08,8293756
2018/08/09,3467312
2018/08/10,1697750
2018/08/11,3850414
2018/08/12,497303
2018/08/13,878268
2018/08/14,1031959
2018/08/15,1021688
2018/08/16,1242814
2018/08/17,1158322
2018/08/18,813599
2018/08/19,721925
2018/08/20,1871332
2018/08/21,2243552
2018/08/22,1238607
2018/08/23,988903
2018/08/24,475131
2018/08/25,757134
2018/08/26,739232
2018/08/27,112207
2018/08/28,545302
2018/08/29,377727
2018/08/30,910509
2018/08/31,1011811
2018/09/01,562763
2018/09/02,446310
2018/09/03,647531
2018/09/04,828191
2018/09/05,1028383
2018/09/06,1034346
2018/09/07,722802
2018/09/08,630061
2018/09/09,2058085
2018/09/10,1595373
2018/09/11,386287
2018/09/12,569321
2018/09/13,698436
2018/09/14,1097649
2018/09/15,943897
2018/09/16,323684
2018/09/17,389927
2018/09/18,298237
2018/09/19,8073712
2018/09/20,6598565
2018/09/21,6721071
2018/09/22,677787
2018/09/23,252909
2018/09/24,2506201
2018/09/25,1644229
2018/09/26,409312
2018/09/27,446368
2018/09/28,537957
2018/09/29,15810894
2018/09/30,9773167
2018/10/01,3288389
2018/10/02,95985
2018/10/03,1943819
2018/10/04,1203396
2018/10/05,567382
2018/10/06,4356548
2018/10/07,5005238
2018/10/08,874944
2018/10/09,1357404
2018/10/10,376740
2018/10/11,399376
2018/10/12,1883795
2018/10/13,1463298
2018/10/14,4134835
2018/10/15,1094147
2018/10/16,1250122
2018/10/17,5866
2018/10/18,3236
2018/10/19,134139
2018/10/20,1384967
2018/10/21,1536088
2018/10/22,2960860
2018/10/23,2000451
2018/10/24,1591321
2018/10/25,3213457
2018/10/26,542333
2018/10/27,7947023
2018/10/28,4972499
2018/10/29,4102733
2018/10/30,3280529
2018/10/31,568765
2018/11/01,280117
2018/11/02,153799
2018/11/03,880220
2018/11/04,389223
2018/11/05,656215
2018/11/06,1512115
2018/11/07,337070
2018/11/08,201218
2018/11/09,141658
2018/11/10,671088
2018/11/11,206009
2018/11/12,716680
2018/11/13,293303
2018/11/14,218074
2018/11/15,298456
2018/11/16,521966
2018/11/17,827253
2018/11/18,1009935
2018/11/19,3510021
2018/11/20,5000132
2018/11/21,546978
2018/11/22,793519
2018/11/23,14364
2018/11/24,988052
2018/11/25,697166
2018/11/26,448320
2018/11/27,325726
2018/11/28,1260284
2018/11/29,921938
2018/11/30,732848
2018/12/01,972792
2018/12/02,1989986
2018/12/03,1285054
2018/12/04,1638460
2018/12/05,207645
2018/12/06,271514
2018/12/07,103640
2018/12/08,571131
2018/12/09,411479
2018/12/10,300864
2018/12/11,298568
2018/12/12,403877
2018/12/13,226436
2018/12/14,666812
2018/12/15,590252
2018/12/16,1354488
2018/12/17,1586659
2018/12/18,2673053
2018/12/19,129159
2018/12/20,1157
2018/12/21,904.088
2018/12/22,2016947
2018/12/23,1707709
2018/12/24,1053775
2018/12/25,1169313
2018/12/26,1244714
2018/12/27,694897
2018/12/28,147113
2018/12/29,169329
2018/12/30,1993085
2018/12/31,1070254
2019/01/01,1405906
2019/01/02,3397382
2019/01/03,5959710
2019/01/04,251924
2019/01/05,723907
2019/01/06,1517073
2019/01/07,942513
2019/01/08,1094144
2019/01/09,22263
2019/01/10,353184
2019/01/11,282196
2019/01/12,2035601
2019/01/13,1777021
2019/01/14,1497925
2019/01/15,1374512
2019/01/16,38214
2019/01/17,5144
2019/01/18,11077
2019/01/19,4007
2019/01/20,2213
2019/01/21,2737716
2019/01/22,4229961
2019/01/23,695068
2019/01/24,1442984
2019/01/25,984288
2019/01/26,999478
2019/01/27,168540
2019/01/28,3212331
2019/01/29,2872913
2019/01/30,62525
2019/01/31,284726
2019/02/01,244184
2019/02/02,2151178
2019/02/03,2592527
2019/02/04,251466
2019/02/05,16590
2019/02/06,82235
2019/02/07,115067
2019/02/08,712008
2019/02/09,654386
2019/02/10,630856
2019/02/11,2136769
2019/02/12,1043112
2019/02/13,1512126
2019/02/14,1403861
2019/02/15,76798
2019/02/16,561279
2019/02/17,256494
2019/02/18,1203115
2019/02/19,1058927
2019/02/20,75949
2019/02/21,71923
2019/02/22,35106
2019/02/23,2357767
2019/02/24,1847567
2019/02/25,3920021
2019/02/26,991730
2019/02/27,318149
2019/02/28,248605
2019/03/01,8786827
2019/03/02,13251090
2019/03/03,2270542
2019/03/04,3598357
2019/03/05,3627638
2019/03/06,719445
2019/03/07,448459
2019/03/08,484480
2019/03/09,509642
2019/03/10,2436745
2019/03/11,1173959
2019/03/12,1261901
2019/03/13,756911
2019/03/14,355830
2019/03/15,245069
2019/03/16,885065
2019/03/17,1147467
2019/03/18,2997200
2019/03/19,5964181
2019/03/20,610981
2019/03/21,377985
2019/03/22,53602
2019/03/23,1609392
2019/03/24,1618344
2019/03/25,1864619
2019/03/26,2397784
2019/03/27,23147
2019/03/28,79919
2019/03/29,256629
2019/03/30,284374
2019/03/31,180296
2019/04/01,101727
2019/04/02,1840582
2019/04/03,1518180
2019/04/04,383627
2019/04/05,2593938
2019/04/06,3809420
2019/04/07,896839
2019/04/08,1935325
2019/04/09,1227423
2019/04/10,1659708
2019/04/11,3495767
2019/04/12,2410814
2019/04/13,7142949
2019/04/14,2113399
2019/04/15,3950316
2019/04/16,5986583
2019/04/17,567757
2019/04/18,620267
2019/04/19,31063
2019/04/20,184799
2019/04/21,100907
2019/04/22,162956
2019/04/23,221335
2019/04/24,644895
2019/04/25,804270
2019/04/26,3083
2019/04/27,2977914
2019/04/28,2179603
2019/04/29,1308467
2019/04/30,1443460
2019/05/01,472268
2019/05/02,2832686
2019/05/03,2501621
2019/05/04,5324261
2019/05/05,2317720
2019/05/06,8190959
2019/05/07,13573418
2019/05/08,2454936
2019/05/09,4598904
2019/05/10,630504
2019/05/11,10044
2019/05/12,354055
2019/05/13,394693
2019/05/14,1198311
2019/05/15,948698
2019/05/16,911700
2019/05/17,242024
2019/05/18,2241599
2019/05/19,2523544
2019/05/20,1586114
2019/05/21,1612897
2019/05/22,478332
2019/05/23,562800
2019/05/24,9701
2019/05/25,1374078
2019/05/26,2517821
2019/05/27,4359553
2019/05/28,4432152
2019/05/29,203184
2019/05/30,34248
2019/05/31,1404014
2019/06/01,981741
2019/06/02,534473
2019/06/03,200275
2019/06/04,220707
2019/06/05,807901
2019/06/06,801725
2019/06/07,110797
2019/06/08,6100140
2019/06/09,10872742
2019/06/10,12843061
2019/06/11,10984217
2019/06/12,1749049
2019/06/13,4036451
2019/06/14,1041175
2019/06/15,2791374
2019/06/16,1528057
2019/06/17,1991100
2019/06/18,1810346
2019/06/19,1151875
2019/06/20,2296996
2019/06/21,4801957
2019/06/22,7397508
2019/06/23,183808
2019/06/24,1028383
2019/06/25,3587162
2019/06/26,1801738
2019/06/27,679896
2019/06/28,1779996
2019/06/29,9287826
2019/06/30,13260052
2019/07/01,10112198
2019/07/02,9024601
2019/07/03,3601710
2019/07/04,2361858
2019/07/05,967252
2019/07/06,2535759
2019/07/07,444033
2019/07/08,5433371
2019/07/09,9985856
2019/07/10,14564401
2019/07/11,5874506
2019/07/12,6984895
2019/07/13,17510139
2019/07/14,3700330
2019/07/15,73518633
2019/07/16,51741560
2019/07/17,20785818
2019/07/18,4854267
2019/07/19,459917
2019/07/20,11138497
2019/07/21,11316270
2019/07/22,1258373
2019/07/23,1775648
2019/07/24,11245460
2019/07/25,14138263
2019/07/26,13219343
2019/07/27,19459220
2019/07/28,866032
2019/07/29,1565216
2019/07/30,2103491
2019/07/31,28850
2019/08/01,6032294
2019/08/02,4675803
2019/08/03,2384136
2019/08/04,4278844
2019/08/05,3444596
2019/08/06,2513045
2019/08/07,37240
2019/08/08,68477
2019/08/09,85486
2019/08/10,2070640
2019/08/11,3149031
2019/08/12,1733820
2019/08/13,2528896
2019/08/14,531519
2019/08/15,307723
2019/08/16,145146
2019/08/17,1241272
2019/08/18,1479680
2019/08/19,1626785
2019/08/20,1688764
2019/08/21,3044
2019/08/22,21307
2019/08/23,24777
2019/08/24,407549
2019/08/25,1050035
2019/08/26,3068077
2019/08/27,854124
2019/08/28,1356800
2019/08/29,122181
2019/08/30,37918
2019/08/31,390764
2019/09/01,257925
2019/09/02,937717
2019/09/03,678594
2019/09/04,328757
2019/09/05,218480
2019/09/06,327754
2019/09/07,1245884
2019/09/08,1588473
2019/09/09,932504
2019/09/10,860229
2019/09/11,578194
2019/09/12,63818
2019/09/13,1027423
2019/09/14,1327850
