Date,transactionvalue90emaUSD
2016/01/01,111.109
2016/01/02,109.268
2016/01/03,107.73
2016/01/04,105.709
2016/01/05,104.738
2016/01/06,102.765
2016/01/07,100.853
2016/01/08,99.028
2016/01/09,97.269
2016/01/10,95.456
2016/01/11,94.432
2016/01/12,94.713
2016/01/13,93.226
2016/01/14,91.959
2016/01/15,92.549
2016/01/16,91.976
2016/01/17,90.988
2016/01/18,94.469
2016/01/19,95.182
2016/01/20,94.912
2016/01/21,94.373
2016/01/22,94.514
2016/01/23,96.409
2016/01/24,101.357
2016/01/25,105.445
2016/01/26,108.096
2016/01/27,109.145
2016/01/28,109.755
2016/01/29,110.245
2016/01/30,111.564
2016/01/31,113.168
2016/02/01,112.744
2016/02/02,112.397
2016/02/03,112.246
2016/02/04,111.058
2016/02/05,110.715
2016/02/06,108.693
2016/02/07,110.023
2016/02/08,114.436
2016/02/09,119.672
2016/02/10,127.875
2016/02/11,134.158
2016/02/12,146.285
2016/02/13,150.403
2016/02/14,153.05
2016/02/15,154.817
2016/02/16,159.335
2016/02/17,159.23
2016/02/18,161.618
2016/02/19,160.719
2016/02/20,164.147
2016/02/21,163.252
2016/02/22,164.663
2016/02/23,171.518
2016/02/24,181.443
2016/02/25,183.98
2016/02/26,204.995
2016/02/27,216.142
2016/02/28,217.183
2016/02/29,217.341
2016/03/01,221.443
2016/03/02,243.37
2016/03/03,255.191
2016/03/04,262.243
2016/03/05,282.338
2016/03/06,290.372
2016/03/07,298.42
2016/03/08,310.653
2016/03/09,314.464
2016/03/10,316.386
2016/03/11,319.353
2016/03/12,327.869
2016/03/13,342.858
2016/03/14,352.25
2016/03/15,356.872
2016/03/16,360.777
2016/03/17,366.112
2016/03/18,374.674
2016/03/19,371.73
2016/03/20,367.411
2016/03/21,365.951
2016/03/22,363.224
2016/03/23,359.937
2016/03/24,358.493
2016/03/25,354.187
2016/03/26,348.57
2016/03/27,350.101
2016/03/28,348.211
2016/03/29,350.242
2016/03/30,352.178
2016/03/31,351.63
2016/04/01,346.832
2016/04/02,342.435
2016/04/03,336.774
2016/04/04,332.49
2016/04/05,329.326
2016/04/06,326.36
2016/04/07,324.368
2016/04/08,320.749
2016/04/09,322.345
2016/04/10,322.201
2016/04/11,318.952
2016/04/12,317.383
2016/04/13,315.811
2016/04/14,313.866
2016/04/15,310.064
2016/04/16,305.837
2016/04/17,303.284
2016/04/18,300.413
2016/04/19,296.298
2016/04/20,293.65
2016/04/21,289.564
2016/04/22,287.382
2016/04/23,286.668
2016/04/24,282.348
2016/04/25,279.589
2016/04/26,279.185
2016/04/27,276.907
2016/04/28,274.518
2016/04/29,271.155
2016/04/30,275.935
2016/05/01,278.41
2016/05/02,281.963
2016/05/03,283.658
2016/05/04,283.576
2016/05/05,283.335
2016/05/06,287.663
2016/05/07,290.029
2016/05/08,290.907
2016/05/09,295.421
2016/05/10,299.348
2016/05/11,308.692
2016/05/12,318.064
2016/05/13,350.623
2016/05/14,371.882
2016/05/15,371.445
2016/05/16,372.476
2016/05/17,372.747
2016/05/18,375.833
2016/05/19,385.866
2016/05/20,393.166
2016/05/21,391.371
2016/05/22,388.107
2016/05/23,388.408
2016/05/24,391.612
2016/05/25,393.08
2016/05/26,391.292
2016/05/27,395.955
2016/05/28,395.115
2016/05/29,392.237
2016/05/30,390.067
2016/05/31,388.201
2016/06/01,385.363
2016/06/02,380.718
2016/06/03,377.064
2016/06/04,372.456
2016/06/05,367.892
2016/06/06,363.556
2016/06/07,362.257
2016/06/08,371.22
2016/06/09,366.725
2016/06/10,365.551
2016/06/11,361.85
2016/06/12,362.229
2016/06/13,363.592
2016/06/14,366.818
2016/06/15,367.303
2016/06/16,373.842
2016/06/17,389.69
2016/06/18,404.186
2016/06/19,404.817
2016/06/20,410.209
2016/06/21,411.121
2016/06/22,415.318
2016/06/23,418.306
2016/06/24,416.656
2016/06/25,418.171
2016/06/26,413.558
2016/06/27,409.48
2016/06/28,410.889
2016/06/29,408.643
2016/06/30,403.374
2016/07/01,400.226
2016/07/02,394.537
2016/07/03,389.235
2016/07/04,388.108
2016/07/05,400.648
2016/07/06,398.35
2016/07/07,394.977
2016/07/08,390.017
2016/07/09,384.971
2016/07/10,380.536
2016/07/11,377.021
2016/07/12,373.637
2016/07/13,371.469
2016/07/14,368.582
2016/07/15,385.313
2016/07/16,382.15
2016/07/17,379.332
2016/07/18,389.159
2016/07/19,435.253
2016/07/20,499.375
2016/07/21,499.075
2016/07/22,506.673
2016/07/23,514.054
2016/07/24,567.46
2016/07/25,607.337
2016/07/26,688.68
2016/07/27,738.841
2016/07/28,766.606
2016/07/29,781.262
2016/07/30,788.999
2016/07/31,791.517
2016/08/01,804.238
2016/08/02,832.981
2016/08/03,851.973
2016/08/04,851.783
2016/08/05,856.39
2016/08/06,847.838
2016/08/07,840.914
2016/08/08,834.347
2016/08/09,833.275
2016/08/10,842.835
2016/08/11,845.349
2016/08/12,840.189
2016/08/13,834.183
2016/08/14,825.841
2016/08/15,816.002
2016/08/16,802.738
2016/08/17,794.589
2016/08/18,783.052
2016/08/19,771.482
2016/08/20,763.668
2016/08/21,767.226
2016/08/22,762.794
2016/08/23,768.542
2016/08/24,756.842
2016/08/25,744.763
2016/08/26,738.681
2016/08/27,727.404
2016/08/28,716.143
2016/08/29,706.717
2016/08/30,695.645
2016/08/31,686.296
2016/09/01,682.369
2016/09/02,675.768
2016/09/03,668.22
2016/09/04,661.44
2016/09/05,651.803
2016/09/06,642.486
2016/09/07,632.975
2016/09/08,625.882
2016/09/09,615.396
2016/09/10,605.875
2016/09/11,597.651
2016/09/12,589.849
2016/09/13,582.81
2016/09/14,573.668
2016/09/15,564.154
2016/09/16,562.341
2016/09/17,554.711
2016/09/18,554.126
2016/09/19,548.395
2016/09/20,556.845
2016/09/21,572.144
2016/09/22,569.905
2016/09/23,574.37
2016/09/24,570.576
2016/09/25,576.376
2016/09/26,573.167
2016/09/27,567.508
2016/09/28,572.017
2016/09/29,574.523
2016/09/30,569.267
2016/10/01,561.231
2016/10/02,559.091
2016/10/03,550.531
2016/10/04,542.072
2016/10/05,537.396
2016/10/06,532.744
2016/10/07,527.008
2016/10/08,522.946
2016/10/09,527.234
2016/10/10,530.587
2016/10/11,533.618
2016/10/12,544.646
2016/10/13,540.969
2016/10/14,545.524
2016/10/15,542.513
2016/10/16,542.58
2016/10/17,543.234
2016/10/18,546.391
2016/10/19,541.803
2016/10/20,534.335
2016/10/21,525.435
2016/10/22,517.407
2016/10/23,509.26
2016/10/24,501.322
2016/10/25,496.182
2016/10/26,490.493
2016/10/27,484.947
2016/10/28,483.46
2016/10/29,483.761
2016/10/30,487.522
2016/10/31,483.562
2016/11/01,486.763
2016/11/02,499.74
2016/11/03,545.061
2016/11/04,541.941
2016/11/05,535.599
2016/11/06,527.441
2016/11/07,519.504
2016/11/08,511.955
2016/11/09,512.405
2016/11/10,507.044
2016/11/11,516.831
2016/11/12,512.226
2016/11/13,507.384
2016/11/14,498.913
2016/11/15,492.989
2016/11/16,487.941
2016/11/17,494.496
2016/11/18,488.88
2016/11/19,482.763
2016/11/20,475.344
2016/11/21,468.15
2016/11/22,468.346
2016/11/23,466.228
2016/11/24,460.729
2016/11/25,455.996
2016/11/26,449.509
2016/11/27,442.825
2016/11/28,436.274
2016/11/29,431.741
2016/11/30,427.844
2016/12/01,423.642
2016/12/02,428.241
2016/12/03,439.008
2016/12/04,436.544
2016/12/05,440.852
2016/12/06,450.648
2016/12/07,450.7
2016/12/08,452.581
2016/12/09,453.822
2016/12/10,450.183
2016/12/11,449.218
2016/12/12,444.372
2016/12/13,439.171
2016/12/14,433.612
2016/12/15,432.129
2016/12/16,428.177
2016/12/17,431.966
2016/12/18,432.611
2016/12/19,428.243
2016/12/20,424.09
2016/12/21,421.718
2016/12/22,422.547
2016/12/23,435.939
2016/12/24,436.272
2016/12/25,431.26
2016/12/26,425.593
2016/12/27,421.5
2016/12/28,422.792
2016/12/29,431.05
2016/12/30,434.892
2016/12/31,452.446
2017/01/01,451
2017/01/02,454.045
2017/01/03,465.453
2017/01/04,490.833
2017/01/05,517.583
2017/01/06,543.455
2017/01/07,553.195
2017/01/08,553.889
2017/01/09,563.609
2017/01/10,572.994
2017/01/11,582.912
2017/01/12,588.892
2017/01/13,586.288
2017/01/14,578.112
2017/01/15,568.404
2017/01/16,559.654
2017/01/17,554.671
2017/01/18,546.819
2017/01/19,539.969
2017/01/20,541.72
2017/01/21,534.957
2017/01/22,528.09
2017/01/23,520.984
2017/01/24,513.181
2017/01/25,506.619
2017/01/26,500.749
2017/01/27,494.788
2017/01/28,486.974
2017/01/29,480.974
2017/01/30,473.934
2017/01/31,470.315
2017/02/01,466.634
2017/02/02,462.948
2017/02/03,461.807
2017/02/04,461.26
2017/02/05,455.056
2017/02/06,452.21
2017/02/07,448.414
2017/02/08,444.373
2017/02/09,441.413
2017/02/10,439.323
2017/02/11,434.64
2017/02/12,431.723
2017/02/13,427.567
2017/02/14,434.298
2017/02/15,446.074
2017/02/16,449.705
2017/02/17,454.453
2017/02/18,457.94
2017/02/19,461.484
2017/02/20,465.001
2017/02/21,472.703
2017/02/22,477.176
2017/02/23,481.99
2017/02/24,498.503
2017/02/25,505.078
2017/02/26,516.423
2017/02/27,560.969
2017/02/28,613.316
2017/03/01,668.747
2017/03/02,751.285
2017/03/03,845.851
2017/03/04,904.794
2017/03/05,951.384
2017/03/06,1046
2017/03/07,1092
2017/03/08,1148
2017/03/09,1211
2017/03/10,1267
2017/03/11,1346
2017/03/12,1494
2017/03/13,1598
2017/03/14,1627
2017/03/15,1655
2017/03/16,1874
2017/03/17,1985
2017/03/18,2166
2017/03/19,2172
2017/03/20,2203
2017/03/21,2301
2017/03/22,2382
2017/03/23,2459
2017/03/24,2589
2017/03/25,2692
2017/03/26,2767
2017/03/27,2835
2017/03/28,2916
2017/03/29,3015
2017/03/30,3157
2017/03/31,3245
2017/04/01,3306
2017/04/02,3420
2017/04/03,3515
2017/04/04,3532
2017/04/05,3595
2017/04/06,3692
2017/04/07,3664
2017/04/08,3675
2017/04/09,3682
2017/04/10,3709
2017/04/11,3736
2017/04/12,3750
2017/04/13,3742
2017/04/14,3753
2017/04/15,3721
2017/04/16,3666
2017/04/17,3621
2017/04/18,3652
2017/04/19,3697
2017/04/20,3755
2017/04/21,3776
2017/04/22,3794
2017/04/23,3808
2017/04/24,3842
2017/04/25,3850
2017/04/26,3908
2017/04/27,4007
2017/04/28,4119
2017/04/29,4264
2017/04/30,4440
2017/05/01,4720
2017/05/02,4926
2017/05/03,5212
2017/05/04,5470
2017/05/05,5785
2017/05/06,5983
2017/05/07,6231
2017/05/08,6417
2017/05/09,6593
2017/05/10,6773
2017/05/11,6996
2017/05/12,7169
2017/05/13,7261
2017/05/14,7341
2017/05/15,7452
2017/05/16,7650
2017/05/17,7674
2017/05/18,7645
2017/05/19,7705
2017/05/20,7737
2017/05/21,7819
2017/05/22,8181
2017/05/23,8311
2017/05/24,8471
2017/05/25,8625
2017/05/26,8814
2017/05/27,8884
2017/05/28,8924
2017/05/29,8983
2017/05/30,9068
2017/05/31,9404
2017/06/01,9607
2017/06/02,9805
2017/06/03,10017
2017/06/04,10199
2017/06/05,10460
2017/06/06,10801
2017/06/07,11058
2017/06/08,11279
2017/06/09,11466
2017/06/10,11560
2017/06/11,11683
2017/06/12,12148
2017/06/13,12528
2017/06/14,12689
2017/06/15,12978
2017/06/16,13256
2017/06/17,13299
2017/06/18,13314
2017/06/19,13326
2017/06/20,13406
2017/06/21,13302
2017/06/22,13221
2017/06/23,13196
2017/06/24,13224
2017/06/25,13048
2017/06/26,12953
2017/06/27,12916
2017/06/28,12877
2017/06/29,12878
2017/06/30,12848
2017/07/01,12787
2017/07/02,12673
2017/07/03,12895
2017/07/04,13046
2017/07/05,12909
2017/07/06,12814
2017/07/07,12704
2017/07/08,12585
2017/07/09,12390
2017/07/10,12294
2017/07/11,12213
2017/07/12,12147
2017/07/13,12263
2017/07/14,12428
2017/07/15,12583
2017/07/16,12659
2017/07/17,12728
2017/07/18,12880
