Date,activeaddresses14roc
2016/01/01,0.497
2016/01/02,6.738
2016/01/03,9.244
2016/01/04,8.11
2016/01/05,7.557
2016/01/06,16.217
2016/01/07,23.66
2016/01/08,21.72
2016/01/09,12.644
2016/01/10,23.432
2016/01/11,20.558
2016/01/12,26.235
2016/01/13,23.23
2016/01/14,7.191
2016/01/15,27.96
2016/01/16,10.968
2016/01/17,4.959
2016/01/18,18.194
2016/01/19,11.782
2016/01/20,23.005
2016/01/21,2.61
2016/01/22,11.939
2016/01/23,26.217
2016/01/24,30.781
2016/01/25,32.398
2016/01/26,38.636
2016/01/27,37.04
2016/01/28,53.72
2016/01/29,34.402
2016/01/30,52.664
2016/01/31,62.306
2016/02/01,34.064
2016/02/02,40.695
2016/02/03,25.339
2016/02/04,35.037
2016/02/05,46.833
2016/02/06,12.79
2016/02/07,7.523
2016/02/08,9.382
2016/02/09,8.271
2016/02/10,43.561
2016/02/11,66.415
2016/02/12,45.373
2016/02/13,38.071
2016/02/14,21.003
2016/02/15,31.658
2016/02/16,32.991
2016/02/17,32.719
2016/02/18,34.956
2016/02/19,20.537
2016/02/20,32.99
2016/02/21,45.347
2016/02/22,32.644
2016/02/23,25.999
2016/02/24,2.158
2016/02/25,-12.343
2016/02/26,-5.551
2016/02/27,0.244
2016/02/28,19.043
2016/02/29,21.862
2016/03/01,32.898
2016/03/02,42.307
2016/03/03,56.123
2016/03/04,52.128
2016/03/05,86.747
2016/03/06,57.803
2016/03/07,30.589
2016/03/08,50.926
2016/03/09,47.472
2016/03/10,48.307
2016/03/11,51.602
2016/03/12,66.135
2016/03/13,53.3
2016/03/14,50.858
2016/03/15,36.349
2016/03/16,21.99
2016/03/17,17.611
2016/03/18,30.373
2016/03/19,1.606
2016/03/20,7.1
2016/03/21,29.112
2016/03/22,10.593
2016/03/23,21.308
2016/03/24,5.642
2016/03/25,15.54
2016/03/26,0.748
2016/03/27,10.487
2016/03/28,6.807
2016/03/29,20.629
2016/03/30,29.569
2016/03/31,11.89
2016/04/01,-0.446
2016/04/02,8.529
2016/04/03,10.202
2016/04/04,16.691
2016/04/05,21.52
2016/04/06,7.421
2016/04/07,21.464
2016/04/08,7.161
2016/04/09,20
2016/04/10,14.757
2016/04/11,8.124
2016/04/12,0.688
2016/04/13,-0.788
2016/04/14,8.55
2016/04/15,7.726
2016/04/16,9.738
2016/04/17,11.738
2016/04/18,6.48
2016/04/19,1.939
2016/04/20,11.033
2016/04/21,2.311
2016/04/22,12.131
2016/04/23,2.82
2016/04/24,3.401
2016/04/25,7.84
2016/04/26,5.155
2016/04/27,1.342
2016/04/28,2.008
2016/04/29,21.637
2016/04/30,58.69
2016/05/01,19.495
2016/05/02,38.212
2016/05/03,20.761
2016/05/04,14.785
2016/05/05,17.786
2016/05/06,18.587
2016/05/07,16.145
2016/05/08,23.105
2016/05/09,27.447
2016/05/10,20.992
2016/05/11,33.998
2016/05/12,38.834
2016/05/13,31.995
2016/05/14,-8.22
2016/05/15,10.81
2016/05/16,-10.678
2016/05/17,13.125
2016/05/18,31.096
2016/05/19,23.404
2016/05/20,17.994
2016/05/21,16.709
2016/05/22,-2.529
2016/05/23,13.847
2016/05/24,12.225
2016/05/25,3.348
2016/05/26,30.09
2016/05/27,7.661
2016/05/28,61.883
2016/05/29,12.228
2016/05/30,12.237
2016/05/31,6.701
2016/06/01,-10.251
2016/06/02,-7.623
2016/06/03,-3.979
2016/06/04,-3.621
2016/06/05,5.596
2016/06/06,-7.809
2016/06/07,-2.832
2016/06/08,-2.829
2016/06/09,-25.899
2016/06/10,-15.966
2016/06/11,-48.353
2016/06/12,-3.172
2016/06/13,19.117
2016/06/14,14.913
2016/06/15,8.743
2016/06/16,4.664
2016/06/17,52.333
2016/06/18,47.481
2016/06/19,29.852
2016/06/20,16.762
2016/06/21,17.426
2016/06/22,25.474
2016/06/23,10.653
2016/06/24,8.282
2016/06/25,17.452
2016/06/26,9.475
2016/06/27,-13.943
2016/06/28,-6.314
2016/06/29,-0.3
2016/06/30,3.399
2016/07/01,-29.624
2016/07/02,-23.417
2016/07/03,-14.958
2016/07/04,-5.675
2016/07/05,-6.518
2016/07/06,-16.484
2016/07/07,-1.724
2016/07/08,0.28
2016/07/09,6.384
2016/07/10,-7.878
2016/07/11,1.072
2016/07/12,-4.949
2016/07/13,-12.126
2016/07/14,2.954
2016/07/15,2.841
2016/07/16,-2.542
2016/07/17,-14.637
2016/07/18,-9.261
2016/07/19,18.631
2016/07/20,24.034
2016/07/21,13.69
2016/07/22,21.431
2016/07/23,15.129
2016/07/24,44.961
2016/07/25,33.65
2016/07/26,61.741
2016/07/27,67.512
2016/07/28,28.998
2016/07/29,18.562
2016/07/30,12.314
2016/07/31,38.475
2016/08/01,25.232
2016/08/02,-6.728
2016/08/03,-4.334
2016/08/04,2.956
2016/08/05,-12.495
2016/08/06,-8.606
2016/08/07,-26.008
2016/08/08,-17.392
2016/08/09,-26.884
2016/08/10,-25.824
2016/08/11,-8.321
2016/08/12,-11.016
2016/08/13,-5.686
2016/08/14,-9.92
2016/08/15,-7.563
2016/08/16,5.35
2016/08/17,-8.943
2016/08/18,-9.218
2016/08/19,-0.895
2016/08/20,3.159
2016/08/21,1.887
2016/08/22,-2.56
2016/08/23,-3.331
2016/08/24,-3.276
2016/08/25,-4.506
2016/08/26,2.899
2016/08/27,7.551
2016/08/28,4.686
2016/08/29,6.019
2016/08/30,-7.553
2016/08/31,10.088
2016/09/01,12.98
2016/09/02,9.118
2016/09/03,2.329
2016/09/04,0.893
2016/09/05,3.515
2016/09/06,-3.409
2016/09/07,-1.854
2016/09/08,4.821
2016/09/09,0.724
2016/09/10,-2.261
2016/09/11,2.12
2016/09/12,-0.686
2016/09/13,0.959
2016/09/14,-6.149
2016/09/15,-5.383
2016/09/16,-0.79
2016/09/17,4.407
2016/09/18,-3.9
2016/09/19,-0.124
2016/09/20,26.429
2016/09/21,9.131
2016/09/22,-21.645
2016/09/23,-8.815
2016/09/24,-5.89
2016/09/25,-10.825
2016/09/26,-13.256
2016/09/27,-11.63
2016/09/28,-7.695
2016/09/29,-9.832
2016/09/30,-14.194
