Date,median_transaction_fee30rsiUSD
2016/01/01,48.867
2016/01/02,48.887
2016/01/03,48.935
2016/01/04,48.908
2016/01/05,54.864
2016/01/06,54.399
2016/01/07,54.559
2016/01/08,48.675
2016/01/09,49.547
2016/01/10,48.967
2016/01/11,48.877
2016/01/12,49.28
2016/01/13,55.238
2016/01/14,49.156
2016/01/15,49.444
2016/01/16,49.445
2016/01/17,49.428
2016/01/18,50.856
2016/01/19,50.676
2016/01/20,50.09
2016/01/21,50.289
2016/01/22,51.267
2016/01/23,50.984
2016/01/24,52.333
2016/01/25,53.681
2016/01/26,54.696
2016/01/27,54.749
2016/01/28,54.986
2016/01/29,53.425
2016/01/30,53.215
2016/01/31,52.653
2016/02/01,51.956
2016/02/02,52.015
2016/02/03,52.789
2016/02/04,53.227
2016/02/05,53.18
2016/02/06,67.181
2016/02/07,51.759
2016/02/08,52.796
2016/02/09,53.767
2016/02/10,55.875
2016/02/11,57.205
2016/02/12,59.353
2016/02/13,56.578
2016/02/14,56.301
2016/02/15,57.615
2016/02/16,55.784
2016/02/17,54.466
2016/02/18,53.329
2016/02/19,54.506
2016/02/20,54.329
2016/02/21,54.298
2016/02/22,56.17
2016/02/23,58.529
2016/02/24,57.568
2016/02/25,58.699
2016/02/26,57.711
2016/02/27,58.304
2016/02/28,58.872
2016/02/29,58.779
2016/03/01,59.642
2016/03/02,62.683
2016/03/03,65.443
2016/03/04,65.468
2016/03/05,69.105
2016/03/06,68.985
2016/03/07,65.914
2016/03/08,63.184
2016/03/09,65.16
2016/03/10,48.651
2016/03/11,48.194
2016/03/12,49.842
2016/03/13,51.105
2016/03/14,50.303
2016/03/15,49.608
2016/03/16,50.108
2016/03/17,48.562
2016/03/18,47.272
2016/03/19,47.685
2016/03/20,47.323
2016/03/21,48.127
2016/03/22,48.806
2016/03/23,49.074
2016/03/24,48.583
2016/03/25,47.917
2016/03/26,48.628
2016/03/27,47.841
2016/03/28,48.47
2016/03/29,48.932
2016/03/30,49.242
2016/03/31,49.186
2016/04/01,48.994
2016/04/02,48.788
2016/04/03,48.84
2016/04/04,48.53
2016/04/05,48.495
2016/04/06,47.509
2016/04/07,47.201
2016/04/08,46.435
2016/04/09,46.026
2016/04/10,44.532
2016/04/11,44.318
2016/04/12,43.392
2016/04/13,43.311
2016/04/14,44.445
2016/04/15,44.355
2016/04/16,44.284
2016/04/17,46.34
2016/04/18,46.005
2016/04/19,45.957
2016/04/20,45.105
2016/04/21,44.869
2016/04/22,43.967
2016/04/23,43.992
2016/04/24,44.439
2016/04/25,43.648
2016/04/26,42.671
2016/04/27,43.452
2016/04/28,43.069
2016/04/29,43.179
2016/04/30,45.461
2016/05/01,46.711
2016/05/02,49.022
2016/05/03,49.164
2016/05/04,48.935
2016/05/05,48.965
2016/05/06,49.334
2016/05/07,48.317
2016/05/08,48.217
2016/05/09,48.67
2016/05/10,48.358
2016/05/11,49.52
2016/05/12,50.943
2016/05/13,52.318
2016/05/14,51.056
2016/05/15,50.859
2016/05/16,52.037
2016/05/17,55.799
2016/05/18,59.187
2016/05/19,61.486
2016/05/20,62.442
2016/05/21,59.778
2016/05/22,60.817
2016/05/23,60.838
2016/05/24,56.981
2016/05/25,54.929
2016/05/26,55.021
2016/05/27,51.325
2016/05/28,56.546
