Date,sentbyaddress90ema
2016/05/24,5894
2016/05/25,5949
2016/05/26,6160
2016/05/27,6248
2016/05/28,6461
2016/05/29,6511
2016/05/30,6556
2016/05/31,6610
2016/06/01,6646
2016/06/02,6671
2016/06/03,6695
2016/06/04,6705
2016/06/05,6715
2016/06/06,6735
2016/06/07,6762
2016/06/08,6787
2016/06/09,6803
2016/06/10,6823
2016/06/11,6824
2016/06/12,6851
2016/06/13,6917
2016/06/14,6985
2016/06/15,7023
2016/06/16,7077
2016/06/17,7230
2016/06/18,7347
2016/06/19,7401
2016/06/20,7436
2016/06/21,7483
2016/06/22,7548
2016/06/23,7568
2016/06/24,7579
2016/06/25,7576
2016/06/26,7570
2016/06/27,7569
2016/06/28,7592
2016/06/29,7609
2016/06/30,7608
2016/07/01,7609
2016/07/02,7614
2016/07/03,7619
2016/07/04,7634
2016/07/05,7654
2016/07/06,7666
2016/07/07,7676
2016/07/08,7687
2016/07/09,7691
2016/07/10,7686
2016/07/11,7689
2016/07/12,7693
2016/07/13,7692
2016/07/14,7703
2016/07/15,7712
2016/07/16,7695
2016/07/17,7666
2016/07/18,7660
2016/07/19,7877
2016/07/20,7940
2016/07/21,7980
2016/07/22,8040
2016/07/23,8076
2016/07/24,8217
2016/07/25,8296
2016/07/26,8499
2016/07/27,8616
2016/07/28,8701
2016/07/29,8739
2016/07/30,8742
2016/07/31,8769
2016/08/01,8805
2016/08/02,8892
2016/08/03,8931
2016/08/04,8958
2016/08/05,8956
2016/08/06,8948
2016/08/07,8943
2016/08/08,8956
2016/08/09,8989
2016/08/10,8997
2016/08/11,9039
2016/08/12,9032
2016/08/13,9009
2016/08/14,9001
2016/08/15,8996
2016/08/16,9012
2016/08/17,9006
2016/08/18,8999
2016/08/19,8993
2016/08/20,8994
2016/08/21,8989
2016/08/22,8972
2016/08/23,8995
2016/08/24,8995
2016/08/25,9019
2016/08/26,9025
2016/08/27,9038
2016/08/28,9037
2016/08/29,9055
2016/08/30,9062
2016/08/31,9084
2016/09/01,9127
2016/09/02,9154
2016/09/03,9153
2016/09/04,9148
2016/09/05,9144
2016/09/06,9143
2016/09/07,9146
2016/09/08,9183
2016/09/09,9184
2016/09/10,9177
2016/09/11,9179
2016/09/12,9185
2016/09/13,9190
2016/09/14,9200
2016/09/15,9205
2016/09/16,9229
2016/09/17,9240
2016/09/18,9223
2016/09/19,9192
2016/09/20,9291
2016/09/21,9358
2016/09/22,9336
2016/09/23,9325
2016/09/24,9322
2016/09/25,9315
2016/09/26,9307
2016/09/27,9304
2016/09/28,9298
2016/09/29,9317
2016/09/30,9341
2016/10/01,9326
2016/10/02,9352
2016/10/03,9348
2016/10/04,9300
2016/10/05,9253
2016/10/06,9226
2016/10/07,9230
2016/10/08,9239
2016/10/09,9270
2016/10/10,9299
2016/10/11,9300
2016/10/12,9215
2016/10/13,9094
2016/10/14,9071
2016/10/15,9013
2016/10/16,8982
2016/10/17,8970
2016/10/18,9030
2016/10/19,8984
2016/10/20,9033
2016/10/21,9099
2016/10/22,9119
2016/10/23,9130
2016/10/24,9126
2016/10/25,9124
2016/10/26,9125
2016/10/27,9130
2016/10/28,9140
2016/10/29,9132
2016/10/30,9112
2016/10/31,9145
2016/11/01,9200
2016/11/02,9186
2016/11/03,9202
2016/11/04,9151
2016/11/05,9131
2016/11/06,9088
2016/11/07,9084
2016/11/08,9073
2016/11/09,9070
2016/11/10,9035
2016/11/11,9028
2016/11/12,9012
2016/11/13,9022
2016/11/14,8992
2016/11/15,8978
2016/11/16,8953
2016/11/17,8928
2016/11/18,8909
2016/11/19,8877
2016/11/20,8853
2016/11/21,8833
2016/11/22,9119
2016/11/23,9579
2016/11/24,9484
2016/11/25,9778
2016/11/26,9691
2016/11/27,9612
2016/11/28,9565
2016/11/29,9506
2016/11/30,9455
2016/12/01,9395
2016/12/02,9351
2016/12/03,9348
2016/12/04,9349
2016/12/05,9312
2016/12/06,9322
2016/12/07,9262
2016/12/08,9208
2016/12/09,9194
2016/12/10,9146
2016/12/11,9114
2016/12/12,9084
2016/12/13,9040
2016/12/14,9037
2016/12/15,9058
2016/12/16,9031
2016/12/17,9001
2016/12/18,8967
2016/12/19,8946
2016/12/20,8937
2016/12/21,8935
2016/12/22,8931
2016/12/23,8904
2016/12/24,8866
2016/12/25,8811
2016/12/26,8761
2016/12/27,8725
2016/12/28,8703
2016/12/29,8699
2016/12/30,8681
2016/12/31,8678
2017/01/01,8630
2017/01/02,8610
2017/01/03,8608
2017/01/04,8658
2017/01/05,8693
2017/01/06,8729
2017/01/07,8729
2017/01/08,8711
2017/01/09,8740
2017/01/10,8732
2017/01/11,8741
2017/01/12,8755
2017/01/13,8751
2017/01/14,8732
2017/01/15,8700
2017/01/16,8713
2017/01/17,8707
2017/01/18,8690
2017/01/19,8693
2017/01/20,8706
2017/01/21,8697
2017/01/22,8679
2017/01/23,8672
2017/01/24,8669
2017/01/25,8650
2017/01/26,8642
2017/01/27,8626
2017/01/28,8607
2017/01/29,8580
2017/01/30,8576
2017/01/31,8569
2017/02/01,8565
2017/02/02,8571
2017/02/03,8562
2017/02/04,8571
2017/02/05,8584
2017/02/06,8596
2017/02/07,8601
2017/02/08,8611
2017/02/09,8618
2017/02/10,8650
2017/02/11,8644
2017/02/12,8652
2017/02/13,8707
2017/02/14,8758
2017/02/15,8804
2017/02/16,8827
2017/02/17,8850
2017/02/18,8891
2017/02/19,8896
2017/02/20,8926
2017/02/21,8947
2017/02/22,8963
2017/02/23,8975
2017/02/24,9012
2017/02/25,9035
2017/02/26,9060
2017/02/27,9107
2017/02/28,9207
2017/03/01,9318
2017/03/02,9587
2017/03/03,9730
2017/03/04,9826
2017/03/05,9911
2017/03/06,9997
2017/03/07,10053
2017/03/08,10115
2017/03/09,10221
2017/03/10,10349
2017/03/11,10448
2017/03/12,10591
2017/03/13,10869
2017/03/14,11057
2017/03/15,11256
2017/03/16,11656
2017/03/17,12033
2017/03/18,12294
2017/03/19,12467
2017/03/20,12642
2017/03/21,12817
2017/03/22,12952
2017/03/23,13085
2017/03/24,13315
2017/03/25,13499
2017/03/26,13613
2017/03/27,13793
2017/03/28,13939
2017/03/29,14089
2017/03/30,14333
2017/03/31,14698
2017/04/01,14824
2017/04/02,15010
2017/04/03,15332
2017/04/04,15490
2017/04/05,15668
2017/04/06,15914
2017/04/07,15998
2017/04/08,16035
2017/04/09,16038
2017/04/10,16112
2017/04/11,16171
2017/04/12,16259
2017/04/13,16378
2017/04/14,16453
2017/04/15,16497
2017/04/16,16470
2017/04/17,16475
2017/04/18,16551
2017/04/19,16633
2017/04/20,16730
2017/04/21,16762
2017/04/22,16770
2017/04/23,16785
2017/04/24,16872
2017/04/25,16938
2017/04/26,17020
2017/04/27,17300
2017/04/28,17496
2017/04/29,17612
2017/04/30,17775
2017/05/01,18009
2017/05/02,18230
2017/05/03,18355
2017/05/04,18627
2017/05/05,18884
2017/05/06,19028
2017/05/07,19253
2017/05/08,19637
2017/05/09,19914
2017/05/10,20121
2017/05/11,20381
2017/05/12,20572
2017/05/13,20664
2017/05/14,20783
2017/05/15,21035
2017/05/16,21277
2017/05/17,21667
2017/05/18,22023
2017/05/19,22603
2017/05/20,22891
2017/05/21,23212
2017/05/22,23711
2017/05/23,24256
2017/05/24,24834
2017/05/25,25385
2017/05/26,25866
2017/05/27,26149
2017/05/28,26391
2017/05/29,26730
2017/05/30,27257
2017/05/31,28146
2017/06/01,28908
2017/06/02,29355
2017/06/03,29787
2017/06/04,30202
2017/06/05,30772
2017/06/06,31317
2017/06/07,31829
2017/06/08,32215
2017/06/09,32831
2017/06/10,33425
2017/06/11,34203
2017/06/12,35535
2017/06/13,36635
2017/06/14,37491
2017/06/15,38383
2017/06/16,39050
2017/06/17,39725
2017/06/18,40436
2017/06/19,41268
2017/06/20,42385
2017/06/21,43433
2017/06/22,44443
2017/06/23,45280
2017/06/24,45998
2017/06/25,46501
2017/06/26,47731
2017/06/27,48486
2017/06/28,47420
2017/06/29,48074
2017/06/30,48681
2017/07/01,49198
2017/07/02,49660
2017/07/03,50486
2017/07/04,51275
2017/07/05,51808
2017/07/06,52270
2017/07/07,53122
2017/07/08,53350
2017/07/09,53511
2017/07/10,54156
2017/07/11,54710
2017/07/12,55197
2017/07/13,55404
2017/07/14,55570
2017/07/15,55736
2017/07/16,55857
2017/07/17,56094
2017/07/18,56442
2017/07/19,56842
2017/07/20,57133
2017/07/21,57239
2017/07/22,57158
2017/07/23,57799
2017/07/24,58013
2017/07/25,58128
2017/07/26,58145
2017/07/27,58245
2017/07/28,58368
2017/07/29,58237
2017/07/30,58119
2017/07/31,58592
2017/08/01,58627
2017/08/02,58765
2017/08/03,58892
2017/08/04,59175
2017/08/05,59512
2017/08/06,59742
2017/08/07,60170
2017/08/08,60832
2017/08/09,61320
2017/08/10,62098
2017/08/11,62872
2017/08/12,63493
2017/08/13,63927
2017/08/14,64934
2017/08/15,65945
2017/08/16,66938
2017/08/17,67940
2017/08/18,69125
2017/08/19,69690
2017/08/20,70035
2017/08/21,70848
2017/08/22,71467
2017/08/23,72226
2017/08/24,72639
2017/08/25,73229
2017/08/26,73260
2017/08/27,73398
2017/08/28,73847
2017/08/29,74626
2017/08/30,75408
2017/08/31,76329
2017/09/01,77089
2017/09/02,77375
2017/09/03,77414
2017/09/04,78608
2017/09/05,79564
2017/09/06,80614
2017/09/07,81395
2017/09/08,82126
2017/09/09,82561
2017/09/10,82514
2017/09/11,82962
2017/09/12,83901
2017/09/13,84448
2017/09/14,85317
2017/09/15,86365
2017/09/16,86465
2017/09/17,86073
2017/09/18,86369
2017/09/19,86636
2017/09/20,86811
2017/09/21,86815
2017/09/22,86516
2017/09/23,86304
2017/09/24,86224
2017/09/25,86316
2017/09/26,86248
2017/09/27,86179
2017/09/28,86365
2017/09/29,86553
2017/09/30,86510
2017/10/01,86218
2017/10/02,86187
2017/10/03,86238
2017/10/04,86132
2017/10/05,86156
2017/10/06,86072
2017/10/07,85945
2017/10/08,85839
2017/10/09,85821
2017/10/10,86186
2017/10/11,86601
2017/10/12,86916
2017/10/13,87578
2017/10/14,87700
2017/10/15,87628
2017/10/16,87581
2017/10/17,88477
2017/10/18,88793
2017/10/19,88872
2017/10/20,89350
2017/10/21,89687
2017/10/22,90666
2017/10/23,91029
2017/10/24,91397
2017/10/25,91495
2017/10/26,91585
2017/10/27,89572
2017/10/28,87604
2017/10/29,85678
2017/10/30,83795
2017/10/31,81954
2017/11/01,83059
2017/11/02,84470
2017/11/03,85150
2017/11/04,85325
2017/11/05,85459
2017/11/06,85941
2017/11/07,86448
2017/11/08,87187
2017/11/09,87969
2017/11/10,88525
2017/11/11,88797
2017/11/12,89422
2017/11/13,89892
2017/11/14,90691
2017/11/15,91846
2017/11/16,92592
2017/11/17,93584
2017/11/18,94041
2017/11/19,94588
2017/11/20,95331
2017/11/21,96329
2017/11/22,97338
2017/11/23,98237
2017/11/24,99046
2017/11/25,99825
2017/11/26,100680
2017/11/27,102214
2017/11/28,103784
2017/11/29,105665
2017/11/30,107112
2017/12/01,107989
2017/12/02,109027
2017/12/03,110601
2017/12/04,112078
2017/12/05,113616
2017/12/06,116120
2017/12/07,117190
2017/12/08,118949
2017/12/09,120696
2017/12/10,122374
2017/12/11,124638
2017/12/12,127812
2017/12/13,131087
2017/12/14,134479
2017/12/15,137371
2017/12/16,139823
2017/12/17,142209
2017/12/18,145047
2017/12/19,148751
2017/12/20,152169
2017/12/21,155940
2017/12/22,160643
2017/12/23,163261
2017/12/24,164239
2017/12/25,165097
2017/12/26,166938
2017/12/27,169111
2017/12/28,171215
2017/12/29,175107
2017/12/30,179468
2017/12/31,181556
2018/01/01,183607
2018/01/02,187967
2018/01/03,192029
2018/01/04,197066
2018/01/05,201327
2018/01/06,205262
2018/01/07,208978
2018/01/08,212611
2018/01/09,217685
2018/01/10,221221
2018/01/11,225200
2018/01/12,228253
2018/01/13,231982
2018/01/14,235007
2018/01/15,239495
2018/01/16,244341
2018/01/17,248831
2018/01/18,252772
2018/01/19,254436
2018/01/20,254718
2018/01/21,258424
2018/01/22,259499
2018/01/23,260119
2018/01/24,260363
2018/01/25,259594
2018/01/26,260445
2018/01/27,260393
2018/01/28,260089
2018/01/29,260527
2018/01/30,260747
2018/01/31,260859
2018/02/01,261980
2018/02/02,262857
2018/02/03,262251
2018/02/04,262185
2018/02/05,262136
2018/02/06,262372
2018/02/07,262031
2018/02/08,260659
2018/02/09,259941
2018/02/10,259555
2018/02/11,258854
2018/02/12,258600
2018/02/13,257516
2018/02/14,256903
2018/02/15,256298
2018/02/16,254796
2018/02/17,253343
2018/02/18,252107
2018/02/19,251345
2018/02/20,251231
2018/02/21,250663
2018/02/22,249628
2018/02/23,248328
2018/02/24,246461
2018/02/25,244787
2018/02/26,244104
2018/02/27,243215
2018/02/28,242589
2018/03/01,241764
2018/03/02,240913
2018/03/03,239363
2018/03/04,237529
2018/03/05,236771
2018/03/06,236398
2018/03/07,238131
2018/03/08,237309
2018/03/09,236192
2018/03/10,234739
2018/03/11,232943
2018/03/12,231442
2018/03/13,230530
2018/03/14,230276
2018/03/15,229387
2018/03/16,228009
2018/03/17,226471
2018/03/18,225263
2018/03/19,224710
2018/03/20,223636
2018/03/21,223091
2018/03/22,221925
2018/03/23,222499
2018/03/24,222182
2018/03/25,220277
2018/03/26,219178
2018/03/27,217962
2018/03/28,216466
2018/03/29,215472
2018/03/30,214728
2018/03/31,213261
2018/04/01,211515
2018/04/02,210223
2018/04/03,209468
2018/04/04,208475
2018/04/05,208236
2018/04/06,207546
2018/04/07,206281
2018/04/08,205424
2018/04/09,204873
2018/04/10,204011
2018/04/11,203453
2018/04/12,203453
2018/04/13,203501
2018/04/14,202813
2018/04/15,202068
2018/04/16,201505
2018/04/17,201019
2018/04/18,200706
2018/04/19,200901
2018/04/20,201247
2018/04/21,201442
2018/04/22,202327
2018/04/23,203434
2018/04/24,204433
2018/04/25,204816
2018/04/26,205167
2018/04/27,205175
2018/04/28,204959
2018/04/29,204648
2018/04/30,204771
2018/05/01,204369
2018/05/02,204813
2018/05/03,205874
2018/05/04,212303
2018/05/05,213458
2018/05/06,213640
2018/05/07,214562
2018/05/08,215698
2018/05/09,216431
2018/05/10,217247
2018/05/11,217947
2018/05/12,218503
2018/05/13,218633
2018/05/14,219243
2018/05/15,220211
2018/05/16,221270
2018/05/17,222585
2018/05/18,223667
2018/05/19,225091
2018/05/20,225897
2018/05/21,226464
2018/05/22,227974
2018/05/23,229030
2018/05/24,229909
2018/05/25,230592
2018/05/26,231192
2018/05/27,231980
2018/05/28,233184
2018/05/29,234270
2018/05/30,235009
2018/05/31,236092
2018/06/01,236138
2018/06/02,236978
2018/06/03,237728
2018/06/04,238124
2018/06/05,238097
2018/06/06,238055
2018/06/07,238454
2018/06/08,238405
2018/06/09,239113
2018/06/10,239923
2018/06/11,240238
2018/06/12,239852
2018/06/13,239440
2018/06/14,239028
2018/06/15,239442
2018/06/16,238414
2018/06/17,237790
2018/06/18,237098
2018/06/19,237373
2018/06/20,238060
2018/06/21,238491
2018/06/22,239215
2018/06/23,238629
2018/06/24,238415
2018/06/25,241155
2018/06/26,241523
2018/06/27,241702
2018/06/28,241654
2018/06/29,241964
2018/06/30,239848
2018/07/01,236802
2018/07/02,234238
2018/07/03,231909
2018/07/04,229497
2018/07/05,227716
2018/07/06,225265
2018/07/07,222969
2018/07/08,221600
2018/07/09,220545
2018/07/10,219692
2018/07/11,218633
2018/07/12,217071
2018/07/13,215207
2018/07/14,213383
2018/07/15,211543
2018/07/16,211603
2018/07/17,211850
2018/07/18,213464
2018/07/19,214110
2018/07/20,214054
2018/07/21,213168
2018/07/22,213406
2018/07/23,214814
2018/07/24,216578
2018/07/25,218173
2018/07/26,218826
2018/07/27,220132
2018/07/28,220179
2018/07/29,220464
2018/07/30,221055
2018/07/31,221445
2018/08/01,222075
2018/08/02,222623
2018/08/03,223589
2018/08/04,223783
2018/08/05,223457
2018/08/06,223551
2018/08/07,223204
2018/08/08,222246
2018/08/09,220871
2018/08/10,220336
2018/08/11,220493
2018/08/12,220659
2018/08/13,220869
2018/08/14,220796
2018/08/15,220608
2018/08/16,221024
2018/08/17,220768
2018/08/18,220337
2018/08/19,219779
2018/08/20,219746
2018/08/21,218850
2018/08/22,218278
2018/08/23,217448
2018/08/24,217211
2018/08/25,216714
2018/08/26,216494
2018/08/27,216601
2018/08/28,216082
2018/08/29,215039
2018/08/30,214129
2018/08/31,213417
2018/09/01,213312
2018/09/02,213318
2018/09/03,213384
2018/09/04,213155
2018/09/05,212961
2018/09/06,212303
2018/09/07,211895
2018/09/08,211336
2018/09/09,210813
2018/09/10,210164
2018/09/11,209024
2018/09/12,207974
2018/09/13,207173
2018/09/14,206035
2018/09/15,204280
2018/09/16,202525
2018/09/17,201610
2018/09/18,200258
2018/09/19,198809
2018/09/20,197632
2018/09/21,196683
2018/09/22,195339
2018/09/23,194060
2018/09/24,192764
2018/09/25,191671
2018/09/26,190307
2018/09/27,189090
2018/09/28,187816
2018/09/29,186255
2018/09/30,185387
2018/10/01,184120
2018/10/02,182795
2018/10/03,182615
2018/10/04,182393
2018/10/05,182715
2018/10/06,183022
2018/10/07,182312
2018/10/08,181905
2018/10/09,181688
2018/10/10,181135
2018/10/11,180926
2018/10/12,180514
2018/10/13,180254
2018/10/14,179582
2018/10/15,179425
2018/10/16,179443
2018/10/17,179748
2018/10/18,179607
2018/10/19,179515
2018/10/20,179205
2018/10/21,178718
2018/10/22,178921
2018/10/23,178880
2018/10/24,178894
2018/10/25,178721
2018/10/26,178676
2018/10/27,178319
2018/10/28,177552
2018/10/29,177883
2018/10/30,178312
2018/10/31,178570
2018/11/01,178389
2018/11/02,177673
2018/11/03,176898
2018/11/04,176305
2018/11/05,176153
2018/11/06,175886
2018/11/07,175224
2018/11/08,174537
2018/11/09,174367
2018/11/10,173857
2018/11/11,173875
2018/11/12,173756
2018/11/13,173400
2018/11/14,173335
2018/11/15,173087
2018/11/16,172629
2018/11/17,171877
2018/11/18,171029
2018/11/19,171791
2018/11/20,171958
2018/11/21,171528
2018/11/22,171079
2018/11/23,170644
2018/11/24,169810
2018/11/25,169316
2018/11/26,168982
2018/11/27,168528
2018/11/28,168192
2018/11/29,167571
2018/11/30,167292
2018/12/01,166546
2018/12/02,165789
2018/12/03,165307
2018/12/04,164698
2018/12/05,164515
2018/12/06,164181
2018/12/07,164236
2018/12/08,164688
2018/12/09,164441
2018/12/10,164317
2018/12/11,163915
2018/12/12,163652
2018/12/13,163317
2018/12/14,163000
2018/12/15,162976
2018/12/16,162945
2018/12/17,162809
2018/12/18,162399
2018/12/19,162487
2018/12/20,162592
2018/12/21,162510
2018/12/22,161771
2018/12/23,161510
2018/12/24,161508
2018/12/25,161281
2018/12/26,161267
2018/12/27,161347
2018/12/28,161417
2018/12/29,161672
2018/12/30,161197
2018/12/31,161070
2019/01/01,160513
2019/01/02,160631
2019/01/03,161141
2019/01/04,161055
2019/01/05,160743
2019/01/06,160528
2019/01/07,160678
2019/01/08,160930
2019/01/09,161108
2019/01/10,161190
2019/01/11,161233
2019/01/12,160378
2019/01/13,159675
2019/01/14,160458
2019/01/15,160724
2019/01/16,160358
2019/01/17,160024
2019/01/18,159738
2019/01/19,159264
2019/01/20,158682
2019/01/21,158344
2019/01/22,157863
2019/01/23,157638
2019/01/24,157375
2019/01/25,157128
2019/01/26,156396
2019/01/27,156038
2019/01/28,156189
2019/01/29,156113
2019/01/30,155748
2019/01/31,155462
2019/02/01,155067
2019/02/02,154227
2019/02/03,153201
2019/02/04,152068
2019/02/05,151031
2019/02/06,150013
2019/02/07,149024
2019/02/08,148471
2019/02/09,147571
2019/02/10,146497
2019/02/11,145853
2019/02/12,145217
2019/02/13,144741
2019/02/14,144345
2019/02/15,143999
2019/02/16,143469
2019/02/17,142896
2019/02/18,143129
2019/02/19,143155
2019/02/20,143008
2019/02/21,142665
2019/02/22,142450
2019/02/23,142116
2019/02/24,141964
2019/02/25,141743
2019/02/26,141693
2019/02/27,141812
2019/02/28,141735
2019/03/01,142082
2019/03/02,142067
2019/03/03,141793
2019/03/04,141984
2019/03/05,142349
2019/03/06,142676
2019/03/07,142950
2019/03/08,143171
2019/03/09,143475
2019/03/10,143068
2019/03/11,142967
2019/03/12,143257
2019/03/13,143424
2019/03/14,143588
2019/03/15,143730
2019/03/16,143371
2019/03/17,143130
2019/03/18,143546
2019/03/19,144109
2019/03/20,144643
2019/03/21,144840
2019/03/22,145139
2019/03/23,145214
2019/03/24,145206
2019/03/25,146126
2019/03/26,146870
2019/03/27,147329
2019/03/28,147863
2019/03/29,148399
2019/03/30,148753
2019/03/31,148969
2019/04/01,150112
2019/04/02,151985
2019/04/03,153431
2019/04/04,154294
2019/04/05,154979
2019/04/06,155076
2019/04/07,155368
2019/04/08,156182
2019/04/09,157071
2019/04/10,157530
2019/04/11,158828
2019/04/12,160467
2019/04/13,161043
2019/04/14,160654
2019/04/15,161009
2019/04/16,161241
2019/04/17,161615
2019/04/18,162218
2019/04/19,163214
2019/04/20,165525
2019/04/21,166345
2019/04/22,167069
2019/04/23,168186
2019/04/24,168859
2019/04/25,169307
2019/04/26,169542
2019/04/27,169218
2019/04/28,168935
2019/04/29,168959
2019/04/30,169509
2019/05/01,170108
2019/05/02,169864
2019/05/03,169950
2019/05/04,169666
2019/05/05,169593
2019/05/06,169742
2019/05/07,169839
2019/05/08,170013
2019/05/09,170434
2019/05/10,170977
2019/05/11,171534
2019/05/12,171909
2019/05/13,172803
2019/05/14,174231
2019/05/15,175813
2019/05/16,177742
2019/05/17,178970
2019/05/18,179666
2019/05/19,180251
2019/05/20,181186
2019/05/21,182454
2019/05/22,183293
2019/05/23,184203
2019/05/24,185322
2019/05/25,186023
2019/05/26,186590
2019/05/27,188125
2019/05/28,189243
2019/05/29,190467
2019/05/30,191643
2019/05/31,193258
2019/06/01,196391
2019/06/02,197754
2019/06/03,198636
2019/06/04,199660
2019/06/05,200128
2019/06/06,202011
2019/06/07,201877
2019/06/08,201540
2019/06/09,202377
2019/06/10,202743
2019/06/11,204557
2019/06/12,208394
2019/06/13,209330
2019/06/14,210031
2019/06/15,210532
2019/06/16,213463
2019/06/17,213596
2019/06/18,214005
2019/06/19,214248
2019/06/20,214107
2019/06/21,215198
2019/06/22,216024
2019/06/23,216363
2019/06/24,216934
2019/06/25,217497
2019/06/26,218818
2019/06/27,219302
2019/06/28,219309
2019/06/29,219162
2019/06/30,218468
2019/07/01,218343
2019/07/02,219618
2019/07/03,220343
2019/07/04,220852
2019/07/05,220915
2019/07/06,220550
2019/07/07,219586
2019/07/08,219671
2019/07/09,220191
2019/07/10,220285
2019/07/11,219943
2019/07/12,220094
2019/07/13,219113
2019/07/14,218300
2019/07/15,218417
2019/07/16,217306
2019/07/17,217201
2019/07/18,216875
2019/07/19,216689
2019/07/20,215774
2019/07/21,214524
2019/07/22,213895
2019/07/23,213055
2019/07/24,211976
2019/07/25,211090
2019/07/26,210711
2019/07/27,210115
2019/07/28,209359
2019/07/29,209027
2019/07/30,209530
2019/07/31,209152
2019/08/01,208432
2019/08/02,208299
2019/08/03,207282
2019/08/04,206573
2019/08/05,207100
2019/08/06,207840
2019/08/07,207873
2019/08/08,207986
2019/08/09,208280
2019/08/10,208236
2019/08/11,207660
2019/08/12,208408
2019/08/13,208459
2019/08/14,208714
2019/08/15,208405
2019/08/16,208657
2019/08/17,208007
2019/08/18,207383
2019/08/19,207447
2019/08/20,207698
2019/08/21,207967
2019/08/22,208076
2019/08/23,208481
2019/08/24,208411
2019/08/25,208156
2019/08/26,208472
2019/08/27,208847
2019/08/28,208919
2019/08/29,209043
2019/08/30,209004
2019/08/31,208677
2019/09/01,208299
2019/09/02,208781
2019/09/03,209102
2019/09/04,209362
2019/09/05,210074
2019/09/06,210527
2019/09/07,210471
2019/09/08,210345
2019/09/09,210875
2019/09/10,210865
2019/09/11,210955
2019/09/12,211182
2019/09/13,210780
2019/09/14,210448
2019/09/15,210226
2019/09/16,210674
2019/09/17,210860
2019/09/18,211081
2019/09/19,211215
2019/09/20,211514
2019/09/21,210695
2019/09/22,209619
2019/09/23,208728
2019/09/24,208439
2019/09/25,207852
2019/09/26,207324
2019/09/27,206786
2019/09/28,206144
2019/09/29,205070
2019/09/30,204737
2019/10/01,204565
2019/10/02,204304
2019/10/03,203485
2019/10/04,202629
2019/10/05,201949
2019/10/06,201159
2019/10/07,200659
2019/10/08,200394
2019/10/09,200838
2019/10/10,201026
2019/10/11,201266
2019/10/12,200843
2019/10/13,200045
2019/10/14,199755
2019/10/15,199639
2019/10/16,199428
2019/10/17,199197
2019/10/18,199402
2019/10/19,199171
2019/10/20,198538
2019/10/21,198336
2019/10/22,198187
2019/10/23,197982
2019/10/24,197779
2019/10/25,197842
2019/10/26,197853
2019/10/27,197274
2019/10/28,197286
