Date,hashrate30std
2016/01/01,49098740720
2016/01/02,48271015953
2016/01/03,46654185734
2016/01/04,46240121197
2016/01/05,43556889645
2016/01/06,39772350226
2016/01/07,31402761538
2016/01/08,27126141539
2016/01/09,24042072127
2016/01/10,21897758597
2016/01/11,20975080414
2016/01/12,20438416650
2016/01/13,20940379563
2016/01/14,20409806366
2016/01/15,21917780360
2016/01/16,24216110494
2016/01/17,25548033025
2016/01/18,30487312883
2016/01/19,33004818764
2016/01/20,35341176980
2016/01/21,37041991823
2016/01/22,42829118163
2016/01/23,46998572611
2016/01/24,57786204131
2016/01/25,61336876702
2016/01/26,72807766274
2016/01/27,80280237216
2016/01/28,84773647332
2016/01/29,90191129865
2016/01/30,94796068849
2016/01/31,95110105447
2016/02/01,98153091173
2016/02/02,98635175847
2016/02/03,103037997587
2016/02/04,106533447579
2016/02/05,109761008729
2016/02/06,107568664254
2016/02/07,108404240136
2016/02/08,111529988959
2016/02/09,109697509476
2016/02/10,110926052667
2016/02/11,112138760698
2016/02/12,107446281108
2016/02/13,109305986030
2016/02/14,112184518365
2016/02/15,116688039588
2016/02/16,117879440876
2016/02/17,117854952785
2016/02/18,114279587249
2016/02/19,113938646398
2016/02/20,111974865858
2016/02/21,112664999873
2016/02/22,116147483963
2016/02/23,122540075139
2016/02/24,124289246144
2016/02/25,129930752600
2016/02/26,136667434275
2016/02/27,142534240530
2016/02/28,150432422146
2016/02/29,152732763687
2016/03/01,152829962273
2016/03/02,158929336786
2016/03/03,161937597818
2016/03/04,170802362413
2016/03/05,183598586975
2016/03/06,194319018334
2016/03/07,200946921755
2016/03/08,208092555043
2016/03/09,217762100897
2016/03/10,227888850446
2016/03/11,239962280732
2016/03/12,259997546080
2016/03/13,284376736103
2016/03/14,299746035165
2016/03/15,318264182849
2016/03/16,337177854521
2016/03/17,357333195897
2016/03/18,368982131359
2016/03/19,382327183432
2016/03/20,398442773042
2016/03/21,407208158039
2016/03/22,416491027695
2016/03/23,416993739039
2016/03/24,425965173597
2016/03/25,437928319998
2016/03/26,450838457650
2016/03/27,462886764152
2016/03/28,467075176915
2016/03/29,474960792228
2016/03/30,478732312979
2016/03/31,484455921817
2016/04/01,490234391510
2016/04/02,485069615909
2016/04/03,487566234609
2016/04/04,498829814181
2016/04/05,504916131358
2016/04/06,502785563862
2016/04/07,488493572521
2016/04/08,486673713538
2016/04/09,481843751285
2016/04/10,482500164394
2016/04/11,477113479902
2016/04/12,471403865309
2016/04/13,464905921554
2016/04/14,459812746769
2016/04/15,460928527866
2016/04/16,464612407313
2016/04/17,455523341663
2016/04/18,461895657514
2016/04/19,465501457167
2016/04/20,465804336081
2016/04/21,466260172298
2016/04/22,442076470495
2016/04/23,436931161669
2016/04/24,430855709929
