Date,mediantransactionvalue90stdUSD
2016/01/01,1.276
2016/01/02,1.272
2016/01/03,1.272
2016/01/04,1.27
2016/01/05,1.296
2016/01/06,1.322
2016/01/07,1.349
2016/01/08,1.348
2016/01/09,1.346
2016/01/10,1.346
2016/01/11,1.346
2016/01/12,1.344
2016/01/13,1.369
2016/01/14,1.364
2016/01/15,1.363
2016/01/16,1.36
2016/01/17,1.355
2016/01/18,1.354
2016/01/19,1.357
2016/01/20,1.369
2016/01/21,1.377
2016/01/22,1.376
2016/01/23,1.394
2016/01/24,1.425
2016/01/25,1.428
2016/01/26,1.455
2016/01/27,1.452
2016/01/28,1.458
2016/01/29,1.475
2016/01/30,1.497
2016/01/31,1.49
2016/02/01,1.496
2016/02/02,1.491
2016/02/03,1.518
2016/02/04,1.545
2016/02/05,1.542
2016/02/06,1.549
2016/02/07,1.583
2016/02/08,1.65
2016/02/09,1.738
2016/02/10,1.964
2016/02/11,2.123
2016/02/12,2.454
2016/02/13,2.589
2016/02/14,2.719
2016/02/15,2.87
2016/02/16,2.97
2016/02/17,3.012
2016/02/18,3.065
2016/02/19,3.13
2016/02/20,3.194
2016/02/21,3.262
2016/02/22,3.353
2016/02/23,3.474
2016/02/24,3.587
2016/02/25,3.722
2016/02/26,3.819
2016/02/27,3.935
2016/02/28,4.068
2016/02/29,4.193
2016/03/01,4.337
2016/03/02,4.537
2016/03/03,4.815
2016/03/04,5.055
2016/03/05,5.545
2016/03/06,5.849
2016/03/07,6.097
2016/03/08,6.276
2016/03/09,6.488
2016/03/10,6.847
2016/03/11,7.036
2016/03/12,7.391
2016/03/13,7.734
2016/03/14,8.034
2016/03/15,8.258
2016/03/16,8.51
2016/03/17,8.653
2016/03/18,8.735
2016/03/19,8.791
2016/03/20,8.828
2016/03/21,8.873
2016/03/22,8.928
2016/03/23,8.991
2016/03/24,9.039
2016/03/25,9.057
2016/03/26,9.051
2016/03/27,9.07
2016/03/28,9.091
2016/03/29,9.095
2016/03/30,9.132
2016/03/31,9.168
2016/04/01,9.186
2016/04/02,9.196
2016/04/03,9.2
2016/04/04,9.153
2016/04/05,9.081
2016/04/06,9.006
2016/04/07,8.953
2016/04/08,8.886
2016/04/09,8.817
2016/04/10,8.731
2016/04/11,8.649
2016/04/12,8.507
2016/04/13,8.405
2016/04/14,8.316
2016/04/15,8.219
2016/04/16,8.119
2016/04/17,8.01
2016/04/18,7.872
2016/04/19,7.785
2016/04/20,7.684
2016/04/21,7.56
2016/04/22,7.462
2016/04/23,7.372
2016/04/24,7.263
2016/04/25,7.166
2016/04/26,6.985
2016/04/27,6.871
2016/04/28,6.759
2016/04/29,6.653
2016/04/30,6.538
2016/05/01,6.404
2016/05/02,6.263
2016/05/03,6.136
2016/05/04,5.999
2016/05/05,5.85
2016/05/06,5.526
2016/05/07,5.375
2016/05/08,5.244
2016/05/09,5.129
2016/05/10,5.077
2016/05/11,5.006
2016/05/12,4.991
2016/05/13,4.931
2016/05/14,4.865
2016/05/15,4.811
2016/05/16,4.733
2016/05/17,4.614
2016/05/18,4.533
2016/05/19,4.491
2016/05/20,4.463
2016/05/21,4.401
2016/05/22,4.374
2016/05/23,4.378
2016/05/24,4.336
2016/05/25,4.291
2016/05/26,4.282
2016/05/27,4.215
