Date,fee_to_reward14trxUSD
2016/07/10,-1.397
2016/07/11,-1.503
2016/07/12,-1.584
2016/07/13,-1.683
2016/07/14,-1.75
2016/07/15,-1.806
2016/07/16,-1.878
2016/07/17,-1.977
2016/07/18,-2.06
2016/07/19,-2.104
2016/07/20,-1.855
2016/07/21,-1.647
2016/07/22,-1.446
2016/07/23,-1.288
2016/07/24,-1.129
2016/07/25,-0.967
2016/07/26,-0.758
2016/07/27,-0.59
2016/07/28,-0.299
2016/07/29,-0.043
2016/07/30,0.079
2016/07/31,0.108
2016/08/01,0.078
2016/08/02,0.035
2016/08/03,-0.022
2016/08/04,-0.097
2016/08/05,-0.195
2016/08/06,-0.32
2016/08/07,-0.45
2016/08/08,-0.413
2016/08/09,-0.41
2016/08/10,-0.413
2016/08/11,-0.428
2016/08/12,-0.462
2016/08/13,-0.536
2016/08/14,-0.64
2016/08/15,-0.739
2016/08/16,-0.802
2016/08/17,-0.853
2016/08/18,-0.85
2016/08/19,-0.843
2016/08/20,-0.857
2016/08/21,-0.87
2016/08/22,-0.87
2016/08/23,-0.568
2016/08/24,-0.369
2016/08/25,-0.228
2016/08/26,-0.138
2016/08/27,-0.108
2016/08/28,-0.138
2016/08/29,-0.179
2016/08/30,-0.203
2016/08/31,-0.233
2016/09/01,-0.249
2016/09/02,-0.165
2016/09/03,-0.141
2016/09/04,0
2016/09/05,0.059
2016/09/06,0.1
2016/09/07,0.129
2016/09/08,0.2
2016/09/09,0.296
2016/09/10,0.303
2016/09/11,0.257
2016/09/12,0.223
2016/09/13,0.169
2016/09/14,0.141
2016/09/15,0.133
2016/09/16,0.212
2016/09/17,0.262
2016/09/18,0.268
2016/09/19,0.199
2016/09/20,0.132
2016/09/21,0.055
2016/09/22,0.181
2016/09/23,0.329
2016/09/24,0.627
2016/09/25,0.967
2016/09/26,1.65
2016/09/27,2.318
2016/09/28,2.797
2016/09/29,2.949
2016/09/30,2.883
2016/10/01,2.93
2016/10/02,2.991
2016/10/03,2.973
2016/10/04,3.015
2016/10/05,2.944
2016/10/06,2.742
2016/10/07,2.448
2016/10/08,2.133
2016/10/09,1.859
2016/10/10,1.599
2016/10/11,1.294
2016/10/12,0.989
2016/10/13,0.954
2016/10/14,0.97
2016/10/15,0.998
2016/10/16,1.01
2016/10/17,1.034
2016/10/18,1.154
2016/10/19,1.302
2016/10/20,1.301
2016/10/21,1.168
2016/10/22,0.902
2016/10/23,0.561
2016/10/24,0.275
2016/10/25,0.017
2016/10/26,-0.245
2016/10/27,-0.503
2016/10/28,-0.735
2016/10/29,-0.954
2016/10/30,-1.166
2016/10/31,-1.353
2016/11/01,-1.471
2016/11/02,-1.594
2016/11/03,-1.71
2016/11/04,-1.851
2016/11/05,-1.991
2016/11/06,-2.129
2016/11/07,-2.24
2016/11/08,-2.307
2016/11/09,-2.315
2016/11/10,-2.276
2016/11/11,-2.164
2016/11/12,-2.067
2016/11/13,-1.966
2016/11/14,-1.836
2016/11/15,-1.69
2016/11/16,-1.548
2016/11/17,-1.435
2016/11/18,-1.333
2016/11/19,-1.275
2016/11/20,-1.219
2016/11/21,-1.145
2016/11/22,-1.036
2016/11/23,-0.655
2016/11/24,-0.247
2016/11/25,0.15
2016/11/26,0.609
2016/11/27,1.3
2016/11/28,2.125
2016/11/29,2.866
2016/11/30,3.12
2016/12/01,3.011
2016/12/02,2.692
2016/12/03,2.252
2016/12/04,1.767
2016/12/05,1.304
2016/12/06,0.889
2016/12/07,0.525
2016/12/08,0.211
2016/12/09,-0.077
2016/12/10,-0.349
2016/12/11,-0.559
2016/12/12,-0.744
2016/12/13,-0.909
2016/12/14,-1.032
2016/12/15,-1.119
2016/12/16,-1.2
2016/12/17,-1.259
2016/12/18,-1.328
2016/12/19,-1.347
2016/12/20,-1.29
2016/12/21,-1.122
2016/12/22,-0.964
2016/12/23,-0.873
2016/12/24,-0.854
2016/12/25,-0.896
2016/12/26,-0.979
2016/12/27,-1.003
2016/12/28,-1.015
2016/12/29,-0.964
2016/12/30,-0.844
2016/12/31,-0.778
2017/01/01,-0.773
2017/01/02,-0.79
2017/01/03,-0.74
2017/01/04,-0.655
2017/01/05,-0.577
2017/01/06,-0.526
2017/01/07,-0.505
2017/01/08,-0.484
2017/01/09,-0.444
2017/01/10,-0.37
2017/01/11,-0.306
2017/01/12,-0.234
2017/01/13,-0.169
2017/01/14,-0.158
2017/01/15,-0.175
2017/01/16,-0.192
2017/01/17,-0.158
2017/01/18,-0.131
2017/01/19,-0.132
2017/01/20,-0.128
2017/01/21,-0.143
2017/01/22,-0.136
2017/01/23,-0.118
2017/01/24,-0.05
2017/01/25,0.022
2017/01/26,0.082
2017/01/27,0.129
2017/01/28,0.148
2017/01/29,0.13
2017/01/30,0.1
2017/01/31,0.06
2017/02/01,0.059
2017/02/02,0.064
2017/02/03,0.064
2017/02/04,0.049
2017/02/05,0.04
2017/02/06,0.042
2017/02/07,0.12
2017/02/08,0.226
2017/02/09,0.325
2017/02/10,0.453
2017/02/11,0.537
2017/02/12,0.599
2017/02/13,0.78
2017/02/14,0.951
2017/02/15,1.201
2017/02/16,1.315
2017/02/17,1.333
2017/02/18,1.324
2017/02/19,1.242
2017/02/20,1.144
2017/02/21,1.124
2017/02/22,1.13
2017/02/23,1.101
2017/02/24,1.036
2017/02/25,0.967
2017/02/26,0.863
2017/02/27,0.778
2017/02/28,0.736
2017/03/01,0.734
2017/03/02,0.767
2017/03/03,0.773
2017/03/04,0.739
2017/03/05,0.683
2017/03/06,0.604
2017/03/07,0.528
2017/03/08,0.436
2017/03/09,0.392
2017/03/10,0.4
2017/03/11,0.407
2017/03/12,0.418
2017/03/13,0.569
2017/03/14,0.795
2017/03/15,0.997
2017/03/16,1.277
2017/03/17,1.576
2017/03/18,1.745
2017/03/19,1.805
2017/03/20,1.783
2017/03/21,1.746
2017/03/22,1.675
2017/03/23,1.589
2017/03/24,1.528
2017/03/25,1.435
2017/03/26,1.324
2017/03/27,1.291
2017/03/28,1.249
2017/03/29,1.216
2017/03/30,1.199
2017/03/31,1.211
2017/04/01,1.158
2017/04/02,1.105
2017/04/03,1.08
2017/04/04,1.031
2017/04/05,0.98
2017/04/06,0.952
2017/04/07,0.93
2017/04/08,0.835
2017/04/09,0.718
2017/04/10,0.619
2017/04/11,0.515
2017/04/12,0.496
2017/04/13,0.458
2017/04/14,0.408
2017/04/15,0.341
2017/04/16,0.251
2017/04/17,0.169
2017/04/18,0.147
2017/04/19,0.19
2017/04/20,0.242
2017/04/21,0.37
2017/04/22,0.48
2017/04/23,0.53
2017/04/24,0.574
2017/04/25,0.62
2017/04/26,0.664
2017/04/27,0.748
2017/04/28,0.818
2017/04/29,0.843
2017/04/30,0.869
2017/05/01,0.985
2017/05/02,1.171
2017/05/03,1.262
2017/05/04,1.34
2017/05/05,1.368
2017/05/06,1.362
2017/05/07,1.397
2017/05/08,1.425
2017/05/09,1.473
2017/05/10,1.523
2017/05/11,1.579
2017/05/12,1.627
2017/05/13,1.661
2017/05/14,1.691
2017/05/15,1.785
2017/05/16,1.917
2017/05/17,2.3
2017/05/18,2.626
2017/05/19,2.927
2017/05/20,3.123
2017/05/21,3.241
2017/05/22,3.346
2017/05/23,3.596
2017/05/24,3.933
2017/05/25,4.147
2017/05/26,4.223
2017/05/27,4.149
2017/05/28,3.999
2017/05/29,3.783
2017/05/30,3.757
2017/05/31,4.163
2017/06/01,4.348
2017/06/02,4.46
2017/06/03,4.383
2017/06/04,4.234
2017/06/05,3.979
2017/06/06,3.737
2017/06/07,3.519
2017/06/08,3.267
2017/06/09,3.015
2017/06/10,2.721
2017/06/11,2.535
2017/06/12,2.609
2017/06/13,2.602
2017/06/14,2.497
2017/06/15,2.36
2017/06/16,2.181
2017/06/17,1.961
2017/06/18,1.736
2017/06/19,1.546
2017/06/20,1.822
2017/06/21,2.561
2017/06/22,3.303
2017/06/23,3.772
2017/06/24,4.12
2017/06/25,4.2
2017/06/26,4.195
2017/06/27,3.97
2017/06/28,3.804
2017/06/29,3.588
2017/06/30,3.264
2017/07/01,2.868
2017/07/02,2.449
2017/07/03,2.101
2017/07/04,1.776
2017/07/05,1.503
2017/07/06,1.209
2017/07/07,0.942
2017/07/08,0.709
2017/07/09,0.445
2017/07/10,0.194
2017/07/11,-0.018
2017/07/12,-0.167
2017/07/13,-0.266
2017/07/14,-0.364
2017/07/15,-0.451
2017/07/16,-0.533
2017/07/17,-0.601
2017/07/18,-0.56
2017/07/19,-0.519
2017/07/20,-0.527
2017/07/21,-0.552
2017/07/22,-0.62
2017/07/23,-0.668
2017/07/24,-0.685
2017/07/25,-0.648
2017/07/26,-0.621
2017/07/27,-0.617
2017/07/28,-0.619
2017/07/29,-0.677
2017/07/30,-0.768
2017/07/31,-0.854
2017/08/01,-0.882
2017/08/02,-0.887
2017/08/03,-0.874
2017/08/04,-0.867
2017/08/05,-0.844
2017/08/06,-0.803
2017/08/07,-0.686
2017/08/08,-0.507
2017/08/09,-0.358
2017/08/10,-0.193
2017/08/11,0.006
2017/08/12,0.207
2017/08/13,0.364
2017/08/14,0.518
2017/08/15,0.692
2017/08/16,1.159
2017/08/17,1.629
2017/08/18,2.177
2017/08/19,2.538
2017/08/20,2.617
2017/08/21,2.534
2017/08/22,2.348
2017/08/23,2.1
2017/08/24,1.83
2017/08/25,1.588
2017/08/26,1.365
2017/08/27,1.146
2017/08/28,0.981
2017/08/29,0.989
2017/08/30,1.046
2017/08/31,1.29
2017/09/01,1.522
2017/09/02,1.632
2017/09/03,1.603
2017/09/04,1.622
2017/09/05,1.732
2017/09/06,2.004
2017/09/07,2.317
2017/09/08,2.639
2017/09/09,2.738
2017/09/10,2.665
2017/09/11,2.48
2017/09/12,2.291
2017/09/13,2.085
2017/09/14,1.845
2017/09/15,1.71
2017/09/16,1.658
2017/09/17,1.503
2017/09/18,1.31
2017/09/19,1.087
2017/09/20,0.948
2017/09/21,0.746
2017/09/22,0.534
2017/09/23,0.336
2017/09/24,0.224
2017/09/25,0.151
2017/09/26,0.108
2017/09/27,0.074
2017/09/28,0.048
2017/09/29,0.012
2017/09/30,-0.008
2017/10/01,-0.04
2017/10/02,-0.073
2017/10/03,-0.08
2017/10/04,-0.071
2017/10/05,-0.051
2017/10/06,0.009
2017/10/07,0.019
2017/10/08,0.021
2017/10/09,0.032
2017/10/10,0.057
2017/10/11,0.113
2017/10/12,0.174
2017/10/13,0.257
2017/10/14,0.313
2017/10/15,0.339
2017/10/16,0.306
2017/10/17,0.187
2017/10/18,0.003
2017/10/19,-0.221
2017/10/20,-0.405
2017/10/21,-0.631
2017/10/22,-0.893
2017/10/23,-1.137
2017/10/24,-1.32
2017/10/25,-1.48
2017/10/26,-1.628
2017/10/27,-1.749
2017/10/28,-1.874
2017/10/29,-1.994
2017/10/30,-2.075
2017/10/31,-2.113
2017/11/01,-2.09
2017/11/02,-2.016
2017/11/03,-1.956
2017/11/04,-1.943
2017/11/05,-1.971
2017/11/06,-1.992
2017/11/07,-1.983
2017/11/08,-1.924
2017/11/09,-1.838
2017/11/10,-1.754
2017/11/11,-1.697
2017/11/12,-1.626
2017/11/13,-1.531
2017/11/14,-1.393
2017/11/15,-1.19
2017/11/16,-0.999
2017/11/17,-0.804
2017/11/18,-0.683
2017/11/19,-0.599
2017/11/20,-0.48
2017/11/21,-0.347
2017/11/22,-0.209
2017/11/23,-0.079
2017/11/24,0.006
2017/11/25,0.041
2017/11/26,0.077
2017/11/27,0.144
2017/11/28,0.253
2017/11/29,0.405
2017/11/30,0.551
2017/12/01,0.685
2017/12/02,0.759
2017/12/03,0.827
2017/12/04,1.152
2017/12/05,1.841
2017/12/06,2.917
2017/12/07,4.527
2017/12/08,6.301
2017/12/09,7.814
2017/12/10,8.821
2017/12/11,9.184
2017/12/12,9.108
2017/12/13,8.686
2017/12/14,8.201
2017/12/15,7.608
2017/12/16,6.986
2017/12/17,6.292
2017/12/18,5.589
2017/12/19,4.992
2017/12/20,4.539
2017/12/21,4.192
2017/12/22,3.885
2017/12/23,3.513
2017/12/24,3.086
2017/12/25,2.588
2017/12/26,2.071
2017/12/27,1.583
2017/12/28,1.138
2017/12/29,0.771
2017/12/30,0.461
2017/12/31,0.183
2018/01/01,-0.085
2018/01/02,-0.28
2018/01/03,-0.389
2018/01/04,-0.397
2018/01/05,-0.095
2018/01/06,0.466
2018/01/07,1.063
2018/01/08,1.66
2018/01/09,2.229
2018/01/10,2.793
2018/01/11,3.224
2018/01/12,3.429
2018/01/13,3.489
2018/01/14,3.42
2018/01/15,3.281
2018/01/16,3.089
2018/01/17,2.853
2018/01/18,2.612
2018/01/19,2.34
2018/01/20,2.043
2018/01/21,1.699
2018/01/22,1.321
2018/01/23,0.966
2018/01/24,0.625
2018/01/25,0.284
2018/01/26,-0.056
2018/01/27,-0.398
2018/01/28,-0.718
2018/01/29,-0.967
2018/01/30,-1.178
2018/01/31,-1.355
2018/02/01,-1.445
2018/02/02,-1.511
2018/02/03,-1.597
2018/02/04,-1.695
2018/02/05,-1.793
2018/02/06,-1.876
2018/02/07,-1.955
2018/02/08,-2.058
2018/02/09,-2.16
2018/02/10,-2.249
2018/02/11,-2.34
2018/02/12,-2.428
2018/02/13,-2.51
2018/02/14,-2.578
2018/02/15,-2.635
2018/02/16,-2.684
2018/02/17,-2.709
2018/02/18,-2.692
2018/02/19,-2.667
2018/02/20,-2.613
2018/02/21,-2.541
2018/02/22,-2.479
2018/02/23,-2.422
2018/02/24,-2.366
2018/02/25,-2.324
2018/02/26,-2.294
2018/02/27,-2.263
2018/02/28,-2.186
2018/03/01,-2.12
2018/03/02,-2.023
2018/03/03,-1.96
2018/03/04,-1.911
2018/03/05,-1.85
2018/03/06,-1.808
2018/03/07,-1.75
2018/03/08,-1.698
2018/03/09,-1.663
2018/03/10,-1.671
2018/03/11,-1.718
2018/03/12,-1.736
2018/03/13,-1.773
2018/03/14,-1.81
2018/03/15,-1.852
2018/03/16,-1.898
2018/03/17,-1.968
2018/03/18,-2.027
2018/03/19,-2.069
2018/03/20,-2.097
2018/03/21,-2.082
2018/03/22,-2.042
2018/03/23,-1.971
2018/03/24,-1.909
2018/03/25,-1.87
2018/03/26,-1.821
2018/03/27,-1.777
2018/03/28,-1.735
2018/03/29,-1.682
2018/03/30,-1.639
2018/03/31,-1.633
2018/04/01,-1.665
2018/04/02,-1.691
2018/04/03,-1.699
2018/04/04,-1.714
2018/04/05,-1.629
2018/04/06,-1.556
2018/04/07,-1.536
2018/04/08,-1.53
2018/04/09,-1.517
2018/04/10,-1.506
2018/04/11,-1.473
2018/04/12,-1.393
2018/04/13,-1.252
2018/04/14,-1.14
2018/04/15,-1.066
2018/04/16,-0.995
2018/04/17,-0.911
2018/04/18,-0.78
2018/04/19,-0.613
2018/04/20,-0.422
2018/04/21,-0.286
2018/04/22,-0.185
2018/04/23,-0.092
2018/04/24,0.047
2018/04/25,0.193
2018/04/26,0.335
2018/04/27,0.486
2018/04/28,0.619
2018/04/29,0.778
2018/04/30,0.956
2018/05/01,1.061
2018/05/02,1.123
2018/05/03,1.207
2018/05/04,1.285
2018/05/05,1.284
2018/05/06,1.204
2018/05/07,1.109
2018/05/08,1.026
2018/05/09,0.978
2018/05/10,1.07
2018/05/11,1.226
2018/05/12,1.297
2018/05/13,1.323
2018/05/14,1.388
2018/05/15,1.469
2018/05/16,1.574
2018/05/17,1.709
2018/05/18,1.829
2018/05/19,1.884
2018/05/20,1.868
2018/05/21,1.839
2018/05/22,1.837
2018/05/23,1.843
2018/05/24,1.833
2018/05/25,1.787
2018/05/26,1.682
2018/05/27,1.523
2018/05/28,1.455
2018/05/29,1.432
2018/05/30,1.448
2018/05/31,1.559
2018/06/01,1.647
2018/06/02,1.609
2018/06/03,1.485
2018/06/04,1.363
2018/06/05,1.214
2018/06/06,1.105
2018/06/07,0.967
2018/06/08,0.787
2018/06/09,0.55
2018/06/10,0.292
2018/06/11,0.038
2018/06/12,-0.2
2018/06/13,-0.409
2018/06/14,-0.577
2018/06/15,-0.682
2018/06/16,-0.818
2018/06/17,-0.993
2018/06/18,-1.177
2018/06/19,-1.309
2018/06/20,-1.411
2018/06/21,-1.491
2018/06/22,-1.473
2018/06/23,-1.494
2018/06/24,-1.522
2018/06/25,-1.501
2018/06/26,-1.497
2018/06/27,-1.501
2018/06/28,-1.513
2018/06/29,-1.519
2018/06/30,-0.98
2018/07/01,0.379
2018/07/02,2.875
2018/07/03,5.43
2018/07/04,7.342
2018/07/05,8.473
2018/07/06,9.198
2018/07/07,9.453
2018/07/08,8.975
2018/07/09,8.086
2018/07/10,6.973
2018/07/11,5.847
2018/07/12,4.893
2018/07/13,4.119
2018/07/14,3.708
2018/07/15,3.569
2018/07/16,3.148
2018/07/17,2.567
2018/07/18,1.922
2018/07/19,1.262
2018/07/20,0.646
2018/07/21,0.086
2018/07/22,-0.455
2018/07/23,-0.929
2018/07/24,-1.357
2018/07/25,-1.746
2018/07/26,-2.101
2018/07/27,-2.427
2018/07/28,-2.709
2018/07/29,-2.975
2018/07/30,-3.213
2018/07/31,-3.421
2018/08/01,-3.603
2018/08/02,-3.761
2018/08/03,-3.89
2018/08/04,-3.999
2018/08/05,-4.101
2018/08/06,-4.151
2018/08/07,-3.938
2018/08/08,-3.153
2018/08/09,-2.049
2018/08/10,-1.003
2018/08/11,-0.335
2018/08/12,-0.004
2018/08/13,0.126
2018/08/14,0.145
2018/08/15,0.09
2018/08/16,-0.039
2018/08/17,0.129
2018/08/18,0.122
2018/08/19,-0.013
2018/08/20,-0.218
2018/08/21,-0.463
2018/08/22,-0.641
2018/08/23,-0.822
2018/08/24,-0.915
2018/08/25,-1.068
2018/08/26,-1.204
2018/08/27,-1.36
2018/08/28,-1.519
2018/08/29,-1.648
2018/08/30,-1.758
2018/08/31,-1.843
2018/09/01,-1.932
2018/09/02,-2.03
2018/09/03,-2.112
2018/09/04,-2.149
2018/09/05,-2.181
2018/09/06,-2.157
2018/09/07,-2.092
2018/09/08,-2.029
2018/09/09,-1.957
2018/09/10,-1.872
2018/09/11,-1.75
2018/09/12,-1.603
2018/09/13,-1.439
2018/09/14,-1.323
2018/09/15,-1.246
2018/09/16,-1.205
2018/09/17,-1.156
2018/09/18,-1.095
2018/09/19,-0.919
2018/09/20,-0.756
2018/09/21,-0.55
2018/09/22,-0.415
2018/09/23,-0.358
2018/09/24,-0.279
2018/09/25,-0.199
2018/09/26,-0.109
2018/09/27,0.002
2018/09/28,0.147
2018/09/29,0.312
2018/09/30,0.426
2018/10/01,0.545
2018/10/02,0.673
2018/10/03,0.703
2018/10/04,0.667
2018/10/05,0.585
2018/10/06,0.408
2018/10/07,0.189
2018/10/08,0.007
2018/10/09,-0.161
2018/10/10,-0.284
2018/10/11,-0.363
2018/10/12,-0.416
2018/10/13,-0.506
2018/10/14,-0.636
2018/10/15,-0.728
2018/10/16,-0.816
2018/10/17,-0.883
2018/10/18,-0.94
2018/10/19,-0.96
2018/10/20,-0.98
2018/10/21,-1.012
2018/10/22,-1.013
2018/10/23,-0.992
2018/10/24,-0.918
2018/10/25,-0.772
2018/10/26,-0.617
2018/10/27,-0.53
2018/10/28,-0.5
2018/10/29,-0.458
2018/10/30,-0.41
2018/10/31,-0.363
2018/11/01,-0.322
2018/11/02,-0.265
2018/11/03,-0.241
2018/11/04,-0.249
2018/11/05,-0.196
2018/11/06,-0.101
2018/11/07,-0.008
2018/11/08,0.1
2018/11/09,0.164
2018/11/10,0.13
2018/11/11,0.023
2018/11/12,-0.033
2018/11/13,-0.035
2018/11/14,0.055
2018/11/15,0.232
2018/11/16,0.405
2018/11/17,0.493
2018/11/18,0.544
2018/11/19,0.668
2018/11/20,0.836
2018/11/21,0.954
2018/11/22,1.02
2018/11/23,1.058
2018/11/24,1.036
2018/11/25,1.014
2018/11/26,0.985
2018/11/27,0.936
2018/11/28,0.951
2018/11/29,1.041
2018/11/30,1.251
2018/12/01,1.378
2018/12/02,1.409
2018/12/03,1.416
2018/12/04,1.407
2018/12/05,1.404
2018/12/06,1.332
2018/12/07,1.213
2018/12/08,1.005
2018/12/09,0.746
2018/12/10,0.49
2018/12/11,0.243
2018/12/12,0.005
2018/12/13,-0.201
2018/12/14,-0.373
2018/12/15,-0.552
2018/12/16,-0.738
2018/12/17,-0.874
2018/12/18,-0.948
2018/12/19,-0.97
2018/12/20,-0.955
2018/12/21,-0.922
2018/12/22,-0.928
2018/12/23,-0.939
2018/12/24,-0.919
2018/12/25,-0.872
2018/12/26,-0.836
2018/12/27,-0.828
2018/12/28,-0.825
2018/12/29,-0.849
2018/12/30,-0.762
2018/12/31,-0.722
2019/01/01,-0.731
2019/01/02,-0.748
2019/01/03,-0.765
2019/01/04,-0.763
2019/01/05,-0.742
2019/01/06,-0.748
2019/01/07,-0.762
2019/01/08,-0.776
2019/01/09,-0.8
2019/01/10,-0.787
2019/01/11,-0.766
2019/01/12,-0.793
2019/01/13,-0.839
2019/01/14,-0.743
2019/01/15,-0.611
2019/01/16,-0.478
2019/01/17,-0.383
2019/01/18,-0.293
2019/01/19,-0.237
2019/01/20,-0.217
2019/01/21,-0.171
2019/01/22,-0.059
2019/01/23,0.045
2019/01/24,0.139
2019/01/25,0.199
2019/01/26,0.198
2019/01/27,0.156
2019/01/28,0.173
2019/01/29,0.194
2019/01/30,0.23
2019/01/31,0.301
2019/02/01,0.373
2019/02/02,0.382
2019/02/03,0.33
2019/02/04,0.246
2019/02/05,0.148
2019/02/06,0.058
2019/02/07,-0.015
2019/02/08,-0.051
2019/02/09,-0.086
2019/02/10,-0.101
2019/02/11,-0.057
2019/02/12,0.015
2019/02/13,0.144
2019/02/14,0.289
2019/02/15,0.493
2019/02/16,0.676
2019/02/17,0.84
2019/02/18,1.079
2019/02/19,1.343
2019/02/20,1.584
2019/02/21,1.781
2019/02/22,1.914
2019/02/23,1.953
2019/02/24,1.989
2019/02/25,2.058
2019/02/26,2.133
2019/02/27,2.164
2019/02/28,2.208
2019/03/01,2.157
2019/03/02,2.007
2019/03/03,1.785
2019/03/04,1.587
2019/03/05,1.409
2019/03/06,1.242
2019/03/07,1.085
2019/03/08,0.937
2019/03/09,0.777
2019/03/10,0.584
2019/03/11,0.403
2019/03/12,0.238
2019/03/13,0.087
2019/03/14,-0.062
2019/03/15,-0.201
2019/03/16,-0.359
2019/03/17,-0.52
2019/03/18,-0.594
2019/03/19,-0.599
2019/03/20,-0.581
2019/03/21,-0.455
2019/03/22,-0.312
2019/03/23,-0.229
2019/03/24,-0.19
2019/03/25,-0.126
2019/03/26,-0.042
2019/03/27,0.071
2019/03/28,0.167
2019/03/29,0.279
2019/03/30,0.335
2019/03/31,0.349
2019/04/01,0.391
2019/04/02,0.494
2019/04/03,0.686
2019/04/04,0.83
2019/04/05,0.873
2019/04/06,0.82
2019/04/07,0.711
2019/04/08,0.624
2019/04/09,0.526
2019/04/10,0.56
2019/04/11,1.165
2019/04/12,1.991
2019/04/13,2.73
2019/04/14,3.309
2019/04/15,3.808
2019/04/16,4.323
2019/04/17,4.827
2019/04/18,5.312
2019/04/19,5.384
2019/04/20,4.954
2019/04/21,4.28
2019/04/22,3.527
2019/04/23,2.779
2019/04/24,2.066
2019/04/25,1.393
2019/04/26,0.801
2019/04/27,0.239
2019/04/28,-0.277
2019/04/29,-0.734
2019/04/30,-1.127
2019/05/01,-1.461
2019/05/02,-1.721
