Date,price14trxUSD
2016/01/01,-0.014
2016/01/02,0.015
2016/01/03,0.056
2016/01/04,0.098
2016/01/05,0.141
2016/01/06,0.182
2016/01/07,0.223
2016/01/08,0.261
2016/01/09,0.314
2016/01/10,0.378
2016/01/11,0.436
2016/01/12,0.519
2016/01/13,0.6
2016/01/14,0.676
2016/01/15,0.768
2016/01/16,0.863
2016/01/17,0.951
2016/01/18,1.072
2016/01/19,1.192
2016/01/20,1.323
2016/01/21,1.462
2016/01/22,1.592
2016/01/23,1.754
2016/01/24,2.011
2016/01/25,2.334
2016/01/26,2.727
2016/01/27,3.082
2016/01/28,3.389
2016/01/29,3.633
2016/01/30,3.806
2016/01/31,3.881
2016/02/01,3.848
2016/02/02,3.743
2016/02/03,3.62
2016/02/04,3.5
2016/02/05,3.373
2016/02/06,3.237
2016/02/07,3.119
2016/02/08,3.065
2016/02/09,3.094
2016/02/10,3.269
2016/02/11,3.574
2016/02/12,4.032
2016/02/13,4.405
2016/02/14,4.663
2016/02/15,4.872
2016/02/16,4.944
2016/02/17,4.835
2016/02/18,4.607
2016/02/19,4.354
2016/02/20,4.084
2016/02/21,3.807
2016/02/22,3.589
2016/02/23,3.448
2016/02/24,3.355
2016/02/25,3.318
2016/02/26,3.28
2016/02/27,3.248
2016/02/28,3.222
2016/02/29,3.187
2016/03/01,3.157
2016/03/02,3.193
2016/03/03,3.323
2016/03/04,3.483
2016/03/05,3.734
2016/03/06,3.995
2016/03/07,4.182
2016/03/08,4.255
2016/03/09,4.283
2016/03/10,4.309
2016/03/11,4.289
2016/03/12,4.297
2016/03/13,4.355
2016/03/14,4.381
2016/03/15,4.34
2016/03/16,4.262
2016/03/17,4.096
2016/03/18,3.834
2016/03/19,3.534
2016/03/20,3.21
2016/03/21,2.906
2016/03/22,2.641
2016/03/23,2.413
2016/03/24,2.202
2016/03/25,1.992
2016/03/26,1.79
2016/03/27,1.597
2016/03/28,1.427
2016/03/29,1.286
2016/03/30,1.173
2016/03/31,1.08
2016/04/01,0.997
2016/04/02,0.919
2016/04/03,0.847
2016/04/04,0.775
2016/04/05,0.693
2016/04/06,0.604
2016/04/07,0.509
2016/04/08,0.402
2016/04/09,0.287
2016/04/10,0.15
2016/04/11,0.002
2016/04/12,-0.16
2016/04/13,-0.325
2016/04/14,-0.471
2016/04/15,-0.599
2016/04/16,-0.71
2016/04/17,-0.781
2016/04/18,-0.826
2016/04/19,-0.85
2016/04/20,-0.867
2016/04/21,-0.881
2016/04/22,-0.901
2016/04/23,-0.922
2016/04/24,-0.937
2016/04/25,-0.955
2016/04/26,-0.984
2016/04/27,-1.01
2016/04/28,-1.035
2016/04/29,-1.057
2016/04/30,-1.052
2016/05/01,-1.017
2016/05/02,-0.938
2016/05/03,-0.829
2016/05/04,-0.706
2016/05/05,-0.577
2016/05/06,-0.445
2016/05/07,-0.325
2016/05/08,-0.221
2016/05/09,-0.126
2016/05/10,-0.045
2016/05/11,0.032
2016/05/12,0.115
2016/05/13,0.209
2016/05/14,0.295
2016/05/15,0.368
2016/05/16,0.439
2016/05/17,0.534
2016/05/18,0.673
2016/05/19,0.854
2016/05/20,1.059
2016/05/21,1.245
2016/05/22,1.415
2016/05/23,1.56
2016/05/24,1.649
2016/05/25,1.679
2016/05/26,1.665
2016/05/27,1.594
2016/05/28,1.489
2016/05/29,1.381
