Date,size3std
2016/01/01,576.544
2016/01/02,141.992
2016/01/03,65.73
2016/01/04,25.495
2016/01/05,403.76
2016/01/06,481.95
2016/01/07,146.397
2016/01/08,444.362
2016/01/09,396.315
2016/01/10,142.279
2016/01/11,149.886
2016/01/12,42.152
2016/01/13,328.725
2016/01/14,326.668
2016/01/15,369.735
2016/01/16,77.58
2016/01/17,99.675
2016/01/18,138.947
2016/01/19,188.453
2016/01/20,122.735
2016/01/21,147.13
2016/01/22,72.87
2016/01/23,101.642
2016/01/24,102.346
2016/01/25,370.436
2016/01/26,285.806
2016/01/27,282.011
2016/01/28,276.988
2016/01/29,211.509
2016/01/30,200.179
2016/01/31,146.101
2016/02/01,80.499
2016/02/02,53.248
2016/02/03,18.507
2016/02/04,22.458
2016/02/05,46.785
2016/02/06,543.416
2016/02/07,576.26
2016/02/08,610.755
2016/02/09,6.651
2016/02/10,69.231
2016/02/11,207.264
2016/02/12,143.045
2016/02/13,89.129
2016/02/14,67.788
2016/02/15,84.317
2016/02/16,11.898
2016/02/17,129.925
2016/02/18,138.916
2016/02/19,130.375
2016/02/20,90.439
2016/02/21,102.029
2016/02/22,39.553
2016/02/23,54.479
2016/02/24,22.392
2016/02/25,6.791
2016/02/26,167.373
2016/02/27,170.874
2016/02/28,181.542
2016/02/29,74.847
2016/03/01,72.148
2016/03/02,34.436
2016/03/03,75.153
2016/03/04,47.312
2016/03/05,61.867
2016/03/06,95.495
2016/03/07,122.785
2016/03/08,129.658
2016/03/09,50.78
2016/03/10,47.95
2016/03/11,60.204
2016/03/12,158.939
2016/03/13,167.324
2016/03/14,106.679
2016/03/15,150.799
2016/03/16,173.706
2016/03/17,98.198
2016/03/18,91.453
2016/03/19,78.623
2016/03/20,74.325
2016/03/21,47.306
2016/03/22,58.445
2016/03/23,25.91
2016/03/24,320.564
2016/03/25,280.19
2016/03/26,274.672
2016/03/27,308.153
2016/03/28,276.34
2016/03/29,251.665
2016/03/30,170.312
2016/03/31,165.542
2016/04/01,136.468
2016/04/02,213.994
2016/04/03,238.463
2016/04/04,247.302
2016/04/05,255.595
2016/04/06,169.247
2016/04/07,158.148
2016/04/08,169.785
2016/04/09,183.663
2016/04/10,229.694
2016/04/11,46.436
2016/04/12,170.484
2016/04/13,192.119
2016/04/14,59.311
2016/04/15,64.727
2016/04/16,182.632
2016/04/17,591.38
2016/04/18,608.157
2016/04/19,550.655
2016/04/20,36.389
2016/04/21,160.22
2016/04/22,177.939
2016/04/23,211.524
2016/04/24,144.744
2016/04/25,140.088
2016/04/26,72.91
2016/04/27,70.218
2016/04/28,78.407
2016/04/29,96.769
2016/04/30,163.148
2016/05/01,212.866
2016/05/02,163.726
2016/05/03,206.708
2016/05/04,42.85
2016/05/05,44.143
2016/05/06,126.05
2016/05/07,204.905
2016/05/08,206.446
2016/05/09,127.054
2016/05/10,59.116
2016/05/11,84.971
2016/05/12,163.126
2016/05/13,111.576
2016/05/14,7.121
2016/05/15,131.118
2016/05/16,162.623
2016/05/17,39.423
2016/05/18,176.065
2016/05/19,143.972
2016/05/20,101.115
2016/05/21,93.114
2016/05/22,170.68
2016/05/23,146.624
2016/05/24,60.858
2016/05/25,119.133
2016/05/26,171.329
2016/05/27,56.886
2016/05/28,665.668
2016/05/29,694.182
2016/05/30,786.731
2016/05/31,108.821
2016/06/01,41.594
2016/06/02,120.364
2016/06/03,116.043
2016/06/04,36.204
2016/06/05,26.743
2016/06/06,24.199
2016/06/07,266.705
2016/06/08,246.516
2016/06/09,224.696
2016/06/10,37.121
2016/06/11,77.946
2016/06/12,67.714
2016/06/13,179.718
2016/06/14,205.075
2016/06/15,156.519
2016/06/16,156.082
2016/06/17,545.652
2016/06/18,465.504
2016/06/19,446.752
2016/06/20,362.498
2016/06/21,77.859
2016/06/22,83.196
2016/06/23,102.539
2016/06/24,107.926
2016/06/25,182.627
2016/06/26,194.965
2016/06/27,38.43
2016/06/28,59.79
2016/06/29,331.592
2016/06/30,733.055
2016/07/01,809.705
2016/07/02,929.565
2016/07/03,21.327
2016/07/04,26.881
2016/07/05,58.354
2016/07/06,55.491
2016/07/07,55.759
2016/07/08,159.623
2016/07/09,155.772
2016/07/10,159.298
2016/07/11,11.447
2016/07/12,144.545
2016/07/13,175.748
2016/07/14,185.202
2016/07/15,146.784
2016/07/16,152.974
2016/07/17,158.505
2016/07/18,110.576
2016/07/19,194.904
2016/07/20,266.899
2016/07/21,194.814
2016/07/22,161.025
2016/07/23,125.967
2016/07/24,245.565
2016/07/25,259.995
2016/07/26,175.632
2016/07/27,213.329
2016/07/28,282.982
2016/07/29,96.471
2016/07/30,135.769
