Date,transactionfeesUSD
2019/04/30,0.0745
2019/05/01,0.0795
2019/05/02,0.2
2019/05/03,0.0935
2019/05/04,0.0823
2019/05/05,0.0824
2019/05/06,0.0934
2019/05/07,0.126
2019/05/08,0.098
2019/05/09,0.0911
2019/05/10,0.101
2019/05/11,0.0917
2019/05/12,0.0973
2019/05/13,0.12
2019/05/14,0.132
2019/05/15,0.182
2019/05/16,0.261
2019/05/17,0.218
2019/05/18,0.181
2019/05/19,0.162
2019/05/20,0.165
2019/05/21,0.145
2019/05/22,0.186
2019/05/23,0.157
2019/05/24,0.165
2019/05/25,0.133
2019/05/26,0.119
2019/05/27,0.176
2019/05/28,0.178
2019/05/29,0.189
2019/05/30,0.214
2019/05/31,0.184
2019/06/01,0.167
2019/06/02,0.127
2019/06/03,0.157
2019/06/04,0.148
2019/06/05,0.158
2019/06/06,0.145
2019/06/07,0.149
2019/06/08,0.179
2019/06/09,0.117
2019/06/10,0.191
2019/06/11,0.156
2019/06/12,0.113
2019/06/13,0.136
2019/06/14,0.158
2019/06/15,0.184
2019/06/16,0.118
2019/06/17,0.207
2019/06/18,0.153
2019/06/19,0.171
2019/06/20,0.212
2019/06/21,0.151
2019/06/22,0.155
2019/06/23,0.162
2019/06/24,0.182
2019/06/25,0.241
2019/06/26,0.278
2019/06/27,0.296
2019/06/28,0.227
2019/06/29,0.2
2019/06/30,0.211
2019/07/01,0.24
2019/07/02,0.187
2019/07/03,0.163
2019/07/04,0.149
2019/07/05,0.177
2019/07/06,0.177
2019/07/07,0.148
2019/07/08,0.202
2019/07/09,0.178
2019/07/10,0.154
2019/07/11,0.205
2019/07/12,0.159
2019/07/13,0.143
2019/07/14,0.166
2019/07/15,0.152
2019/07/16,0.222
2019/07/17,0.184
2019/07/18,0.124
2019/07/19,0.162
2019/07/20,0.112
2019/07/21,0.118
2019/07/22,0.11
2019/07/23,0.122
2019/07/24,0.17
2019/07/25,0.169
2019/07/26,0.122
2019/07/27,0.124
2019/07/28,0.0952
2019/07/29,0.108
2019/07/30,0.111
2019/07/31,0.128
2019/08/01,0.173
2019/08/02,0.14
2019/08/03,0.163
2019/08/04,0.102
2019/08/05,0.118
2019/08/06,0.125
2019/08/07,0.113
2019/08/08,0.126
2019/08/09,0.122
2019/08/10,0.106
2019/08/11,0.104
2019/08/12,0.113
2019/08/13,0.132
2019/08/14,0.116
2019/08/15,0.133
2019/08/16,0.0981
2019/08/17,0.0823
2019/08/18,0.0887
2019/08/19,0.126
2019/08/20,0.127
2019/08/21,0.144
2019/08/22,0.125
2019/08/23,0.12
2019/08/24,0.109
2019/08/25,0.142
2019/08/26,0.16
2019/08/27,0.125
2019/08/28,0.13
2019/08/29,0.121
2019/08/30,0.118
2019/08/31,0.111
2019/09/01,0.113
2019/09/02,0.129
2019/09/03,0.132
2019/09/04,0.133
2019/09/05,0.154
2019/09/06,0.165
2019/09/07,0.173
2019/09/08,0.195
2019/09/09,0.199
2019/09/10,0.24
2019/09/11,0.22
2019/09/12,0.238
2019/09/13,0.251
2019/09/14,0.279
2019/09/15,0.289
2019/09/16,0.267
2019/09/17,0.364
2019/09/18,0.389
2019/09/19,0.447
2019/09/20,0.445
2019/09/21,0.419
2019/09/22,0.327
2019/09/23,0.428
2019/09/24,0.416
2019/09/25,0.406
2019/09/26,0.309
2019/09/27,0.332
2019/09/28,0.347
2019/09/29,0.325
2019/09/30,0.257
2019/10/01,0.142
2019/10/02,0.137
2019/10/03,0.185
2019/10/04,0.147
2019/10/05,0.126
2019/10/06,0.119
2019/10/07,0.123
2019/10/08,0.119
2019/10/09,0.141
2019/10/10,0.135
2019/10/11,0.124
2019/10/12,0.113
2019/10/13,0.121
2019/10/14,0.126
2019/10/15,0.124
2019/10/16,0.116
2019/10/17,0.108
2019/10/18,0.11
2019/10/19,0.108
2019/10/20,0.126
2019/10/21,0.119
2019/10/22,0.128
2019/10/23,0.154
2019/10/24,0.119
2019/10/25,0.129
2019/10/26,0.142
2019/10/27,0.126
2019/10/28,0.136
2019/10/29,0.146
2019/10/30,0.145
2019/10/31,0.132
2019/11/01,0.127
2019/11/02,0.122
2019/11/03,0.132
2019/11/04,0.133
2019/11/05,0.129
2019/11/06,0.125
2019/11/07,0.146
2019/11/08,0.133
2019/11/09,0.127
2019/11/10,0.125
2019/11/11,0.132
2019/11/12,0.127
2019/11/13,0.13
2019/11/14,0.137
2019/11/15,0.128
2019/11/16,0.116
2019/11/17,0.124
2019/11/18,0.154
2019/11/19,0.124
2019/11/20,0.13
2019/11/21,0.17
2019/11/22,0.242
2019/11/23,0.102
2019/11/24,0.107
2019/11/25,0.184
2019/11/26,0.148
2019/11/27,0.122
2019/11/28,0.134
2019/11/29,0.107
2019/11/30,0.107
2019/12/01,0.119
2019/12/02,0.11
2019/12/03,0.107
2019/12/04,0.109
2019/12/05,0.1
2019/12/06,0.0974
2019/12/07,0.0949
2019/12/08,0.0906
2019/12/09,0.0902
2019/12/10,0.0981
2019/12/11,0.1
2019/12/12,0.0948
2019/12/13,0.0931
2019/12/14,0.0891
2019/12/15,0.0956
2019/12/16,0.111
2019/12/17,0.134
2019/12/18,0.108
2019/12/19,0.0892
2019/12/20,0.0917
2019/12/21,0.0807
2019/12/22,0.079
2019/12/23,0.0902
2019/12/24,0.0799
2019/12/25,0.0801
2019/12/26,0.0791
2019/12/27,0.0774
2019/12/28,0.0759
2019/12/29,0.0806
2019/12/30,0.0809
2019/12/31,0.0889
2020/01/01,0.0845
2020/01/02,0.0742
2020/01/03,0.0773
2020/01/04,0.0664
2020/01/05,0.0702
2020/01/06,0.0825
2020/01/07,0.0778
2020/01/08,0.0929
2020/01/09,0.0775
2020/01/10,0.0952
2020/01/11,0.0821
2020/01/12,0.0797
2020/01/13,0.0878
2020/01/14,0.116
2020/01/15,0.0961
2020/01/16,0.0803
2020/01/17,0.0924
2020/01/18,0.0948
2020/01/19,0.0899
2020/01/20,0.0823
2020/01/21,0.0824
2020/01/22,0.083
2020/01/23,0.0758
2020/01/24,0.0814
2020/01/25,0.0701
2020/01/26,0.0738
2020/01/27,0.0832
2020/01/28,0.0853
2020/01/29,0.0863
2020/01/30,0.0969
2020/01/31,0.0949
2020/02/01,0.0917
2020/02/02,0.0988
2020/02/03,0.0986
2020/02/04,0.128
2020/02/05,0.141
2020/02/06,0.168
2020/02/07,0.172
2020/02/08,0.134
2020/02/09,0.133
2020/02/10,0.131
2020/02/11,0.136
2020/02/12,0.19
2020/02/13,0.19
2020/02/14,0.185
2020/02/15,0.198
2020/02/16,0.236
2020/02/17,0.176
2020/02/18,0.167
2020/02/19,0.196
2020/02/20,0.193
2020/02/21,0.134
2020/02/22,0.132
2020/02/23,0.161
2020/02/24,0.16
2020/02/25,0.183
2020/02/26,0.282
2020/02/27,0.173
2020/02/28,0.152
2020/02/29,0.119
2020/03/01,0.121
2020/03/02,0.117
2020/03/03,0.128
2020/03/04,0.128
2020/03/05,0.139
2020/03/06,0.14
2020/03/07,0.142
2020/03/08,0.23
2020/03/09,0.192
2020/03/10,0.125
2020/03/11,0.162
2020/03/12,1.042
2020/03/13,0.72
2020/03/14,0.111
2020/03/15,0.0985
2020/03/16,0.21
2020/03/17,0.115
2020/03/18,0.0911
2020/03/19,0.128
2020/03/20,0.12
2020/03/21,0.0796
2020/03/22,0.0872
2020/03/23,0.0941
2020/03/24,0.0974
2020/03/25,0.0982
2020/03/26,0.0924
2020/03/27,0.09
2020/03/28,0.0778
2020/03/29,0.0745
2020/03/30,0.0819
2020/03/31,0.0908
2020/04/01,0.0886
2020/04/02,0.101
2020/04/03,0.096
2020/04/04,0.0828
2020/04/05,0.0824
2020/04/06,0.129
2020/04/07,0.127
2020/04/08,0.105
2020/04/09,0.115
2020/04/10,0.112
2020/04/11,0.0926
2020/04/12,0.0867
2020/04/13,0.103
2020/04/14,0.102
2020/04/15,0.0983
2020/04/16,0.145
2020/04/17,0.115
2020/04/18,0.132
2020/04/19,0.126
2020/04/20,0.143
2020/04/21,0.147
2020/04/22,0.147
2020/04/23,0.155
2020/04/24,0.147
2020/04/25,0.138
2020/04/26,0.154
2020/04/27,0.151
2020/04/28,0.14
2020/04/29,0.226
2020/04/30,0.304
2020/05/01,0.175
2020/05/02,0.144
2020/05/03,0.162
2020/05/04,0.195
2020/05/05,0.204
2020/05/06,0.234
2020/05/07,0.275
2020/05/08,0.274
2020/05/09,0.224
2020/05/10,0.367
2020/05/11,0.275
2020/05/12,0.315
2020/05/13,0.42
2020/05/14,0.55
2020/05/15,0.382
2020/05/16,0.316
2020/05/17,0.376
2020/05/18,0.498
2020/05/19,0.448
2020/05/20,0.513
2020/05/21,0.664
2020/05/22,0.43
2020/05/23,0.295
2020/05/24,0.406
2020/05/25,0.485
2020/05/26,0.473
2020/05/27,0.532
2020/05/28,0.523
2020/05/29,0.457
2020/05/30,0.5
2020/05/31,0.44
2020/06/01,0.462
2020/06/02,0.519
2020/06/03,0.432
2020/06/04,0.455
2020/06/05,0.491
2020/06/06,0.528
2020/06/07,0.574
2020/06/08,0.573
2020/06/09,0.569
2020/06/10,3.398
2020/06/11,4.025
2020/06/12,0.544
2020/06/13,0.454
2020/06/14,0.404
2020/06/15,0.632
2020/06/16,0.596
2020/06/17,0.644
2020/06/18,0.568
2020/06/19,0.603
2020/06/20,0.475
2020/06/21,0.465
2020/06/22,0.621
2020/06/23,0.695
2020/06/24,0.743
2020/06/25,0.662
2020/06/26,0.613
2020/06/27,0.566
2020/06/28,0.543
2020/06/29,0.577
2020/06/30,0.738
2020/07/01,0.708
2020/07/02,0.642
2020/07/03,0.674
2020/07/04,0.543
2020/07/05,0.545
2020/07/06,0.629
2020/07/07,0.623
2020/07/08,0.806
2020/07/09,0.747
2020/07/10,0.595
2020/07/11,0.552
2020/07/12,0.51
2020/07/13,0.762
2020/07/14,0.656
2020/07/15,0.777
2020/07/16,0.852
2020/07/17,0.864
2020/07/18,0.803
2020/07/19,0.863
2020/07/20,1.065
2020/07/21,1.157
2020/07/22,1.126
2020/07/23,1.402
2020/07/24,1.355
2020/07/25,1.51
2020/07/26,1.486
2020/07/27,1.897
2020/07/28,1.403
2020/07/29,1.549
2020/07/30,1.458
2020/07/31,1.654
2020/08/01,1.478
2020/08/02,1.976
2020/08/03,1.725
2020/08/04,1.467
2020/08/05,1.359
2020/08/06,1.461
2020/08/07,1.771
2020/08/08,1.681
2020/08/09,1.94
2020/08/10,2.859
2020/08/11,3.085
2020/08/12,5.507
2020/08/13,6.623
2020/08/14,5.866
2020/08/15,3.585
2020/08/16,2.93
2020/08/17,3.143
2020/08/18,3.582
2020/08/19,3.64
2020/08/20,3.171
2020/08/21,4.055
2020/08/22,2.822
2020/08/23,2.28
2020/08/24,2.668
2020/08/25,2.88
2020/08/26,2.374
2020/08/27,2.483
2020/08/28,2.486
2020/08/29,2.772
2020/08/30,5.986
2020/08/31,6.573
2020/09/01,13.233
2020/09/02,14.583
2020/09/03,11.348
2020/09/04,6.127
2020/09/05,7.567
2020/09/06,3.353
2020/09/07,2.847
2020/09/08,2.665
2020/09/09,3.037
2020/09/10,4.553
2020/09/11,3.936
2020/09/12,2.967
2020/09/13,3.344
2020/09/14,5.332
2020/09/15,5.032
2020/09/16,4.104
2020/09/17,11.612
2020/09/18,7.641
2020/09/19,4.762
2020/09/20,3.492
2020/09/21,4.27
2020/09/22,3.85
2020/09/23,3.127
2020/09/24,2.611
2020/09/25,2.579
2020/09/26,2.248
2020/09/27,2.342
2020/09/28,3.023
2020/09/29,3.686
2020/09/30,2.923
2020/10/01,2.635
2020/10/02,2.349
2020/10/03,2.02
2020/10/04,2.087
2020/10/05,2.218
2020/10/06,2.684
2020/10/07,2.01
2020/10/08,2.019
2020/10/09,1.957
2020/10/10,1.62
2020/10/11,1.332
2020/10/12,1.915
2020/10/13,1.934
2020/10/14,2.063
2020/10/15,1.757
2020/10/16,1.511
2020/10/17,0.905
2020/10/18,1.029
2020/10/19,1.399
2020/10/20,1.532
2020/10/21,1.903
2020/10/22,1.658
2020/10/23,1.604
2020/10/24,0.921
2020/10/25,0.996
2020/10/26,1.634
2020/10/27,1.167
2020/10/28,1.678
2020/10/29,1.789
2020/10/30,1.591
2020/10/31,1.063
2020/11/01,0.895
2020/11/02,1.485
2020/11/03,1.142
2020/11/04,0.947
2020/11/05,1.358
2020/11/06,1.691
2020/11/07,1.713
2020/11/08,0.934
2020/11/09,1.246
2020/11/10,1.463
2020/11/11,1.586
2020/11/12,1.751
2020/11/13,1.661
2020/11/14,1.216
2020/11/15,1.107
2020/11/16,1.461
2020/11/17,2.363
2020/11/18,2.72
2020/11/19,1.643
2020/11/20,2.184
2020/11/21,2.266
2020/11/22,2.317
2020/11/23,2.82
2020/11/24,3.515
2020/11/25,2.25
2020/11/26,4.975
2020/11/27,1.457
2020/11/28,1.188
2020/11/29,1.086
2020/11/30,3.02
2020/12/01,3.366
2020/12/02,1.746
2020/12/03,1.897
2020/12/04,2.073
2020/12/05,1.482
2020/12/06,1.526
2020/12/07,1.924
2020/12/08,2.441
2020/12/09,2.443
2020/12/10,2.188
2020/12/11,2.351
2020/12/12,1.59
2020/12/13,1.689
2020/12/14,2.237
2020/12/15,3.152
2020/12/16,3.066
2020/12/17,5.351
2020/12/18,3.012
2020/12/19,2.76
2020/12/20,2.064
2020/12/21,3.366
2020/12/22,2.793
2020/12/23,4.382
2020/12/24,3.437
2020/12/25,3.843
2020/12/26,2.884
2020/12/27,4.251
2020/12/28,5.116
2020/12/29,4.424
2020/12/30,5.387
2020/12/31,4.945
2021/01/01,3.364
2021/01/02,5.132
2021/01/03,9.037
2021/01/04,15.957
2021/01/05,9.188
2021/01/06,8.665
2021/01/07,9.984
2021/01/08,10.421
2021/01/09,7.155
2021/01/10,7.52
2021/01/11,16.528
2021/01/12,6.312
2021/01/13,5.087
2021/01/14,6.41
2021/01/15,7.233
2021/01/16,6.429
2021/01/17,5.269
2021/01/18,5.841
2021/01/19,8.7
2021/01/20,7.327
2021/01/21,10.346
2021/01/22,10.479
2021/01/23,6.899
2021/01/24,7.55
2021/01/25,10.003
2021/01/26,7.426
2021/01/27,8.689
2021/01/28,8.067
2021/01/29,11.47
2021/01/30,9.652
2021/01/31,11.03
2021/02/01,12.351
2021/02/02,15.217
2021/02/03,16.402
2021/02/04,23.6
2021/02/05,25.106
2021/02/06,19.378
2021/02/07,16.457
2021/02/08,21.505
2021/02/09,24.241
2021/02/10,22.673
2021/02/11,18.888
2021/02/12,19.506
2021/02/13,21.147
2021/02/14,17.657
2021/02/15,20.982
2021/02/16,19.699
2021/02/17,19.832
2021/02/18,21.184
2021/02/19,21.863
2021/02/20,23.7
2021/02/21,17.868
2021/02/22,30.887
2021/02/23,38.213
2021/02/24,20.708
2021/02/25,17.101
2021/02/26,15.243
2021/02/27,11.717
2021/02/28,11.217
2021/03/01,11.686
2021/03/02,12.342
2021/03/03,13.026
2021/03/04,11.29
2021/03/05,13.583
2021/03/06,10.682
2021/03/07,14.764
2021/03/08,15.492
2021/03/09,15.809
2021/03/10,15.569
2021/03/11,14.812
2021/03/12,18.272
2021/03/13,18.479
2021/03/14,17.581
2021/03/15,20.557
2021/03/16,20.319
2021/03/17,21.747
2021/03/18,19.963
2021/03/19,17.615
2021/03/20,16.395
2021/03/21,16.03
2021/03/22,20.247
2021/03/23,17.015
2021/03/24,17.997
2021/03/25,17.156
2021/03/26,15.092
2021/03/27,12.962
2021/03/28,13.762
2021/03/29,16.445
2021/03/30,18.641
2021/03/31,22.974
2021/04/01,22.023
2021/04/02,21.796
2021/04/03,19.001
2021/04/04,15.152
2021/04/05,18.699
2021/04/06,19.345
2021/04/07,18.931
2021/04/08,15.182
2021/04/09,14.901
2021/04/10,12.997
2021/04/11,11.39
2021/04/12,13.755
2021/04/13,15.49
2021/04/14,18.451
2021/04/15,16.201
2021/04/16,24.451
2021/04/17,19.484
2021/04/18,21.86
2021/04/19,23.077
2021/04/20,30.454
2021/04/21,22.357
2021/04/22,20.705
2021/04/23,17.028
2021/04/24,10.337
2021/04/25,8.404
2021/04/26,9.709
2021/04/27,10.732
2021/04/28,12.758
2021/04/29,11.889
2021/04/30,9.96
2021/05/01,9.852
2021/05/02,7.967
2021/05/03,13.094
2021/05/04,13.944
2021/05/05,12.345
2021/05/06,13.958
2021/05/07,14.418
2021/05/08,27.95
2021/05/09,27.491
2021/05/10,53.159
2021/05/11,65.514
2021/05/12,69.922
2021/05/13,39.639
2021/05/14,31.647
2021/05/15,23.614
2021/05/16,20.065
2021/05/17,20.945
2021/05/18,19.824
2021/05/19,59.567
2021/05/20,22.772
2021/05/21,21.063
2021/05/22,9.704
2021/05/23,22.69
2021/05/24,11.415
2021/05/25,9.585
2021/05/26,9.666
2021/05/27,7.785
2021/05/28,7.371
2021/05/29,5.744
2021/05/30,4.915
2021/05/31,5.931
2021/06/01,5.811
2021/06/02,6.079
2021/06/03,6.397
2021/06/04,5.373
2021/06/05,4.2
2021/06/06,3.701
2021/06/07,4.716
2021/06/08,5.828
2021/06/09,5.016
2021/06/10,4.254
2021/06/11,4.687
2021/06/12,3.992
2021/06/13,3.116
2021/06/14,4.092
2021/06/15,4.287
2021/06/16,3.984
2021/06/17,4.146
2021/06/18,4.065
2021/06/19,3.151
2021/06/20,3.508
2021/06/21,6.891
2021/06/22,9.639
2021/06/23,3.547
2021/06/24,3.101
2021/06/25,3.805
2021/06/26,2.312
2021/06/27,4.172
2021/06/28,3.267
2021/06/29,3.851
2021/06/30,5.454
2021/07/01,3.808
2021/07/02,2.963
2021/07/03,2.97
2021/07/04,2.667
2021/07/05,3.442
2021/07/06,8.153
2021/07/07,6.722
2021/07/08,5.988
2021/07/09,4.566
2021/07/10,3.024
2021/07/11,2.415
2021/07/12,4.722
2021/07/13,4.935
2021/07/14,6.93
2021/07/15,6.447
2021/07/16,6.249
2021/07/17,4.315
2021/07/18,4.252
2021/07/19,4.269
2021/07/20,4.644
2021/07/21,3.945
2021/07/22,5.246
2021/07/23,6.314
2021/07/24,3.882
2021/07/25,3.802
2021/07/26,7.14
2021/07/27,8.217
2021/07/28,9.122
2021/07/29,5.517
2021/07/30,6.777
2021/07/31,9.857
2021/08/01,8.051
2021/08/02,8.396
2021/08/03,10.126
2021/08/04,8.845
2021/08/05,14.679
2021/08/06,12.345
2021/08/07,13.596
2021/08/08,14.254
2021/08/09,16.147
2021/08/10,19.763
2021/08/11,17.62
2021/08/12,16.961
2021/08/13,18.356
2021/08/14,17.126
2021/08/15,21.776
2021/08/16,15.76
2021/08/17,14.54
2021/08/18,13.384
2021/08/19,15.05
2021/08/20,12.124
2021/08/21,11.059
2021/08/22,10.872
2021/08/23,17.743
2021/08/24,23.083
2021/08/25,27.227
2021/08/26,26.565
2021/08/27,38.306
2021/08/28,28.725
2021/08/29,30.865
2021/08/30,33.218
2021/08/31,37.489
2021/09/01,44.124
2021/09/02,34.836
2021/09/03,51.881
2021/09/04,40.978
2021/09/05,39.975
2021/09/06,39.849
2021/09/07,59.593
2021/09/08,48.276
2021/09/09,48.178
2021/09/10,29.477
2021/09/11,17.858
2021/09/12,18.405
2021/09/13,22.643
2021/09/14,23.52
2021/09/15,21.032
2021/09/16,27.555
2021/09/17,23.183
2021/09/18,17.175
2021/09/19,21.591
2021/09/20,24.794
2021/09/21,26.666
2021/09/22,18.134
2021/09/23,24.782
2021/09/24,19.693
2021/09/25,13.045
2021/09/26,20.326
2021/09/27,46.31
2021/09/28,24.632
2021/09/29,21.669
2021/09/30,31.532
2021/10/01,23.791
2021/10/02,20.064
2021/10/03,19.107
2021/10/04,31.327
2021/10/05,38.161
2021/10/06,39.384
2021/10/07,39.193
2021/10/08,36.641
2021/10/09,24.269
2021/10/10,26.926
2021/10/11,33.527
2021/10/12,26.855
2021/10/13,29.951
2021/10/14,41.051
2021/10/15,45.749
2021/10/16,28.706
2021/10/17,25.935
2021/10/18,41.866
2021/10/19,23.683
2021/10/20,25.781
2021/10/21,32.726
2021/10/22,29.304
2021/10/23,22.252
2021/10/24,24.718
2021/10/25,32.655
2021/10/26,40.072
2021/10/27,51.057
2021/10/28,52.285
2021/10/29,52.927
2021/10/30,51.38
2021/10/31,49.167
2021/11/01,51.567
2021/11/02,56.005
2021/11/03,53.127
2021/11/04,48.433
2021/11/05,46.036
2021/11/06,41.533
2021/11/07,36.283
2021/11/08,45.954
2021/11/09,62.84
2021/11/10,57.846
2021/11/11,56.419
2021/11/12,52.317
2021/11/13,47.048
2021/11/14,41.106
2021/11/15,55.766
2021/11/16,48.199
2021/11/17,41.868
2021/11/18,47.019
2021/11/19,40.191
2021/11/20,38.8
2021/11/21,36.845
2021/11/22,51.098
2021/11/23,45.619
2021/11/24,41.506
2021/11/25,41.856
2021/11/26,37.074
2021/11/27,41.236
2021/11/28,41.192
2021/11/29,42.588
2021/11/30,52.684
2021/12/01,52.455
2021/12/02,41.854
2021/12/03,39.918
2021/12/04,46.679
2021/12/05,30.646
2021/12/06,35.682
2021/12/07,33.541
2021/12/08,27.068
2021/12/09,29.048
2021/12/10,31.314
2021/12/11,25.883
2021/12/12,22.587
2021/12/13,28.069
2021/12/14,24.95
2021/12/15,28.068
2021/12/16,36.403
2021/12/17,30.922
2021/12/18,22.829
2021/12/19,22.34
2021/12/20,23.408
2021/12/21,23.126
2021/12/22,25.876
2021/12/23,27.495
2021/12/24,23.343
2021/12/25,22.71
2021/12/26,19.22
2021/12/27,26.152
2021/12/28,32.684
2021/12/29,38.108
2021/12/30,32.433
2021/12/31,28.669
2022/01/01,25.797
2022/01/02,33.485
2022/01/03,33.03
2022/01/04,41.155
2022/01/05,44.189
2022/01/06,37.767
2022/01/07,40.769
2022/01/08,31.782
2022/01/09,43.165
2022/01/10,52.464
2022/01/11,45.322
2022/01/12,50.112
2022/01/13,42.661
2022/01/14,50.117
2022/01/15,37.982
2022/01/16,37.479
2022/01/17,39.205
2022/01/18,33.005
2022/01/19,32.21
2022/01/20,39.443
2022/01/21,43.11
2022/01/22,33.369
2022/01/23,27.821
2022/01/24,28.895
2022/01/25,28.593
2022/01/26,30.545
2022/01/27,32.674
2022/01/28,29.502
2022/01/29,25.826
2022/01/30,28.139
2022/01/31,26.083
2022/02/01,35.938
2022/02/02,35.575
2022/02/03,28.657
2022/02/04,26.012
2022/02/05,33.246
2022/02/06,19.29
2022/02/07,30.492
2022/02/08,23.602
2022/02/09,24.779
2022/02/10,29.004
2022/02/11,19.588
2022/02/12,17.489
2022/02/13,15.054
2022/02/14,15.94
2022/02/15,19.895
2022/02/16,21.564
2022/02/17,20.522
2022/02/18,21.886
2022/02/19,17.059
2022/02/20,14.826
2022/02/21,21.494
2022/02/22,20.144
2022/02/23,23.104
2022/02/24,18.635
2022/02/25,15.052
2022/02/26,13.016
2022/02/27,11.129
2022/02/28,18.102
2022/03/01,15.431
2022/03/02,14.001
2022/03/03,12.757
2022/03/04,11.526
2022/03/05,9.219
2022/03/06,11.621
2022/03/07,9.579
2022/03/08,10.276
2022/03/09,9.184
2022/03/10,7.527
2022/03/11,7.615
2022/03/12,5.986
2022/03/13,8.735
2022/03/14,8.158
2022/03/15,8.422
2022/03/16,9.364
2022/03/17,17.105
2022/03/18,15.141
2022/03/19,8.434
2022/03/20,7.353
2022/03/21,8.785
2022/03/22,10.853
2022/03/23,10.224
2022/03/24,13.852
2022/03/25,13.169
2022/03/26,9.324
2022/03/27,17.429
2022/03/28,26.085
2022/03/29,14.265
2022/03/30,15.966
2022/03/31,15.534
2022/04/01,19.426
2022/04/02,20.038
2022/04/03,19.565
2022/04/04,20.651
2022/04/05,43.415
2022/04/06,17.792
2022/04/07,20.769
2022/04/08,16.943
2022/04/09,11.12
2022/04/10,12.994
2022/04/11,13.526
2022/04/12,13.316
2022/04/13,13.928
2022/04/14,14.154
2022/04/15,11.378
2022/04/16,10.83
2022/04/17,8.788
2022/04/18,10.448
2022/04/19,11.099
2022/04/20,18.646
2022/04/21,17.179
2022/04/22,15.01
2022/04/23,9.697
2022/04/24,9.649
2022/04/25,14.086
2022/04/26,12.654
2022/04/27,13.427
2022/04/28,13.749
2022/04/29,13.108
2022/04/30,11.451
2022/05/01,196.683
2022/05/02,17.599
2022/05/03,16.274
2022/05/04,13.06
2022/05/05,15.624
2022/05/06,13.174
2022/05/07,8.388
2022/05/08,6.604
2022/05/09,13.103
2022/05/10,11.962
2022/05/11,27.287
2022/05/12,31.197
2022/05/13,12.087
2022/05/14,6.975
2022/05/15,5.015
2022/05/16,4.979
2022/05/17,6.647
2022/05/18,5.009
2022/05/19,5.124
2022/05/20,5.481
2022/05/21,4.263
2022/05/22,4.524
2022/05/23,5.18
2022/05/24,5.397
2022/05/25,6.418
2022/05/26,8.36
2022/05/27,6.98
2022/05/28,3.683
2022/05/29,3.772
2022/05/30,6.167
2022/05/31,8.993
2022/06/01,9.631
2022/06/02,10.015
2022/06/03,10.008
2022/06/04,9.405
2022/06/05,9.315
2022/06/06,8.974
2022/06/07,9.434
2022/06/08,11.689
2022/06/09,11.494
2022/06/10,8.774
2022/06/11,5.773
2022/06/12,4.95
2022/06/13,10.109
2022/06/14,6.551
2022/06/15,6.749
2022/06/16,4.184
2022/06/17,3.862
2022/06/18,4.805
2022/06/19,3.011
2022/06/20,2.965
2022/06/21,4.041
2022/06/22,3.495
2022/06/23,4.963
2022/06/24,4.428
2022/06/25,4.052
2022/06/26,4.316
2022/06/27,5.3
2022/06/28,4.948
2022/06/29,5.558
2022/06/30,4.725
2022/07/01,3.232
2022/07/02,1.673
2022/07/03,1.931
2022/07/04,2.481
2022/07/05,3.125
2022/07/06,3.347
2022/07/07,4.001
2022/07/08,3.118
2022/07/09,3.026
2022/07/10,2.163
2022/07/11,3.222
2022/07/12,2.608
2022/07/13,2.998
2022/07/14,3.593
2022/07/15,3.453
2022/07/16,2.709
2022/07/17,2.708
2022/07/18,4.176
2022/07/19,4.602
2022/07/20,4.368
2022/07/21,3.081
2022/07/22,2.501
2022/07/23,2.132
2022/07/24,1.855
2022/07/25,2.717
2022/07/26,2.185
2022/07/27,3.011
2022/07/28,3.856
2022/07/29,2.773
2022/07/30,1.709
2022/07/31,1.647
2022/08/01,2.941
2022/08/02,2.316
2022/08/03,2.014
2022/08/04,1.791
2022/08/05,2.388
2022/08/06,1.663
2022/08/07,1.726
2022/08/08,3.086
2022/08/09,3.302
2022/08/10,4.787
2022/08/11,4.448
2022/08/12,3.36
2022/08/13,2.32
2022/08/14,2.466
2022/08/15,3.942
2022/08/16,2.553
2022/08/17,2.588
2022/08/18,2.469
2022/08/19,3.23
2022/08/20,2.008
2022/08/21,1.468
2022/08/22,2.496
2022/08/23,2.392
2022/08/24,2.344
2022/08/25,2.773
2022/08/26,2.597
2022/08/27,1.53
2022/08/28,1.552
2022/08/29,2.554
2022/08/30,3.282
2022/08/31,3.74
2022/09/01,3.198
2022/09/02,2.37
2022/09/03,1.446
2022/09/04,1.489
2022/09/05,1.904
2022/09/06,2.812
2022/09/07,3.338
2022/09/08,3.737
2022/09/09,3.602
2022/09/10,2.39
2022/09/11,2.08
2022/09/12,3.128
2022/09/13,3.288
2022/09/14,2.227
2022/09/15,2.837
2022/09/16,1.592
2022/09/17,1.045
2022/09/18,1.45
2022/09/19,1.7
2022/09/20,1.919
2022/09/21,2.266
2022/09/22,1.655
2022/09/23,1.561
2022/09/24,1.093
2022/09/25,1.317
2022/09/26,1.923
2022/09/27,2.586
2022/09/28,2.418
2022/09/29,2.262
2022/09/30,2.22
2022/10/01,1.375
2022/10/02,0.992
2022/10/03,1.899
2022/10/04,2.137
2022/10/05,2.37
2022/10/06,1.879
2022/10/07,1.689
2022/10/08,2.584
2022/10/09,4.148
2022/10/10,4.754
2022/10/11,3.588
2022/10/12,2.891
2022/10/13,3.237
