Date,transactionfees3rsiUSD
2016/01/01,25.159
2016/01/02,37.141
2016/01/03,38.455
2016/01/04,48.996
2016/01/05,86.668
2016/01/06,88.604
2016/01/07,47.64
2016/01/08,32.13
2016/01/09,65.673
2016/01/10,44.104
2016/01/11,37.159
2016/01/12,49.514
2016/01/13,75.322
2016/01/14,44.237
2016/01/15,45.767
2016/01/16,36.627
2016/01/17,24.08
2016/01/18,67.553
2016/01/19,72.113
2016/01/20,37.895
2016/01/21,47.481
2016/01/22,64.426
2016/01/23,40.194
2016/01/24,70.572
2016/01/25,84.44
2016/01/26,87.681
2016/01/27,93.15
2016/01/28,59.636
2016/01/29,49.813
2016/01/30,58.827
2016/01/31,46.014
2016/02/01,30.146
2016/02/02,21.484
2016/02/03,28.204
2016/02/04,68.747
2016/02/05,79.809
2016/02/06,98.154
2016/02/07,49.557
2016/02/08,42.488
2016/02/09,57.225
2016/02/10,70.053
2016/02/11,46.071
2016/02/12,46.556
2016/02/13,36.92
2016/02/14,29.7
2016/02/15,50.243
2016/02/16,43.587
2016/02/17,33.757
2016/02/18,21.147
2016/02/19,56.373
2016/02/20,34.818
2016/02/21,37.865
2016/02/22,65.778
2016/02/23,95.685
2016/02/24,50.513
2016/02/25,39.495
2016/02/26,52.138
2016/02/27,37.862
2016/02/28,40.809
2016/02/29,43.775
2016/03/01,44.942
2016/03/02,66.589
2016/03/03,65.376
2016/03/04,61.335
2016/03/05,73.159
2016/03/06,82.875
2016/03/07,47.607
2016/03/08,44.122
2016/03/09,20.931
2016/03/10,12.759
2016/03/11,11.545
2016/03/12,54.656
2016/03/13,72.717
2016/03/14,73.143
2016/03/15,31.748
2016/03/16,48.44
2016/03/17,41.212
2016/03/18,20.743
2016/03/19,69.607
2016/03/20,48.494
2016/03/21,45.614
2016/03/22,30.229
2016/03/23,62.465
2016/03/24,67.076
2016/03/25,52.068
2016/03/26,34.056
2016/03/27,15.187
2016/03/28,41.795
2016/03/29,36.21
2016/03/30,71.202
2016/03/31,44.073
2016/04/01,38.876
2016/04/02,28.45
2016/04/03,27.783
2016/04/04,50.212
2016/04/05,46.041
2016/04/06,32.826
2016/04/07,29.337
2016/04/08,45.276
2016/04/09,19.765
2016/04/10,12.867
2016/04/11,13.737
2016/04/12,13.522
2016/04/13,76.617
2016/04/14,81.94
2016/04/15,34.588
2016/04/16,25.242
2016/04/17,63.307
2016/04/18,41.949
2016/04/19,40.035
2016/04/20,58.417
2016/04/21,69.158
2016/04/22,35.383
2016/04/23,31.527
2016/04/24,46.617
2016/04/25,42.331
2016/04/26,31.364
2016/04/27,24.65
2016/04/28,44.395
2016/04/29,34.821
2016/04/30,76.127
2016/05/01,91.857
2016/05/02,51.719
2016/05/03,59.735
2016/05/04,61.861
2016/05/05,74.141
2016/05/06,81.204
2016/05/07,33.662
2016/05/08,43.812
2016/05/09,38.213
2016/05/10,35.775
2016/05/11,70.947
2016/05/12,85.087
2016/05/13,89.326
2016/05/14,45.163
2016/05/15,36.48
2016/05/16,47.112
2016/05/17,61.24
2016/05/18,82.34
2016/05/19,85.789
2016/05/20,93.044
2016/05/21,66.443
2016/05/22,48.868
2016/05/23,32.816
2016/05/24,22.593
2016/05/25,25.709
2016/05/26,23.885
2016/05/27,33.04
2016/05/28,90.858
2016/05/29,48.631
2016/05/30,39.52
2016/05/31,40.829
2016/06/01,57.997
2016/06/02,36.871
2016/06/03,31.761
2016/06/04,36.507
2016/06/05,32.885
2016/06/06,57.835
2016/06/07,96.592
2016/06/08,42.759
2016/06/09,43.879
2016/06/10,42.339
2016/06/11,43.005
2016/06/12,41.616
2016/06/13,73.3
2016/06/14,76.94
2016/06/15,58.207
2016/06/16,86.155
2016/06/17,98.404
2016/06/18,86.317
2016/06/19,30.943
2016/06/20,30.913
2016/06/21,45.785
2016/06/22,37.008
2016/06/23,29.676
2016/06/24,37.439
2016/06/25,34.441
2016/06/26,29.007
2016/06/27,33.325
2016/06/28,34.403
2016/06/29,69.568
2016/06/30,81.411
2016/07/01,50.882
2016/07/02,24.647
2016/07/03,37.773
2016/07/04,31.019
2016/07/05,34.682
2016/07/06,38.749
2016/07/07,23.851
2016/07/08,62.862
2016/07/09,80.672
2016/07/10,38.065
2016/07/11,39.615
2016/07/12,46.187
2016/07/13,34.912
2016/07/14,51.939
2016/07/15,52.924
2016/07/16,34.551
2016/07/17,24.391
2016/07/18,48.264
2016/07/19,49.291
2016/07/20,94.57
2016/07/21,45.314
2016/07/22,49.679
2016/07/23,50.852
2016/07/24,37.12
2016/07/25,47.603
2016/07/26,45.907
2016/07/27,41.188
2016/07/28,87.606
2016/07/29,51.658
2016/07/30,35.801
2016/07/31,29.66
2016/08/01,30.779
2016/08/02,26.582
2016/08/03,21.733
2016/08/04,45.011
2016/08/05,45.488
2016/08/06,30.943
2016/08/07,42.797
2016/08/08,91.235
2016/08/09,42.963
2016/08/10,49.616
2016/08/11,42.783
2016/08/12,44.554
2016/08/13,34.195
2016/08/14,30.76
2016/08/15,41.116
2016/08/16,39.108
2016/08/17,36.732
2016/08/18,75.338
2016/08/19,47.906
2016/08/20,38.676
2016/08/21,55.423
2016/08/22,55.786
2016/08/23,96.833
2016/08/24,39.222
2016/08/25,40.357
2016/08/26,42.517
2016/08/27,36.216
2016/08/28,36.021
2016/08/29,44.861
2016/08/30,56.664
2016/08/31,50.424
2016/09/01,68.145
2016/09/02,86.122
2016/09/03,37.544
2016/09/04,75.31
2016/09/05,42.127
2016/09/06,42.306
2016/09/07,45.847
2016/09/08,50.752
2016/09/09,60.447
2016/09/10,32.962
2016/09/11,42.412
2016/09/12,67.522
2016/09/13,52.364
2016/09/14,40.324
2016/09/15,48.116
2016/09/16,78.983
2016/09/17,63.424
2016/09/18,72.267
2016/09/19,38.561
2016/09/20,30.182
2016/09/21,59.059
2016/09/22,91.506
2016/09/23,94.402
2016/09/24,96.297
2016/09/25,96.969
2016/09/26,99.166
2016/09/27,60.792
2016/09/28,39.484
2016/09/29,24.118
2016/09/30,31.303
2016/10/01,61.92
2016/10/02,61.701
2016/10/03,40.006
2016/10/04,51.094
2016/10/05,52.33
2016/10/06,32.525
2016/10/07,22.909
2016/10/08,52.205
2016/10/09,38.883
2016/10/10,25.517
2016/10/11,15.304
2016/10/12,61.735
2016/10/13,91.136
2016/10/14,46.4
2016/10/15,51.595
2016/10/16,48.116
2016/10/17,46.398
2016/10/18,50.877
2016/10/19,73.568
2016/10/20,28.614
2016/10/21,20.154
2016/10/22,20.534
