Date,mediantransactionvalue30trxUSD
2016/07/26,-0.163
2016/07/27,-0.141
2016/07/28,-0.117
2016/07/29,-0.096
2016/07/30,-0.076
2016/07/31,-0.056
2016/08/01,-0.038
2016/08/02,-0.023
2016/08/03,-0.029
2016/08/04,-0.033
2016/08/05,-0.036
2016/08/06,-0.039
2016/08/07,-0.041
2016/08/08,-0.042
2016/08/09,-0.04
2016/08/10,-0.038
2016/08/11,-0.04
2016/08/12,-0.05
2016/08/13,-0.066
2016/08/14,-0.077
2016/08/15,-0.089
2016/08/16,-0.113
2016/08/17,-0.144
2016/08/18,-0.182
2016/08/19,-0.221
2016/08/20,-0.257
2016/08/21,-0.291
2016/08/22,-0.326
2016/08/23,-0.363
2016/08/24,-0.405
2016/08/25,-0.452
2016/08/26,-0.502
2016/08/27,-0.552
2016/08/28,-0.59
2016/08/29,-0.632
2016/08/30,-0.674
2016/08/31,-0.709
2016/09/01,-0.725
2016/09/02,-0.751
2016/09/03,-0.769
2016/09/04,-0.787
2016/09/05,-0.793
2016/09/06,-0.804
2016/09/07,-0.825
2016/09/08,-0.854
2016/09/09,-0.889
2016/09/10,-0.912
2016/09/11,-0.915
2016/09/12,-0.914
2016/09/13,-0.895
2016/09/14,-0.888
2016/09/15,-0.892
2016/09/16,-0.905
2016/09/17,-0.913
2016/09/18,-0.907
2016/09/19,-0.879
2016/09/20,-0.831
2016/09/21,-0.766
2016/09/22,-0.723
2016/09/23,-0.664
2016/09/24,-0.592
2016/09/25,-0.511
2016/09/26,-0.423
2016/09/27,-0.329
2016/09/28,-0.232
2016/09/29,-0.132
2016/09/30,-0.032
2016/10/01,0.041
2016/10/02,0.116
2016/10/03,0.193
2016/10/04,0.226
2016/10/05,0.256
2016/10/06,0.271
2016/10/07,0.294
2016/10/08,0.322
2016/10/09,0.354
2016/10/10,0.386
2016/10/11,0.418
2016/10/12,0.443
2016/10/13,0.434
2016/10/14,0.432
2016/10/15,0.437
2016/10/16,0.446
2016/10/17,0.458
2016/10/18,0.457
2016/10/19,0.462
2016/10/20,0.47
2016/10/21,0.453
2016/10/22,0.444
2016/10/23,0.44
2016/10/24,0.417
2016/10/25,0.391
2016/10/26,0.372
2016/10/27,0.359
2016/10/28,0.351
2016/10/29,0.344
2016/10/30,0.339
2016/10/31,0.336
2016/11/01,0.32
2016/11/02,0.296
2016/11/03,0.277
2016/11/04,0.264
2016/11/05,0.255
2016/11/06,0.25
2016/11/07,0.246
2016/11/08,0.245
2016/11/09,0.244
2016/11/10,0.244
2016/11/11,0.244
2016/11/12,0.242
2016/11/13,0.24
2016/11/14,0.236
2016/11/15,0.232
2016/11/16,0.227
2016/11/17,0.221
2016/11/18,0.214
2016/11/19,0.206
2016/11/20,0.196
2016/11/21,0.186
2016/11/22,0.154
2016/11/23,0.101
2016/11/24,0.056
2016/11/25,-0.008
2016/11/26,-0.067
2016/11/27,-0.133
2016/11/28,-0.202
2016/11/29,-0.271
2016/11/30,-0.338
2016/12/01,-0.392
2016/12/02,-0.437
2016/12/03,-0.474
2016/12/04,-0.508
2016/12/05,-0.536
2016/12/06,-0.561
2016/12/07,-0.581
2016/12/08,-0.593
2016/12/09,-0.599
2016/12/10,-0.6
2016/12/11,-0.597
2016/12/12,-0.59
2016/12/13,-0.591
2016/12/14,-0.602
2016/12/15,-0.619
2016/12/16,-0.639
2016/12/17,-0.652
2016/12/18,-0.659
2016/12/19,-0.672
2016/12/20,-0.686
2016/12/21,-0.707
2016/12/22,-0.738
2016/12/23,-0.76
2016/12/24,-0.774
2016/12/25,-0.781
2016/12/26,-0.782
2016/12/27,-0.785
2016/12/28,-0.79
2016/12/29,-0.786
2016/12/30,-0.786
2016/12/31,-0.777
2017/01/01,-0.76
2017/01/02,-0.736
2017/01/03,-0.715
2017/01/04,-0.68
2017/01/05,-0.633
2017/01/06,-0.579
2017/01/07,-0.519
2017/01/08,-0.454
2017/01/09,-0.385
2017/01/10,-0.327
2017/01/11,-0.266
2017/01/12,-0.223
2017/01/13,-0.199
2017/01/14,-0.171
2017/01/15,-0.156
2017/01/16,-0.133
2017/01/17,-0.116
2017/01/18,-0.09
2017/01/19,-0.057
2017/01/20,-0.018
2017/01/21,0.028
2017/01/22,0.057
2017/01/23,0.079
2017/01/24,0.083
2017/01/25,0.077
2017/01/26,0.063
2017/01/27,0.045
2017/01/28,0.022
2017/01/29,0.01
2017/01/30,-0.007
2017/01/31,-0.009
2017/02/01,-0.014
2017/02/02,-0.006
2017/02/03,0.013
2017/02/04,0.042
2017/02/05,0.074
2017/02/06,0.107
2017/02/07,0.124
2017/02/08,0.129
2017/02/09,0.136
2017/02/10,0.137
2017/02/11,0.135
2017/02/12,0.143
2017/02/13,0.142
2017/02/14,0.139
2017/02/15,0.146
2017/02/16,0.169
2017/02/17,0.199
2017/02/18,0.24
2017/02/19,0.284
2017/02/20,0.321
2017/02/21,0.335
2017/02/22,0.338
2017/02/23,0.355
2017/02/24,0.378
2017/02/25,0.392
2017/02/26,0.419
2017/02/27,0.459
2017/02/28,0.514
2017/03/01,0.58
2017/03/02,0.66
2017/03/03,0.757
2017/03/04,0.863
2017/03/05,0.973
2017/03/06,1.085
2017/03/07,1.163
2017/03/08,1.24
2017/03/09,1.286
2017/03/10,1.335
2017/03/11,1.39
2017/03/12,1.454
2017/03/13,1.54
2017/03/14,1.642
2017/03/15,1.76
2017/03/16,1.915
2017/03/17,2.111
2017/03/18,2.31
2017/03/19,2.506
2017/03/20,2.702
2017/03/21,2.881
2017/03/22,3.043
2017/03/23,3.145
2017/03/24,3.248
2017/03/25,3.355
2017/03/26,3.411
2017/03/27,3.393
2017/03/28,3.345
2017/03/29,3.267
2017/03/30,3.186
2017/03/31,3.114
2017/04/01,3.024
2017/04/02,2.965
2017/04/03,2.92
2017/04/04,2.881
2017/04/05,2.844
2017/04/06,2.81
2017/04/07,2.725
2017/04/08,2.622
2017/04/09,2.498
2017/04/10,2.373
2017/04/11,2.243
2017/04/12,2.11
2017/04/13,1.98
2017/04/14,1.85
2017/04/15,1.718
2017/04/16,1.582
2017/04/17,1.456
2017/04/18,1.339
2017/04/19,1.232
2017/04/20,1.122
2017/04/21,1.011
2017/04/22,0.91
2017/04/23,0.814
2017/04/24,0.741
2017/04/25,0.659
2017/04/26,0.582
2017/04/27,0.506
2017/04/28,0.443
2017/04/29,0.398
2017/04/30,0.374
2017/05/01,0.367
2017/05/02,0.372
2017/05/03,0.387
2017/05/04,0.419
2017/05/05,0.514
2017/05/06,0.627
2017/05/07,0.765
2017/05/08,0.933
2017/05/09,1.116
2017/05/10,1.277
2017/05/11,1.394
2017/05/12,1.487
2017/05/13,1.544
2017/05/14,1.578
2017/05/15,1.577
2017/05/16,1.576
2017/05/17,1.606
2017/05/18,1.609
2017/05/19,1.629
2017/05/20,1.623
2017/05/21,1.601
2017/05/22,1.611
2017/05/23,1.621
2017/05/24,1.657
2017/05/25,1.714
2017/05/26,1.775
2017/05/27,1.829
2017/05/28,1.843
2017/05/29,1.844
2017/05/30,1.858
2017/05/31,1.982
2017/06/01,2.093
2017/06/02,2.152
2017/06/03,2.191
2017/06/04,2.2
2017/06/05,2.212
2017/06/06,2.218
2017/06/07,2.196
2017/06/08,2.153
2017/06/09,2.095
2017/06/10,2.058
2017/06/11,2.044
2017/06/12,2.106
2017/06/13,2.169
2017/06/14,2.221
2017/06/15,2.272
2017/06/16,2.291
2017/06/17,2.284
2017/06/18,2.253
2017/06/19,2.203
2017/06/20,2.277
2017/06/21,2.429
2017/06/22,2.534
2017/06/23,2.589
2017/06/24,2.604
2017/06/25,2.571
2017/06/26,2.532
2017/06/27,2.456
2017/06/28,2.349
2017/06/29,2.224
2017/06/30,2.088
2017/07/01,1.943
2017/07/02,1.787
2017/07/03,1.624
2017/07/04,1.458
2017/07/05,1.291
2017/07/06,1.127
2017/07/07,0.954
2017/07/08,0.786
2017/07/09,0.624
2017/07/10,0.467
2017/07/11,0.321
2017/07/12,0.18
2017/07/13,0.043
2017/07/14,-0.087
2017/07/15,-0.208
2017/07/16,-0.323
2017/07/17,-0.433
2017/07/18,-0.534
2017/07/19,-0.63
2017/07/20,-0.721
2017/07/21,-0.808
2017/07/22,-0.89
2017/07/23,-0.968
2017/07/24,-1.043
2017/07/25,-1.111
2017/07/26,-1.174
2017/07/27,-1.23
2017/07/28,-1.284
2017/07/29,-1.332
2017/07/30,-1.377
2017/07/31,-1.419
2017/08/01,-1.45
2017/08/02,-1.474
2017/08/03,-1.494
2017/08/04,-1.515
2017/08/05,-1.532
2017/08/06,-1.548
2017/08/07,-1.558
2017/08/08,-1.566
2017/08/09,-1.56
2017/08/10,-1.553
2017/08/11,-1.545
2017/08/12,-1.536
2017/08/13,-1.527
2017/08/14,-1.522
2017/08/15,-1.508
2017/08/16,-1.488
2017/08/17,-1.466
2017/08/18,-1.43
2017/08/19,-1.403
2017/08/20,-1.378
2017/08/21,-1.351
2017/08/22,-1.326
2017/08/23,-1.3
2017/08/24,-1.273
2017/08/25,-1.245
2017/08/26,-1.226
2017/08/27,-1.214
2017/08/28,-1.199
2017/08/29,-1.18
2017/08/30,-1.158
2017/08/31,-1.114
2017/09/01,-1.069
2017/09/02,-1.025
2017/09/03,-0.984
2017/09/04,-0.945
2017/09/05,-0.911
2017/09/06,-0.889
2017/09/07,-0.878
2017/09/08,-0.88
2017/09/09,-0.895
2017/09/10,-0.916
2017/09/11,-0.931
2017/09/12,-0.941
2017/09/13,-0.949
2017/09/14,-0.956
2017/09/15,-0.954
2017/09/16,-0.951
2017/09/17,-0.957
2017/09/18,-0.968
2017/09/19,-0.973
2017/09/20,-0.974
2017/09/21,-0.979
2017/09/22,-0.987
2017/09/23,-0.997
2017/09/24,-1.011
2017/09/25,-1.027
2017/09/26,-1.047
2017/09/27,-1.068
2017/09/28,-1.09
2017/09/29,-1.117
2017/09/30,-1.147
2017/10/01,-1.175
2017/10/02,-1.2
2017/10/03,-1.222
2017/10/04,-1.242
2017/10/05,-1.261
2017/10/06,-1.28
2017/10/07,-1.295
2017/10/08,-1.309
2017/10/09,-1.33
2017/10/10,-1.347
2017/10/11,-1.367
2017/10/12,-1.39
2017/10/13,-1.393
2017/10/14,-1.391
2017/10/15,-1.387
2017/10/16,-1.397
2017/10/17,-1.419
2017/10/18,-1.451
2017/10/19,-1.49
2017/10/20,-1.537
2017/10/21,-1.59
2017/10/22,-1.646
2017/10/23,-1.706
2017/10/24,-1.769
2017/10/25,-1.833
2017/10/26,-1.899
2017/10/27,-1.967
2017/10/28,-2.034
2017/10/29,-2.102
2017/10/30,-2.17
2017/10/31,-2.237
2017/11/01,-2.304
2017/11/02,-2.368
2017/11/03,-2.432
2017/11/04,-2.495
2017/11/05,-2.557
2017/11/06,-2.618
2017/11/07,-2.678
2017/11/08,-2.735
2017/11/09,-2.788
2017/11/10,-2.83
2017/11/11,-2.87
2017/11/12,-2.868
2017/11/13,-2.856
2017/11/14,-2.832
2017/11/15,-2.783
2017/11/16,-2.738
2017/11/17,-2.676
2017/11/18,-2.62
2017/11/19,-2.561
2017/11/20,-2.513
2017/11/21,-2.437
2017/11/22,-2.334
2017/11/23,-2.205
2017/11/24,-2.048
2017/11/25,-1.913
2017/11/26,-1.796
2017/11/27,-1.646
2017/11/28,-1.466
2017/11/29,-1.23
2017/11/30,-0.981
2017/12/01,-0.75
2017/12/02,-0.54
2017/12/03,-0.358
2017/12/04,-0.164
2017/12/05,0.043
2017/12/06,0.467
2017/12/07,0.873
2017/12/08,1.22
2017/12/09,1.489
2017/12/10,1.682
2017/12/11,1.822
2017/12/12,1.959
2017/12/13,2.143
2017/12/14,2.418
2017/12/15,2.715
2017/12/16,2.975
2017/12/17,3.201
2017/12/18,3.443
2017/12/19,3.742
2017/12/20,4.187
2017/12/21,4.711
2017/12/22,5.28
2017/12/23,5.675
2017/12/24,5.897
2017/12/25,5.972
2017/12/26,5.964
2017/12/27,5.908
2017/12/28,5.806
2017/12/29,5.767
2017/12/30,5.839
2017/12/31,5.818
2018/01/01,5.717
2018/01/02,5.626
2018/01/03,5.654
2018/01/04,6.037
2018/01/05,6.468
2018/01/06,6.764
2018/01/07,6.921
2018/01/08,6.991
2018/01/09,7.051
2018/01/10,7.097
2018/01/11,7.084
2018/01/12,6.958
2018/01/13,6.731
2018/01/14,6.433
2018/01/15,6.155
2018/01/16,5.924
2018/01/17,5.72
2018/01/18,5.505
2018/01/19,5.239
2018/01/20,4.927
2018/01/21,4.639
2018/01/22,4.342
2018/01/23,4.042
2018/01/24,3.743
2018/01/25,3.44
2018/01/26,3.156
2018/01/27,2.883
2018/01/28,2.619
2018/01/29,2.377
2018/01/30,2.153
2018/01/31,1.945
2018/02/01,1.772
2018/02/02,1.614
2018/02/03,1.455
2018/02/04,1.294
2018/02/05,1.138
2018/02/06,0.987
2018/02/07,0.84
2018/02/08,0.693
2018/02/09,0.547
2018/02/10,0.403
2018/02/11,0.255
2018/02/12,0.109
2018/02/13,-0.034
2018/02/14,-0.169
2018/02/15,-0.295
2018/02/16,-0.417
2018/02/17,-0.537
2018/02/18,-0.655
2018/02/19,-0.772
2018/02/20,-0.887
2018/02/21,-1.001
2018/02/22,-1.111
2018/02/23,-1.219
2018/02/24,-1.325
2018/02/25,-1.429
2018/02/26,-1.529
2018/02/27,-1.625
2018/02/28,-1.715
2018/03/01,-1.801
2018/03/02,-1.886
2018/03/03,-1.969
2018/03/04,-2.051
2018/03/05,-2.129
2018/03/06,-2.203
2018/03/07,-2.265
2018/03/08,-2.325
2018/03/09,-2.382
2018/03/10,-2.437
2018/03/11,-2.492
2018/03/12,-2.547
2018/03/13,-2.601
2018/03/14,-2.653
2018/03/15,-2.704
2018/03/16,-2.754
2018/03/17,-2.804
2018/03/18,-2.853
2018/03/19,-2.901
2018/03/20,-2.949
2018/03/21,-2.996
2018/03/22,-3.04
2018/03/23,-3.082
2018/03/24,-3.118
2018/03/25,-3.153
2018/03/26,-3.187
2018/03/27,-3.219
2018/03/28,-3.25
2018/03/29,-3.277
2018/03/30,-3.303
2018/03/31,-3.329
2018/04/01,-3.356
2018/04/02,-3.383
2018/04/03,-3.411
2018/04/04,-3.439
2018/04/05,-3.468
2018/04/06,-3.496
2018/04/07,-3.525
2018/04/08,-3.554
2018/04/09,-3.583
2018/04/10,-3.612
2018/04/11,-3.64
2018/04/12,-3.669
2018/04/13,-3.697
2018/04/14,-3.725
2018/04/15,-3.753
2018/04/16,-3.78
2018/04/17,-3.808
2018/04/18,-3.835
2018/04/19,-3.862
2018/04/20,-3.888
2018/04/21,-3.915
2018/04/22,-3.94
2018/04/23,-3.966
2018/04/24,-3.99
2018/04/25,-4.015
2018/04/26,-4.039
2018/04/27,-4.063
2018/04/28,-4.087
2018/04/29,-4.11
2018/04/30,-4.132
2018/05/01,-4.154
2018/05/02,-4.174
2018/05/03,-4.193
2018/05/04,-4.028
2018/05/05,-3.875
2018/05/06,-3.731
2018/05/07,-3.6
2018/05/08,-3.483
2018/05/09,-3.379
2018/05/10,-3.287
2018/05/11,-3.207
2018/05/12,-3.138
2018/05/13,-3.08
2018/05/14,-3.025
2018/05/15,-2.98
2018/05/16,-2.943
2018/05/17,-2.913
2018/05/18,-2.888
2018/05/19,-2.872
2018/05/20,-2.862
2018/05/21,-2.856
2018/05/22,-2.856
2018/05/23,-2.86
2018/05/24,-2.867
2018/05/25,-2.878
2018/05/26,-2.893
2018/05/27,-2.911
2018/05/28,-2.929
2018/05/29,-2.951
2018/05/30,-2.972
2018/05/31,-2.993
2018/06/01,-3.014
2018/06/02,-3.038
2018/06/03,-3.063
2018/06/04,-3.09
2018/06/05,-3.118
2018/06/06,-3.146
2018/06/07,-3.175
2018/06/08,-3.206
2018/06/09,-3.236
2018/06/10,-3.268
2018/06/11,-3.299
2018/06/12,-3.331
2018/06/13,-3.363
2018/06/14,-3.395
2018/06/15,-3.426
2018/06/16,-3.457
2018/06/17,-3.488
2018/06/18,-3.519
2018/06/19,-3.55
2018/06/20,-3.581
2018/06/21,-3.612
2018/06/22,-3.642
2018/06/23,-3.672
2018/06/24,-3.702
2018/06/25,-3.73
2018/06/26,-3.759
2018/06/27,-3.787
2018/06/28,-3.814
2018/06/29,-3.841
2018/06/30,-3.867
2018/07/01,-3.892
2018/07/02,-3.656
2018/07/03,-3.441
2018/07/04,-2.959
2018/07/05,-2.468
2018/07/06,-1.831
2018/07/07,-1.241
2018/07/08,-0.749
2018/07/09,-0.354
2018/07/10,-0.049
2018/07/11,0.176
2018/07/12,0.331
2018/07/13,0.425
2018/07/14,0.476
2018/07/15,0.545
2018/07/16,0.566
2018/07/17,0.55
2018/07/18,0.502
2018/07/19,0.431
2018/07/20,0.341
2018/07/21,0.237
2018/07/22,0.123
2018/07/23,0.001
2018/07/24,-0.125
2018/07/25,-0.254
2018/07/26,-0.384
2018/07/27,-0.514
2018/07/28,-0.643
2018/07/29,-0.771
2018/07/30,-0.896
2018/07/31,-1.018
2018/08/01,-1.138
2018/08/02,-1.255
2018/08/03,-1.368
2018/08/04,-1.478
2018/08/05,-1.585
2018/08/06,-1.689
2018/08/07,-1.746
2018/08/08,-1.397
2018/08/09,-0.778
2018/08/10,-0.131
2018/08/11,0.38
2018/08/12,0.763
2018/08/13,1.034
2018/08/14,1.21
2018/08/15,1.304
2018/08/16,1.334
2018/08/17,1.426
2018/08/18,1.451
2018/08/19,1.422
2018/08/20,1.352
2018/08/21,1.251
2018/08/22,1.127
2018/08/23,0.987
2018/08/24,0.838
2018/08/25,0.683
2018/08/26,0.523
2018/08/27,0.361
2018/08/28,0.203
2018/08/29,0.047
2018/08/30,-0.108
2018/08/31,-0.257
2018/09/01,-0.404
2018/09/02,-0.548
2018/09/03,-0.687
2018/09/04,-0.818
2018/09/05,-0.94
2018/09/06,-1.029
2018/09/07,-1.119
2018/09/08,-1.21
2018/09/09,-1.302
2018/09/10,-1.39
2018/09/11,-1.476
2018/09/12,-1.56
2018/09/13,-1.638
2018/09/14,-1.71
2018/09/15,-1.782
2018/09/16,-1.852
2018/09/17,-1.923
2018/09/18,-1.989
2018/09/19,-2.04
2018/09/20,-2.072
2018/09/21,-2.05
2018/09/22,-2.024
2018/09/23,-2.004
2018/09/24,-1.964
2018/09/25,-1.924
2018/09/26,-1.885
2018/09/27,-1.824
2018/09/28,-1.745
2018/09/29,-1.648
2018/09/30,-1.554
2018/10/01,-1.45
2018/10/02,-1.367
2018/10/03,-1.31
2018/10/04,-1.274
2018/10/05,-1.257
2018/10/06,-1.258
2018/10/07,-1.272
2018/10/08,-1.298
2018/10/09,-1.334
2018/10/10,-1.374
2018/10/11,-1.422
2018/10/12,-1.476
2018/10/13,-1.534
2018/10/14,-1.597
2018/10/15,-1.659
2018/10/16,-1.723
2018/10/17,-1.788
2018/10/18,-1.855
2018/10/19,-1.923
2018/10/20,-1.992
2018/10/21,-2.061
2018/10/22,-2.129
2018/10/23,-2.196
2018/10/24,-2.237
2018/10/25,-2.274
2018/10/26,-2.305
2018/10/27,-2.34
2018/10/28,-2.376
2018/10/29,-2.413
2018/10/30,-2.453
2018/10/31,-2.493
2018/11/01,-2.536
2018/11/02,-2.58
2018/11/03,-2.625
2018/11/04,-2.67
2018/11/05,-2.712
2018/11/06,-2.754
2018/11/07,-2.797
2018/11/08,-2.84
2018/11/09,-2.872
2018/11/10,-2.904
2018/11/11,-2.938
2018/11/12,-2.972
2018/11/13,-3.005
2018/11/14,-3.024
2018/11/15,-3.008
2018/11/16,-2.998
2018/11/17,-2.994
2018/11/18,-2.994
2018/11/19,-2.927
2018/11/20,-2.86
2018/11/21,-2.806
2018/11/22,-2.763
2018/11/23,-2.73
2018/11/24,-2.706
2018/11/25,-2.685
2018/11/26,-2.671
2018/11/27,-2.665
2018/11/28,-2.665
2018/11/29,-2.67
2018/11/30,-2.67
2018/12/01,-2.675
2018/12/02,-2.685
2018/12/03,-2.696
2018/12/04,-2.712
2018/12/05,-2.731
2018/12/06,-2.754
2018/12/07,-2.769
2018/12/08,-2.782
2018/12/09,-2.796
2018/12/10,-2.81
2018/12/11,-2.828
2018/12/12,-2.849
2018/12/13,-2.873
2018/12/14,-2.898
2018/12/15,-2.926
2018/12/16,-2.953
2018/12/17,-2.981
2018/12/18,-3.011
2018/12/19,-3.042
2018/12/20,-3.074
2018/12/21,-3.107
2018/12/22,-3.141
2018/12/23,-3.175
2018/12/24,-3.21
2018/12/25,-3.245
2018/12/26,-3.28
2018/12/27,-3.315
2018/12/28,-3.35
2018/12/29,-3.385
2018/12/30,-3.385
2018/12/31,-3.389
2019/01/01,-3.396
2019/01/02,-3.405
2019/01/03,-3.416
2019/01/04,-3.429
2019/01/05,-3.444
2019/01/06,-3.46
2019/01/07,-3.478
2019/01/08,-3.492
2019/01/09,-3.508
2019/01/10,-3.525
2019/01/11,-3.54
2019/01/12,-3.556
2019/01/13,-3.573
2019/01/14,-3.491
2019/01/15,-3.35
2019/01/16,-3.225
2019/01/17,-3.116
2019/01/18,-3.021
2019/01/19,-2.941
2019/01/20,-2.873
2019/01/21,-2.817
2019/01/22,-2.773
2019/01/23,-2.738
2019/01/24,-2.713
2019/01/25,-2.696
2019/01/26,-2.687
2019/01/27,-2.684
2019/01/28,-2.65
2019/01/29,-2.625
2019/01/30,-2.61
2019/01/31,-2.602
2019/02/01,-2.601
2019/02/02,-2.606
2019/02/03,-2.616
2019/02/04,-2.631
2019/02/05,-2.651
2019/02/06,-2.674
2019/02/07,-2.7
2019/02/08,-2.729
2019/02/09,-2.76
2019/02/10,-2.793
2019/02/11,-2.827
2019/02/12,-2.863
2019/02/13,-2.9
2019/02/14,-2.938
2019/02/15,-2.976
2019/02/16,-3.015
2019/02/17,-3.054
2019/02/18,-3.083
2019/02/19,-3.112
2019/02/20,-3.143
2019/02/21,-3.174
2019/02/22,-3.207
2019/02/23,-3.239
2019/02/24,-3.272
2019/02/25,-3.305
2019/02/26,-3.339
2019/02/27,-3.373
2019/02/28,-3.406
2019/03/01,-3.44
2019/03/02,-3.473
2019/03/03,-3.506
2019/03/04,-3.539
2019/03/05,-3.572
2019/03/06,-3.604
2019/03/07,-3.637
2019/03/08,-3.668
2019/03/09,-3.7
2019/03/10,-3.731
2019/03/11,-3.761
2019/03/12,-3.792
2019/03/13,-3.822
2019/03/14,-3.851
2019/03/15,-3.88
2019/03/16,-3.909
2019/03/17,-3.937
2019/03/18,-3.964
2019/03/19,-3.992
2019/03/20,-4.018
2019/03/21,-4.045
2019/03/22,-4.071
2019/03/23,-4.096
2019/03/24,-4.121
2019/03/25,-4.146
2019/03/26,-4.17
2019/03/27,-4.193
2019/03/28,-4.216
2019/03/29,-4.239
2019/03/30,-4.261
2019/03/31,-4.283
2019/04/01,-4.304
2019/04/02,-4.326
2019/04/03,-4.347
2019/04/04,-4.367
2019/04/05,-4.387
2019/04/06,-4.407
2019/04/07,-4.194
2019/04/08,-3.66
2019/04/09,-2.89
2019/04/10,-2.201
2019/04/11,-1.601
2019/04/12,-0.431
2019/04/13,0.691
2019/04/14,1.565
2019/04/15,2.308
2019/04/16,2.815
2019/04/17,3.124
