Date,difficulty90mom
2016/01/01,2256610857327
2016/01/02,1941726568495
2016/01/03,2027813935283
2016/01/04,2057689825821
2016/01/05,2322324365974
2016/01/06,2444907847609
2016/01/07,2087476427510
2016/01/08,2270818384789
2016/01/09,2293302613068
2016/01/10,2191738379018
2016/01/11,2471493064002
2016/01/12,2407478358455
2016/01/13,2274306361131
2016/01/14,2920409245353
2016/01/15,2991958784674
2016/01/16,3228438388637
2016/01/17,3146419125063
2016/01/18,3618972232530
2016/01/19,3662981604107
2016/01/20,3679426644284
2016/01/21,3719687545420
2016/01/22,3608734708582
2016/01/23,3469252985053
2016/01/24,3592231857100
2016/01/25,3788365645469
2016/01/26,3764948403623
2016/01/27,3780020900252
2016/01/28,3020119398210
2016/01/29,3090257506156
2016/01/30,3095418365379
2016/01/31,3006191487961
2016/02/01,3584711439210
2016/02/02,2931563145320
2016/02/03,3274698149052
2016/02/04,3521550057470
2016/02/05,3626210625674
2016/02/06,3157522282372
2016/02/07,3296276347644
2016/02/08,3779859872891
2016/02/09,3572060344828
2016/02/10,3913135137639
2016/02/11,4123710075840
2016/02/12,3639858102855
2016/02/13,3837900345562
2016/02/14,4169821856468
2016/02/15,4721682544500
2016/02/16,4146590468689
2016/02/17,3915377040278
2016/02/18,4207120920122
2016/02/19,5050880133668
2016/02/20,5280814940849
2016/02/21,5392910094814
2016/02/22,5766937674232
2016/02/23,6266737520041
2016/02/24,6125858255980
2016/02/25,6104109230130
2016/02/26,6328631304044
2016/02/27,6843445549690
2016/02/28,6956401239359
2016/02/29,7063071277341
2016/03/01,6635452297480
2016/03/02,7401593186361
2016/03/03,7765715999649
2016/03/04,7977234132452
2016/03/05,8620981010538
2016/03/06,9694049797794
2016/03/07,9616283977686
2016/03/08,10141738401468
2016/03/09,10094019509949
2016/03/10,9945980577137
2016/03/11,10636927997116
2016/03/12,11182654348897
2016/03/13,11573684761961
2016/03/14,11296978024816
2016/03/15,9009863751860
2016/03/16,9043702662861
2016/03/17,9259157934713
2016/03/18,9581766307883
2016/03/19,10111751236084
2016/03/20,10910569041413
2016/03/21,10528293986127
2016/03/22,11035764587968
2016/03/23,10197481597676
2016/03/24,11255065224633
2016/03/25,12415950911458
2016/03/26,12825442126653
2016/03/27,13445105687837
2016/03/28,13162576660327
2016/03/29,14036206863177
2016/03/30,14279800722166
2016/03/31,15341945330118
2016/04/01,15601717771140
2016/04/02,15207220194253
2016/04/03,15961566458030
2016/04/04,16939994014677
2016/04/05,17283117864603
2016/04/06,17457034409243
2016/04/07,16337913107080
2016/04/08,17707086025728
2016/04/09,18506710660946
2016/04/10,18255642924360
2016/04/11,18122303392831
2016/04/12,17611757898953
2016/04/13,18507875199016
2016/04/14,18549102807865
2016/04/15,19104177209918
2016/04/16,19812911015816
2016/04/17,18767479831495
2016/04/18,19985205454670
2016/04/19,20615582846386
2016/04/20,20557514928377
2016/04/21,20974737333992
2016/04/22,19681808420661
2016/04/23,20735874970232
2016/04/24,20273909404836
2016/04/25,20913329083954
2016/04/26,20673277820599
2016/04/27,20634444561729
2016/04/28,21140861676537
2016/04/29,21784859406160
2016/04/30,23013068319036
2016/05/01,23566925084401
2016/05/02,21606739573512
2016/05/03,23304421731020
2016/05/04,23052506874166
2016/05/05,22696301886793
2016/05/06,23213734404262
2016/05/07,23034962041147
2016/05/08,22923542434279
2016/05/09,23637306789970
2016/05/10,24043682157845
2016/05/11,22845956478663
2016/05/12,23055486696748
2016/05/13,24717244498755
2016/05/14,24349194087238
2016/05/15,24240134520955
2016/05/16,24680389143028
2016/05/17,23741220753362
2016/05/18,25718851470075
2016/05/19,26865975851285
2016/05/20,27233582483346
2016/05/21,27695595642352
2016/05/22,26627477603244
2016/05/23,26548670223212
2016/05/24,27481193019054
2016/05/25,27442037252805
2016/05/26,27900883303866
2016/05/27,27177300312912
2016/05/28,27966457544745
2016/05/29,28681981424200
2016/05/30,28938995565951
2016/05/31,28596233690899
2016/06/01,26401668254932
2016/06/02,26762069928407
2016/06/03,28518953999349
2016/06/04,27657127975361
2016/06/05,27716702139261
2016/06/06,27786147453317
2016/06/07,28340675983158
2016/06/08,27844341864868
2016/06/09,29475796328644
2016/06/10,27207244264902
2016/06/11,26667614551108
2016/06/12,27302302222436
2016/06/13,31573893941626
2016/06/14,31862473159791
2016/06/15,31695025937660
2016/06/16,31384546224703
2016/06/17,29722887088717
2016/06/18,26261321700664
2016/06/19,30170848915376
2016/06/20,31603074642883
2016/06/21,31232643320682
2016/06/22,31202883224247
2016/06/23,32585057062963
2016/06/24,31377686714641
2016/06/25,31468642132798
2016/06/26,32124483165203
2016/06/27,32792574251301
2016/06/28,33010882165551
2016/06/29,31048917278713
2016/06/30,31249627557704
2016/07/01,31730573723058
2016/07/02,32316223801978
2016/07/03,32502798717261
2016/07/04,31728267611974
2016/07/05,32754989723996
2016/07/06,32414042948647
2016/07/07,31561551576824
2016/07/08,31019841017706
2016/07/09,29313554156704
2016/07/10,31451859665111
2016/07/11,33165898678173
2016/07/12,32493391255260
2016/07/13,32305777557156
2016/07/14,31528515799927
2016/07/15,29831538189581
2016/07/16,30369888687023
2016/07/17,30087387099609
2016/07/18,29744043803941
2016/07/19,30236943435687
2016/07/20,28057361048623
2016/07/21,30022317179353
2016/07/22,28726362751471
2016/07/23,30192503895372
2016/07/24,29387883783922
2016/07/25,26547838972148
2016/07/26,26401578019611
2016/07/27,19362962108294
2016/07/28,23026428943757
2016/07/29,21436814775493
2016/07/30,20194685638939
2016/07/31,22201653984286
2016/08/01,20280875446272
2016/08/02,16630614990719
2016/08/03,14760489784702
2016/08/04,17009367924661
2016/08/05,19219737459662
2016/08/06,18541080831850
2016/08/07,18695169210809
2016/08/08,19107184989824
2016/08/09,21915013501051
2016/08/10,24251155113367
2016/08/11,23304839410166
2016/08/12,23185309227397
2016/08/13,22559571059309
2016/08/14,22522784380192
2016/08/15,23050721996383
2016/08/16,23666353623513
2016/08/17,21945486442143
2016/08/18,21062427142013
2016/08/19,21804579492908
2016/08/20,23388207037759
2016/08/21,22770672177982
2016/08/22,23341204862350
2016/08/23,24742261383675
2016/08/24,23542444955293
2016/08/25,25595728281075
2016/08/26,27330976170091
2016/08/27,25401278237015
2016/08/28,25405382186700
2016/08/29,24561739887398
2016/08/30,26219289910752
2016/08/31,26155680895395
2016/09/01,25603807024306
2016/09/02,25130723380026
2016/09/03,23629128682572
2016/09/04,20593352550943
2016/09/05,21453910770283
2016/09/06,22307399674347
2016/09/07,20447091059449
2016/09/08,21624853296549
2016/09/09,21450776295599
2016/09/10,22361531378866
2016/09/11,22031450154806
2016/09/12,21585129441156
2016/09/13,21920338284727
2016/09/14,22861181871182
2016/09/15,24741575401943
2016/09/16,26960619563414
2016/09/17,25981364289795
2016/09/18,21053348392016
2016/09/19,12901936703377
2016/09/20,23753712120933
2016/09/21,24472469233268
2016/09/22,18531475884953
2016/09/23,19224150533775
2016/09/24,20318464811522
2016/09/25,20161645154670
2016/09/26,19609896991975
2016/09/27,16583576490796
2016/09/28,26379783223648
2016/09/29,28460845741932
2016/09/30,26711489510844
2016/10/01,18555708263372
2016/10/02,18571156879768
2016/10/03,23138653366638
2016/10/04,29459330868152
2016/10/05,23098790336284
2016/10/06,25958105645712
2016/10/07,13510495097800
2016/10/08,17746958950290
2016/10/09,25689326467473
2016/10/10,26690160140857
2016/10/11,29834998227841
2016/10/12,24321377306821
2016/10/13,23485135169339
2016/10/14,33399841429581
2016/10/15,35843262732280
2016/10/16,35394387645768
2016/10/17,31764459320339
2016/10/18,34002459229767
2016/10/19,32595355222082
2016/10/20,33229008672307
2016/10/21,41359189266034
2016/10/22,42881654504300
2016/10/23,44299324067926
2016/10/24,44206487746289
2016/10/25,53281873545996
2016/10/26,49096244795283
2016/10/27,49513000762436
2016/10/28,47056163712197
2016/10/29,30553771222430
2016/10/30,21927413797929
2016/10/31,30867423439247
2016/11/01,24717912884714
2016/11/02,13629156178276
2016/11/03,8209656533986
2016/11/04,4155018649343
2016/11/05,-572711085269
2016/11/06,-3163338630878
2016/11/07,1844478357792
2016/11/08,8404778407217
2016/11/09,8381258007289
2016/11/10,2500359694624
2016/11/11,907489008508
2016/11/12,565634562345
2016/11/13,5137223552704
2016/11/14,6542154921998
2016/11/15,8146737688851
2016/11/16,6832809409180
2016/11/17,4071307239461
2016/11/18,2990866883199
2016/11/19,8846087404484
2016/11/20,13889398438672
2016/11/21,18691492899505
2016/11/22,15585004927084
2016/11/23,8251278102855
2016/11/24,-1923452744515
2016/11/25,-3033252684908
2016/11/26,219347172728
2016/11/27,-2623723855372
2016/11/28,-570157116706
2016/11/29,-48423539929
2016/11/30,-1311557416246
2016/12/01,179889432805
2016/12/02,2755385355341
2016/12/03,8381526250882
2016/12/04,8010881438813
2016/12/05,5442829784282
2016/12/06,2602432853250
2016/12/07,5156036509065
2016/12/08,8101388868572
2016/12/09,9551100498139
2016/12/10,9807665009731
2016/12/11,11712451862973
2016/12/12,9223897365097
2016/12/13,9678220398170
2016/12/14,8561850601896
2016/12/15,9888209971421
2016/12/16,8717324939738
2016/12/17,12309951908074
2016/12/18,24859331375174
