Date,difficulty90roc
2017/10/09,141.389
2017/10/10,145.665
2017/10/11,148.139
2017/10/12,146.223
2017/10/13,150.923
2017/10/14,134.607
2017/10/15,145.953
2017/10/16,58.36
2017/10/17,15.948
2017/10/18,11.104
2017/10/19,11.903
2017/10/20,13.283
2017/10/21,11.856
2017/10/22,13.618
2017/10/23,9.594
2017/10/24,12.427
2017/10/25,12.293
2017/10/26,7.854
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,-3.176
2017/11/02,-9.263
2017/11/03,-10.476
2017/11/04,-12.115
2017/11/05,-11.138
2017/11/06,-12.373
2017/11/07,-14.995
2017/11/08,-11.853
2017/11/09,-13.386
2017/11/10,-15.535
2017/11/11,-14.969
2017/11/12,-13.97
2017/11/13,-16.004
2017/11/14,-15.452
2017/11/15,-18.066
2017/11/16,-19.955
2017/11/17,-21.864
2017/11/18,-22.473
2017/11/19,-21.443
2017/11/20,-17.468
2017/11/21,-20.162
2017/11/22,-19.984
2017/11/23,-29.507
2017/11/24,-29.575
2017/11/25,-28.35
2017/11/26,-27.183
2017/11/27,-30.257
2017/11/28,-32.41
2017/11/29,-31.358
2017/11/30,-30.929
2017/12/01,-30.669
2017/12/02,-30.218
2017/12/03,-32.719
2017/12/04,-31.384
2017/12/05,-33.822
2017/12/06,-34.847
2017/12/07,-37.022
2017/12/08,-33.106
2017/12/09,-32.172
2017/12/10,-33.005
2017/12/11,-33.662
2017/12/12,-33.039
2017/12/13,-30.545
2017/12/14,-30.633
2017/12/15,-26.97
2017/12/16,-27.21
2017/12/17,-25.385
2017/12/18,-25.077
2017/12/19,-27.069
2017/12/20,-28.654
2017/12/21,-40.728
2017/12/22,-41.712
2017/12/23,-39.152
2017/12/24,-37.418
2017/12/25,-35.81
2017/12/26,-36.015
2017/12/27,-35.636
2017/12/28,-31.629
2017/12/29,-32.566
2017/12/30,-34.582
2017/12/31,-32.91
2018/01/01,-31.835
2018/01/02,-33.546
2018/01/03,-35.854
2018/01/04,-34.92
2018/01/05,-32.35
2018/01/06,-34.861
2018/01/07,-33.447
2018/01/08,-31.154
2018/01/09,-32.958
2018/01/10,-31.109
2018/01/11,-31.527
2018/01/12,-28.043
2018/01/13,-27.736
2018/01/14,12.841
2018/01/15,53.018
2018/01/16,55.865
2018/01/17,54.569
2018/01/18,57.142
2018/01/19,54.241
2018/01/20,59.73
2018/01/21,62.988
2018/01/22,60.006
2018/01/23,61.655
2018/01/24,71.186
2018/01/25,0
2018/01/26,0
2018/01/27,0
2018/01/28,0
2018/01/29,0
2018/01/30,72.341
2018/01/31,81.994
2018/02/01,87.812
2018/02/02,92.957
2018/02/03,92.122
2018/02/04,92.455
2018/02/05,97.296
2018/02/06,91.613
2018/02/07,99.721
2018/02/08,97.379
2018/02/09,100.122
2018/02/10,90.574
2018/02/11,102.553
2018/02/12,103.191
2018/02/13,108.624
2018/02/14,111.348
2018/02/15,106.12
2018/02/16,115.236
2018/02/17,112.058
2018/02/18,101.705
2018/02/19,102.313
2018/02/20,100.491
2018/02/21,91.681
2018/02/22,92.415
2018/02/23,89.986
2018/02/24,91.513
2018/02/25,101.433
2018/02/26,100.958
2018/02/27,95.871
2018/02/28,97.866
2018/03/01,100.592
2018/03/02,95.966
2018/03/03,111.347
2018/03/04,105.126
2018/03/05,112.199
2018/03/06,112.361
2018/03/07,115.723
2018/03/08,108.506
2018/03/09,103.186
2018/03/10,104.381
2018/03/11,99.839
2018/03/12,105.042
2018/03/13,96.975
2018/03/14,91.05
2018/03/15,84.173
2018/03/16,88.091
2018/03/17,85.877
2018/03/18,83.072
2018/03/19,89.307
2018/03/20,91.209
2018/03/21,87.264
2018/03/22,86.895
2018/03/23,83.242
2018/03/24,76.598
2018/03/25,76.156
2018/03/26,78.657
2018/03/27,75.673
2018/03/28,70.02
2018/03/29,70.19
2018/03/30,71.337
2018/03/31,66.136
2018/04/01,67.416
2018/04/02,66.147
2018/04/03,64.378
2018/04/04,67.611
2018/04/05,63.017
2018/04/06,71.457
2018/04/07,65.888
2018/04/08,59.106
2018/04/09,53.717
2018/04/10,56.331
2018/04/11,51.613
2018/04/12,49.141
2018/04/13,44.151
2018/04/14,44.402
2018/04/15,43.304
2018/04/16,41.42
2018/04/17,38.793
2018/04/18,35.275
2018/04/19,36.565
2018/04/20,29.879
2018/04/21,33.523
2018/04/22,31.379
2018/04/23,32.591
2018/04/24,27.321
2018/04/25,24.793
2018/04/26,28.483
2018/04/27,26.835
2018/04/28,25.135
2018/04/29,23.132
2018/04/30,23.113
2018/05/01,18.548
2018/05/02,16.699
2018/05/03,16.711
2018/05/04,15.806
2018/05/05,17.495
2018/05/06,17.433
2018/05/07,19.4
2018/05/08,17.847
2018/05/09,15.831
2018/05/10,13.99
2018/05/11,15.903
2018/05/12,14.109
2018/05/13,15.398
2018/05/14,11.798
2018/05/15,10.492
2018/05/16,13.624
2018/05/17,9.685
2018/05/18,8.841
2018/05/19,8.203
2018/05/20,11.119
2018/05/21,13.94
2018/05/22,14.146
2018/05/23,9.089
2018/05/24,8.623
2018/05/25,7.666
2018/05/26,5.06
2018/05/27,6.091
2018/05/28,8.514
2018/05/29,5.451
2018/05/30,2.391
2018/05/31,5.591
2018/06/01,-1.227
2018/06/02,1.719
2018/06/03,2.149
2018/06/04,1.306
2018/06/05,1.208
2018/06/06,-2.3
2018/06/07,0.185
2018/06/08,0.951
2018/06/09,4.91
2018/06/10,1.917
2018/06/11,1.865
2018/06/12,6.293
2018/06/13,3.437
2018/06/14,0.107
2018/06/15,-0.138
2018/06/16,0.849
2018/06/17,0.245
2018/06/18,3.522
2018/06/19,5.328
2018/06/20,4.66
2018/06/21,5.243
2018/06/22,6.527
2018/06/23,3.979
2018/06/24,3.642
2018/06/25,3.729
2018/06/26,3.208
2018/06/27,9.523
2018/06/28,6.057
2018/06/29,5.954
2018/06/30,7.114
2018/07/01,5.117
2018/07/02,8.363
2018/07/03,8.78
2018/07/04,9.062
2018/07/05,9.342
2018/07/06,8.53
2018/07/07,10.467
2018/07/08,11.777
2018/07/09,12.606
2018/07/10,11.202
2018/07/11,7.203
2018/07/12,11.536
2018/07/13,10.022
2018/07/14,9.15
2018/07/15,9.904
2018/07/16,9.983
2018/07/17,12.109
2018/07/18,12.265
2018/07/19,11.847
2018/07/20,8.195
2018/07/21,2.85
2018/07/22,5.17
2018/07/23,12.257
2018/07/24,9.479
2018/07/25,8.167
2018/07/26,11.954
2018/07/27,11.962
2018/07/28,11.097
2018/07/29,11.299
2018/07/30,14.417
2018/07/31,13.448
2018/08/01,11.081
2018/08/02,10.968
2018/08/03,7.252
2018/08/04,8.976
2018/08/05,7.207
2018/08/06,7.53
2018/08/07,9.115
2018/08/08,9.496
2018/08/09,9.766
2018/08/10,6.394
2018/08/11,4.615
2018/08/12,5.081
2018/08/13,7.288
2018/08/14,7.88
2018/08/15,6.888
2018/08/16,6.181
2018/08/17,7.163
2018/08/18,4.041
2018/08/19,3.805
2018/08/20,5.159
2018/08/21,8.115
2018/08/22,11.489
2018/08/23,7.773
2018/08/24,5.475
2018/08/25,8.877
2018/08/26,10.436
2018/08/27,8.589
2018/08/28,9.879
2018/08/29,6.364
2018/08/30,8.905
2018/08/31,8.508
2018/09/01,7.014
2018/09/02,7.178
2018/09/03,5.373
2018/09/04,7.314
2018/09/05,8.659
2018/09/06,6.348
2018/09/07,2.911
2018/09/08,3.806
2018/09/09,-0.814
2018/09/10,-3.362
2018/09/11,-2.209
2018/09/12,-4.389
2018/09/13,-6.359
2018/09/14,-4.571
2018/09/15,-4.51
2018/09/16,-7.875
2018/09/17,-8.586
2018/09/18,-5.831
2018/09/19,-8.271
2018/09/20,-7.358
2018/09/21,-8.318
2018/09/22,-5.117
2018/09/23,-4.348
2018/09/24,-2.919
2018/09/25,-7.575
2018/09/26,-3.606
2018/09/27,-3.024
2018/09/28,-5.315
2018/09/29,-2.849
2018/09/30,-3.89
2018/10/01,-6.229
2018/10/02,-6.543
2018/10/03,-9.39
2018/10/04,-7.123
2018/10/05,-7.047
2018/10/06,-5.796
2018/10/07,-7.246
2018/10/08,-5.358
2018/10/09,-2.017
2018/10/10,-4.273
2018/10/11,-6.574
2018/10/12,-5.47
2018/10/13,-6.594
2018/10/14,-6.523
2018/10/15,-6.822
2018/10/16,-7.842
2018/10/17,-7.105
2018/10/18,-5.552
2018/10/19,-0.705
2018/10/20,-5.634
2018/10/21,-11.026
2018/10/22,-9.087
2018/10/23,-10.81
2018/10/24,-10.818
2018/10/25,-10.872
2018/10/26,-13.544
2018/10/27,-12.079
2018/10/28,-13.09
2018/10/29,-13.539
2018/10/30,-11.828
2018/10/31,-12.539
2018/11/01,-11.956
2018/11/02,-15.738
2018/11/03,-15.887
2018/11/04,-15.627
2018/11/05,-16.178
2018/11/06,-16.089
2018/11/07,-16.73
2018/11/08,-14.52
2018/11/09,-15.495
2018/11/10,-14.083
2018/11/11,-11.942
2018/11/12,-15.16
2018/11/13,-13.527
2018/11/14,-10.879
2018/11/15,-11.864
2018/11/16,-10.246
2018/11/17,-13.114
2018/11/18,-14.392
2018/11/19,-14.783
2018/11/20,-18.604
2018/11/21,-19.185
2018/11/22,-19.658
2018/11/23,-21.023
2018/11/24,-22.766
2018/11/25,-22.555
2018/11/26,-22.814
2018/11/27,-27.193
2018/11/28,-30.082
2018/11/29,-30.203
2018/11/30,-29.224
2018/12/01,-25.789
2018/12/02,-28.8
2018/12/03,-28.661
2018/12/04,-28.196
2018/12/05,-29.434
2018/12/06,-28.125
2018/12/07,-30.078
2018/12/08,-28.055
2018/12/09,-28.933
2018/12/10,-26.201
2018/12/11,-24.977
2018/12/12,-25.963
2018/12/13,-29.392
2018/12/14,-29.559
2018/12/15,-28.988
2018/12/16,-29.218
2018/12/17,-29.491
2018/12/18,-29.985
2018/12/19,-29.026
2018/12/20,-27.98
2018/12/21,-30.955
2018/12/22,-30.212
2018/12/23,-29.52
2018/12/24,-25.955
2018/12/25,-25.192
2018/12/26,-22.898
2018/12/27,-23.943
2018/12/28,-24.921
2018/12/29,-25.198
2018/12/30,-23.068
2018/12/31,-22.034
2019/01/01,-25.661
2019/01/02,-25.673
2019/01/03,-20.927
2019/01/04,-20.306
2019/01/05,-19.478
2019/01/06,-18.578
2019/01/07,-17.869
2019/01/08,-19.008
2019/01/09,-16.02
2019/01/10,-17.387
2019/01/11,-15.78
2019/01/12,-18.504
2019/01/13,-18.888
2019/01/14,-17.852
2019/01/15,-15.291
2019/01/16,-19.043
2019/01/17,-19.69
2019/01/18,-18.546
2019/01/19,-15.703
2019/01/20,-14.161
2019/01/21,-8.356
2019/01/22,-8.534
2019/01/23,-11.832
2019/01/24,-8.473
2019/01/25,-10.079
2019/01/26,-11.219
2019/01/27,-10.234
2019/01/28,-15.946
2019/01/29,-21.383
2019/01/30,-21.461
2019/01/31,-17.931
2019/02/01,-19.754
2019/02/02,-22.238
2019/02/03,-21.234
2019/02/04,-21.621
2019/02/05,-21.272
2019/02/06,-23.296
2019/02/07,-22.279
2019/02/08,-20.924
2019/02/09,-23.109
2019/02/10,-6.923
2019/02/11,-7.982
2019/02/12,-7.095
2019/02/13,-8.343
2019/02/14,-10.526
2019/02/15,-8.474
2019/02/16,-6.695
2019/02/17,-6.979
2019/02/18,-4.266
2019/02/19,5.076
2019/02/20,6.443
2019/02/21,6.199
2019/02/22,5.547
2019/02/23,11.549
2019/02/24,11.738
2019/02/25,17.877
2019/02/26,24.104
2019/02/27,22.973
2019/02/28,20.688
2019/03/01,-18.961
2019/03/02,-20.705
2019/03/03,-21.172
2019/03/04,-23.493
2019/03/05,-20.704
2019/03/06,-21.766
2019/03/07,-19.317
2019/03/08,-16.445
2019/03/09,-17.73
2019/03/10,-20.145
2019/03/11,-19.876
2019/03/12,-17.915
2019/03/13,-17.023
2019/03/14,-16.42
2019/03/15,-16.344
2019/03/16,-14.848
2019/03/17,-15.158
2019/03/18,-15.17
2019/03/19,-19.751
2019/03/20,-16.746
2019/03/21,-17.749
2019/03/22,-18.761
2019/03/23,-20.312
2019/03/24,-22.608
2019/03/25,-24.958
2019/03/26,-28.988
2019/03/27,-29.518
2019/03/28,-27.598
2019/03/29,-26.54
2019/03/30,-31.131
2019/03/31,-31.259
2019/04/01,-24.538
2019/04/02,-25.895
2019/04/03,-30.961
2019/04/04,-29.806
2019/04/05,-30.94
2019/04/06,-31.642
2019/04/07,-32.514
2019/04/08,-31.59
2019/04/09,-31.525
2019/04/10,-29.768
2019/04/11,-29.626
2019/04/12,-28.412
2019/04/13,-27.213
2019/04/14,-26.725
2019/04/15,-28.806
2019/04/16,-27.625
2019/04/17,-27.81
2019/04/18,-27.897
2019/04/19,-28.644
2019/04/20,-29.922
2019/04/21,-33.934
2019/04/22,-33.812
2019/04/23,-31.127
2019/04/24,-33.919
2019/04/25,-34.202
2019/04/26,-32.748
2019/04/27,-30.861
2019/04/28,-27.643
2019/04/29,-22.018
2019/04/30,-19.789
2019/05/01,-22.15
2019/05/02,-20.75
2019/05/03,-19.585
2019/05/04,-17.369
2019/05/05,-17.096
2019/05/06,-18.868
2019/05/07,-17.178
2019/05/08,-17.178
2019/05/09,-18.478
2019/05/10,-18.762
2019/05/11,-30.354
2019/05/12,-29.383
2019/05/13,-30.976
2019/05/14,-28.711
2019/05/15,-26.641
2019/05/16,-26.465
2019/05/17,-24.205
2019/05/18,-22.407
2019/05/19,-24.464
2019/05/20,-28.55
2019/05/21,-29.82
2019/05/22,-29.713
2019/05/23,-29.518
2019/05/24,-33.535
2019/05/25,-33.04
