Date,transactionvalue3smaUSD
2016/01/01,28.382
2016/01/02,34.528
2016/01/03,35.588
2016/01/04,27.474
2016/01/05,38.869
2016/01/06,30.757
2016/01/07,30.746
2016/01/08,16.179
2016/01/09,17.528
2016/01/10,17.199
2016/01/11,27.542
2016/01/12,56.955
2016/01/13,61.044
2016/01/14,56.624
2016/01/15,60.483
2016/01/16,73.624
2016/01/17,77.438
2016/01/18,120.957
2016/01/19,141.097
2016/01/20,153.054
2016/01/21,93.394
2016/01/22,84.693
2016/01/23,117.303
2016/01/24,201.023
2016/01/25,263.207
2016/01/26,278.323
2016/01/27,223.09
2016/01/28,172.93
2016/01/29,141.598
2016/01/30,146.399
2016/01/31,162.286
2016/02/01,149.562
2016/02/02,125.128
2016/02/03,98.789
2016/02/04,86.889
2016/02/05,86.395
2016/02/06,57.45
2016/02/07,94.453
2016/02/08,166.244
2016/02/09,277.562
2016/02/10,385.475
2016/02/11,419.774
2016/02/12,530.878
2016/02/13,477.768
2016/02/14,430.143
2016/02/15,279.313
2016/02/16,288.231
2016/02/17,249.466
2016/02/18,260.946
2016/02/19,181.055
2016/02/20,235.094
2016/02/21,186.943
2016/02/22,222.522
2016/02/23,275.822
2016/02/24,442.367
2016/02/25,465.512
2016/02/26,686.702
2016/02/27,716.414
2016/02/28,705.288
2016/02/29,400.031
2016/03/01,297.276
2016/03/02,615.831
2016/03/03,801.44
2016/03/04,858.81
2016/03/05,844.609
2016/03/06,800.172
2016/03/07,826.999
2016/03/08,719.829
2016/03/09,665.206
2016/03/10,580.33
2016/03/11,445.776
2016/03/12,520.046
2016/03/13,722.703
2016/03/14,828.962
2016/03/15,780.864
2016/03/16,622.427
2016/03/17,566.871
2016/03/18,631.261
2016/03/19,533.305
2016/03/20,390.544
2016/03/21,238.974
2016/03/22,239.354
2016/03/23,252.178
2016/03/24,249.924
2016/03/25,223.499
2016/03/26,185.144
2016/03/27,226.47
2016/03/28,260.315
2016/03/29,374.306
2016/03/30,381.017
2016/03/31,402.065
2016/04/01,299.641
2016/04/02,202.449
2016/04/03,121.639
2016/04/04,124.496
2016/04/05,138.41
2016/04/06,174.924
2016/04/07,206.198
2016/04/08,196.593
2016/04/09,262.936
2016/04/10,289.621
2016/04/11,294.512
2016/04/12,245.897
2016/04/13,222.6
2016/04/14,240.243
2016/04/15,204.684
2016/04/16,161.97
2016/04/17,149.432
2016/04/18,160.027
2016/04/19,158.51
2016/04/20,153.889
2016/04/21,132.241
2016/04/22,157.951
2016/04/23,184.295
2016/04/24,178.436
2016/04/25,167.266
2016/04/26,169.388
2016/04/27,197.854
2016/04/28,201.656
2016/04/29,155.081
2016/04/30,259.452
2016/05/01,332.895
2016/05/02,439.088
2016/05/03,395.887
2016/05/04,359.692
2016/05/05,303.873
2016/05/06,344.272
2016/05/07,382.726
2016/05/08,401.853
2016/05/09,407.196
2016/05/10,433.46
2016/05/11,564.965
2016/05/12,644.571
2016/05/13,1086
2016/05/14,1284
2016/05/15,1156
2016/05/16,696.092
2016/05/17,385.054
2016/05/18,438.773
2016/05/19,576.763
2016/05/20,687.842
2016/05/21,620.625
2016/05/22,424.123
2016/05/23,318.725
2016/05/24,392.944
2016/05/25,464.804
2016/05/26,434.771
2016/05/27,457.871
2016/05/28,424.304
2016/05/29,408.445
2016/05/30,305.126
2016/05/31,287.606
2016/06/01,285.913
2016/06/02,246.087
2016/06/03,215.86
2016/06/04,185.295
2016/06/05,182.22
2016/06/06,167.596
2016/06/07,213.282
2016/06/08,415.041
2016/06/09,413.738
2016/06/10,416.701
2016/06/11,225.717
2016/06/12,296.524
2016/06/13,333.496
2016/06/14,437.91
2016/06/15,441.168
2016/06/16,521.36
2016/06/17,716.219
2016/06/18,936.331
2016/06/19,859.025
2016/06/20,710.769
2016/06/21,511.585
2016/06/22,567.984
2016/06/23,535.017
2016/06/24,498.872
2016/06/25,460.036
2016/06/26,345.694
2016/06/27,307.293
2016/06/28,303.286
2016/06/29,336.765
2016/06/30,317.051
2016/07/01,245.908
2016/07/02,190.136
2016/07/03,184.945
2016/07/04,210.885
2016/07/05,483.31
2016/07/06,530.909
2016/07/07,499.881
2016/07/08,236.766
2016/07/09,191.524
2016/07/10,170.963
2016/07/11,188.057
2016/07/12,208.944
2016/07/13,239.553
2016/07/14,246.065
2016/07/15,548.313
2016/07/16,537.108
2016/07/17,541.712
2016/07/18,440.6
2016/07/19,1189
2016/07/20,2222
2016/07/21,2108
2016/07/22,1561
2016/07/23,724.34
2016/07/24,1544
2016/07/25,2056
2016/07/26,3211
2016/07/27,3220
2016/07/28,3094
2016/07/29,2136
2016/07/30,1523
2016/07/31,1157
2016/08/01,1136
2016/08/02,1462
2016/08/03,1726
2016/08/04,1551
2016/08/05,1201
2016/08/06,790.668
2016/08/07,687.164
2016/08/08,514.066
2016/08/09,620.163
2016/08/10,865.314
2016/08/11,1004
2016/08/12,945.35
2016/08/13,711.565
2016/08/14,544.033
2016/08/15,466.573
2016/08/16,348.425
2016/08/17,340.868
2016/08/18,304.689
2016/08/19,319.401
2016/08/20,314.072
2016/08/21,532.719
2016/08/22,635.701
2016/08/23,838.492
2016/08/24,608.687
2016/08/25,489.247
2016/08/26,303.819
2016/08/27,300.282
2016/08/28,302.888
2016/08/29,242.619
2016/08/30,235.083
2016/08/31,253.48
2016/09/01,326.949
2016/09/02,386.632
2016/09/03,407.336
2016/09/04,358.034
2016/09/05,305.004
2016/09/06,270.182
2016/09/07,220.179
2016/09/08,249.297
2016/09/09,222.914
2016/09/10,213.74
2016/09/11,187.548
2016/09/12,218.85
2016/09/13,247.978
2016/09/14,226.36
2016/09/15,192.4
2016/09/16,263.088
2016/09/17,279.201
2016/09/18,408.313
2016/09/19,345.546
2016/09/20,584.774
2016/09/21,826.386
2016/09/22,885.374
2016/09/23,832.101
2016/09/24,548.359
2016/09/25,669.758
2016/09/26,555.524
2016/09/27,526.849
2016/09/28,506.228
2016/09/29,591.468
2016/09/30,598.031
2016/10/01,408.357
2016/10/02,334.291
2016/10/03,279.031
2016/10/04,266.375
2016/10/05,221.517
2016/10/06,273.566
2016/10/07,308.929
2016/10/08,313.223
2016/10/09,443.998
2016/10/10,580.008
2016/10/11,688.779
2016/10/12,794.551
2016/10/13,693.744
2016/10/14,720.322
2016/10/15,511.367
2016/10/16,567.439
2016/10/17,508.814
2016/10/18,601.594
2016/10/19,532.28
2016/10/20,408.837
2016/10/21,223.013
2016/10/22,163.853
2016/10/23,145.412
2016/10/24,151.653
2016/10/25,187.419
2016/10/26,217.629
2016/10/27,247.64
2016/10/28,297.586
2016/10/29,384.199
2016/10/30,523.108
2016/10/31,486.468
2016/11/01,530.485
2016/11/02,671.263
2016/11/03,1423
2016/11/04,1347
2016/11/05,1073
2016/11/06,273.62
2016/11/07,194.708
2016/11/08,168.902
2016/11/09,291.595
2016/11/10,325.648
2016/11/11,584.427
2016/11/12,509.378
2016/11/13,517.191
2016/11/14,240.383
2016/11/15,214.415
2016/11/16,204.871
2016/11/17,426.3
2016/11/18,429.493
2016/11/19,411.904
2016/11/20,198.242
2016/11/21,167.917
2016/11/22,256.763
2016/11/23,332.353
2016/11/24,355.017
2016/11/25,277.788
2016/11/26,207.416
2016/11/27,183.881
2016/11/28,150.335
2016/11/29,173.376
2016/11/30,209.722
2016/12/01,240.372
2016/12/02,374.666
2016/12/03,595.901
2016/12/04,625.973
2016/12/05,625.871
2016/12/06,615.346
2016/12/07,657.38
2016/12/08,625.29
2016/12/09,499.441
2016/12/10,444.531
2016/12/11,401.186
2016/12/12,307.76
2016/12/13,280.911
2016/12/14,207.566
2016/12/15,253.356
2016/12/16,268.226
2016/12/17,406.331
2016/12/18,438.08
2016/12/19,431.917
2016/12/20,311.489
2016/12/21,263.104
2016/12/22,338.289
2016/12/23,602.504
2016/12/24,647.462
2016/12/25,563.744
2016/12/26,277.569
2016/12/27,207.008
2016/12/28,297.674
2016/12/29,506.054
2016/12/30,628.223
2016/12/31,879.339
2017/01/01,742.038
2017/01/02,736.601
2017/01/03,649.767
2017/01/04,1061
2017/01/05,1434
2017/01/06,1674
2017/01/07,1463
2017/01/08,1089
2017/01/09,855.85
2017/01/10,857.182
2017/01/11,1004
2017/01/12,956.622
2017/01/13,783.236
2017/01/14,513.244
2017/01/15,273.692
2017/01/16,173.653
2017/01/17,213.189
2017/01/18,233.547
2017/01/19,255.147
2017/01/20,350.743
2017/01/21,362.923
2017/01/22,358.729
2017/01/23,220.427
2017/01/24,197.736
2017/01/25,195.097
2017/01/26,206.689
2017/01/27,227.9
2017/01/28,202.769
2017/01/29,194.251
2017/01/30,171.283
2017/01/31,227.969
2017/02/01,257.584
2017/02/02,303.686
2017/02/03,337.601
2017/02/04,382.289
2017/02/05,342.302
2017/02/06,313.823
2017/02/07,261.344
2017/02/08,289.866
2017/02/09,284.574
2017/02/10,306.855
2017/02/11,294.081
2017/02/12,291.498
2017/02/13,256.93
2017/02/14,426.128
2017/02/15,648.845
2017/02/16,771.735
2017/02/17,749.041
2017/02/18,630.039
2017/02/19,632.683
2017/02/20,617.936
2017/02/21,685.386
2017/02/22,704.385
2017/02/23,729.303
2017/02/24,868.589
2017/02/25,909.071
2017/02/26,1017
2017/02/27,1454
