Date,transactionvalue7varUSD
2016/04/17,2240
2016/04/18,2249
2016/04/19,2314
2016/04/20,1446
2016/04/21,982.118
2016/04/22,1218
2016/04/23,2160
2016/04/24,2871
2016/04/25,2835
2016/04/26,3726
2016/04/27,3727
2016/04/28,2983
2016/04/29,3464
2016/04/30,15461
2016/05/01,16242
2016/05/02,18404
2016/05/03,18716
2016/05/04,16161
2016/05/05,12942
2016/05/06,6739
2016/05/07,5095
2016/05/08,5266
2016/05/09,6854
2016/05/10,8004
2016/05/11,18253
2016/05/12,20569
2016/05/13,218936
2016/05/14,240783
2016/05/15,237639
2016/05/16,246095
2016/05/17,256195
2016/05/18,267364
2016/05/19,267032
2016/05/20,102209
2016/05/21,33628
2016/05/22,39838
2016/05/23,40204
2016/05/24,38602
2016/05/25,38883
2016/05/26,22618
2016/05/27,14651
2016/05/28,13623
2016/05/29,12625
2016/05/30,14587
2016/05/31,12447
2016/06/01,12310
2016/06/02,15828
2016/06/03,3123
2016/06/04,2619
2016/06/05,3133
2016/06/06,2594
2016/06/07,2574
2016/06/08,42031
2016/06/09,42261
2016/06/10,41613
2016/06/11,40646
2016/06/12,38105
2016/06/13,34520
2016/06/14,36149
2016/06/15,13029
2016/06/16,18752
2016/06/17,71718
2016/06/18,81341
2016/06/19,77616
2016/06/20,69152
2016/06/21,72493
2016/06/22,60564
2016/06/23,63496
2016/06/24,45787
2016/06/25,9598
2016/06/26,20240
2016/06/27,20369
2016/06/28,20688
2016/06/29,15390
2016/06/30,13624
2016/07/01,13837
2016/07/02,10560
2016/07/03,11672
2016/07/04,12533
2016/07/05,70470
2016/07/06,70576
2016/07/07,67765
2016/07/08,70895
2016/07/09,69920
2016/07/10,68508
2016/07/11,70122
2016/07/12,1949
2016/07/13,1508
2016/07/14,1465
2016/07/15,103196
2016/07/16,99670
2016/07/17,96730
2016/07/18,115964
2016/07/19,592823
2016/07/20,1309538
2016/07/21,1248252
2016/07/22,1268296
2016/07/23,1145663
2016/07/24,1228585
2016/07/25,1144067
2016/07/26,1853009
2016/07/27,1741369
2016/07/28,1318690
2016/07/29,1111689
2016/07/30,991651
2016/07/31,1215475
2016/08/01,1277208
2016/08/02,430228
2016/08/03,167679
2016/08/04,173039
2016/08/05,181772
2016/08/06,268386
2016/08/07,317449
2016/08/08,350463
2016/08/09,158334
2016/08/10,76700
2016/08/11,80158
2016/08/12,71643
2016/08/13,65160
2016/08/14,70805
2016/08/15,83398
2016/08/16,112442
2016/08/17,46878
2016/08/18,18089
2016/08/19,13932
2016/08/20,8108
2016/08/21,49936
2016/08/22,52376
2016/08/23,80378
2016/08/24,91990
2016/08/25,97069
2016/08/26,86706
2016/08/27,98380
2016/08/28,78222
2016/08/29,76154
2016/08/30,7680
2016/08/31,7559
2016/09/01,13389
2016/09/02,10435
2016/09/03,9601
2016/09/04,8077
2016/09/05,9453
2016/09/06,8657
2016/09/07,10122
2016/09/08,4329
2016/09/09,5001
2016/09/10,4607
2016/09/11,2138
2016/09/12,2207
2016/09/13,2491
2016/09/14,2938
2016/09/15,2167
2016/09/16,11100
2016/09/17,10641
2016/09/18,19869
2016/09/19,19467
2016/09/20,67697
2016/09/21,141616
2016/09/22,116452
2016/09/23,117301
2016/09/24,99029
2016/09/25,98574
2016/09/26,84625
2016/09/27,95133
2016/09/28,39239
2016/09/29,38721
2016/09/30,40787
2016/10/01,53390
2016/10/02,35973
2016/10/03,46375
2016/10/04,53646
2016/10/05,30454
2016/10/06,10335
2016/10/07,9910
2016/10/08,9409
2016/10/09,29555
2016/10/10,37788
2016/10/11,34414
2016/10/12,65773
2016/10/13,62390
2016/10/14,47582
2016/10/15,42233
2016/10/16,43127
2016/10/17,43246
2016/10/18,43530
2016/10/19,21311
2016/10/20,32482
2016/10/21,35515
2016/10/22,43299
2016/10/23,43488
2016/10/24,34853
2016/10/25,5084
2016/10/26,2337
2016/10/27,2678
2016/10/28,7873
2016/10/29,14984
2016/10/30,27414
2016/10/31,21267
2016/11/01,26255
2016/11/02,67378
2016/11/03,524234
2016/11/04,526129
2016/11/05,559775
2016/11/06,615318
2016/11/07,636433
2016/11/08,677326
2016/11/09,652779
2016/11/10,16689
2016/11/11,72853
2016/11/12,71582
2016/11/13,66199
2016/11/14,69215
2016/11/15,66472
2016/11/16,64101
2016/11/17,85187
2016/11/18,39360
2016/11/19,40854
2016/11/20,44081
2016/11/21,42948
2016/11/22,46255
2016/11/23,45811
2016/11/24,12883
2016/11/25,12853
2016/11/26,13845
2016/11/27,13839
2016/11/28,13938
2016/11/29,5499
2016/11/30,1963
2016/12/01,2113
2016/12/02,25247
2016/12/03,74481
2016/12/04,67072
2016/12/05,61754
2016/12/06,71081
2016/12/07,58831
2016/12/08,40107
2016/12/09,41764
2016/12/10,34698
2016/12/11,31114
2016/12/12,39282
2016/12/13,15419
2016/12/14,18235
2016/12/15,12115
2016/12/16,5821
2016/12/17,18811
2016/12/18,20522
2016/12/19,20378
2016/12/20,19401
2016/12/21,15973
2016/12/22,17393
2016/12/23,66463
2016/12/24,63944
2016/12/25,71412
2016/12/26,75075
2016/12/27,75070
2016/12/28,73904
2016/12/29,90369
2016/12/30,45810
2016/12/31,127202
2017/01/01,114488
2017/01/02,89764
2017/01/03,76077
2017/01/04,155837
2017/01/05,234173
2017/01/06,251549
2017/01/07,254691
2017/01/08,217015
2017/01/09,170379
2017/01/10,169165
2017/01/11,145506
2017/01/12,96359
2017/01/13,43476
2017/01/14,85042
2017/01/15,128737
2017/01/16,135193
2017/01/17,105670
2017/01/18,55528
2017/01/19,11283
2017/01/20,23368
2017/01/21,23090
2017/01/22,20583
2017/01/23,19575
2017/01/24,21055
2017/01/25,20742
2017/01/26,20699
2017/01/27,534.452
2017/01/28,1143
2017/01/29,1103
2017/01/30,1295
2017/01/31,2629
2017/02/01,3566
2017/02/02,4196
2017/02/03,7876
2017/02/04,8260
2017/02/05,9319
2017/02/06,6092
2017/02/07,6321
2017/02/08,6678
2017/02/09,6647
2017/02/10,5388
2017/02/11,2939
2017/02/12,1388
2017/02/13,1468
2017/02/14,26476
2017/02/15,70922
2017/02/16,70207
2017/02/17,69557
2017/02/18,53647
2017/02/19,39751
2017/02/20,14683
2017/02/21,16506
2017/02/22,4597
2017/02/23,4290
2017/02/24,42641
2017/02/25,39405
2017/02/26,40736
2017/02/27,374435
2017/02/28,748372
2017/03/01,969239
2017/03/02,1530356
2017/03/03,2153748
2017/03/04,1469016
2017/03/05,693049
2017/03/06,827315
2017/03/07,771699
2017/03/08,687185
2017/03/09,658977
2017/03/10,455438
2017/03/11,581453
2017/03/12,2355691
2017/03/13,2648258
2017/03/14,2783609
2017/03/15,3080434
2017/03/16,8646421
2017/03/17,8066209
2017/03/18,9512716
2017/03/19,11657859
2017/03/20,12484232
2017/03/21,11106740
2017/03/22,9267663
2017/03/23,5412794
2017/03/24,6075959
2017/03/25,3703574
2017/03/26,1884716
2017/03/27,757257
2017/03/28,756339
2017/03/29,775737
2017/03/30,1429033
2017/03/31,1230469
2017/04/01,1369158
2017/04/02,1497952
2017/04/03,1177631
2017/04/04,2468272
2017/04/05,2536290
2017/04/06,1806512
2017/04/07,4214175
2017/04/08,4723589
2017/04/09,3900927
2017/04/10,2889881
2017/04/11,2825125
2017/04/12,2504249
2017/04/13,701209
2017/04/14,251285
2017/04/15,751649
2017/04/16,1703652
2017/04/17,1816811
2017/04/18,1888466
2017/04/19,2558960
2017/04/20,3632649
2017/04/21,3722539
2017/04/22,3349503
2017/04/23,1916353
2017/04/24,383683
2017/04/25,492025
2017/04/26,710818
2017/04/27,1948674
2017/04/28,3342637
2017/04/29,5385106
2017/04/30,7214599
2017/05/01,15106791
2017/05/02,11432311
2017/05/03,12116297
2017/05/04,10320667
2017/05/05,9181560
2017/05/06,5622187
2017/05/07,3111660
2017/05/08,3661036
2017/05/09,3441789
2017/05/10,3416288
2017/05/11,3413010
2017/05/12,1192308
2017/05/13,3251229
2017/05/14,3931599
2017/05/15,4126414
2017/05/16,5092689
2017/05/17,8152046
2017/05/18,10236852
2017/05/19,8479994
2017/05/20,8796007
2017/05/21,8873428
2017/05/22,31922191
2017/05/23,29852108
2017/05/24,29052178
2017/05/25,21773993
2017/05/26,19730406
2017/05/27,15767033
2017/05/28,16744418
2017/05/29,5033906
2017/05/30,5124829
2017/05/31,19403292
2017/06/01,21188364
2017/06/02,22188690
2017/06/03,21444090
2017/06/04,15679338
2017/06/05,10967324
2017/06/06,8302508
2017/06/07,6980331
2017/06/08,6227368
2017/06/09,5553333
2017/06/10,9254962
2017/06/11,10197188
2017/06/12,28872943
2017/06/13,34073268
2017/06/14,35057744
2017/06/15,36247978
2017/06/16,35170180
2017/06/17,36429858
2017/06/18,43612608
2017/06/19,35694603
2017/06/20,23104138
2017/06/21,34911730
2017/06/22,26939088
2017/06/23,7573492
2017/06/24,7179475
2017/06/25,13630247
2017/06/26,13473288
2017/06/27,7476571
2017/06/28,7283105
2017/06/29,7938648
2017/06/30,7780360
2017/07/01,5472215
2017/07/02,2835592
2017/07/03,19952277
2017/07/04,25883898
2017/07/05,31284521
2017/07/06,33804553
2017/07/07,36423335
2017/07/08,38851084
2017/07/09,45049250
2017/07/10,21991630
2017/07/11,2455787
2017/07/12,2858144
2017/07/13,14832910
2017/07/14,28756440
2017/07/15,35529683
2017/07/16,23845921
2017/07/17,17731462
2017/07/18,11931550
2017/07/19,2570232
2017/07/20,2492633
2017/07/21,2675855
2017/07/22,23549695
2017/07/23,36279532
2017/07/24,37436073
2017/07/25,38045020
2017/07/26,36228945
2017/07/27,37242971
2017/07/28,36415669
2017/07/29,22181196
2017/07/30,5037832
2017/07/31,21187311
2017/08/01,24757327
2017/08/02,29069451
2017/08/03,29555581
2017/08/04,23121303
2017/08/05,4996054
2017/08/06,916947
2017/08/07,878310
2017/08/08,939625
2017/08/09,2497550
2017/08/10,18492239
2017/08/11,111279252
2017/08/12,113103739
2017/08/13,105740698
2017/08/14,87384140
2017/08/15,75956206
2017/08/16,78737188
2017/08/17,94797019
2017/08/18,43223226
2017/08/19,34007756
2017/08/20,7674962
2017/08/21,1731913
2017/08/22,408943
2017/08/23,448876
2017/08/24,458440
2017/08/25,439081
2017/08/26,2666553
2017/08/27,16929833
2017/08/28,45494006
2017/08/29,46481101
2017/08/30,86000928
2017/08/31,78153613
2017/09/01,67063302
2017/09/02,40942101
2017/09/03,50484311
2017/09/04,49170599
2017/09/05,54322833
2017/09/06,4979967
2017/09/07,5211463
2017/09/08,3828692
2017/09/09,4616175
2017/09/10,6736698
2017/09/11,6761665
2017/09/12,6636546
2017/09/13,9178391
2017/09/14,8241128
2017/09/15,7996099
2017/09/16,7418605
2017/09/17,3277755
2017/09/18,5794007
2017/09/19,6438370
2017/09/20,5673130
2017/09/21,6314630
2017/09/22,6777128
2017/09/23,6035000
2017/09/24,7349209
2017/09/25,2991152
2017/09/26,286938
2017/09/27,330521
2017/09/28,448079
2017/09/29,504356
2017/09/30,749751
2017/10/01,1777185
2017/10/02,1778948
2017/10/03,22206031
2017/10/04,25445643
2017/10/05,25484833
2017/10/06,24708588
2017/10/07,23527466
2017/10/08,19141464
2017/10/09,17051865
2017/10/10,3726806
2017/10/11,239391
2017/10/12,246875
2017/10/13,1369630
2017/10/14,1097788
2017/10/15,1030733
2017/10/16,2626992
2017/10/17,3169682
2017/10/18,3174939
2017/10/19,3381754
2017/10/20,2266343
2017/10/21,1550983
2017/10/22,1160784
2017/10/23,1041840
2017/10/24,1046991
2017/10/25,418616
2017/10/26,396247
2017/10/27,6153925
2017/10/28,10101384
2017/10/29,12511262
2017/10/30,11571340
2017/10/31,8264714
2017/11/01,10444723
2017/11/02,13643842
2017/11/03,15652654
2017/11/04,14379701
2017/11/05,11304680
2017/11/06,6922010
2017/11/07,1486995
2017/11/08,1255157
2017/11/09,5595133
2017/11/10,6117637
2017/11/11,6557256
2017/11/12,7762196
2017/11/13,6315606
2017/11/14,4152620
2017/11/15,3233054
2017/11/16,2156829
2017/11/17,2147877
2017/11/18,2171368
2017/11/19,1091467
2017/11/20,1245311
2017/11/21,567709
2017/11/22,649158
2017/11/23,901574
2017/11/24,859031
2017/11/25,1072057
2017/11/26,777235
2017/11/27,2087915
2017/11/28,5052262
2017/11/29,8188137
2017/11/30,7438333
2017/12/01,4696155
2017/12/02,3634211
2017/12/03,2784048
2017/12/04,3785201
2017/12/05,14449846
2017/12/06,14830281
2017/12/07,15502480
2017/12/08,17320159
2017/12/09,13215358
2017/12/10,9011004
2017/12/11,2285971
2017/12/12,3192057
2017/12/13,3118617
2017/12/14,4406427
2017/12/15,4491557
2017/12/16,3867953
2017/12/17,2682118
2017/12/18,943464
2017/12/19,981108
2017/12/20,2144519
2017/12/21,2536790
2017/12/22,2570736
2017/12/23,2140275
2017/12/24,2197047
2017/12/25,2501296
2017/12/26,2495041
2017/12/27,1632229
2017/12/28,1330806
2017/12/29,1793026
2017/12/30,2289097
2017/12/31,2093649
2018/01/01,1592471
2018/01/02,1926219
2018/01/03,2035169
2018/01/04,5383221
2018/01/05,7908979
2018/01/06,8433628
2018/01/07,5985492
2018/01/08,3099975
2018/01/09,3275168
2018/01/10,5580698
2018/01/11,5978703
2018/01/12,6084332
2018/01/13,7376142
2018/01/14,36755438
2018/01/15,38256495
2018/01/16,39707047
2018/01/17,41067741
2018/01/18,42734213
2018/01/19,47161160
2018/01/20,49793172
2018/01/21,4073429
2018/01/22,3573127
2018/01/23,2025886
2018/01/24,1246864
2018/01/25,1695926
2018/01/26,2400439
2018/01/27,2422276
2018/01/28,2454431
2018/01/29,2601246
2018/01/30,2922590
2018/01/31,3046901
2018/02/01,709151
2018/02/02,606116
2018/02/03,1173963
2018/02/04,3060828
2018/02/05,3702901
2018/02/06,3224414
2018/02/07,2446557
2018/02/08,3072983
2018/02/09,892221
2018/02/10,656507
2018/02/11,1006553
2018/02/12,1009720
2018/02/13,1229826
2018/02/14,975455
2018/02/15,914030
2018/02/16,898274
2018/02/17,927510
2018/02/18,654758
2018/02/19,786869
2018/02/20,460191
2018/02/21,526343
2018/02/22,381580
2018/02/23,553030
2018/02/24,772108
2018/02/25,1284175
2018/02/26,1455804
2018/02/27,1765474
2018/02/28,1897502
2018/03/01,417483
2018/03/02,281553
2018/03/03,194574
2018/03/04,225304
2018/03/05,73235
2018/03/06,103975
2018/03/07,106939
2018/03/08,89185
2018/03/09,91607
2018/03/10,83412
2018/03/11,105938
2018/03/12,110435
2018/03/13,198445
2018/03/14,194998
2018/03/15,195496
2018/03/16,219768
2018/03/17,239005
2018/03/18,228969
2018/03/19,221438
2018/03/20,90968
2018/03/21,84879
2018/03/22,87017
2018/03/23,76314
2018/03/24,97400
2018/03/25,72060
2018/03/26,53070
2018/03/27,96483
2018/03/28,127067
2018/03/29,137497
2018/03/30,139840
2018/03/31,142185
2018/04/01,158022
2018/04/02,199206
2018/04/03,160056
2018/04/04,100530
2018/04/05,39823
2018/04/06,14751
2018/04/07,19676
2018/04/08,19395
2018/04/09,23423
2018/04/10,18167
2018/04/11,20272
2018/04/12,63143
2018/04/13,94943
2018/04/14,78339
2018/04/15,70040
2018/04/16,69369
2018/04/17,64176
2018/04/18,64691
2018/04/19,49890
2018/04/20,48992
2018/04/21,35610
2018/04/22,31903
2018/04/23,211685
2018/04/24,263301
2018/04/25,263866
2018/04/26,226599
2018/04/27,217380
2018/04/28,198298
2018/04/29,121294
2018/04/30,68794
2018/05/01,28007
2018/05/02,60709
2018/05/03,121348
2018/05/04,122811
2018/05/05,107138
2018/05/06,83101
2018/05/07,146991
2018/05/08,129910
2018/05/09,128804
2018/05/10,104892
2018/05/11,108084
2018/05/12,154845
2018/05/13,242921
2018/05/14,104826
2018/05/15,100247
2018/05/16,93078
2018/05/17,85125
2018/05/18,74423
2018/05/19,104483
2018/05/20,98235
2018/05/21,58881
2018/05/22,58854
2018/05/23,109327
2018/05/24,109572
2018/05/25,109771
2018/05/26,104532
2018/05/27,87726
2018/05/28,90622
2018/05/29,78723
2018/05/30,36956
2018/05/31,37805
2018/06/01,58030
2018/06/02,64267
2018/06/03,120344
2018/06/04,109013
2018/06/05,112074
2018/06/06,130681
2018/06/07,136296
2018/06/08,143551
2018/06/09,152276
2018/06/10,96146
2018/06/11,96327
2018/06/12,125149
2018/06/13,219928
2018/06/14,325465
2018/06/15,360055
2018/06/16,286986
2018/06/17,375232
2018/06/18,427740
2018/06/19,450173
2018/06/20,363562
2018/06/21,178409
2018/06/22,31845
2018/06/23,48386
2018/06/24,34221
2018/06/25,31682
2018/06/26,32872
2018/06/27,35524
2018/06/28,38181
2018/06/29,21163
2018/06/30,22240
2018/07/01,36366
2018/07/02,37836
2018/07/03,58251
2018/07/04,88949
2018/07/05,93858
2018/07/06,110665
2018/07/07,91324
2018/07/08,55682
2018/07/09,56411
2018/07/10,55332
2018/07/11,53081
2018/07/12,48662
2018/07/13,16047
2018/07/14,25835
2018/07/15,34191
2018/07/16,24595
2018/07/17,23533
2018/07/18,40546
2018/07/19,40434
2018/07/20,41975
2018/07/21,40849
2018/07/22,46943
2018/07/23,46858
2018/07/24,41800
2018/07/25,23756
2018/07/26,23899
2018/07/27,11424
2018/07/28,25719
2018/07/29,38234
2018/07/30,35993
2018/07/31,132456
2018/08/01,132403
2018/08/02,131913
2018/08/03,134482
2018/08/04,132643
2018/08/05,130959
2018/08/06,132634
2018/08/07,18320
2018/08/08,64987
2018/08/09,74714
2018/08/10,78561
2018/08/11,62614
2018/08/12,63604
2018/08/13,60648
2018/08/14,65107
2018/08/15,48288
2018/08/16,59761
2018/08/17,55953
2018/08/18,70966
2018/08/19,84146
2018/08/20,73802
2018/08/21,41805
2018/08/22,26468
2018/08/23,26265
2018/08/24,15428
2018/08/25,15820
2018/08/26,11276
2018/08/27,11646
2018/08/28,11718
2018/08/29,12498
2018/08/30,12596
2018/08/31,13459
2018/09/01,13649
2018/09/02,15555
2018/09/03,19147
2018/09/04,89470
2018/09/05,98296
2018/09/06,109505
2018/09/07,106715
2018/09/08,83314
2018/09/09,47529
2018/09/10,45725
2018/09/11,17604
2018/09/12,23426
2018/09/13,15907
2018/09/14,14670
2018/09/15,21023
2018/09/16,30187
2018/09/17,30838
2018/09/18,31277
2018/09/19,10132
2018/09/20,9289
2018/09/21,39978
2018/09/22,37836
2018/09/23,31742
2018/09/24,32500
2018/09/25,31600
2018/09/26,25376
2018/09/27,27549
2018/09/28,4305
2018/09/29,4480
2018/09/30,6082
2018/10/01,4230
2018/10/02,8914
2018/10/03,6816
2018/10/04,6219
2018/10/05,4780
2018/10/06,6630
2018/10/07,7219
2018/10/08,9329
2018/10/09,9301
2018/10/10,9707
2018/10/11,44471
2018/10/12,43852
2018/10/13,41907
2018/10/14,41014
2018/10/15,83666
2018/10/16,80919
2018/10/17,79466
2018/10/18,65120
2018/10/19,69088
2018/10/20,61192
2018/10/21,47158
2018/10/22,15508
2018/10/23,13148
2018/10/24,13131
2018/10/25,11573
2018/10/26,10433
2018/10/27,17839
2018/10/28,19016
2018/10/29,19360
2018/10/30,19593
2018/10/31,19264
2018/11/01,8433
2018/11/02,10239
2018/11/03,9217
2018/11/04,5955
2018/11/05,14705
2018/11/06,14210
2018/11/07,18721
2018/11/08,16552
2018/11/09,16689
2018/11/10,13704
2018/11/11,19977
2018/11/12,14439
2018/11/13,14290
2018/11/14,29070
2018/11/15,44133
2018/11/16,43455
2018/11/17,43384
2018/11/18,32032
2018/11/19,60155
2018/11/20,74191
2018/11/21,72674
2018/11/22,79322
2018/11/23,81467
2018/11/24,74228
2018/11/25,70491
2018/11/26,48293
2018/11/27,14644
2018/11/28,7910
2018/11/29,9618
2018/11/30,887528
2018/12/01,1493513
2018/12/02,1612213
2018/12/03,1664536
2018/12/04,1687695
2018/12/05,1712841
2018/12/06,1736074
2018/12/07,1051177
2018/12/08,16607
2018/12/09,12712
2018/12/10,13861
2018/12/11,14193
2018/12/12,16111
2018/12/13,12800
2018/12/14,574.91
2018/12/15,3258
2018/12/16,4371
2018/12/17,7577
2018/12/18,10339
2018/12/19,23655
2018/12/20,36546
2018/12/21,46207
2018/12/22,33801
2018/12/23,17748
2018/12/24,22800
2018/12/25,21324
2018/12/26,27291
2018/12/27,25606
2018/12/28,20428
2018/12/29,26315
2018/12/30,32639
2018/12/31,22613
2019/01/01,24334
2019/01/02,22687
2019/01/03,22690
2019/01/04,44595
2019/01/05,83329
2019/01/06,72087
2019/01/07,63652
2019/01/08,54093
2019/01/09,59138
2019/01/10,55023
2019/01/11,47974
2019/01/12,21066
2019/01/13,26099
2019/01/14,25915
2019/01/15,26679
2019/01/16,26503
2019/01/17,26167
2019/01/18,12952
2019/01/19,16399
2019/01/20,18077
2019/01/21,11149
2019/01/22,10139
2019/01/23,2915
2019/01/24,3764
2019/01/25,4069
2019/01/26,4311
2019/01/27,4322
2019/01/28,8166
2019/01/29,6937
2019/01/30,6860
2019/01/31,6239
2019/02/01,6436
2019/02/02,7801
2019/02/03,9492
2019/02/04,6542
2019/02/05,8049
2019/02/06,7218
2019/02/07,4078
2019/02/08,7002
2019/02/09,6570
2019/02/10,7630
2019/02/11,8701
2019/02/12,4791
2019/02/13,4815
2019/02/14,3731
2019/02/15,3280
2019/02/16,4593
2019/02/17,5104
2019/02/18,24127
2019/02/19,33324
2019/02/20,33109
2019/02/21,30746
2019/02/22,26703
2019/02/23,14606
2019/02/24,15856
2019/02/25,19752
2019/02/26,23307
2019/02/27,24483
2019/02/28,24056
2019/03/01,28408
2019/03/02,34597
2019/03/03,30154
2019/03/04,12099
2019/03/05,11684
2019/03/06,3979
2019/03/07,2360
2019/03/08,3597
2019/03/09,1741
2019/03/10,1474
2019/03/11,2827
2019/03/12,2908
2019/03/13,3297
2019/03/14,3268
2019/03/15,2744
2019/03/16,1907
2019/03/17,1779
2019/03/18,2042
2019/03/19,3703
2019/03/20,5005
2019/03/21,5010
2019/03/22,6066
2019/03/23,7183
2019/03/24,8195
2019/03/25,7555
2019/03/26,5239
2019/03/27,4151
2019/03/28,4100
2019/03/29,3287
2019/03/30,2150
2019/03/31,1495
2019/04/01,835.214
2019/04/02,12763
2019/04/03,29557
2019/04/04,27604
2019/04/05,26662
2019/04/06,26189
2019/04/07,19598
2019/04/08,22718
2019/04/09,24398
2019/04/10,20316
2019/04/11,20674
2019/04/12,23992
2019/04/13,33994
2019/04/14,39555
2019/04/15,22041
2019/04/16,11574
2019/04/17,7415
2019/04/18,6692
2019/04/19,6574
2019/04/20,4455
2019/04/21,4114
2019/04/22,2353
2019/04/23,3431
2019/04/24,13336
2019/04/25,15708
2019/04/26,36640
2019/04/27,33148
2019/04/28,30021
2019/04/29,26172
2019/04/30,25880
2019/05/01,26026
2019/05/02,29167
2019/05/03,5203
2019/05/04,5553
2019/05/05,7993
2019/05/06,5819
2019/05/07,18251
2019/05/08,20627
2019/05/09,18566
2019/05/10,18256
2019/05/11,37058
2019/05/12,23700
2019/05/13,26685
2019/05/14,26277
2019/05/15,40338
2019/05/16,174631
2019/05/17,148169
2019/05/18,174408
2019/05/19,171008
2019/05/20,175978
2019/05/21,175685
2019/05/22,184676
2019/05/23,35385
2019/05/24,5916
2019/05/25,14166
2019/05/26,14169
2019/05/27,14794
2019/05/28,13593
2019/05/29,25604
2019/05/30,37744
2019/05/31,36090
2019/06/01,39519
2019/06/02,61005
2019/06/03,59899
2019/06/04,59231
2019/06/05,56488
2019/06/06,48755
2019/06/07,38289
2019/06/08,55717
2019/06/09,50017
2019/06/10,47450
2019/06/11,39698
2019/06/12,14132
2019/06/13,29904
2019/06/14,35528
2019/06/15,27392
2019/06/16,24436
2019/06/17,21995
2019/06/18,13323
2019/06/19,9971
2019/06/20,16131
2019/06/21,25773
2019/06/22,32263
2019/06/23,32399
2019/06/24,24490
2019/06/25,24444
2019/06/26,58114
2019/06/27,46676
2019/06/28,59323
2019/06/29,58906
2019/06/30,57938
2019/07/01,70726
2019/07/02,82965
2019/07/03,50701
2019/07/04,13656
2019/07/05,22408
2019/07/06,19389
2019/07/07,14057
2019/07/08,13064
2019/07/09,152116
2019/07/10,157806
2019/07/11,158940
2019/07/12,147942
2019/07/13,143542
2019/07/14,138044
2019/07/15,127119
2019/07/16,43860
2019/07/17,36601
2019/07/18,23769
2019/07/19,28249
2019/07/20,24692
2019/07/21,23403
2019/07/22,10611
2019/07/23,10665
2019/07/24,13643
2019/07/25,5970
2019/07/26,23660
2019/07/27,25119
2019/07/28,28409
2019/07/29,27935
2019/07/30,27451
2019/07/31,24710
2019/08/01,25858
2019/08/02,10577
2019/08/03,12883
2019/08/04,12048
2019/08/05,32170
2019/08/06,34121
2019/08/07,33824
2019/08/08,33243
2019/08/09,33148
2019/08/10,27807
2019/08/11,24540
2019/08/12,11526
2019/08/13,7062
2019/08/14,8497
2019/08/15,8818
2019/08/16,8733
2019/08/17,12005
2019/08/18,13682
2019/08/19,13430
2019/08/20,15885
2019/08/21,14771
2019/08/22,8459
2019/08/23,7923
2019/08/24,8088
2019/08/25,8997
2019/08/26,9000
2019/08/27,2834
2019/08/28,3203
2019/08/29,3355
2019/08/30,3440
2019/08/31,5905
2019/09/01,7594
2019/09/02,7889
2019/09/03,10486
2019/09/04,10490
2019/09/05,11777
2019/09/06,12110
2019/09/07,8470
2019/09/08,5568
2019/09/09,5184
2019/09/10,1586
2019/09/11,1520
2019/09/12,1458
2019/09/13,3423
2019/09/14,4537
2019/09/15,4700
2019/09/16,9106
2019/09/17,16389
2019/09/18,25997
2019/09/19,21831
2019/09/20,21820
2019/09/21,19512
2019/09/22,19945
2019/09/23,19707
