Date,mediantransactionvalue30varUSD
2016/06/09,9.029
2016/06/10,8.98
2016/06/11,9.027
2016/06/12,9.003
2016/06/13,9.618
2016/06/14,10.21
2016/06/15,11.233
2016/06/16,12.751
2016/06/17,14.622
2016/06/18,15.242
2016/06/19,15.307
2016/06/20,15.724
2016/06/21,15.578
2016/06/22,15.557
2016/06/23,15.541
2016/06/24,16.288
2016/06/25,15.494
2016/06/26,16.029
2016/06/27,12.057
2016/06/28,11.112
2016/06/29,13.507
2016/06/30,17.371
2016/07/01,17.235
2016/07/02,17.096
2016/07/03,16.971
2016/07/04,16.828
2016/07/05,16.741
2016/07/06,16.605
2016/07/07,16.044
2016/07/08,16.128
2016/07/09,15.834
2016/07/10,15.703
2016/07/11,15.476
2016/07/12,15.515
2016/07/13,14.468
2016/07/14,13.712
2016/07/15,11.702
2016/07/16,9.048
2016/07/17,8.344
2016/07/18,8.223
2016/07/19,8.279
2016/07/20,10.022
2016/07/21,9.904
2016/07/22,9.719
2016/07/23,9.84
2016/07/24,9.932
2016/07/25,9.744
2016/07/26,9.817
2016/07/27,9.568
2016/07/28,9.505
2016/07/29,8.109
2016/07/30,5.139
2016/07/31,5.141
2016/08/01,5.116
2016/08/02,5.09
2016/08/03,6.585
2016/08/04,6.585
2016/08/05,6.589
2016/08/06,6.58
2016/08/07,6.378
2016/08/08,6.38
2016/08/09,6.409
2016/08/10,6.409
2016/08/11,6.442
2016/08/12,6.884
2016/08/13,6.687
2016/08/14,6.656
2016/08/15,6.264
2016/08/16,7.446
2016/08/17,8.205
2016/08/18,8.94
2016/08/19,7.462
2016/08/20,7.601
2016/08/21,7.372
2016/08/22,7.211
2016/08/23,7.253
2016/08/24,7.407
2016/08/25,7.752
2016/08/26,7.909
2016/08/27,7.802
2016/08/28,7.658
2016/08/29,7.95
2016/08/30,7.717
2016/08/31,7.231
2016/09/01,7.648
2016/09/02,8.069
2016/09/03,7.781
2016/09/04,7.539
2016/09/05,7.523
2016/09/06,7.42
2016/09/07,7.693
2016/09/08,7.477
2016/09/09,7.34
2016/09/10,7.143
2016/09/11,8.13
2016/09/12,8.122
2016/09/13,8.302
2016/09/14,8.391
2016/09/15,8.754
2016/09/16,9.107
2016/09/17,9.088
2016/09/18,9.566
2016/09/19,10.906
2016/09/20,12.553
2016/09/21,14.227
2016/09/22,14.917
2016/09/23,16.177
2016/09/24,16.974
2016/09/25,17.733
2016/09/26,18.299
2016/09/27,19.04
2016/09/28,19.279
2016/09/29,19.589
2016/09/30,20.279
2016/10/01,20.256
2016/10/02,19.642
2016/10/03,20.241
2016/10/04,22.516
2016/10/05,22.456
2016/10/06,21.921
2016/10/07,20.793
2016/10/08,19.513
2016/10/09,17.998
2016/10/10,18.025
2016/10/11,18.034
2016/10/12,17.797
2016/10/13,20.228
2016/10/14,18.675
2016/10/15,16.848
2016/10/16,14.95
2016/10/17,14.392
2016/10/18,14.759
2016/10/19,14.665
2016/10/20,14.437
2016/10/21,15.846
2016/10/22,13.545
2016/10/23,13.361
2016/10/24,14.49
2016/10/25,14.37
2016/10/26,14.181
2016/10/27,13.949
2016/10/28,13.651
2016/10/29,13.297
2016/10/30,12.925
2016/10/31,12.254
2016/11/01,12.493
2016/11/02,12.314
2016/11/03,9.188
2016/11/04,9.225
2016/11/05,8.848
2016/11/06,8.65
2016/11/07,8.508
2016/11/08,8.352
2016/11/09,8.248
2016/11/10,8.123
2016/11/11,8.131
2016/11/12,5.498
2016/11/13,5.397
2016/11/14,5.242
2016/11/15,5.103
2016/11/16,4.975
2016/11/17,4.758
2016/11/18,4.609
2016/11/19,4.451
2016/11/20,2.953
2016/11/21,2.82
2016/11/22,4.689
2016/11/23,6.405
2016/11/24,6.336
2016/11/25,9.103
2016/11/26,9.029
2016/11/27,9.926
2016/11/28,10.646
2016/11/29,11.126
2016/11/30,11.121
2016/12/01,10.913
2016/12/02,10.86
2016/12/03,10.625
2016/12/04,10.417
2016/12/05,10.118
2016/12/06,9.816
2016/12/07,9.481
2016/12/08,9.158
2016/12/09,8.861
2016/12/10,8.565
2016/12/11,8.285
2016/12/12,8.06
2016/12/13,8.036
2016/12/14,8.174
2016/12/15,8.02
2016/12/16,7.741
2016/12/17,7.378
2016/12/18,7.088
2016/12/19,6.898
2016/12/20,6.526
2016/12/21,6.293
2016/12/22,6.392
2016/12/23,5.491
2016/12/24,5.138
2016/12/25,3.96
2016/12/26,3.946
2016/12/27,3.704
2016/12/28,3.547
2016/12/29,3.473
2016/12/30,3.559
2016/12/31,3.504
2017/01/01,3.537
2017/01/02,3.571
2017/01/03,3.582
2017/01/04,4.1
2017/01/05,4.615
2017/01/06,4.956
2017/01/07,5.168
2017/01/08,5.431
2017/01/09,5.795
2017/01/10,5.744
2017/01/11,6.015
2017/01/12,5.971
2017/01/13,6.01
2017/01/14,5.948
2017/01/15,5.906
2017/01/16,6.114
2017/01/17,6.111
2017/01/18,6.08
2017/01/19,6.218
2017/01/20,5.959
2017/01/21,4.987
2017/01/22,5.198
2017/01/23,5.205
2017/01/24,5.794
2017/01/25,5.997
2017/01/26,5.945
2017/01/27,5.796
2017/01/28,5.996
2017/01/29,5.724
2017/01/30,5.881
2017/01/31,6.137
2017/02/01,6.2
2017/02/02,6.33
2017/02/03,6.379
2017/02/04,6.524
2017/02/05,6.446
2017/02/06,6.445
2017/02/07,6.577
2017/02/08,6.501
2017/02/09,6.479
2017/02/10,6.296
2017/02/11,6.052
2017/02/12,5.653
2017/02/13,5.753
2017/02/14,5.468
2017/02/15,5.59
2017/02/16,6.265
2017/02/17,6.445
2017/02/18,6.998
2017/02/19,7.179
2017/02/20,6.974
2017/02/21,7.268
2017/02/22,7.309
2017/02/23,7.268
2017/02/24,7.211
2017/02/25,6.861
2017/02/26,7.293
2017/02/27,7.823
2017/02/28,9.158
2017/03/01,9.907
2017/03/02,12.104
2017/03/03,14.57
2017/03/04,17.121
2017/03/05,19.189
2017/03/06,21.477
2017/03/07,21.451
2017/03/08,22.735
2017/03/09,21.369
2017/03/10,21.136
2017/03/11,22.485
2017/03/12,24.25
2017/03/13,29.147
2017/03/14,35.585
2017/03/15,40.743
2017/03/16,58.784
2017/03/17,86.215
2017/03/18,100.369
2017/03/19,112.573
2017/03/20,129.507
2017/03/21,139.006
2017/03/22,145.912
2017/03/23,134.491
2017/03/24,141.631
2017/03/25,158.355
2017/03/26,151.755
2017/03/27,145.213
2017/03/28,139.499
2017/03/29,135.065
2017/03/30,131.342
2017/03/31,129.992
2017/04/01,126.691
2017/04/02,137.861
2017/04/03,142.012
2017/04/04,141.938
2017/04/05,140.764
2017/04/06,127.258
2017/04/07,137.026
2017/04/08,121.069
2017/04/09,122.963
2017/04/10,118.001
2017/04/11,118.669
2017/04/12,121.883
2017/04/13,123.623
2017/04/14,128.408
2017/04/15,132.494
2017/04/16,135.495
2017/04/17,134.783
2017/04/18,133.312
2017/04/19,128.097
2017/04/20,129.854
2017/04/21,130.501
2017/04/22,130.796
2017/04/23,120.607
2017/04/24,104.191
2017/04/25,110.512
2017/04/26,106.383
2017/04/27,108.792
2017/04/28,108.558
2017/04/29,109.777
2017/04/30,110.494
2017/05/01,116.063
2017/05/02,102.933
2017/05/03,95.588
2017/05/04,101.904
2017/05/05,234.886
2017/05/06,269.955
2017/05/07,330.588
2017/05/08,434.273
2017/05/09,504.986
2017/05/10,515.501
2017/05/11,508.113
2017/05/12,503.729
2017/05/13,498.986
2017/05/14,489.103
2017/05/15,483.618
2017/05/16,468.978
2017/05/17,525.895
2017/05/18,519.226
2017/05/19,545.203
2017/05/20,524.192
2017/05/21,495.996
2017/05/22,537.871
2017/05/23,521.57
2017/05/24,577.415
2017/05/25,592.879
2017/05/26,587.301
2017/05/27,548.302
2017/05/28,536.988
2017/05/29,519.309
2017/05/30,539.69
2017/05/31,1404
2017/06/01,1410
2017/06/02,1397
2017/06/03,1385
2017/06/04,1370
2017/06/05,1399
2017/06/06,1412
2017/06/07,1407
2017/06/08,1404
2017/06/09,1402
2017/06/10,1422
2017/06/11,1491
2017/06/12,2184
2017/06/13,2214
2017/06/14,2125
2017/06/15,2164
2017/06/16,2165
2017/06/17,2056
2017/06/18,2059
2017/06/19,1952
2017/06/20,4147
2017/06/21,5868
2017/06/22,5792
2017/06/23,5786
2017/06/24,5784
2017/06/25,5846
2017/06/26,5810
2017/06/27,5719
2017/06/28,5761
2017/06/29,5860
2017/06/30,5506
2017/07/01,5599
2017/07/02,5655
2017/07/03,5808
2017/07/04,5905
2017/07/05,6071
2017/07/06,6212
2017/07/07,6471
2017/07/08,6576
2017/07/09,6693
2017/07/10,6841
2017/07/11,6893
2017/07/12,6346
2017/07/13,6373
2017/07/14,6414
2017/07/15,6331
2017/07/16,6399
2017/07/17,6452
2017/07/18,6496
2017/07/19,6543
2017/07/20,3580
2017/07/21,892.202
2017/07/22,706.463
2017/07/23,604.908
2017/07/24,485.686
2017/07/25,464.576
2017/07/26,139.618
2017/07/27,121.93
2017/07/28,114.609
2017/07/29,95.045
2017/07/30,68.223
2017/07/31,47.158
2017/08/01,54.002
2017/08/02,60.811
2017/08/03,59.66
2017/08/04,59.823
2017/08/05,58.809
2017/08/06,31.732
2017/08/07,33.371
2017/08/08,33.146
2017/08/09,54.348
2017/08/10,51.903
2017/08/11,51.4
2017/08/12,48.439
2017/08/13,47.352
2017/08/14,50.583
2017/08/15,57.999
2017/08/16,62.425
2017/08/17,62.955
2017/08/18,87.821
2017/08/19,94.33
2017/08/20,93.226
2017/08/21,91.753
2017/08/22,89.077
2017/08/23,86.071
2017/08/24,86.063
2017/08/25,85.086
2017/08/26,91.309
2017/08/27,97.792
2017/08/28,97.795
2017/08/29,94.248
2017/08/30,94.167
2017/08/31,127.022
2017/09/01,125.277
2017/09/02,124.651
2017/09/03,121.025
2017/09/04,120.731
2017/09/05,119.264
2017/09/06,130.164
2017/09/07,141.825
2017/09/08,142.404
2017/09/09,165.02
2017/09/10,173.803
2017/09/11,173.862
2017/09/12,173.873
2017/09/13,170.153
2017/09/14,163.034
2017/09/15,158.94
2017/09/16,158.641
2017/09/17,136.572
2017/09/18,137.753
2017/09/19,137.705
2017/09/20,134.738
2017/09/21,138.992
2017/09/22,139.769
2017/09/23,140.283
2017/09/24,142.745
2017/09/25,145.082
2017/09/26,146.836
2017/09/27,147.721
2017/09/28,145.904
2017/09/29,145.622
2017/09/30,84.58
2017/10/01,74.72
2017/10/02,66.487
2017/10/03,60.309
2017/10/04,54.129
2017/10/05,50.039
2017/10/06,50.389
2017/10/07,50.313
2017/10/08,48.379
2017/10/09,48.315
2017/10/10,48.29
2017/10/11,46.163
2017/10/12,43.949
2017/10/13,49.09
2017/10/14,46.877
2017/10/15,33.616
2017/10/16,39.073
2017/10/17,46.652
2017/10/18,53.962
2017/10/19,53.452
2017/10/20,50.875
2017/10/21,55.49
2017/10/22,58.568
2017/10/23,60.568
2017/10/24,63.979
2017/10/25,66.497
2017/10/26,68.971
2017/10/27,70.658
2017/10/28,71.821
2017/10/29,73.98
2017/10/30,75.948
2017/10/31,75.967
2017/11/01,73.431
2017/11/02,71.142
2017/11/03,68.477
2017/11/04,66.571
2017/11/05,64.146
2017/11/06,60.457
2017/11/07,56.207
2017/11/08,56.187
2017/11/09,51.444
2017/11/10,50.141
2017/11/11,49.494
2017/11/12,36.668
2017/11/13,28.723
2017/11/14,24.123
2017/11/15,31.282
2017/11/16,31.099
2017/11/17,34.923
2017/11/18,34.614
2017/11/19,34.811
2017/11/20,34.679
2017/11/21,41.413
2017/11/22,47.494
2017/11/23,54.049
2017/11/24,61.701
2017/11/25,60.839
2017/11/26,59.791
2017/11/27,68.289
2017/11/28,75.562
2017/11/29,99.094
2017/11/30,102.688
2017/12/01,100.018
2017/12/02,97.474
2017/12/03,93.61
2017/12/04,94.924
2017/12/05,97.142
2017/12/06,353.06
2017/12/07,355.619
2017/12/08,347.246
2017/12/09,339.408
2017/12/10,335.859
2017/12/11,325.754
2017/12/12,330.864
2017/12/13,365.746
2017/12/14,475.85
2017/12/15,529.555
2017/12/16,527.679
2017/12/17,538.303
2017/12/18,582.637
2017/12/19,723.805
2017/12/20,1199
2017/12/21,1666
2017/12/22,2184
2017/12/23,2185
2017/12/24,2164
2017/12/25,2082
2017/12/26,2009
2017/12/27,2002
2017/12/28,1976
2017/12/29,2255
2017/12/30,3005
2017/12/31,2902
2018/01/01,2778
2018/01/02,2768
2018/01/03,3734
2018/01/04,11565
2018/01/05,14435
2018/01/06,14717
2018/01/07,14633
2018/01/08,14623
2018/01/09,15472
2018/01/10,16318
2018/01/11,16405
2018/01/12,15963
2018/01/13,15721
2018/01/14,15407
2018/01/15,15017
2018/01/16,15060
2018/01/17,15039
2018/01/18,14725
2018/01/19,14984
2018/01/20,15643
2018/01/21,15617
2018/01/22,15374
2018/01/23,15103
2018/01/24,14795
2018/01/25,14993
2018/01/26,14797
2018/01/27,14718
2018/01/28,15237
2018/01/29,15449
2018/01/30,15250
2018/01/31,14995
2018/02/01,14868
2018/02/02,14885
2018/02/03,10190
2018/02/04,8990
2018/02/05,9082
2018/02/06,9255
2018/02/07,9256
2018/02/08,8333
2018/02/09,6956
2018/02/10,6241
2018/02/11,6512
2018/02/12,6843
2018/02/13,7109
2018/02/14,6473
2018/02/15,4734
2018/02/16,3071
2018/02/17,2393
2018/02/18,2475
2018/02/19,2610
2018/02/20,2092
2018/02/21,2119
2018/02/22,2168
2018/02/23,2213
2018/02/24,2315
2018/02/25,2279
2018/02/26,2281
2018/02/27,2309
2018/02/28,2142
2018/03/01,1999
2018/03/02,1866
2018/03/03,963.158
2018/03/04,574.198
2018/03/05,509.347
2018/03/06,480.555
2018/03/07,387.137
2018/03/08,288.538
2018/03/09,209.357
2018/03/10,191.158
2018/03/11,171.759
2018/03/12,163.766
2018/03/13,167.811
2018/03/14,168.259
2018/03/15,164.731
2018/03/16,130.033
2018/03/17,84.337
2018/03/18,64.994
2018/03/19,65.242
2018/03/20,62.502
2018/03/21,63.377
2018/03/22,62.849
2018/03/23,62.827
2018/03/24,64.513
2018/03/25,64.882
2018/03/26,63.703
2018/03/27,62.745
2018/03/28,62.757
2018/03/29,63.033
2018/03/30,58.262
2018/03/31,58.594
2018/04/01,58.745
2018/04/02,58.656
2018/04/03,58.692
2018/04/04,59.532
2018/04/05,58.955
2018/04/06,14.157
2018/04/07,14.113
2018/04/08,10.577
2018/04/09,10.429
2018/04/10,10.35
2018/04/11,10.531
2018/04/12,10.558
2018/04/13,10.087
2018/04/14,9.87
2018/04/15,9.903
2018/04/16,9.907
2018/04/17,9.936
2018/04/18,10.002
2018/04/19,10.034
2018/04/20,10.095
2018/04/21,9.735
2018/04/22,9.368
2018/04/23,4.706
2018/04/24,4.651
2018/04/25,4.122
2018/04/26,3.825
2018/04/27,3.547
2018/04/28,0.47
2018/04/29,0.023
2018/04/30,0.027
2018/05/01,0.026
2018/05/02,0.029
2018/05/03,0.044
2018/05/04,291.113
2018/05/05,290.938
2018/05/06,290.606
2018/05/07,290.594
2018/05/08,290.584
2018/05/09,290.612
2018/05/10,290.723
2018/05/11,290.666
2018/05/12,290.687
2018/05/13,290.724
2018/05/14,290.384
2018/05/15,290.31
2018/05/16,290.308
2018/05/17,290.22
2018/05/18,290.102
2018/05/19,290.102
2018/05/20,290.102
2018/05/21,290.031
2018/05/22,290.053
2018/05/23,290.045
2018/05/24,290
2018/05/25,290.012
2018/05/26,290.012
2018/05/27,290.012
2018/05/28,289.894
2018/05/29,289.894
2018/05/30,289.914
2018/05/31,289.816
2018/06/01,289.881
2018/06/02,290.059
2018/06/03,0.303
2018/06/04,0.293
2018/06/05,0.17
2018/06/06,0.17
2018/06/07,0.171
2018/06/08,0.172
2018/06/09,0.172
2018/06/10,0.174
2018/06/11,0.173
2018/06/12,0.174
2018/06/13,0.048
2018/06/14,0.047
2018/06/15,0.047
2018/06/16,0.045
2018/06/17,0.038
2018/06/18,0.038
2018/06/19,0.038
2018/06/20,0.036
2018/06/21,0.036
2018/06/22,0.034
2018/06/23,0.032
2018/06/24,0.032
2018/06/25,0.032
2018/06/26,0.032
2018/06/27,0.025
2018/06/28,0.025
2018/06/29,0.02
2018/06/30,0.003
2018/07/01,0.002
2018/07/02,11.423
2018/07/03,11.423
2018/07/04,22.711
2018/07/05,22.872
2018/07/06,27.241
2018/07/07,27.147
2018/07/08,27.13
2018/07/09,27.13
2018/07/10,27.13
2018/07/11,27.136
2018/07/12,27.136
2018/07/13,27.136
2018/07/14,27.106
2018/07/15,27.077
2018/07/16,27.077
2018/07/17,27.077
2018/07/18,27.077
2018/07/19,27.077
2018/07/20,27.076
2018/07/21,27.076
2018/07/22,27.084
2018/07/23,27.084
2018/07/24,27.091
2018/07/25,27.094
2018/07/26,27.096
2018/07/27,27.096
2018/07/28,27.102
2018/07/29,27.114
2018/07/30,27.114
2018/07/31,27.111
2018/08/01,17.487
2018/08/02,17.487
2018/08/03,6.404
2018/08/04,6.08
2018/08/05,0.683
2018/08/06,0.455
2018/08/07,0.621
2018/08/08,16.443
2018/08/09,25.737
2018/08/10,26.848
2018/08/11,26.848
2018/08/12,26.848
2018/08/13,26.891
2018/08/14,26.854
2018/08/15,26.854
2018/08/16,26.854
2018/08/17,27.495
2018/08/18,27.495
2018/08/19,27.495
2018/08/20,27.496
2018/08/21,27.496
2018/08/22,27.496
2018/08/23,27.489
2018/08/24,27.468
2018/08/25,27.459
2018/08/26,27.454
2018/08/27,27.454
2018/08/28,27.42
2018/08/29,27.409
2018/08/30,27.408
2018/08/31,27.384
2018/09/01,27.384
2018/09/02,27.384
2018/09/03,27.378
2018/09/04,27.34
2018/09/05,27.294
2018/09/06,27.287
2018/09/07,12.908
2018/09/08,3.172
2018/09/09,1.431
2018/09/10,1.427
2018/09/11,1.425
2018/09/12,1.423
2018/09/13,1.419
2018/09/14,1.415
2018/09/15,1.413
2018/09/16,0.108
2018/09/17,0.108
2018/09/18,0.107
2018/09/19,0.12
2018/09/20,0.14
2018/09/21,0.349
2018/09/22,0.351
2018/09/23,0.35
2018/09/24,0.382
2018/09/25,0.379
2018/09/26,0.374
2018/09/27,0.411
2018/09/28,0.443
2018/09/29,0.468
2018/09/30,0.467
2018/10/01,0.471
2018/10/02,0.462
2018/10/03,0.464
2018/10/04,0.473
2018/10/05,0.485
2018/10/06,0.45
2018/10/07,0.454
2018/10/08,0.454
2018/10/09,0.454
2018/10/10,0.457
2018/10/11,0.461
2018/10/12,0.464
2018/10/13,0.474
2018/10/14,0.482
2018/10/15,0.481
2018/10/16,0.483
2018/10/17,0.485
2018/10/18,0.491
2018/10/19,0.497
2018/10/20,0.494
2018/10/21,0.312
2018/10/22,0.313
2018/10/23,0.316
2018/10/24,0.281
2018/10/25,0.278
2018/10/26,0.274
2018/10/27,0.224
2018/10/28,0.163
2018/10/29,0.096
2018/10/30,0.075
2018/10/31,0.019
2018/11/01,0.018
2018/11/02,0.018
2018/11/03,0.018
2018/11/04,0.018
2018/11/05,0.018
2018/11/06,0.018
2018/11/07,0.018
2018/11/08,0.018
2018/11/09,0.018
2018/11/10,0.018
2018/11/11,0.018
2018/11/12,0.018
2018/11/13,0.018
2018/11/14,0.019
2018/11/15,0.027
2018/11/16,0.027
2018/11/17,0.027
2018/11/18,0.027
2018/11/19,0.053
2018/11/20,0.052
2018/11/21,0.052
2018/11/22,0.053
2018/11/23,0.041
2018/11/24,0.041
2018/11/25,0.041
2018/11/26,0.041
2018/11/27,0.041
2018/11/28,0.041
2018/11/29,0.041
2018/11/30,0.041
2018/12/01,0.041
2018/12/02,0.041
2018/12/03,0.041
2018/12/04,0.041
2018/12/05,0.041
2018/12/06,0.041
2018/12/07,0.041
2018/12/08,0.04
2018/12/09,0.04
2018/12/10,0.04
2018/12/11,0.04
2018/12/12,0.04
2018/12/13,0.04
2018/12/14,0.04
2018/12/15,0.031
2018/12/16,0.031
2018/12/17,0.031
2018/12/18,0.031
2018/12/19,0.001
2018/12/20,0.001
2018/12/21,0.001
2018/12/22,0.001
2018/12/23,0.001
2018/12/24,0.001
2018/12/25,0.001
2018/12/26,0.001
2018/12/27,0.001
2018/12/28,0.001
2018/12/29,0.001
2018/12/30,0.001
2018/12/31,0.001
2019/01/01,0.001
2019/01/02,0.001
2019/01/03,0.001
2019/01/04,0.001
2019/01/05,0.001
2019/01/06,0.001
2019/01/07,0.001
2019/01/08,0.001
2019/01/09,0.001
2019/01/10,0.001
2019/01/11,0.001
2019/01/12,0.001
2019/01/13,0.001
2019/01/14,0.002
2019/01/15,0.003
2019/01/16,0.003
2019/01/17,0.003
2019/01/18,0.003
2019/01/19,0.003
2019/01/20,0.003
2019/01/21,0.003
2019/01/22,0.003
2019/01/23,0.003
2019/01/24,0.003
2019/01/25,0.003
2019/01/26,0.003
2019/01/27,0.003
2019/01/28,0.003
2019/01/29,0.003
2019/01/30,0.003
2019/01/31,0.003
2019/02/01,0.003
2019/02/02,0.003
2019/02/03,0.003
2019/02/04,0.003
2019/02/05,0.003
2019/02/06,0.003
2019/02/07,0.003
2019/02/08,0.003
2019/02/09,0.003
2019/02/10,0.003
2019/02/11,0.003
2019/02/12,0.003
2019/02/13,0.001
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,0
2019/02/18,0
2019/02/19,0
2019/02/20,0
2019/02/21,0
2019/02/22,0
2019/02/23,0
2019/02/24,0
2019/02/25,0
2019/02/26,0
2019/02/27,0
2019/02/28,0
2019/03/01,0
2019/03/02,0
2019/03/03,0
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,0
2019/03/08,0
2019/03/09,0
2019/03/10,0
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0
2019/04/08,0
2019/04/09,0
2019/04/10,0
2019/04/11,0
2019/04/12,0
2019/04/13,0
2019/04/14,0
2019/04/15,0
2019/04/16,0
2019/04/17,0
2019/04/18,0
2019/04/19,0
2019/04/20,0
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,0
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0
2019/05/17,0
2019/05/18,0
2019/05/19,0
2019/05/20,0
2019/05/21,0
2019/05/22,0
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
2019/05/28,0
2019/05/29,0
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
2019/06/03,0
2019/06/04,0
2019/06/05,0
2019/06/06,0
2019/06/07,0
2019/06/08,0
2019/06/09,0
2019/06/10,0
2019/06/11,0
2019/06/12,0.001
2019/06/13,0.001
2019/06/14,0.001
2019/06/15,0.001
2019/06/16,0.002
2019/06/17,0.002
2019/06/18,0.002
2019/06/19,0.002
2019/06/20,0.002
2019/06/21,0.002
2019/06/22,0.002
2019/06/23,0.002
2019/06/24,0.002
2019/06/25,0.002
2019/06/26,0.002
2019/06/27,0.002
2019/06/28,0.002
2019/06/29,0.002
2019/06/30,0.002
2019/07/01,0.002
2019/07/02,0.002
2019/07/03,0.002
2019/07/04,0.002
2019/07/05,0.002
2019/07/06,0.002
2019/07/07,0.002
2019/07/08,0.002
2019/07/09,0.002
2019/07/10,0.002
2019/07/11,0.002
2019/07/12,0.001
2019/07/13,0.001
2019/07/14,0.001
2019/07/15,0.001
2019/07/16,0
2019/07/17,0
2019/07/18,0
2019/07/19,0
2019/07/20,0
2019/07/21,0
2019/07/22,0
2019/07/23,0
2019/07/24,0
2019/07/25,0
2019/07/26,0
2019/07/27,0
