Date,hashrate14mom
2016/01/01,-26084062394
2016/01/02,-20783841825
2016/01/03,11740813437
2016/01/04,9844153836
2016/01/05,-16086426237
2016/01/06,-826141588
2016/01/07,-13264699630
2016/01/08,11500866377
2016/01/09,22294804759
2016/01/10,-7494084627
2016/01/11,16499127503
2016/01/12,-1100316974
2016/01/13,-3987675890
2016/01/14,11025799095
2016/01/15,41059367886
2016/01/16,46031918956
2016/01/17,23481069713
2016/01/18,50208665314
2016/01/19,36018974589
2016/01/20,35943464945
2016/01/21,57919464226
2016/01/22,59970493403
2016/01/23,57147175631
2016/01/24,112712301053
2016/01/25,62964643759
2016/01/26,131992758837
2016/01/27,133036178304
2016/01/28,98520809283
2016/01/29,102899926432
2016/01/30,94705977384
2016/01/31,78367126672
2016/02/01,87741077172
2016/02/02,63753948501
2016/02/03,108670621390
2016/02/04,110087850455
2016/02/05,87937117194
2016/02/06,65724458939
2016/02/07,42681577845
2016/02/08,98764437297
2016/02/09,26252991511
2016/02/10,54460254331
2016/02/11,95274910361
2016/02/12,50829714690
2016/02/13,97159075322
2016/02/14,128609958988
2016/02/15,115472070501
2016/02/16,141005696598
2016/02/17,73282297308
2016/02/18,56719240052
2016/02/19,96187666826
2016/02/20,125767022751
2016/02/21,115506326403
2016/02/22,121255726332
2016/02/23,150152473329
2016/02/24,128530384013
2016/02/25,108327289549
2016/02/26,160781978289
2016/02/27,130902854782
2016/02/28,140513953292
2016/02/29,91252429155
2016/03/01,110923210516
2016/03/02,169054924691
2016/03/03,206327589073
2016/03/04,188037866407
2016/03/05,229759026193
2016/03/06,227886774739
2016/03/07,202697660991
2016/03/08,210739758728
2016/03/09,234367657679
2016/03/10,268482305272
2016/03/11,270565564772
2016/03/12,318846574624
2016/03/13,375263744089
2016/03/14,360593684325
2016/03/15,394916610422
2016/03/16,383099960152
2016/03/17,411853599458
2016/03/18,372019972874
2016/03/19,389632957855
2016/03/20,414584927061
2016/03/21,381798008644
2016/03/22,406219759457
2016/03/23,308338161295
2016/03/24,380832482146
2016/03/25,422009596068
2016/03/26,404982465342
2016/03/27,350756572038
2016/03/28,361577656223
2016/03/29,375298488738
2016/03/30,389951821263
2016/03/31,399909298979
2016/04/01,434976334746
2016/04/02,307262209182
2016/04/03,374527739665
2016/04/04,480059589271
2016/04/05,451947107746
2016/04/06,505146226717
2016/04/07,307470473981
2016/04/08,398822028138
2016/04/09,339507030603
2016/04/10,395191788804
2016/04/11,363439245360
2016/04/12,259695072782
2016/04/13,315235680156
2016/04/14,271339385188
2016/04/15,332350136122
2016/04/16,424125058451
2016/04/17,273434484464
2016/04/18,315603649190
2016/04/19,305367601240
2016/04/20,375323248293
2016/04/21,476595116457
2016/04/22,246028097635
2016/04/23,354258874729
2016/04/24,245005803896
2016/04/25,426145472213
2016/04/26,397342798952
2016/04/27,316043448181
2016/04/28,357529663718
2016/04/29,323280671021
2016/04/30,390153988564
2016/05/01,420486418766
2016/05/02,210418549068
2016/05/03,346645384906
2016/05/04,270581780003
2016/05/05,259446787442
2016/05/06,339447395112
2016/05/07,232365279369
2016/05/08,314679624086
2016/05/09,222022899881
2016/05/10,350901548840
2016/05/11,233138554651
2016/05/12,242732313041
2016/05/13,368227483658
2016/05/14,227398069224
2016/05/15,268796142727
2016/05/16,346393756745
2016/05/17,206782442296
2016/05/18,352499026570
2016/05/19,410343416920
2016/05/20,461251134990
2016/05/21,496634665561
2016/05/22,436939927123
2016/05/23,428122153644
2016/05/24,418825996957
2016/05/25,549724428128
2016/05/26,520661522466
2016/05/27,361586200891
2016/05/28,484355015831
2016/05/29,487130650536
2016/05/30,484683933329
2016/05/31,449394011951
2016/06/01,276948482607
2016/06/02,281133646288
2016/06/03,393558242030
2016/06/04,353417663873
2016/06/05,292540805487
2016/06/06,394026149239
2016/06/07,367898826254
2016/06/08,351846259183
2016/06/09,478416293248
2016/06/10,248285530281
2016/06/11,302805586165
2016/06/12,305370308514
2016/06/13,448851701494
2016/06/14,522819526556
2016/06/15,548591856735
2016/06/16,476860723826
2016/06/17,443391662190
2016/06/18,366268147796
2016/06/19,527858960871
2016/06/20,371695171696
2016/06/21,289746470328
2016/06/22,435746351407
2016/06/23,353902866344
2016/06/24,564134350224
2016/06/25,415362616281
2016/06/26,509243935420
2016/06/27,449916593946
2016/06/28,466508368558
2016/06/29,396742786209
2016/06/30,421103041402
2016/07/01,377530805679
2016/07/02,483154136531
2016/07/03,489471706799
2016/07/04,519101268719
2016/07/05,578826328681
2016/07/06,423003182439
2016/07/07,327655310346
2016/07/08,357966701915
2016/07/09,384558873502
2016/07/10,295474644738
2016/07/11,289831669759
2016/07/12,238152048431
2016/07/13,402231074264
2016/07/14,333307713862
2016/07/15,167652775823
2016/07/16,181402025505
2016/07/17,101760146675
2016/07/18,236978579344
2016/07/19,180022520417
2016/07/20,88768839923
2016/07/21,280052493039
2016/07/22,88419012854
2016/07/23,264719056146
2016/07/24,111858909772
2016/07/25,-102098561862
2016/07/26,-306531694837
2016/07/27,-542570302866
2016/07/28,-240549800750
2016/07/29,-264302231846
2016/07/30,-369619647108
2016/07/31,-325027448354
2016/08/01,-536291441672
2016/08/02,-777699881173
2016/08/03,-811056045732
2016/08/04,-665464914394
2016/08/05,-402883581403
2016/08/06,-695618789630
2016/08/07,-440075353490
2016/08/08,-215913215470
2016/08/09,205785920513
2016/08/10,467600317761
2016/08/11,309075918139
2016/08/12,390609302828
2016/08/13,420936891672
2016/08/14,369424112464
2016/08/15,477752681965
2016/08/16,886136660051
2016/08/17,1002134289330
2016/08/18,780921492629
2016/08/19,634991049776
2016/08/20,884154061188
2016/08/21,801608357538
2016/08/22,753942104456
2016/08/23,626142231418
2016/08/24,526210002882
2016/08/25,536660113597
2016/08/26,713858996001
2016/08/27,761898478677
2016/08/28,685109687218
2016/08/29,598486549723
2016/08/30,482763054510
2016/08/31,595510642307
2016/09/01,547810185513
2016/09/02,673040357283
2016/09/03,255184597788
2016/09/04,67646616787
2016/09/05,225092002050
2016/09/06,86603981809
2016/09/07,223318270165
2016/09/08,58967166772
2016/09/09,-76560703442
2016/09/10,-28344059261
2016/09/11,239426117912
2016/09/12,288138733662
2016/09/13,263753854095
2016/09/14,338534132836
2016/09/15,274020883178
2016/09/16,165398539021
2016/09/17,641520888974
2016/09/18,111579926745
2016/09/19,38815436176
2016/09/20,681606549086
2016/09/21,726643200921
2016/09/22,271448940933
2016/09/23,801163353085
2016/09/24,774312493414
2016/09/25,796693704773
2016/09/26,462849364061
2016/09/27,814225489931
2016/09/28,691979912502
2016/09/29,843533411322
2016/09/30,706817740878
2016/10/01,723838341575
2016/10/02,1571070240277
2016/10/03,1320463078949
2016/10/04,869560687804
2016/10/05,660181769505
2016/10/06,1226170941813
2016/10/07,452396414353
2016/10/08,703572628398
2016/10/09,601787123503
2016/10/10,995007820871
2016/10/11,753288661670
2016/10/12,454454518833
2016/10/13,571943818451
2016/10/14,1012026239286
2016/10/15,872074488520
2016/10/16,881787501273
2016/10/17,648133644581
2016/10/18,772577451571
2016/10/19,805881247875
2016/10/20,1007804809235
2016/10/21,1338427624164
2016/10/22,1077290477088
2016/10/23,745520875038
2016/10/24,856843603689
2016/10/25,881063316053
2016/10/26,1199752820651
2016/10/27,800618008584
2016/10/28,223887281591
2016/10/29,-1367480254562
2016/10/30,-1724073280200
2016/10/31,-953185691769
2016/11/01,-2125467586684
2016/11/02,-2640666946831
2016/11/03,-3112779899892
2016/11/04,-3593277710852
2016/11/05,-3841127649769
2016/11/06,-3687592586318
2016/11/07,-3111944088750
2016/11/08,-2691168508973
2016/11/09,-2896451277169
2016/11/10,-3158050136103
2016/11/11,-2976391450594
2016/11/12,-1377811115933
2016/11/13,-830476002869
2016/11/14,-1047714592290
2016/11/15,-108895817259
2016/11/16,306293314550
2016/11/17,309628642216
2016/11/18,1028732431951
2016/11/19,1554243317756
2016/11/20,2118292634222
2016/11/21,1723705806184
2016/11/22,828785284117
2016/11/23,900677688826
2016/11/24,694184376140
2016/11/25,827453078484
2016/11/26,805529749853
2016/11/27,411605751236
2016/11/28,421040524433
2016/11/29,296417510261
2016/11/30,159335395059
2016/12/01,430440832898
2016/12/02,148386669823
2016/12/03,133141085200
2016/12/04,-437562080442
2016/12/05,-914152457486
2016/12/06,-588302169624
2016/12/07,-404216022593
2016/12/08,492619138362
2016/12/09,616091501086
2016/12/10,678708440001
2016/12/11,856964954169
2016/12/12,430674909475
2016/12/13,717067843685
2016/12/14,922878831357
2016/12/15,828894594632
2016/12/16,948443793270
2016/12/17,755432260002
2016/12/18,1043884097369
2016/12/19,1177338243221
2016/12/20,1381693930283
2016/12/21,1200075575880
2016/12/22,692112875192
2016/12/23,108345406125
2016/12/24,-368827784215
2016/12/25,-265665851023
2016/12/26,173350250926
2016/12/27,-224652113491
2016/12/28,-226408449428
2016/12/29,-211721707022
2016/12/30,-397721752627
2016/12/31,-412103264464
2017/01/01,-632283549372
2017/01/02,-607190709739
2017/01/03,-764398437120
2017/01/04,-93457195431
2017/01/05,273555713262
2017/01/06,760209423653
2017/01/07,1353943672258
2017/01/08,1112578743622
2017/01/09,1133490391913
2017/01/10,1338666863209
2017/01/11,1450705996706
2017/01/12,1546671553444
2017/01/13,1676386087712
2017/01/14,1630464476333
2017/01/15,1778510687666
2017/01/16,1754764981491
2017/01/17,1673437670659
2017/01/18,989915318284
2017/01/19,1361954040525
2017/01/20,1055856600966
2017/01/21,1018454456846
2017/01/22,1031851007069
2017/01/23,951980914102
2017/01/24,841687825588
2017/01/25,788395915336
2017/01/26,935114539438
2017/01/27,674651127479
2017/01/28,691152027413
2017/01/29,375094208436
2017/01/30,608061371043
2017/01/31,681316027228
2017/02/01,632088538928
2017/02/02,296582271336
2017/02/03,432486899922
2017/02/04,383922906979
2017/02/05,690767828584
2017/02/06,642611491301
2017/02/07,740973252739
2017/02/08,837938667573
2017/02/09,578357490794
2017/02/10,974678257888
2017/02/11,995847772223
2017/02/12,1275974525246
2017/02/13,1179618120671
2017/02/14,1293262290691
2017/02/15,1445318031007
2017/02/16,1226254474502
2017/02/17,1542356802586
2017/02/18,1482610764448
2017/02/19,1301450721693
2017/02/20,1242554862013
2017/02/21,1480460275647
2017/02/22,1239088062769
2017/02/23,1304729348076
2017/02/24,1082970504638
2017/02/25,1338151911538
2017/02/26,1646230007836
2017/02/27,1555967363788
2017/02/28,1946808402210
2017/03/01,1521825443923
2017/03/02,1736920127080
2017/03/03,1976377176349
2017/03/04,1730925354468
2017/03/05,2093273333979
2017/03/06,2083146711051
2017/03/07,1780144030725
2017/03/08,2343539361232
2017/03/09,2342685343797
2017/03/10,2321922175871
2017/03/11,2257847807782
2017/03/12,1872761708807
2017/03/13,2357552845850
2017/03/14,1674970944136
2017/03/15,2437162555010
2017/03/16,2421634065261
2017/03/17,2729689992890
2017/03/18,3055325311904
2017/03/19,1744858378615
2017/03/20,2661694103279
2017/03/21,2435552745681
2017/03/22,2345747310335
2017/03/23,2832838424616
2017/03/24,2711457259662
2017/03/25,2567767755502
2017/03/26,3311119512352
2017/03/27,3456036241859
2017/03/28,3204820246672
2017/03/29,3511242280570
2017/03/30,3390922362212
2017/03/31,3122755664797
2017/04/01,2644951675204
2017/04/02,3406206876174
2017/04/03,1700197358237
2017/04/04,3030303110442
2017/04/05,3182923520611
2017/04/06,2540910052362
2017/04/07,2918451097746
2017/04/08,2905290495485
2017/04/09,1783994474213
2017/04/10,1179923079664
2017/04/11,2211418580911
2017/04/12,1417354578144
2017/04/13,1018837992316
2017/04/14,2194386198805
2017/04/15,1917117783273
2017/04/16,2273767400522
2017/04/17,3325853747686
2017/04/18,2706622160151
2017/04/19,1984760389534
2017/04/20,2321957661353
2017/04/21,2552202379181
2017/04/22,2556793834124
2017/04/23,3382587432975
2017/04/24,2596648929134
2017/04/25,2910750791048
2017/04/26,2734895365050
2017/04/27,3413501191795
2017/04/28,3116105143512
2017/04/29,4208034720132
2017/04/30,3344617727240
2017/05/01,3315394276221
2017/05/02,2947461207326
2017/05/03,3534572653918
2017/05/04,2979587012318
2017/05/05,3660112613555
2017/05/06,3513892429668
2017/05/07,3471875171283
2017/05/08,3813118906011
2017/05/09,4024350208467
2017/05/10,4056790624177
2017/05/11,4179449468755
2017/05/12,3742274389751
2017/05/13,2584402262844
2017/05/14,3944377716466
2017/05/15,4610384524262
2017/05/16,4983752324674
2017/05/17,3150015258424
2017/05/18,4471656146037
2017/05/19,4353428280293
2017/05/20,5192500730045
2017/05/21,5638183354970
2017/05/22,6899871934217
2017/05/23,4629941600648
2017/05/24,5629951938848
2017/05/25,5341059328817
2017/05/26,4508398194827
2017/05/27,6095426145004
2017/05/28,5055821070836
2017/05/29,6203735456997
2017/05/30,8034143384152
2017/05/31,8542892936165
2017/06/01,9508787284146
2017/06/02,7476866628260
2017/06/03,7788630595976
2017/06/04,7872468633446
2017/06/05,7909669072359
2017/06/06,9593578440550
2017/06/07,10487554373888
2017/06/08,10693438731243
2017/06/09,10556934030824
2017/06/10,11793075367354
2017/06/11,13085997095960
2017/06/12,10949752846229
2017/06/13,10258026023580
2017/06/14,12344973032096
2017/06/15,11273075673870
2017/06/16,13068707048932
2017/06/17,13590306645866
2017/06/18,13623915550301
2017/06/19,13279378152348
2017/06/20,13785885064131
2017/06/21,12630510264683
2017/06/22,12909280243612
2017/06/23,12576030212826
2017/06/24,11753713810294
2017/06/25,11368342131840
2017/06/26,13448818280313
2017/06/27,11798903053878
2017/06/28,12286443317752
2017/06/29,13018928307062
2017/06/30,12285597659997
2017/07/01,11579733767390
2017/07/02,11104146439310
2017/07/03,12431516172762
2017/07/04,12949641781721
2017/07/05,10721737770157
2017/07/06,11235522345959
2017/07/07,12740851163508
2017/07/08,11782108449471
2017/07/09,11650407321894
2017/07/10,10688245099137
2017/07/11,10315566159739
2017/07/12,6996703114303
2017/07/13,6029663535285
2017/07/14,4508115751182
2017/07/15,6039009015005
2017/07/16,7114500232439
2017/07/17,1697516639707
2017/07/18,1840846483496
2017/07/19,6356241970655
2017/07/20,7453306110299
2017/07/21,6099900910152
2017/07/22,5493584775321
2017/07/23,7646315375899
2017/07/24,4507646206146
2017/07/25,8526482911070
2017/07/26,9909372712541
2017/07/27,8035273418506
2017/07/28,11379281731062
2017/07/29,7982999529069
2017/07/30,8821937547437
2017/07/31,14170621534262
2017/08/01,12422323136199
2017/08/02,8493435517397
2017/08/03,3250622181969
2017/08/04,6576011203792
2017/08/05,5999710369481
2017/08/06,4326482778029
2017/08/07,8727639833202
2017/08/08,6134086824511
2017/08/09,8104216613691
2017/08/10,7815128714799
2017/08/11,7076057448251
2017/08/12,10702983654457
2017/08/13,8599335335839
2017/08/14,8710916743242
2017/08/15,10008964367950
2017/08/16,11578716971351
2017/08/17,15857122360006
2017/08/18,12020224972742
2017/08/19,16455265102737
2017/08/20,13257556990510
2017/08/21,13416926100481
2017/08/22,12663877405663
2017/08/23,13324301838011
2017/08/24,13812982840037
2017/08/25,10685924114885
2017/08/26,8677130126328
2017/08/27,7846980828272
2017/08/28,2985941873817
2017/08/29,8384463078336
2017/08/30,8421186496646
2017/08/31,5412227582001
2017/09/01,7191544817411
2017/09/02,3450387749072
2017/09/03,5163672730665
2017/09/04,4235021056729
2017/09/05,4503527743654
2017/09/06,1312956241823
2017/09/07,4522712987175
2017/09/08,11417618804834
2017/09/09,8088755151438
2017/09/10,6995271128666
2017/09/11,9930245777546
2017/09/12,8845842112379
2017/09/13,3873750129013
2017/09/14,7643792873139
2017/09/15,10272740983746
2017/09/16,8296985441186
2017/09/17,9594197182132
2017/09/18,5815150182361
2017/09/19,8169420797152
2017/09/20,7830783252287
2017/09/21,7608636955881
2017/09/22,1680437077721
2017/09/23,-118772640560
2017/09/24,4248758089373
2017/09/25,-960400783727
2017/09/26,-5082285840548
2017/09/27,2122524708051
2017/09/28,-3726693133334
2017/09/29,-11494858097999
2017/09/30,-9922739120291
2017/10/01,-6177749061492
2017/10/02,-4329096565920
2017/10/03,-7308358997153
2017/10/04,-3141527695127
2017/10/05,-1645583728410
2017/10/06,-5586213097067
2017/10/07,-3277849553978
2017/10/08,-2670456816560
2017/10/09,3146321801801
2017/10/10,3120456995523
2017/10/11,3615105312525
2017/10/12,3580707665112
2017/10/13,12346536988964
2017/10/14,7854158136699
2017/10/15,6743543458654
2017/10/16,10253260317423
2017/10/17,13133531519200
2017/10/18,9484374083390
2017/10/19,10270063909890
2017/10/20,14428103678536
2017/10/21,16008860669006
2017/10/22,14839362791257
2017/10/23,13063613099165
