Date,activeaddresses30std
2017/07/23,37472
2017/07/24,37583
2017/07/25,37155
2017/07/26,30992
2017/07/27,31399
2017/07/28,31060
2017/07/29,33105
2017/07/30,34075
2017/07/31,34506
2017/08/01,35205
2017/08/02,33423
2017/08/03,32423
2017/08/04,32190
2017/08/05,32086
2017/08/06,29207
2017/08/07,29934
2017/08/08,33851
2017/08/09,32937
2017/08/10,37953
2017/08/11,43306
2017/08/12,45850
2017/08/13,47657
2017/08/14,58706
2017/08/15,66317
2017/08/16,72737
2017/08/17,79508
2017/08/18,87120
2017/08/19,88209
2017/08/20,87514
2017/08/21,87265
2017/08/22,87549
2017/08/23,88395
2017/08/24,87405
2017/08/25,85648
2017/08/26,83869
2017/08/27,82331
2017/08/28,78181
2017/08/29,75962
2017/08/30,77040
2017/08/31,75070
2017/09/01,72156
2017/09/02,67208
2017/09/03,65009
2017/09/04,66026
2017/09/05,64587
2017/09/06,66273
2017/09/07,66218
2017/09/08,64318
2017/09/09,63843
2017/09/10,65042
2017/09/11,63915
2017/09/12,63312
2017/09/13,62855
2017/09/14,62870
2017/09/15,65882
2017/09/16,65618
2017/09/17,67253
2017/09/18,67154
2017/09/19,65289
2017/09/20,66139
2017/09/21,67144
2017/09/22,71587
2017/09/23,76008
2017/09/24,79070
2017/09/25,78309
2017/09/26,78849
2017/09/27,80210
2017/09/28,80321
2017/09/29,79859
2017/09/30,80144
2017/10/01,82053
2017/10/02,82695
2017/10/03,82277
2017/10/04,79132
2017/10/05,76046
2017/10/06,69566
2017/10/07,67863
2017/10/08,64310
2017/10/09,63472
2017/10/10,63846
2017/10/11,63049
2017/10/12,58015
2017/10/13,59237
2017/10/14,55417
2017/10/15,41688
2017/10/16,40567
2017/10/17,45161
2017/10/18,43446
2017/10/19,43397
2017/10/20,45933
2017/10/21,47305
2017/10/22,48593
2017/10/23,48094
2017/10/24,48786
2017/10/25,48698
2017/10/26,48407
2017/10/27,48227
2017/10/28,92630
2017/10/29,120082
2017/10/30,140972
2017/10/31,142825
2017/11/01,145772
2017/11/02,151400
2017/11/03,152710
2017/11/04,152616
2017/11/05,152502
2017/11/06,152618
2017/11/07,152823
2017/11/08,153946
2017/11/09,155372
2017/11/10,156587
2017/11/11,156650
2017/11/12,157301
2017/11/13,157858
2017/11/14,159255
2017/11/15,163339
2017/11/16,164459
2017/11/17,166929
2017/11/18,167392
2017/11/19,167963
2017/11/20,170297
2017/11/21,172742
2017/11/22,175430
2017/11/23,177856
2017/11/24,179474
2017/11/25,180833
2017/11/26,182162
2017/11/27,161327
2017/11/28,135000
2017/11/29,101355
2017/11/30,109957
2017/12/01,113505
2017/12/02,117576
2017/12/03,124046
2017/12/04,125383
2017/12/05,123239
2017/12/06,152684
2017/12/07,150881
2017/12/08,154742
2017/12/09,155496
2017/12/10,154160
2017/12/11,156998
2017/12/12,169412
2017/12/13,185081
2017/12/14,206362
2017/12/15,217247
2017/12/16,221644
2017/12/17,225634
2017/12/18,236761
2017/12/19,259007
2017/12/20,273118
2017/12/21,293506
2017/12/22,310697
2017/12/23,306632
2017/12/24,296884
2017/12/25,285778
2017/12/26,273872
2017/12/27,268996
2017/12/28,266377
2017/12/29,277404
2017/12/30,293638
2017/12/31,284038
2018/01/01,273440
2018/01/02,279513
2018/01/03,297334
2018/01/04,331464
2018/01/05,355647
2018/01/06,354687
2018/01/07,349125
2018/01/08,342947
2018/01/09,336344
2018/01/10,331665
2018/01/11,330343
2018/01/12,326788
2018/01/13,326185
2018/01/14,319409
2018/01/15,314682
2018/01/16,312248
2018/01/17,315469
2018/01/18,317553
2018/01/19,317978
2018/01/20,325167
2018/01/21,325965
2018/01/22,322413
2018/01/23,305934
2018/01/24,290793
2018/01/25,300422
2018/01/26,297226
2018/01/27,305982
2018/01/28,316474
2018/01/29,320608
2018/01/30,322559
2018/01/31,324037
2018/02/01,325165
2018/02/02,321428
2018/02/03,311822
2018/02/04,309772
2018/02/05,306352
2018/02/06,306844
2018/02/07,306002
2018/02/08,308505
2018/02/09,304969
2018/02/10,295333
2018/02/11,296960
2018/02/12,289324
2018/02/13,292351
2018/02/14,277636
2018/02/15,246463
2018/02/16,212579
2018/02/17,181202
2018/02/18,178190
2018/02/19,177938
2018/02/20,164182
2018/02/21,156578
2018/02/22,154764
2018/02/23,156916
2018/02/24,166988
2018/02/25,169089
2018/02/26,169880
2018/02/27,170958
2018/02/28,165150
2018/03/01,163489
2018/03/02,160956
2018/03/03,146895
2018/03/04,135060
2018/03/05,134059
2018/03/06,133403
2018/03/07,126895
2018/03/08,116351
2018/03/09,114489
2018/03/10,119393
2018/03/11,126121
2018/03/12,121281
2018/03/13,121710
2018/03/14,113216
2018/03/15,112979
2018/03/16,112976
2018/03/17,114334
2018/03/18,115340
2018/03/19,115052
2018/03/20,115719
2018/03/21,110390
2018/03/22,95399
2018/03/23,87886
2018/03/24,84284
2018/03/25,91217
2018/03/26,91348
2018/03/27,93183
2018/03/28,92634
2018/03/29,92247
2018/03/30,89015
2018/03/31,90827
2018/04/01,93973
2018/04/02,95081
2018/04/03,94134
2018/04/04,92692
2018/04/05,91310
2018/04/06,71449
2018/04/07,71450
2018/04/08,70756
2018/04/09,70993
2018/04/10,69618
2018/04/11,69518
2018/04/12,70810
2018/04/13,70005
2018/04/14,69202
2018/04/15,69174
2018/04/16,68412
2018/04/17,69616
2018/04/18,67499
2018/04/19,70572
2018/04/20,75385
2018/04/21,81508
2018/04/22,85012
2018/04/23,96838
2018/04/24,103240
2018/04/25,106066
2018/04/26,106831
2018/04/27,104330
2018/04/28,103566
2018/04/29,103157
2018/04/30,100664
2018/05/01,93160
2018/05/02,91430
2018/05/03,95660
2018/05/04,147946
2018/05/05,149207
2018/05/06,148438
2018/05/07,144771
2018/05/08,144231
2018/05/09,145698
2018/05/10,143453
2018/05/11,140342
2018/05/12,141399
2018/05/13,141222
2018/05/14,136492
2018/05/15,131367
2018/05/16,128152
2018/05/17,128294
2018/05/18,125456
2018/05/19,128453
2018/05/20,127554
2018/05/21,126703
2018/05/22,127080
2018/05/23,128331
2018/05/24,128884
2018/05/25,127569
2018/05/26,125590
2018/05/27,121575
2018/05/28,119315
2018/05/29,111160
2018/05/30,107632
2018/05/31,97641
2018/06/01,96155
2018/06/02,95981
2018/06/03,57668
2018/06/04,56177
2018/06/05,52132
2018/06/06,53155
2018/06/07,54082
2018/06/08,60995
2018/06/09,162166
2018/06/10,247023
2018/06/11,246647
2018/06/12,247418
2018/06/13,247241
2018/06/14,247331
2018/06/15,246632
2018/06/16,247487
2018/06/17,246623
2018/06/18,242745
2018/06/19,241859
2018/06/20,241310
2018/06/21,239482
2018/06/22,237123
2018/06/23,235312
2018/06/24,234437
2018/06/25,236965
2018/06/26,235146
2018/06/27,229785
2018/06/28,227430
2018/06/29,224964
2018/06/30,227945
2018/07/01,238699
2018/07/02,242930
2018/07/03,244035
2018/07/04,246237
2018/07/05,246346
2018/07/06,248590
2018/07/07,249532
2018/07/08,249022
2018/07/09,227923
2018/07/10,175128
2018/07/11,173162
2018/07/12,174975
2018/07/13,176825
2018/07/14,179803
2018/07/15,179899
2018/07/16,180972
2018/07/17,181615
2018/07/18,187633
2018/07/19,188016
2018/07/20,184517
2018/07/21,181051
2018/07/22,177522
2018/07/23,180504
2018/07/24,186062
2018/07/25,180265
2018/07/26,181995
2018/07/27,186404
2018/07/28,185170
2018/07/29,185661
2018/07/30,188824
2018/07/31,184112
2018/08/01,182256
2018/08/02,178299
2018/08/03,175087
2018/08/04,171334
2018/08/05,162520
2018/08/06,151893
2018/08/07,148036
2018/08/08,148685
2018/08/09,149331
2018/08/10,213736
2018/08/11,259651
2018/08/12,295892
2018/08/13,292326
2018/08/14,288253
2018/08/15,288139
2018/08/16,288262
2018/08/17,285528
2018/08/18,284504
2018/08/19,284665
2018/08/20,284541
2018/08/21,284565
2018/08/22,282747
2018/08/23,279271
2018/08/24,274779
2018/08/25,272725
2018/08/26,267810
2018/08/27,265867
2018/08/28,263240
2018/08/29,259253
2018/08/30,255359
2018/08/31,251051
2018/09/01,248481
2018/09/02,243442
2018/09/03,242389
2018/09/04,240929
2018/09/05,238780
2018/09/06,238075
2018/09/07,238236
2018/09/08,238203
2018/09/09,200109
2018/09/10,149151
2018/09/11,60094
2018/09/12,58133
2018/09/13,57164
2018/09/14,60010
2018/09/15,63463
2018/09/16,72353
2018/09/17,73110
2018/09/18,77230
2018/09/19,78821
2018/09/20,80978
2018/09/21,81396
2018/09/22,85202
2018/09/23,88034
2018/09/24,90511
2018/09/25,90484
2018/09/26,89710
2018/09/27,87976
2018/09/28,88762
2018/09/29,92351
2018/09/30,92456
2018/10/01,89353
2018/10/02,83289
2018/10/03,74774
2018/10/04,71453
2018/10/05,67891
2018/10/06,69821
2018/10/07,66065
2018/10/08,64453
2018/10/09,62843
2018/10/10,60776
2018/10/11,61036
2018/10/12,60613
2018/10/13,59461
2018/10/14,59468
2018/10/15,60503
2018/10/16,61619
2018/10/17,64243
2018/10/18,65009
2018/10/19,64636
2018/10/20,64712
2018/10/21,64727
2018/10/22,65099
2018/10/23,64052
2018/10/24,62531
2018/10/25,61960
2018/10/26,59733
2018/10/27,58547
2018/10/28,57656
2018/10/29,52962
2018/10/30,53316
2018/10/31,50235
2018/11/01,43849
2018/11/02,45717
2018/11/03,48656
2018/11/04,49784
2018/11/05,46278
2018/11/06,44958
2018/11/07,45563
2018/11/08,46696
2018/11/09,45597
2018/11/10,46991
2018/11/11,46789
2018/11/12,46605
2018/11/13,46237
2018/11/14,45821
2018/11/15,44897
2018/11/16,44057
2018/11/17,45945
2018/11/18,49389
2018/11/19,51969
2018/11/20,52491
2018/11/21,51540
2018/11/22,51990
2018/11/23,52133
2018/11/24,55922
2018/11/25,56018
2018/11/26,56188
2018/11/27,57148
2018/11/28,53342
2018/11/29,50116
2018/11/30,46478
2018/12/01,47021
2018/12/02,49817
2018/12/03,49854
2018/12/04,50569
2018/12/05,49123
2018/12/06,48610
2018/12/07,48863
2018/12/08,49799
2018/12/09,49394
2018/12/10,49630
2018/12/11,48499
2018/12/12,47884
2018/12/13,47808
2018/12/14,46672
2018/12/15,46014
2018/12/16,46500
2018/12/17,46290
2018/12/18,45336
2018/12/19,38491
2018/12/20,34012
2018/12/21,34076
2018/12/22,37024
2018/12/23,37121
2018/12/24,36293
2018/12/25,36554
2018/12/26,36533
2018/12/27,36311
2018/12/28,36189
2018/12/29,35959
2018/12/30,36965
2018/12/31,35761
2019/01/01,35785
2019/01/02,35553
2019/01/03,35795
2019/01/04,35878
2019/01/05,36875
2019/01/06,36936
2019/01/07,35255
2019/01/08,36429
2019/01/09,36332
2019/01/10,36541
2019/01/11,36275
2019/01/12,41959
2019/01/13,44243
2019/01/14,46549
2019/01/15,45994
2019/01/16,46296
2019/01/17,46854
2019/01/18,46518
2019/01/19,47006
2019/01/20,48892
2019/01/21,47675
2019/01/22,48690
2019/01/23,47235
2019/01/24,47554
2019/01/25,47527
2019/01/26,49004
2019/01/27,47736
2019/01/28,48244
2019/01/29,47946
2019/01/30,48029
2019/01/31,47309
2019/02/01,47737
2019/02/02,49308
2019/02/03,55244
2019/02/04,61588
2019/02/05,66490
2019/02/06,68182
2019/02/07,68974
2019/02/08,67278
2019/02/09,67314
2019/02/10,70039
2019/02/11,70820
2019/02/12,71429
2019/02/13,64916
2019/02/14,61764
2019/02/15,60841
2019/02/16,60401
2019/02/17,59547
2019/02/18,60991
2019/02/19,62162
2019/02/20,61430
2019/02/21,61128
2019/02/22,59829
2019/02/23,58961
2019/02/24,57732
2019/02/25,58216
2019/02/26,57835
2019/02/27,52678
2019/02/28,51628
2019/03/01,52109
2019/03/02,51231
2019/03/03,50754
2019/03/04,53450
2019/03/05,55003
2019/03/06,55025
2019/03/07,54238
2019/03/08,54011
2019/03/09,52310
2019/03/10,51836
2019/03/11,49024
2019/03/12,44145
2019/03/13,42580
2019/03/14,41740
2019/03/15,40950
2019/03/16,40331
2019/03/17,39755
2019/03/18,39226
2019/03/19,38423
2019/03/20,42336
2019/03/21,43266
2019/03/22,44153
2019/03/23,42546
2019/03/24,41432
2019/03/25,45057
2019/03/26,48309
2019/03/27,49922
2019/03/28,52399
2019/03/29,53732
2019/03/30,54887
2019/03/31,54769
2019/04/01,63099
2019/04/02,73379
2019/04/03,80995
2019/04/04,82198
2019/04/05,82364
2019/04/06,81952
2019/04/07,81565
2019/04/08,83109
2019/04/09,79871
2019/04/10,78005
2019/04/11,80764
2019/04/12,82397
2019/04/13,81243
2019/04/14,81101
2019/04/15,75505
2019/04/16,70950
2019/04/17,69933
2019/04/18,69517
2019/04/19,70754
2019/04/20,74851
2019/04/21,74282
2019/04/22,71974
2019/04/23,69402
2019/04/24,69468
2019/04/25,69200
2019/04/26,68407
2019/04/27,72216
2019/04/28,74127
2019/04/29,74069
2019/04/30,71470
2019/05/01,70798
2019/05/02,68022
2019/05/03,65770
2019/05/04,67676
2019/05/05,68503
2019/05/06,66193
2019/05/07,65358
2019/05/08,65103
2019/05/09,65130
2019/05/10,66184
2019/05/11,65174
2019/05/12,63784
2019/05/13,66986
2019/05/14,70172
2019/05/15,80403
2019/05/16,93544
2019/05/17,96670
2019/05/18,96682
2019/05/19,96706
2019/05/20,96542
2019/05/21,101248
2019/05/22,102740
2019/05/23,104606
2019/05/24,108097
2019/05/25,108964
2019/05/26,108429
2019/05/27,109824
2019/05/28,109927
2019/05/29,114892
2019/05/30,116122
2019/05/31,119275
2019/06/01,133966
2019/06/02,135210
2019/06/03,128933
2019/06/04,121579
2019/06/05,117945
2019/06/06,113507
2019/06/07,112543
2019/06/08,114624
2019/06/09,113227
2019/06/10,112530
2019/06/11,107763
2019/06/12,113765
2019/06/13,113800
2019/06/14,113807
2019/06/15,112532
2019/06/16,120575
2019/06/17,119339
2019/06/18,116233
2019/06/19,116469
2019/06/20,119365
2019/06/21,118980
2019/06/22,118884
2019/06/23,120622
2019/06/24,120450
2019/06/25,118995
2019/06/26,118564
2019/06/27,118049
2019/06/28,116984
2019/06/29,118948
2019/06/30,122824
2019/07/01,107209
2019/07/02,101576
2019/07/03,99756
2019/07/04,99834
2019/07/05,100993
2019/07/06,103332
2019/07/07,108487
2019/07/08,105581
2019/07/09,105494
2019/07/10,105076
2019/07/11,106714
2019/07/12,94276
2019/07/13,101129
2019/07/14,104748
2019/07/15,102776
2019/07/16,87378
2019/07/17,87316
2019/07/18,85922
2019/07/19,86823
2019/07/20,91562
2019/07/21,95992
2019/07/22,93776
2019/07/23,95627
2019/07/24,96922
2019/07/25,97558
2019/07/26,87723
2019/07/27,83607
2019/07/28,83334
2019/07/29,82694
2019/07/30,83591
2019/07/31,82980
2019/08/01,76874
2019/08/02,71094
2019/08/03,69949
2019/08/04,76373
2019/08/05,79070
2019/08/06,81920
2019/08/07,81033
2019/08/08,76609
2019/08/09,75782
2019/08/10,75445
2019/08/11,73309
2019/08/12,75498
2019/08/13,76864
2019/08/14,76080
2019/08/15,75609
2019/08/16,75823
2019/08/17,75859
2019/08/18,76412
2019/08/19,75961
2019/08/20,73481
2019/08/21,74879
2019/08/22,74736
2019/08/23,73571
2019/08/24,71357
2019/08/25,71506
2019/08/26,70801
2019/08/27,69353
2019/08/28,69083
2019/08/29,68353
2019/08/30,68021
2019/08/31,67442
2019/09/01,69010
2019/09/02,64491
2019/09/03,49019
2019/09/04,47769
2019/09/05,46676
2019/09/06,47236
2019/09/07,47840
2019/09/08,48275
2019/09/09,48711
2019/09/10,46417
2019/09/11,44693
2019/09/12,44113
2019/09/13,46029
2019/09/14,47723
2019/09/15,48087
2019/09/16,47874
2019/09/17,45237
2019/09/18,45151
2019/09/19,44616
2019/09/20,43803
2019/09/21,49339
2019/09/22,55368
2019/09/23,58810
2019/09/24,58530
2019/09/25,57883
2019/09/26,57881
2019/09/27,58696
2019/09/28,60307
2019/09/29,64917
2019/09/30,65032
2019/10/01,64794
2019/10/02,63895
2019/10/03,65603
2019/10/04,68027
2019/10/05,65202
2019/10/06,64199
2019/10/07,64268
2019/10/08,64119
2019/10/09,61781
2019/10/10,61677
2019/10/11,60448
2019/10/12,58809
2019/10/13,61122
2019/10/14,61164
2019/10/15,61255
2019/10/16,56487
2019/10/17,54777
2019/10/18,53946
2019/10/19,52882
2019/10/20,48507
2019/10/21,48166
2019/10/22,46316
2019/10/23,45905
2019/10/24,44433
2019/10/25,44419
2019/10/26,44677
