Date,difficulty90ema
2016/01/01,7485584349515
2016/01/02,7500131204048
2016/01/03,7517983376511
2016/01/04,7535921328231
2016/01/05,7552843103025
2016/01/06,7571960667628
2016/01/07,7585985884644
2016/01/08,7601731259217
2016/01/09,7619996527211
2016/01/10,7635749155608
2016/01/11,7661956539478
2016/01/12,7688945259302
2016/01/13,7706411756344
2016/01/14,7729024926891
2016/01/15,7756874046639
2016/01/16,7788642909804
2016/01/17,7816761217551
2016/01/18,7852743386850
2016/01/19,7889796028398
2016/01/20,7923293166518
2016/01/21,7960110855937
2016/01/22,8002680186395
2016/01/23,8047863180160
2016/01/24,8093696335812
2016/01/25,8142848411090
2016/01/26,8197087794963
2016/01/27,8254736521677
2016/01/28,8302956150030
2016/01/29,8359663588406
2016/01/30,8414969368497
2016/01/31,8465100626737
2016/02/01,8518999441800
2016/02/02,8566365383936
2016/02/03,8616713122179
2016/02/04,8671593763862
2016/02/05,8726638411148
2016/02/06,8773675149017
2016/02/07,8823712501015
2016/02/08,8883408085589
2016/02/09,8935317815296
2016/02/10,8995186199471
2016/02/11,9061089171331
2016/02/12,9115857002761
2016/02/13,9181385546668
2016/02/14,9254253445746
2016/02/15,9333825131773
2016/02/16,9407724234887
2016/02/17,9480563676310
2016/02/18,9539938299579
2016/02/19,9608322640829
2016/02/20,9678780683887
2016/02/21,9750871880845
2016/02/22,9831764891980
2016/02/23,9918618082483
2016/02/24,10000043399928
2016/02/25,10078587599403
2016/02/26,10165858244211
2016/02/27,10262541236772
2016/02/28,10360886241439
2016/02/29,10461450513441
2016/03/01,10549186810935
2016/03/02,10646785094324
2016/03/03,10755619258610
2016/03/04,10873978721738
2016/03/05,10997036244272
2016/03/06,11136492595259
2016/03/07,11268971203839
2016/03/08,11405739089875
2016/03/09,11547739870620
2016/03/10,11689685769953
2016/03/11,11843363479132
2016/03/12,12015045888529
2016/03/13,12193826659324
2016/03/14,12366830583973
2016/03/15,12481236535480
2016/03/16,12597644430418
2016/03/17,12717229562924
2016/03/18,12839936158725
2016/03/19,12967667269382
2016/03/20,13109551839533
2016/03/21,13244913381710
2016/03/22,13383875307846
2016/03/23,13502163574546
2016/03/24,13640601582088
2016/03/25,13799524420398
2016/03/26,13966879803585
2016/03/27,14142926226896
2016/03/28,14310510534535
2016/03/29,14490801172542
2016/03/30,14673914778396
2016/03/31,14876452222799
2016/04/01,15071457316846
2016/04/02,15257131337253
2016/04/03,15455781783418
2016/04/04,15670948251828
2016/04/05,15891494667328
2016/04/06,16106344069168
2016/04/07,16293903837644
2016/04/08,16510299071513
2016/04/09,16737401328847
2016/04/10,16964795322632
2016/04/11,17185618429482
2016/04/12,17381438437046
2016/04/13,17598180146457
2016/04/14,17816797345069
2016/04/15,18047341019476
2016/04/16,18285442028456
2016/04/17,18503815385021
2016/04/18,18746013816822
2016/04/19,18994002494678
2016/04/20,19239321406079
2016/04/21,19494979237281
2016/04/22,19720151447964
2016/04/23,19965184311361
2016/04/24,20199004989481
2016/04/25,20447907505344
2016/04/26,20690665201514
2016/04/27,20919071992106
2016/04/28,21163136481789
2016/04/29,21415835372051
2016/04/30,21686015032829
2016/05/01,21967298697965
2016/05/02,22193971020702
2016/05/03,22456996035741
2016/05/04,22714343138097
2016/05/05,22959575752692
2016/05/06,23203992645786
2016/05/07,23443143064693
2016/05/08,23685346602467
2016/05/09,23931440250264
2016/05/10,24190156100876
2016/05/11,24424212623884
