Date,difficulty7mom
2016/01/01,1395475558
2016/01/02,-308173582968
2016/01/03,-276347177595
2016/01/04,-197726196670
2016/01/05,-299573482778
2016/01/06,-54835408191
2016/01/07,-332561474917
2016/01/08,-245022740889
2016/01/09,285334722176
2016/01/10,24336068141
2016/01/11,494024941964
2016/01/12,584081210077
2016/01/13,60978582219
2016/01/14,525202974441
2016/01/15,693759447696
2016/01/16,769556367701
2016/01/17,731284792990
2016/01/18,625764798953
2016/01/19,648695285856
2016/01/20,930244938173
2016/01/21,863187018786
2016/01/22,900855516347
2016/01/23,856149082059
2016/01/24,1065245850051
2016/01/25,876165840305
2016/01/26,1072101800004
2016/01/27,1406189047575
2016/01/28,850231576714
2016/01/29,986129204351
2016/01/30,817570179861
2016/01/31,562669856092
2016/02/01,587380951135
2016/02/02,63409431689
2016/02/03,37082613514
2016/02/04,665052707005
2016/02/05,292980619269
2016/02/06,-9266598371
2016/02/07,354433046490
2016/02/08,622364887028
2016/02/09,571150978262
2016/02/10,802141821320
2016/02/11,879989100309
2016/02/12,376900286022
2016/02/13,1230595766308
2016/02/14,1446500289846
2016/02/15,1334903560836
2016/02/16,1450933536213
2016/02/17,1062589524362
2016/02/18,188337615939
2016/02/19,1098400325062
2016/02/20,716757849433
2016/02/21,462055190757
2016/02/22,556738727511
2016/02/23,1087350736403
2016/02/24,901551206584
2016/02/25,1391695441011
2016/02/26,1397976111726
2016/02/27,1750770805793
2016/02/28,1778308803588
2016/02/29,1505056730055
2016/03/01,669866989537
2016/03/02,1366438678932
2016/03/03,2024935093317
2016/03/04,2091572892717
2016/03/05,1908161591301
2016/03/06,2605061265107
2016/03/07,2227708668102
2016/03/08,3038457969082
2016/03/09,2876865908613
2016/03/10,2407538720947
2016/03/11,2541046706645
2016/03/12,3181817109653
2016/03/13,2807270745504
2016/03/14,2901235945221
2016/03/15,80391359078
2016/03/16,-88978858637
2016/03/17,32489669181
2016/03/18,-381641865719
2016/03/19,-1003211413074
2016/03/20,-726155748449
2016/03/21,-797003222277
2016/03/22,1995379643342
2016/03/23,988195687580
2016/03/24,1762324958229
2016/03/25,2571211053353
2016/03/26,2762492661765
2016/03/27,2553576853006
2016/03/28,2499510215901
2016/03/29,2946053542925
2016/03/30,4056478796193
2016/03/31,4088275581043
2016/04/01,2877593276714
2016/04/02,2105430890004
2016/04/03,2318734573523
2016/04/04,3477843871571
2016/04/05,3192075593234
2016/04/06,2844672212161
2016/04/07,750945036072
2016/04/08,2390702976765
2016/04/09,3323826534834
2016/04/10,2788101408293
2016/04/11,1766390588232
2016/04/12,389618616568
2016/04/13,1576043764213
2016/04/14,2904949148481
2016/04/15,2166647551891
2016/04/16,2037485147859
2016/04/17,1137601706089
2016/04/18,2511597347695
2016/04/19,3934069885606
2016/04/20,2912826748146
2016/04/21,3326490042475
2016/04/22,1433780292802
2016/04/23,1988209804467
2016/04/24,2382595413646
2016/04/25,2000225429287
2016/04/26,1463884021788
2016/04/27,927161210066
2016/04/28,1152253546896
2016/04/29,2920621165360
2016/04/30,2839863204896
2016/05/01,3880396630700
2016/05/02,756819921248
2016/05/03,2668226523935
2016/05/04,3083115019442
2016/05/05,1848420829526
2016/05/06,1419608399731
2016/05/07,376326768601
2016/05/08,-21017763095
2016/05/09,2601718194720
2016/05/10,1541402248145
2016/05/11,673438704806
2016/05/12,736085095977
2016/05/13,2734105860800
2016/05/14,2760732335937
2016/05/15,2651495647512
2016/05/16,2494015889271
