Date,price30trxUSD
2016/07/08,0.345
2016/07/09,0.3
2016/07/10,0.256
2016/07/11,0.214
2016/07/12,0.172
2016/07/13,0.131
2016/07/14,0.093
2016/07/15,0.059
2016/07/16,0.029
2016/07/17,0.001
2016/07/18,-0.024
2016/07/19,-0.048
2016/07/20,-0.068
2016/07/21,-0.084
2016/07/22,-0.094
2016/07/23,-0.097
2016/07/24,-0.097
2016/07/25,-0.094
2016/07/26,-0.09
2016/07/27,-0.085
2016/07/28,-0.08
2016/07/29,-0.074
2016/07/30,-0.068
2016/07/31,-0.063
2016/08/01,-0.061
2016/08/02,-0.062
2016/08/03,-0.069
2016/08/04,-0.078
2016/08/05,-0.088
2016/08/06,-0.098
2016/08/07,-0.109
2016/08/08,-0.12
2016/08/09,-0.129
2016/08/10,-0.135
2016/08/11,-0.14
2016/08/12,-0.143
2016/08/13,-0.146
2016/08/14,-0.148
2016/08/15,-0.15
2016/08/16,-0.153
2016/08/17,-0.157
2016/08/18,-0.161
2016/08/19,-0.165
2016/08/20,-0.169
2016/08/21,-0.173
2016/08/22,-0.177
2016/08/23,-0.18
2016/08/24,-0.183
2016/08/25,-0.185
2016/08/26,-0.186
2016/08/27,-0.187
2016/08/28,-0.187
2016/08/29,-0.188
2016/08/30,-0.188
2016/08/31,-0.188
2016/09/01,-0.185
2016/09/02,-0.179
2016/09/03,-0.173
2016/09/04,-0.166
2016/09/05,-0.159
2016/09/06,-0.152
2016/09/07,-0.145
2016/09/08,-0.138
2016/09/09,-0.131
2016/09/10,-0.124
2016/09/11,-0.117
2016/09/12,-0.109
2016/09/13,-0.101
2016/09/14,-0.093
2016/09/15,-0.084
2016/09/16,-0.075
2016/09/17,-0.064
2016/09/18,-0.052
2016/09/19,-0.039
2016/09/20,-0.023
2016/09/21,-0.004
2016/09/22,0.014
2016/09/23,0.033
2016/09/24,0.051
2016/09/25,0.068
2016/09/26,0.084
2016/09/27,0.099
2016/09/28,0.114
2016/09/29,0.128
2016/09/30,0.141
2016/10/01,0.153
2016/10/02,0.165
2016/10/03,0.175
2016/10/04,0.185
2016/10/05,0.194
2016/10/06,0.201
2016/10/07,0.207
2016/10/08,0.209
2016/10/09,0.209
2016/10/10,0.207
2016/10/11,0.202
2016/10/12,0.195
2016/10/13,0.187
2016/10/14,0.178
2016/10/15,0.168
2016/10/16,0.157
2016/10/17,0.146
2016/10/18,0.136
2016/10/19,0.126
2016/10/20,0.117
2016/10/21,0.108
2016/10/22,0.098
2016/10/23,0.089
2016/10/24,0.08
2016/10/25,0.07
2016/10/26,0.06
2016/10/27,0.048
2016/10/28,0.037
2016/10/29,0.023
2016/10/30,0.008
2016/10/31,-0.007
2016/11/01,-0.022
2016/11/02,-0.037
2016/11/03,-0.052
2016/11/04,-0.067
2016/11/05,-0.081
2016/11/06,-0.094
2016/11/07,-0.106
2016/11/08,-0.118
2016/11/09,-0.13
2016/11/10,-0.142
2016/11/11,-0.154
2016/11/12,-0.166
2016/11/13,-0.179
2016/11/14,-0.192
2016/11/15,-0.205
2016/11/16,-0.217
2016/11/17,-0.23
2016/11/18,-0.242
2016/11/19,-0.255
2016/11/20,-0.268
2016/11/21,-0.281
2016/11/22,-0.293
2016/11/23,-0.304
2016/11/24,-0.315
2016/11/25,-0.326
2016/11/26,-0.336
2016/11/27,-0.347
2016/11/28,-0.359
2016/11/29,-0.372
2016/11/30,-0.386
2016/12/01,-0.401
2016/12/02,-0.417
2016/12/03,-0.433
2016/12/04,-0.451
2016/12/05,-0.47
2016/12/06,-0.492
2016/12/07,-0.512
2016/12/08,-0.53
2016/12/09,-0.545
2016/12/10,-0.559
2016/12/11,-0.571
2016/12/12,-0.581
2016/12/13,-0.589
2016/12/14,-0.595
2016/12/15,-0.601
2016/12/16,-0.606
2016/12/17,-0.611
2016/12/18,-0.616
2016/12/19,-0.62
2016/12/20,-0.623
2016/12/21,-0.626
2016/12/22,-0.629
2016/12/23,-0.632
2016/12/24,-0.635
2016/12/25,-0.639
2016/12/26,-0.642
2016/12/27,-0.645
2016/12/28,-0.648
2016/12/29,-0.648
2016/12/30,-0.645
2016/12/31,-0.641
2017/01/01,-0.634
2017/01/02,-0.625
2017/01/03,-0.612
2017/01/04,-0.592
2017/01/05,-0.566
2017/01/06,-0.536
2017/01/07,-0.504
2017/01/08,-0.469
2017/01/09,-0.431
2017/01/10,-0.391
2017/01/11,-0.351
2017/01/12,-0.312
2017/01/13,-0.275
2017/01/14,-0.24
2017/01/15,-0.206
2017/01/16,-0.173
2017/01/17,-0.141
2017/01/18,-0.11
2017/01/19,-0.079
2017/01/20,-0.048
2017/01/21,-0.016
2017/01/22,0.015
2017/01/23,0.046
2017/01/24,0.076
2017/01/25,0.104
2017/01/26,0.13
2017/01/27,0.154
2017/01/28,0.177
2017/01/29,0.197
2017/01/30,0.216
2017/01/31,0.233
2017/02/01,0.248
2017/02/02,0.262
2017/02/03,0.275
2017/02/04,0.289
2017/02/05,0.302
2017/02/06,0.315
2017/02/07,0.328
2017/02/08,0.34
2017/02/09,0.351
2017/02/10,0.361
2017/02/11,0.369
2017/02/12,0.377
2017/02/13,0.384
2017/02/14,0.393
2017/02/15,0.404
2017/02/16,0.418
2017/02/17,0.432
2017/02/18,0.447
2017/02/19,0.462
2017/02/20,0.476
2017/02/21,0.49
2017/02/22,0.502
2017/02/23,0.514
2017/02/24,0.525
2017/02/25,0.537
2017/02/26,0.549
2017/02/27,0.565
2017/02/28,0.585
2017/03/01,0.608
2017/03/02,0.64
2017/03/03,0.682
2017/03/04,0.73
2017/03/05,0.781
2017/03/06,0.834
2017/03/07,0.886
2017/03/08,0.935
2017/03/09,0.977
2017/03/10,1.015
2017/03/11,1.052
2017/03/12,1.094
2017/03/13,1.151
2017/03/14,1.22
2017/03/15,1.3
2017/03/16,1.411
2017/03/17,1.556
2017/03/18,1.706
2017/03/19,1.858
2017/03/20,2.014
2017/03/21,2.167
2017/03/22,2.309
2017/03/23,2.438
2017/03/24,2.561
2017/03/25,2.682
2017/03/26,2.796
2017/03/27,2.899
2017/03/28,2.988
2017/03/29,3.066
2017/03/30,3.131
2017/03/31,3.178
2017/04/01,3.209
2017/04/02,3.222
2017/04/03,3.215
2017/04/04,3.187
2017/04/05,3.146
2017/04/06,3.091
2017/04/07,3.024
2017/04/08,2.951
2017/04/09,2.871
2017/04/10,2.786
2017/04/11,2.698
2017/04/12,2.609
2017/04/13,2.525
2017/04/14,2.443
2017/04/15,2.365
2017/04/16,2.289
2017/04/17,2.216
2017/04/18,2.146
2017/04/19,2.08
2017/04/20,2.016
2017/04/21,1.953
2017/04/22,1.892
2017/04/23,1.832
2017/04/24,1.774
2017/04/25,1.719
2017/04/26,1.666
2017/04/27,1.622
2017/04/28,1.59
2017/04/29,1.571
2017/04/30,1.563
2017/05/01,1.568
2017/05/02,1.581
2017/05/03,1.599
2017/05/04,1.626
2017/05/05,1.663
2017/05/06,1.705
2017/05/07,1.751
2017/05/08,1.794
2017/05/09,1.831
2017/05/10,1.863
2017/05/11,1.889
2017/05/12,1.91
2017/05/13,1.925
2017/05/14,1.934
2017/05/15,1.938
2017/05/16,1.938
2017/05/17,1.931
2017/05/18,1.922
2017/05/19,1.921
2017/05/20,1.933
2017/05/21,1.957
2017/05/22,2.006
2017/05/23,2.071
2017/05/24,2.156
2017/05/25,2.258
2017/05/26,2.36
2017/05/27,2.444
2017/05/28,2.519
2017/05/29,2.587
2017/05/30,2.662
2017/05/31,2.744
2017/06/01,2.826
2017/06/02,2.904
2017/06/03,2.973
2017/06/04,3.038
2017/06/05,3.099
2017/06/06,3.155
2017/06/07,3.205
2017/06/08,3.246
2017/06/09,3.278
2017/06/10,3.312
2017/06/11,3.354
2017/06/12,3.408
2017/06/13,3.47
2017/06/14,3.529
2017/06/15,3.568
2017/06/16,3.594
2017/06/17,3.609
2017/06/18,3.614
2017/06/19,3.606
2017/06/20,3.588
2017/06/21,3.553
2017/06/22,3.502
2017/06/23,3.44
2017/06/24,3.366
2017/06/25,3.28
2017/06/26,3.178
2017/06/27,3.062
2017/06/28,2.945
2017/06/29,2.83
2017/06/30,2.716
2017/07/01,2.6
2017/07/02,2.483
2017/07/03,2.369
2017/07/04,2.258
2017/07/05,2.148
2017/07/06,2.04
2017/07/07,1.934
2017/07/08,1.828
2017/07/09,1.724
2017/07/10,1.62
2017/07/11,1.514
2017/07/12,1.408
2017/07/13,1.304
2017/07/14,1.201
2017/07/15,1.099
2017/07/16,0.995
2017/07/17,0.893
2017/07/18,0.797
2017/07/19,0.708
2017/07/20,0.627
2017/07/21,0.553
2017/07/22,0.485
2017/07/23,0.424
2017/07/24,0.368
2017/07/25,0.316
2017/07/26,0.266
2017/07/27,0.218
2017/07/28,0.172
2017/07/29,0.127
2017/07/30,0.085
2017/07/31,0.044
2017/08/01,0.009
2017/08/02,-0.022
2017/08/03,-0.049
2017/08/04,-0.072
2017/08/05,-0.089
2017/08/06,-0.1
2017/08/07,-0.104
2017/08/08,-0.101
2017/08/09,-0.09
2017/08/10,-0.072
2017/08/11,-0.049
2017/08/12,-0.021
2017/08/13,0.01
2017/08/14,0.042
2017/08/15,0.074
2017/08/16,0.106
2017/08/17,0.139
2017/08/18,0.171
2017/08/19,0.202
2017/08/20,0.231
2017/08/21,0.261
2017/08/22,0.29
2017/08/23,0.32
2017/08/24,0.349
2017/08/25,0.379
2017/08/26,0.408
2017/08/27,0.437
2017/08/28,0.466
2017/08/29,0.496
2017/08/30,0.53
2017/08/31,0.565
2017/09/01,0.601
2017/09/02,0.635
2017/09/03,0.664
2017/09/04,0.686
2017/09/05,0.7
2017/09/06,0.71
2017/09/07,0.717
2017/09/08,0.719
2017/09/09,0.715
2017/09/10,0.706
2017/09/11,0.693
2017/09/12,0.677
2017/09/13,0.656
2017/09/14,0.629
2017/09/15,0.596
2017/09/16,0.56
2017/09/17,0.522
2017/09/18,0.485
2017/09/19,0.451
2017/09/20,0.418
2017/09/21,0.385
2017/09/22,0.353
2017/09/23,0.321
2017/09/24,0.291
2017/09/25,0.264
2017/09/26,0.24
2017/09/27,0.218
2017/09/28,0.199
2017/09/29,0.182
2017/09/30,0.167
2017/10/01,0.154
2017/10/02,0.142
2017/10/03,0.132
2017/10/04,0.122
2017/10/05,0.112
2017/10/06,0.104
2017/10/07,0.098
2017/10/08,0.094
2017/10/09,0.09
2017/10/10,0.087
2017/10/11,0.084
2017/10/12,0.082
2017/10/13,0.082
2017/10/14,0.086
2017/10/15,0.091
2017/10/16,0.099
2017/10/17,0.107
2017/10/18,0.113
2017/10/19,0.118
2017/10/20,0.122
2017/10/21,0.124
2017/10/22,0.124
2017/10/23,0.122
2017/10/24,0.119
2017/10/25,0.116
2017/10/26,0.111
2017/10/27,0.106
2017/10/28,0.101
2017/10/29,0.095
2017/10/30,0.091
2017/10/31,0.086
2017/11/01,0.082
2017/11/02,0.076
2017/11/03,0.07
2017/11/04,0.065
2017/11/05,0.059
2017/11/06,0.054
2017/11/07,0.049
2017/11/08,0.044
2017/11/09,0.041
2017/11/10,0.04
2017/11/11,0.038
2017/11/12,0.038
2017/11/13,0.038
2017/11/14,0.04
2017/11/15,0.045
2017/11/16,0.05
2017/11/17,0.057
2017/11/18,0.065
2017/11/19,0.075
2017/11/20,0.088
2017/11/21,0.103
2017/11/22,0.12
2017/11/23,0.141
2017/11/24,0.167
2017/11/25,0.201
2017/11/26,0.241
2017/11/27,0.284
2017/11/28,0.331
2017/11/29,0.379
2017/11/30,0.425
2017/12/01,0.468
2017/12/02,0.51
2017/12/03,0.55
2017/12/04,0.589
2017/12/05,0.625
2017/12/06,0.656
2017/12/07,0.682
2017/12/08,0.704
2017/12/09,0.725
2017/12/10,0.743
2017/12/11,0.759
2017/12/12,0.78
2017/12/13,0.813
2017/12/14,0.858
2017/12/15,0.908
2017/12/16,0.964
2017/12/17,1.024
2017/12/18,1.087
2017/12/19,1.158
2017/12/20,1.231
2017/12/21,1.304
2017/12/22,1.367
2017/12/23,1.422
2017/12/24,1.465
2017/12/25,1.502
2017/12/26,1.533
2017/12/27,1.559
2017/12/28,1.577
2017/12/29,1.59
2017/12/30,1.595
2017/12/31,1.595
2018/01/01,1.592
2018/01/02,1.592
2018/01/03,1.596
2018/01/04,1.606
2018/01/05,1.62
2018/01/06,1.639
2018/01/07,1.665
2018/01/08,1.698
2018/01/09,1.739
2018/01/10,1.789
2018/01/11,1.84
2018/01/12,1.89
2018/01/13,1.942
2018/01/14,1.994
2018/01/15,2.043
2018/01/16,2.076
2018/01/17,2.088
2018/01/18,2.086
2018/01/19,2.073
2018/01/20,2.054
2018/01/21,2.027
2018/01/22,1.993
2018/01/23,1.95
2018/01/24,1.902
2018/01/25,1.852
2018/01/26,1.8
2018/01/27,1.747
2018/01/28,1.699
2018/01/29,1.655
2018/01/30,1.611
2018/01/31,1.566
2018/02/01,1.521
2018/02/02,1.47
2018/02/03,1.415
2018/02/04,1.356
2018/02/05,1.29
2018/02/06,1.215
2018/02/07,1.139
2018/02/08,1.063
2018/02/09,0.988
2018/02/10,0.916
2018/02/11,0.846
2018/02/12,0.779
2018/02/13,0.714
2018/02/14,0.654
2018/02/15,0.599
2018/02/16,0.549
2018/02/17,0.505
2018/02/18,0.464
2018/02/19,0.427
2018/02/20,0.394
2018/02/21,0.361
2018/02/22,0.327
2018/02/23,0.295
2018/02/24,0.263
2018/02/25,0.232
2018/02/26,0.203
2018/02/27,0.175
2018/02/28,0.15
2018/03/01,0.126
2018/03/02,0.103
2018/03/03,0.082
2018/03/04,0.062
2018/03/05,0.044
2018/03/06,0.025
2018/03/07,0.006
2018/03/08,-0.014
2018/03/09,-0.038
2018/03/10,-0.063
2018/03/11,-0.088
2018/03/12,-0.114
2018/03/13,-0.14
2018/03/14,-0.168
2018/03/15,-0.197
2018/03/16,-0.228
2018/03/17,-0.26
2018/03/18,-0.296
2018/03/19,-0.332
2018/03/20,-0.369
2018/03/21,-0.406
2018/03/22,-0.441
2018/03/23,-0.477
2018/03/24,-0.512
2018/03/25,-0.546
2018/03/26,-0.58
2018/03/27,-0.614
2018/03/28,-0.649
2018/03/29,-0.685
2018/03/30,-0.722
2018/03/31,-0.759
2018/04/01,-0.797
2018/04/02,-0.835
2018/04/03,-0.871
2018/04/04,-0.907
2018/04/05,-0.942
2018/04/06,-0.975
2018/04/07,-1.008
2018/04/08,-1.038
2018/04/09,-1.066
2018/04/10,-1.091
2018/04/11,-1.113
2018/04/12,-1.132
2018/04/13,-1.145
2018/04/14,-1.153
2018/04/15,-1.155
2018/04/16,-1.154
2018/04/17,-1.148
2018/04/18,-1.139
2018/04/19,-1.126
2018/04/20,-1.108
2018/04/21,-1.083
2018/04/22,-1.054
2018/04/23,-1.02
2018/04/24,-0.979
2018/04/25,-0.934
2018/04/26,-0.888
2018/04/27,-0.838
2018/04/28,-0.786
2018/04/29,-0.732
2018/04/30,-0.676
2018/05/01,-0.62
2018/05/02,-0.564
2018/05/03,-0.506
2018/05/04,-0.445
2018/05/05,-0.38
2018/05/06,-0.314
2018/05/07,-0.249
2018/05/08,-0.186
2018/05/09,-0.126
2018/05/10,-0.068
2018/05/11,-0.016
2018/05/12,0.031
2018/05/13,0.073
2018/05/14,0.112
2018/05/15,0.148
2018/05/16,0.18
2018/05/17,0.207
2018/05/18,0.231
2018/05/19,0.251
2018/05/20,0.269
2018/05/21,0.284
2018/05/22,0.297
2018/05/23,0.303
2018/05/24,0.303
2018/05/25,0.298
2018/05/26,0.29
2018/05/27,0.278
2018/05/28,0.261
2018/05/29,0.24
2018/05/30,0.218
2018/05/31,0.194
2018/06/01,0.171
2018/06/02,0.148
2018/06/03,0.127
2018/06/04,0.107
2018/06/05,0.088
2018/06/06,0.07
2018/06/07,0.053
2018/06/08,0.038
2018/06/09,0.024
2018/06/10,0.009
2018/06/11,-0.008
2018/06/12,-0.027
2018/06/13,-0.048
2018/06/14,-0.071
2018/06/15,-0.094
2018/06/16,-0.118
2018/06/17,-0.142
2018/06/18,-0.165
2018/06/19,-0.186
2018/06/20,-0.206
2018/06/21,-0.224
2018/06/22,-0.242
2018/06/23,-0.26
2018/06/24,-0.28
2018/06/25,-0.3
2018/06/26,-0.32
2018/06/27,-0.341
2018/06/28,-0.362
2018/06/29,-0.384
2018/06/30,-0.405
2018/07/01,-0.425
2018/07/02,-0.443
2018/07/03,-0.458
2018/07/04,-0.472
2018/07/05,-0.484
2018/07/06,-0.494
2018/07/07,-0.502
2018/07/08,-0.508
2018/07/09,-0.512
2018/07/10,-0.516
2018/07/11,-0.519
2018/07/12,-0.523
2018/07/13,-0.527
2018/07/14,-0.531
2018/07/15,-0.534
2018/07/16,-0.535
2018/07/17,-0.534
2018/07/18,-0.531
2018/07/19,-0.526
2018/07/20,-0.52
2018/07/21,-0.514
2018/07/22,-0.507
2018/07/23,-0.5
2018/07/24,-0.492
2018/07/25,-0.483
2018/07/26,-0.474
2018/07/27,-0.464
2018/07/28,-0.453
2018/07/29,-0.443
2018/07/30,-0.432
2018/07/31,-0.423
2018/08/01,-0.416
2018/08/02,-0.41
2018/08/03,-0.407
2018/08/04,-0.405
2018/08/05,-0.404
2018/08/06,-0.404
2018/08/07,-0.405
2018/08/08,-0.409
2018/08/09,-0.415
2018/08/10,-0.423
2018/08/11,-0.435
2018/08/12,-0.449
2018/08/13,-0.466
2018/08/14,-0.487
2018/08/15,-0.511
2018/08/16,-0.536
2018/08/17,-0.561
2018/08/18,-0.585
2018/08/19,-0.61
2018/08/20,-0.634
2018/08/21,-0.658
2018/08/22,-0.682
2018/08/23,-0.706
2018/08/24,-0.729
2018/08/25,-0.751
2018/08/26,-0.772
2018/08/27,-0.792
2018/08/28,-0.81
2018/08/29,-0.826
2018/08/30,-0.84
2018/08/31,-0.853
2018/09/01,-0.863
2018/09/02,-0.872
2018/09/03,-0.878
2018/09/04,-0.883
2018/09/05,-0.888
2018/09/06,-0.895
2018/09/07,-0.904
2018/09/08,-0.915
2018/09/09,-0.928
2018/09/10,-0.944
2018/09/11,-0.961
2018/09/12,-0.98
2018/09/13,-0.999
2018/09/14,-1.018
2018/09/15,-1.034
2018/09/16,-1.048
2018/09/17,-1.062
2018/09/18,-1.074
2018/09/19,-1.085
2018/09/20,-1.094
2018/09/21,-1.101
2018/09/22,-1.104
2018/09/23,-1.104
2018/09/24,-1.101
2018/09/25,-1.097
2018/09/26,-1.093
2018/09/27,-1.087
2018/09/28,-1.08
2018/09/29,-1.071
2018/09/30,-1.06
2018/10/01,-1.048
2018/10/02,-1.034
2018/10/03,-1.02
2018/10/04,-1.006
2018/10/05,-0.99
2018/10/06,-0.974
2018/10/07,-0.957
2018/10/08,-0.94
2018/10/09,-0.921
2018/10/10,-0.902
2018/10/11,-0.885
2018/10/12,-0.87
2018/10/13,-0.856
2018/10/14,-0.843
2018/10/15,-0.831
2018/10/16,-0.818
2018/10/17,-0.805
2018/10/18,-0.792
2018/10/19,-0.779
2018/10/20,-0.767
2018/10/21,-0.754
2018/10/22,-0.741
2018/10/23,-0.729
2018/10/24,-0.717
2018/10/25,-0.705
2018/10/26,-0.693
2018/10/27,-0.681
2018/10/28,-0.669
2018/10/29,-0.657
2018/10/30,-0.646
2018/10/31,-0.636
2018/11/01,-0.626
2018/11/02,-0.615
2018/11/03,-0.605
2018/11/04,-0.594
2018/11/05,-0.582
2018/11/06,-0.568
2018/11/07,-0.553
2018/11/08,-0.537
2018/11/09,-0.521
2018/11/10,-0.504
2018/11/11,-0.487
2018/11/12,-0.47
2018/11/13,-0.453
2018/11/14,-0.438
2018/11/15,-0.427
2018/11/16,-0.418
2018/11/17,-0.413
2018/11/18,-0.41
2018/11/19,-0.41
2018/11/20,-0.416
2018/11/21,-0.428
2018/11/22,-0.443
2018/11/23,-0.463
2018/11/24,-0.486
2018/11/25,-0.513
2018/11/26,-0.543
2018/11/27,-0.575
2018/11/28,-0.608
2018/11/29,-0.641
2018/11/30,-0.674
2018/12/01,-0.706
2018/12/02,-0.737
2018/12/03,-0.768
2018/12/04,-0.798
2018/12/05,-0.828
2018/12/06,-0.857
2018/12/07,-0.889
2018/12/08,-0.92
2018/12/09,-0.951
2018/12/10,-0.982
2018/12/11,-1.012
2018/12/12,-1.041
2018/12/13,-1.069
2018/12/14,-1.097
2018/12/15,-1.124
2018/12/16,-1.15
2018/12/17,-1.173
2018/12/18,-1.194
2018/12/19,-1.211
2018/12/20,-1.224
2018/12/21,-1.232
2018/12/22,-1.235
2018/12/23,-1.233
2018/12/24,-1.221
2018/12/25,-1.205
2018/12/26,-1.185
2018/12/27,-1.162
2018/12/28,-1.137
2018/12/29,-1.107
2018/12/30,-1.074
2018/12/31,-1.038
2019/01/01,-1
2019/01/02,-0.958
2019/01/03,-0.912
2019/01/04,-0.864
2019/01/05,-0.811
2019/01/06,-0.757
2019/01/07,-0.702
2019/01/08,-0.647
2019/01/09,-0.593
2019/01/10,-0.542
2019/01/11,-0.496
2019/01/12,-0.456
2019/01/13,-0.42
2019/01/14,-0.39
2019/01/15,-0.362
2019/01/16,-0.338
2019/01/17,-0.318
2019/01/18,-0.301
2019/01/19,-0.286
2019/01/20,-0.273
2019/01/21,-0.264
2019/01/22,-0.256
2019/01/23,-0.251
2019/01/24,-0.247
2019/01/25,-0.245
2019/01/26,-0.244
2019/01/27,-0.244
2019/01/28,-0.247
2019/01/29,-0.253
2019/01/30,-0.26
2019/01/31,-0.267
2019/02/01,-0.276
2019/02/02,-0.285
2019/02/03,-0.294
2019/02/04,-0.303
2019/02/05,-0.313
2019/02/06,-0.322
2019/02/07,-0.332
2019/02/08,-0.34
2019/02/09,-0.345
2019/02/10,-0.348
2019/02/11,-0.348
2019/02/12,-0.346
2019/02/13,-0.341
2019/02/14,-0.334
2019/02/15,-0.326
2019/02/16,-0.316
2019/02/17,-0.304
2019/02/18,-0.288
2019/02/19,-0.266
2019/02/20,-0.241
2019/02/21,-0.213
2019/02/22,-0.183
2019/02/23,-0.15
2019/02/24,-0.115
2019/02/25,-0.081
2019/02/26,-0.05
2019/02/27,-0.021
2019/02/28,0.006
2019/03/01,0.03
2019/03/02,0.052
2019/03/03,0.071
2019/03/04,0.087
2019/03/05,0.1
2019/03/06,0.112
2019/03/07,0.124
2019/03/08,0.134
2019/03/09,0.144
2019/03/10,0.152
2019/03/11,0.159
2019/03/12,0.164
2019/03/13,0.168
2019/03/14,0.17
2019/03/15,0.172
2019/03/16,0.174
2019/03/17,0.177
2019/03/18,0.179
2019/03/19,0.181
2019/03/20,0.183
2019/03/21,0.185
2019/03/22,0.186
2019/03/23,0.186
2019/03/24,0.185
2019/03/25,0.184
2019/03/26,0.182
2019/03/27,0.18
2019/03/28,0.178
2019/03/29,0.177
2019/03/30,0.176
2019/03/31,0.176
2019/04/01,0.176
2019/04/02,0.179
2019/04/03,0.187
2019/04/04,0.197
2019/04/05,0.21
2019/04/06,0.225
2019/04/07,0.242
2019/04/08,0.262
2019/04/09,0.285
2019/04/10,0.309
2019/04/11,0.332
2019/04/12,0.352
2019/04/13,0.37
2019/04/14,0.386
2019/04/15,0.4
2019/04/16,0.412
2019/04/17,0.423
2019/04/18,0.433
2019/04/19,0.442
2019/04/20,0.451
2019/04/21,0.459
2019/04/22,0.466
2019/04/23,0.472
2019/04/24,0.475
2019/04/25,0.476
2019/04/26,0.474
2019/04/27,0.468
2019/04/28,0.461
2019/04/29,0.451
2019/04/30,0.44
2019/05/01,0.429
2019/05/02,0.417
2019/05/03,0.406
2019/05/04,0.395
2019/05/05,0.384
2019/05/06,0.374
2019/05/07,0.366
2019/05/08,0.359
2019/05/09,0.352
2019/05/10,0.346
