Date,transactions3sma
2016/07/13,38378
2016/07/14,39787
2016/07/15,39886
2016/07/16,40660
2016/07/17,37695
2016/07/18,37058
2016/07/19,39099
2016/07/20,44671
2016/07/21,46566
2016/07/22,47990
2016/07/23,46115
2016/07/24,50560
2016/07/25,52692
2016/07/26,58334
2016/07/27,56607
2016/07/28,54507
2016/07/29,49611
2016/07/30,45936
2016/07/31,46001
2016/08/01,45579
2016/08/02,47923
2016/08/03,48165
2016/08/04,48426
2016/08/05,46483
2016/08/06,43820
2016/08/07,42551
2016/08/08,42475
2016/08/09,44332
2016/08/10,45444
2016/08/11,47173
2016/08/12,46287
2016/08/13,44553
2016/08/14,42022
2016/08/15,41322
2016/08/16,43943
2016/08/17,45373
2016/08/18,47205
2016/08/19,45205
2016/08/20,44022
2016/08/21,42270
2016/08/22,42704
2016/08/23,45074
2016/08/24,46500
2016/08/25,48373
2016/08/26,47994
2016/08/27,48366
2016/08/28,45946
2016/08/29,45352
2016/08/30,45032
2016/08/31,46112
2016/09/01,46772
2016/09/02,49583
2016/09/03,49232
2016/09/04,49444
2016/09/05,45196
2016/09/06,46632
2016/09/07,46823
2016/09/08,51258
2016/09/09,52863
2016/09/10,50921
2016/09/11,46713
2016/09/12,43781
2016/09/13,43686
2016/09/14,47191
2016/09/15,49691
2016/09/16,54671
2016/09/17,52345
2016/09/18,47436
2016/09/19,41760
2016/09/20,44155
2016/09/21,46374
2016/09/22,50424
2016/09/23,44142
2016/09/24,43765
2016/09/25,39117
2016/09/26,41882
2016/09/27,43015
2016/09/28,44376
2016/09/29,43343
2016/09/30,39683
2016/10/01,43109
2016/10/02,46672
2016/10/03,50618
2016/10/04,51813
2016/10/05,48684
2016/10/06,45069
2016/10/07,40751
2016/10/08,39408
2016/10/09,41779
2016/10/10,42190
2016/10/11,43311
2016/10/12,38665
2016/10/13,34433
2016/10/14,34751
2016/10/15,35971
2016/10/16,36886
2016/10/17,35596
2016/10/18,41675
2016/10/19,42844
2016/10/20,44611
2016/10/21,46572
2016/10/22,46330
2016/10/23,43639
2016/10/24,41894
2016/10/25,45174
2016/10/26,48438
2016/10/27,45707
2016/10/28,43678
2016/10/29,41962
2016/10/30,40323
2016/10/31,41492
2016/11/01,44497
2016/11/02,45858
2016/11/03,44963
2016/11/04,39479
2016/11/05,37536
2016/11/06,34884
2016/11/07,38007
2016/11/08,39300
2016/11/09,41342
2016/11/10,40750
2016/11/11,40584
2016/11/12,40705
2016/11/13,41875
2016/11/14,42810
2016/11/15,44293
2016/11/16,43630
2016/11/17,42584
2016/11/18,42069
2016/11/19,41271
2016/11/20,41733
2016/11/21,41383
2016/11/22,46148
2016/11/23,53536
2016/11/24,51578
2016/11/25,53075
2016/11/26,45247
2016/11/27,47776
2016/11/28,44547
2016/11/29,46624
2016/11/30,44867
2016/12/01,41112
2016/12/02,39314
2016/12/03,40040
2016/12/04,40881
2016/12/05,40871
2016/12/06,43152
2016/12/07,43857
2016/12/08,43181
2016/12/09,40929
2016/12/10,40532
2016/12/11,40391
2016/12/12,39490
2016/12/13,40856
2016/12/14,43566
2016/12/15,46020
2016/12/16,45783
2016/12/17,43166
2016/12/18,40012
2016/12/19,40560
2016/12/20,42160
2016/12/21,46878
2016/12/22,50069
2016/12/23,50119
2016/12/24,45774
2016/12/25,39583
2016/12/26,36308
2016/12/27,37845
2016/12/28,40107
2016/12/29,44101
2016/12/30,44831
2016/12/31,44109
2017/01/01,41504
2017/01/02,39867
2017/01/03,41422
2017/01/04,45403
2017/01/05,48717
2017/01/06,48024
2017/01/07,45674
2017/01/08,43384
2017/01/09,44179
2017/01/10,45698
2017/01/11,46529
2017/01/12,47996
2017/01/13,48881
2017/01/14,47822
2017/01/15,44875
2017/01/16,43056
2017/01/17,44598
2017/01/18,45680
2017/01/19,45098
2017/01/20,44799
2017/01/21,44235
2017/01/22,45503
2017/01/23,45603
2017/01/24,47974
2017/01/25,47582
2017/01/26,47842
2017/01/27,46597
2017/01/28,46242
2017/01/29,44793
2017/01/30,44356
2017/01/31,43842
2017/02/01,44520
2017/02/02,43966
2017/02/03,43676
2017/02/04,43966
2017/02/05,44910
2017/02/06,46419
2017/02/07,48571
2017/02/08,50087
2017/02/09,50276
2017/02/10,50395
2017/02/11,48885
2017/02/12,48034
2017/02/13,49290
2017/02/14,53202
2017/02/15,56536
2017/02/16,54431
2017/02/17,51467
2017/02/18,49493
2017/02/19,49010
2017/02/20,49259
2017/02/21,52271
2017/02/22,52986
2017/02/23,52136
2017/02/24,50685
2017/02/25,51642
2017/02/26,53014
2017/02/27,52534
2017/02/28,54878
2017/03/01,57564
2017/03/02,63610
2017/03/03,64949
2017/03/04,64610
2017/03/05,60027
2017/03/06,57602
2017/03/07,58880
2017/03/08,58332
2017/03/09,60747
2017/03/10,61593
2017/03/11,64732
2017/03/12,65525
2017/03/13,71056
2017/03/14,75173
2017/03/15,80026
2017/03/16,89437
2017/03/17,99263
2017/03/18,102168
2017/03/19,93718
2017/03/20,84928
2017/03/21,83054
2017/03/22,81128
2017/03/23,81851
2017/03/24,83010
2017/03/25,84868
2017/03/26,83901
2017/03/27,86159
2017/03/28,86144
2017/03/29,90654
2017/03/30,91207
2017/03/31,97458
2017/04/01,93294
2017/04/02,90874
2017/04/03,89914
2017/04/04,91816
2017/04/05,91304
2017/04/06,89622
2017/04/07,91811
2017/04/08,86722
2017/04/09,79849
2017/04/10,74063
2017/04/11,75312
2017/04/12,77242
2017/04/13,80121
2017/04/14,81875
2017/04/15,80033
2017/04/16,75536
2017/04/17,72667
2017/04/18,75494
2017/04/19,80528
2017/04/20,84829
2017/04/21,84154
2017/04/22,80089
2017/04/23,77297
2017/04/24,77048
2017/04/25,83546
2017/04/26,87735
2017/04/27,95723
2017/04/28,100110
2017/04/29,100674
2017/04/30,97577
2017/05/01,99580
2017/05/02,105919
2017/05/03,106630
2017/05/04,107522
2017/05/05,106908
2017/05/06,106135
2017/05/07,103386
2017/05/08,106385
2017/05/09,112358
2017/05/10,113372
2017/05/11,113265
2017/05/12,111368
2017/05/13,108587
2017/05/14,103307
2017/05/15,108491
2017/05/16,113494
2017/05/17,126423
2017/05/18,131295
2017/05/19,146371
2017/05/20,143296
2017/05/21,147393
2017/05/22,152289
2017/05/23,171025
2017/05/24,183556
2017/05/25,185808
2017/05/26,180040
2017/05/27,167426
2017/05/28,158180
2017/05/29,154423
2017/05/30,169145
2017/05/31,188764
2017/06/01,202301
2017/06/02,202732
2017/06/03,189905
2017/06/04,183564
2017/06/05,182028
2017/06/06,190321
2017/06/07,199336
2017/06/08,198468
2017/06/09,203570
2017/06/10,205629
2017/06/11,223226
2017/06/12,248929
2017/06/13,271162
2017/06/14,274444
2017/06/15,264003
2017/06/16,253319
2017/06/17,250547
2017/06/18,245327
2017/06/19,258063
2017/06/20,280194
2017/06/21,271972
2017/06/22,271310
2017/06/23,260509
2017/06/24,270269
2017/06/25,252572
2017/06/26,266164
2017/06/27,266973
2017/06/28,281341
2017/06/29,263676
2017/06/30,263561
2017/07/01,252303
2017/07/02,247245
2017/07/03,263705
2017/07/04,277371
2017/07/05,285034
2017/07/06,270621
2017/07/07,275262
2017/07/08,267441
2017/07/09,256240
2017/07/10,258655
2017/07/11,273166
2017/07/12,292713
2017/07/13,278750
2017/07/14,264651
2017/07/15,247362
2017/07/16,243493
2017/07/17,243191
2017/07/18,256222
2017/07/19,263217
2017/07/20,263747
2017/07/21,250916
2017/07/22,229400
2017/07/23,232875
2017/07/24,243053
2017/07/25,255502
2017/07/26,242988
2017/07/27,230435
2017/07/28,231626
2017/07/29,223567
2017/07/30,217297
2017/07/31,218495
2017/08/01,225098
2017/08/02,233246
2017/08/03,228662
2017/08/04,241521
2017/08/05,251632
2017/08/06,261229
2017/08/07,269233
2017/08/08,288388
2017/08/09,293449
2017/08/10,312472
2017/08/11,325077
2017/08/12,344526
2017/08/13,342780
2017/08/14,360573
2017/08/15,385437
2017/08/16,412310
2017/08/17,418292
2017/08/18,428329
2017/08/19,416260
2017/08/20,376900
2017/08/21,360075
2017/08/22,355844
2017/08/23,377439
2017/08/24,363968
2017/08/25,359932
2017/08/26,337118
2017/08/27,327687
2017/08/28,331372
2017/08/29,360832
2017/08/30,386181
2017/08/31,393097
2017/09/01,391879
2017/09/02,369072
2017/09/03,341773
2017/09/04,358971
2017/09/05,396563
2017/09/06,461180
2017/09/07,463098
2017/09/08,469464
2017/09/09,431890
2017/09/10,390817
2017/09/11,358055
2017/09/12,365137
2017/09/13,378654
2017/09/14,383609
2017/09/15,395899
2017/09/16,398594
2017/09/17,368349
2017/09/18,342015
2017/09/19,330011
2017/09/20,341833
2017/09/21,326603
2017/09/22,304509
2017/09/23,282884
2017/09/24,270835
2017/09/25,282550
2017/09/26,297873
2017/09/27,307245
2017/09/28,314777
2017/09/29,321586
2017/09/30,317169
2017/10/01,302057
2017/10/02,295255
2017/10/03,305957
2017/10/04,313770
2017/10/05,316674
2017/10/06,314000
2017/10/07,308594
2017/10/08,302601
2017/10/09,305364
2017/10/10,324869
2017/10/11,340694
2017/10/12,352440
2017/10/13,362284
2017/10/14,358239
2017/10/15,346742
2017/10/16,356462
2017/10/17,414276
2017/10/18,461452
2017/10/19,490081
2017/10/20,503823
2017/10/21,501308
2017/10/22,481744
2017/10/23,455521
2017/10/24,465316
2017/10/25,473625
2017/10/26,473038
2017/10/27,308942
2017/10/28,155469
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,174135
2017/11/02,351985
2017/11/03,514864
2017/11/04,473649
2017/11/05,434833
2017/11/06,442508
2017/11/07,466394
2017/11/08,487498
2017/11/09,472668
2017/11/10,468337
2017/11/11,439659
2017/11/12,428728
2017/11/13,423978
2017/11/14,451180
2017/11/15,486563
2017/11/16,502665
2017/11/17,513534
2017/11/18,486584
2017/11/19,477611
2017/11/20,484794
2017/11/21,506249
2017/11/22,533558
2017/11/23,535867
2017/11/24,536334
2017/11/25,541218
2017/11/26,543023
2017/11/27,570773
2017/11/28,596723
2017/11/29,637088
2017/11/30,652675
2017/12/01,647252
2017/12/02,635321
2017/12/03,648104
2017/12/04,674476
2017/12/05,696244
2017/12/06,728890
2017/12/07,714635
2017/12/08,739075
2017/12/09,710901
2017/12/10,730070
2017/12/11,750899
2017/12/12,805938
2017/12/13,870290
2017/12/14,908177
2017/12/15,918845
2017/12/16,915587
2017/12/17,893592
2017/12/18,920151
2017/12/19,984276
2017/12/20,1020786
2017/12/21,1050334
2017/12/22,1054097
2017/12/23,1031690
2017/12/24,926879
2017/12/25,809825
2017/12/26,774702
2017/12/27,826208
2017/12/28,891922
2017/12/29,984149
2017/12/30,1058784
2017/12/31,1057926
2018/01/01,997510
2018/01/02,1003269
2018/01/03,1100304
2018/01/04,1247285
2018/01/05,1286499
2018/01/06,1282628
2018/01/07,1216905
2018/01/08,1198204
2018/01/09,1208145
2018/01/10,1216466
2018/01/11,1202630
2018/01/12,1156802
2018/01/13,1157348
2018/01/14,1126557
2018/01/15,1155778
2018/01/16,1188650
2018/01/17,1253813
2018/01/18,1253401
2018/01/19,1175175
2018/01/20,1077643
2018/01/21,1011425
2018/01/22,987977
2018/01/23,969312
2018/01/24,938358
2018/01/25,876892
2018/01/26,885204
2018/01/27,857944
2018/01/28,891474
2018/01/29,885946
2018/01/30,910842
2018/01/31,906902
2018/02/01,930874
2018/02/02,955654
2018/02/03,934721
2018/02/04,865423
2018/02/05,830371
2018/02/06,854948
2018/02/07,860868
2018/02/08,796063
2018/02/09,763259
2018/02/10,773180
2018/02/11,803898
2018/02/12,816969
2018/02/13,782759
2018/02/14,773722
2018/02/15,756488
2018/02/16,742820
2018/02/17,751385
2018/02/18,744310
2018/02/19,779852
2018/02/20,818124
2018/02/21,849595
2018/02/22,833098
2018/02/23,781827
2018/02/24,742613
2018/02/25,718842
2018/02/26,720299
2018/02/27,707539
2018/02/28,717468
2018/03/01,699785
2018/03/02,716479
2018/03/03,700845
2018/03/04,687124
2018/03/05,689821
2018/03/06,702863
2018/03/07,749701
2018/03/08,728829
2018/03/09,707985
2018/03/10,643858
2018/03/11,616778
2018/03/12,626061
2018/03/13,661967
2018/03/14,682733
2018/03/15,674941
2018/03/16,660104
2018/03/17,634106
2018/03/18,643917
2018/03/19,660353
2018/03/20,683215
2018/03/21,687851
2018/03/22,659705
2018/03/23,664809
2018/03/24,636586
2018/03/25,605559
2018/03/26,588730
2018/03/27,579014
2018/03/28,596843
2018/03/29,582529
2018/03/30,599049
2018/03/31,600562
2018/04/01,587718
2018/04/02,576014
2018/04/03,596523
2018/04/04,624290
2018/04/05,656745
2018/04/06,657431
2018/04/07,626572
2018/04/08,593193
2018/04/09,580466
2018/04/10,592307
2018/04/11,596763
2018/04/12,624365
2018/04/13,677351
2018/04/14,678046
2018/04/15,653839
2018/04/16,631858
2018/04/17,675737
2018/04/18,703506
2018/04/19,753478
2018/04/20,783277
2018/04/21,797547
2018/04/22,775727
2018/04/23,765944
2018/04/24,789338
2018/04/25,806057
2018/04/26,803058
2018/04/27,785789
2018/04/28,777891
2018/04/29,765484
2018/04/30,770035
2018/05/01,749541
2018/05/02,759898
2018/05/03,780382
2018/05/04,875945
2018/05/05,876458
2018/05/06,827020
2018/05/07,756799
2018/05/08,767078
2018/05/09,813696
2018/05/10,835351
2018/05/11,837351
2018/05/12,823138
2018/05/13,792342
2018/05/14,784192
2018/05/15,781100
2018/05/16,796039
2018/05/17,807409
2018/05/18,824950
2018/05/19,837960
2018/05/20,818467
2018/05/21,808594
2018/05/22,800634
2018/05/23,819332
2018/05/24,822318
2018/05/25,815127
2018/05/26,791312
2018/05/27,779598
2018/05/28,799653
2018/05/29,816403
2018/05/30,830068
2018/05/31,820639
2018/06/01,802617
2018/06/02,786283
2018/06/03,778710
2018/06/04,795060
2018/06/05,799272
2018/06/06,780630
2018/06/07,770184
2018/06/08,749972
2018/06/09,755091
2018/06/10,753575
2018/06/11,769897
2018/06/12,770155
2018/06/13,778940
2018/06/14,777917
2018/06/15,775785
2018/06/16,723165
2018/06/17,684042
2018/06/18,661359
2018/06/19,707689
2018/06/20,759198
2018/06/21,777959
2018/06/22,775189
2018/06/23,732803
2018/06/24,706123
2018/06/25,728392
2018/06/26,747143
2018/06/27,780458
2018/06/28,749631
2018/06/29,750605
2018/06/30,704286
2018/07/01,663569
2018/07/02,581724
2018/07/03,561908
2018/07/04,503401
2018/07/05,516077
2018/07/06,477924
2018/07/07,490255
2018/07/08,524895
2018/07/09,589179
2018/07/10,658401
2018/07/11,662539
2018/07/12,633916
2018/07/13,591098
2018/07/14,546109
2018/07/15,508658
2018/07/16,555552
2018/07/17,619666
2018/07/18,717145
2018/07/19,727380
2018/07/20,717485
2018/07/21,675648
2018/07/22,655866
2018/07/23,684882
2018/07/24,739626
2018/07/25,777016
2018/07/26,766007
2018/07/27,767291
2018/07/28,739439
2018/07/29,736332
2018/07/30,725998
2018/07/31,739694
2018/08/01,753511
2018/08/02,760916
2018/08/03,763625
2018/08/04,751222
2018/08/05,725996
2018/08/06,708111
2018/08/07,680042
2018/08/08,633847
2018/08/09,580178
2018/08/10,572695
2018/08/11,603245
2018/08/12,637710
2018/08/13,664727
2018/08/14,675739
2018/08/15,677951
2018/08/16,685215
2018/08/17,657522
2018/08/18,650508
2018/08/19,611484
2018/08/20,630317
2018/08/21,623023
2018/08/22,621427
2018/08/23,600023
2018/08/24,596885
2018/08/25,591008
2018/08/26,582513
2018/08/27,599067
2018/08/28,611269
2018/08/29,602192
2018/08/30,584511
2018/08/31,572315
2018/09/01,608786
2018/09/02,617926
2018/09/03,635983
2018/09/04,613739
2018/09/05,615969
2018/09/06,601812
2018/09/07,599367
2018/09/08,571493
2018/09/09,563717
2018/09/10,556849
2018/09/11,561509
2018/09/12,563190
2018/09/13,561238
2018/09/14,546930
2018/09/15,516604
2018/09/16,484174
2018/09/17,497282
2018/09/18,504222
2018/09/19,520496
2018/09/20,501971
2018/09/21,516696
2018/09/22,504380
2018/09/23,494541
2018/09/24,473091
2018/09/25,489357
2018/09/26,497651
2018/09/27,505554
2018/09/28,499308
2018/09/29,479577
2018/09/30,471345
2018/10/01,463325
2018/10/02,481974
2018/10/03,508525
2018/10/04,536150
2018/10/05,571183
2018/10/06,583802
2018/10/07,563331
2018/10/08,545825
2018/10/09,525879
2018/10/10,532214
2018/10/11,541442
2018/10/12,549812
2018/10/13,558154
2018/10/14,538552
2018/10/15,538509
2018/10/16,549717
2018/10/17,572591
2018/10/18,573851
2018/10/19,582417
2018/10/20,566997
2018/10/21,547738
2018/10/22,539803
2018/10/23,547186
2018/10/24,555418
2018/10/25,542046
2018/10/26,540375
2018/10/27,529194
2018/10/28,520082
2018/10/29,541241
2018/10/30,577651
2018/10/31,602933
2018/11/01,594400
2018/11/02,574446
2018/11/03,547544
2018/11/04,521461
2018/11/05,532734
2018/11/06,563456
2018/11/07,581374
2018/11/08,572387
2018/11/09,555947
2018/11/10,530787
2018/11/11,521589
2018/11/12,529360
2018/11/13,550850
2018/11/14,568978
2018/11/15,566274
2018/11/16,565755
2018/11/17,540221
2018/11/18,514138
2018/11/19,537775
2018/11/20,577832
2018/11/21,609408
2018/11/22,591393
2018/11/23,569473
2018/11/24,541976
2018/11/25,528690
2018/11/26,527814
2018/11/27,550742
2018/11/28,581923
2018/11/29,581332
2018/11/30,592403
2018/12/01,560093
2018/12/02,539032
2018/12/03,522053
2018/12/04,535237
2018/12/05,569746
2018/12/06,584021
2018/12/07,586426
2018/12/08,571976
2018/12/09,544187
2018/12/10,538508
2018/12/11,532980
2018/12/12,541768
2018/12/13,545205
2018/12/14,555638
2018/12/15,561637
2018/12/16,545306
2018/12/17,546221
2018/12/18,547689
2018/12/19,574699
2018/12/20,585491
2018/12/21,602227
2018/12/22,568169
2018/12/23,548577
2018/12/24,551586
2018/12/25,564736
2018/12/26,570200
2018/12/27,547820
2018/12/28,560216
2018/12/29,554782
2018/12/30,525443
2018/12/31,508727
2019/01/01,476868
2019/01/02,520056
2019/01/03,544907
2019/01/04,578650
2019/01/05,552393
2019/01/06,515986
2019/01/07,516508
2019/01/08,530568
2019/01/09,554393
2019/01/10,565018
2019/01/11,561175
2019/01/12,525795
2019/01/13,491964
2019/01/14,503764
2019/01/15,532827
2019/01/16,541607
2019/01/17,521555
2019/01/18,521223
2019/01/19,531702
2019/01/20,538576
2019/01/21,553194
2019/01/22,575338
2019/01/23,574043
2019/01/24,553169
2019/01/25,519617
2019/01/26,496471
2019/01/27,486032
2019/01/28,507253
2019/01/29,541135
2019/01/30,563312
2019/01/31,546143
2019/02/01,523753
2019/02/02,488742
2019/02/03,457849
2019/02/04,430362
2019/02/05,418529
2019/02/06,420091
2019/02/07,424185
2019/02/08,443231
2019/02/09,439252
2019/02/10,423411
2019/02/11,409096
2019/02/12,416090
2019/02/13,452824
2019/02/14,468082
2019/02/15,478245
2019/02/16,465897
2019/02/17,456951
2019/02/18,471570
2019/02/19,498001
2019/02/20,525442
2019/02/21,536229
2019/02/22,535308
2019/02/23,517294
2019/02/24,515755
2019/02/25,530061
2019/02/26,555961
2019/02/27,555732
2019/02/28,544966
2019/03/01,542865
2019/03/02,538664
2019/03/03,522305
2019/03/04,546502
2019/03/05,570226
2019/03/06,599076
2019/03/07,583234
2019/03/08,571326
2019/03/09,563620
2019/03/10,534071
2019/03/11,525421
2019/03/12,528252
2019/03/13,558000
2019/03/14,570472
2019/03/15,566707
2019/03/16,543674
2019/03/17,517356
2019/03/18,524332
2019/03/19,568251
2019/03/20,613398
2019/03/21,628190
2019/03/22,625777
2019/03/23,602932
2019/03/24,579850
2019/03/25,586507
2019/03/26,608918
2019/03/27,634543
2019/03/28,629775
2019/03/29,633556
2019/03/30,647562
2019/03/31,651516
2019/04/01,667257
2019/04/02,697568
2019/04/03,731026
2019/04/04,726342
2019/04/05,680683
2019/04/06,618161
2019/04/07,584616
2019/04/08,599975
2019/04/09,632587
2019/04/10,666315
2019/04/11,686659
2019/04/12,699291
2019/04/13,679365
2019/04/14,620039
2019/04/15,595801
2019/04/16,609858
2019/04/17,653472
2019/04/18,678669
2019/04/19,690910
2019/04/20,692552
2019/04/21,670399
2019/04/22,679107
2019/04/23,693255
2019/04/24,705830
2019/04/25,692999
2019/04/26,670170
2019/04/27,634760
2019/04/28,605650
2019/04/29,595053
2019/04/30,643414
2019/05/01,680183
2019/05/02,679290
2019/05/03,666993
2019/05/04,640195
2019/05/05,643914
2019/05/06,655665
2019/05/07,667214
2019/05/08,683725
2019/05/09,687827
2019/05/10,714066
2019/05/11,732513
2019/05/12,731642
2019/05/13,738900
2019/05/14,768322
2019/05/15,812248
2019/05/16,862139
2019/05/17,855378
2019/05/18,817983
2019/05/19,766057
2019/05/20,782671
2019/05/21,808464
2019/05/22,848781
2019/05/23,844302
2019/05/24,874722
2019/05/25,863577
2019/05/26,835700
2019/05/27,848259
2019/05/28,871787
2019/05/29,933259
2019/05/30,916650
2019/05/31,903364
2019/06/01,906445
2019/06/02,906107
2019/06/03,912237
2019/06/04,890639
2019/06/05,860138
2019/06/06,838721
2019/06/07,794221
2019/06/08,858641
2019/06/09,822283
2019/06/10,890696
2019/06/11,869812
2019/06/12,918126
2019/06/13,846814
2019/06/14,811935
2019/06/15,838025
2019/06/16,884432
2019/06/17,924008
2019/06/18,894354
2019/06/19,893373
2019/06/20,907016
2019/06/21,882896
2019/06/22,840261
2019/06/23,769753
2019/06/24,780423
2019/06/25,838443
2019/06/26,863477
2019/06/27,864971
2019/06/28,888963
2019/06/29,850542
2019/06/30,807822
2019/07/01,790427
2019/07/02,844332
2019/07/03,866755
2019/07/04,798598
2019/07/05,783274
2019/07/06,783545
2019/07/07,728396
2019/07/08,715301
2019/07/09,721273
2019/07/10,772616
2019/07/11,827780
2019/07/12,812592
2019/07/13,762988
2019/07/14,642388
2019/07/15,648022
2019/07/16,786687
2019/07/17,858867
2019/07/18,833727
2019/07/19,771150
2019/07/20,689169
2019/07/21,640676
2019/07/22,582382
2019/07/23,589952
2019/07/24,718225
2019/07/25,821287
2019/07/26,832442
2019/07/27,722604
2019/07/28,596885
2019/07/29,609128
2019/07/30,655156
2019/07/31,692352
2019/08/01,759236
2019/08/02,776746
2019/08/03,809816
2019/08/04,706979
2019/08/05,690355
2019/08/06,673208
2019/08/07,730989
2019/08/08,722422
2019/08/09,718992
2019/08/10,681809
2019/08/11,645066
2019/08/12,642128
2019/08/13,664709
2019/08/14,716089
2019/08/15,708131
2019/08/16,714866
2019/08/17,683019
2019/08/18,662414
2019/08/19,664276
2019/08/20,695075
2019/08/21,729821
2019/08/22,734049
2019/08/23,733975
2019/08/24,718220
2019/08/25,698259
2019/08/26,704113
2019/08/27,725421
2019/08/28,740422
2019/08/29,731536
2019/08/30,719882
2019/08/31,705719
2019/09/01,694401
2019/09/02,709172
2019/09/03,732989
2019/09/04,741055
2019/09/05,745176
2019/09/06,750935
2019/09/07,738606
2019/09/08,707004
2019/09/09,703007
2019/09/10,707731
2019/09/11,717806
2019/09/12,706878
2019/09/13,684163
2019/09/14,658554
2019/09/15,628633
2019/09/16,665146
2019/09/17,682928
2019/09/18,707856
2019/09/19,694347
2019/09/20,706118
2019/09/21,668862
2019/09/22,630172
2019/09/23,604261
2019/09/24,641777
2019/09/25,675530
2019/09/26,681624
2019/09/27,652994
2019/09/28,629722
2019/09/29,607825
2019/09/30,627922
2019/10/01,640288
2019/10/02,651970
2019/10/03,629058
2019/10/04,610806
2019/10/05,600168
2019/10/06,585695
2019/10/07,598756
2019/10/08,637175
2019/10/09,697036
2019/10/10,722618
2019/10/11,719991
2019/10/12,681018
2019/10/13,634591
2019/10/14,617294
2019/10/15,636038
2019/10/16,678619
2019/10/17,696320
2019/10/18,710646
2019/10/19,700840
2019/10/20,670386
2019/10/21,652013
2019/10/22,672366
2019/10/23,713715
2019/10/24,729178
2019/10/25,734320
2019/10/26,727798
