Date,size30var
2016/01/01,115870
2016/01/02,112789
2016/01/03,110209
2016/01/04,107956
2016/01/05,107449
2016/01/06,106984
2016/01/07,105002
2016/01/08,99242
2016/01/09,93708
2016/01/10,90806
2016/01/11,88396
2016/01/12,83753
2016/01/13,76292
2016/01/14,65009
2016/01/15,66429
2016/01/16,67557
2016/01/17,70190
2016/01/18,69657
2016/01/19,69635
2016/01/20,71528
2016/01/21,48211
2016/01/22,43539
2016/01/23,44465
2016/01/24,44824
2016/01/25,46099
2016/01/26,39805
2016/01/27,45764
2016/01/28,48358
2016/01/29,43270
2016/01/30,43127
2016/01/31,40920
2016/02/01,39808
2016/02/02,38698
2016/02/03,37992
2016/02/04,36151
2016/02/05,30484
2016/02/06,34569
2016/02/07,34866
2016/02/08,34987
2016/02/09,35055
2016/02/10,34904
2016/02/11,35567
2016/02/12,32790
2016/02/13,32913
2016/02/14,32357
2016/02/15,31366
2016/02/16,29117
2016/02/17,29206
2016/02/18,29197
2016/02/19,27831
2016/02/20,26657
2016/02/21,26455
2016/02/22,24316
2016/02/23,23304
2016/02/24,22604
2016/02/25,22593
2016/02/26,17708
2016/02/27,15348
2016/02/28,14553
2016/02/29,14544
2016/03/01,14552
2016/03/02,14524
2016/03/03,14694
2016/03/04,14698
2016/03/05,15299
2016/03/06,16501
2016/03/07,7849
2016/03/08,7456
2016/03/09,7251
2016/03/10,6629
2016/03/11,6472
2016/03/12,7504
2016/03/13,8851
2016/03/14,11890
2016/03/15,12159
2016/03/16,12279
2016/03/17,13341
2016/03/18,14322
2016/03/19,16004
2016/03/20,17043
2016/03/21,17413
2016/03/22,17649
2016/03/23,18231
2016/03/24,27150
2016/03/25,28323
2016/03/26,27746
2016/03/27,27893
2016/03/28,27103
2016/03/29,24467
2016/03/30,24186
2016/03/31,22290
2016/04/01,21139
2016/04/02,21289
2016/04/03,21337
2016/04/04,21292
2016/04/05,21608
2016/04/06,20457
2016/04/07,19335
2016/04/08,18919
2016/04/09,17827
2016/04/10,16909
2016/04/11,17880
2016/04/12,17805
2016/04/13,17728
2016/04/14,17255
2016/04/15,16736
2016/04/16,18458
2016/04/17,25706
2016/04/18,26016
2016/04/19,26608
2016/04/20,26770
2016/04/21,26725
2016/04/22,27191
2016/04/23,21654
2016/04/24,20216
2016/04/25,19649
2016/04/26,19071
2016/04/27,18439
2016/04/28,18438
2016/04/29,17437
2016/04/30,18642
2016/05/01,20930
2016/05/02,20053
2016/05/03,19070
