Date,size30ema
2016/01/01,1146
2016/01/02,1133
2016/01/03,1122
2016/01/04,1113
2016/01/05,1131
2016/01/06,1158
2016/01/07,1183
2016/01/08,1177
2016/01/09,1179
2016/01/10,1170
2016/01/11,1163
2016/01/12,1158
2016/01/13,1176
2016/01/14,1168
2016/01/15,1158
2016/01/16,1145
2016/01/17,1129
2016/01/18,1124
2016/01/19,1123
2016/01/20,1112
2016/01/21,1102
2016/01/22,1097
2016/01/23,1084
2016/01/24,1079
2016/01/25,1095
2016/01/26,1104
2016/01/27,1133
2016/01/28,1152
2016/01/29,1162
2016/01/30,1163
2016/01/31,1162
2016/02/01,1156
2016/02/02,1151
2016/02/03,1145
2016/02/04,1142
2016/02/05,1140
2016/02/06,1175
2016/02/07,1165
2016/02/08,1157
2016/02/09,1149
2016/02/10,1146
2016/02/11,1154
2016/02/12,1155
2016/02/13,1160
2016/02/14,1159
2016/02/15,1156
2016/02/16,1155
2016/02/17,1162
2016/02/18,1158
2016/02/19,1158
2016/02/20,1151
2016/02/21,1145
2016/02/22,1141
2016/02/23,1140
2016/02/24,1138
2016/02/25,1136
2016/02/26,1146
2016/02/27,1143
2016/02/28,1140
2016/02/29,1142
2016/03/01,1143
2016/03/02,1147
2016/03/03,1153
2016/03/04,1159
2016/03/05,1169
2016/03/06,1182
2016/03/07,1184
2016/03/08,1188
2016/03/09,1194
2016/03/10,1196
2016/03/11,1197
2016/03/12,1209
2016/03/13,1221
2016/03/14,1239
2016/03/15,1244
2016/03/16,1249
2016/03/17,1260
2016/03/18,1269
2016/03/19,1283
2016/03/20,1294
2016/03/21,1307
2016/03/22,1320
2016/03/23,1334
2016/03/24,1368
2016/03/25,1384
2016/03/26,1394
2016/03/27,1386
2016/03/28,1397
2016/03/29,1397
2016/03/30,1408
2016/03/31,1408
2016/04/01,1413
2016/04/02,1402
2016/04/03,1392
2016/04/04,1399
2016/04/05,1407
2016/04/06,1403
2016/04/07,1403
2016/04/08,1412
2016/04/09,1406
2016/04/10,1398
2016/04/11,1389
2016/04/12,1393
2016/04/13,1398
2016/04/14,1399
2016/04/15,1400
2016/04/16,1388
2016/04/17,1422
2016/04/18,1417
2016/04/19,1411
2016/04/20,1408
2016/04/21,1414
2016/04/22,1406
2016/04/23,1397
2016/04/24,1399
2016/04/25,1399
2016/04/26,1396
2016/04/27,1391
2016/04/28,1392
2016/04/29,1394
2016/04/30,1406
2016/05/01,1424
2016/05/02,1428
2016/05/03,1429
2016/05/04,1433
2016/05/05,1437
2016/05/06,1449
2016/05/07,1444
2016/05/08,1450
2016/05/09,1450
2016/05/10,1452
2016/05/11,1459
2016/05/12,1473
2016/05/13,1486
2016/05/14,1499
2016/05/15,1502
2016/05/16,1501
2016/05/17,1502
2016/05/18,1514
2016/05/19,1518
2016/05/20,1528
2016/05/21,1538
2016/05/22,1535
2016/05/23,1537
2016/05/24,1536
2016/05/25,1545
2016/05/26,1557
2016/05/27,1568
2016/05/28,1624
2016/05/29,1627
2016/05/30,1622
2016/05/31,1620
2016/06/01,1616
2016/06/02,1606
2016/06/03,1594
2016/06/04,1582
2016/06/05,1570
2016/06/06,1561
2016/06/07,1570
2016/06/08,1561
