Date,transactionvalue7rsiUSD
2016/01/01,59.662
2016/01/02,51.78
2016/01/03,57.833
2016/01/04,44.919
2016/01/05,63.459
2016/01/06,45.322
2016/01/07,45.648
2016/01/08,46.549
2016/01/09,47.142
2016/01/10,45.064
2016/01/11,61.241
2016/01/12,75.61
2016/01/13,47.439
2016/01/14,49.759
2016/01/15,66.578
2016/01/16,53.454
2016/01/17,49.241
2016/01/18,74.048
2016/01/19,55.052
2016/01/20,49.704
2016/01/21,48.153
2016/01/22,52.37
2016/01/23,61.873
2016/01/24,72.963
2016/01/25,67.41
2016/01/26,58.153
2016/01/27,49.132
2016/01/28,46.843
2016/01/29,46.207
2016/01/30,52.223
2016/01/31,54.448
2016/02/01,40.494
2016/02/02,41.085
2016/02/03,42.95
2016/02/04,35.682
2016/02/05,44.335
2016/02/06,33.5
2016/02/07,57.345
2016/02/08,69.392
2016/02/09,72.105
2016/02/10,79.292
2016/02/11,67.787
2016/02/12,79.634
2016/02/13,51.201
2016/02/14,47.664
2016/02/15,45.48
2016/02/16,53.852
2016/02/17,41.729
2016/02/18,49.092
2016/02/19,41.203
2016/02/20,52.947
2016/02/21,43.055
2016/02/22,49.034
2016/02/23,60.597
2016/02/24,65.904
2016/02/25,48.822
2016/02/26,71.276
2016/02/27,56.579
2016/02/28,45.182
2016/02/29,44.275
2016/03/01,49.685
2016/03/02,66.771
2016/03/03,55.053
2016/03/04,50.236
2016/03/05,61.686
2016/03/06,49.895
2016/03/07,50.077
2016/03/08,54.505
2016/03/09,45.671
2016/03/10,43.837
2016/03/11,45.379
2016/03/12,53.132
2016/03/13,60.827
2016/03/14,52.823
2016/03/15,46.624
2016/03/16,45.779
2016/03/17,48.462
2016/03/18,54.291
2016/03/19,37.535
2016/03/20,35.891
2016/03/21,41.619
2016/03/22,39.675
2016/03/23,38.671
2016/03/24,43.445
2016/03/25,37.83
2016/03/26,35.247
2016/03/27,53.679
2016/03/28,46.27
2016/03/29,54.636
2016/03/30,54.51
2016/03/31,48.107
2016/04/01,38.82
2016/04/02,39.761
2016/04/03,36.726
2016/04/04,41.523
2016/04/05,45.465
2016/04/06,45.998
2016/04/07,50.023
2016/04/08,43.127
2016/04/09,61.945
2016/04/10,54.904
2016/04/11,44.224
2016/04/12,50.087
2016/04/13,49.946
2016/04/14,48.201
2016/04/15,40.515
2016/04/16,38.592
2016/04/17,47.611
2016/04/18,45.755
2016/04/19,39.485
2016/04/20,48.206
2016/04/21,40.757
2016/04/22,51.385
2016/04/23,58.22
2016/04/24,41.042
2016/04/25,48.251
2016/04/26,57.703
2016/04/27,49.115
2016/04/28,48.396
2016/04/29,43.646
2016/04/30,70.339
2016/05/01,61.128
2016/05/02,63.962
2016/05/03,56.418
2016/05/04,49.736
2016/05/05,49.106
2016/05/06,64.104
2016/05/07,56.2
2016/05/08,50.603
2016/05/09,61.88
2016/05/10,59.757
2016/05/11,72.282
2016/05/12,72.701
2016/05/13,90.157
2016/05/14,67.405
2016/05/15,42.38
2016/05/16,44.045
2016/05/17,43.307
2016/05/18,47.253
2016/05/19,56.114
2016/05/20,52.433
2016/05/21,41.217
2016/05/22,39.55
2016/05/23,45.505
2016/05/24,50.262
2016/05/25,47.493
2016/05/26,42.237
2016/05/27,54.04
2016/05/28,45.002
2016/05/29,41.891
2016/05/30,43.325
2016/05/31,43.965
2016/06/01,41.787
2016/06/02,37.757
2016/06/03,40.918
2016/06/04,38.277
2016/06/05,38.12
2016/06/06,38.779
2016/06/07,52.43
2016/06/08,75.03
2016/06/09,43.667
2016/06/10,49.636
2016/06/11,45.207
2016/06/12,52.888
2016/06/13,54.724
2016/06/14,58.339
2016/06/15,51.564
2016/06/16,62.962
2016/06/17,74.062
2016/06/18,71.408
2016/06/19,45.67
2016/06/20,52.684
2016/06/21,46.311
2016/06/22,51.498
2016/06/23,49.609
2016/06/24,42.214
2016/06/25,48.359
2016/06/26,38.945
2016/06/27,39.919
2016/06/28,51.187
2016/06/29,44.629
2016/06/30,39.61
2016/07/01,44.374
2016/07/02,39.627
2016/07/03,40.376
2016/07/04,51.27
2016/07/05,71.612
2016/07/06,47.118
2016/07/07,45.707
2016/07/08,43.468
2016/07/09,43.177
2016/07/10,44.29
2016/07/11,46.303
2016/07/12,46.452
2016/07/13,49.869
2016/07/14,47.494
2016/07/15,78.268
2016/07/16,46.511
2016/07/17,46.865
2016/07/18,60.744
2016/07/19,79.159
2016/07/20,83.789
2016/07/21,45.102
2016/07/22,48.571
2016/07/23,48.549
2016/07/24,65.773
2016/07/25,59.551
2016/07/26,70.651
2016/07/27,57.804
2016/07/28,50.104
2016/07/29,45.915
2016/07/30,43.668
2016/07/31,41.839
2016/08/01,47.092
2016/08/02,54.679
2016/08/03,50
2016/08/04,41.477
2016/08/05,44.306
2016/08/06,38.405
2016/08/07,39.443
2016/08/08,39.612
2016/08/09,44.34
2016/08/10,52.877
2016/08/11,47.41
2016/08/12,41.793
2016/08/13,41.078
2016/08/14,39.071
2016/08/15,37.613
2016/08/16,34.367
2016/08/17,42.088
2016/08/18,38.21
2016/08/19,37.883
2016/08/20,44.641
2016/08/21,60.626
2016/08/22,48.972
2016/08/23,60.313
2016/08/24,41.726
2016/08/25,41.182
2016/08/26,48.269
2016/08/27,42.69
2016/08/28,42.441
2016/08/29,45.002
2016/08/30,42.431
2016/08/31,45.34
2016/09/01,54.752
2016/09/02,49.491
2016/09/03,47.391
2016/09/04,48.788
2016/09/05,42.244
2016/09/06,42.571
2016/09/07,41.568
2016/09/08,49.278
2016/09/09,39.509
2016/09/10,42.274
2016/09/11,46.496
2016/09/12,47.488
2016/09/13,50.138
2016/09/14,40.941
2016/09/15,38.832
2016/09/16,65.746
2016/09/17,46.919
2016/09/18,61.877
2016/09/19,49.634
2016/09/20,69.078
2016/09/21,74.766
2016/09/22,49.035
2016/09/23,55.886
2016/09/24,46.87
2016/09/25,56.428
2016/09/26,47.181
2016/09/27,44.753
2016/09/28,55.418
2016/09/29,53.151
2016/09/30,44.537
2016/10/01,41.583
2016/10/02,49.328
2016/10/03,41.985
2016/10/04,41.887
2016/10/05,47.76
2016/10/06,47.638
2016/10/07,45.574
2016/10/08,48.94
2016/10/09,63.133
2016/10/10,61.113
2016/10/11,60.449
2016/10/12,72
2016/10/13,44.69
2016/10/14,55.731
2016/10/15,45.933
2016/10/16,50.065
2016/10/17,50.92
2016/10/18,54.783
2016/10/19,42.798
2016/10/20,38.939
2016/10/21,36.862
2016/10/22,38.482
2016/10/23,37.985
2016/10/24,38.084
2016/10/25,46.434
2016/10/26,44.661
2016/10/27,44.728
2016/10/28,57.77
2016/10/29,62.388
2016/10/30,69.955
2016/10/31,46.108
2016/11/01,60.615
2016/11/02,72.595
2016/11/03,87.406
2016/11/04,45.599
2016/11/05,43.901
2016/11/06,42.795
2016/11/07,42.832
2016/11/08,43.044
2016/11/09,50.879
2016/11/10,45.474
2016/11/11,58.726
2016/11/12,46.334
2016/11/13,46.064
2016/11/14,42.84
2016/11/15,45.646
2016/11/16,46.61
2016/11/17,59.531
2016/11/18,45.953
2016/11/19,45.326
2016/11/20,43.728
2016/11/21,43.826
2016/11/22,54.749
2016/11/23,51.051
2016/11/24,45.704
2016/11/25,46.925
2016/11/26,43.632
2016/11/27,42.987
2016/11/28,42.956
2016/11/29,48.641
2016/11/30,50.298
2016/12/01,48.96
2016/12/02,69.85
2016/12/03,77.564
2016/12/04,47.919
2016/12/05,57.676
2016/12/06,64.181
2016/12/07,49.14
2016/12/08,51.678
2016/12/09,50.711
2016/12/10,43.098
2016/12/11,47.969
2016/12/12,41.702
2016/12/13,40.963
2016/12/14,40.115
2016/12/15,50.187
2016/12/16,44.646
2016/12/17,60.298
2016/12/18,53.273
2016/12/19,43.589
