Date,mining_profitability90roc
2016/08/22,-44.964
2016/08/23,-44.214
2016/08/24,-43.069
2016/08/25,-38.545
2016/08/26,-39.064
2016/08/27,-41.258
2016/08/28,-43.955
2016/08/29,-47.157
2016/08/30,-50.695
2016/08/31,-49.055
2016/09/01,-43.107
2016/09/02,-43.232
2016/09/03,-43.184
2016/09/04,-41.978
2016/09/05,-43.174
2016/09/06,-46.139
2016/09/07,-43.389
2016/09/08,-44.332
2016/09/09,-42.715
2016/09/10,-45.997
2016/09/11,-50.676
2016/09/12,-54.817
2016/09/13,-54.593
2016/09/14,-58.112
2016/09/15,-53.767
2016/09/16,-39.574
2016/09/17,-32.232
2016/09/18,-23.062
2016/09/19,-16.033
2016/09/20,-34.716
2016/09/21,-27.863
2016/09/22,-31.29
2016/09/23,-32.34
2016/09/24,-33.982
2016/09/25,-32.589
2016/09/26,-28.967
2016/09/27,-20.8
2016/09/28,-28.435
2016/09/29,-28.847
2016/09/30,-25.588
2016/10/01,-19.419
2016/10/02,-16.567
2016/10/03,-10.577
2016/10/04,-17.757
2016/10/05,-10.327
2016/10/06,-16.825
2016/10/07,-12.344
2016/10/08,-16.305
2016/10/09,-20.922
2016/10/10,-23.766
2016/10/11,-24.723
2016/10/12,-25.718
2016/10/13,-30.494
2016/10/14,-36.234
2016/10/15,-34.98
2016/10/16,-34.765
2016/10/17,-31.714
2016/10/18,-35.545
2016/10/19,-37.609
2016/10/20,-43.277
2016/10/21,-50.593
2016/10/22,-47.442
2016/10/23,-49.251
2016/10/24,-47.848
2016/10/25,-55.432
2016/10/26,-52.193
2016/10/27,-52.774
2016/10/28,-52.401
2016/10/29,-44.064
2016/10/30,-34.996
2016/10/31,-32.433
2016/11/01,-26.474
2016/11/02,-20.105
2016/11/03,-14.057
2016/11/04,-5.529
2016/11/05,1.88
2016/11/06,5.788
2016/11/07,-10.201
2016/11/08,-22.571
2016/11/09,-21.828
2016/11/10,-14.359
2016/11/11,-12.6
2016/11/12,-13.069
2016/11/13,-17.37
2016/11/14,-19.263
2016/11/15,-19.422
2016/11/16,-16.042
2016/11/17,-13.432
2016/11/18,-17.035
2016/11/19,-24.009
2016/11/20,-29.89
2016/11/21,-32.827
2016/11/22,-27.956
2016/11/23,-23.232
2016/11/24,-15.497
2016/11/25,-14.403
2016/11/26,-17.149
2016/11/27,-16.347
2016/11/28,-22.294
2016/11/29,-28.851
2016/11/30,-29.983
2016/12/01,-30.563
2016/12/02,-36.082
2016/12/03,-40.405
2016/12/04,-41.566
2016/12/05,-42.391
2016/12/06,-43.546
2016/12/07,-37.279
2016/12/08,-33.119
2016/12/09,-37.317
2016/12/10,-38.865
2016/12/11,-40.501
2016/12/12,-38.749
2016/12/13,-38.244
2016/12/14,-37.959
2016/12/15,-42.796
2016/12/16,-44.536
2016/12/17,-48.972
2016/12/18,-55.889
2016/12/19,-52.358
2016/12/20,-52.282
2016/12/21,-52.51
2016/12/22,-52.297
2016/12/23,-47.862
2016/12/24,-44.472
2016/12/25,-45.362
2016/12/26,-50.242
2016/12/27,-45.394
2016/12/28,-42.268
2016/12/29,-34.697
2016/12/30,-37.228
2016/12/31,-41.303
2017/01/01,-35.67
2017/01/02,-33.484
2017/01/03,-30.141
2017/01/04,-20.424
2017/01/05,-31.651
2017/01/06,-30.116
2017/01/07,-25.915
2017/01/08,-21.492
2017/01/09,-18.634
2017/01/10,-23.366
2017/01/11,-28.149
2017/01/12,-25.85
2017/01/13,-23.249
2017/01/14,-24.129
2017/01/15,-26.422
2017/01/16,-30.357
2017/01/17,-25.97
2017/01/18,-22.416
2017/01/19,-18.866
2017/01/20,-15.151
2017/01/21,-15.505
2017/01/22,-15.287
2017/01/23,-12.328
2017/01/24,-11.941
2017/01/25,-12.567
2017/01/26,-15.024
2017/01/27,-25.783
2017/01/28,-32.312
2017/01/29,-30.719
2017/01/30,-35.29
2017/01/31,-44.273
2017/02/01,-46.124
2017/02/02,-51.189
2017/02/03,-54.101
2017/02/04,-53.136
2017/02/05,-48.782
2017/02/06,-41.477
2017/02/07,-38.542
2017/02/08,-44.258
2017/02/09,-46.512
2017/02/10,-46.934
2017/02/11,-41.843
2017/02/12,-39.048
2017/02/13,-38.875
2017/02/14,-36.846
2017/02/15,-33.782
2017/02/16,-32.479
2017/02/17,-28.333
2017/02/18,-22.725
2017/02/19,-17.814
2017/02/20,-23.715
2017/02/21,-29.694
2017/02/22,-34.016
2017/02/23,-34.366
2017/02/24,-30.156
2017/02/25,-30.883
2017/02/26,-26.631
2017/02/27,-16.854
2017/02/28,-15.95
2017/03/01,-12.918
2017/03/02,6.334
2017/03/03,16.396
2017/03/04,20.863
2017/03/05,17.202
2017/03/06,22.375
2017/03/07,9.733
2017/03/08,-7.207
2017/03/09,-5.43
2017/03/10,2.948
2017/03/11,14.691
2017/03/12,22.007
2017/03/13,48.122
2017/03/14,54.661
2017/03/15,70.136
2017/03/16,133.338
2017/03/17,163.668
2017/03/18,121.613
2017/03/19,138.775
2017/03/20,159.392
2017/03/21,151.051
2017/03/22,138.352
2017/03/23,121.534
2017/03/24,132.537
2017/03/25,162.785
2017/03/26,161.602
2017/03/27,146.803
2017/03/28,141.353
2017/03/29,117.955
2017/03/30,114.316
2017/03/31,112.303
2017/04/01,104.164
2017/04/02,103.225
2017/04/03,85.256
2017/04/04,51.552
2017/04/05,60.644
2017/04/06,63.694
2017/04/07,65.167
2017/04/08,67.225
2017/04/09,61.831
2017/04/10,61.149
2017/04/11,66.269
2017/04/12,78.613
2017/04/13,101.768
2017/04/14,88.45
2017/04/15,87.834
2017/04/16,93.184
2017/04/17,82.603
2017/04/18,75.804
2017/04/19,83.774
2017/04/20,76.232
2017/04/21,72.531
2017/04/22,66.87
2017/04/23,70.232
2017/04/24,76.495
2017/04/25,77
2017/04/26,79.829
2017/04/27,98.62
2017/04/28,115.385
2017/04/29,118.012
2017/04/30,131.547
2017/05/01,151.556
2017/05/02,140.797
2017/05/03,144.403
2017/05/04,165.537
2017/05/05,165.361
2017/05/06,174.752
2017/05/07,179.335
2017/05/08,163.98
2017/05/09,143.797
2017/05/10,161.119
2017/05/11,167.251
2017/05/12,156.874
2017/05/13,153.901
2017/05/14,146.953
2017/05/15,129.741
2017/05/16,114.287
2017/05/17,116.396
2017/05/18,133.882
2017/05/19,175.082
2017/05/20,206.031
2017/05/21,218.462
2017/05/22,293.407
2017/05/23,306.173
2017/05/24,348.13
2017/05/25,357.372
2017/05/26,317.964
2017/05/27,238.511
2017/05/28,268.082
2017/05/29,257.565
2017/05/30,289.043
2017/05/31,273.927
2017/06/01,225.238
2017/06/02,219.646
2017/06/03,235.392
2017/06/04,243.009
2017/06/05,257.412
2017/06/06,299.511
2017/06/07,315.434
2017/06/08,281.231
2017/06/09,270.054
2017/06/10,261.637
2017/06/11,232.158
2017/06/12,248.813
2017/06/13,239.218
2017/06/14,142.441
2017/06/15,89.235
2017/06/16,141.068
2017/06/17,127.533
2017/06/18,117.241
2017/06/19,114.813
2017/06/20,112.059
2017/06/21,98.425
2017/06/22,73.066
2017/06/23,57.246
2017/06/24,60.547
2017/06/25,51.9
2017/06/26,32.616
2017/06/27,18.153
2017/06/28,39.396
2017/06/29,53.407
2017/06/30,43.828
2017/07/01,31.838
2017/07/02,32.746
2017/07/03,53.288
2017/07/04,44.875
2017/07/05,45.519
2017/07/06,49.353
2017/07/07,39.487
2017/07/08,33.022
2017/07/09,34.841
2017/07/10,13.051
2017/07/11,-4.064
2017/07/12,-9.065
2017/07/13,-0.827
2017/07/14,-4.669
2017/07/15,-13.325
2017/07/16,-27.428
2017/07/17,-17.975
2017/07/18,-4.033
2017/07/19,4.746
2017/07/20,0.84
2017/07/21,4.724
2017/07/22,7.884
2017/07/23,2.708
2017/07/24,4.31
2017/07/25,-4.672
2017/07/26,-17.507
2017/07/27,-23.479
2017/07/28,-27.336
2017/07/29,-34.702
2017/07/30,-37.459
2017/07/31,-39.532
2017/08/01,-40.053
2017/08/02,-44.882
2017/08/03,-45.204
2017/08/04,-45.568
2017/08/05,-42.186
2017/08/06,-34.252
2017/08/07,-27.264
2017/08/08,-27.236
2017/08/09,-23.008
2017/08/10,-20.468
2017/08/11,-17.897
2017/08/12,-13.699
2017/08/13,-18.178
2017/08/14,-16.664
2017/08/15,-20.409
2017/08/16,-19.636
2017/08/17,-30.783
2017/08/18,-37.046
2017/08/19,-43.921
2017/08/20,-53.128
2017/08/21,-50.531
2017/08/22,-57.329
2017/08/23,-58.855
2017/08/24,-54.375
2017/08/25,-50.324
2017/08/26,-57.407
2017/08/27,-56.806
2017/08/28,-59.575
2017/08/29,-62.067
2017/08/30,-56.613
2017/08/31,-53.756
2017/09/01,-53.182
2017/09/02,-58.4
2017/09/03,-61.434
2017/09/04,-65.439
2017/09/05,-66.12
2017/09/06,-61.349
2017/09/07,-63.401
2017/09/08,-68.706
2017/09/09,-73.255
2017/09/10,-76.089
2017/09/11,-76.304
2017/09/12,-75.02
2017/09/13,-72.875
2017/09/14,-76.429
2017/09/15,-78.032
2017/09/16,-76.067
2017/09/17,-76.643
2017/09/18,-71.184
2017/09/19,-68.538
2017/09/20,-67.064
2017/09/21,-68.902
2017/09/22,-75.031
2017/09/23,-71.236
2017/09/24,-65.398
2017/09/25,-61.172
2017/09/26,-66.517
2017/09/27,-67.413
2017/09/28,-64.326
2017/09/29,-60.662
2017/09/30,-58.526
2017/10/01,-61.292
2017/10/02,-60.379
2017/10/03,-59.133
2017/10/04,-59.669
2017/10/05,-58.675
2017/10/06,-53.876
2017/10/07,-51.648
2017/10/08,-42.386
2017/10/09,-35.026
2017/10/10,-39.172
2017/10/11,-39.271
2017/10/12,-35.868
2017/10/13,-28.753
2017/10/14,-5.615
2017/10/15,-20.149
2017/10/16,-29.859
2017/10/17,-24.742
2017/10/18,-24.347
2017/10/19,-26.257
2017/10/20,-27.175
2017/10/21,-30.129
2017/10/22,-31.483
2017/10/23,-26.559
2017/10/24,-19.486
2017/10/25,-22.371
2017/10/26,-16.702
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,-17.226
2017/11/02,-15.452
2017/11/03,-17.377
2017/11/04,-22.182
2017/11/05,-25.409
2017/11/06,-27.943
2017/11/07,-30.478
2017/11/08,-32.002
2017/11/09,-27.425
2017/11/10,-30.124
2017/11/11,-27.337
2017/11/12,-28.687
2017/11/13,-22.601
2017/11/14,-23.83
2017/11/15,-20.404
2017/11/16,-20.589
2017/11/17,-13.531
2017/11/18,-12.521
2017/11/19,-15.727
2017/11/20,-16.142
2017/11/21,-14.386
2017/11/22,-14.551
2017/11/23,1.369
2017/11/24,10.064
2017/11/25,15.19
2017/11/26,8.937
2017/11/27,11.278
2017/11/28,8.687
2017/11/29,3.719
2017/11/30,-5.473
2017/12/01,3.946
2017/12/02,11.839
2017/12/03,29.139
2017/12/04,31.412
2017/12/05,23.915
2017/12/06,21.304
2017/12/07,30.797
2017/12/08,41.818
2017/12/09,51.258
2017/12/10,40.779
2017/12/11,42.41
2017/12/12,85.625
2017/12/13,129.295
2017/12/14,162.664
2017/12/15,115.41
2017/12/16,132.114
2017/12/17,102.934
2017/12/18,106.744
2017/12/19,137.16
2017/12/20,148.764
2017/12/21,220.027
2017/12/22,160.33
2017/12/23,152.547
2017/12/24,118.435
2017/12/25,127.734
2017/12/26,133.397
2017/12/27,128.682
2017/12/28,111.199
2017/12/29,117.625
2017/12/30,114.433
2017/12/31,115.037
2018/01/01,123.526
2018/01/02,161.416
2018/01/03,182.023
2018/01/04,190.726
2018/01/05,201.591
2018/01/06,222.396
2018/01/07,242.837
2018/01/08,258.796
2018/01/09,275.246
2018/01/10,310.475
2018/01/11,252.213
2018/01/12,212.025
2018/01/13,254.058
2018/01/14,237.533
2018/01/15,186.142
2018/01/16,153.531
2018/01/17,111.153
2018/01/18,128.906
2018/01/19,140.69
2018/01/20,151.724
2018/01/21,142.546
2018/01/22,118.088
2018/01/23,115.112
2018/01/24,108.294
2018/01/25,0
2018/01/26,0
2018/01/27,0
2018/01/28,0
2018/01/29,0
2018/01/30,127.301
2018/01/31,116.051
2018/02/01,108.297
2018/02/02,66.022
2018/02/03,71.542
2018/02/04,61.085
2018/02/05,35.338
2018/02/06,19.508
2018/02/07,27.446
2018/02/08,33.761
2018/02/09,36.886
2018/02/10,48.818
2018/02/11,30.516
2018/02/12,29.127
2018/02/13,21.095
2018/02/14,27.996
2018/02/15,36.261
2018/02/16,30.8
2018/02/17,29.562
2018/02/18,31.318
2018/02/19,28.15
2018/02/20,28.396
2018/02/21,14.118
2018/02/22,0.418
2018/02/23,-4.668
2018/02/24,-3.913
2018/02/25,-12.27
2018/02/26,-9.596
2018/02/27,-4.909
2018/02/28,1.437
2018/03/01,-2.923
2018/03/02,-4.082
2018/03/03,-13.052
2018/03/04,-10.496
2018/03/05,-13.055
2018/03/06,-13.261
2018/03/07,-20.131
2018/03/08,-27.271
2018/03/09,-33.963
2018/03/10,-26.064
2018/03/11,-28.42
2018/03/12,-40.291
2018/03/13,-48.991
2018/03/14,-53.583
2018/03/15,-53.308
2018/03/16,-55.468
2018/03/17,-57.846
2018/03/18,-63.291
2018/03/19,-66.617
2018/03/20,-65.826
2018/03/21,-64.057
2018/03/22,-58.748
2018/03/23,-61.875
2018/03/24,-55.288
2018/03/25,-59.423
2018/03/26,-62.944
2018/03/27,-65.622
2018/03/28,-63.166
2018/03/29,-67.823
2018/03/30,-68.825
2018/03/31,-67.212
2018/04/01,-70.091
2018/04/02,-73.302
2018/04/03,-73.141
2018/04/04,-76.056
2018/04/05,-78.18
2018/04/06,-80.5
2018/04/07,-80.318
2018/04/08,-80.342
2018/04/09,-80.353
2018/04/10,-82.547
2018/04/11,-79.314
2018/04/12,-76.913
2018/04/13,-75.851
2018/04/14,-75.948
2018/04/15,-74.592
2018/04/16,-70.157
2018/04/17,-63.761
2018/04/18,-65.941
2018/04/19,-64.241
2018/04/20,-62.302
2018/04/21,-60.12
2018/04/22,-55.568
2018/04/23,-53.446
2018/04/24,-48.947
2018/04/25,-53.349
2018/04/26,-54.435
2018/04/27,-52.644
2018/04/28,-55.569
2018/04/29,-55.053
2018/04/30,-52.846
2018/05/01,-51.299
2018/05/02,-50.22
2018/05/03,-34.733
2018/05/04,-31.403
2018/05/05,-26.364
2018/05/06,-15.592
2018/05/07,-10.951
2018/05/08,-22.057
2018/05/09,-22.799
2018/05/10,-21.042
2018/05/11,-31.319
2018/05/12,-29.918
2018/05/13,-29.454
2018/05/14,-24.651
2018/05/15,-26.371
2018/05/16,-34.403
2018/05/17,-31.747
2018/05/18,-36.092
2018/05/19,-33.09
2018/05/20,-32.891
2018/05/21,-34.443
2018/05/22,-31.511
2018/05/23,-32.257
2018/05/24,-36.128
2018/05/25,-34.679
2018/05/26,-32.715
2018/05/27,-37.184
2018/05/28,-43.162
2018/05/29,-40.936
2018/05/30,-36.469
2018/05/31,-36.728
2018/06/01,-31.73
2018/06/02,-33.16
2018/06/03,-31.818
2018/06/04,-29.159
2018/06/05,-25.705
2018/06/06,-16.592
2018/06/07,-12.709
2018/06/08,-18.438
2018/06/09,-19.426
2018/06/10,-24.613
2018/06/11,-26.733
2018/06/12,-26.42
2018/06/13,-22.815
2018/06/14,-19.284
2018/06/15,-13.369
2018/06/16,-2.795
2018/06/17,-8.11
2018/06/18,-11.231
2018/06/19,-12.642
2018/06/20,-8.52
2018/06/21,-3.873
2018/06/22,-13.332
2018/06/23,-13.838
2018/06/24,-13.13
2018/06/25,-5.612
2018/06/26,-4.39
2018/06/27,-4.658
2018/06/28,6.045
2018/06/29,-2.804
2018/06/30,17.474
2018/07/01,25.838
2018/07/02,32.875
2018/07/03,29.142
2018/07/04,24.903
2018/07/05,26.19
2018/07/06,27.29
2018/07/07,20.019
2018/07/08,11.659
2018/07/09,9.095
2018/07/10,-2.48
2018/07/11,-7.382
2018/07/12,-19.009
2018/07/13,-15.951
2018/07/14,-13.607
2018/07/15,-8.536
2018/07/16,-16.406
2018/07/17,-16.455
2018/07/18,-18.977
2018/07/19,-27.549
2018/07/20,-29.146
2018/07/21,-27.384
2018/07/22,-31.118
2018/07/23,-40.266
2018/07/24,-33.755
2018/07/25,-30.801
2018/07/26,-35.971
2018/07/27,-38.848
2018/07/28,-38.012
2018/07/29,-38.672
2018/07/30,-38.436
2018/07/31,-42.458
2018/08/01,-47.501
2018/08/02,-52.324
2018/08/03,-52.709
2018/08/04,-51.951
2018/08/05,-49.262
2018/08/06,-49.311
2018/08/07,-47.935
2018/08/08,-50.838
2018/08/09,-48.685
2018/08/10,-47.275
2018/08/11,-56.679
2018/08/12,-57.9
2018/08/13,-60.327
2018/08/14,-64.648
2018/08/15,-61.455
2018/08/16,-59.795
2018/08/17,-56.884
2018/08/18,-58.815
2018/08/19,-59.608
2018/08/20,-59.444
2018/08/21,-58.27
2018/08/22,-56.038
2018/08/23,-56.91
2018/08/24,-54.645
2018/08/25,-55.168
2018/08/26,-52.996
2018/08/27,-53.315
2018/08/28,-53.562
2018/08/29,-52.343
2018/08/30,-55.381
2018/08/31,-55.3
2018/09/01,-55.145
2018/09/02,-53.98
2018/09/03,-53.389
2018/09/04,-55.408
2018/09/05,-59.409
2018/09/06,-63.802
2018/09/07,-62.978
2018/09/08,-62.66
2018/09/09,-61.182
2018/09/10,-60.198
2018/09/11,-58.746
2018/09/12,-61.983
2018/09/13,-57.415
2018/09/14,-54.719
2018/09/15,-53.629
2018/09/16,-52.21
2018/09/17,-55.258
2018/09/18,-58.36
2018/09/19,-56.163
2018/09/20,-53.722
2018/09/21,-45.37
2018/09/22,-43.22
2018/09/23,-43.515
2018/09/24,-43.912
2018/09/25,-45.333
2018/09/26,-47.373
2018/09/27,-44.388
2018/09/28,-49.234
2018/09/29,-53.049
2018/09/30,-57.373
2018/10/01,-54.157
2018/10/02,-51.828
2018/10/03,-52.205
2018/10/04,-53.871
2018/10/05,-53.47
2018/10/06,-51.909
2018/10/07,-50.529
2018/10/08,-46.348
2018/10/09,-47.203
2018/10/10,-47.364
2018/10/11,-52.399
2018/10/12,-56.367
2018/10/13,-57.822
2018/10/14,-53.706
2018/10/15,-52.644
2018/10/16,-53.11
2018/10/17,-51.487
2018/10/18,-51.881
2018/10/19,-55.157
2018/10/20,-52.078
2018/10/21,-48.982
2018/10/22,-50.897
2018/10/23,-51.02
2018/10/24,-50.962
2018/10/25,-49.848
2018/10/26,-49.283
2018/10/27,-49.679
2018/10/28,-48.387
2018/10/29,-46.421
2018/10/30,-47.034
2018/10/31,-44.649
2018/11/01,-43.978
2018/11/02,-41.317
2018/11/03,-40.044
2018/11/04,-39.945
2018/11/05,-39.408
2018/11/06,-36.75
2018/11/07,-32.411
2018/11/08,-31.701
2018/11/09,-20.512
2018/11/10,-21.902
2018/11/11,-21.881
2018/11/12,-4.896
2018/11/13,-15.248
2018/11/14,-21.964
2018/11/15,-35.279
2018/11/16,-33.063
2018/11/17,-31.257
2018/11/18,-27.892
2018/11/19,-30.894
2018/11/20,-39.032
2018/11/21,-38.648
2018/11/22,-40.415
2018/11/23,-43.019
2018/11/24,-42.53
2018/11/25,-47.255
2018/11/26,-48.179
2018/11/27,-49.151
2018/11/28,-39
2018/11/29,-37.632
2018/11/30,-41.525
2018/12/01,-45.332
2018/12/02,-41.627
2018/12/03,-44.146
2018/12/04,-40.135
2018/12/05,-31.335
2018/12/06,-36.683
2018/12/07,-39.721
2018/12/08,-34.863
2018/12/09,-31.683
2018/12/10,-33.42
2018/12/11,-31.44
2018/12/12,-37.526
2018/12/13,-39.468
2018/12/14,-42.714
2018/12/15,-44.845
2018/12/16,-41.668
2018/12/17,-36.501
2018/12/18,-33.825
2018/12/19,-29.086
2018/12/20,-33.613
2018/12/21,-30.284
2018/12/22,-33.05
2018/12/23,-22.12
2018/12/24,-6.28
2018/12/25,-18.395
2018/12/26,-20.989
2018/12/27,-27.34
2018/12/28,-27.29
2018/12/29,-19.893
2018/12/30,-21.183
2018/12/31,-23.393
2019/01/01,-16.091
2019/01/02,-9.702
2019/01/03,-13.24
2019/01/04,-13.963
2019/01/05,-10.278
2019/01/06,-15.453
2019/01/07,-16.89
2019/01/08,-16.969
2019/01/09,-10.033
2019/01/10,-15.896
2019/01/11,-23.404
2019/01/12,-21.942
2019/01/13,-27.796
2019/01/14,-28.125
2019/01/15,-27.518
2019/01/16,-25.625
2019/01/17,-24.735
2019/01/18,-26.387
2019/01/19,-28.35
2019/01/20,-30.492
2019/01/21,-36.16
2019/01/22,-35.825
2019/01/23,-33.245
2019/01/24,-36.463
2019/01/25,-35.397
2019/01/26,-34.752
2019/01/27,-35.565
2019/01/28,-34.289
2019/01/29,-31.081
2019/01/30,-29.97
2019/01/31,-33.374
2019/02/01,-32.605
2019/02/02,-31.43
2019/02/03,-33.84
2019/02/04,-35.393
2019/02/05,-37.66
2019/02/06,-36.814
2019/02/07,-35.472
2019/02/08,-32.953
2019/02/09,-25.428
2019/02/10,-39.138
2019/02/11,-36.291
2019/02/12,-33.677
2019/02/13,-24.539
2019/02/14,-22.423
2019/02/15,-22.305
2019/02/16,-24.612
2019/02/17,-14.437
2019/02/18,7.354
2019/02/19,36.676
2019/02/20,4.099
2019/02/21,13.359
2019/02/22,15.784
2019/02/23,23.628
2019/02/24,24.385
2019/02/25,12.48
2019/02/26,-4.59
2019/02/27,-6.18
2019/02/28,-7.721
2019/03/01,-3.061
2019/03/02,-4.075
2019/03/03,0.3
2019/03/04,0.302
2019/03/05,3.002
2019/03/06,18.133
2019/03/07,31.12
2019/03/08,20.981
2019/03/09,19.081
2019/03/10,22.912
2019/03/11,24.695
2019/03/12,20.335
2019/03/13,18.818
2019/03/14,21.805
2019/03/15,28.324
2019/03/16,27.21
2019/03/17,21.342
2019/03/18,31.008
2019/03/19,10.659
2019/03/20,1.805
2019/03/21,-0.671
2019/03/22,1.296
2019/03/23,-11.638
2019/03/24,-20.236
2019/03/25,-7.058
2019/03/26,-4.162
2019/03/27,6.118
2019/03/28,3.573
2019/03/29,-6.845
2019/03/30,-0.552
2019/03/31,1.016
2019/04/01,-6.306
2019/04/02,-5.92
2019/04/03,10.696
2019/04/04,0.909
2019/04/05,-0.931
2019/04/06,4.299
2019/04/07,8.623
2019/04/08,17.704
2019/04/09,14.531
2019/04/10,28.77
2019/04/11,38.007
2019/04/12,32.107
2019/04/13,31.446
2019/04/14,28.248
