Date,mining_profitability3trx
2018/05/26,-2.239
2018/05/27,-2.122
2018/05/28,-2.491
2018/05/29,-2.361
2018/05/30,-1.39
2018/05/31,-0.52
2018/06/01,0.366
2018/06/02,0.62
2018/06/03,1.023
2018/06/04,1.136
2018/06/05,0.562
2018/06/06,0.682
2018/06/07,0.689
2018/06/08,0.278
2018/06/09,-0.464
2018/06/10,-1.478
2018/06/11,-2.523
2018/06/12,-3.152
2018/06/13,-3.665
2018/06/14,-3.238
2018/06/15,-2.191
2018/06/16,-1.534
2018/06/17,-1.087
2018/06/18,-1.06
2018/06/19,-0.484
2018/06/20,0.181
2018/06/21,0.34
2018/06/22,-0.424
2018/06/23,-1.457
2018/06/24,-2.447
2018/06/25,-2.461
2018/06/26,-2.138
2018/06/27,-2.444
2018/06/28,-2.142
2018/06/29,-2.067
2018/06/30,-0.258
2018/07/01,2.202
2018/07/02,4.912
2018/07/03,4.418
2018/07/04,2.583
2018/07/05,0.669
2018/07/06,0.17
2018/07/07,-0.138
2018/07/08,-0.487
2018/07/09,-1.093
2018/07/10,-2.149
2018/07/11,-2.23
2018/07/12,-1.966
2018/07/13,-1.402
2018/07/14,-0.111
2018/07/15,1.297
2018/07/16,0.575
2018/07/17,0.223
2018/07/18,0.265
2018/07/19,-0.064
2018/07/20,-0.533
2018/07/21,0.059
2018/07/22,-0.017
2018/07/23,-0.714
2018/07/24,-0.625
2018/07/25,-0.432
2018/07/26,-0.368
2018/07/27,-0.535
2018/07/28,-0.527
2018/07/29,-0.622
2018/07/30,-0.776
2018/07/31,-1.199
2018/08/01,-1.6
2018/08/02,-2.134
2018/08/03,-2.076
2018/08/04,-1.878
2018/08/05,-1.807
2018/08/06,-1.536
2018/08/07,-0.744
2018/08/08,-0.564
2018/08/09,-0.91
2018/08/10,-1.6
2018/08/11,-3.466
2018/08/12,-4.076
2018/08/13,-4.117
2018/08/14,-5.245
2018/08/15,-4.484
2018/08/16,-3.068
2018/08/17,-0.755
2018/08/18,0.061
2018/08/19,-0.087
2018/08/20,-0.584
2018/08/21,-1.441
2018/08/22,-1.588
2018/08/23,-1.411
2018/08/24,-0.662
2018/08/25,-0.604
2018/08/26,-0.717
2018/08/27,-0.682
2018/08/28,-0.043
2018/08/29,0.786
2018/08/30,0.666
2018/08/31,0.292
2018/09/01,0.507
2018/09/02,0.985
2018/09/03,0.834
2018/09/04,0.573
2018/09/05,-0.818
2018/09/06,-3.063
2018/09/07,-4.178
2018/09/08,-4.672
2018/09/09,-4.57
2018/09/10,-4.018
2018/09/11,-3.413
2018/09/12,-3.325
2018/09/13,-1.287
2018/09/14,0.751
2018/09/15,1.958
2018/09/16,2.239
2018/09/17,1.621
2018/09/18,0.351
2018/09/19,0.079
2018/09/20,-0.02
2018/09/21,1.484
2018/09/22,2.018
2018/09/23,2.081
2018/09/24,1.589
2018/09/25,-0.061
2018/09/26,-1.187
2018/09/27,-1.329
2018/09/28,-0.701
2018/09/29,-0.02
2018/09/30,0.573
2018/10/01,0.816
2018/10/02,0.801
2018/10/03,0
2018/10/04,-0.397
2018/10/05,-0.595
2018/10/06,-0.428
2018/10/07,-0.396
2018/10/08,-0.262
2018/10/09,-0.041
2018/10/10,-0.043
2018/10/11,-1.119
2018/10/12,-1.946
2018/10/13,-1.947
2018/10/14,-1.657
2018/10/15,-0.656
2018/10/16,0.103
2018/10/17,0.499
2018/10/18,0.208
2018/10/19,-0.147
2018/10/20,0.022
2018/10/21,0.358
2018/10/22,0.469
2018/10/23,0.374
2018/10/24,0.17
2018/10/25,0.08
2018/10/26,0.239
2018/10/27,0.029
2018/10/28,0.018
2018/10/29,0.049
2018/10/30,-0.387
2018/10/31,-0.63
2018/11/01,-0.392
2018/11/02,0.262
2018/11/03,0.582
2018/11/04,0.687
2018/11/05,1.212
2018/11/06,1.52
2018/11/07,1.858
2018/11/08,1.293
2018/11/09,0.714
2018/11/10,0.319
2018/11/11,-0.272
2018/11/12,-0.118
2018/11/13,-0.165
2018/11/14,-0.956
2018/11/15,-2.442
2018/11/16,-3.156
2018/11/17,-3.094
2018/11/18,-2.345
2018/11/19,-2.685
2018/11/20,-3.883
2018/11/21,-4.189
2018/11/22,-3.692
2018/11/23,-3.809
2018/11/24,-3.562
2018/11/25,-3.884
2018/11/26,-3.454
2018/11/27,-2.565
2018/11/28,0.162
2018/11/29,1.938
2018/11/30,2.037
2018/12/01,1.111
2018/12/02,0.947
2018/12/03,0.275
2018/12/04,-0.501
2018/12/05,-0.87
2018/12/06,-2.005
2018/12/07,-3.494
2018/12/08,-3.34
2018/12/09,-2.181
2018/12/10,-1.706
2018/12/11,-1.67
2018/12/12,-0.938
2018/12/13,-0.229
2018/12/14,-0.26
2018/12/15,-0.739
2018/12/16,-0.584
2018/12/17,0.052
2018/12/18,1.493
2018/12/19,2.989
2018/12/20,4.009
2018/12/21,4.361
2018/12/22,3.464
2018/12/23,4.395
2018/12/24,5.809
2018/12/25,3.471
2018/12/26,1.371
2018/12/27,-0.398
2018/12/28,-1.031
2018/12/29,0.386
2018/12/30,1.123
2018/12/31,0.898
2019/01/01,1.045
2019/01/02,2.131
2019/01/03,1.832
2019/01/04,1.356
2019/01/05,1.314
2019/01/06,0.509
2019/01/07,-0.149
2019/01/08,-0.579
2019/01/09,-0.794
2019/01/10,-1.844
2019/01/11,-3.136
2019/01/12,-3.347
2019/01/13,-3.247
2019/01/14,-2.767
2019/01/15,-1.985
2019/01/16,-1.35
2019/01/17,-0.835
2019/01/18,-0.427
2019/01/19,-0.334
2019/01/20,-0.685
2019/01/21,-1.873
2019/01/22,-2.396
2019/01/23,-1.799
2019/01/24,-1.526
2019/01/25,-1.323
2019/01/26,-0.808
2019/01/27,-0.547
2019/01/28,-0.589
2019/01/29,0.006
2019/01/30,0.869
2019/01/31,0.998
2019/02/01,0.966
2019/02/02,1.095
2019/02/03,1.155
2019/02/04,0.875
2019/02/05,0.525
2019/02/06,-0.018
2019/02/07,-0.08
2019/02/08,0.428
2019/02/09,1.715
2019/02/10,0.091
2019/02/11,-0.756
2019/02/12,-1.275
2019/02/13,-0.982
2019/02/14,-0.403
2019/02/15,-0.022
2019/02/16,0.043
2019/02/17,0.413
2019/02/18,2.162
2019/02/19,6.798
2019/02/20,4.177
2019/02/21,1.691
2019/02/22,0.527
2019/02/23,-0.186
2019/02/24,-0.098
2019/02/25,-0.987
2019/02/26,-1.648
2019/02/27,-1.809
2019/02/28,-2.123
2019/03/01,-1.944
2019/03/02,-1.16
2019/03/03,-0.535
2019/03/04,-0.525
2019/03/05,-0.233
2019/03/06,0.508
2019/03/07,0.966
2019/03/08,0.729
2019/03/09,0.738
2019/03/10,0.518
2019/03/11,0.157
2019/03/12,0.088
2019/03/13,0.047
2019/03/14,-0.079
2019/03/15,0.095
2019/03/16,0.478
2019/03/17,0.44
2019/03/18,2.451
2019/03/19,1.885
2019/03/20,0.644
2019/03/21,-0.007
2019/03/22,-0.342
2019/03/23,-0.429
2019/03/24,-0.513
2019/03/25,-0.496
2019/03/26,-0.193
2019/03/27,0.688
2019/03/28,0.98
2019/03/29,1.051
2019/03/30,1.608
2019/03/31,1.569
2019/04/01,0.797
2019/04/02,1.342
2019/04/03,3.214
2019/04/04,2.591
2019/04/05,1.815
2019/04/06,1.174
2019/04/07,1.14
2019/04/08,1.976
2019/04/09,1.745
2019/04/10,1.614
2019/04/11,1.228
2019/04/12,0.486
2019/04/13,-0.388
2019/04/14,-1.073
2019/04/15,-1.005
2019/04/16,-0.456
2019/04/17,0.548
2019/04/18,1.843
2019/04/19,1.168
2019/04/20,-0.019
2019/04/21,-0.907
2019/04/22,-1.313
2019/04/23,-1.045
