Date,activeaddresses14trx
2016/07/17,-0.229
2016/07/18,-0.264
2016/07/19,-0.229
2016/07/20,-0.144
2016/07/21,-0.053
2016/07/22,0.063
2016/07/23,0.165
2016/07/24,0.321
2016/07/25,0.474
2016/07/26,0.691
2016/07/27,0.902
2016/07/28,1.056
2016/07/29,1.13
2016/07/30,1.124
2016/07/31,1.08
2016/08/01,1.013
2016/08/02,0.926
2016/08/03,0.838
2016/08/04,0.751
2016/08/05,0.65
2016/08/06,0.534
2016/08/07,0.417
2016/08/08,0.308
2016/08/09,0.234
2016/08/10,0.166
2016/08/11,0.128
2016/08/12,0.078
2016/08/13,0.016
2016/08/14,-0.048
2016/08/15,-0.103
2016/08/16,-0.127
2016/08/17,-0.151
2016/08/18,-0.178
2016/08/19,-0.201
2016/08/20,-0.221
2016/08/21,-0.236
2016/08/22,-0.252
2016/08/23,-0.246
2016/08/24,-0.242
2016/08/25,-0.222
2016/08/26,-0.205
2016/08/27,-0.189
2016/08/28,-0.176
2016/08/29,-0.155
2016/08/30,-0.138
2016/08/31,-0.107
2016/09/01,-0.064
2016/09/02,-0.02
2016/09/03,0.006
2016/09/04,0.017
2016/09/05,0.019
2016/09/06,0.02
2016/09/07,0.006
2016/09/08,0.018
2016/09/09,0.021
2016/09/10,0.014
2016/09/11,0.008
2016/09/12,0.007
2016/09/13,0.005
2016/09/14,0.001
2016/09/15,0.002
2016/09/16,0.014
2016/09/17,0.027
2016/09/18,0.019
2016/09/19,0.007
2016/09/20,0.062
2016/09/21,0.101
2016/09/22,0.087
2016/09/23,0.048
2016/09/24,-0.002
2016/09/25,-0.062
2016/09/26,-0.127
2016/09/27,-0.192
2016/09/28,-0.246
2016/09/29,-0.289
2016/09/30,-0.326
2016/10/01,-0.347
2016/10/02,-0.344
2016/10/03,-0.341
2016/10/04,-0.383
2016/10/05,-0.441
2016/10/06,-0.508
2016/10/07,-0.535
2016/10/08,-0.546
2016/10/09,-0.519
2016/10/10,-0.459
2016/10/11,-0.417
2016/10/12,-0.469
2016/10/13,-0.613
2016/10/14,-0.717
2016/10/15,-0.837
2016/10/16,-0.928
2016/10/17,-0.968
2016/10/18,-0.918
2016/10/19,-0.898
2016/10/20,-0.809
2016/10/21,-0.617
2016/10/22,-0.454
2016/10/23,-0.328
2016/10/24,-0.215
2016/10/25,-0.119
2016/10/26,-0.035
2016/10/27,0.034
2016/10/28,0.092
2016/10/29,0.118
2016/10/30,0.1
2016/10/31,0.122
2016/11/01,0.156
2016/11/02,0.198
2016/11/03,0.227
2016/11/04,0.171
2016/11/05,0.111
2016/11/06,0.025
2016/11/07,-0.033
2016/11/08,-0.081
2016/11/09,-0.114
2016/11/10,-0.159
2016/11/11,-0.184
2016/11/12,-0.209
2016/11/13,-0.213
2016/11/14,-0.233
2016/11/15,-0.243
2016/11/16,-0.263
2016/11/17,-0.288
2016/11/18,-0.305
2016/11/19,-0.324
2016/11/20,-0.335
2016/11/21,-0.342
2016/11/22,-0.208
2016/11/23,0.11
2016/11/24,0.272
2016/11/25,0.457
2016/11/26,0.503
2016/11/27,0.472
2016/11/28,0.406
2016/11/29,0.305
2016/11/30,0.198
2016/12/01,0.077
2016/12/02,-0.024
2016/12/03,-0.102
2016/12/04,-0.171
2016/12/05,-0.235
2016/12/06,-0.256
2016/12/07,-0.295
2016/12/08,-0.34
2016/12/09,-0.372
2016/12/10,-0.409
2016/12/11,-0.441
2016/12/12,-0.457
2016/12/13,-0.479
2016/12/14,-0.481
2016/12/15,-0.457
2016/12/16,-0.43
2016/12/17,-0.415
2016/12/18,-0.425
2016/12/19,-0.406
2016/12/20,-0.366
2016/12/21,-0.319
2016/12/22,-0.203
2016/12/23,-0.109
2016/12/24,-0.059
2016/12/25,-0.06
2016/12/26,-0.096
2016/12/27,-0.142
2016/12/28,-0.181
2016/12/29,-0.205
2016/12/30,-0.224
2016/12/31,-0.227
2017/01/01,-0.252
2017/01/02,-0.27
2017/01/03,-0.281
2017/01/04,-0.229
2017/01/05,-0.133
2017/01/06,-0.035
2017/01/07,0.044
2017/01/08,0.09
2017/01/09,0.143
2017/01/10,0.178
2017/01/11,0.209
2017/01/12,0.237
2017/01/13,0.242
2017/01/14,0.222
2017/01/15,0.188
2017/01/16,0.175
2017/01/17,0.173
2017/01/18,0.161
2017/01/19,0.15
2017/01/20,0.152
2017/01/21,0.146
2017/01/22,0.132
2017/01/23,0.116
2017/01/24,0.112
2017/01/25,0.097
2017/01/26,0.077
2017/01/27,0.052
2017/01/28,0.022
2017/01/29,-0.016
2017/01/30,-0.041
2017/01/31,-0.062
2017/02/01,-0.072
2017/02/02,-0.071
2017/02/03,-0.069
2017/02/04,-0.054
2017/02/05,-0.024
2017/02/06,0.007
2017/02/07,0.035
2017/02/08,0.067
2017/02/09,0.099
2017/02/10,0.139
2017/02/11,0.156
2017/02/12,0.167
2017/02/13,0.212
2017/02/14,0.28
2017/02/15,0.362
2017/02/16,0.432
2017/02/17,0.486
2017/02/18,0.537
2017/02/19,0.561
2017/02/20,0.584
2017/02/21,0.599
2017/02/22,0.602
2017/02/23,0.592
2017/02/24,0.603
2017/02/25,0.609
2017/02/26,0.61
2017/02/27,0.627
2017/02/28,0.696
2017/03/01,0.8
2017/03/02,1
2017/03/03,1.196
2017/03/04,1.341
2017/03/05,1.427
2017/03/06,1.483
2017/03/07,1.488
2017/03/08,1.461
2017/03/09,1.446
2017/03/10,1.431
2017/03/11,1.421
2017/03/12,1.437
2017/03/13,1.566
2017/03/14,1.694
2017/03/15,1.824
2017/03/16,2.093
2017/03/17,2.411
2017/03/18,2.639
2017/03/19,2.736
2017/03/20,2.746
2017/03/21,2.697
2017/03/22,2.585
2017/03/23,2.433
2017/03/24,2.313
2017/03/25,2.187
2017/03/26,2.027
2017/03/27,1.879
2017/03/28,1.732
2017/03/29,1.598
2017/03/30,1.532
2017/03/31,1.545
2017/04/01,1.491
2017/04/02,1.432
2017/04/03,1.425
2017/04/04,1.387
2017/04/05,1.327
2017/04/06,1.302
2017/04/07,1.228
2017/04/08,1.095
2017/04/09,0.922
2017/04/10,0.753
2017/04/11,0.588
2017/04/12,0.449
2017/04/13,0.343
2017/04/14,0.254
2017/04/15,0.164
2017/04/16,0.049
2017/04/17,-0.062
2017/04/18,-0.128
2017/04/19,-0.161
2017/04/20,-0.154
2017/04/21,-0.162
2017/04/22,-0.186
2017/04/23,-0.211
2017/04/24,-0.21
2017/04/25,-0.198
2017/04/26,-0.144
2017/04/27,-0.002
2017/04/28,0.154
2017/04/29,0.289
2017/04/30,0.418
2017/05/01,0.583
2017/05/02,0.747
2017/05/03,0.864
2017/05/04,1.017
2017/05/05,1.171
2017/05/06,1.259
2017/05/07,1.336
2017/05/08,1.447
2017/05/09,1.54
2017/05/10,1.597
2017/05/11,1.648
2017/05/12,1.647
2017/05/13,1.576
2017/05/14,1.482
2017/05/15,1.418
2017/05/16,1.37
2017/05/17,1.308
2017/05/18,1.309
2017/05/19,1.416
2017/05/20,1.468
2017/05/21,1.519
2017/05/22,1.642
2017/05/23,1.827
2017/05/24,2.027
2017/05/25,2.216
2017/05/26,2.348
2017/05/27,2.374
2017/05/28,2.318
2017/05/29,2.232
2017/05/30,2.159
2017/05/31,2.124
2017/06/01,2.154
2017/06/02,2.151
2017/06/03,2.12
2017/06/04,2.07
2017/06/05,2.028
2017/06/06,2.019
2017/06/07,2.01
2017/06/08,1.975
2017/06/09,1.966
2017/06/10,1.98
2017/06/11,2.046
2017/06/12,2.233
2017/06/13,2.449
2017/06/14,2.612
2017/06/15,2.738
2017/06/16,2.777
2017/06/17,2.744
2017/06/18,2.673
2017/06/19,2.617
2017/06/20,2.563
2017/06/21,2.441
2017/06/22,2.369
2017/06/23,2.316
2017/06/24,2.23
2017/06/25,2.082
2017/06/26,2.035
2017/06/27,1.955
2017/06/28,1.863
2017/06/29,1.755
2017/06/30,1.631
2017/07/01,1.488
2017/07/02,1.342
2017/07/03,1.24
2017/07/04,1.156
2017/07/05,1.065
2017/07/06,0.967
2017/07/07,0.906
2017/07/08,0.807
2017/07/09,0.675
2017/07/10,0.595
2017/07/11,0.543
2017/07/12,0.5
2017/07/13,0.432
2017/07/14,0.351
2017/07/15,0.256
2017/07/16,0.162
2017/07/17,0.077
2017/07/18,0.02
2017/07/19,-0.013
2017/07/20,-0.038
2017/07/21,-0.069
2017/07/22,-0.135
2017/07/23,-0.163
2017/07/24,-0.183
2017/07/25,-0.205
2017/07/26,-0.244
2017/07/27,-0.281
2017/07/28,-0.305
2017/07/29,-0.354
2017/07/30,-0.405
2017/07/31,-0.401
2017/08/01,-0.409
2017/08/02,-0.41
2017/08/03,-0.411
2017/08/04,-0.387
2017/08/05,-0.347
2017/08/06,-0.3
2017/08/07,-0.231
2017/08/08,-0.108
2017/08/09,0.012
2017/08/10,0.172
2017/08/11,0.355
2017/08/12,0.52
2017/08/13,0.658
2017/08/14,0.855
2017/08/15,1.067
2017/08/16,1.273
2017/08/17,1.47
2017/08/18,1.66
2017/08/19,1.76
2017/08/20,1.747
2017/08/21,1.724
2017/08/22,1.66
2017/08/23,1.598
2017/08/24,1.508
2017/08/25,1.415
2017/08/26,1.267
2017/08/27,1.099
2017/08/28,0.962
2017/08/29,0.883
2017/08/30,0.85
2017/08/31,0.852
2017/09/01,0.858
2017/09/02,0.823
2017/09/03,0.736
2017/09/04,0.728
2017/09/05,0.759
2017/09/06,0.829
2017/09/07,0.88
2017/09/08,0.92
2017/09/09,0.913
2017/09/10,0.838
2017/09/11,0.755
2017/09/12,0.708
2017/09/13,0.647
2017/09/14,0.603
2017/09/15,0.61
2017/09/16,0.573
2017/09/17,0.469
2017/09/18,0.386
2017/09/19,0.296
2017/09/20,0.196
2017/09/21,0.085
2017/09/22,-0.058
2017/09/23,-0.222
2017/09/24,-0.381
2017/09/25,-0.511
2017/09/26,-0.623
2017/09/27,-0.712
2017/09/28,-0.765
2017/09/29,-0.787
2017/09/30,-0.812
2017/10/01,-0.851
2017/10/02,-0.871
2017/10/03,-0.867
2017/10/04,-0.864
2017/10/05,-0.854
2017/10/06,-0.839
2017/10/07,-0.833
2017/10/08,-0.825
2017/10/09,-0.804
2017/10/10,-0.739
2017/10/11,-0.654
2017/10/12,-0.556
2017/10/13,-0.417
2017/10/14,-0.306
2017/10/15,-0.227
2017/10/16,-0.171
2017/10/17,-0.068
2017/10/18,0.029
2017/10/19,0.11
2017/10/20,0.199
2017/10/21,0.277
2017/10/22,0.361
2017/10/23,0.437
2017/10/24,0.509
2017/10/25,0.547
2017/10/26,0.57
2017/10/27,0.577
2017/10/28,0.315
2017/10/29,-0.106
2017/10/30,-0.612
2017/10/31,-0.862
2017/11/01,-0.916
2017/11/02,-0.793
2017/11/03,-0.613
2017/11/04,-0.464
2017/11/05,-0.347
2017/11/06,-0.211
2017/11/07,-0.066
2017/11/08,0.104
2017/11/09,0.287
2017/11/10,0.465
2017/11/11,0.583
2017/11/12,0.7
2017/11/13,0.792
2017/11/14,0.89
2017/11/15,1.032
2017/11/16,1.148
2017/11/17,1.257
2017/11/18,1.309
2017/11/19,1.325
2017/11/20,1.352
2017/11/21,1.387
2017/11/22,1.427
2017/11/23,1.461
2017/11/24,1.476
2017/11/25,1.471
2017/11/26,1.451
2017/11/27,1.482
2017/11/28,1.558
2017/11/29,1.686
2017/11/30,1.81
2017/12/01,1.886
2017/12/02,1.928
2017/12/03,1.969
2017/12/04,2.006
2017/12/05,2.021
2017/12/06,2.153
2017/12/07,2.193
2017/12/08,2.213
2017/12/09,2.191
2017/12/10,2.125
2017/12/11,2.099
2017/12/12,2.131
2017/12/13,2.223
2017/12/14,2.366
2017/12/15,2.482
2017/12/16,2.554
2017/12/17,2.583
2017/12/18,2.641
2017/12/19,2.757
2017/12/20,2.866
2017/12/21,2.99
2017/12/22,3.106
2017/12/23,3.1
2017/12/24,2.937
2017/12/25,2.688
2017/12/26,2.423
2017/12/27,2.191
2017/12/28,2
2017/12/29,1.905
2017/12/30,1.902
2017/12/31,1.846
2018/01/01,1.75
2018/01/02,1.722
2018/01/03,1.777
2018/01/04,1.93
2018/01/05,2.092
2018/01/06,2.214
2018/01/07,2.261
2018/01/08,2.275
2018/01/09,2.284
2018/01/10,2.258
2018/01/11,2.207
2018/01/12,2.108
2018/01/13,1.99
2018/01/14,1.833
2018/01/15,1.704
2018/01/16,1.613
2018/01/17,1.544
2018/01/18,1.469
2018/01/19,1.332
2018/01/20,1.132
2018/01/21,0.935
2018/01/22,0.733
2018/01/23,0.524
2018/01/24,0.312
2018/01/25,0.067
2018/01/26,-0.138
2018/01/27,-0.335
2018/01/28,-0.511
2018/01/29,-0.646
2018/01/30,-0.758
2018/01/31,-0.851
2018/02/01,-0.895
2018/02/02,-0.908
2018/02/03,-0.945
2018/02/04,-0.998
2018/02/05,-1.038
2018/02/06,-1.06
2018/02/07,-1.088
2018/02/08,-1.155
2018/02/09,-1.216
2018/02/10,-1.253
2018/02/11,-1.295
2018/02/12,-1.312
2018/02/13,-1.337
2018/02/14,-1.359
2018/02/15,-1.371
2018/02/16,-1.398
2018/02/17,-1.428
2018/02/18,-1.455
2018/02/19,-1.453
2018/02/20,-1.407
2018/02/21,-1.351
2018/02/22,-1.304
2018/02/23,-1.276
2018/02/24,-1.284
2018/02/25,-1.311
2018/02/26,-1.312
2018/02/27,-1.309
2018/02/28,-1.291
2018/03/01,-1.275
2018/03/02,-1.256
2018/03/03,-1.258
2018/03/04,-1.286
2018/03/05,-1.289
2018/03/06,-1.271
2018/03/07,-1.194
2018/03/08,-1.131
2018/03/09,-1.086
2018/03/10,-1.068
2018/03/11,-1.086
2018/03/12,-1.096
2018/03/13,-1.095
2018/03/14,-1.066
2018/03/15,-1.032
2018/03/16,-1.006
2018/03/17,-1.004
2018/03/18,-0.994
2018/03/19,-0.956
2018/03/20,-0.923
2018/03/21,-0.878
2018/03/22,-0.841
2018/03/23,-0.771
2018/03/24,-0.708
2018/03/25,-0.702
2018/03/26,-0.691
2018/03/27,-0.692
2018/03/28,-0.711
2018/03/29,-0.723
2018/03/30,-0.719
2018/03/31,-0.73
2018/04/01,-0.763
2018/04/02,-0.785
2018/04/03,-0.778
2018/04/04,-0.762
2018/04/05,-0.704
2018/04/06,-0.636
2018/04/07,-0.596
2018/04/08,-0.555
2018/04/09,-0.499
2018/04/10,-0.457
2018/04/11,-0.42
2018/04/12,-0.353
2018/04/13,-0.264
2018/04/14,-0.205
2018/04/15,-0.162
2018/04/16,-0.121
2018/04/17,-0.067
2018/04/18,-0.017
2018/04/19,0.049
2018/04/20,0.139
2018/04/21,0.243
2018/04/22,0.359
2018/04/23,0.496
2018/04/24,0.642
2018/04/25,0.749
2018/04/26,0.818
2018/04/27,0.843
2018/04/28,0.835
2018/04/29,0.792
2018/04/30,0.755
2018/05/01,0.696
2018/05/02,0.656
2018/05/03,0.651
2018/05/04,0.803
2018/05/05,0.901
2018/05/06,0.941
2018/05/07,0.958
2018/05/08,0.969
2018/05/09,0.98
2018/05/10,0.988
2018/05/11,0.98
2018/05/12,0.972
2018/05/13,0.947
2018/05/14,0.92
2018/05/15,0.886
2018/05/16,0.858
2018/05/17,0.847
2018/05/18,0.842
2018/05/19,0.858
2018/05/20,0.849
2018/05/21,0.816
2018/05/22,0.783
2018/05/23,0.755
2018/05/24,0.723
2018/05/25,0.675
2018/05/26,0.616
2018/05/27,0.564
2018/05/28,0.541
2018/05/29,0.515
2018/05/30,0.486
2018/05/31,0.452
2018/06/01,0.391
2018/06/02,0.327
2018/06/03,0.28
2018/06/04,0.231
2018/06/05,0.174
2018/06/06,0.113
2018/06/07,0.056
2018/06/08,-0.016
2018/06/09,-0.248
2018/06/10,-0.625
2018/06/11,-0.858
2018/06/12,-1.008
2018/06/13,-1.083
2018/06/14,-1.105
2018/06/15,-1.079
2018/06/16,-1.064
2018/06/17,-1.038
2018/06/18,-1
2018/06/19,-0.935
2018/06/20,-0.844
2018/06/21,-0.744
2018/06/22,-0.633
2018/06/23,-0.541
2018/06/24,-0.467
2018/06/25,-0.341
2018/06/26,-0.249
2018/06/27,-0.172
2018/06/28,-0.101
2018/06/29,-0.043
2018/06/30,-0.08
2018/07/01,-0.213
2018/07/02,-0.38
2018/07/03,-0.561
2018/07/04,-0.745
2018/07/05,-0.904
2018/07/06,-1.06
2018/07/07,-1.21
2018/07/08,-1.312
2018/07/09,-1.358
2018/07/10,-1.359
2018/07/11,-1.341
2018/07/12,-1.324
2018/07/13,-1.321
2018/07/14,-1.338
2018/07/15,-1.363
2018/07/16,-1.293
2018/07/17,-1.155
2018/07/18,-0.923
2018/07/19,-0.664
2018/07/20,-0.432
2018/07/21,-0.26
2018/07/22,-0.094
2018/07/23,0.093
2018/07/24,0.301
2018/07/25,0.516
2018/07/26,0.691
2018/07/27,0.856
2018/07/28,0.971
2018/07/29,1.05
2018/07/30,1.113
2018/07/31,1.151
2018/08/01,1.168
2018/08/02,1.153
2018/08/03,1.14
2018/08/04,1.088
2018/08/05,1.007
2018/08/06,0.918
2018/08/07,0.802
2018/08/08,0.647
2018/08/09,0.476
2018/08/10,0.106
2018/08/11,-0.376
2018/08/12,-0.911
2018/08/13,-1.216
2018/08/14,-1.367
2018/08/15,-1.417
2018/08/16,-1.366
2018/08/17,-1.288
2018/08/18,-1.191
2018/08/19,-1.09
2018/08/20,-0.955
2018/08/21,-0.837
2018/08/22,-0.726
2018/08/23,-0.629
2018/08/24,-0.539
2018/08/25,-0.46
2018/08/26,-0.381
2018/08/27,-0.293
2018/08/28,-0.207
2018/08/29,-0.169
2018/08/30,-0.146
2018/08/31,-0.135
2018/09/01,-0.101
2018/09/02,-0.044
2018/09/03,0.026
2018/09/04,0.076
2018/09/05,0.119
2018/09/06,0.143
2018/09/07,0.152
2018/09/08,0.138
2018/09/09,0.11
2018/09/10,0.072
2018/09/11,0.016
2018/09/12,-0.049
2018/09/13,-0.107
2018/09/14,-0.177
2018/09/15,-0.277
2018/09/16,-0.395
2018/09/17,-0.479
2018/09/18,-0.56
2018/09/19,-0.642
2018/09/20,-0.707
2018/09/21,-0.744
2018/09/22,-0.787
2018/09/23,-0.829
2018/09/24,-0.867
2018/09/25,-0.887
2018/09/26,-0.905
2018/09/27,-0.911
2018/09/28,-0.902
2018/09/29,-0.913
2018/09/30,-0.905
2018/10/01,-0.895
2018/10/02,-0.887
2018/10/03,-0.834
2018/10/04,-0.745
2018/10/05,-0.618
2018/10/06,-0.452
2018/10/07,-0.33
2018/10/08,-0.225
2018/10/09,-0.133
2018/10/10,-0.071
2018/10/11,-0.013
2018/10/12,0.03
2018/10/13,0.065
2018/10/14,0.086
2018/10/15,0.125
2018/10/16,0.179
2018/10/17,0.243
2018/10/18,0.296
2018/10/19,0.336
2018/10/20,0.357
2018/10/21,0.349
2018/10/22,0.358
2018/10/23,0.365
2018/10/24,0.368
2018/10/25,0.361
2018/10/26,0.353
2018/10/27,0.322
2018/10/28,0.278
2018/10/29,0.272
2018/10/30,0.289
2018/10/31,0.315
2018/11/01,0.327
2018/11/02,0.3
2018/11/03,0.24
2018/11/04,0.165
2018/11/05,0.116
2018/11/06,0.076
2018/11/07,0.031
2018/11/08,-0.019
2018/11/09,-0.054
2018/11/10,-0.096
2018/11/11,-0.111
2018/11/12,-0.114
2018/11/13,-0.118
2018/11/14,-0.112
2018/11/15,-0.106
2018/11/16,-0.11
2018/11/17,-0.136
2018/11/18,-0.183
2018/11/19,-0.175
2018/11/20,-0.141
2018/11/21,-0.124
2018/11/22,-0.125
2018/11/23,-0.135
2018/11/24,-0.177
2018/11/25,-0.215
2018/11/26,-0.243
2018/11/27,-0.274
2018/11/28,-0.28
2018/11/29,-0.295
2018/11/30,-0.295
2018/12/01,-0.313
2018/12/02,-0.35
2018/12/03,-0.378
2018/12/04,-0.404
2018/12/05,-0.407
2018/12/06,-0.397
2018/12/07,-0.366
2018/12/08,-0.309
2018/12/09,-0.265
2018/12/10,-0.212
2018/12/11,-0.181
2018/12/12,-0.166
2018/12/13,-0.159
2018/12/14,-0.158
2018/12/15,-0.151
2018/12/16,-0.127
2018/12/17,-0.101
2018/12/18,-0.091
2018/12/19,-0.069
2018/12/20,-0.04
2018/12/21,-0.013
2018/12/22,-0.028
2018/12/23,-0.047
2018/12/24,-0.041
2018/12/25,-0.046
2018/12/26,-0.049
2018/12/27,-0.05
2018/12/28,-0.034
2018/12/29,-0.018
2018/12/30,-0.028
2018/12/31,-0.042
2019/01/01,-0.078
2019/01/02,-0.097
2019/01/03,-0.086
2019/01/04,-0.08
2019/01/05,-0.091
2019/01/06,-0.109
2019/01/07,-0.105
2019/01/08,-0.078
2019/01/09,-0.04
2019/01/10,-0.002
2019/01/11,0.023
2019/01/12,-0.008
2019/01/13,-0.058
2019/01/14,-0.058
2019/01/15,-0.048
2019/01/16,-0.053
2019/01/17,-0.071
2019/01/18,-0.092
2019/01/19,-0.126
2019/01/20,-0.178
2019/01/21,-0.219
2019/01/22,-0.26
2019/01/23,-0.285
2019/01/24,-0.303
2019/01/25,-0.31
2019/01/26,-0.331
2019/01/27,-0.342
2019/01/28,-0.314
2019/01/29,-0.282
2019/01/30,-0.257
2019/01/31,-0.237
2019/02/01,-0.234
2019/02/02,-0.265
2019/02/03,-0.332
2019/02/04,-0.426
2019/02/05,-0.53
2019/02/06,-0.629
2019/02/07,-0.724
2019/02/08,-0.791
2019/02/09,-0.853
2019/02/10,-0.922
2019/02/11,-0.965
2019/02/12,-0.981
2019/02/13,-0.967
2019/02/14,-0.932
2019/02/15,-0.875
2019/02/16,-0.818
2019/02/17,-0.769
2019/02/18,-0.67
2019/02/19,-0.546
2019/02/20,-0.431
2019/02/21,-0.338
2019/02/22,-0.256
2019/02/23,-0.198
2019/02/24,-0.139
2019/02/25,-0.075
2019/02/26,-0.009
2019/02/27,0.056
2019/02/28,0.124
2019/03/01,0.194
2019/03/02,0.245
2019/03/03,0.259
2019/03/04,0.294
2019/03/05,0.343
2019/03/06,0.397
2019/03/07,0.444
2019/03/08,0.486
2019/03/09,0.518
2019/03/10,0.5
2019/03/11,0.475
2019/03/12,0.466
2019/03/13,0.464
2019/03/14,0.467
2019/03/15,0.461
2019/03/16,0.424
2019/03/17,0.378
2019/03/18,0.363
2019/03/19,0.377
2019/03/20,0.417
2019/03/21,0.45
2019/03/22,0.482
2019/03/23,0.485
2019/03/24,0.471
2019/03/25,0.5
2019/03/26,0.548
2019/03/27,0.593
2019/03/28,0.642
2019/03/29,0.682
2019/03/30,0.711
2019/03/31,0.708
2019/04/01,0.754
2019/04/02,0.851
2019/04/03,0.958
2019/04/04,1.022
2019/04/05,1.039
2019/04/06,0.996
2019/04/07,0.932
2019/04/08,0.889
2019/04/09,0.856
2019/04/10,0.817
2019/04/11,0.806
2019/04/12,0.809
2019/04/13,0.778
2019/04/14,0.69
2019/04/15,0.611
2019/04/16,0.542
2019/04/17,0.483
2019/04/18,0.437
2019/04/19,0.419
2019/04/20,0.449
2019/04/21,0.474
2019/04/22,0.509
2019/04/23,0.55
2019/04/24,0.568
2019/04/25,0.559
2019/04/26,0.531
2019/04/27,0.449
2019/04/28,0.345
2019/04/29,0.249
2019/04/30,0.183
2019/05/01,0.149
2019/05/02,0.096
2019/05/03,0.045
2019/05/04,-0.019
2019/05/05,-0.083
2019/05/06,-0.121
2019/05/07,-0.144
2019/05/08,-0.147
2019/05/09,-0.132
