Date,size90std
2016/01/01,500.354
2016/01/02,499.492
2016/01/03,498.542
2016/01/04,497.787
2016/01/05,506.845
2016/01/06,522.367
2016/01/07,536.636
2016/01/08,536.11
2016/01/09,537.056
2016/01/10,536.156
2016/01/11,535.703
2016/01/12,535.168
2016/01/13,542.821
2016/01/14,542.262
2016/01/15,540.848
2016/01/16,539.72
2016/01/17,538.778
2016/01/18,537.166
2016/01/19,535.942
2016/01/20,534.222
2016/01/21,533.08
2016/01/22,531.095
2016/01/23,528.941
2016/01/24,526.706
2016/01/25,529.978
2016/01/26,530.433
2016/01/27,541.557
2016/01/28,545.921
2016/01/29,547.285
2016/01/30,545.691
2016/01/31,543.432
2016/02/01,541.961
2016/02/02,538.812
2016/02/03,536.615
2016/02/04,534.38
2016/02/05,534.486
2016/02/06,550.362
2016/02/07,547.391
2016/02/08,545.317
2016/02/09,545.341
2016/02/10,543.95
2016/02/11,543.033
2016/02/12,542.702
2016/02/13,540.427
2016/02/14,536.931
2016/02/15,532.723
2016/02/16,528.674
2016/02/17,528.096
2016/02/18,524.77
2016/02/19,521.887
2016/02/20,518.518
2016/02/21,516.137
2016/02/22,512.806
2016/02/23,508.819
2016/02/24,504.065
2016/02/25,499.327
2016/02/26,495.175
2016/02/27,489.674
2016/02/28,486.528
2016/02/29,482.885
2016/03/01,478.261
2016/03/02,472.289
2016/03/03,467.278
2016/03/04,463.022
2016/03/05,460.536
2016/03/06,455.369
2016/03/07,447.819
2016/03/08,440.371
2016/03/09,434.468
2016/03/10,430.038
2016/03/11,426.349
2016/03/12,422.15
2016/03/13,407.405
2016/03/14,389.507
2016/03/15,390.461
2016/03/16,390.401
2016/03/17,392.423
2016/03/18,392.943
2016/03/19,397.333
2016/03/20,400.578
2016/03/21,364.288
2016/03/22,363.1
2016/03/23,369.205
2016/03/24,392.824
2016/03/25,401.106
2016/03/26,399.685
2016/03/27,399.769
2016/03/28,406.517
2016/03/29,401.561
2016/03/30,406.92
2016/03/31,402.283
2016/04/01,401.757
2016/04/02,397.352
2016/04/03,393.607
2016/04/04,396.086
2016/04/05,395.258
2016/04/06,390.379
2016/04/07,390.408
2016/04/08,395.29
2016/04/09,393.203
2016/04/10,391.142
2016/04/11,389.7
2016/04/12,390.289
2016/04/13,390.894
2016/04/14,388.369
2016/04/15,384.47
2016/04/16,376.041
2016/04/17,396.838
2016/04/18,395.352
2016/04/19,389.332
2016/04/20,382.663
2016/04/21,381.004
2016/04/22,371.812
2016/04/23,366.045
2016/04/24,366.97
2016/04/25,367.09
2016/04/26,363.1
2016/04/27,362.242
2016/04/28,362.885
2016/04/29,362.696
2016/04/30,365.483
2016/05/01,370.083
2016/05/02,367.948
2016/05/03,364.466
2016/05/04,362.493
2016/05/05,360.929
2016/05/06,358.903
2016/05/07,352.852
2016/05/08,348.946
2016/05/09,343.286
2016/05/10,340.372
2016/05/11,342.618
2016/05/12,346.775
2016/05/13,351.45
2016/05/14,354.116
2016/05/15,351.801
2016/05/16,348.46
2016/05/17,348.607
2016/05/18,349.276
2016/05/19,347.713
2016/05/20,344.492
2016/05/21,340.721
2016/05/22,334.234
2016/05/23,329.631
2016/05/24,323.629
2016/05/25,320.774
2016/05/26,325.441
2016/05/27,323.181
2016/05/28,376.48
2016/05/29,374.323
2016/05/30,368.917
2016/05/31,365.333
2016/06/01,362.662
2016/06/02,359.478
2016/06/03,357.947
2016/06/04,357.448
2016/06/05,353.548
2016/06/06,350.072
2016/06/07,350.015
2016/06/08,345.573
2016/06/09,340.429
2016/06/10,339.85
2016/06/11,340
2016/06/12,340.066
2016/06/13,338.67
2016/06/14,339.439
2016/06/15,339.029
2016/06/16,339
2016/06/17,363.97
2016/06/18,380.303
2016/06/19,380.904
2016/06/20,382.932
2016/06/21,383.568
2016/06/22,377.346
2016/06/23,376.755
2016/06/24,377.544
2016/06/25,374.189
2016/06/26,374.356
2016/06/27,374.063
2016/06/28,373.999
2016/06/29,377.457
2016/06/30,416.586
2016/07/01,413.041
2016/07/02,409.712
2016/07/03,410.616
2016/07/04,411.411
2016/07/05,409.488
2016/07/06,409.428
2016/07/07,410.24
2016/07/08,407.722
2016/07/09,404.888
2016/07/10,401.581
2016/07/11,401.941
2016/07/12,401.743
2016/07/13,402.613
2016/07/14,401.674
2016/07/15,396.05
2016/07/16,390.242
2016/07/17,392.538
2016/07/18,390.88
2016/07/19,389.092
2016/07/20,390.762
2016/07/21,387.1
2016/07/22,383.134
2016/07/23,382.502
2016/07/24,384.555
2016/07/25,383.792
2016/07/26,388.636
2016/07/27,388.236
2016/07/28,387.065
2016/07/29,387.088
2016/07/30,387.108
2016/07/31,386.652
2016/08/01,385.754
2016/08/02,386.174
2016/08/03,386.178
2016/08/04,386.133
2016/08/05,383.914
2016/08/06,384.516
2016/08/07,384.341
2016/08/08,384.119
2016/08/09,384.108
2016/08/10,383.558
2016/08/11,383.12
2016/08/12,382.474
2016/08/13,383.603
2016/08/14,384.836
2016/08/15,385.293
2016/08/16,384.648
2016/08/17,384.736
2016/08/18,384.575
2016/08/19,384.332
2016/08/20,384.789
2016/08/21,385.242
2016/08/22,385.254
2016/08/23,396.372
2016/08/24,394.912
2016/08/25,394.019
2016/08/26,348.731
2016/08/27,347.923
2016/08/28,348.652
2016/08/29,348.584
2016/08/30,348.794
2016/08/31,348.109
2016/09/01,347.032
2016/09/02,350.725
2016/09/03,349.058
2016/09/04,349.183
2016/09/05,348.434
2016/09/06,348.775
2016/09/07,349.087
2016/09/08,354.445
2016/09/09,356.538
2016/09/10,355.97
2016/09/11,356.916
2016/09/12,355.854
2016/09/13,356.085
2016/09/14,357.961
2016/09/15,339.909
2016/09/16,338.488
2016/09/17,338.358
2016/09/18,338.585
2016/09/19,341.931
2016/09/20,342.702
2016/09/21,342.507
2016/09/22,348.085
2016/09/23,351.984
2016/09/24,351.183
2016/09/25,351.702
2016/09/26,351.209
2016/09/27,348.698
2016/09/28,305.602
2016/09/29,304.203
2016/09/30,302.953
2016/10/01,305.165
2016/10/02,304.27
2016/10/03,304.933
2016/10/04,328.88
2016/10/05,329.911
2016/10/06,337.856
2016/10/07,626.43
2016/10/08,1013
2016/10/09,1315
2016/10/10,2656
2016/10/11,2661
2016/10/12,2663
2016/10/13,2664
2016/10/14,2664
2016/10/15,2664
2016/10/16,2665
2016/10/17,2666
2016/10/18,2666
2016/10/19,2665
2016/10/20,2666
2016/10/21,2665
2016/10/22,2667
2016/10/23,2670
2016/10/24,2670
2016/10/25,2670
2016/10/26,2670
2016/10/27,2670
2016/10/28,2670
2016/10/29,2671
2016/10/30,2672
2016/10/31,2672
2016/11/01,2672
2016/11/02,2673
2016/11/03,2673
2016/11/04,2675
2016/11/05,2675
2016/11/06,2677
2016/11/07,2678
2016/11/08,2679
2016/11/09,2679
2016/11/10,2679
2016/11/11,2679
2016/11/12,2679
2016/11/13,2679
2016/11/14,2679
2016/11/15,2679
2016/11/16,2680
2016/11/17,2680
2016/11/18,2680
2016/11/19,2680
2016/11/20,2681
2016/11/21,2681
2016/11/22,2680
2016/11/23,2680
2016/11/24,2681
2016/11/25,2681
2016/11/26,2681
2016/11/27,2680
2016/11/28,2680
2016/11/29,2679
2016/11/30,2680
2016/12/01,2682
2016/12/02,2682
2016/12/03,2683
2016/12/04,2684
2016/12/05,2685
2016/12/06,2685
2016/12/07,2686
2016/12/08,2687
2016/12/09,2687
2016/12/10,2687
2016/12/11,2687
2016/12/12,2687
2016/12/13,2687
2016/12/14,2687
2016/12/15,2687
2016/12/16,2688
2016/12/17,2688
2016/12/18,2688
2016/12/19,2688
2016/12/20,2688
2016/12/21,2688
2016/12/22,2686
2016/12/23,2686
2016/12/24,2686
2016/12/25,2688
2016/12/26,2690
2016/12/27,2690
2016/12/28,2689
2016/12/29,2688
2016/12/30,2688
2016/12/31,2689
2017/01/01,2690
2017/01/02,2690
2017/01/03,2690
2017/01/04,2690
2017/01/05,2644
2017/01/06,2526
2017/01/07,2381
2017/01/08,413.798
2017/01/09,322.699
2017/01/10,318.984
2017/01/11,315.654
2017/01/12,316.203
2017/01/13,312.223
2017/01/14,308.005
2017/01/15,306.113
2017/01/16,303.215
2017/01/17,303.277
2017/01/18,302.922
2017/01/19,300.543
2017/01/20,298.216
2017/01/21,293.436
2017/01/22,289.265
2017/01/23,288.322
2017/01/24,291.596
2017/01/25,292.205
2017/01/26,292.867
2017/01/27,293.061
2017/01/28,292.116
2017/01/29,292.171
2017/01/30,290.867
2017/01/31,290.625
2017/02/01,290.261
2017/02/02,283.47
2017/02/03,280.199
2017/02/04,274.131
2017/02/05,272.022
2017/02/06,271.424
2017/02/07,276.089
2017/02/08,278.406
2017/02/09,277.559
2017/02/10,277.583
2017/02/11,276.539
2017/02/12,276.547
2017/02/13,281.09
2017/02/14,288.465
2017/02/15,291.298
2017/02/16,291.116
2017/02/17,287.616
2017/02/18,288.63
2017/02/19,288.374
2017/02/20,288.197
2017/02/21,290.406
2017/02/22,290.453
2017/02/23,288.773
2017/02/24,290.094
2017/02/25,291.166
2017/02/26,290.856
2017/02/27,293.627
2017/02/28,273.864
2017/03/01,300.453
2017/03/02,323.175
2017/03/03,333.64
2017/03/04,333.328
2017/03/05,334.005
2017/03/06,335.74
2017/03/07,341.276
2017/03/08,339.054
2017/03/09,372.13
2017/03/10,384.731
2017/03/11,391.327
2017/03/12,396.469
2017/03/13,426.787
2017/03/14,453.272
2017/03/15,479.481
2017/03/16,556.144
2017/03/17,602.582
2017/03/18,617.863
2017/03/19,631.513
2017/03/20,640.099
2017/03/21,658.34
2017/03/22,669.732
2017/03/23,684.3
2017/03/24,696.112
2017/03/25,699.918
2017/03/26,700.176
2017/03/27,731.995
2017/03/28,742.962
2017/03/29,764.498
2017/03/30,789.567
2017/03/31,816.811
2017/04/01,816.098
2017/04/02,825.392
2017/04/03,842.276
2017/04/04,849.505
2017/04/05,856.919
2017/04/06,871.134
2017/04/07,882.934
2017/04/08,879.872
2017/04/09,879.026
2017/04/10,881.599
2017/04/11,880.333
2017/04/12,888.907
2017/04/13,894.161
2017/04/14,890.784
2017/04/15,885.105
2017/04/16,879.667
2017/04/17,876.425
2017/04/18,877.022
2017/04/19,877.865
2017/04/20,877.384
2017/04/21,876.218
2017/04/22,871.875
2017/04/23,866.524
2017/04/24,866.853
2017/04/25,870.834
2017/04/26,872.421
2017/04/27,886.504
2017/04/28,902.184
2017/04/29,898.606
2017/04/30,905.28
2017/05/01,933.605
2017/05/02,956.559
2017/05/03,957.474
2017/05/04,969.993
2017/05/05,972.905
2017/05/06,968.785
2017/05/07,976.992
2017/05/08,994.144
2017/05/09,1007
2017/05/10,1008
2017/05/11,1016
2017/05/12,1011
2017/05/13,1001
2017/05/14,1001
2017/05/15,1032
2017/05/16,1049
2017/05/17,1097
2017/05/18,1136
2017/05/19,1214
2017/05/20,1239
2017/05/21,1287
2017/05/22,1393
2017/05/23,1603
2017/05/24,1782
2017/05/25,1885
2017/05/26,1952
2017/05/27,1989
2017/05/28,2038
2017/05/29,2065
2017/05/30,2225
2017/05/31,2353
2017/06/01,2448
2017/06/02,2597
2017/06/03,2675
2017/06/04,2736
2017/06/05,2796
2017/06/06,2896
2017/06/07,3002
2017/06/08,3072
2017/06/09,3162
2017/06/10,3204
2017/06/11,3358
2017/06/12,3553
2017/06/13,3690
2017/06/14,3782
2017/06/15,3878
2017/06/16,3955
2017/06/17,4021
2017/06/18,4080
2017/06/19,4184
2017/06/20,4293
2017/06/21,4292
2017/06/22,4368
2017/06/23,4455
2017/06/24,4525
2017/06/25,4602
2017/06/26,4692
2017/06/27,4719
2017/06/28,4824
2017/06/29,4901
2017/06/30,4936
2017/07/01,4952
2017/07/02,4979
2017/07/03,5055
2017/07/04,5126
2017/07/05,5194
2017/07/06,5213
2017/07/07,5243
2017/07/08,5245
2017/07/09,5209
2017/07/10,5262
2017/07/11,5313
2017/07/12,5365
2017/07/13,5404
2017/07/14,5411
2017/07/15,5375
2017/07/16,5348
2017/07/17,5342
2017/07/18,5384
2017/07/19,5380
2017/07/20,5350
2017/07/21,5293
2017/07/22,5222
2017/07/23,5172
2017/07/24,5161
2017/07/25,5119
2017/07/26,5060
2017/07/27,5001
2017/07/28,4937
2017/07/29,4860
