Date,difficulty30std
2016/08/04,6435387674939
2016/08/05,6583466913384
2016/08/06,6735267147016
2016/08/07,6827690515107
2016/08/08,6862186444647
2016/08/09,6830733954743
2016/08/10,6811647051351
2016/08/11,6836328566712
2016/08/12,6847935170752
2016/08/13,6838186020068
2016/08/14,6899243171307
2016/08/15,6941218345732
2016/08/16,7084409908074
2016/08/17,7204791346448
2016/08/18,7256524520016
2016/08/19,7497904265733
2016/08/20,7791834930395
2016/08/21,8039868893117
2016/08/22,8357448248683
2016/08/23,8803504738412
2016/08/24,9260056955052
2016/08/25,9878715355082
2016/08/26,10448879931919
2016/08/27,11018673981129
2016/08/28,11441560614926
2016/08/29,11689787536034
2016/08/30,11858239514385
2016/08/31,12023044092615
2016/09/01,11886568273741
2016/09/02,11236746434361
2016/09/03,10631041688149
2016/09/04,10053848058739
2016/09/05,9396365617888
2016/09/06,8703780621457
2016/09/07,8077399086682
2016/09/08,7604661613357
2016/09/09,7305313742192
2016/09/10,7175176509262
2016/09/11,7091591171044
2016/09/12,6885748119973
2016/09/13,6655265634465
2016/09/14,6346392862322
2016/09/15,6284588049119
2016/09/16,6062404067205
2016/09/17,6020233968636
2016/09/18,5696049383660
2016/09/19,5769531608154
2016/09/20,5713046634224
2016/09/21,6204669634885
2016/09/22,6042940237351
2016/09/23,5881386149606
2016/09/24,5951471573800
2016/09/25,6216320901591
2016/09/26,6420571114709
2016/09/27,6379864869301
2016/09/28,7312683214980
2016/09/29,8450969254018
2016/09/30,9322752697009
2016/10/01,9404002315254
2016/10/02,9439258846657
2016/10/03,9814567814910
2016/10/04,10537249467534
2016/10/05,10561685262235
2016/10/06,10839998497668
2016/10/07,10750035088522
2016/10/08,10493298580424
2016/10/09,10745826788906
2016/10/10,11176026498408
2016/10/11,12003272753440
2016/10/12,12092020924688
2016/10/13,12029528345730
2016/10/14,12924467455125
2016/10/15,14161989870055
2016/10/16,15086203631123
2016/10/17,15628046656795
2016/10/18,15959073453249
2016/10/19,14970849062548
2016/10/20,15206915108977
2016/10/21,16632358337376
2016/10/22,17543487032893
2016/10/23,18100040284264
2016/10/24,18500599314903
2016/10/25,19156770341484
2016/10/26,19609385633736
2016/10/27,19423341422876
2016/10/28,19666812797101
2016/10/29,19614709254134
2016/10/30,20092188831721
2016/10/31,19694852653644
2016/11/01,19969884891902
2016/11/02,21759157642487
2016/11/03,23954375809462
2016/11/04,26369261887446
2016/11/05,29171015603867
2016/11/06,31246752368835
2016/11/07,32609467040622
2016/11/08,33270776827165
2016/11/09,33790269081372
2016/11/10,34625490528390
2016/11/11,35591125539217
2016/11/12,36481130764123
2016/11/13,36805503706008
2016/11/14,36695216765234
2016/11/15,36452947067411
2016/11/16,36356178016944
2016/11/17,36199418405996
2016/11/18,35993131856123
2016/11/19,35532126946561
2016/11/20,34208996451091
2016/11/21,32735520635341
2016/11/22,31193430209197
2016/11/23,29459728291537
2016/11/24,27062065017563
2016/11/25,24206136477636
2016/11/26,20635558765170
2016/11/27,16809927584273
2016/11/28,15602375691573
2016/11/29,15271749073287
2016/11/30,14344942792217
2016/12/01,14204988304636
2016/12/02,14268201538896
2016/12/03,14339584607730
2016/12/04,14098699243697
2016/12/05,13056626732249
2016/12/06,11415972322976
2016/12/07,10768557009009
2016/12/08,10959980503522
2016/12/09,11404120169814
2016/12/10,11583104892443
2016/12/11,11623517331923
2016/12/12,11231999337831
2016/12/13,11333590882381
2016/12/14,11559008599657
2016/12/15,11877017192812
2016/12/16,12172615942017
2016/12/17,12284089294339
2016/12/18,12621774821651
2016/12/19,13347295311784
2016/12/20,14250492182214
2016/12/21,14782980840971
2016/12/22,15283797467723
2016/12/23,15363000034346
2016/12/24,14957415156964
2016/12/25,14289254928204
2016/12/26,13935031351544
2016/12/27,13052001788207
2016/12/28,12315861882189
2016/12/29,11674085599584
2016/12/30,10986147088304
2016/12/31,10338881418991
2017/01/01,9737844367819
2017/01/02,9415637162586
2017/01/03,9195600445585
2017/01/04,8972003344817
2017/01/05,8551802325210
2017/01/06,8554167873688
2017/01/07,8966878789977
2017/01/08,9633586124985
2017/01/09,10666994164028
2017/01/10,11775014656369
2017/01/11,12669010443308
2017/01/12,13573130708906
2017/01/13,14472139213575
2017/01/14,15391555071902
2017/01/15,16351431345614
2017/01/16,17230942215627
2017/01/17,18021796707926
2017/01/18,18569351753680
2017/01/19,19570274046672
2017/01/20,20426164671696
2017/01/21,21315379399981
2017/01/22,21856328635766
2017/01/23,22023217918512
2017/01/24,22025732612953
2017/01/25,22190520478475
2017/01/26,22199666550108
2017/01/27,21954483374723
2017/01/28,21265401236664
2017/01/29,20317698108992
2017/01/30,19413140485655
2017/01/31,18188682610341
2017/02/01,16632267598730
2017/02/02,14795648337169
2017/02/03,13656434304928
2017/02/04,12722482754493
2017/02/05,12361667928223
2017/02/06,12132019881634
2017/02/07,11846836148913
2017/02/08,11850400338981
2017/02/09,11942176642168
2017/02/10,12334856394591
2017/02/11,12644368342092
2017/02/12,13136527981690
2017/02/13,13676801500838
2017/02/14,14452143545009
2017/02/15,14981731010738
2017/02/16,15322271744407
2017/02/17,15666634184835
2017/02/18,16526756070767
2017/02/19,17409475987987
2017/02/20,18142149801848
2017/02/21,19088171577988
2017/02/22,19987405571491
2017/02/23,20479750647767
2017/02/24,20831480645701
2017/02/25,21410456554950
2017/02/26,22382505622953
2017/02/27,23407785595924
2017/02/28,24514577152621
2017/03/01,25028726231999
2017/03/02,25428168713298
2017/03/03,26319576244566
2017/03/04,26859368095979
2017/03/05,27528072302154
2017/03/06,28110118996523
2017/03/07,28804654436962
2017/03/08,29807384245507
2017/03/09,30835585420889
2017/03/10,31388388843289
2017/03/11,31890950680309
2017/03/12,32633319161982
2017/03/13,33296451391904
2017/03/14,33681024818171
2017/03/15,34269981015784
2017/03/16,34887153456606
2017/03/17,35879308832949
2017/03/18,37012300771800
2017/03/19,37171601936215
2017/03/20,38056216235101
2017/03/21,38701349204101
2017/03/22,39098349878624
2017/03/23,40458124934988
2017/03/24,41284288820674
2017/03/25,41503496118898
2017/03/26,42438024698293
2017/03/27,44449785995139
2017/03/28,45838859607658
2017/03/29,47340428141328
2017/03/30,49056238920399
2017/03/31,50302914072690
2017/04/01,50743588576101
2017/04/02,51672733924189
2017/04/03,50444561445690
2017/04/04,50571871230826
2017/04/05,51006090685634
2017/04/06,51073841302791
2017/04/07,51157093949488
2017/04/08,51342050276371
2017/04/09,50950728036104
2017/04/10,50514517733472
2017/04/11,50302999696766
2017/04/12,49766173884808
2017/04/13,48059256142770
2017/04/14,47930042358914
2017/04/15,47407327623366
2017/04/16,47100876593533
2017/04/17,47074556255565
2017/04/18,46363427695724
2017/04/19,46758384758763
2017/04/20,45877262234816
2017/04/21,45330915869446
2017/04/22,46022825231247
2017/04/23,46170580140755
2017/04/24,45241587487686
2017/04/25,45254511398718
2017/04/26,47048497494489
2017/04/27,48613932254709
2017/04/28,51878426664961
2017/04/29,56593315190323
2017/04/30,59102824325429
2017/05/01,61226723612258
2017/05/02,62770261939587
2017/05/03,62350097409202
2017/05/04,62483118827876
2017/05/05,63979749299173
2017/05/06,64887783998212
2017/05/07,65651361101079
2017/05/08,66009221271579
2017/05/09,67000008429619
2017/05/10,67252929185998
2017/05/11,67873736436627
2017/05/12,68815009378117
2017/05/13,67994651132110
2017/05/14,71519427239311
2017/05/15,75203206772584
2017/05/16,78006859451402
2017/05/17,78799846178221
2017/05/18,80101446981119
2017/05/19,83117456875048
2017/05/20,85478261056282
2017/05/21,88804628975602
2017/05/22,92977062519040
2017/05/23,94120987823887
2017/05/24,94956644463855
2017/05/25,94765494130668
2017/05/26,94506920970976
2017/05/27,95488377820580
2017/05/28,96426424080522
2017/05/29,99602244247271
2017/05/30,1.0400070167338E+14
2017/05/31,1.0805625544556E+14
2017/06/01,1.163475314502E+14
2017/06/02,1.2469679333601E+14
2017/06/03,1.3052292620180E+14
2017/06/04,1.3858629427488E+14
2017/06/05,1.4454026762623E+14
2017/06/06,1.5082074545586E+14
2017/06/07,1.571989270053E+14
2017/06/08,1.634075231141E+14
2017/06/09,1.6712282391453E+14
2017/06/10,1.7198224195511E+14
2017/06/11,1.7810054915287E+14
2017/06/12,1.8092971774511E+14
2017/06/13,1.8625129437502E+14
2017/06/14,1.9244129632208E+14
2017/06/15,1.9844049702320E+14
2017/06/16,2.0228078851897E+14
2017/06/17,2.0717365414861E+14
2017/06/18,2.1212615302307E+14
2017/06/19,2.1601385381169E+14
2017/06/20,2.2745460084982E+14
2017/06/21,2.4013268413981E+14
2017/06/22,2.4754855964995E+14
2017/06/23,2.5375055409057E+14
2017/06/24,2.5741676161163E+14
2017/06/25,2.5951056084095E+14
2017/06/26,2.6228350316126E+14
2017/06/27,2.6182673848034E+14
2017/06/28,262245569332156
2017/06/29,2.6354008287629E+14
2017/06/30,2.6320376337502E+14
2017/07/01,2.6640977831096E+14
2017/07/02,2.6895932853511E+14
2017/07/03,2.6972582903858E+14
2017/07/04,2.7125377410574E+14
2017/07/05,2.6955078657554E+14
2017/07/06,2.6800147735938E+14
2017/07/07,2.6557036905535E+14
2017/07/08,2.6290357269345E+14
2017/07/09,2.5858406355633E+14
2017/07/10,2.6921401434733E+14
2017/07/11,2.7940641731074E+14
2017/07/12,2.805542591088E+14
2017/07/13,2.8245467197873E+14
2017/07/14,2.7978990235493E+14
2017/07/15,2.780556789733E+14
2017/07/16,2.7765538873863E+14
2017/07/17,2.723039802826E+14
2017/07/18,2.6552410039409E+14
2017/07/19,2.5780943172755E+14
2017/07/20,2.593053460724E+14
2017/07/21,2.6433382853711E+14
2017/07/22,2.6324373285529E+14
2017/07/23,2.6404120198141E+14
2017/07/24,2.6127445589555E+14
2017/07/25,2.5992881236263E+14
2017/07/26,2.5805619976806E+14
2017/07/27,2.5318639998982E+14
2017/07/28,2.4880469269966E+14
2017/07/29,2.4322752425912E+14
2017/07/30,2.3850674571241E+14
2017/07/31,2.404289370034E+14
2017/08/01,2.6756879486036E+14
2017/08/02,2.8775509603347E+14
2017/08/03,2.9595349099836E+14
2017/08/04,3.0375957900846E+14
2017/08/05,3.0781576865261E+14
2017/08/06,3.0916813042336E+14
2017/08/07,3.1068227238002E+14
2017/08/08,3.1144237136645E+14
2017/08/09,3.2355721630752E+14
2017/08/10,3.3233316618603E+14
2017/08/11,3.3515856705295E+14
2017/08/12,3.4223694676446E+14
2017/08/13,3.4362532426014E+14
2017/08/14,3.479574883719E+14
2017/08/15,3.5269534409467E+14
2017/08/16,3.4856510079645E+14
2017/08/17,3.4424164531437E+14
2017/08/18,3.392290387969E+14
2017/08/19,3.395441170298E+14
2017/08/20,3.3950729485739E+14
2017/08/21,3.3269637961815E+14
2017/08/22,3.2826608170764E+14
2017/08/23,3.2238765665234E+14
2017/08/24,3.1435574371042E+14
2017/08/25,3.488965226083E+14
2017/08/26,379074228113072
2017/08/27,396681223066493
2017/08/28,3.9920824606612E+14
2017/08/29,4.0792804732705E+14
2017/08/30,4.2103405333576E+14
2017/08/31,4.4161565664592E+14
2017/09/01,4.5973599380429E+14
2017/09/02,4.6933001105989E+14
2017/09/03,4.7937033544817E+14
2017/09/04,4.842042206294E+14
2017/09/05,4.8510653855518E+14
2017/09/06,484388693939056
2017/09/07,4.8336790336787E+14
2017/09/08,4.8968532577309E+14
2017/09/09,4.8789867783862E+14
2017/09/10,4.7848290493232E+14
2017/09/11,4.7220790796543E+14
2017/09/12,4.6688650261952E+14
2017/09/13,4.5739186773144E+14
2017/09/14,4.446528234147E+14
2017/09/15,4.2823561084930E+14
2017/09/16,4.0895339812101E+14
2017/09/17,3.8822108159335E+14
2017/09/18,3.6653072955650E+14
2017/09/19,3.4067250740388E+14
2017/09/20,3.0629091772296E+14
2017/09/21,2.677449424343E+14
2017/09/22,3.2644169236607E+14
2017/09/23,3.6411697816471E+14
2017/09/24,4.2049545412342E+14
2017/09/25,4.6157703716304E+14
2017/09/26,4.9019930595457E+14
2017/09/27,5.1322853159798E+14
2017/09/28,5.329045923563E+14
2017/09/29,5.4106326719124E+14
2017/09/30,5.4329888157982E+14
2017/10/01,5.5120433523557E+14
2017/10/02,5.552890746536E+14
2017/10/03,5.5598693801862E+14
2017/10/04,5.5752748526984E+14
2017/10/05,5.6041823749829E+14
2017/10/06,5.5480088295807E+14
2017/10/07,5.4413148772332E+14
2017/10/08,5.4210840150823E+14
2017/10/09,5.358756772128E+14
2017/10/10,5.223017931221E+14
2017/10/11,5.1263383232237E+14
2017/10/12,5.0038893264258E+14
2017/10/13,4.8637333256191E+14
2017/10/14,4.6075312209665E+14
2017/10/15,4.3806233000022E+14
2017/10/16,5.1680750403489E+14
2017/10/17,6.9829909272967E+14
2017/10/18,8.3820315501832E+14
2017/10/19,946709116491167
2017/10/20,1.0422889085817E+15
2017/10/21,1.1238940114193E+15
2017/10/22,1.190863928107E+15
2017/10/23,1.2484437474758E+15
2017/10/24,1.2922038314776E+15
2017/10/25,1330367882009743
2017/10/26,1.3663695993795E+15
2017/10/27,1.5978388398321E+15
2017/10/28,1.7797231464206E+15
2017/10/29,1930230287972354
2017/10/30,2054354193450295
2017/10/31,2.1504484337579E+15
2017/11/01,2125730952775006
2017/11/02,2.0996907399111E+15
2017/11/03,2065613454974159
2017/11/04,2.0207057977565E+15
2017/11/05,1.9735273491045E+15
2017/11/06,1.9250674904641E+15
2017/11/07,1.8653459909145E+15
2017/11/08,1.796182904607E+15
2017/11/09,1720679374796723
2017/11/10,1625156228029375
2017/11/11,1.5283839639841E+15
2017/11/12,1.4003180849704E+15
2017/11/13,1270557191670878
2017/11/14,1.1081106175098E+15
2017/11/15,1.0802893984733E+15
2017/11/16,1.0794250365285E+15
2017/11/17,1.0791900692481E+15
2017/11/18,1.077260812501E+15
2017/11/19,1.0759967836598E+15
2017/11/20,1.0766275056788E+15
2017/11/21,1.0763417859247E+15
2017/11/22,1.0765660825697E+15
2017/11/23,1.0773978263341E+15
2017/11/24,1.0799198009878E+15
2017/11/25,1084430596568820
2017/11/26,9.9309700324754E+14
2017/11/27,8.7979501260752E+14
2017/11/28,7.3456675421501E+14
2017/11/29,5.341048704801E+14
2017/11/30,1.0386137323931E+14
2017/12/01,1.0702306607107E+14
2017/12/02,1.1303425884441E+14
2017/12/03,1.1231946068029E+14
2017/12/04,1.1128243885033E+14
2017/12/05,1.104071206645E+14
2017/12/06,1.0923927945447E+14
2017/12/07,1.0634602717302E+14
2017/12/08,1.0882305360465E+14
2017/12/09,1.0876709943171E+14
2017/12/10,1.0848172521196E+14
2017/12/11,1.1032827980211E+14
2017/12/12,1.121952679184E+14
2017/12/13,1.1794475503552E+14
2017/12/14,1.2559288211155E+14
2017/12/15,1.4120149873899E+14
2017/12/16,1.5401215568401E+14
2017/12/17,1.6572719458309E+14
2017/12/18,1.7657265618127E+14
2017/12/19,1.780405366597E+14
2017/12/20,1.830319008791E+14
2017/12/21,1.8794695027024E+14
2017/12/22,1.8873947996114E+14
2017/12/23,1.9937725553668E+14
2017/12/24,2.1313588045612E+14
2017/12/25,2.2896328852499E+14
2017/12/26,2.4342941013728E+14
2017/12/27,2.543492654516E+14
2017/12/28,2.672392487254E+14
2017/12/29,2.7285761576831E+14
2017/12/30,2.7834894718923E+14
2017/12/31,2.8661863696858E+14
2018/01/01,2.956660124686E+14
2018/01/02,2.9673448259285E+14
2018/01/03,2.9554603463196E+14
2018/01/04,2.8569332061231E+14
2018/01/05,2.7423004696332E+14
2018/01/06,2.5801399560155E+14
2018/01/07,2.5195865527062E+14
2018/01/08,2.482064811225E+14
2018/01/09,2.4047498216773E+14
2018/01/10,2.321504785782E+14
2018/01/11,2.2454597043651E+14
2018/01/12,2.2411799410927E+14
2018/01/13,2.2908900915874E+14
2018/01/14,2.4258611008271E+14
2018/01/15,2.5692386086256E+14
2018/01/16,2.7009829130563E+14
2018/01/17,2.8931343907504E+14
2018/01/18,3.0237886390751E+14
2018/01/19,307711744706537
2018/01/20,3.2418083670947E+14
2018/01/21,3.3418788897371E+14
2018/01/22,3.4873511342854E+14
2018/01/23,3.615843320481E+14
2018/01/24,3.8018241614332E+14
2018/01/25,4.0090409228748E+14
2018/01/26,4.1525791345729E+14
2018/01/27,4.2738124866495E+14
2018/01/28,4.3361272396756E+14
2018/01/29,4.4600680435743E+14
2018/01/30,4.5772965224774E+14
2018/01/31,4.6945044729877E+14
2018/02/01,4.7976839166287E+14
2018/02/02,4.8782351333264E+14
2018/02/03,4.9512024881097E+14
2018/02/04,4.9917996500316E+14
2018/02/05,4.9590048396696E+14
2018/02/06,4.922100916085E+14
2018/02/07,4.9412209316272E+14
2018/02/08,4.8866049941725E+14
2018/02/09,4.8222548477566E+14
2018/02/10,4.7360840007982E+14
2018/02/11,4.7426813649505E+14
2018/02/12,4.7251172536451E+14
2018/02/13,4.7105470821972E+14
2018/02/14,4.641336704549E+14
2018/02/15,4.4796271296602E+14
2018/02/16,4.4209850603615E+14
2018/02/17,4.314124543445E+14
2018/02/18,4.1701425474888E+14
2018/02/19,4.0695326711114E+14
2018/02/20,3.9050988058587E+14
2018/02/21,3.714869032698E+14
2018/02/22,3.5292658237192E+14
2018/02/23,3.3698896382582E+14
2018/02/24,3.2378044535861E+14
2018/02/25,3.1624507331841E+14
2018/02/26,2.9481085116269E+14
2018/02/27,2.66276102446E+14
2018/02/28,2.5233912267542E+14
2018/03/01,2.3935854916065E+14
2018/03/02,2.2357344386959E+14
2018/03/03,2.2337925649482E+14
2018/03/04,2.1842146686686E+14
2018/03/05,2.1664646246945E+14
2018/03/06,2.0957004980174E+14
2018/03/07,2.113897981391E+14
2018/03/08,2.1559842705287E+14
2018/03/09,2.1286263836542E+14
2018/03/10,2.069057284178E+14
2018/03/11,2.0362019434828E+14
2018/03/12,1.9662882471105E+14
2018/03/13,1.9843723247825E+14
2018/03/14,1.959567334715E+14
2018/03/15,1.960933540961E+14
2018/03/16,2.0450873867138E+14
2018/03/17,2.0251370308715E+14
2018/03/18,2.0829841397859E+14
2018/03/19,2.1321321239687E+14
2018/03/20,2.178628400474E+14
2018/03/21,2.1685085538827E+14
2018/03/22,2.0664939108854E+14
2018/03/23,1.9482549154876E+14
2018/03/24,1.8552734427796E+14
2018/03/25,1.7485897467483E+14
2018/03/26,1.6889386584106E+14
2018/03/27,1.6902610351031E+14
2018/03/28,160374030907346
2018/03/29,1.3895875905861E+14
2018/03/30,1.2741347815157E+14
2018/03/31,1.2164439797875E+14
2018/04/01,1.1154001486001E+14
2018/04/02,1.1135981764674E+14
2018/04/03,1.1230340079013E+14
2018/04/04,1.0928575662595E+14
2018/04/05,1.0592800252502E+14
2018/04/06,1.0641390896025E+14
2018/04/07,1.0637204428027E+14
2018/04/08,1.0426448446183E+14
2018/04/09,1.1304286733134E+14
2018/04/10,1.1420432997262E+14
2018/04/11,1.1669273692882E+14
2018/04/12,1.1983864956145E+14
2018/04/13,1.2542978877266E+14
2018/04/14,1.2743206651715E+14
2018/04/15,1.2811313429495E+14
2018/04/16,1.30834440674E+14
2018/04/17,1.3105851731039E+14
2018/04/18,1.3367744762912E+14
2018/04/19,1.3344002391692E+14
2018/04/20,1.3658660621281E+14
2018/04/21,1.3554280227603E+14
2018/04/22,1.2993579791513E+14
2018/04/23,1.2885604106505E+14
2018/04/24,1.2480349906267E+14
2018/04/25,1.0902896948026E+14
2018/04/26,1.0247175486231E+14
2018/04/27,95488693500287
2018/04/28,95301306920326
2018/04/29,93844165612099
2018/04/30,94259534696823
2018/05/01,89417741279503
2018/05/02,88393680523441
2018/05/03,88476967400854
2018/05/04,90135706814610
2018/05/05,96368419587795
2018/05/06,98816194231495
2018/05/07,1.1374202665151E+14
2018/05/08,1.3207458268514E+14
2018/05/09,1.3507240676523E+14
2018/05/10,1.4070238399795E+14
2018/05/11,1.4634866667318E+14
2018/05/12,1.6086675869787E+14
2018/05/13,1.742540618513E+14
2018/05/14,1.7876877262017E+14
2018/05/15,1.7867970974954E+14
2018/05/16,1.7791300966679E+14
2018/05/17,1.7741797324554E+14
2018/05/18,1.7024275829652E+14
2018/05/19,1.6452013032883E+14
2018/05/20,1.5681156103209E+14
2018/05/21,1.5973985313866E+14
2018/05/22,1.5888715405097E+14
2018/05/23,1.5719974743829E+14
2018/05/24,1.5168532313287E+14
2018/05/25,1.4612873983958E+14
2018/05/26,1.4543069188385E+14
2018/05/27,1.4132482248962E+14
2018/05/28,1.3368255775112E+14
2018/05/29,1.3215780601827E+14
2018/05/30,1.3354076088515E+14
2018/05/31,1.2234398215693E+14
2018/06/01,1.1637771383219E+14
2018/06/02,1.134387288731E+14
2018/06/03,1.1345363214634E+14
2018/06/04,1.1949541885222E+14
2018/06/05,1.1992142056073E+14
2018/06/06,1.2231149927106E+14
2018/06/07,1.2238680212873E+14
2018/06/08,1.2364008961759E+14
2018/06/09,1.2475172913696E+14
2018/06/10,1.2401328949863E+14
2018/06/11,1.1578805029708E+14
2018/06/12,1.0632900736106E+14
2018/06/13,1.0257289315786E+14
2018/06/14,1.0313736785792E+14
2018/06/15,1.018925764222E+14
2018/06/16,1.0267090345447E+14
2018/06/17,1.0463514204608E+14
2018/06/18,1.1870307848795E+14
2018/06/19,1.3519557176736E+14
2018/06/20,1.3877567629768E+14
2018/06/21,1.5527425122024E+14
2018/06/22,1.6724571895153E+14
2018/06/23,173226619460197
2018/06/24,1.8404283030911E+14
2018/06/25,1.8885967684922E+14
2018/06/26,1.8949826105877E+14
2018/06/27,2.0163156486758E+14
2018/06/28,2.0358503084202E+14
2018/06/29,2.0021744623546E+14
2018/06/30,2.073344425212E+14
2018/07/01,1.9892880828133E+14
2018/07/02,1.9473332262163E+14
2018/07/03,194269681754923
2018/07/04,185933882611130
2018/07/05,1.9638973131081E+14
2018/07/06,1.9050863870418E+14
2018/07/07,1.8259919345043E+14
2018/07/08,1.7111618663328E+14
2018/07/09,1.7548674412847E+14
2018/07/10,1.7079330503081E+14
2018/07/11,1.600608810491E+14
2018/07/12,1.5798265745459E+14
2018/07/13,1.492219672332E+14
2018/07/14,1.3972521014387E+14
2018/07/15,1.2543993887222E+14
2018/07/16,1.1505238263973E+14
2018/07/17,1.0307332064925E+14
2018/07/18,1.0282929676079E+14
2018/07/19,1.0284019633172E+14
