Date,mediantransactionvalue3stdUSD
2016/04/03,0.056
2016/04/04,0.312
2016/04/05,0.979
2016/04/06,0.699
2016/04/07,0.231
2016/04/08,0.742
2016/04/09,0.65
2016/04/10,0.994
2016/04/11,1.017
2016/04/12,0.785
2016/04/13,0.777
2016/04/14,0.569
2016/04/15,0.589
2016/04/16,0.096
2016/04/17,0.611
2016/04/18,1.189
2016/04/19,1.35
2016/04/20,0.445
2016/04/21,0.584
2016/04/22,0.463
2016/04/23,0.292
2016/04/24,0.105
2016/04/25,0.324
2016/04/26,0.667
2016/04/27,0.359
2016/04/28,0.25
2016/04/29,0.204
2016/04/30,0.698
2016/05/01,1.038
2016/05/02,1.187
2016/05/03,0.905
2016/05/04,0.139
2016/05/05,0.164
2016/05/06,0.065
2016/05/07,0.191
2016/05/08,0.288
2016/05/09,0.126
2016/05/10,0.118
2016/05/11,0.269
2016/05/12,0.652
2016/05/13,0.936
2016/05/14,0.555
2016/05/15,0.586
2016/05/16,0.351
2016/05/17,1.467
2016/05/18,2.081
2016/05/19,1.736
2016/05/20,1.116
2016/05/21,0.711
2016/05/22,0.711
2016/05/23,0.588
2016/05/24,0.95
2016/05/25,1.564
2016/05/26,5.958
2016/05/27,5.151
2016/05/28,8.478
2016/05/29,8.508
2016/05/30,9.276
2016/05/31,5.435
2016/06/01,1.177
2016/06/02,0.634
2016/06/03,0.191
2016/06/04,3.871
2016/06/05,3.822
2016/06/06,3.91
2016/06/07,6.212
2016/06/08,6.575
2016/06/09,6.807
2016/06/10,1.072
2016/06/11,0.891
2016/06/12,2.181
2016/06/13,4.323
2016/06/14,5.151
2016/06/15,1.495
2016/06/16,2.128
2016/06/17,12.959
2016/06/18,12.414
2016/06/19,3.694
2016/06/20,1.54
2016/06/21,3.009
2016/06/22,4.849
2016/06/23,1.821
2016/06/24,6.19
2016/06/25,6.181
2016/06/26,6.3
2016/06/27,5.727
2016/06/28,5.251
2016/06/29,9.02
2016/06/30,10.147
2016/07/01,9.257
2016/07/02,10.198
2016/07/03,0.218
2016/07/04,0.388
2016/07/05,1.193
2016/07/06,0.957
2016/07/07,0.458
2016/07/08,2.053
2016/07/09,2.211
2016/07/10,2.499
2016/07/11,0.261
2016/07/12,0.721
2016/07/13,0.499
2016/07/14,3.36
2016/07/15,4.395
2016/07/16,4.741
2016/07/17,4.295
2016/07/18,4.002
2016/07/19,0.308
2016/07/20,8.275
2016/07/21,7.685
2016/07/22,8.92
2016/07/23,3.543
2016/07/24,0.087
2016/07/25,0.166
2016/07/26,0.418
2016/07/27,0.679
2016/07/28,0.408
2016/07/29,1.607
2016/07/30,1.499
2016/07/31,0.986
2016/08/01,0.592
2016/08/02,1.495
2016/08/03,6.694
2016/08/04,6.225
2016/08/05,6.493
2016/08/06,0.212
2016/08/07,0.207
2016/08/08,0.218
2016/08/09,0.695
2016/08/10,0.678
2016/08/11,1.8
2016/08/12,3.231
2016/08/13,2.137
2016/08/14,3.962
2016/08/15,3.211
2016/08/16,5.778
2016/08/17,4.314
2016/08/18,0.782
2016/08/19,1.36
2016/08/20,2.313
2016/08/21,1.125
2016/08/22,1.056
2016/08/23,1.944
2016/08/24,1.757
2016/08/25,1.322
2016/08/26,0.696
2016/08/27,0.602
2016/08/28,5.083
2016/08/29,5.421
2016/08/30,5.414
2016/08/31,3.518
2016/09/01,6.112
2016/09/02,7.852
2016/09/03,7.912
2016/09/04,4.867
2016/09/05,4.218
2016/09/06,5.525
2016/09/07,7.132
2016/09/08,1.719
2016/09/09,0.311
2016/09/10,5.436
2016/09/11,7.689
2016/09/12,3.854
2016/09/13,4.27
2016/09/14,7.485
2016/09/15,8.763
2016/09/16,0.257
2016/09/17,3.628
2016/09/18,5.882
2016/09/19,5.221
2016/09/20,3.133
2016/09/21,0.79
2016/09/22,11.013
2016/09/23,10.868
2016/09/24,10.495
2016/09/25,0.279
2016/09/26,0.196
2016/09/27,0.198
2016/09/28,0.31
2016/09/29,0.228
2016/09/30,0.029
2016/10/01,7.557
2016/10/02,7.498
2016/10/03,7.47
2016/10/04,12.454
2016/10/05,11.275
2016/10/06,8.296
2016/10/07,5.044
2016/10/08,5.618
2016/10/09,0.382
2016/10/10,0.423
2016/10/11,0.405
2016/10/12,2.036
2016/10/13,9.3
2016/10/14,9.281
2016/10/15,10.301
2016/10/16,0.278
2016/10/17,0.263
2016/10/18,4.32
2016/10/19,4.34
2016/10/20,4.413
2016/10/21,8.349
2016/10/22,8.334
2016/10/23,8.289
2016/10/24,7.439
2016/10/25,6.408
2016/10/26,6.009
2016/10/27,3.153
2016/10/28,0.201
2016/10/29,0.642
2016/10/30,0.572
2016/10/31,0.466
2016/11/01,4.929
2016/11/02,4.666
2016/11/03,4.441
2016/11/04,3.769
2016/11/05,0.126
2016/11/06,0.038
2016/11/07,0.144
2016/11/08,0.136
2016/11/09,0.218
2016/11/10,0.246
2016/11/11,0.203
2016/11/12,0.364
2016/11/13,0.284
2016/11/14,0.089
2016/11/15,0.055
2016/11/16,0.133
2016/11/17,0.155
2016/11/18,0.391
2016/11/19,0.307
2016/11/20,0.09
2016/11/21,0.049
2016/11/22,7.114
2016/11/23,7.875
2016/11/24,7.801
2016/11/25,8.66
2016/11/26,8.109
2016/11/27,6.038
2016/11/28,3.761
2016/11/29,0.678
2016/11/30,1.482
2016/12/01,3.667
2016/12/02,2.695
2016/12/03,0.504
2016/12/04,1.238
2016/12/05,1.04
2016/12/06,0.515
2016/12/07,0.748
2016/12/08,1.354
2016/12/09,0.65
2016/12/10,0.162
2016/12/11,0.149
2016/12/12,0.128
2016/12/13,3.581
2016/12/14,4.265
2016/12/15,1.004
2016/12/16,1.053
2016/12/17,2.983
2016/12/18,3.001
2016/12/19,3.582
2016/12/20,3.24
2016/12/21,1.496
2016/12/22,2.918
2016/12/23,4.586
2016/12/24,5.234
2016/12/25,0.071
2016/12/26,0.035
2016/12/27,2.135
2016/12/28,2.239
2016/12/29,3.058
2016/12/30,3.269
2016/12/31,3.34
2017/01/01,3.416
2017/01/02,0.208
2017/01/03,2.3
2017/01/04,3.817
2017/01/05,4.423
2017/01/06,0.421
2017/01/07,0.579
2017/01/08,0.207
2017/01/09,0.537
2017/01/10,3.755
2017/01/11,3.776
2017/01/12,4.451
2017/01/13,5.861
2017/01/14,4.962
2017/01/15,4.946
2017/01/16,4.277
2017/01/17,3.997
2017/01/18,3.392
2017/01/19,3.659
2017/01/20,0.27
2017/01/21,0.384
2017/01/22,5.014
2017/01/23,4.51
2017/01/24,2.888
2017/01/25,2.89
2017/01/26,1.565
2017/01/27,0.403
2017/01/28,0.406
2017/01/29,3.527
2017/01/30,3.564
2017/01/31,4.212
2017/02/01,4.406
2017/02/02,4.037
2017/02/03,4.114
2017/02/04,0.522
2017/02/05,1.557
2017/02/06,1.58
2017/02/07,4.475
2017/02/08,4.469
2017/02/09,3.4
2017/02/10,2.762
2017/02/11,1.724
2017/02/12,3.578
2017/02/13,4.246
2017/02/14,4.122
2017/02/15,3.969
2017/02/16,4.305
2017/02/17,1.897
2017/02/18,1.428
2017/02/19,1.32
2017/02/20,3.306
2017/02/21,6.156
2017/02/22,3.875
2017/02/23,7.329
2017/02/24,5.311
2017/02/25,4.319
2017/02/26,4.898
2017/02/27,6.15
2017/02/28,1.717
2017/03/01,1.075
2017/03/02,2.161
2017/03/03,3.166
2017/03/04,1.449
2017/03/05,0.779
2017/03/06,0.601
2017/03/07,9.044
2017/03/08,8.703
2017/03/09,8.027
2017/03/10,8.293
2017/03/11,9.252
2017/03/12,3.398
2017/03/13,6.19
2017/03/14,5.281
2017/03/15,2.464
2017/03/16,10.591
2017/03/17,13.275
2017/03/18,6.198
2017/03/19,6.586
2017/03/20,3.912
2017/03/21,3.514
2017/03/22,2.776
2017/03/23,14.433
2017/03/24,17.793
2017/03/25,21.986
2017/03/26,18.374
2017/03/27,29.998
2017/03/28,13.363
2017/03/29,10.569
2017/03/30,8.217
2017/03/31,13.156
2017/04/01,10.905
2017/04/02,20.133
2017/04/03,21.528
2017/04/04,5.55
2017/04/05,2.708
2017/04/06,1.386
2017/04/07,31.258
2017/04/08,27.967
2017/04/09,10.672
2017/04/10,8.837
2017/04/11,8.717
2017/04/12,5.118
2017/04/13,2.811
2017/04/14,3.166
2017/04/15,4.508
2017/04/16,5.345
2017/04/17,8.045
2017/04/18,9.44
2017/04/19,0.639
2017/04/20,8.134
2017/04/21,9.046
2017/04/22,7.983
2017/04/23,7.531
2017/04/24,12.096
2017/04/25,18.786
2017/04/26,18.768
2017/04/27,7.292
2017/04/28,9.029
2017/04/29,14.311
2017/04/30,8.932
2017/05/01,4.207
2017/05/02,0.824
2017/05/03,0.871
2017/05/04,8.813
2017/05/05,46.682
2017/05/06,36.477
2017/05/07,22.697
2017/05/08,19.587
2017/05/09,9.614
2017/05/10,28.96
2017/05/11,40.379
2017/05/12,17.523
2017/05/13,13.139
2017/05/14,12.115
2017/05/15,11.997
2017/05/16,22.866
2017/05/17,50.001
2017/05/18,43.861
2017/05/19,46.387
2017/05/20,41.293
2017/05/21,38.583
2017/05/22,49.753
2017/05/23,40.303
2017/05/24,25.973
2017/05/25,30.167
2017/05/26,9.943
2017/05/27,18.201
2017/05/28,43.209
2017/05/29,32.594
2017/05/30,45.986
2017/05/31,145.699
2017/06/01,123.675
2017/06/02,150.66
2017/06/03,43.171
2017/06/04,26.073
2017/06/05,31.59
2017/06/06,33.307
2017/06/07,38.372
2017/06/08,32.946
2017/06/09,2.929
2017/06/10,51.746
2017/06/11,57.242
2017/06/12,103.407
2017/06/13,93.473
2017/06/14,97.667
2017/06/15,17.896
2017/06/16,45.807
2017/06/17,51.994
2017/06/18,7.836
2017/06/19,7.469
2017/06/20,269.876
2017/06/21,257.831
2017/06/22,215.631
2017/06/23,213.648
2017/06/24,20.268
2017/06/25,35.096
2017/06/26,58.28
2017/06/27,70.6
2017/06/28,77.345
2017/06/29,7.149
2017/06/30,9.398
2017/07/01,4.248
2017/07/02,21.157
2017/07/03,19.266
2017/07/04,1.992
2017/07/05,2.567
2017/07/06,2.82
2017/07/07,31.285
2017/07/08,30.057
2017/07/09,25.585
2017/07/10,2.874
2017/07/11,13.212
2017/07/12,12.995
2017/07/13,15.266
2017/07/14,4.51
2017/07/15,13.203
2017/07/16,10.682
2017/07/17,9.402
2017/07/18,4.933
2017/07/19,3.007
2017/07/20,3.806
2017/07/21,2.156
2017/07/22,2.199
2017/07/23,2.119
2017/07/24,0.812
2017/07/25,8.883
2017/07/26,7.595
2017/07/27,4.294
2017/07/28,6.346
2017/07/29,8.433
2017/07/30,10.238
2017/07/31,9.597
2017/08/01,17.557
2017/08/02,13.19
2017/08/03,12.654
2017/08/04,15.787
2017/08/05,6.098
2017/08/06,5.851
2017/08/07,7.517
2017/08/08,7.516
2017/08/09,20.896
2017/08/10,22.12
2017/08/11,22.732
2017/08/12,2.281
2017/08/13,0.653
2017/08/14,11.17
2017/08/15,22.384
2017/08/16,24.402
2017/08/17,9.091
2017/08/18,20.151
2017/08/19,34.553
2017/08/20,35.461
2017/08/21,16.541
2017/08/22,7.549
2017/08/23,6.61
2017/08/24,4.39
2017/08/25,1.18
2017/08/26,13.647
2017/08/27,15.882
2017/08/28,15.245
2017/08/29,17.795
2017/08/30,2.951
2017/08/31,28.082
2017/09/01,26.883
2017/09/02,27.666
2017/09/03,4.455
2017/09/04,2.7
2017/09/05,2.924
2017/09/06,14.314
2017/09/07,13.6
2017/09/08,5.466
2017/09/09,7.686
2017/09/10,7.434
2017/09/11,19.506
2017/09/12,14.122
2017/09/13,4.485
2017/09/14,4.705
2017/09/15,10.643
2017/09/16,10.508
2017/09/17,19.557
2017/09/18,10.889
2017/09/19,13.834
2017/09/20,12.161
2017/09/21,11.816
2017/09/22,11.077
2017/09/23,2.228
2017/09/24,4.435
2017/09/25,4.15
2017/09/26,1.353
2017/09/27,1.136
2017/09/28,0.885
2017/09/29,4.556
2017/09/30,4.713
2017/10/01,4.638
2017/10/02,6.738
2017/10/03,2.588
2017/10/04,1.717
2017/10/05,1.659
2017/10/06,1.813
2017/10/07,1.025
2017/10/08,1
2017/10/09,9.19
2017/10/10,8.918
2017/10/11,7.481
2017/10/12,6.432
2017/10/13,22.088
2017/10/14,20.101
2017/10/15,13.787
2017/10/16,16.733
2017/10/17,15.324
2017/10/18,0.051
2017/10/19,0.051
2017/10/20,0.029
2017/10/21,0
2017/10/22,0.184
2017/10/23,0.23
2017/10/24,0.203
2017/10/25,0.245
2017/10/26,0.029
2017/10/27,0
2017/10/28,0
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,0
2017/11/02,1.307
2017/11/03,1.307
2017/11/04,1.307
2017/11/05,0
2017/11/06,0
2017/11/07,0
2017/11/08,1.046
2017/11/09,1.949
2017/11/10,4.335
2017/11/11,4.258
2017/11/12,20.082
2017/11/13,19.505
2017/11/14,14.427
2017/11/15,7.311
2017/11/16,11.296
2017/11/17,11.843
2017/11/18,9.984
2017/11/19,8.649
2017/11/20,5.443
2017/11/21,14.569
2017/11/22,16.679
2017/11/23,1.34
2017/11/24,2.78
2017/11/25,17.005
2017/11/26,17.476
2017/11/27,19.445
2017/11/28,19.043
2017/11/29,11.662
2017/11/30,11.902
2017/12/01,17.879
2017/12/02,9.284
2017/12/03,3.589
2017/12/04,12.363
2017/12/05,14.785
2017/12/06,73.149
2017/12/07,68.201
2017/12/08,70.804
2017/12/09,17.491
2017/12/10,8.977
2017/12/11,3.596
2017/12/12,17.975
2017/12/13,31.338
2017/12/14,39.289
2017/12/15,21.62
2017/12/16,27.831
2017/12/17,16.094
2017/12/18,23.789
2017/12/19,42.279
2017/12/20,72.501
2017/12/21,56.383
2017/12/22,11.907
2017/12/23,83.57
2017/12/24,96.243
2017/12/25,18.186
2017/12/26,14.179
2017/12/27,23.701
2017/12/28,9.435
2017/12/29,69.611
2017/12/30,117.234
2017/12/31,113.779
2018/01/01,135.673
2018/01/02,58.802
2018/01/03,155.702
2018/01/04,375.215
2018/01/05,264.358
2018/01/06,279.875
2018/01/07,165.851
2018/01/08,29.482
2018/01/09,112.403
2018/01/10,101.02
2018/01/11,49.895
2018/01/12,145.051
2018/01/13,141.764
2018/01/14,59.105
2018/01/15,124.222
2018/01/16,175.816
2018/01/17,64.215
2018/01/18,81.977
2018/01/19,176.375
2018/01/20,155.604
2018/01/21,128.356
2018/01/22,127.263
2018/01/23,99.972
2018/01/24,17.521
2018/01/25,39.295
2018/01/26,49.905
2018/01/27,49.495
2018/01/28,34.857
2018/01/29,39.735
2018/01/30,42.73
2018/01/31,7.89
2018/02/01,83.013
2018/02/02,74.938
2018/02/03,105.715
2018/02/04,73.32
2018/02/05,20.769
2018/02/06,21.928
2018/02/07,10.023
2018/02/08,28.784
2018/02/09,23.114
2018/02/10,9.604
2018/02/11,27.51
2018/02/12,18.621
2018/02/13,12.012
2018/02/14,24.371
2018/02/15,21.135
2018/02/16,12.264
2018/02/17,31.136
2018/02/18,19.527
2018/02/19,8.596
2018/02/20,12.689
2018/02/21,5.079
2018/02/22,4.8
2018/02/23,0.189
2018/02/24,6.486
2018/02/25,6.231
2018/02/26,7.969
2018/02/27,7.892
2018/02/28,8.771
2018/03/01,8.359
2018/03/02,13.998
2018/03/03,8.544
2018/03/04,0.607
2018/03/05,5.812
2018/03/06,8.854
2018/03/07,30.453
2018/03/08,30.358
2018/03/09,29.593
2018/03/10,7.016
2018/03/11,11.163
2018/03/12,4.74
2018/03/13,2.911
2018/03/14,5.173
2018/03/15,5.494
2018/03/16,5.469
2018/03/17,4.828
2018/03/18,0.043
2018/03/19,2.794
2018/03/20,2.804
2018/03/21,2.666
2018/03/22,4.782
2018/03/23,4.526
2018/03/24,7.36
2018/03/25,8.972
2018/03/26,9.039
2018/03/27,1.949
2018/03/28,1.206
2018/03/29,5.945
2018/03/30,5.946
2018/03/31,8.009
2018/04/01,3.294
2018/04/02,0.029
2018/04/03,0.017
2018/04/04,0.335
2018/04/05,0.346
2018/04/06,0.009
2018/04/07,0.044
2018/04/08,0.044
2018/04/09,0.144
2018/04/10,0.409
2018/04/11,0.409
2018/04/12,0.439
2018/04/13,0.159
2018/04/14,0.182
2018/04/15,0.194
2018/04/16,0.225
2018/04/17,0.214
2018/04/18,0.212
2018/04/19,0.035
2018/04/20,0.041
2018/04/21,0.057
2018/04/22,0.077
2018/04/23,0.242
2018/04/24,0.206
2018/04/25,0.229
2018/04/26,0.119
2018/04/27,0.055
2018/04/28,0
2018/04/29,0
2018/04/30,0.514
2018/05/01,0.445
2018/05/02,0.256
2018/05/03,0.481
2018/05/04,89.097
2018/05/05,88.9
2018/05/06,88.259
2018/05/07,1.726
2018/05/08,2.005
2018/05/09,0.055
2018/05/10,0.07
2018/05/11,0.249
2018/05/12,0.277
2018/05/13,0.254
2018/05/14,2.007
2018/05/15,1.847
2018/05/16,1.732
2018/05/17,0.129
2018/05/18,0.271
2018/05/19,0.501
2018/05/20,0.563
2018/05/21,0.36
2018/05/22,0.36
2018/05/23,0.354
2018/05/24,0.34
2018/05/25,0.335
2018/05/26,0.33
2018/05/27,0.005
2018/05/28,0.508
2018/05/29,0.508
2018/05/30,0.471
2018/05/31,0.617
2018/06/01,0.426
2018/06/02,0.628
2018/06/03,0.217
2018/06/04,0.068
2018/06/05,0.068
2018/06/06,0.152
2018/06/07,0.174
2018/06/08,0.174
2018/06/09,0
2018/06/10,0
2018/06/11,0.045
2018/06/12,0.045
2018/06/13,0.045
2018/06/14,0.127
2018/06/15,0.11
2018/06/16,0.11
2018/06/17,0.065
2018/06/18,0
2018/06/19,0
2018/06/20,0
2018/06/21,0
2018/06/22,0.055
2018/06/23,0.055
2018/06/24,0.052
2018/06/25,0.041
2018/06/26,0.03
2018/06/27,0.019
2018/06/28,0.036
2018/06/29,0.072
2018/06/30,0.072
2018/07/01,0.083
2018/07/02,17.775
2018/07/03,17.775
2018/07/04,18.039
2018/07/05,16.743
2018/07/06,12.696
2018/07/07,9.29
2018/07/08,11.259
2018/07/09,2.596
2018/07/10,0.125
2018/07/11,0
2018/07/12,0
2018/07/13,0
2018/07/14,0.374
2018/07/15,3.366
2018/07/16,3.366
2018/07/17,3.538
2018/07/18,0
2018/07/19,0
2018/07/20,0.004
2018/07/21,0.004
2018/07/22,0.004
2018/07/23,0.004
2018/07/24,0
2018/07/25,0
2018/07/26,0
2018/07/27,0
2018/07/28,0
2018/07/29,0
2018/07/30,0
2018/07/31,0.017
2018/08/01,0.017
2018/08/02,0.017
2018/08/03,0
2018/08/04,0
2018/08/05,0
2018/08/06,0
2018/08/07,2.281
2018/08/08,20.064
2018/08/09,17.14
2018/08/10,12.304
2018/08/11,14.758
2018/08/12,7.27
2018/08/13,0
2018/08/14,0.045
2018/08/15,0.045
2018/08/16,0.045
2018/08/17,6.16
2018/08/18,6.16
2018/08/19,6.16
2018/08/20,0
2018/08/21,0
2018/08/22,0
2018/08/23,0.054
2018/08/24,0.138
2018/08/25,0.095
2018/08/26,0.106
2018/08/27,0.06
2018/08/28,0.255
2018/08/29,0.242
2018/08/30,0.223
2018/08/31,0.14
2018/09/01,0.174
2018/09/02,0.185
2018/09/03,0.041
2018/09/04,0.279
2018/09/05,0.303
2018/09/06,1.371
2018/09/07,1.461
2018/09/08,1.639
2018/09/09,0.142
2018/09/10,0.266
2018/09/11,0.231
2018/09/12,0.16
2018/09/13,0.264
2018/09/14,0.248
2018/09/15,0.269
2018/09/16,0.22
2018/09/17,0.032
2018/09/18,0.124
2018/09/19,0.678
2018/09/20,0.713
2018/09/21,1.768
2018/09/22,1.834
2018/09/23,2.167
2018/09/24,0.892
2018/09/25,0.908
2018/09/26,0.73
2018/09/27,0.837
2018/09/28,0.86
2018/09/29,0.052
2018/09/30,0.617
2018/10/01,0.551
2018/10/02,0.911
2018/10/03,1.196
2018/10/04,0.241
2018/10/05,0.041
2018/10/06,0.04
2018/10/07,0.012
2018/10/08,0.015
2018/10/09,0.017
2018/10/10,0.119
2018/10/11,0.118
2018/10/12,0.118
2018/10/13,0.024
2018/10/14,0
2018/10/15,0.099
2018/10/16,0.087
2018/10/17,0.078
2018/10/18,0.03
2018/10/19,0.012
2018/10/20,0.01
2018/10/21,0.01
2018/10/22,0.01
2018/10/23,0.039
2018/10/24,0.639
2018/10/25,0.562
2018/10/26,0.456
2018/10/27,0.209
2018/10/28,0.214
2018/10/29,0.037
2018/10/30,0.037
2018/10/31,0.031
2018/11/01,0.024
2018/11/02,0.024
2018/11/03,0
2018/11/04,0
2018/11/05,0.099
2018/11/06,0.099
2018/11/07,0.099
2018/11/08,0
2018/11/09,0.199
2018/11/10,0.191
2018/11/11,0.191
2018/11/12,0.021
2018/11/13,0.022
2018/11/14,0.199
2018/11/15,0.452
2018/11/16,0.469
2018/11/17,0.539
2018/11/18,0
2018/11/19,0.922
2018/11/20,0.864
2018/11/21,0.864
2018/11/22,0.13
2018/11/23,0
2018/11/24,0
2018/11/25,0.056
2018/11/26,0.053
2018/11/27,0.053
2018/11/28,0.006
2018/11/29,0
2018/11/30,0.109
2018/12/01,0.109
2018/12/02,0.109
2018/12/03,0.029
2018/12/04,0.029
2018/12/05,0.029
2018/12/06,0
2018/12/07,0.083
2018/12/08,0.072
2018/12/09,0.057
2018/12/10,0.022
2018/12/11,0.023
2018/12/12,0.026
2018/12/13,0
2018/12/14,0
2018/12/15,0
2018/12/16,0.019
2018/12/17,0.019
2018/12/18,0.019
2018/12/19,0
2018/12/20,0
2018/12/21,0
2018/12/22,0
2018/12/23,0
2018/12/24,0
2018/12/25,0
2018/12/26,0
2018/12/27,0
2018/12/28,0
2018/12/29,0
2018/12/30,0.13
2018/12/31,0.13
2019/01/01,0.13
2019/01/02,0
2019/01/03,0
2019/01/04,0
2019/01/05,0
2019/01/06,0
2019/01/07,0.001
2019/01/08,0.012
2019/01/09,0.012
2019/01/10,0.013
2019/01/11,0.01
2019/01/12,0.01
2019/01/13,0.01
2019/01/14,0.226
2019/01/15,0.199
2019/01/16,0.199
2019/01/17,0.15
2019/01/18,0
2019/01/19,0
2019/01/20,0
2019/01/21,0
2019/01/22,0
2019/01/23,0
2019/01/24,0
2019/01/25,0
2019/01/26,0
2019/01/27,0
2019/01/28,0.055
2019/01/29,0.055
2019/01/30,0.055
2019/01/31,0
2019/02/01,0
2019/02/02,0
2019/02/03,0
2019/02/04,0
2019/02/05,0
2019/02/06,0
2019/02/07,0
2019/02/08,0
2019/02/09,0
2019/02/10,0
2019/02/11,0
2019/02/12,0
2019/02/13,0
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,0
2019/02/18,0.009
2019/02/19,0.009
2019/02/20,0.009
2019/02/21,0
2019/02/22,0
2019/02/23,0
2019/02/24,0
2019/02/25,0
2019/02/26,0
2019/02/27,0
2019/02/28,0
2019/03/01,0
2019/03/02,0
2019/03/03,0
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,0
2019/03/08,0
2019/03/09,0
2019/03/10,0
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.03
2019/04/08,0.037
2019/04/09,0.01
2019/04/10,0.038
2019/04/11,0.033
2019/04/12,0.074
2019/04/13,0.067
2019/04/14,0.067
2019/04/15,0.016
2019/04/16,0.012
2019/04/17,0.012
2019/04/18,0
2019/04/19,0
2019/04/20,0
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,0
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.066
2019/05/17,0.066
2019/05/18,0.066
2019/05/19,0
2019/05/20,0
2019/05/21,0
2019/05/22,0
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
2019/05/28,0
2019/05/29,0
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
2019/06/03,0
2019/06/04,0
2019/06/05,0
2019/06/06,0
2019/06/07,0
2019/06/08,0
2019/06/09,0
2019/06/10,0
2019/06/11,0
2019/06/12,0.181
2019/06/13,0.181
2019/06/14,0.181
2019/06/15,0
2019/06/16,0.173
2019/06/17,0.173
2019/06/18,0.173
2019/06/19,0
2019/06/20,0
2019/06/21,0
2019/06/22,0
2019/06/23,0
2019/06/24,0
2019/06/25,0
2019/06/26,0
2019/06/27,0
2019/06/28,0
2019/06/29,0
2019/06/30,0
2019/07/01,0
2019/07/02,0
2019/07/03,0
2019/07/04,0
2019/07/05,0
2019/07/06,0
2019/07/07,0
2019/07/08,0
2019/07/09,0
2019/07/10,0
2019/07/11,0
2019/07/12,0
2019/07/13,0
2019/07/14,0
2019/07/15,0
2019/07/16,0
2019/07/17,0
2019/07/18,0
2019/07/19,0
2019/07/20,0
2019/07/21,0
2019/07/22,0
2019/07/23,0
2019/07/24,0
2019/07/25,0
2019/07/26,0
2019/07/27,0
2019/07/28,0
2019/07/29,0
2019/07/30,0
2019/07/31,0
2019/08/01,0
2019/08/02,0
2019/08/03,0
2019/08/04,0
2019/08/05,0
