Date,activeaddresses30mom
2016/11/02,1557
2016/11/03,4986
2016/11/04,-3730
2016/11/05,1293
2016/11/06,-6295
2016/11/07,-395
2016/11/08,-4498
2016/11/09,-4764
2016/11/10,-3004
2016/11/11,8756
2016/11/12,10871
2016/11/13,2612
2016/11/14,4684
2016/11/15,3071
2016/11/16,-1655
2016/11/17,-7147
2016/11/18,3444
2016/11/19,-6785
2016/11/20,-12037
2016/11/21,-3026
2016/11/22,12130
2016/11/23,19839
2016/11/24,-5699
2016/11/25,7376
2016/11/26,-6644
2016/11/27,-5249
2016/11/28,-1766
2016/11/29,-1004
2016/11/30,-6677
2016/12/01,-6921
2016/12/02,-4872
2016/12/03,-2587
2016/12/04,4019
2016/12/05,-1376
2016/12/06,5049
2016/12/07,-4198
2016/12/08,-2597
2016/12/09,-1835
2016/12/10,-934
2016/12/11,-2930
2016/12/12,-498
2016/12/13,-4322
2016/12/14,1015
2016/12/15,296
2016/12/16,607
2016/12/17,-739
2016/12/18,-3308
2016/12/19,1702
2016/12/20,1277
2016/12/21,893
2016/12/22,-6630
2016/12/23,-22251
2016/12/24,1296
2016/12/25,-13993
2016/12/26,113
2016/12/27,-342
2016/12/28,-877
2016/12/29,1695
2016/12/30,-398
2016/12/31,2340
2017/01/01,-3204
2017/01/02,-1957
2017/01/03,-773
2017/01/04,4963
2017/01/05,1691
2017/01/06,4540
2017/01/07,2645
2017/01/08,-195
2017/01/09,4111
2017/01/10,1776
2017/01/11,1699
2017/01/12,3721
2017/01/13,-254
2017/01/14,-2463
2017/01/15,-697
2017/01/16,3272
2017/01/17,4627
2017/01/18,-999
2017/01/19,-753
2017/01/20,1119
2017/01/21,-6908
2017/01/22,-909
2017/01/23,1519
2017/01/24,4824
2017/01/25,3042
2017/01/26,2200
2017/01/27,1117
2017/01/28,-269
2017/01/29,-11
2017/01/30,347
2017/01/31,3011
2017/02/01,1836
2017/02/02,1988
2017/02/03,-3998
2017/02/04,-3035
2017/02/05,-487
2017/02/06,364
2017/02/07,1650
2017/02/08,-442
2017/02/09,1201
2017/02/10,1378
2017/02/11,-1480
2017/02/12,1292
2017/02/13,6214
2017/02/14,6155
2017/02/15,3885
2017/02/16,2606
2017/02/17,3769
2017/02/18,4256
2017/02/19,1050
2017/02/20,4516
2017/02/21,4194
2017/02/22,3605
2017/02/23,1811
2017/02/24,7003
2017/02/25,4981
2017/02/26,5207
2017/02/27,7792
2017/02/28,12929
2017/03/01,12252
2017/03/02,21388
2017/03/03,15500
2017/03/04,11541
2017/03/05,10725
2017/03/06,11243
2017/03/07,7809
2017/03/08,9129
2017/03/09,13281
2017/03/10,12058
2017/03/11,13243
2017/03/12,15403
2017/03/13,30789
2017/03/14,22440
2017/03/15,20779
2017/03/16,40360
2017/03/17,38778
2017/03/18,28488
2017/03/19,21978
2017/03/20,22041
2017/03/21,24390
2017/03/22,19353
2017/03/23,19527
2017/03/24,28389
2017/03/25,24999
2017/03/26,16326
2017/03/27,23167
2017/03/28,21428
2017/03/29,20901
2017/03/30,26159
2017/03/31,32534
2017/04/01,3451
2017/04/02,15779
2017/04/03,30094
2017/04/04,20087
2017/04/05,18256
2017/04/06,30576
2017/04/07,16291
2017/04/08,6528
2017/04/09,5551
2017/04/10,8827
2017/04/11,4507
2017/04/12,-4790
2017/04/13,4996
2017/04/14,831
2017/04/15,-22355
2017/04/16,-27062
2017/04/17,-12182
2017/04/18,2529
2017/04/19,1552
2017/04/20,4738
2017/04/21,-907
2017/04/22,-2074
2017/04/23,-8909
2017/04/24,282
2017/04/25,4361
2017/04/26,6726
2017/04/27,21168
2017/04/28,12035
2017/04/29,-2303
2017/04/30,-6298
2017/05/01,24416
2017/05/02,14093
2017/05/03,-3589
2017/05/04,23769
2017/05/05,21781
2017/05/06,597
2017/05/07,22932
2017/05/08,39635
2017/05/09,35445
2017/05/10,27407
2017/05/11,34258
2017/05/12,21690
2017/05/13,10930
2017/05/14,17949
2017/05/15,31910
2017/05/16,37495
2017/05/17,28714
2017/05/18,39437
2017/05/19,58125
2017/05/20,25290
2017/05/21,45256
2017/05/22,68819
2017/05/23,76016
2017/05/24,69850
2017/05/25,70826
2017/05/26,55339
2017/05/27,25774
2017/05/28,30832
2017/05/29,42370
2017/05/30,49872
2017/05/31,50761
2017/06/01,70154
2017/06/02,55343
2017/06/03,39002
2017/06/04,42073
2017/06/05,62743
2017/06/06,65940
2017/06/07,49836
2017/06/08,47980
2017/06/09,69691
2017/06/10,69969
2017/06/11,97761
2017/06/12,149700
2017/06/13,134333
2017/06/14,104057
2017/06/15,111529
2017/06/16,96364
2017/06/17,74188
2017/06/18,61240
2017/06/19,111898
2017/06/20,100227
2017/06/21,44183
2017/06/22,84922
2017/06/23,81722
2017/06/24,59951
2017/06/25,43367
2017/06/26,141760
2017/06/27,89236
2017/06/28,88018
2017/06/29,71797
2017/06/30,55340
2017/07/01,32209
2017/07/02,56308
2017/07/03,85126
2017/07/04,76116
2017/07/05,53727
2017/07/06,38777
2017/07/07,70538
2017/07/08,34644
2017/07/09,6964
2017/07/10,50978
2017/07/11,25439
2017/07/12,-24758
2017/07/13,-37751
2017/07/14,-17534
2017/07/15,-32238
2017/07/16,-5769
2017/07/17,576
2017/07/18,7884
2017/07/19,-11156
2017/07/20,-16671
2017/07/21,7199
2017/07/22,-66385
2017/07/23,-19251
2017/07/24,-11689
2017/07/25,6613
2017/07/26,-86705
2017/07/27,-24513
2017/07/28,-23570
2017/07/29,-43810
2017/07/30,-29720
2017/07/31,14934
2017/08/01,-21570
2017/08/02,-40992
2017/08/03,-36788
2017/08/04,-6026
2017/08/05,-3223
2017/08/06,-32249
2017/08/07,25997
2017/08/08,64720
2017/08/09,-8492
2017/08/10,33002
2017/08/11,43244
2017/08/12,50980
2017/08/13,46759
2017/08/14,116198
2017/08/15,104617
2017/08/16,102954
2017/08/17,97451
2017/08/18,108276
2017/08/19,61401
2017/08/20,35996
2017/08/21,111551
2017/08/22,42251
2017/08/23,80462
2017/08/24,63674
2017/08/25,86105
2017/08/26,32440
2017/08/27,33784
2017/08/28,92217
2017/08/29,112854
2017/08/30,81739
2017/08/31,123816
2017/09/01,99153
2017/09/02,65654
2017/09/03,24747
2017/09/04,126413
2017/09/05,119662
2017/09/06,123546
2017/09/07,56920
2017/09/08,87949
2017/09/09,17911
2017/09/10,-20537
2017/09/11,27079
2017/09/12,69491
2017/09/13,-30256
2017/09/14,417
2017/09/15,39395
2017/09/16,-44167
2017/09/17,-97685
2017/09/18,15665
2017/09/19,27842
2017/09/20,-33688
2017/09/21,-17031
2017/09/22,-72310
2017/09/23,-55097
2017/09/24,-55539
2017/09/25,9986
2017/09/26,-7027
2017/09/27,-32647
2017/09/28,-47356
2017/09/29,-49859
2017/09/30,-85143
2017/10/01,-83144
2017/10/02,-21418
2017/10/03,9827
2017/10/04,-108415
2017/10/05,-93707
2017/10/06,-114122
2017/10/07,-87937
2017/10/08,-90684
2017/10/09,-45576
2017/10/10,21839
2017/10/11,-19397
2017/10/12,-54235
2017/10/13,13808
2017/10/14,-54029
2017/10/15,-103681
2017/10/16,-24477
2017/10/17,71161
2017/10/18,-15396
2017/10/19,-748
2017/10/20,31538
2017/10/21,30420
2017/10/22,77607
2017/10/23,78175
2017/10/24,74101
2017/10/25,30578
2017/10/26,48455
2017/10/27,38394
2017/10/28,-213391
2017/10/29,-217504
2017/10/30,-190044
2017/10/31,92223
2017/11/01,83014
2017/11/02,110687
2017/11/03,76439
2017/11/04,15083
2017/11/05,11911
2017/11/06,63101
2017/11/07,60593
2017/11/08,73233
2017/11/09,47005
2017/11/10,52484
2017/11/11,9034
2017/11/12,18058
2017/11/13,48657
2017/11/14,84566
2017/11/15,124738
2017/11/16,30498
2017/11/17,76379
2017/11/18,43792
2017/11/19,27432
2017/11/20,76939
2017/11/21,67199
2017/11/22,78570
2017/11/23,71621
2017/11/24,86280
2017/11/25,73251
2017/11/26,79760
2017/11/27,384202
2017/11/28,406223
2017/11/29,444408
2017/11/30,151480
2017/12/01,99120
2017/12/02,72086
2017/12/03,158253
2017/12/04,219680
2017/12/05,214079
2017/12/06,347185
2017/12/07,157219
2017/12/08,195695
2017/12/09,160374
2017/12/10,145837
2017/12/11,283765
2017/12/12,302242
2017/12/13,363487
2017/12/14,383955
2017/12/15,279840
2017/12/16,301664
2017/12/17,281134
2017/12/18,429495
2017/12/19,518879
2017/12/20,441421
2017/12/21,505193
2017/12/22,508682
2017/12/23,327407
2017/12/24,191843
2017/12/25,199906
2017/12/26,255118
2017/12/27,255518
2017/12/28,267242
2017/12/29,372322
2017/12/30,475015
2017/12/31,278325
2018/01/01,255867
2018/01/02,439441
2018/01/03,545086
2018/01/04,697131
2018/01/05,440863
2018/01/06,557037
2018/01/07,404010
2018/01/08,500481
2018/01/09,578993
2018/01/10,417252
2018/01/11,366425
2018/01/12,230875
2018/01/13,214321
2018/01/14,190399
2018/01/15,351137
2018/01/16,414549
2018/01/17,301980
2018/01/18,144522
2018/01/19,-11956
2018/01/20,-180255
2018/01/21,-70458
2018/01/22,59840
2018/01/23,159407
2018/01/24,131108
2018/01/25,-70749
2018/01/26,40266
2018/01/27,-94122
2018/01/28,-206726
2018/01/29,-227601
2018/01/30,-27248
2018/01/31,-19662
2018/02/01,-137487
2018/02/02,-265282
2018/02/03,-563053
2018/02/04,-493391
2018/02/05,-353937
2018/02/06,-243301
2018/02/07,-379806
2018/02/08,-562380
2018/02/09,-407688
2018/02/10,-369717
2018/02/11,-357917
2018/02/12,-313309
2018/02/13,-314427
2018/02/14,-442638
2018/02/15,-492447
2018/02/16,-555225
2018/02/17,-484294
2018/02/18,-282181
2018/02/19,-121503
2018/02/20,-184992
2018/02/21,-186833
2018/02/22,-182184
2018/02/23,-195480
2018/02/24,-112005
2018/02/25,-283071
2018/02/26,-96577
2018/02/27,-162639
2018/02/28,-198924
2018/03/01,-198461
2018/03/02,-185435
2018/03/03,-343321
2018/03/04,-358480
2018/03/05,-113585
2018/03/06,-97729
2018/03/07,-68943
2018/03/08,-205662
2018/03/09,-152122
2018/03/10,-66083
2018/03/11,-191847
2018/03/12,-178963
2018/03/13,-96443
2018/03/14,-133294
2018/03/15,-76055
2018/03/16,-118461
2018/03/17,-167578
2018/03/18,-55831
2018/03/19,-25326
2018/03/20,-77358
2018/03/21,-112259
2018/03/22,-197399
2018/03/23,-71014
2018/03/24,-83748
2018/03/25,-137953
2018/03/26,-3844
2018/03/27,-39037
2018/03/28,-146664
2018/03/29,-82168
2018/03/30,-84392
2018/03/31,-101067
2018/04/01,-130797
2018/04/02,-34421
2018/04/03,30838
2018/04/04,-78608
2018/04/05,-20914
2018/04/06,-147990
2018/04/07,-82876
2018/04/08,-34860
2018/04/09,25941
2018/04/10,22697
2018/04/11,-24480
2018/04/12,20960
2018/04/13,-7600
2018/04/14,-46282
2018/04/15,-8669
2018/04/16,43540
2018/04/17,25556
2018/04/18,-30483
2018/04/19,51117
2018/04/20,47926
2018/04/21,85464
2018/04/22,26208
2018/04/23,113629
2018/04/24,211268
2018/04/25,81348
2018/04/26,99959
2018/04/27,97039
2018/04/28,67492
2018/04/29,27273
2018/04/30,123965
2018/05/01,103602
2018/05/02,117287
2018/05/03,125775
2018/05/04,385314
2018/05/05,71833
2018/05/06,74788
2018/05/07,162384
2018/05/08,149268
2018/05/09,140480
2018/05/10,175897
2018/05/11,149031
2018/05/12,115698
2018/05/13,79372
2018/05/14,167677
2018/05/15,144523
2018/05/16,152820
2018/05/17,154665
2018/05/18,164192
2018/05/19,168855
2018/05/20,70870
2018/05/21,51355
2018/05/22,70126
2018/05/23,47343
2018/05/24,26872
2018/05/25,55505
2018/05/26,60683
2018/05/27,109999
2018/05/28,162546
2018/05/29,138886
2018/05/30,87532
2018/05/31,123814
2018/06/01,16585
2018/06/02,4251
2018/06/03,-201649
2018/06/04,21650
2018/06/05,31231
2018/06/06,-10273
2018/06/07,-16582
2018/06/08,-80453
2018/06/09,-420897
2018/06/10,-518935
2018/06/11,-41727
2018/06/12,-67258
2018/06/13,-60773
2018/06/14,-56212
2018/06/15,-57673
2018/06/16,-182702
2018/06/17,-138483
2018/06/18,-171223
2018/06/19,-62293
2018/06/20,-31771
2018/06/21,-75986
2018/06/22,-72014
2018/06/23,-104955
2018/06/24,-79694
2018/06/25,53892
2018/06/26,-94084
2018/06/27,-127464
2018/06/28,-63694
2018/06/29,-74804
2018/06/30,-226625
2018/07/01,-243591
2018/07/02,-230673
2018/07/03,-261769
2018/07/04,-236698
2018/07/05,-183666
2018/07/06,-218738
2018/07/07,-237163
2018/07/08,-122407
2018/07/09,251368
2018/07/10,370640
2018/07/11,-151131
2018/07/12,-126793
2018/07/13,-182039
2018/07/14,-192911
2018/07/15,-211908
2018/07/16,44412
2018/07/17,16037
2018/07/18,86396
2018/07/19,6024
2018/07/20,-66504
2018/07/21,-104628
2018/07/22,-53824
2018/07/23,44456
2018/07/24,75104
2018/07/25,-46775
2018/07/26,27809
2018/07/27,53172
2018/07/28,-17665
2018/07/29,7221
2018/07/30,189801
2018/07/31,246556
2018/08/01,204777
2018/08/02,179611
2018/08/03,225190
2018/08/04,126814
2018/08/05,156491
2018/08/06,179543
2018/08/07,69677
2018/08/08,-10041
2018/08/09,-10744
2018/08/10,-345703
2018/08/11,-317570
2018/08/12,-290070
2018/08/13,174164
2018/08/14,146722
2018/08/15,-28675
2018/08/16,7444
2018/08/17,-144723
2018/08/18,-98777
2018/08/19,-54210
2018/08/20,46981
2018/08/21,-75077
2018/08/22,-113776
2018/08/23,-152496
2018/08/24,-152346
2018/08/25,-107680
2018/08/26,-138658
2018/08/27,-64531
2018/08/28,-82211
2018/08/29,-175083
2018/08/30,-129540
2018/08/31,-134047
2018/09/01,-63089
2018/09/02,-86449
2018/09/03,-24806
2018/09/04,-49094
2018/09/05,-54627
2018/09/06,-30965
2018/09/07,17357
2018/09/08,-6945
2018/09/09,353786
2018/09/10,351390
2018/09/11,328584
2018/09/12,-114339
2018/09/13,-77903
2018/09/14,-88938
2018/09/15,-177157
2018/09/16,-106758
2018/09/17,-45873
2018/09/18,-75712
2018/09/19,-137399
2018/09/20,-60259
2018/09/21,-54816
2018/09/22,-86033
2018/09/23,-92801
2018/09/24,-88465
2018/09/25,-82416
2018/09/26,-125597
2018/09/27,-102815
2018/09/28,-27944
2018/09/29,-104044
2018/09/30,-57880
2018/10/01,-121408
2018/10/02,-145145
2018/10/03,-83396
2018/10/04,-37352
2018/10/05,-27804
2018/10/06,14505
2018/10/07,-66959
2018/10/08,-25874
2018/10/09,-22826
2018/10/10,-43189
2018/10/11,4934
2018/10/12,-10145
2018/10/13,-18443
2018/10/14,324
2018/10/15,81348
2018/10/16,92589
2018/10/17,34644
2018/10/18,56575
2018/10/19,62633
2018/10/20,32649
2018/10/21,-6258
2018/10/22,84836
2018/10/23,67816
2018/10/24,64217
2018/10/25,37619
2018/10/26,67373
2018/10/27,20952
2018/10/28,17600
2018/10/29,125522
2018/10/30,81795
2018/10/31,89448
2018/11/01,74815
2018/11/02,-28498
2018/11/03,-48466
2018/11/04,-65760
2018/11/05,-42100
2018/11/06,25785
2018/11/07,-12759
2018/11/08,-23246
2018/11/09,23168
2018/11/10,-28632
2018/11/11,24647
2018/11/12,11717
2018/11/13,7628
2018/11/14,-15509
2018/11/15,-33656
2018/11/16,-50844
2018/11/17,-55134
2018/11/18,-65022
2018/11/19,39913
2018/11/20,45243
2018/11/21,-49071
2018/11/22,-44095
2018/11/23,-35228
2018/11/24,-66646
2018/11/25,-43347
2018/11/26,-5529
2018/11/27,-21869
2018/11/28,-51366
2018/11/29,-85860
2018/11/30,-50303
2018/12/01,-69543
2018/12/02,-36979
2018/12/03,-719
2018/12/04,-12977
2018/12/05,-33903
2018/12/06,-24951
2018/12/07,11235
2018/12/08,31441
2018/12/09,-26251
2018/12/10,22788
2018/12/11,-50495
2018/12/12,-42839
2018/12/13,-27419
2018/12/14,-40666
2018/12/15,-20118
2018/12/16,12187
2018/12/17,20467
2018/12/18,15713
2018/12/19,-51822
2018/12/20,-33868
2018/12/21,1608
2018/12/22,-38934
2018/12/23,-14959
2018/12/24,60346
2018/12/25,-9414
2018/12/26,-3079
2018/12/27,12097
2018/12/28,-1550
2018/12/29,22101
2018/12/30,-40691
2018/12/31,19427
2019/01/01,-175
2019/01/02,16013
2019/01/03,44059
2019/01/04,-12313
2019/01/05,-23369
2019/01/06,-40141
2019/01/07,-18056
2019/01/08,25054
2019/01/09,-1227
2019/01/10,26127
2019/01/11,9921
2019/01/12,-49237
2019/01/13,-32253
2019/01/14,35922
2019/01/15,-12098
2019/01/16,-27501
2019/01/17,-13012
2019/01/18,-33688
2019/01/19,-53925
2019/01/20,-57491
2019/01/21,17946
2019/01/22,-23409
2019/01/23,-42492
2019/01/24,-12073
2019/01/25,-17974
2019/01/26,-46122
2019/01/27,-44994
2019/01/28,7320
2019/01/29,15384
2019/01/30,-13960
2019/01/31,14511
2019/02/01,-41704
2019/02/02,-92016
2019/02/03,-80971
2019/02/04,-72924
2019/02/05,-71203
2019/02/06,-99328
2019/02/07,-114517
2019/02/08,-86652
2019/02/09,-102632
2019/02/10,-102516
2019/02/11,-16262
2019/02/12,-27116
2019/02/13,-94708
2019/02/14,-65796
2019/02/15,-30110
2019/02/16,-41991
2019/02/17,-55644
2019/02/18,22923
2019/02/19,29217
2019/02/20,-17726
2019/02/21,-18214
2019/02/22,-28827
2019/02/23,-34754
2019/02/24,-21261
2019/02/25,13539
2019/02/26,-6282
2019/02/27,-43864
2019/02/28,-10628
2019/03/01,5084
2019/03/02,-12739
2019/03/03,-19563
2019/03/04,58806
2019/03/05,82736
2019/03/06,89220
2019/03/07,79531
2019/03/08,75234
2019/03/09,77500
2019/03/10,9147
2019/03/11,57436
2019/03/12,99004
2019/03/13,64072
2019/03/14,60888
2019/03/15,37021
2019/03/16,8477
2019/03/17,14133
2019/03/18,69881
2019/03/19,86815
2019/03/20,38032
2019/03/21,19781
2019/03/22,49038
2019/03/23,33118
2019/03/24,29383
2019/03/25,106527
2019/03/26,79380
2019/03/27,60101
2019/03/28,69786
2019/03/29,59308
2019/03/30,51945
2019/03/31,19319
2019/04/01,125985
2019/04/02,179084
2019/04/03,111949
2019/04/04,56685
2019/04/05,41754
2019/04/06,13505
2019/04/07,30363
2019/04/08,80967
2019/04/09,119346
2019/04/10,76035
2019/04/11,95755
2019/04/12,99051
2019/04/13,37824
2019/04/14,1727
2019/04/15,90596
2019/04/16,78923
2019/04/17,42608
2019/04/18,37684
2019/04/19,53532
2019/04/20,120569
2019/04/21,66992
2019/04/22,117720
2019/04/23,117950
2019/04/24,21338
2019/04/25,14758
2019/04/26,23278
2019/04/27,-47836
2019/04/28,-27399
2019/04/29,1289
2019/04/30,59267
2019/05/01,-13587
2019/05/02,-106884
2019/05/03,-70232
2019/05/04,-45626
2019/05/05,-18623
2019/05/06,48669
2019/05/07,23066
2019/05/08,-10484
2019/05/09,1115
2019/05/10,38205
2019/05/11,-16417
2019/05/12,-31178
2019/05/13,80612
2019/05/14,166868
2019/05/15,127945
2019/05/16,154737
2019/05/17,93835
2019/05/18,39813
2019/05/19,2146
2019/05/20,-2447
2019/05/21,82030
2019/05/22,30546
2019/05/23,34840
2019/05/24,85938
2019/05/25,73233
2019/05/26,44964
2019/05/27,204620
2019/05/28,181923
2019/05/29,184615
2019/05/30,106426
2019/05/31,113504
2019/06/01,295523
2019/06/02,194474
2019/06/03,176867
2019/06/04,128681
2019/06/05,52845
2019/06/06,137834
2019/06/07,10087
2019/06/08,-19693
2019/06/09,25520
2019/06/10,8953
2019/06/11,96041
2019/06/12,145390
2019/06/13,-5168
2019/06/14,-37003
2019/06/15,-36394
2019/06/16,130741
2019/06/17,21499
2019/06/18,69204
2019/06/19,-5200
2019/06/20,-73306
2019/06/21,22855
2019/06/22,5089
2019/06/23,-55597
2019/06/24,6932
2019/06/25,30521
2019/06/26,-10801
2019/06/27,-41386
2019/06/28,-110948
2019/06/29,-82603
2019/06/30,-141186
2019/07/01,-224787
2019/07/02,-85099
2019/07/03,-54882
2019/07/04,-36151
2019/07/05,-23433
2019/07/06,-139148
2019/07/07,-51046
2019/07/08,39792
2019/07/09,6992
2019/07/10,9246
2019/07/11,-90886
2019/07/12,-165487
2019/07/13,-136506
2019/07/14,-103038
2019/07/15,-65389
2019/07/16,-255469
2019/07/17,-33503
2019/07/18,-96296
2019/07/19,-65856
2019/07/20,-75568
2019/07/21,-170632
2019/07/22,-85086
2019/07/23,-76948
2019/07/24,-135799
2019/07/25,-122353
2019/07/26,-146056
2019/07/27,-125242
2019/07/28,-91119
2019/07/29,-44287
2019/07/30,39564
2019/07/31,-46217
2019/08/01,-120946
2019/08/02,-81014
2019/08/03,-119060
2019/08/04,-130902
2019/08/05,52571
2019/08/06,89011
2019/08/07,-16941
2019/08/08,-55670
2019/08/09,-10217
2019/08/10,-12165
2019/08/11,-72066
2019/08/12,90444
2019/08/13,52900
2019/08/14,-9054
2019/08/15,41587
2019/08/16,3198
2019/08/17,-24461
2019/08/18,-32597
2019/08/19,59670
2019/08/20,102472
2019/08/21,32035
2019/08/22,51648
2019/08/23,90787
2019/08/24,44733
2019/08/25,-4458
2019/08/26,60340
2019/08/27,65237
2019/08/28,22362
2019/08/29,-18674
2019/08/30,13555
2019/08/31,8784
2019/09/01,-30118
2019/09/02,86303
2019/09/03,120726
2019/09/04,-38161
2019/09/05,-10611
2019/09/06,17479
2019/09/07,-17954
2019/09/08,-44896
2019/09/09,34751
2019/09/10,26203
2019/09/11,-35754
2019/09/12,-15966
2019/09/13,-70701
