Date,price7stdUSD
2016/01/01,0.089
2016/01/02,0.099
2016/01/03,0.099
2016/01/04,0.086
2016/01/05,0.051
2016/01/06,0.017
2016/01/07,0.021
2016/01/08,0.019
2016/01/09,0.059
2016/01/10,0.085
2016/01/11,0.085
2016/01/12,0.13
2016/01/13,0.125
2016/01/14,0.116
2016/01/15,0.124
2016/01/16,0.134
2016/01/17,0.131
2016/01/18,0.182
2016/01/19,0.202
2016/01/20,0.219
2016/01/21,0.222
2016/01/22,0.224
2016/01/23,0.289
2016/01/24,0.495
2016/01/25,0.667
2016/01/26,0.822
2016/01/27,0.803
2016/01/28,0.737
2016/01/29,0.537
2016/01/30,0.284
2016/01/31,0.179
2016/02/01,0.221
2016/02/02,0.23
2016/02/03,0.231
2016/02/04,0.243
2016/02/05,0.247
2016/02/06,0.244
2016/02/07,0.315
2016/02/08,0.501
2016/02/09,0.733
2016/02/10,1.283
2016/02/11,1.762
2016/02/12,2.329
2016/02/13,2.148
2016/02/14,1.78
2016/02/15,1.436
2016/02/16,0.912
2016/02/17,1.039
2016/02/18,1.252
2016/02/19,0.953
2016/02/20,0.932
2016/02/21,0.908
2016/02/22,0.731
2016/02/23,1.095
2016/02/24,1.273
2016/02/25,1.399
2016/02/26,1.371
2016/02/27,1.22
2016/02/28,0.817
2016/02/29,0.553
2016/03/01,0.572
2016/03/02,1.221
2016/03/03,2.184
2016/03/04,2.489
2016/03/05,3.317
2016/03/06,3.525
2016/03/07,3.015
2016/03/08,2.103
2016/03/09,1.515
2016/03/10,1.594
2016/03/11,1.244
2016/03/12,1.949
2016/03/13,3.023
2016/03/14,3.125
2016/03/15,2.487
2016/03/16,2.031
2016/03/17,2.041
2016/03/18,2.499
2016/03/19,2.863
2016/03/20,2.633
2016/03/21,2.237
2016/03/22,1.976
2016/03/23,1.277
2016/03/24,1.228
2016/03/25,1.08
2016/03/26,1.026
2016/03/27,0.839
2016/03/28,0.825
2016/03/29,0.813
2016/03/30,0.79
2016/03/31,0.882
2016/04/01,0.831
2016/04/02,0.719
2016/04/03,0.377
2016/04/04,0.333
2016/04/05,0.681
2016/04/06,0.83
2016/04/07,0.923
2016/04/08,1.124
2016/04/09,1.267
2016/04/10,1.61
2016/04/11,1.683
2016/04/12,1.914
2016/04/13,1.879
2016/04/14,1.488
2016/04/15,1.112
2016/04/16,0.57
2016/04/17,0.884
2016/04/18,1.021
2016/04/19,0.988
2016/04/20,0.749
2016/04/21,0.73
2016/04/22,0.856
2016/04/23,0.944
2016/04/24,0.833
2016/04/25,0.794
2016/04/26,0.787
2016/04/27,0.699
2016/04/28,0.599
2016/04/29,0.596
2016/04/30,0.694
2016/05/01,0.949
2016/05/02,1.567
2016/05/03,1.771
2016/05/04,1.804
2016/05/05,1.572
2016/05/06,1.036
2016/05/07,0.623
2016/05/08,0.279
2016/05/09,0.279
2016/05/10,0.274
2016/05/11,0.316
2016/05/12,0.563
2016/05/13,0.913
2016/05/14,0.923
2016/05/15,0.839
2016/05/16,0.811
2016/05/17,1.19
2016/05/18,1.992
2016/05/19,2.78
2016/05/20,3.312
2016/05/21,3.125
2016/05/22,2.623
2016/05/23,1.68
2016/05/24,0.991
2016/05/25,1.275
2016/05/26,1.486
2016/05/27,1.873
2016/05/28,2.096
2016/05/29,1.779
2016/05/30,1.154
2016/05/31,1.273
2016/06/01,1.753
2016/06/02,2.02
2016/06/03,1.826
2016/06/04,1.328
2016/06/05,0.927
2016/06/06,0.39
2016/06/07,0.265
2016/06/08,0.545
2016/06/09,0.64
2016/06/10,0.585
2016/06/11,0.53
2016/06/12,0.616
2016/06/13,1.739
2016/06/14,2.971
2016/06/15,3.612
2016/06/16,4.238
2016/06/17,3.779
2016/06/18,4.245
2016/06/19,5.203
2016/06/20,6.143
2016/06/21,6.266
2016/06/22,5.582
2016/06/23,3.611
2016/06/24,1.747
2016/06/25,1.987
2016/06/26,1.943
2016/06/27,1.499
2016/06/28,0.897
2016/06/29,1.328
2016/06/30,1.484
2016/07/01,1.635
2016/07/02,1.534
2016/07/03,1.337
2016/07/04,0.908
2016/07/05,1.205
2016/07/06,1.425
2016/07/07,1.57
2016/07/08,1.459
2016/07/09,1.209
2016/07/10,0.883
2016/07/11,0.551
2016/07/12,0.547
2016/07/13,0.554
2016/07/14,0.484
2016/07/15,0.925
2016/07/16,1.106
2016/07/17,1.112
2016/07/18,1.037
2016/07/19,0.884
2016/07/20,0.714
2016/07/21,0.821
2016/07/22,1.489
2016/07/23,2.266
2016/07/24,2.186
2016/07/25,1.944
2016/07/26,1.433
2016/07/27,1.244
2016/07/28,1.137
2016/07/29,1.184
2016/07/30,0.592
2016/07/31,0.633
2016/08/01,0.826
2016/08/02,1.727
2016/08/03,2.371
2016/08/04,2.268
2016/08/05,2.002
2016/08/06,1.568
2016/08/07,1.157
2016/08/08,0.935
2016/08/09,1.143
2016/08/10,1.033
2016/08/11,1.061
2016/08/12,1.06
2016/08/13,0.875
2016/08/14,0.702
2016/08/15,0.587
2016/08/16,0.7
2016/08/17,0.644
2016/08/18,0.652
2016/08/19,0.599
2016/08/20,0.423
2016/08/21,0.286
2016/08/22,0.297
2016/08/23,0.283
2016/08/24,0.284
2016/08/25,0.276
2016/08/26,0.173
2016/08/27,0.176
2016/08/28,0.187
2016/08/29,0.223
2016/08/30,0.219
2016/08/31,0.253
2016/09/01,0.743
2016/09/02,0.911
2016/09/03,0.952
2016/09/04,0.873
2016/09/05,0.699
2016/09/06,0.533
2016/09/07,0.438
2016/09/08,0.387
2016/09/09,0.268
2016/09/10,0.162
2016/09/11,0.255
2016/09/12,0.274
2016/09/13,0.36
2016/09/14,0.379
2016/09/15,0.326
2016/09/16,0.319
2016/09/17,0.516
2016/09/18,0.689
2016/09/19,0.747
2016/09/20,1.129
2016/09/21,1.258
2016/09/22,1.056
2016/09/23,0.834
2016/09/24,0.721
2016/09/25,0.658
2016/09/26,0.654
2016/09/27,0.565
2016/09/28,0.271
2016/09/29,0.271
2016/09/30,0.222
2016/10/01,0.22
2016/10/02,0.21
2016/10/03,0.137
2016/10/04,0.161
2016/10/05,0.156
2016/10/06,0.276
2016/10/07,0.433
2016/10/08,0.724
2016/10/09,0.875
2016/10/10,1.046
2016/10/11,0.947
2016/10/12,0.778
2016/10/13,0.586
2016/10/14,0.33
2016/10/15,0.244
2016/10/16,0.103
2016/10/17,0.085
2016/10/18,0.397
2016/10/19,0.415
2016/10/20,0.406
2016/10/21,0.393
2016/10/22,0.352
2016/10/23,0.34
2016/10/24,0.325
2016/10/25,0.42
2016/10/26,0.471
2016/10/27,0.538
2016/10/28,0.597
2016/10/29,0.837
2016/10/30,0.888
2016/10/31,0.697
2016/11/01,0.698
2016/11/02,0.586
2016/11/03,0.451
2016/11/04,0.349
2016/11/05,0.34
2016/11/06,0.273
2016/11/07,0.22
2016/11/08,0.14
2016/11/09,0.272
2016/11/10,0.354
2016/11/11,0.452
2016/11/12,0.566
2016/11/13,0.591
2016/11/14,0.576
2016/11/15,0.466
2016/11/16,0.375
2016/11/17,0.254
2016/11/18,0.29
2016/11/19,0.383
2016/11/20,0.44
2016/11/21,0.464
2016/11/22,0.423
2016/11/23,0.3
2016/11/24,0.265
2016/11/25,0.327
2016/11/26,0.381
2016/11/27,0.519
2016/11/28,0.713
2016/11/29,0.972
2016/11/30,0.925
2016/12/01,0.87
2016/12/02,0.905
2016/12/03,0.8
2016/12/04,0.719
2016/12/05,0.802
2016/12/06,1.092
2016/12/07,0.962
2016/12/08,0.981
2016/12/09,1.079
2016/12/10,1.144
2016/12/11,1.166
2016/12/12,1.07
2016/12/13,0.446
2016/12/14,0.171
2016/12/15,0.276
2016/12/16,0.4
2016/12/17,0.542
2016/12/18,0.566
2016/12/19,0.55
2016/12/20,0.465
2016/12/21,0.225
2016/12/22,0.172
2016/12/23,0.289
2016/12/24,0.399
2016/12/25,0.421
2016/12/26,0.412
2016/12/27,0.412
2016/12/28,0.285
2016/12/29,0.623
2016/12/30,0.875
2016/12/31,0.919
2017/01/01,0.956
2017/01/02,0.894
2017/01/03,0.894
2017/01/04,1.602
2017/01/05,2.015
2017/01/06,2.055
2017/01/07,1.843
2017/01/08,1.59
