Date,sentinusd90emaUSD
2016/12/16,18666476
2016/12/17,18776817
2016/12/18,18735652
2016/12/19,18558237
2016/12/20,18383013
2016/12/21,18331966
2016/12/22,18486137
2016/12/23,19086611
2016/12/24,19041432
2016/12/25,18790460
2016/12/26,18509200
2016/12/27,18325322
2016/12/28,18380506
2016/12/29,18793422
2016/12/30,18973769
2016/12/31,19674320
2017/01/01,19571016
2017/01/02,19654689
2017/01/03,20204003
2017/01/04,21564405
2017/01/05,22952163
2017/01/06,24079331
2017/01/07,24495989
2017/01/08,24506771
2017/01/09,24979384
2017/01/10,25479299
2017/01/11,25937296
2017/01/12,26317891
2017/01/13,26265045
2017/01/14,25885801
2017/01/15,25441999
2017/01/16,25052679
2017/01/17,24843531
2017/01/18,24492760
2017/01/19,24179897
2017/01/20,24271897
2017/01/21,23961121
2017/01/22,23666481
2017/01/23,23353706
2017/01/24,23024259
2017/01/25,22736408
2017/01/26,22483399
2017/01/27,22224748
2017/01/28,21874559
2017/01/29,21593730
2017/01/30,21279312
2017/01/31,21108331
2017/02/01,20940870
2017/02/02,20767803
2017/02/03,20697801
2017/02/04,20678946
2017/02/05,20407540
2017/02/06,20297532
2017/02/07,20170003
2017/02/08,20023745
2017/02/09,19909524
2017/02/10,19869427
2017/02/11,19664229
2017/02/12,19532807
2017/02/13,19402053
2017/02/14,19915855
2017/02/15,20657631
2017/02/16,20870969
2017/02/17,21135150
2017/02/18,21336276
2017/02/19,21523664
2017/02/20,21735652
2017/02/21,22305209
2017/02/22,22563596
2017/02/23,22796087
2017/02/24,23760985
2017/02/25,24172195
2017/02/26,24801752
2017/02/27,27199156
2017/02/28,30499837
2017/03/01,33948576
2017/03/02,40084676
2017/03/03,46345327
2017/03/04,49882260
2017/03/05,52577148
2017/03/06,57980612
2017/03/07,61063095
2017/03/08,64151520
2017/03/09,68384819
2017/03/10,72275744
2017/03/11,77604091
2017/03/12,87716742
2017/03/13,97031742
2017/03/14,99815969
2017/03/15,102840304
2017/03/16,128576379
2017/03/17,141995192
2017/03/18,159093643
2017/03/19,160121172
2017/03/20,162896033
2017/03/21,171712559
2017/03/22,178311077
2017/03/23,185022043
2017/03/24,197132468
2017/03/25,206253930
2017/03/26,212380308
2017/03/27,219938853
2017/03/28,227170547
2017/03/29,237421444
2017/03/30,252234119
2017/03/31,262890755
2017/04/01,267769929
2017/04/02,278504319
2017/04/03,289446217
2017/04/04,291157179
2017/04/05,297055137
2017/04/06,307340810
2017/04/07,305444870
2017/04/08,305345517
2017/04/09,305163176
2017/04/10,306658368
2017/04/11,308139339
2017/04/12,309092164
2017/04/13,308571531
2017/04/14,309335293
2017/04/15,306290739
2017/04/16,301479256
2017/04/17,297397403
2017/04/18,300134575
2017/04/19,304274625
2017/04/20,309443101
2017/04/21,311050469
2017/04/22,311676578
2017/04/23,312335662
2017/04/24,314910620
2017/04/25,316649745
2017/04/26,322450212
2017/04/27,334699808
2017/04/28,348518089
2017/04/29,362450723
2017/04/30,380104348
2017/05/01,414108588
2017/05/02,439221381
2017/05/03,467938134
2017/05/04,500477565
2017/05/05,536668287
2017/05/06,555800405
2017/05/07,584044837
2017/05/08,609073749
2017/05/09,631547276
2017/05/10,653276818
2017/05/11,682570174
2017/05/12,702616192
2017/05/13,712422365
2017/05/14,720994805
2017/05/15,738584771
2017/05/16,764508640
2017/05/17,774591700
2017/05/18,776724641
2017/05/19,796517757
2017/05/20,805466621
2017/05/21,825383353
2017/05/22,901326665
2017/05/23,939603035
2017/05/24,983047181
2017/05/25,1023732590
2017/05/26,1065448703
2017/05/27,1081478917
2017/05/28,1094200021
2017/05/29,1110687918
2017/05/30,1140888111
2017/05/31,1230372506
2017/06/01,1285044257
2017/06/02,1336573635
2017/06/03,1382226407
2017/06/04,1424230083
2017/06/05,1485267605
2017/06/06,1567158041
2017/06/07,1635078753
2017/06/08,1686390552
2017/06/09,1743180812
2017/06/10,1778528638
2017/06/11,1830213344
2017/06/12,2001466065
2017/06/13,2138580434
2017/06/14,2200729956
2017/06/15,2300972053
2017/06/16,2390278210
2017/06/17,2418476966
2017/06/18,2440957829
2017/06/19,2474587356
2017/06/20,2535099622
2017/06/21,2521618929
2017/06/22,2526242033
2017/06/23,2543923537
2017/06/24,2567740059
2017/06/25,2537837246
2017/06/26,2542713863
2017/06/27,2549580791
2017/06/28,2560617942
2017/06/29,2579443164
2017/06/30,2586662278
2017/07/01,2583061964
2017/07/02,2567803784
2017/07/03,2662433182
2017/07/04,2726196294
2017/07/05,2707051603
2017/07/06,2696191024
2017/07/07,2687869474
2017/07/08,2668501000
2017/07/09,2628231276
2017/07/10,2623607939
2017/07/11,2621289381
2017/07/12,2621176556
2017/07/13,2663265608
2017/07/14,2713081335
2017/07/15,2752812873
2017/07/16,2780201816
2017/07/17,2805474623
2017/07/18,2860853963
2017/07/19,2911463413
2017/07/20,2945623861
2017/07/21,2983874067
2017/07/22,2940780838
2017/07/23,2910856175
2017/07/24,2950544961
2017/07/25,2992992163
2017/07/26,3010680780
2017/07/27,3038120797
2017/07/28,3077290988
2017/07/29,3101063547
2017/07/30,3094961240
2017/07/31,3064694427
2017/08/01,3042844457
2017/08/02,3019585031
2017/08/03,2990239734
2017/08/04,2962774456
2017/08/05,2945336842
2017/08/06,2930269960
2017/08/07,2923084013
2017/08/08,2926422839
2017/08/09,2935116397
2017/08/10,3024105248
2017/08/11,3265565670
2017/08/12,3384552120
2017/08/13,3507707333
2017/08/14,3590438515
2017/08/15,3634081067
2017/08/16,3653729192
2017/08/17,3674723416
2017/08/18,3697110799
2017/08/19,3691307632
2017/08/20,3675179103
2017/08/21,3681716667
2017/08/22,3678720915
2017/08/23,3689299792
2017/08/24,3692028015
2017/08/25,3686286448
2017/08/26,3644124856
2017/08/27,3708917058
2017/08/28,3839707937
2017/08/29,3922142993
2017/08/30,4133976501
2017/08/31,4183374426
2017/09/01,4225287235
2017/09/02,4240986829
2017/09/03,4229300426
2017/09/04,4249550362
2017/09/05,4261222502
2017/09/06,4285998587
2017/09/07,4275462192
2017/09/08,4274632175
2017/09/09,4311975925
2017/09/10,4327263350
2017/09/11,4329792536
2017/09/12,4335385902
2017/09/13,4298874438
2017/09/14,4287708470
2017/09/15,4285909311
2017/09/16,4248113734
2017/09/17,4220764145
2017/09/18,4244606164
2017/09/19,4244428414
2017/09/20,4211421401
2017/09/21,4175077216
2017/09/22,4131698034
2017/09/23,4085941579
2017/09/24,4037136074
2017/09/25,4001417401
2017/09/26,3968263651
2017/09/27,3939939637
2017/09/28,3917609101
2017/09/29,3884102027
2017/09/30,3841031457
2017/10/01,3786191025
2017/10/02,3749239679
2017/10/03,3811840043
2017/10/04,3824209323
2017/10/05,3800653329
2017/10/06,3779110084
2017/10/07,3746838231
2017/10/08,3722608755
2017/10/09,3709124298
2017/10/10,3700296255
2017/10/11,3683989444
2017/10/12,3676030816
2017/10/13,3694804668
2017/10/14,3688756188
2017/10/15,3674838322
2017/10/16,3649382015
2017/10/17,3648310629
2017/10/18,3665779205
2017/10/19,3669283748
2017/10/20,3665174422
2017/10/21,3652900753
2017/10/22,3632812055
2017/10/23,3633245330
2017/10/24,3637056562
2017/10/25,3623220055
2017/10/26,3607029323
2017/10/27,3527753953
2017/10/28,3450220899
2017/10/29,3374391869
2017/10/30,3300229410
2017/10/31,3227696896
2017/11/01,3248196788
2017/11/02,3275092049
2017/11/03,3284790145
2017/11/04,3268206974
2017/11/05,3248344854
2017/11/06,3240172618
2017/11/07,3220853856
2017/11/08,3224975229
2017/11/09,3283031580
2017/11/10,3303267546
2017/11/11,3315243519
2017/11/12,3359252262
2017/11/13,3363074529
2017/11/14,3367819556
2017/11/15,3416532958
2017/11/16,3452073277
2017/11/17,3488905524
2017/11/18,3506108929
2017/11/19,3527873976
2017/11/20,3583616632
2017/11/21,3636341181
2017/11/22,3690635840
2017/11/23,3750875468
2017/11/24,3798793224
2017/11/25,3881173495
2017/11/26,3953520764
2017/11/27,4072958318
2017/11/28,4234189230
2017/11/29,4427008123
2017/11/30,4576230090
2017/12/01,4683409894
2017/12/02,4809022682
2017/12/03,4921550045
2017/12/04,5023312337
2017/12/05,5012842902
2017/12/06,5040340110
2017/12/07,5031738946
2017/12/08,5010733546
2017/12/09,4969933756
2017/12/10,4923478375
2017/12/11,4882506303
2017/12/12,4935469254
2017/12/13,4982635586
2017/12/14,5062756831
2017/12/15,5100188788
2017/12/16,5114669359
2017/12/17,5129426360
2017/12/18,5156861104
2017/12/19,5247514011
2017/12/20,5360570235
2017/12/21,5478359320
2017/12/22,5573478369
2017/12/23,5603549172
2017/12/24,5588565051
2017/12/25,5564470569
2017/12/26,5587234659
2017/12/27,5631841727
2017/12/28,5704653732
2017/12/29,5817741631
2017/12/30,5942728678
2017/12/31,5955687102
2018/01/01,5961009744
2018/01/02,6091521857
2018/01/03,6230435044
2018/01/04,6516734940
2018/01/05,6772784497
2018/01/06,6961616085
2018/01/07,7100900855
2018/01/08,7329123665
2018/01/09,7599672078
2018/01/10,7937520781
2018/01/11,8188501401
2018/01/12,8348689186
2018/01/13,8450449616
2018/01/14,9002723212
2018/01/15,9148081192
2018/01/16,9328133225
2018/01/17,9459372831
2018/01/18,9568357565
2018/01/19,9569011736
2018/01/20,9551711726
2018/01/21,9519876918
2018/01/22,9512798196
2018/01/23,9490237709
2018/01/24,9474010106
2018/01/25,9362436908
2018/01/26,9386447409
2018/01/27,9332883066
2018/01/28,9319066132
2018/01/29,9322777260
2018/01/30,9330818569
2018/01/31,9324531210
2018/02/01,9322106336
2018/02/02,9344797024
2018/02/03,9270588130
2018/02/04,9168287466
2018/02/05,9089857543
2018/02/06,9023179106
2018/02/07,8948393180
2018/02/08,8817128464
2018/02/09,8717640100
2018/02/10,8636791059
2018/02/11,8519497909
2018/02/12,8420064197
2018/02/13,8354999402
2018/02/14,8266538383
2018/02/15,8197625756
2018/02/16,8106889132
2018/02/17,8017707853
2018/02/18,7927887346
2018/02/19,7832555822
2018/02/20,7752404626
2018/02/21,7665247104
2018/02/22,7600363149
2018/02/23,7492035291
2018/02/24,7381365723
2018/02/25,7253891992
2018/02/26,7141168631
2018/02/27,7014208999
2018/02/28,6890102611
2018/03/01,6771142435
2018/03/02,6651933498
2018/03/03,6525479907
2018/03/04,6402316308
2018/03/05,6291591496
2018/03/06,6189171572
2018/03/07,6087369969
2018/03/08,5980842811
2018/03/09,5876827344
2018/03/10,5765861795
2018/03/11,5655958068
2018/03/12,5555188912
2018/03/13,5474806632
2018/03/14,5382543085
2018/03/15,5289157817
2018/03/16,5191507142
2018/03/17,5093312898
2018/03/18,5013385650
2018/03/19,4930847168
2018/03/20,4845361108
2018/03/21,4761158753
2018/03/22,4675191874
2018/03/23,4595728329
2018/03/24,4508893346
2018/03/25,4421191470
2018/03/26,4345489215
2018/03/27,4275319684
2018/03/28,4205807649
2018/03/29,4136862710
2018/03/30,4065637351
2018/03/31,3989571547
2018/04/01,3912557166
2018/04/02,3838780772
2018/04/03,3769203597
2018/04/04,3699888965
2018/04/05,3629364976
2018/04/06,3560390239
2018/04/07,3489595520
2018/04/08,3423755167
2018/04/09,3362359839
2018/04/10,3299685176
2018/04/11,3240870421
2018/04/12,3192076652
2018/04/13,3146601569
2018/04/14,3088129362
2018/04/15,3033648993
2018/04/16,2982711067
2018/04/17,2933458358
2018/04/18,2888787980
2018/04/19,2846984483
2018/04/20,2812395645
2018/04/21,2773170542
2018/04/22,2729477016
2018/04/23,2712964277
2018/04/24,2694545982
2018/04/25,2671051488
2018/04/26,2640481730
2018/04/27,2613239264
2018/04/28,2582523771
2018/04/29,2550749092
2018/04/30,2524909104
2018/05/01,2496671606
2018/05/02,2481659117
2018/05/03,2473422809
2018/05/04,2463591248
2018/05/05,2440359199
2018/05/06,2413340705
2018/05/07,2408606476
2018/05/08,2390499152
2018/05/09,2374265889
2018/05/10,2357706617
2018/05/11,2339670661
2018/05/12,2311945488
2018/05/13,2279484391
2018/05/14,2263701868
2018/05/15,2245366070
2018/05/16,2221858826
2018/05/17,2199308148
2018/05/18,2175777730
2018/05/19,2146590423
2018/05/20,2119281119
2018/05/21,2098490301
2018/05/22,2085523344
2018/05/23,2076723899
2018/05/24,2058451451
2018/05/25,2036996994
2018/05/26,2009666115
2018/05/27,1990493883
2018/05/28,1979191855
2018/05/29,1962454199
2018/05/30,1946227805
2018/05/31,1932074727
2018/06/01,1921027232
2018/06/02,1895649462
2018/06/03,1869066598
2018/06/04,1854890445
2018/06/05,1841231893
2018/06/06,1830610784
2018/06/07,1819132109
2018/06/08,1809907650
2018/06/09,1785989674
2018/06/10,1768830732
2018/06/11,1755235670
2018/06/12,1750783421
2018/06/13,1755692326
2018/06/14,1761270938
2018/06/15,1762127849
2018/06/16,1741002483
2018/06/17,1715778550
2018/06/18,1695632620
2018/06/19,1680848512
2018/06/20,1668016600
2018/06/21,1653192978
2018/06/22,1642787572
2018/06/23,1620023747
2018/06/24,1604179252
2018/06/25,1593199615
2018/06/26,1577420630
2018/06/27,1561243727
2018/06/28,1544195372
2018/06/29,1530169636
2018/06/30,1508838479
2018/07/01,1485676671
2018/07/02,1467436094
2018/07/03,1453927975
2018/07/04,1437923035
2018/07/05,1423403932
2018/07/06,1408541180
2018/07/07,1389109680
2018/07/08,1372183652
2018/07/09,1360542238
2018/07/10,1349527585
2018/07/11,1333614826
2018/07/12,1316773627
2018/07/13,1299783686
2018/07/14,1280084886
2018/07/15,1259682820
2018/07/16,1249645428
2018/07/17,1241100230
2018/07/18,1236075233
2018/07/19,1226194008
2018/07/20,1217073103
2018/07/21,1201327955
2018/07/22,1185490426
2018/07/23,1175961702
2018/07/24,1167902615
2018/07/25,1158160234
2018/07/26,1145696255
2018/07/27,1134402909
2018/07/28,1117658862
2018/07/29,1100972955
2018/07/30,1092528380
2018/07/31,1096065079
2018/08/01,1086021342
2018/08/02,1076819819
2018/08/03,1065094836
2018/08/04,1050375125
2018/08/05,1035286104
2018/08/06,1023555976
2018/08/07,1013300558
2018/08/08,1007667622
2018/08/09,998262001
2018/08/10,990646552
2018/08/11,980503990
2018/08/12,966120779
2018/08/13,961837211
2018/08/14,958942030
2018/08/15,952596336
2018/08/16,941481132
2018/08/17,933103468
2018/08/18,920004069
2018/08/19,904922824
2018/08/20,894364534
2018/08/21,883694670
2018/08/22,875021075
2018/08/23,864604298
2018/08/24,854312209
2018/08/25,842171615
2018/08/26,829571692
2018/08/27,821163099
2018/08/28,812325731
2018/08/29,804532575
2018/08/30,795735482
2018/08/31,787548702
2018/09/01,777714372
2018/09/02,766562358
2018/09/03,761163125
2018/09/04,762958914
2018/09/05,760620335
2018/09/06,759035563
2018/09/07,754950336
2018/09/08,748238583
2018/09/09,741261722
2018/09/10,735624596
2018/09/11,729895452
2018/09/12,728496519
2018/09/13,722646789
2018/09/14,716771589
2018/09/15,707938602
2018/09/16,698218438
2018/09/17,691978052
2018/09/18,684898823
2018/09/19,676980777
2018/09/20,670861598
2018/09/21,670839396
2018/09/22,664402721
2018/09/23,657217597
2018/09/24,652591874
2018/09/25,647118577
2018/09/26,641617716
2018/09/27,635530428
2018/09/28,629966214
2018/09/29,623232399
2018/09/30,616449444
2018/10/01,609254003
2018/10/02,601378904
2018/10/03,595907705
2018/10/04,590674184
2018/10/05,584963114
2018/10/06,577487408
2018/10/07,569606582
2018/10/08,565233804
2018/10/09,559955217
2018/10/10,555031448
2018/10/11,556581680
2018/10/12,553064262
2018/10/13,546141035
2018/10/14,539248354
2018/10/15,542826523
2018/10/16,541311947
2018/10/17,538336752
2018/10/18,537241930
2018/10/19,532941085
2018/10/20,527740831
2018/10/21,525119287
2018/10/22,520788508
2018/10/23,517012331
2018/10/24,513040800
2018/10/25,511623336
2018/10/26,508099229
2018/10/27,501387994
2018/10/28,494927802
2018/10/29,492807274
2018/10/30,489186982
2018/10/31,485990415
2018/11/01,482378444
2018/11/02,480089260
2018/11/03,474355868
2018/11/04,470778541
2018/11/05,471270062
2018/11/06,469664338
2018/11/07,469634083
2018/11/08,467491440
2018/11/09,464924316
2018/11/10,459892247
2018/11/11,454998021
2018/11/12,453692313
2018/11/13,451580295
2018/11/14,454641066
2018/11/15,457089677
2018/11/16,455834188
2018/11/17,451188384
2018/11/18,448670303
2018/11/19,455862686
2018/11/20,463208499
2018/11/21,464338858
2018/11/22,461885550
2018/11/23,460006960
2018/11/24,456041870
2018/11/25,455652364
2018/11/26,454150456
2018/11/27,450876328
2018/11/28,449667467
2018/11/29,449295569
2018/11/30,483538544
2018/12/01,512605696
2018/12/02,505003045
2018/12/03,499516077
2018/12/04,494072786
2018/12/05,490032930
2018/12/06,487652594
2018/12/07,486398209
2018/12/08,481154453
2018/12/09,475482588
2018/12/10,470144334
2018/12/11,464899446
2018/12/12,459347722
2018/12/13,455161537
2018/12/14,450275196
2018/12/15,443770847
2018/12/16,437423543
2018/12/17,434679198
2018/12/18,431912244
2018/12/19,432394040
2018/12/20,433481682
2018/12/21,435282923
2018/12/22,430905911
2018/12/23,429919036
2018/12/24,433193009
2018/12/25,430582691
2018/12/26,427327188
2018/12/27,425715894
2018/12/28,424535888
2018/12/29,426767406
2018/12/30,422331957
2018/12/31,419374634
2019/01/01,415152207
2019/01/02,415042358
2019/01/03,414281163
2019/01/04,418026753
2019/01/05,423440470
2019/01/06,422373187
2019/01/07,422032187
2019/01/08,420538838
2019/01/09,418639658
2019/01/10,418934694
2019/01/11,420609761
2019/01/12,415503484
2019/01/13,411140535
2019/01/14,411384928
2019/01/15,409022283
2019/01/16,407178062
2019/01/17,404012607
2019/01/18,399863722
2019/01/19,395042767
2019/01/20,390951691
2019/01/21,387097291
2019/01/22,383354822
2019/01/23,380076123
2019/01/24,377824170
2019/01/25,374558515
2019/01/26,369636682
2019/01/27,366234833
2019/01/28,365810656
2019/01/29,363053046
2019/01/30,360667404
2019/01/31,358334907
2019/02/01,355041508
2019/02/02,350116527
2019/02/03,345510011
2019/02/04,340336932
2019/02/05,335178559
2019/02/06,331811583
2019/02/07,327849151
2019/02/08,325859411
2019/02/09,321727310
2019/02/10,318434970
2019/02/11,316523219
2019/02/12,313651881
2019/02/13,311623372
2019/02/14,309252117
2019/02/15,306711056
2019/02/16,302887488
2019/02/17,301099446
2019/02/18,303829467
2019/02/19,306130600
2019/02/20,306554020
2019/02/21,306698932
2019/02/22,306804245
2019/02/23,305144276
2019/02/24,308197892
2019/02/25,312785658
2019/02/26,311579475
2019/02/27,313513364
2019/02/28,313717311
2019/03/01,312395492
2019/03/02,309898997
2019/03/03,308056492
2019/03/04,308295786
2019/03/05,308262299
2019/03/06,308149486
2019/03/07,307834599
2019/03/08,308310747
2019/03/09,307028831
2019/03/10,305419478
2019/03/11,305975275
2019/03/12,306182278
2019/03/13,305465299
2019/03/14,305391330
2019/03/15,305175831
2019/03/16,304452299
2019/03/17,303118631
2019/03/18,304368559
2019/03/19,303461259
2019/03/20,305588874
2019/03/21,306424931
2019/03/22,305917360
2019/03/23,306914208
2019/03/24,305515801
2019/03/25,307340427
2019/03/26,308095962
2019/03/27,308290440
2019/03/28,308613285
2019/03/29,309828487
2019/03/30,310948010
2019/03/31,310850583
2019/04/01,311670318
2019/04/02,318673905
2019/04/03,327217330
2019/04/04,330287639
2019/04/05,332691690
2019/04/06,332177948
2019/04/07,333804296
2019/04/08,341489059
2019/04/09,347021195
2019/04/10,350620678
2019/04/11,353763173
2019/04/12,355059878
2019/04/13,352848392
2019/04/14,351321718
2019/04/15,352863761
2019/04/16,353076262
2019/04/17,353482470
2019/04/18,355700023
2019/04/19,356646223
2019/04/20,355985998
2019/04/21,355669249
2019/04/22,356888376
2019/04/23,359528641
2019/04/24,364336329
2019/04/25,367668780
2019/04/26,375029742
2019/04/27,373414095
2019/04/28,373305490
2019/04/29,375651510
2019/04/30,377742050
2019/05/01,378716904
2019/05/02,377830145
2019/05/03,378766499
2019/05/04,377600631
2019/05/05,376004435
2019/05/06,378745443
2019/05/07,383573614
2019/05/08,386827338
2019/05/09,388928830
2019/05/10,391242392
2019/05/11,401132913
2019/05/12,404426948
2019/05/13,412438901
2019/05/14,419428915
2019/05/15,432662194
2019/05/16,463629798
