Date,activeaddresses7wma
2016/12/22,24332
2016/12/23,24388
2016/12/24,23835
2016/12/25,22772
2016/12/26,21688
2016/12/27,21020
2016/12/28,20719
2016/12/29,20725
2016/12/30,20838
2016/12/31,21293
2017/01/01,20923
2017/01/02,21019
2017/01/03,21077
2017/01/04,22417
2017/01/05,23661
2017/01/06,24228
2017/01/07,24272
2017/01/08,23935
2017/01/09,24170
2017/01/10,23860
2017/01/11,23701
2017/01/12,23686
2017/01/13,23345
2017/01/14,22825
2017/01/15,22472
2017/01/16,22777
2017/01/17,23054
2017/01/18,22907
2017/01/19,22965
2017/01/20,23349
2017/01/21,23272
2017/01/22,23113
2017/01/23,22960
2017/01/24,23185
2017/01/25,22937
2017/01/26,22749
2017/01/27,22553
2017/01/28,22317
2017/01/29,22016
2017/01/30,22114
2017/01/31,22095
2017/02/01,22314
2017/02/02,22574
2017/02/03,22628
2017/02/04,23010
2017/02/05,23451
2017/02/06,23597
2017/02/07,23684
2017/02/08,23869
2017/02/09,24000
2017/02/10,24356
2017/02/11,23948
2017/02/12,23852
2017/02/13,24744
2017/02/14,25579
2017/02/15,26344
2017/02/16,26607
2017/02/17,26686
2017/02/18,27007
2017/02/19,26647
2017/02/20,26701
2017/02/21,26653
2017/02/22,26534
2017/02/23,26355
2017/02/24,27029
2017/02/25,27143
2017/02/26,27278
2017/02/27,27872
2017/02/28,29568
2017/03/01,31181
2017/03/02,34653
2017/03/03,36191
2017/03/04,36478
2017/03/05,36120
2017/03/06,36023
2017/03/07,35002
2017/03/08,34200
2017/03/09,34488
2017/03/10,34858
2017/03/11,35594
2017/03/12,37032
2017/03/13,41387
2017/03/14,43268
2017/03/15,45200
2017/03/16,51554
2017/03/17,56476
2017/03/18,57367
2017/03/19,55904
2017/03/20,54463
2017/03/21,53241
2017/03/22,51105
2017/03/23,48961
2017/03/24,49705
2017/03/25,49912
2017/03/26,48930
2017/03/27,49299
2017/03/28,49214
2017/03/29,49562
2017/03/30,52271
2017/03/31,56255
2017/04/01,54678
2017/04/02,55020
2017/04/03,57708
2017/04/04,57002
2017/04/05,56147
2017/04/06,57543
2017/04/07,55429
2017/04/08,52544
2017/04/09,49387
2017/04/10,47780
2017/04/11,46556
2017/04/12,46480
2017/04/13,47200
2017/04/14,47842
2017/04/15,47663
2017/04/16,45906
2017/04/17,45004
2017/04/18,46174
2017/04/19,47194
2017/04/20,49003
2017/04/21,48495
2017/04/22,47750
2017/04/23,47460
2017/04/24,48283
2017/04/25,48490
2017/04/26,50574
2017/04/27,55631
2017/04/28,58251
2017/04/29,59184
2017/04/30,60402
2017/05/01,63645
2017/05/02,65363
2017/05/03,64660
2017/05/04,67770
2017/05/05,70142
2017/05/06,69120
2017/05/07,70069
2017/05/08,73379
2017/05/09,74825
2017/05/10,75050
2017/05/11,76262
2017/05/12,75107
2017/05/13,72061
2017/05/14,70323
2017/05/15,71431
2017/05/16,72634
2017/05/17,72423
2017/05/18,76919
2017/05/19,85752
2017/05/20,85863
2017/05/21,88136
2017/05/22,95088
2017/05/23,102975
2017/05/24,109058
2017/05/25,113301
2017/05/26,114428
2017/05/27,111236
2017/05/28,106853
2017/05/29,104185
2017/05/30,104620
2017/05/31,108237
2017/06/01,115858
2017/06/02,117380
2017/06/03,118630
2017/06/04,119437
2017/06/05,121616
2017/06/06,125837
2017/06/07,127819
2017/06/08,127508
2017/06/09,132194
2017/06/10,137425
2017/06/11,146130
2017/06/12,163940
2017/06/13,176111
2017/06/14,181117
2017/06/15,186149
2017/06/16,183706
2017/06/17,179474
2017/06/18,176190
2017/06/19,178154
2017/06/20,180712
2017/06/21,175156
2017/06/22,182859
2017/06/23,188907
2017/06/24,188196
2017/06/25,180731
2017/06/26,194183
2017/06/27,192248
2017/06/28,192114
2017/06/29,189464
2017/06/30,186349
2017/07/01,182399
2017/07/02,179365
2017/07/03,182802
2017/07/04,185564
2017/07/05,184571
2017/07/06,183108
2017/07/07,188524
2017/07/08,182131
2017/07/09,173728
2017/07/10,178635
2017/07/11,181853
2017/07/12,183435
2017/07/13,178934
2017/07/14,175054
2017/07/15,170669
2017/07/16,167817
2017/07/17,165215
2017/07/18,167190
2017/07/19,170279
2017/07/20,172097
2017/07/21,171016
2017/07/22,163914
2017/07/23,168162
2017/07/24,168021
2017/07/25,166140
2017/07/26,161893
2017/07/27,160504
2017/07/28,161432
2017/07/29,155883
2017/07/30,152586
2017/07/31,159990
2017/08/01,158234
2017/08/02,159100
2017/08/03,158710
2017/08/04,162693
2017/08/05,166279
2017/08/06,168040
2017/08/07,172643
2017/08/08,184522
2017/08/09,188327
2017/08/10,199654
2017/08/11,209414
2017/08/12,213265
2017/08/13,214746
2017/08/14,230261
2017/08/15,241191
2017/08/16,250531
2017/08/17,259091
2017/08/18,269170
2017/08/19,263938
2017/08/20,249082
2017/08/21,247479
2017/08/22,240066
2017/08/23,240045
2017/08/24,234891
2017/08/25,234183
2017/08/26,223710
2017/08/27,216925
2017/08/28,218349
2017/08/29,227875
2017/08/30,237802
2017/08/31,249042
2017/09/01,254590
2017/09/02,250042
2017/09/03,238455
2017/09/04,252209
2017/09/05,261229
2017/09/06,273819
2017/09/07,275535
2017/09/08,279324
2017/09/09,273526
2017/09/10,258254
2017/09/11,250593
2017/09/12,254714
2017/09/13,249723
2017/09/14,253309
2017/09/15,267068
2017/09/16,260890
2017/09/17,245068
2017/09/18,245028
2017/09/19,238816
2017/09/20,231962
2017/09/21,223585
2017/09/22,209403
2017/09/23,198381
2017/09/24,192085
2017/09/25,190900
2017/09/26,189352
2017/09/27,190854
2017/09/28,196743
2017/09/29,203491
2017/09/30,201929
2017/10/01,196248
2017/10/02,196888
2017/10/03,199421
2017/10/04,197134
2017/10/05,196495
2017/10/06,195978
2017/10/07,193429
2017/10/08,192365
2017/10/09,193260
2017/10/10,202398
2017/10/11,208410
2017/10/12,214314
2017/10/13,226709
2017/10/14,226151
2017/10/15,222142
2017/10/16,218461
2017/10/17,228293
2017/10/18,230506
2017/10/19,230066
2017/10/20,235145
2017/10/21,237789
2017/10/22,243408
2017/10/23,245854
2017/10/24,248342
2017/10/25,244955
2017/10/26,244033
2017/10/27,241887
2017/10/28,180939
2017/10/29,128528
2017/10/30,85211
2017/10/31,117922
2017/11/01,154004
2017/11/02,197025
2017/11/03,224442
2017/11/04,236809
2017/11/05,240345
2017/11/06,246452
2017/11/07,244377
2017/11/08,248551
2017/11/09,254761
2017/11/10,261487
2017/11/11,258100
2017/11/12,263674
2017/11/13,263727
2017/11/14,269821
2017/11/15,285431
2017/11/16,289154
2017/11/17,297317
2017/11/18,293828
2017/11/19,290526
2017/11/20,296831
2017/11/21,302666
2017/11/22,308791
2017/11/23,314870
2017/11/24,317269
2017/11/25,318523
2017/11/26,319129
2017/11/27,335172
2017/11/28,354286
2017/11/29,379932
2017/11/30,395307
2017/12/01,398113
2017/12/02,400639
2017/12/03,409145
2017/12/04,415154
2017/12/05,416808
2017/12/06,461172
2017/12/07,453335
2017/12/08,461160
2017/12/09,458742
2017/12/10,450053
2017/12/11,466176
2017/12/12,493591
2017/12/13,527647
2017/12/14,572279
2017/12/15,592301
2017/12/16,602886
2017/12/17,607733
2017/12/18,633186
2017/12/19,675968
2017/12/20,701254
2017/12/21,739231
2017/12/22,774040
2017/12/23,755311
2017/12/24,698092
2017/12/25,644932
2017/12/26,613127
2017/12/27,606280
2017/12/28,612073
2017/12/29,659167
2017/12/30,726533
2017/12/31,726885
2018/01/01,718256
2018/01/02,759500
2018/01/03,818076
2018/01/04,899966
2018/01/05,945147
2018/01/06,964721
2018/01/07,958772
2018/01/08,962208
2018/01/09,970267
2018/01/10,957716
2018/01/11,948318
2018/01/12,923483
2018/01/13,912586
2018/01/14,883337
2018/01/15,892466
2018/01/16,917043
2018/01/17,939956
2018/01/18,944952
2018/01/19,901256
2018/01/20,836850
2018/01/21,810816
2018/01/22,773136
2018/01/23,732261
2018/01/24,697483
2018/01/25,639697
2018/01/26,642312
2018/01/27,622104
2018/01/28,611971
2018/01/29,621757
2018/01/30,624884
2018/01/31,627591
2018/02/01,656100
2018/02/02,672377
2018/02/03,648437
2018/02/04,621951
2018/02/05,614959
2018/02/06,614616
2018/02/07,597248
2018/02/08,551720
2018/02/09,539432
2018/02/10,544873
2018/02/11,530924
2018/02/12,537227
2018/02/13,523447
2018/02/14,518532
2018/02/15,518857
2018/02/16,499326
2018/02/17,484880
2018/02/18,476363
2018/02/19,484599
2018/02/20,508486
2018/02/21,515643
2018/02/22,511632
2018/02/23,499313
2018/02/24,472007
2018/02/25,449039
2018/02/26,449903
2018/02/27,443437
2018/02/28,447020
2018/03/01,444492
2018/03/02,445381
2018/03/03,432243
2018/03/04,411344
2018/03/05,414145
2018/03/06,418970
2018/03/07,448170
2018/03/08,445195
2018/03/09,438837
2018/03/10,424640
2018/03/11,402340
2018/03/12,395040
2018/03/13,391314
2018/03/14,398581
2018/03/15,402374
2018/03/16,399801
2018/03/17,388987
2018/03/18,389879
2018/03/19,398623
2018/03/20,394802
2018/03/21,398327
2018/03/22,395466
2018/03/23,411806
2018/03/24,412100
2018/03/25,387540
2018/03/26,384453
2018/03/27,376139
2018/03/28,363383
2018/03/29,360648
2018/03/30,363292
2018/03/31,356132
2018/04/01,345577
2018/04/02,344833
2018/04/03,353734
2018/04/04,356478
2018/04/05,373240
2018/04/06,380419
2018/04/07,373973
2018/04/08,375500
2018/04/09,380960
2018/04/10,375352
2018/04/11,373239
2018/04/12,384127
2018/04/13,397373
2018/04/14,392460
2018/04/15,389278
2018/04/16,389972
2018/04/17,397246
2018/04/18,398262
2018/04/19,407326
2018/04/20,421862
2018/04/21,437414
2018/04/22,452647
2018/04/23,472443
2018/04/24,489292
2018/04/25,488503
2018/04/26,483144
2018/04/27,470869
2018/04/28,459474
2018/04/29,444045
2018/04/30,442948
2018/05/01,432996
2018/05/02,440120
2018/05/03,457728
2018/05/04,533143
2018/05/05,533909
2018/05/06,525676
2018/05/07,524021
2018/05/08,525686
2018/05/09,527458
2018/05/10,526187
2018/05/11,519904
2018/05/12,526729
2018/05/13,525262
2018/05/14,527550
2018/05/15,525590
2018/05/16,529750
2018/05/17,540512
2018/05/18,548154
2018/05/19,564470
2018/05/20,559863
2018/05/21,551696
2018/05/22,552058
2018/05/23,553944
2018/05/24,551532
2018/05/25,543204
2018/05/26,535483
2018/05/27,537038
2018/05/28,551212
2018/05/29,551467
2018/05/30,550759
2018/05/31,548830
2018/06/01,533709
2018/06/02,527379
2018/06/03,529395
2018/06/04,523718
2018/06/05,516469
2018/06/06,509266
2018/06/07,507300
2018/06/08,494487
2018/06/09,396985
2018/06/10,285146
2018/06/11,317048
2018/06/12,336540
2018/06/13,364924
2018/06/14,392006
2018/06/15,426256
2018/06/16,435038
2018/06/17,443248
2018/06/18,438360
2018/06/19,444405
2018/06/20,454344
2018/06/21,460722
2018/06/22,470324
2018/06/23,467904
2018/06/24,463107
2018/06/25,490214
2018/06/26,481563
2018/06/27,478322
2018/06/28,480521
2018/06/29,478540
2018/06/30,437484
2018/07/01,383340
2018/07/02,347069
2018/07/03,321533
2018/07/04,300560
2018/07/05,295176
2018/07/06,285354
2018/07/07,281302
2018/07/08,295469
2018/07/09,314063
2018/07/10,330923
2018/07/11,338495
2018/07/12,336684
2018/07/13,327924
2018/07/14,313833
2018/07/15,300580
2018/07/16,329136
2018/07/17,357417
2018/07/18,402853
2018/07/19,430647
2018/07/20,439460
2018/07/21,431055
2018/07/22,435421
2018/07/23,446690
2018/07/24,463242
2018/07/25,479118
2018/07/26,482639
2018/07/27,497132
2018/07/28,495082
2018/07/29,491969
2018/07/30,493244
2018/07/31,490429
2018/08/01,488919
2018/08/02,482869
2018/08/03,487356
2018/08/04,476693
2018/08/05,463852
2018/08/06,457214
2018/08/07,441694
2018/08/08,416988
2018/08/09,398045
2018/08/10,292871
2018/08/11,205739
2018/08/12,134402
2018/08/13,189741
2018/08/14,239251
2018/08/15,283967
2018/08/16,338105
2018/08/17,370707
2018/08/18,389975
2018/08/19,393589
2018/08/20,396859
2018/08/21,386929
2018/08/22,382148
2018/08/23,376010
2018/08/24,374945
2018/08/25,372964
2018/08/26,374528
2018/08/27,381098
2018/08/28,386166
2018/08/29,372660
2018/08/30,368639
2018/08/31,363976
2018/09/01,371859
2018/09/02,382847
2018/09/03,392230
2018/09/04,391945
2018/09/05,395297
2018/09/06,391380
2018/09/07,386838
2018/09/08,376575
2018/09/09,368260
2018/09/10,361664
2018/09/11,351726
2018/09/12,344246
2018/09/13,342177
2018/09/14,334234
2018/09/15,317452
2018/09/16,302813
2018/09/17,306511
2018/09/18,301282
2018/09/19,294727
2018/09/20,295079
2018/09/21,301312
2018/09/22,297165
2018/09/23,293145
2018/09/24,288793
2018/09/25,291021
2018/09/26,287698
2018/09/27,288147
2018/09/28,290261
2018/09/29,281874
2018/09/30,285030
2018/10/01,283602
2018/10/02,280522
2018/10/03,293514
2018/10/04,306843
2018/10/05,323856
2018/10/06,344174
2018/10/07,339266
2018/10/08,339234
2018/10/09,338499
2018/10/10,330023
2018/10/11,328802
2018/10/12,324757
2018/10/13,323419
2018/10/14,322074
2018/10/15,329744
2018/10/16,338539
2018/10/17,347060
2018/10/18,349360
2018/10/19,350002
2018/10/20,347457
2018/10/21,339241
2018/10/22,343653
2018/10/23,343814
2018/10/24,343627
2018/10/25,342314
2018/10/26,343566
2018/10/27,336816
2018/10/28,331310
2018/10/29,341431
2018/10/30,350711
2018/10/31,356822
2018/11/01,356719
2018/11/02,345534
2018/11/03,333116
2018/11/04,322539
2018/11/05,324158
2018/11/06,323510
2018/11/07,320101
2018/11/08,317018
2018/11/09,321301
2018/11/10,318041
2018/11/11,324570
2018/11/12,327345
2018/11/13,327169
2018/11/14,330872
2018/11/15,331260
2018/11/16,327451
2018/11/17,318990
2018/11/18,307346
2018/11/19,321952
2018/11/20,331212
2018/11/21,328178
2018/11/22,323335
2018/11/23,320735
2018/11/24,308596
2018/11/25,305258
2018/11/26,302598
2018/11/27,298720
2018/11/28,305492
2018/11/29,302881
2018/11/30,307482
2018/12/01,301598
2018/12/02,292876
2018/12/03,291758
2018/12/04,289245
2018/12/05,293380
2018/12/06,296861
2018/12/07,304453
2018/12/08,315224
2018/12/09,315332
2018/12/10,319774
2018/12/11,314844
2018/12/12,309414
2018/12/13,305207
2018/12/14,301656
2018/12/15,301781
2018/12/16,307625
2018/12/17,309515
2018/12/18,307117
2018/12/19,311720
2018/12/20,315786
2018/12/21,316658
2018/12/22,304076
2018/12/23,300402
2018/12/24,306985
2018/12/25,303505
2018/12/26,303184
2018/12/27,303698
2018/12/28,309809
2018/12/29,312562
2018/12/30,304649
2018/12/31,302200
2019/01/01,293474
2019/01/02,296069
2019/01/03,303599
2019/01/04,302542
2019/01/05,298451
2019/01/06,295902
2019/01/07,302035
2019/01/08,309620
2019/01/09,314068
2019/01/10,316598
2019/01/11,315217
2019/01/12,299475
2019/01/13,289559
2019/01/14,300081
2019/01/15,302390
2019/01/16,298221
2019/01/17,294324
2019/01/18,293657
2019/01/19,288952
2019/01/20,280328
2019/01/21,278010
2019/01/22,274904
2019/01/23,277689
2019/01/24,278550
2019/01/25,281062
2019/01/26,276810
2019/01/27,278159
2019/01/28,288782
2019/01/29,291135
2019/01/30,290230
2019/01/31,289146
2019/02/01,284381
2019/02/02,272820
2019/02/03,257072
2019/02/04,241587
2019/02/05,230940
2019/02/06,225036
2019/02/07,219836
2019/02/08,223073
2019/02/09,222003
2019/02/10,217430
2019/02/11,220828
2019/02/12,225316
2019/02/13,231769
2019/02/14,237072
2019/02/15,243078
2019/02/16,244367
2019/02/17,243307
2019/02/18,256176
2019/02/19,265301
2019/02/20,266984
2019/02/21,265008
2019/02/22,264569
2019/02/23,260680
2019/02/24,261556
2019/02/25,263140
2019/02/26,265705
2019/02/27,269417
2019/02/28,274101
2019/03/01,279184
2019/03/02,278421
2019/03/03,271485
2019/03/04,277284
2019/03/05,283263
2019/03/06,287946
2019/03/07,290292
2019/03/08,293087
2019/03/09,294646
2019/03/10,284333
2019/03/11,280758
2019/03/12,284121
2019/03/13,286142
2019/03/14,289355
2019/03/15,289231
2019/03/16,282187
2019/03/17,279725
2019/03/18,286304
2019/03/19,294324
2019/03/20,304512
2019/03/21,307323
2019/03/22,311475
2019/03/23,307559
2019/03/24,303366
2019/03/25,314464
2019/03/26,322231
2019/03/27,326153
2019/03/28,332689
2019/03/29,335966
2019/03/30,338007
2019/03/31,331619
2019/04/01,346411
2019/04/02,367609
2019/04/03,381198
2019/04/04,379299
2019/04/05,372839
2019/04/06,357607
2019/04/07,348411
2019/04/08,350236
2019/04/09,351391
2019/04/10,350591
2019/04/11,362941
2019/04/12,373377
2019/04/13,367652
2019/04/14,348698
2019/04/15,346063
2019/04/16,344749
2019/04/17,344841
2019/04/18,346335
2019/04/19,356035
2019/04/20,376742
2019/04/21,382440
2019/04/22,390421
2019/04/23,397215
2019/04/24,393753
2019/04/25,386075
2019/04/26,377500
2019/04/27,354840
2019/04/28,340046
2019/04/29,334559
2019/04/30,339296
2019/05/01,349094
2019/05/02,343223
2019/05/03,343250
2019/05/04,337278
2019/05/05,333420
2019/05/06,337298
2019/05/07,339119
2019/05/08,344866
2019/05/09,352732
2019/05/10,364059
2019/05/11,371007
2019/05/12,371309
2019/05/13,383845
2019/05/14,403575
2019/05/15,424758
2019/05/16,449015
2019/05/17,453967
2019/05/18,444829
2019/05/19,432471
2019/05/20,428782
2019/05/21,434170
2019/05/22,432000
2019/05/23,433195
2019/05/24,441189
2019/05/25,442074
2019/05/26,433801
2019/05/27,449829
2019/05/28,460652
2019/05/29,477888
2019/05/30,480298
2019/05/31,486983
2019/06/01,522517
2019/06/02,530749
2019/06/03,523242
2019/06/04,506791
2019/06/05,481020
2019/06/06,479146
2019/06/07,448139
2019/06/08,415499
2019/06/09,408881
2019/06/10,399777
2019/06/11,411795
2019/06/12,449550
2019/06/13,453555
2019/06/14,456161
2019/06/15,463675
2019/06/16,494264
2019/06/17,479695
2019/06/18,473385
2019/06/19,458101
2019/06/20,440245
2019/06/21,441305
2019/06/22,439151
2019/06/23,427143
2019/06/24,430313
2019/06/25,430743
2019/06/26,446524
2019/06/27,449655
2019/06/28,440667
2019/06/29,428719
2019/06/30,409532
2019/07/01,401351
2019/07/02,409064
2019/07/03,412723
2019/07/04,413695
2019/07/05,408339
2019/07/06,394825
2019/07/07,376224
2019/07/08,375481
2019/07/09,383109
2019/07/10,385526
2019/07/11,381743
2019/07/12,387000
2019/07/13,370827
2019/07/14,361527
2019/07/15,368404
2019/07/16,354592
2019/07/17,360488
2019/07/18,360470
2019/07/19,359282
2019/07/20,349537
2019/07/21,332765
2019/07/22,336579
2019/07/23,333277
2019/07/24,324065
2019/07/25,319127
2019/07/26,324546
2019/07/27,325382
2019/07/28,324405
2019/07/29,329334
2019/07/30,346531
2019/07/31,349128
2019/08/01,345738
2019/08/02,348225
2019/08/03,336191
2019/08/04,314648
2019/08/05,332236
2019/08/06,350389
2019/08/07,358144
2019/08/08,363543
2019/08/09,372764
2019/08/10,372768
2019/08/11,363020
2019/08/12,370367
2019/08/13,373849
2019/08/14,379310
2019/08/15,376461
2019/08/16,380248
2019/08/17,370728
2019/08/18,358442
2019/08/19,359257
2019/08/20,364844
2019/08/21,371637
2019/08/22,374751
2019/08/23,381380
2019/08/24,377641
2019/08/25,369490
2019/08/26,371951
2019/08/27,373799
2019/08/28,372165
2019/08/29,372884
2019/08/30,369572
2019/08/31,361839
2019/09/01,351541
2019/09/02,356745
2019/09/03,360117
2019/09/04,360917
2019/09/05,371330
2019/09/06,378081
2019/09/07,373478
2019/09/08,366915
2019/09/09,371575
2019/09/10,366188
2019/09/11,365782
2019/09/12,366371
2019/09/13,355447
2019/09/14,348976
2019/09/15,343961
2019/09/16,352963
2019/09/17,354807
2019/09/18,358548
2019/09/19,357800
2019/09/20,365705
2019/09/21,350491
2019/09/22,332288
2019/09/23,321075
2019/09/24,325476
2019/09/25,326526
2019/09/26,324986
2019/09/27,323563
2019/09/28,320428
2019/09/29,311206
2019/09/30,314721
2019/10/01,316527
2019/10/02,317549
2019/10/03,311330
2019/10/04,304947
2019/10/05,303908
2019/10/06,299256
2019/10/07,300627
2019/10/08,307565
2019/10/09,323395
2019/10/10,332864
2019/10/11,340106
2019/10/12,334191
2019/10/13,322061
2019/10/14,319284
2019/10/15,321620
2019/10/16,319892
2019/10/17,319852
2019/10/18,330340
2019/10/19,332098
2019/10/20,324248
2019/10/21,325198
2019/10/22,325434
2019/10/23,325586
2019/10/24,325393
2019/10/25,327968
2019/10/26,330333
2019/10/27,322976
2019/10/28,326530
