Date,hashrate3rsi
2016/01/01,26.448
2016/01/02,32.832
2016/01/03,68.127
2016/01/04,58.394
2016/01/05,71.444
2016/01/06,76.33
2016/01/07,25.39
2016/01/08,61.609
2016/01/09,62.685
2016/01/10,39.305
2016/01/11,69.152
2016/01/12,42.172
2016/01/13,32.447
2016/01/14,61.653
2016/01/15,72.1
2016/01/16,76.98
2016/01/17,63.216
2016/01/18,82.302
2016/01/19,67.335
2016/01/20,71.189
2016/01/21,58.475
2016/01/22,85.071
2016/01/23,79.717
2016/01/24,93.522
2016/01/25,57.196
2016/01/26,79.465
2016/01/27,68.933
2016/01/28,55.713
2016/01/29,69.485
2016/01/30,67.281
2016/01/31,36.51
2016/02/01,68.418
2016/02/02,40.039
2016/02/03,69.703
2016/02/04,67.047
2016/02/05,69.965
2016/02/06,40.407
2016/02/07,60.147
2016/02/08,77.781
2016/02/09,50.797
2016/02/10,64.982
2016/02/11,79.171
2016/02/12,51.083
2016/02/13,74.245
2016/02/14,77.551
2016/02/15,83.963
2016/02/16,75.509
2016/02/17,47.719
2016/02/18,30.986
2016/02/19,68.702
2016/02/20,71.627
2016/02/21,76.695
2016/02/22,89.015
2016/02/23,90.08
2016/02/24,82.862
2016/02/25,87.621
2016/02/26,94.259
2016/02/27,96.106
2016/02/28,97.569
2016/02/29,51.698
2016/03/01,64.085
2016/03/02,82.189
2016/03/03,86.861
2016/03/04,91.546
2016/03/05,95.749
2016/03/06,96.155
2016/03/07,96.867
2016/03/08,97.657
2016/03/09,98.544
2016/03/10,99.335
2016/03/11,99.563
2016/03/12,99.799
2016/03/13,99.898
2016/03/14,69.649
2016/03/15,79.754
2016/03/16,84.098
2016/03/17,89.832
2016/03/18,77.123
2016/03/19,88.348
2016/03/20,91.426
2016/03/21,71.546
2016/03/22,81.627
2016/03/23,38.89
2016/03/24,71.963
2016/03/25,81.102
2016/03/26,85.781
2016/03/27,87.837
2016/03/28,65.277
2016/03/29,79.767
2016/03/30,85.689
2016/03/31,91.071
2016/04/01,92.597
2016/04/02,52.146
2016/04/03,76.436
2016/04/04,85.647
2016/04/05,86.519
2016/04/06,69.919
2016/04/07,35.269
2016/04/08,73.664
2016/04/09,68.759
2016/04/10,80.435
2016/04/11,54.439
2016/04/12,41.733
2016/04/13,68.086
2016/04/14,70.739
2016/04/15,83.627
2016/04/16,86.727
2016/04/17,57.482
2016/04/18,80.898
2016/04/19,80.35
2016/04/20,86.458
2016/04/21,88.692
2016/04/22,46.903
2016/04/23,72.916
2016/04/24,58.343
2016/04/25,79.875
2016/04/26,54.393
2016/04/27,58.806
2016/04/28,72.627
2016/04/29,80.984
2016/04/30,90.11
2016/05/01,77.594
2016/05/02,42.617
2016/05/03,72.428
2016/05/04,61.73
2016/05/05,63.95
2016/05/06,67.295
2016/05/07,57.718
2016/05/08,77.858
2016/05/09,83.35
2016/05/10,91.472
2016/05/11,40.348
2016/05/12,60.902
2016/05/13,83.687
2016/05/14,68.173
2016/05/15,71.66
2016/05/16,67.777
2016/05/17,64.445
2016/05/18,87.862
2016/05/19,92.247
2016/05/20,94.821
2016/05/21,95.663
2016/05/22,86.893
2016/05/23,89.073
2016/05/24,94.163
2016/05/25,95.845
2016/05/26,97.276
2016/05/27,97.741
2016/05/28,99.07
2016/05/29,99.26
2016/05/30,88.061
2016/05/31,51.34
2016/06/01,27.098
2016/06/02,61.176
2016/06/03,85.752
2016/06/04,78.65
2016/06/05,51.298
2016/06/06,73.731
2016/06/07,76.97
2016/06/08,79.063
2016/06/09,92.331
2016/06/10,40.639
2016/06/11,60.785
2016/06/12,64.263
2016/06/13,79.047
2016/06/14,81.914
2016/06/15,69.074
2016/06/16,68.377
2016/06/17,87.705
2016/06/18,54.331
2016/06/19,70.621
2016/06/20,57.039
2016/06/21,40.271
2016/06/22,72.833
2016/06/23,80.74
2016/06/24,78.197
2016/06/25,69.105
2016/06/26,86.312
2016/06/27,91.019
2016/06/28,93.352
2016/06/29,52.675
2016/06/30,58.821
2016/07/01,77.293
2016/07/02,79.058
2016/07/03,89.215
2016/07/04,82.526
2016/07/05,82.763
2016/07/06,83.5
2016/07/07,62.073
2016/07/08,76.288
2016/07/09,80.754
2016/07/10,89.566
2016/07/11,95.953
2016/07/12,94.906
2016/07/13,97.733
2016/07/14,60.934
2016/07/15,32.839
2016/07/16,46.545
2016/07/17,55.781
2016/07/18,84.389
2016/07/19,58.848
2016/07/20,34.195
2016/07/21,70.744
2016/07/22,39.447
2016/07/23,65.187
2016/07/24,45.903
2016/07/25,30.131
2016/07/26,17.413
2016/07/27,11.36
2016/07/28,50.007
2016/07/29,40.386
2016/07/30,32.411
2016/07/31,45.12
2016/08/01,32.366
2016/08/02,13.213
2016/08/03,9.689
2016/08/04,56.072
2016/08/05,64.246
2016/08/06,48.988
2016/08/07,64.688
2016/08/08,72.322
2016/08/09,85.316
2016/08/10,88.615
2016/08/11,91.685
2016/08/12,87.423
2016/08/13,67.679
2016/08/14,69.891
2016/08/15,75.041
2016/08/16,89.297
2016/08/17,85.543
2016/08/18,93.134
2016/08/19,66.592
2016/08/20,84.857
2016/08/21,88.246
2016/08/22,90.3
2016/08/23,94.405
