Date,transactions3wma
2016/09/21,47048
2016/09/22,50189
2016/09/23,42587
2016/09/24,42225
2016/09/25,39699
2016/09/26,41898
2016/09/27,44365
2016/09/28,44257
2016/09/29,42277
2016/09/30,38523
2016/10/01,45219
2016/10/02,49217
2016/10/03,49717
2016/10/04,52739
2016/10/05,47692
2016/10/06,41763
2016/10/07,41083
2016/10/08,39552
2016/10/09,41818
2016/10/10,43398
2016/10/11,42830
2016/10/12,36175
2016/10/13,32965
2016/10/14,36751
2016/10/15,36207
2016/10/16,35717
2016/10/17,36342
2016/10/18,44493
2016/10/19,42904
2016/10/20,43201
2016/10/21,49786
2016/10/22,45386
2016/10/23,39903
2016/10/24,44357
2016/10/25,47215
2016/10/26,47207
2016/10/27,45164
2016/10/28,43072
2016/10/29,41238
2016/10/30,39975
2016/10/31,42329
2016/11/01,46095
2016/11/02,45606
2016/11/03,43850
2016/11/04,37655
2016/11/05,36760
2016/11/06,35188
2016/11/07,38716
2016/11/08,40497
2016/11/09,41105
2016/11/10,40516
2016/11/11,40676
2016/11/12,40825
2016/11/13,42309
2016/11/14,43309
2016/11/15,44569
2016/11/16,43265
2016/11/17,41819
2016/11/18,42419
2016/11/19,41029
2016/11/20,41456
2016/11/21,41957
2016/11/22,48058
2016/11/23,57129
2016/11/24,48791
2016/11/25,52039
2016/11/26,45904
2016/11/27,45505
2016/11/28,45811
2016/11/29,47056
2016/11/30,43332
2016/12/01,39459
2016/12/02,39724
2016/12/03,40746
2016/12/04,40548
2016/12/05,40914
2016/12/06,44578
2016/12/07,43881
2016/12/08,41746
2016/12/09,40877
2016/12/10,40695
2016/12/11,40011
2016/12/12,39186
2016/12/13,41773
2016/12/14,44992
2016/12/15,46260
2016/12/16,45226
2016/12/17,42056
2016/12/18,38793
2016/12/19,41587
2016/12/20,43427
2016/12/21,47743
2016/12/22,51891
2016/12/23,49052
2016/12/24,42871
2016/12/25,38285
2016/12/26,35776
2016/12/27,38807
2016/12/28,41577
2016/12/29,44797
2016/12/30,45027
2016/12/31,43221
2017/01/01,40532
2017/01/02,39606
2017/01/03,42614
2017/01/04,47240
2017/01/05,49336
2017/01/06,46880
2017/01/07,44678
2017/01/08,43205
2017/01/09,44607
2017/01/10,46607
2017/01/11,46368
2017/01/12,48398
2017/01/13,49816
2017/01/14,46398
2017/01/15,43361
2017/01/16,43611
2017/01/17,45419
2017/01/18,45617
2017/01/19,44591
2017/01/20,44929
2017/01/21,44181
2017/01/22,45779
2017/01/23,46066
2017/01/24,48471
2017/01/25,47612
2017/01/26,47249
2017/01/27,46668
2017/01/28,45964
2017/01/29,44098
2017/01/30,44386
2017/01/31,44032
2017/02/01,44382
2017/02/02,43976
2017/02/03,43382
2017/02/04,44249
2017/02/05,45537
2017/02/06,46735
2017/02/07,49459
2017/02/08,50718
2017/02/09,49611
2017/02/10,50584
2017/02/11,48666
2017/02/12,46883
2017/02/13,50861
2017/02/14,55366
2017/02/15,56424
2017/02/16,52993
2017/02/17,50481
2017/02/18,49447
2017/02/19,48814
2017/02/20,49385
2017/02/21,53972
2017/02/22,53023
2017/02/23,50330
2017/02/24,51303
2017/02/25,52583
2017/02/26,52620
2017/02/27,52434
2017/02/28,56305
2017/03/01,58753
2017/03/02,65360
2017/03/03,65702
2017/03/04,62606
2017/03/05,58817
2017/03/06,57313
2017/03/07,59806
2017/03/08,58059
2017/03/09,61027
2017/03/10,63216
2017/03/11,64821
2017/03/12,65778
2017/03/13,73875
2017/03/14,76925
2017/03/15,79941
2017/03/16,94903
2017/03/17,103502
2017/03/18,98830
2017/03/19,90045
2017/03/20,83318
2017/03/21,83004
2017/03/22,80887
2017/03/23,81540
2017/03/24,84502
2017/03/25,85194
2017/03/26,82528
2017/03/27,87852
2017/03/28,86946
2017/03/29,90406
2017/03/30,93184
2017/03/31,99131
2017/04/01,90688
2017/04/02,88515
2017/04/03,93189
2017/04/04,91371
2017/04/05,89169
2017/04/06,91105
2017/04/07,92717
2017/04/08,82884
2017/04/09,76801
2017/04/10,74620
2017/04/11,75534
2017/04/12,78052
2017/04/13,81493
2017/04/14,82010
2017/04/15,78482
2017/04/16,73783
2017/04/17,72288
2017/04/18,77606
2017/04/19,82726
2017/04/20,85187
2017/04/21,83411
2017/04/22,78104
2017/04/23,76596
2017/04/24,78213
2017/04/25,86206
2017/04/26,89254
2017/04/27,97633
2017/04/28,102868
2017/04/29,98481
2017/04/30,95745
2017/05/01,103058
2017/05/02,108445
2017/05/03,104152
2017/05/04,108276
2017/05/05,108772
2017/05/06,102825
2017/05/07,103073
2017/05/08,110134
2017/05/09,113408
2017/05/10,112066
2017/05/11,113974
2017/05/12,110962
2017/05/13,105945
2017/05/14,102325
2017/05/15,112067
2017/05/16,115993
2017/05/17,129313
2017/05/18,134806
2017/05/19,149943
2017/05/20,142214
2017/05/21,145415
2017/05/22,159846
2017/05/23,177262
2017/05/24,185396
2017/05/25,185123
2017/05/26,177128
2017/05/27,161833
2017/05/28,155755
2017/05/29,155939
2017/05/30,175537
2017/05/31,198027
2017/06/01,203225
2017/06/02,199530
2017/06/03,185986
2017/06/04,181101
2017/06/05,184472
2017/06/06,193719
2017/06/07,202149
2017/06/08,196331
2017/06/09,205012
2017/06/10,209905
2017/06/11,227336
2017/06/12,262193
2017/06/13,277756
2017/06/14,267343
2017/06/15,260930
2017/06/16,252930
2017/06/17,247282
2017/06/18,244986
2017/06/19,265427
2017/06/20,290604
2017/06/21,261152
2017/06/22,267278
2017/06/23,269629
2017/06/24,264660
2017/06/25,245093
2017/06/26,277201
2017/06/27,270616
2017/06/28,274250
2017/06/29,265475
2017/06/30,259963
2017/07/01,248415
2017/07/02,246572
2017/07/03,273966
2017/07/04,282846
2017/07/05,279963
2017/07/06,266842
2017/07/07,279226
2017/07/08,265666
2017/07/09,244540
2017/07/10,267737
2017/07/11,284248
2017/07/12,289579
2017/07/13,273595
2017/07/14,258910
2017/07/15,242565
2017/07/16,243453
2017/07/17,245943
2017/07/18,259875
2017/07/19,266825
2017/07/20,260249
2017/07/21,244655
2017/07/22,221985
2017/07/23,237530
2017/07/24,252640
2017/07/25,252574
2017/07/26,236297
2017/07/27,227521
2017/07/28,235550
2017/07/29,219124
2017/07/30,210652
2017/07/31,227048
2017/08/01,227091
2017/08/02,230076
2017/08/03,231621
2017/08/04,245870
2017/08/05,255809
2017/08/06,262557
2017/08/07,272528
2017/08/08,297345
2017/08/09,293305
2017/08/10,315701
2017/08/11,337806
2017/08/12,344595
2017/08/13,338834
2017/08/14,372475
2017/08/15,398811
2017/08/16,412904
2017/08/17,420753
2017/08/18,433284
2017/08/19,407829
2017/08/20,354662
2017/08/21,362652
2017/08/22,364978
2017/08/23,374411
2017/08/24,361924
2017/08/25,356251
2017/08/26,329419
2017/08/27,322946
2017/08/28,340939
2017/08/29,372578
2017/08/30,392272
2017/08/31,391392
2017/09/01,390342
2017/09/02,360301
2017/09/03,327028
2017/09/04,377437
2017/09/05,420238
2017/09/06,470144
2017/09/07,463728
2017/09/08,464013
2017/09/09,421108
2017/09/10,367727
2017/09/11,355010
2017/09/12,378432
2017/09/13,378703
2017/09/14,379502
2017/09/15,408580
2017/09/16,397513
2017/09/17,342974
2017/09/18,340182
2017/09/19,338050
2017/09/20,335537
2017/09/21,323157
2017/09/22,295590
2017/09/23,273389
2017/09/24,272412
2017/09/25,290301
2017/09/26,302064
2017/09/27,307651
2017/09/28,318632
2017/09/29,324495
2017/09/30,311601
2017/10/01,294952
2017/10/02,296971
2017/10/03,313297
2017/10/04,313972
2017/10/05,314491
2017/10/06,316095
2017/10/07,304641
2017/10/08,298759
2017/10/09,311544
2017/10/10,333665
2017/10/11,343383
2017/10/12,354741
2017/10/13,368089
2017/10/14,353032
2017/10/15,338373
2017/10/16,369150
2017/10/17,443725
2017/10/18,471811
2017/10/19,488177
2017/10/20,516555
2017/10/21,496094
2017/10/22,463187
2017/10/23,456399
2017/10/24,474782
2017/10/25,472334
2017/10/26,468724
2017/10/27,232205
2017/10/28,77734
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,261203
2017/11/02,440910
2017/11/03,509237
2017/11/04,451184
2017/11/05,422910
2017/11/06,461325
2017/11/07,475280
2017/11/08,482290
2017/11/09,472127
2017/11/10,464506
2017/11/11,427527
2017/11/12,424887
2017/11/13,432111
2017/11/14,458114
2017/11/15,502789
2017/11/16,505248
2017/11/17,508211
2017/11/18,481283
2017/11/19,470273
2017/11/20,496538
2017/11/21,516163
2017/11/22,536283
2017/11/23,538038
2017/11/24,532827
2017/11/25,545230
2017/11/26,545863
2017/11/27,578699
2017/11/28,612807
2017/11/29,646235
2017/11/30,655420
2017/12/01,640442
2017/12/02,630709
2017/12/03,659952
2017/12/04,686817
2017/12/05,696124
2017/12/06,743875
2017/12/07,708964
2017/12/08,734853
2017/12/09,718927
2017/12/10,721764
2017/12/11,771178
2017/12/12,831899
2017/12/13,883745
2017/12/14,919880
2017/12/15,917965
2017/12/16,908470
2017/12/17,888964
2017/12/18,934178
2017/12/19,1020220
2017/12/20,1021134
2017/12/21,1047073
2017/12/22,1073667
2017/12/23,1006059
2017/12/24,869331
2017/12/25,782072
2017/12/26,783914
2017/12/27,852940
2017/12/28,914587
2017/12/29,1013722
2017/12/30,1089977
2017/12/31,1034048
2018/01/01,959558
2018/01/02,1037771
2018/01/03,1155151
2018/01/04,1279944
2018/01/05,1292090
2018/01/06,1262049
2018/01/07,1197096
2018/01/08,1196380
2018/01/09,1225398
2018/01/10,1210168
2018/01/11,1188918
2018/01/12,1146981
2018/01/13,1158240
2018/01/14,1120363
2018/01/15,1160295
2018/01/16,1221374
2018/01/17,1265590
2018/01/18,1241276
2018/01/19,1136204
2018/01/20,1040861
2018/01/21,1005304
2018/01/22,986047
2018/01/23,956306
2018/01/24,928484
2018/01/25,853563
2018/01/26,891831
2018/01/27,865173
2018/01/28,880753
2018/01/29,903439
2018/01/30,913755
2018/01/31,896976
2018/02/01,947904
2018/02/02,972926
2018/02/03,902342
2018/02/04,835414
2018/02/05,840583
2018/02/06,869507
2018/02/07,851346
2018/02/08,761584
2018/02/09,758456
2018/02/10,801021
2018/02/11,801179
2018/02/12,813740
2018/02/13,778137
2018/02/14,759949
2018/02/15,761747
2018/02/16,735882
2018/02/17,750512
2018/02/18,752865
2018/02/19,786403
2018/02/20,839925
2018/02/21,856115
2018/02/22,812264
2018/02/23,762257
2018/02/24,737774
2018/02/25,711759
2018/02/26,721064
2018/02/27,708206
2018/02/28,714621
2018/03/01,698089
2018/03/02,720529
2018/03/03,699022
2018/03/04,670220
2018/03/05,703036
2018/03/06,714421
2018/03/07,754868
2018/03/08,725087
2018/03/09,685702
2018/03/10,627398
2018/03/11,609918
2018/03/12,640483
2018/03/13,676999
2018/03/14,681615
2018/03/15,667514
2018/03/16,657335
2018/03/17,623885
2018/03/18,648814
2018/03/19,678801
2018/03/20,679520
2018/03/21,686848
2018/03/22,652649
2018/03/23,661348
2018/03/24,635545
2018/03/25,580438
2018/03/26,590965
2018/03/27,588628
2018/03/28,589050
2018/03/29,582465
2018/03/30,608009
2018/03/31,600682
2018/04/01,572972
2018/04/02,578366
2018/04/03,613321
2018/04/04,629279
2018/04/05,665070
2018/04/06,660688
2018/04/07,599905
2018/04/08,584485
2018/04/09,592788
2018/04/10,588249
2018/04/11,596647
2018/04/12,644568
2018/04/13,697558
2018/04/14,664476
2018/04/15,635446
2018/04/16,640727
2018/04/17,696210
2018/04/18,709988
2018/04/19,765394
2018/04/20,804765
2018/04/21,786178
2018/04/22,761834
2018/04/23,775405
2018/04/24,800576
2018/04/25,805414
2018/04/26,799322
2018/04/27,780033
2018/04/28,774799
2018/04/29,764179
2018/04/30,770504
2018/05/01,742406
2018/05/02,761496
2018/05/03,801340
2018/05/04,911412
2018/05/05,868070
2018/05/06,775478
2018/05/07,756899
2018/05/08,788549
2018/05/09,820573
2018/05/10,841139
2018/05/11,836513
2018/05/12,812081
2018/05/13,781732
2018/05/14,786386
2018/05/15,783895
2018/05/16,796974
2018/05/17,816835
2018/05/18,829045
2018/05/19,839715
2018/05/20,809376
2018/05/21,801248
2018/05/22,808155
2018/05/23,824527
2018/05/24,820444
2018/05/25,809704
2018/05/26,783107
2018/05/27,775462
2018/05/28,816164
2018/05/29,822430
2018/05/30,822737
2018/05/31,824061
2018/06/01,792800
2018/06/02,775500
2018/06/03,787357
2018/06/04,801584
2018/06/05,794382
2018/06/06,771781
2018/06/07,769380
2018/06/08,744296
2018/06/09,754024
2018/06/10,762119
2018/06/11,769824
2018/06/12,769975
2018/06/13,783716
2018/06/14,777204
2018/06/15,770146
2018/06/16,702141
2018/06/17,664833
2018/06/18,670688
2018/06/19,729392
2018/06/20,777085
2018/06/21,773504
2018/06/22,769753
2018/06/23,720117
2018/06/24,689713
2018/06/25,755284
2018/06/26,757172
2018/06/27,769570
2018/06/28,751733
2018/06/29,744464
2018/06/30,685652
2018/07/01,644826
2018/07/02,557821
2018/07/03,553725
2018/07/04,496327
2018/07/05,508419
2018/07/06,479918
2018/07/07,483009
2018/07/08,553633
2018/07/09,617149
2018/07/10,668445
2018/07/11,661205
2018/07/12,612964
2018/07/13,577665
2018/07/14,536591
2018/07/15,490390
2018/07/16,588060
2018/07/17,660930
2018/07/18,724170
2018/07/19,732948
2018/07/20,705062
2018/07/21,656637
2018/07/22,656491
2018/07/23,707886
2018/07/24,757878
2018/07/25,781828
2018/07/26,756135
2018/07/27,767489
2018/07/28,735830
2018/07/29,724264
2018/07/30,734954
2018/07/31,744487
2018/08/01,753519
2018/08/02,766727
2018/08/03,762864
2018/08/04,741325
2018/08/05,717839
2018/08/06,704609
2018/08/07,668725
2018/08/08,611535
2018/08/09,563876
2018/08/10,580733
2018/08/11,623042
2018/08/12,642383
2018/08/13,670998
2018/08/14,683809
2018/08/15,670222
2018/08/16,689612
2018/08/17,650640
2018/08/18,635640
2018/08/19,610216
2018/08/20,636358
2018/08/21,624019
2018/08/22,609944
2018/08/23,599009
2018/08/24,597111
2018/08/25,587288
2018/08/26,578820
2018/08/27,610509
2018/08/28,617897
2018/08/29,585684
2018/08/30,581011
2018/08/31,577385
2018/09/01,619354
2018/09/02,625095
2018/09/03,631846
2018/09/04,608615
2018/09/05,615224
2018/09/06,601719
2018/09/07,591905
2018/09/08,563890
2018/09/09,560959
2018/09/10,559890
2018/09/11,560124
2018/09/12,564706
2018/09/13,560973
2018/09/14,537551
2018/09/15,503933
2018/09/16,474847
2018/09/17,509620
2018/09/18,511235
2018/09/19,512752
2018/09/20,501577
2018/09/21,522934
2018/09/22,499741
2018/09/23,481864
2018/09/24,474762
2018/09/25,497771
2018/09/26,499846
2018/09/27,503044
2018/09/28,500452
2018/09/29,467955
2018/09/30,467842
2018/10/01,470324
2018/10/02,483792
2018/10/03,522308
2018/10/04,547636
2018/10/05,577242
2018/10/06,590083
2018/10/07,547065
2018/10/08,536821
2018/10/09,532423
2018/10/10,527869
2018/10/11,547025
2018/10/12,557374
2018/10/13,553366
2018/10/14,530149
2018/10/15,541878
2018/10/16,560334
2018/10/17,575647
2018/10/18,572246
2018/10/19,585880
2018/10/20,561712
2018/10/21,532220
2018/10/22,547008
2018/10/23,555223
2018/10/24,547984
2018/10/25,538874
2018/10/26,543460
2018/10/27,522855
2018/10/28,513189
2018/10/29,560496
2018/10/30,594074
2018/10/31,598102
2018/11/01,591183
2018/11/02,568250
2018/11/03,533528
2018/11/04,515180
2018/11/05,545627
2018/11/06,577842
2018/11/07,578415
2018/11/08,565424
2018/11/09,553155
2018/11/10,519741
2018/11/11,518248
2018/11/12,543034
2018/11/13,555149
2018/11/14,570814
2018/11/15,567851
2018/11/16,560730
2018/11/17,530643
2018/11/18,502933
2018/11/19,557335
2018/11/20,601324
2018/11/21,602173
2018/11/22,581917
2018/11/23,566216
2018/11/24,530000
2018/11/25,523531
2018/11/26,537868
2018/11/27,556874
2018/11/28,592792
2018/11/29,579626
2018/11/30,588480
2018/12/01,555102
2018/12/02,521261
2018/12/03,525795
2018/12/04,547369
2018/12/05,577719
2018/12/06,588308
2018/12/07,582506
2018/12/08,565587
2018/12/09,533377
2018/12/10,538973
2018/12/11,537722
2018/12/12,538192
2018/12/13,550152
2018/12/14,561203
2018/12/15,559342
2018/12/16,536872
2018/12/17,549244
2018/12/18,554293
2018/12/19,579311
2018/12/20,593176
2018/12/21,603694
2018/12/22,550356
2018/12/23,538099
2018/12/24,571586
2018/12/25,563293
2018/12/26,560949
2018/12/27,550055
2018/12/28,562239
2018/12/29,554005
2018/12/30,506811
2018/12/31,505109
2019/01/01,474830
2019/01/02,531376
2019/01/03,569644
2019/01/04,571890
2019/01/05,538159
2019/01/06,505649
2019/01/07,523138
2019/01/08,541567
2019/01/09,555707
2019/01/10,569930
2019/01/11,558340
2019/01/12,504106
2019/01/13,481882
2019/01/14,524520
2019/01/15,542586
2019/01/16,530015
2019/01/17,517753
2019/01/18,526425
2019/01/19,535376
2019/01/20,538377
2019/01/21,560465
2019/01/22,586647
2019/01/23,565887
2019/01/24,538931
2019/01/25,514798
2019/01/26,487179
2019/01/27,483351
2019/01/28,524617
2019/01/29,554003
2019/01/30,561110
2019/01/31,537982
2019/02/01,514338
2019/02/02,477619
2019/02/03,445436
2019/02/04,424709
2019/02/05,416935
2019/02/06,422203
2019/02/07,426496
2019/02/08,450379
2019/02/09,437328
2019/02/10,408277
2019/02/11,411075
2019/02/12,425583
2019/02/13,463215
2019/02/14,474194
2019/02/15,474453
2019/02/16,462485
2019/02/17,453509
2019/02/18,481261
2019/02/19,512277
2019/02/20,528411
2019/02/21,538098
2019/02/22,535403
2019/02/23,505862
2019/02/24,517315
2019/02/25,546316
2019/02/26,558248
2019/02/27,550026
2019/02/28,542889
2019/03/01,544216
2019/03/02,536240
2019/03/03,513099
2019/03/04,562052
2019/03/05,587843
2019/03/06,592196
2019/03/07,579001
2019/03/08,568564
2019/03/09,560808
2019/03/10,521017
2019/03/11,522188
2019/03/12,541630
2019/03/13,564145
2019/03/14,572059
2019/03/15,563329
2019/03/16,532067
2019/03/17,507666
2019/03/18,535958
2019/03/19,591762
2019/03/20,622793
2019/03/21,625253
2019/03/22,625508
2019/03/23,593509
2019/03/24,566579
2019/03/25,600989
2019/03/26,622241
2019/03/27,630756
2019/03/28,630668
2019/03/29,635956
2019/03/30,653162
2019/03/31,652496
2019/04/01,670525
2019/04/02,716346
2019/04/03,740865
2019/04/04,712112
2019/04/05,659903
2019/04/06,599081
2019/04/07,576443
2019/04/08,618135
2019/04/09,646585
2019/04/10,667327
2019/04/11,698685
2019/04/12,702741
2019/04/13,660241
2019/04/14,596086
2019/04/15,597096
2019/04/16,627426
2019/04/17,663445
2019/04/18,685534
2019/04/19,692791
2019/04/20,690748
2019/04/21,660067
2019/04/22,684520
2019/04/23,709601
2019/04/24,697432
2019/04/25,684923
2019/04/26,668814
2019/04/27,615073
2019/04/28,594434
2019/04/29,606103
2019/04/30,662462
2019/05/01,692650
2019/05/02,665713
2019/05/03,661509
2019/05/04,639710
2019/05/05,638344
2019/05/06,669455
2019/05/07,670644
2019/05/08,680535
2019/05/09,697893
2019/05/10,722360
2019/05/11,736496
2019/05/12,728153
2019/05/13,741600
2019/05/14,787451
2019/05/15,827093
2019/05/16,875073
2019/05/17,849164
2019/05/18,789185
2019/05/19,756409
2019/05/20,803461
2019/05/21,818525
2019/05/22,850985
2019/05/23,849957
2019/05/24,879834
2019/05/25,862448
2019/05/26,812206
2019/05/27,865223
2019/05/28,896361
2019/05/29,934222
2019/05/30,913546
2019/05/31,890559
2019/06/01,917252
2019/06/02,909477
2019/06/03,900957
2019/06/04,890816
2019/06/05,845192
2019/06/06,827532
2019/06/07,787398
2019/06/08,886614
2019/06/09,815164
2019/06/10,885870
2019/06/11,905522
2019/06/12,900957
2019/06/13,816773
2019/06/14,806048
2019/06/15,869557
2019/06/16,895034
2019/06/17,924865
2019/06/18,887856
2019/06/19,883697
2019/06/20,929522
2019/06/21,864828
2019/06/22,802446
2019/06/23,769065
2019/06/24,789007
2019/06/25,864893
2019/06/26,869971
2019/06/27,845292
2019/06/28,914891
2019/06/29,837078
2019/06/30,754786
2019/07/01,826868
2019/07/02,879182
2019/07/03,833629
2019/07/04,774008
2019/07/05,799249
2019/07/06,784632
2019/07/07,683894
2019/07/08,724594
2019/07/09,752921
2019/07/10,760332
2019/07/11,861669
2019/07/12,810975
2019/07/13,698320
2019/07/14,623571
2019/07/15,674024
2019/07/16,851652
2019/07/17,873323
2019/07/18,777826
2019/07/19,768737
2019/07/20,675204
2019/07/21,591818
2019/07/22,591813
2019/07/23,604019
2019/07/24,762649
2019/07/25,878464
2019/07/26,787950
2019/07/27,660578
2019/07/28,585624
2019/07/29,625677
2019/07/30,679004
2019/07/31,693568
2019/08/01,786213
2019/08/02,790751
2019/08/03,794124
2019/08/04,673783
2019/08/05,679512
2019/08/06,700361
2019/08/07,734996
2019/08/08,715869
2019/08/09,715539
2019/08/10,671508
2019/08/11,621857
2019/08/12,655798
2019/08/13,684070
2019/08/14,720039
2019/08/15,706532
2019/08/16,711904
2019/08/17,675024
2019/08/18,647145
2019/08/19,678168
2019/08/20,712782
2019/08/21,730995
2019/08/22,734656
2019/08/23,734272
2019/08/24,709402
2019/08/25,688922
2019/08/26,715215
2019/08/27,737237
2019/08/28,735658
2019/08/29,727542
2019/08/30,718370
2019/08/31,698316
2019/09/01,690574
2019/09/02,722128
2019/09/03,743154
2019/09/04,733875
2019/09/05,748284
2019/09/06,759946
2019/09/07,723201
2019/09/08,691432
2019/09/09,716184
2019/09/10,710489
2019/09/11,709270
2019/09/12,712230
2019/09/13,670526
2019/09/14,642678
2019/09/15,630381
2019/09/16,682570
2019/09/17,690904
2019/09/18,703811
2019/09/19,696125
2019/09/20,707516
2019/09/21,652943
2019/09/22,606720
2019/09/23,611331
2019/09/24,663962
2019/09/25,681911
2019/09/26,672983
2019/09/27,643987
2019/09/28,621419
2019/09/29,602551
2019/09/30,640600
2019/10/01,649117
2019/10/02,642488
2019/10/03,624097
2019/10/04,604667
2019/10/05,596823
2019/10/06,582623
2019/10/07,604467
2019/10/08,660275
2019/10/09,717365
2019/10/10,721910
2019/10/11,711847
2019/10/12,669069
2019/10/13,611983
2019/10/14,619988
2019/10/15,656675
2019/10/16,685950
2019/10/17,698493
2019/10/18,717156
2019/10/19,694418
2019/10/20,650168
2019/10/21,654239
2019/10/22,691348
2019/10/23,723359
2019/10/24,728960
2019/10/25,735198
2019/10/26,726449
