Date,activeaddresses7var
2016/07/15,1048888
2016/07/16,1069173
2016/07/17,2725282
2016/07/18,2738613
2016/07/19,7824775
2016/07/20,11350008
2016/07/21,12214235
2016/07/22,14897016
2016/07/23,13730321
2016/07/24,12494992
2016/07/25,5895087
2016/07/26,17460718
2016/07/27,19407339
2016/07/28,15086128
2016/07/29,16471816
2016/07/30,18705007
2016/07/31,20708428
2016/08/01,22490050
2016/08/02,11005109
2016/08/03,3058574
2016/08/04,681029
2016/08/05,801501
2016/08/06,1421046
2016/08/07,1704324
2016/08/08,1540056
2016/08/09,2177754
2016/08/10,1766563
2016/08/11,2478322
2016/08/12,2665064
2016/08/13,2858720
2016/08/14,3051665
2016/08/15,3082197
2016/08/16,2926548
2016/08/17,2980635
2016/08/18,1501160
2016/08/19,1477973
2016/08/20,1206933
2016/08/21,1022114
2016/08/22,1108270
2016/08/23,630114
2016/08/24,631188
2016/08/25,1024577
2016/08/26,993321
2016/08/27,920753
2016/08/28,889977
2016/08/29,695935
2016/08/30,535970
2016/08/31,761679
2016/09/01,1124203
2016/09/02,1100695
2016/09/03,1141278
2016/09/04,1138759
2016/09/05,1318565
2016/09/06,1219102
2016/09/07,1447109
2016/09/08,1749346
2016/09/09,1434879
2016/09/10,1506812
2016/09/11,1480033
2016/09/12,1477437
2016/09/13,1481641
2016/09/14,1100265
2016/09/15,206003
2016/09/16,420328
2016/09/17,257014
2016/09/18,786421
2016/09/19,830465
2016/09/20,7675264
2016/09/21,7443448
2016/09/22,10937708
2016/09/23,12193197
2016/09/24,12790301
2016/09/25,13505154
2016/09/26,14356084
2016/09/27,2224859
2016/09/28,299828
2016/09/29,184024
2016/09/30,184123
2016/10/01,366227
2016/10/02,1111907
2016/10/03,934825
2016/10/04,4331591
2016/10/05,5857062
2016/10/06,6780380
2016/10/07,7357368
2016/10/08,6757371
2016/10/09,6640865
2016/10/10,9146079
2016/10/11,6643390
2016/10/12,17716357
2016/10/13,36921765
2016/10/14,34679985
2016/10/15,36227595
2016/10/16,28573283
2016/10/17,18499193
2016/10/18,27296054
2016/10/19,24270908
2016/10/20,17633518
2016/10/21,34389964
2016/10/22,24681033
2016/10/23,20640740
2016/10/24,19325844
2016/10/25,18588764
2016/10/26,10895477
2016/10/27,10746576
2016/10/28,328329
2016/10/29,702219
2016/10/30,2549480
2016/10/31,4102212
2016/11/01,4501012
2016/11/02,4982393
2016/11/03,4983511
2016/11/04,11941308
2016/11/05,12168573
2016/11/06,13251012
2016/11/07,10494994
2016/11/08,8709915
2016/11/09,6122498
2016/11/10,4705903
2016/11/11,2159759
2016/11/12,2171451
2016/11/13,1137598
2016/11/14,1357962
2016/11/15,1364139
2016/11/16,1439264
2016/11/17,1383274
2016/11/18,1090793
2016/11/19,1181863
2016/11/20,424645
2016/11/21,361744
2016/11/22,24520749
2016/11/23,78521040
2016/11/24,81889917
2016/11/25,81566596
2016/11/26,88155234
2016/11/27,92224555
2016/11/28,92768841
2016/11/29,86674784
2016/11/30,20462213
2016/12/01,20367370
2016/12/02,1309650
2016/12/03,1186704
2016/12/04,1055403
2016/12/05,1042604
2016/12/06,2210488
2016/12/07,2636910
2016/12/08,2277921
2016/12/09,2269277
2016/12/10,2398409
2016/12/11,2429791
2016/12/12,2449930
2016/12/13,545604
2016/12/14,704707
2016/12/15,1222026
2016/12/16,1236329
2016/12/17,1122951
2016/12/18,1891529
2016/12/19,2292781
2016/12/20,2310200
2016/12/21,2386686
2016/12/22,8811715
2016/12/23,8671569
2016/12/24,8496340
2016/12/25,8740904
2016/12/26,11030334
2016/12/27,11606892
2016/12/28,11613624
2016/12/29,2102049
2016/12/30,1072102
2016/12/31,1458050
2017/01/01,1431238
2017/01/02,973993
2017/01/03,834237
2017/01/04,4314970
2017/01/05,7349314
2017/01/06,7544145
2017/01/07,7428287
2017/01/08,5125733
2017/01/09,4007689
2017/01/10,2879843
2017/01/11,2195586
2017/01/12,880948
2017/01/13,786705
2017/01/14,1312342
2017/01/15,1442504
2017/01/16,1234258
2017/01/17,1387358
2017/01/18,1301510
2017/01/19,1080814
2017/01/20,1324604
2017/01/21,870640
2017/01/22,559800
2017/01/23,457179
2017/01/24,454592
2017/01/25,533509
2017/01/26,601321
2017/01/27,357260
2017/01/28,464616
2017/01/29,639986
2017/01/30,641193
2017/01/31,177786
2017/02/01,272336
2017/02/02,408220
2017/02/03,407360
2017/02/04,573907
2017/02/05,531018
2017/02/06,531102
2017/02/07,351517
2017/02/08,352834
2017/02/09,344789
2017/02/10,251075
2017/02/11,581967
2017/02/12,560658
2017/02/13,2092378
2017/02/14,3250802
2017/02/15,4201959
2017/02/16,3977086
2017/02/17,3907301
2017/02/18,1954147
2017/02/19,819781
2017/02/20,789820
2017/02/21,672736
2017/02/22,400418
2017/02/23,459594
2017/02/24,1324387
2017/02/25,1316750
2017/02/26,938953
2017/02/27,1636454
2017/02/28,6992763
2017/03/01,10716056
2017/03/02,29573054
2017/03/03,31753105
2017/03/04,25036711
2017/03/05,16919843
2017/03/06,11049747
2017/03/07,12706869
2017/03/08,13910949
2017/03/09,4348130
2017/03/10,2682554
2017/03/11,3763100
2017/03/12,7005530
2017/03/13,43503572
2017/03/14,42080098
2017/03/15,37422436
2017/03/16,105041247
2017/03/17,124451848
2017/03/18,91562807
2017/03/19,69581899
2017/03/20,73551343
2017/03/21,66378058
2017/03/22,70066982
2017/03/23,45600055
2017/03/24,11106141
2017/03/25,7078193
2017/03/26,8935246
2017/03/27,9199367
2017/03/28,9154983
2017/03/29,8265564
2017/03/30,19432037
2017/03/31,50956159
2017/04/01,55399467
2017/04/02,46214424
2017/04/03,56565557
2017/04/04,49475896
2017/04/05,45035879
2017/04/06,47973900
2017/04/07,37365315
2017/04/08,47193168
2017/04/09,66833336
2017/04/10,44537233
2017/04/11,45031817
2017/04/12,41632208
2017/04/13,9288035
2017/04/14,9225951
2017/04/15,7870882
2017/04/16,11303836
2017/04/17,12924506
2017/04/18,15304687
2017/04/19,17143978
2017/04/20,22241100
2017/04/21,22305182
2017/04/22,23243856
2017/04/23,15398825
2017/04/24,12181846
2017/04/25,11817578
2017/04/26,20327346
2017/04/27,70707668
2017/04/28,74939071
2017/04/29,58263200
2017/04/30,40920878
2017/05/01,48549967
2017/05/02,28905611
2017/05/03,22848107
2017/05/04,39941300
2017/05/05,47934379
2017/05/06,36979923
2017/05/07,29426957
2017/05/08,51332537
2017/05/09,53023856
2017/05/10,31091552
2017/05/11,33405184
2017/05/12,35946712
2017/05/13,40639483
2017/05/14,46511081
2017/05/15,34896729
2017/05/16,34893978
2017/05/17,34702052
2017/05/18,71091668
2017/05/19,216990555
2017/05/20,168015321
2017/05/21,137029135
2017/05/22,213930967
2017/05/23,291708874
2017/05/24,237576923
2017/05/25,233820516
2017/05/26,236322290
2017/05/27,135984505
2017/05/28,123197436
2017/05/29,135750259
2017/05/30,111615204
2017/05/31,116797962
2017/06/01,220253680
2017/06/02,224646197
2017/06/03,185868822
2017/06/04,113899755
2017/06/05,69867696
2017/06/06,81273257
2017/06/07,86870755
2017/06/08,63118115
2017/06/09,89541656
2017/06/10,107805826
2017/06/11,192141601
2017/06/12,738857052
2017/06/13,964988723
2017/06/14,855184603
2017/06/15,561322524
2017/06/16,393583055
2017/06/17,284477961
2017/06/18,275126858
2017/06/19,164154187
2017/06/20,117086135
2017/06/21,174589236
2017/06/22,279872828
2017/06/23,323311772
2017/06/24,267183080
2017/06/25,356233361
2017/06/26,717929202
2017/06/27,724862245
2017/06/28,560392764
2017/06/29,539740177
2017/06/30,526408789
2017/07/01,555091220
2017/07/02,448472397
2017/07/03,91757357
2017/07/04,106781862
2017/07/05,104539840
2017/07/06,108681983
2017/07/07,159590722
2017/07/08,219331037
2017/07/09,352968552
2017/07/10,347811871
2017/07/11,348119558
2017/07/12,352767615
2017/07/13,392231062
2017/07/14,314701263
2017/07/15,329595237
2017/07/16,267737907
2017/07/17,168209234
2017/07/18,95562914
2017/07/19,65797204
2017/07/20,69142828
2017/07/21,68907299
2017/07/22,157654250
2017/07/23,187218270
2017/07/24,184031507
2017/07/25,177576969
2017/07/26,177888180
2017/07/27,159770145
2017/07/28,160265323
2017/07/29,168115589
2017/07/30,95906741
2017/07/31,191785347
2017/08/01,193900766
2017/08/02,188613329
2017/08/03,188917216
2017/08/04,216643545
2017/08/05,163554088
2017/08/06,121654143
2017/08/07,123202071
2017/08/08,325521366
2017/08/09,299876977
2017/08/10,407274741
2017/08/11,517814809
2017/08/12,423774630
2017/08/13,233072117
2017/08/14,541379052
2017/08/15,750397342
2017/08/16,618293820
2017/08/17,704648378
2017/08/18,819439161
2017/08/19,618520786
2017/08/20,779833419
2017/08/21,746851820
2017/08/22,818848176
2017/08/23,763178231
2017/08/24,655128997
2017/08/25,258294046
2017/08/26,465117862
2017/08/27,477872266
2017/08/28,374946143
2017/08/29,555944596
2017/08/30,707304088
2017/08/31,944715058
2017/09/01,1004701621
2017/09/02,673912570
2017/09/03,674561094
2017/09/04,983806703
2017/09/05,1146197922
2017/09/06,1462581126
2017/09/07,1454632979
2017/09/08,1475019657
2017/09/09,1248393700
2017/09/10,1036395171
2017/09/11,991555720
2017/09/12,924764827
2017/09/13,575022860
2017/09/14,552077225
2017/09/15,860823233
2017/09/16,924782211
2017/09/17,1204638292
2017/09/18,1188359082
2017/09/19,1113805934
2017/09/20,1207730658
2017/09/21,1207812025
2017/09/22,549224195
2017/09/23,714538051
2017/09/24,768938332
2017/09/25,411795109
2017/09/26,258095016
2017/09/27,161954038
2017/09/28,190240967
2017/09/29,235008982
2017/09/30,142415959
2017/10/01,171196881
2017/10/02,171476520
2017/10/03,174017848
2017/10/04,184328353
2017/10/05,153232616
2017/10/06,86160488
2017/10/07,97759001
2017/10/08,55122589
2017/10/09,52378197
2017/10/10,206286588
2017/10/11,263380083
2017/10/12,321614154
2017/10/13,578189771
2017/10/14,420425395
2017/10/15,319904942
2017/10/16,274552418
2017/10/17,465672196
2017/10/18,469380664
2017/10/19,468487104
2017/10/20,423132415
2017/10/21,392301648
2017/10/22,294726183
2017/10/23,121282518
2017/10/24,94632148
2017/10/25,110191650
2017/10/26,70843318
2017/10/27,75617643
2017/10/28,7396953465
2017/10/29,12062747307
2017/10/30,14258647253
2017/10/31,14718364736
2017/11/01,16441919565
2017/11/02,19308023779
2017/11/03,20122388350
2017/11/04,15766703715
2017/11/05,9591126291
2017/11/06,1343404875
2017/11/07,1330392286
2017/11/08,1251303747
2017/11/09,692893499
2017/11/10,737243097
2017/11/11,561785486
2017/11/12,253534304
2017/11/13,218898293
2017/11/14,245349829
2017/11/15,728513226
2017/11/16,756008130
2017/11/17,875546971
2017/11/18,520092366
2017/11/19,508327887
2017/11/20,420279004
2017/11/21,459703291
2017/11/22,429853828
2017/11/23,475774954
2017/11/24,485143656
2017/11/25,256236757
2017/11/26,27492125
2017/11/27,518602200
2017/11/28,1199386633
2017/11/29,2397381542
2017/11/30,2620763823
2017/12/01,2126698773
2017/12/02,1361509431
2017/12/03,468576025
2017/12/04,424387151
2017/12/05,415662901
2017/12/06,4347368653
2017/12/07,4436362937
2017/12/08,4021319486
2017/12/09,3519279845
2017/12/10,3570452967
2017/12/11,3936859495
2017/12/12,4864918165
2017/12/13,5916063853
2017/12/14,7961523158
2017/12/15,7875035495
2017/12/16,5808324460
2017/12/17,1878313655
2017/12/18,1772075801
2017/12/19,4639939980
2017/12/20,5609342434
2017/12/21,8414822328
2017/12/22,9102587871
2017/12/23,7225940979
2017/12/24,11586590117
2017/12/25,17238244789
2017/12/26,17182829419
2017/12/27,15842056493
2017/12/28,10974385407
2017/12/29,9846273865
2017/12/30,18919071583
2017/12/31,15199276835
2018/01/01,10955055487
2018/01/02,10710183338
2018/01/03,14715453049
2018/01/04,24031757862
2018/01/05,27519923087
2018/01/06,28286207532
2018/01/07,19624355397
2018/01/08,6828076115
2018/01/09,5135117537
2018/01/10,5448476522
2018/01/11,2309582560
2018/01/12,2160817361
2018/01/13,2144943666
2018/01/14,3682486231
2018/01/15,3740549764
2018/01/16,3969878724
2018/01/17,4989199056
2018/01/18,4974017284
2018/01/19,8502680332
2018/01/20,16766030449
2018/01/21,17624138546
2018/01/22,18853735471
2018/01/23,15884834920
2018/01/24,9160729382
2018/01/25,6655312260
2018/01/26,5759653082
2018/01/27,6574591783
2018/01/28,4406378639
2018/01/29,3521793427
2018/01/30,3204569955
2018/01/31,3105330196
2018/02/01,2085494663
2018/02/02,2511581573
2018/02/03,3072813328
2018/02/04,4377837036
2018/02/05,4299119905
2018/02/06,4296196869
2018/02/07,4891269698
2018/02/08,6205899472
2018/02/09,3301386256
2018/02/10,3360408148
2018/02/11,3744871226
2018/02/12,3256690380
2018/02/13,2234239195
2018/02/14,2028185420
2018/02/15,1050578758
2018/02/16,1787116387
2018/02/17,1482617048
2018/02/18,1623184184
2018/02/19,798818681
2018/02/20,1923974149
2018/02/21,2026398514
2018/02/22,2020058145
2018/02/23,2000447865
2018/02/24,3359621518
2018/02/25,4382608903
2018/02/26,4045391340
2018/02/27,2115435109
2018/02/28,1304872490
2018/03/01,1031020912
2018/03/02,1016256279
2018/03/03,1076998651
2018/03/04,1808529557
2018/03/05,1403871630
2018/03/06,1383986502
2018/03/07,2946523239
2018/03/08,2963291247
2018/03/09,3019291129
2018/03/10,3211964641
2018/03/11,3588387612
2018/03/12,3616712648
2018/03/13,3505887892
2018/03/14,991036016
2018/03/15,921233467
2018/03/16,902435011
2018/03/17,1100173554
2018/03/18,663093906
2018/03/19,810185698
2018/03/20,838279786
2018/03/21,612779765
2018/03/22,577291125
2018/03/23,1075139811
2018/03/24,609675116
2018/03/25,1811668582
2018/03/26,1632446682
2018/03/27,1770513821
2018/03/28,1925854104
2018/03/29,1927929687
2018/03/30,853282988
2018/03/31,653759941
2018/04/01,650564011
2018/04/02,482265168
2018/04/03,636750748
2018/04/04,601735322
2018/04/05,1163580106
2018/04/06,1224398099
2018/04/07,1179960405
2018/04/08,672463189
2018/04/09,608983778
2018/04/10,667772847
2018/04/11,644340925
2018/04/12,640567971
2018/04/13,982940955
2018/04/14,736424271
2018/04/15,723214034
2018/04/16,714253502
2018/04/17,649205727
2018/04/18,532064878
2018/04/19,646134586
2018/04/20,988468072
2018/04/21,1072443309
2018/04/22,1066960740
2018/04/23,1352657657
2018/04/24,1575106431
2018/04/25,800302503
2018/04/26,602363144
2018/04/27,866251753
2018/04/28,1123994746
2018/04/29,1551000720
2018/04/30,1079187944
2018/05/01,417495181
2018/05/02,426417426
2018/05/03,1031512050
2018/05/04,11974104368
2018/05/05,11394811237
2018/05/06,10340550211
2018/05/07,9944348870
2018/05/08,8278223318
2018/05/09,7624822616
2018/05/10,7481958557
2018/05/11,523740634
2018/05/12,553663970
2018/05/13,168349578
2018/05/14,95541632
2018/05/15,98647489
2018/05/16,123854341
2018/05/17,355297810
2018/05/18,413250589
2018/05/19,928579276
2018/05/20,755558310
2018/05/21,846227871
2018/05/22,686721415
2018/05/23,668561989
2018/05/24,646387923
2018/05/25,755966656
2018/05/26,280466280
2018/05/27,279666308
2018/05/28,578212918
2018/05/29,576377909
2018/05/30,540319804
2018/05/31,545507537
2018/06/01,965446713
2018/06/02,994078494
2018/06/03,1000416868
2018/06/04,501982831
2018/06/05,498981370
2018/06/06,467429491
2018/06/07,360529019
2018/06/08,638455015
2018/06/09,19094489025
2018/06/10,40164785018
2018/06/11,39378284867
2018/06/12,37668419198
2018/06/13,36957834549
2018/06/14,35405720601
2018/06/15,36425773101
2018/06/16,26856556351
2018/06/17,1200725185
2018/06/18,917206569
2018/06/19,987668751
2018/06/20,1131206174
2018/06/21,1197675292
2018/06/22,1245671806
2018/06/23,601469545
2018/06/24,468913297
2018/06/25,1638530926
2018/06/26,1772525176
2018/06/27,1778528815
2018/06/28,1787536270
2018/06/29,1766043193
2018/06/30,5115366115
2018/07/01,10954391223
2018/07/02,9300395631
2018/07/03,9696809242
2018/07/04,8439098497
2018/07/05,4713742195
2018/07/06,539320853
2018/07/07,427763755
2018/07/08,508364108
2018/07/09,1151087140
2018/07/10,1604835595
2018/07/11,1467924430
2018/07/12,1462854406
2018/07/13,1248747372
2018/07/14,1198006546
2018/07/15,1520080995
2018/07/16,2982442350
2018/07/17,4459518293
2018/07/18,8544848274
2018/07/19,9488231520
2018/07/20,7968721055
2018/07/21,5330560011
2018/07/22,1816367410
2018/07/23,2031035020
2018/07/24,2529433751
2018/07/25,2608878610
2018/07/26,2613869175
2018/07/27,2657538206
2018/07/28,905107768
2018/07/29,489683223
2018/07/30,480439196
2018/07/31,428405937
2018/08/01,264506586
2018/08/02,324376156
2018/08/03,202567277
2018/08/04,411191483
2018/08/05,738711792
2018/08/06,670547327
2018/08/07,1018327254
2018/08/08,1893738876
2018/08/09,2369064024
2018/08/10,21426099371
2018/08/11,33531718758
2018/08/12,38414332137
2018/08/13,38266534154
2018/08/14,39196297118
2018/08/15,41315027053
2018/08/16,45553617529
2018/08/17,36451418413
2018/08/18,21570917323
2018/08/19,982308272
2018/08/20,773230959
2018/08/21,874401613
2018/08/22,890758262
2018/08/23,315960580
2018/08/24,318153010
2018/08/25,325935681
2018/08/26,318131232
2018/08/27,170822709
2018/08/28,181247404
2018/08/29,545947688
2018/08/30,570770913
2018/08/31,612982566
2018/09/01,733414986
2018/09/02,974177523
2018/09/03,1086837210
2018/09/04,1052451345
2018/09/05,589089217
2018/09/06,479442045
2018/09/07,322528836
2018/09/08,506557747
2018/09/09,435564923
2018/09/10,220704502
2018/09/11,369265958
2018/09/12,271334216
2018/09/13,197940567
2018/09/14,183955180
2018/09/15,670262587
2018/09/16,921475958
2018/09/17,766411197
2018/09/18,768139114
2018/09/19,741654963
2018/09/20,445581654
2018/09/21,471346225
2018/09/22,433402887
2018/09/23,363929401
2018/09/24,202325507
2018/09/25,212245927
2018/09/26,222263245
2018/09/27,204479766
2018/09/28,79711362
2018/09/29,217710695
2018/09/30,233919723
2018/10/01,234679803
2018/10/02,214233815
2018/10/03,536000518
2018/10/04,889537064
2018/10/05,1460754486
2018/10/06,1637432358
2018/10/07,1566228745
2018/10/08,1206174175
2018/10/09,619766327
2018/10/10,761086792
2018/10/11,759075552
2018/10/12,642721680
2018/10/13,98805890
2018/10/14,66258473
2018/10/15,183935302
2018/10/16,338577662
2018/10/17,360147533
2018/10/18,362052704
2018/10/19,288502477
2018/10/20,244785358
2018/10/21,268111916
2018/10/22,302246848
2018/10/23,268283479
2018/10/24,203312773
2018/10/25,199276001
2018/10/26,201242256
2018/10/27,290948484
2018/10/28,273211111
2018/10/29,412545734
2018/10/30,583596467
2018/10/31,656435991
2018/11/01,635862500
2018/11/02,885774226
2018/11/03,1100430360
2018/11/04,1258348497
2018/11/05,1013587338
2018/11/06,700109825
2018/11/07,415423849
2018/11/08,288887250
2018/11/09,306533978
2018/11/10,252779067
2018/11/11,250306545
2018/11/12,209912840
2018/11/13,201123316
2018/11/14,208542828
2018/11/15,147079836
2018/11/16,174291808
2018/11/17,261920495
2018/11/18,428348230
2018/11/19,826554663
2018/11/20,996940783
2018/11/21,988094547
2018/11/22,1026158208
2018/11/23,1036929992
2018/11/24,1268843145
2018/11/25,1090374542
2018/11/26,577582906
2018/11/27,184673087
2018/11/28,258019815
2018/11/29,270342668
2018/11/30,305911180
2018/12/01,241891247
2018/12/02,391885405
2018/12/03,375418137
2018/12/04,387953964
2018/12/05,270545157
2018/12/06,293694384
2018/12/07,341065270
2018/12/08,489464737
2018/12/09,276261850
2018/12/10,262923928
2018/12/11,203127573
2018/12/12,261823573
2018/12/13,294239783
2018/12/14,280537335
2018/12/15,121784499
2018/12/16,189816251
2018/12/17,130972278
2018/12/18,130610472
2018/12/19,146121885
2018/12/20,145660197
2018/12/21,107025337
2018/12/22,423530287
2018/12/23,389819232
2018/12/24,470548088
2018/12/25,476992195
2018/12/26,434062494
2018/12/27,367260869
2018/12/28,420529815
2018/12/29,181907409
2018/12/30,285055719
2018/12/31,200070847
2019/01/01,347238643
2019/01/02,357133531
2019/01/03,469559590
2019/01/04,384954762
2019/01/05,374556658
2019/01/06,347567766
2019/01/07,422470119
2019/01/08,335257349
2019/01/09,374745596
2019/01/10,333025577
2019/01/11,322543930
2019/01/12,760575867
2019/01/13,921824984
2019/01/14,1113052101
2019/01/15,1033862306
2019/01/16,965190793
2019/01/17,890478532
2019/01/18,866517659
2019/01/19,645053628
2019/01/20,702250600
2019/01/21,254520393
2019/01/22,100491036
2019/01/23,106233367
2019/01/24,105334331
2019/01/25,100108778
2019/01/26,133417110
2019/01/27,85849657
2019/01/28,311300704
2019/01/29,288075565
2019/01/30,289460619
2019/01/31,286970507
2019/02/01,331236436
2019/02/02,542773751
2019/02/03,1029290512
2019/02/04,982917105
2019/02/05,913400661
2019/02/06,697178768
2019/02/07,357952064
2019/02/08,117869948
2019/02/09,76843174
2019/02/10,118505719
2019/02/11,129954557
2019/02/12,158716458
2019/02/13,237470602
2019/02/14,258035748
2019/02/15,327244672
2019/02/16,282710713
2019/02/17,74414827
2019/02/18,352645107
2019/02/19,466891818
2019/02/20,456275593
2019/02/21,444166163
2019/02/22,440743128
2019/02/23,405402552
2019/02/24,263372378
2019/02/25,161096238
2019/02/26,94906551
2019/02/27,122382517
2019/02/28,134614122
2019/03/01,163907020
2019/03/02,51837401
2019/03/03,140842984
2019/03/04,206652046
2019/03/05,273453543
2019/03/06,311946963
2019/03/07,322243599
2019/03/08,337111359
2019/03/09,291989324
2019/03/10,291340538
2019/03/11,303984340
2019/03/12,300997450
2019/03/13,286135400
2019/03/14,301319418
2019/03/15,285241399
2019/03/16,364649060
2019/03/17,226061977
2019/03/18,292715763
2019/03/19,410739008
2019/03/20,618046030
2019/03/21,633646306
2019/03/22,638971405
2019/03/23,375053039
2019/03/24,230047035
2019/03/25,473425052
2019/03/26,593510225
2019/03/27,601741169
2019/03/28,654880697
2019/03/29,656240364
2019/03/30,376623735
2019/03/31,173051071
2019/04/01,598443809
2019/04/02,1487038009
2019/04/03,1732254115
2019/04/04,1675305292
2019/04/05,1638089142
2019/04/06,1998664764
2019/04/07,1745369302
2019/04/08,1619874057
2019/04/09,959555961
2019/04/10,475596437
2019/04/11,776710191
2019/04/12,952950761
2019/04/13,613273072
2019/04/14,1209755958
2019/04/15,1177404869
2019/04/16,1148605294
2019/04/17,1148604576
2019/04/18,847096363
2019/04/19,741103758
2019/04/20,1539778668
2019/04/21,729560445
2019/04/22,729314055
2019/04/23,635189709
2019/04/24,471247354
2019/04/25,449639106
2019/04/26,596205165
2019/04/27,1178903538
2019/04/28,1551067553
2019/04/29,1233761649
2019/04/30,769830070
2019/05/01,850673549
2019/05/02,860586294
2019/05/03,804900294
2019/05/04,661255970
2019/05/05,573249294
2019/05/06,598084600
2019/05/07,511502970
2019/05/08,328268886
2019/05/09,381485509
2019/05/10,616549024
2019/05/11,408337426
2019/05/12,161690464
2019/05/13,423963768
2019/05/14,993931492
2019/05/15,1652617939
2019/05/16,2420194014
2019/05/17,2221547353
2019/05/18,1977888394
2019/05/19,1526636832
2019/05/20,1479648467
2019/05/21,1519589651
2019/05/22,1341285865
2019/05/23,621996856
2019/05/24,717494967
2019/05/25,544685318
2019/05/26,372657655
2019/05/27,824332366
2019/05/28,1042902338
2019/05/29,1522813014
2019/05/30,1441127340
2019/05/31,1505532076
2019/06/01,3475047357
2019/06/02,1901165087
2019/06/03,1982301188
2019/06/04,2472449816
2019/06/05,3719328147
2019/06/06,3658086477
2019/06/07,5549570364
2019/06/08,3875323005
2019/06/09,2499657444
2019/06/10,1898796339
2019/06/11,1990352015
2019/06/12,4761324568
2019/06/13,4348215836
2019/06/14,3846729381
2019/06/15,2578872788
2019/06/16,3966405685
