Date,transactionvalue30varUSD
2016/11/27,214239
2016/11/28,216744
2016/11/29,215956
2016/11/30,216400
2016/12/01,215517
2016/12/02,201602
2016/12/03,49339
2016/12/04,49120
2016/12/05,52055
2016/12/06,60733
2016/12/07,59732
2016/12/08,59331
2016/12/09,59109
2016/12/10,58977
2016/12/11,47703
2016/12/12,48180
2016/12/13,48779
2016/12/14,47912
2016/12/15,47350
2016/12/16,47425
2016/12/17,43279
2016/12/18,43148
2016/12/19,42929
2016/12/20,41846
2016/12/21,40307
2016/12/22,40194
2016/12/23,54245
2016/12/24,53243
2016/12/25,53673
2016/12/26,53479
2016/12/27,52164
2016/12/28,49999
2016/12/29,53406
2016/12/30,53182
2016/12/31,71323
2017/01/01,70747
2017/01/02,64423
2017/01/03,72160
2017/01/04,113560
2017/01/05,155696
2017/01/06,198058
2017/01/07,203194
2017/01/08,202930
2017/01/09,204346
2017/01/10,206866
2017/01/11,205262
2017/01/12,198815
2017/01/13,191843
2017/01/14,195975
2017/01/15,199839
2017/01/16,208430
2017/01/17,210815
2017/01/18,211925
2017/01/19,212046
2017/01/20,207812
2017/01/21,212799
2017/01/22,214635
2017/01/23,219819
2017/01/24,221095
2017/01/25,219872
2017/01/26,219868
2017/01/27,224556
2017/01/28,231206
2017/01/29,236241
2017/01/30,227738
2017/01/31,228827
2017/02/01,230869
2017/02/02,226418
2017/02/03,185303
2017/02/04,133769
2017/02/05,81316
2017/02/06,69217
2017/02/07,67860
2017/02/08,54095
2017/02/09,39318
2017/02/10,21993
2017/02/11,11076
2017/02/12,9736
2017/02/13,9668
2017/02/14,16045
2017/02/15,30544
2017/02/16,33437
2017/02/17,36649
2017/02/18,38698
2017/02/19,38690
2017/02/20,40555
2017/02/21,46370
2017/02/22,47969
2017/02/23,48844
2017/02/24,68664
2017/02/25,70903
2017/02/26,78531
2017/02/27,207882
2017/02/28,382278
2017/03/01,567361
2017/03/02,988127
2017/03/03,1525877
2017/03/04,1698000
2017/03/05,1786299
2017/03/06,2266247
2017/03/07,2307835
2017/03/08,2399136
2017/03/09,2510828
2017/03/10,2559788
2017/03/11,2754404
2017/03/12,3815857
2017/03/13,4165117
2017/03/14,4006161
2017/03/15,3823224
2017/03/16,6230500
2017/03/17,6563684
2017/03/18,7877785
2017/03/19,7640661
2017/03/20,7335317
2017/03/21,7280320
2017/03/22,7038083
2017/03/23,6763960
2017/03/24,6847698
2017/03/25,6571922
2017/03/26,6205304
2017/03/27,5655570
2017/03/28,5153201
2017/03/29,5050615
2017/03/30,5357887
2017/03/31,5214595
2017/04/01,5156133
2017/04/02,5368119
2017/04/03,5270802
2017/04/04,5070898
2017/04/05,5047824
2017/04/06,4849125
2017/04/07,5123025
2017/04/08,5097553
2017/04/09,5063217
2017/04/10,5055251
2017/04/11,4996413
2017/04/12,5099022
2017/04/13,5001570
2017/04/14,4778262
2017/04/15,4203366
2017/04/16,4838542
2017/04/17,4611224
2017/04/18,4318336
2017/04/19,4195531
2017/04/20,4170947
2017/04/21,4183925
2017/04/22,4201841
2017/04/23,3928091
2017/04/24,3797398
2017/04/25,3802703
2017/04/26,3841903
2017/04/27,4126543
2017/04/28,4447637
2017/04/29,4856429
2017/04/30,6301130
2017/05/01,10677698
2017/05/02,12662067
2017/05/03,17135036
2017/05/04,20497900
2017/05/05,25870424
2017/05/06,27682917
2017/05/07,29719231
2017/05/08,30574521
2017/05/09,31044210
2017/05/10,31684954
2017/05/11,33041853
2017/05/12,33043310
2017/05/13,31686033
2017/05/14,30526478
2017/05/15,28428517
2017/05/16,26384385
2017/05/17,23491331
2017/05/18,23007148
2017/05/19,21931336
2017/05/20,21190251
2017/05/21,19530511
2017/05/22,22469182
2017/05/23,20258173
2017/05/24,18496745
2017/05/25,15849000
2017/05/26,14478306
2017/05/27,13573323
2017/05/28,13119590
2017/05/29,12948391
2017/05/30,12885161
2017/05/31,15981611
2017/06/01,16563577
2017/06/02,16733490
2017/06/03,17324827
2017/06/04,16883133
2017/06/05,18684349
2017/06/06,22542676
2017/06/07,24264413
2017/06/08,25286841
2017/06/09,25812807
2017/06/10,25766535
2017/06/11,25802771
2017/06/12,34276230
2017/06/13,38356497
2017/06/14,37775639
2017/06/15,40023384
2017/06/16,39113317
2017/06/17,34595442
2017/06/18,33042453
2017/06/19,30782729
2017/06/20,29034077
2017/06/21,31419422
2017/06/22,33397419
2017/06/23,34446358
2017/06/24,34665275
2017/06/25,40100881
2017/06/26,41728568
2017/06/27,41462713
2017/06/28,41676175
2017/06/29,41637435
2017/06/30,41274371
2017/07/01,42862731
2017/07/02,45588136
2017/07/03,46564048
2017/07/04,46787167
2017/07/05,48907871
2017/07/06,47426459
2017/07/07,47716778
2017/07/08,48429382
2017/07/09,51362219
2017/07/10,52515562
2017/07/11,53036878
2017/07/12,40829652
2017/07/13,32233577
2017/07/14,32199277
2017/07/15,27839845
2017/07/16,22237742
2017/07/17,22388348
2017/07/18,24178873
2017/07/19,25661844
2017/07/20,25967501
2017/07/21,27387210
2017/07/22,29049321
2017/07/23,30422917
2017/07/24,31285295
2017/07/25,31186865
2017/07/26,31035690
2017/07/27,31886906
2017/07/28,32821579
2017/07/29,34408470
2017/07/30,34188196
2017/07/31,35391927
2017/08/01,34698633
2017/08/02,33000979
2017/08/03,32985784
2017/08/04,33012196
2017/08/05,33092580
2017/08/06,32865141
2017/08/07,32206557
2017/08/08,29551204
2017/08/09,28614599
2017/08/10,29269685
2017/08/11,48759575
2017/08/12,52244882
2017/08/13,56077422
2017/08/14,55714464
2017/08/15,55828165
2017/08/16,56455813
2017/08/17,56384188
2017/08/18,56353129
2017/08/19,56955230
2017/08/20,56487905
2017/08/21,54245874
2017/08/22,52697460
2017/08/23,52548602
2017/08/24,51597034
2017/08/25,51724156
2017/08/26,52572361
2017/08/27,52928325
2017/08/28,56890095
2017/08/29,58025575
2017/08/30,69627353
2017/08/31,68930598
2017/09/01,67693512
2017/09/02,65636199
2017/09/03,63552691
2017/09/04,62354476
2017/09/05,61491311
2017/09/06,60910949
2017/09/07,61406774
2017/09/08,62302747
2017/09/09,61359028
2017/09/10,41457163
2017/09/11,37256745
2017/09/12,31589179
2017/09/13,32126023
2017/09/14,32439026
2017/09/15,32700339
2017/09/16,33760571
2017/09/17,33793544
2017/09/18,33405931
2017/09/19,33003495
2017/09/20,33427302
2017/09/21,33882413
2017/09/22,34548544
2017/09/23,35233279
2017/09/24,36172510
2017/09/25,35347755
2017/09/26,33981985
2017/09/27,27352568
2017/09/28,25647854
2017/09/29,8593992
2017/09/30,7792081
2017/10/01,7686599
2017/10/02,7054570
2017/10/03,10457402
2017/10/04,10988403
2017/10/05,11006081
2017/10/06,11002852
2017/10/07,11060093
2017/10/08,11071353
2017/10/09,9904289
2017/10/10,8723641
2017/10/11,8466143
2017/10/12,8315587
2017/10/13,8437288
2017/10/14,8454914
2017/10/15,8453625
2017/10/16,8584295
2017/10/17,8690945
2017/10/18,7676962
2017/10/19,7289843
2017/10/20,7485168
2017/10/21,7609146
2017/10/22,7792247
2017/10/23,7796635
2017/10/24,7686813
2017/10/25,7819375
2017/10/26,8010766
2017/10/27,10393597
2017/10/28,12598731
2017/10/29,14665685
2017/10/30,16578974
2017/10/31,18192882
2017/11/01,18193201
2017/11/02,12705334
2017/11/03,10942616
2017/11/04,10820736
2017/11/05,10704540
2017/11/06,10676471
2017/11/07,10554804
2017/11/08,10254402
2017/11/09,11205542
2017/11/10,11302280
2017/11/11,11424195
2017/11/12,11533526
2017/11/13,11120442
2017/11/14,10883572
2017/11/15,11386485
2017/11/16,11828084
2017/11/17,11961778
2017/11/18,12154121
2017/11/19,12437640
2017/11/20,13131687
2017/11/21,13752247
2017/11/22,14271508
2017/11/23,14992265
2017/11/24,15453340
2017/11/25,16500480
2017/11/26,15278634
2017/11/27,14493871
2017/11/28,14372421
2017/11/29,14564930
2017/11/30,12614944
2017/12/01,13048372
2017/12/02,13891290
2017/12/03,13794006
2017/12/04,13100913
2017/12/05,12778164
2017/12/06,12040744
2017/12/07,11276677
2017/12/08,11924174
2017/12/09,13543951
2017/12/10,15174488
2017/12/11,16944279
2017/12/12,17108212
2017/12/13,17145518
2017/12/14,16867174
2017/12/15,17240237
2017/12/16,17864587
2017/12/17,18397260
2017/12/18,18892946
2017/12/19,19001350
2017/12/20,18967842
2017/12/21,18938134
2017/12/22,18983810
2017/12/23,19117358
2017/12/24,19493087
2017/12/25,19567661
2017/12/26,19220969
2017/12/27,18070971
2017/12/28,15569246
2017/12/29,11780058
2017/12/30,9446197
2017/12/31,7964254
2018/01/01,5601373
2018/01/02,4405451
2018/01/03,3421400
2018/01/04,4780187
2018/01/05,6096385
2018/01/06,6676992
2018/01/07,6690584
2018/01/08,7192669
2018/01/09,7803029
2018/01/10,10035164
2018/01/11,11413762
2018/01/12,11693230
2018/01/13,11672416
2018/01/14,25169687
2018/01/15,24514603
2018/01/16,23904214
2018/01/17,23033201
2018/01/18,22680750
2018/01/19,22852216
2018/01/20,23016424
2018/01/21,23197546
2018/01/22,22788158
2018/01/23,22082249
2018/01/24,21085858
2018/01/25,21946578
2018/01/26,21548002
2018/01/27,21766748
2018/01/28,21789203
2018/01/29,21788470
2018/01/30,20977736
2018/01/31,20149245
2018/02/01,20340783
2018/02/02,20274993
2018/02/03,20852363
2018/02/04,21853540
2018/02/05,22704883
2018/02/06,23392117
2018/02/07,23659109
2018/02/08,24293445
2018/02/09,22373472
2018/02/10,21528296
2018/02/11,21928123
2018/02/12,22547632
2018/02/13,6308147
2018/02/14,5845542
2018/02/15,4954213
2018/02/16,4569346
2018/02/17,4178453
2018/02/18,4272639
2018/02/19,4493947
2018/02/20,4692825
2018/02/21,4755707
2018/02/22,4626960
2018/02/23,4725671
2018/02/24,5060958
2018/02/25,5012140
2018/02/26,5263837
2018/02/27,5372714
2018/02/28,5265986
2018/03/01,4763454
2018/03/02,4307633
2018/03/03,4177357
2018/03/04,3391008
2018/03/05,3349605
2018/03/06,3414700
2018/03/07,3410528
2018/03/08,3313939
2018/03/09,3135953
2018/03/10,3301623
2018/03/11,3373330
2018/03/12,3286193
2018/03/13,3272834
2018/03/14,3258457
2018/03/15,2743797
2018/03/16,2572420
2018/03/17,2178360
2018/03/18,1864922
2018/03/19,1640748
2018/03/20,1408463
2018/03/21,1284862
2018/03/22,1098342
2018/03/23,924576
2018/03/24,360990
2018/03/25,277277
2018/03/26,195113
2018/03/27,186709
2018/03/28,142518
2018/03/29,140701
2018/03/30,141568
2018/03/31,146036
2018/04/01,162724
2018/04/02,175397
2018/04/03,184503
2018/04/04,193984
2018/04/05,197009
2018/04/06,205781
2018/04/07,223190
2018/04/08,225180
2018/04/09,229108
2018/04/10,236131
2018/04/11,237921
2018/04/12,173888
2018/04/13,163517
2018/04/14,164025
2018/04/15,166366
2018/04/16,167264
2018/04/17,141480
2018/04/18,130040
2018/04/19,124926
2018/04/20,126541
2018/04/21,126616
2018/04/22,121861
2018/04/23,175923
2018/04/24,211962
2018/04/25,229020
2018/04/26,216196
2018/04/27,212625
2018/04/28,204689
2018/04/29,205945
2018/04/30,212918
2018/05/01,214580
2018/05/02,241509
2018/05/03,281322
2018/05/04,287700
2018/05/05,273194
2018/05/06,258235
2018/05/07,283306
2018/05/08,268119
2018/05/09,261067
2018/05/10,243751
2018/05/11,230225
2018/05/12,232184
2018/05/13,243138
2018/05/14,217940
2018/05/15,199522
2018/05/16,187236
2018/05/17,171318
2018/05/18,169011
2018/05/19,178342
2018/05/20,188543
2018/05/21,186617
2018/05/22,169220
2018/05/23,155560
2018/05/24,147589
2018/05/25,149505
2018/05/26,164248
2018/05/27,165456
2018/05/28,164933
2018/05/29,164975
2018/05/30,166049
2018/05/31,166451
2018/06/01,154822
2018/06/02,143704
2018/06/03,156460
2018/06/04,155135
2018/06/05,154003
2018/06/06,105314
2018/06/07,100691
2018/06/08,99393
2018/06/09,105074
2018/06/10,101309
2018/06/11,100950
2018/06/12,104911
2018/06/13,129384
2018/06/14,165794
2018/06/15,186295
2018/06/16,189109
2018/06/17,201811
2018/06/18,197045
2018/06/19,193747
2018/06/20,194736
2018/06/21,194052
2018/06/22,186339
2018/06/23,199315
2018/06/24,199465
2018/06/25,193250
2018/06/26,196588
2018/06/27,200697
2018/06/28,206805
2018/06/29,208681
2018/06/30,219175
2018/07/01,228169
2018/07/02,222640
2018/07/03,211518
2018/07/04,212439
2018/07/05,211824
2018/07/06,208604
2018/07/07,210122
2018/07/08,205921
2018/07/09,199513
2018/07/10,199995
2018/07/11,205164
2018/07/12,194806
2018/07/13,153907
2018/07/14,98961
2018/07/15,60480
2018/07/16,60307
2018/07/17,58115
2018/07/18,59055
2018/07/19,58933
2018/07/20,57782
2018/07/21,61302
2018/07/22,62548
2018/07/23,61384
2018/07/24,60241
2018/07/25,60166
2018/07/26,62677
2018/07/27,65511
2018/07/28,75573
2018/07/29,84930
2018/07/30,84386
2018/07/31,93434
2018/08/01,92776
2018/08/02,87785
2018/08/03,79064
2018/08/04,78184
2018/08/05,70092
2018/08/06,71021
2018/08/07,71040
2018/08/08,72221
2018/08/09,69656
2018/08/10,70201
2018/08/11,70472
2018/08/12,75862
2018/08/13,76712
2018/08/14,78576
2018/08/15,77445
2018/08/16,77101
2018/08/17,70148
2018/08/18,72981
2018/08/19,76368
2018/08/20,77721
2018/08/21,78082
2018/08/22,77306
2018/08/23,76796
2018/08/24,77241
2018/08/25,79975
2018/08/26,83621
2018/08/27,81606
2018/08/28,79049
2018/08/29,78408
2018/08/30,51903
2018/08/31,51741
2018/09/01,53357
2018/09/02,56590
2018/09/03,55459
2018/09/04,67947
2018/09/05,70002
2018/09/06,74369
2018/09/07,65803
2018/09/08,63083
2018/09/09,60429
2018/09/10,60659
2018/09/11,58328
2018/09/12,59675
2018/09/13,53894
2018/09/14,52068
2018/09/15,51777
2018/09/16,52150
2018/09/17,50426
2018/09/18,45537
2018/09/19,45533
2018/09/20,45160
2018/09/21,51537
2018/09/22,50962
2018/09/23,50551
2018/09/24,48253
2018/09/25,44127
2018/09/26,43513
2018/09/27,43161
2018/09/28,43314
2018/09/29,42815
2018/09/30,43518
2018/10/01,41925
2018/10/02,40095
2018/10/03,41457
2018/10/04,29954
2018/10/05,29744
2018/10/06,28963
2018/10/07,30427
2018/10/08,30290
2018/10/09,30837
2018/10/10,30456
2018/10/11,34430
2018/10/12,27968
2018/10/13,29977
2018/10/14,30807
2018/10/15,40742
2018/10/16,40517
2018/10/17,40500
2018/10/18,41175
2018/10/19,41734
2018/10/20,42355
2018/10/21,33481
2018/10/22,33595
2018/10/23,33682
2018/10/24,31702
2018/10/25,32197
2018/10/26,31693
2018/10/27,33863
2018/10/28,35544
2018/10/29,35234
2018/10/30,35602
2018/10/31,35663
2018/11/01,35404
2018/11/02,35465
2018/11/03,36906
2018/11/04,36701
2018/11/05,36142
2018/11/06,34546
2018/11/07,35436
2018/11/08,35303
2018/11/09,35319
2018/11/10,29980
2018/11/11,31125
2018/11/12,29800
2018/11/13,28501
2018/11/14,20990
2018/11/15,24191
2018/11/16,24288
2018/11/17,23639
2018/11/18,23535
2018/11/19,34725
2018/11/20,45638
2018/11/21,46465
2018/11/22,46500
2018/11/23,46382
2018/11/24,46246
2018/11/25,46794
2018/11/26,43957
2018/11/27,41910
2018/11/28,41963
2018/11/29,41138
2018/11/30,263765
2018/12/01,482623
2018/12/02,491592
2018/12/03,490656
2018/12/04,494623
2018/12/05,498926
2018/12/06,499231
2018/12/07,499660
2018/12/08,504240
2018/12/09,508550
2018/12/10,510277
2018/12/11,510763
2018/12/12,516783
2018/12/13,520000
2018/12/14,524751
2018/12/15,532777
2018/12/16,540617
2018/12/17,539463
2018/12/18,540923
2018/12/19,533437
2018/12/20,524936
2018/12/21,524627
2018/12/22,526503
2018/12/23,526373
2018/12/24,526423
2018/12/25,527124
2018/12/26,528965
2018/12/27,527898
2018/12/28,527801
2018/12/29,529368
2018/12/30,297373
2018/12/31,30951
2019/01/01,29376
2019/01/02,29543
2019/01/03,29095
2019/01/04,36472
2019/01/05,52332
2019/01/06,52492
2019/01/07,51879
2019/01/08,50629
2019/01/09,49061
2019/01/10,47800
2019/01/11,47600
2019/01/12,48486
2019/01/13,47844
2019/01/14,42679
2019/01/15,38164
2019/01/16,37547
2019/01/17,38050
2019/01/18,40678
2019/01/19,44019
2019/01/20,45265
2019/01/21,46877
2019/01/22,49424
2019/01/23,47376
2019/01/24,47586
2019/01/25,48050
2019/01/26,50752
2019/01/27,51559
2019/01/28,46889
2019/01/29,47440
2019/01/30,47926
2019/01/31,48007
2019/02/01,48375
2019/02/02,50731
2019/02/03,43420
2019/02/04,25242
2019/02/05,24587
2019/02/06,22443
2019/02/07,21915
2019/02/08,21359
2019/02/09,19121
2019/02/10,11630
2019/02/11,11990
2019/02/12,11987
2019/02/13,8980
2019/02/14,8334
2019/02/15,6679
2019/02/16,6818
2019/02/17,7065
2019/02/18,12492
2019/02/19,16126
2019/02/20,16922
2019/02/21,17151
2019/02/22,17705
2019/02/23,17541
2019/02/24,21821
2019/02/25,26946
2019/02/26,26882
2019/02/27,28476
2019/02/28,28629
2019/03/01,28617
2019/03/02,29102
2019/03/03,28942
2019/03/04,27470
2019/03/05,26427
2019/03/06,24331
2019/03/07,21916
2019/03/08,21635
2019/03/09,20777
2019/03/10,20834
2019/03/11,19546
2019/03/12,19239
2019/03/13,19406
2019/03/14,18904
2019/03/15,18570
2019/03/16,18046
2019/03/17,17487
2019/03/18,15124
2019/03/19,15747
2019/03/20,13572
2019/03/21,12141
2019/03/22,12358
2019/03/23,12526
2019/03/24,12849
2019/03/25,12805
2019/03/26,10255
2019/03/27,5797
2019/03/28,5678
2019/03/29,4205
2019/03/30,4035
2019/03/31,3995
2019/04/01,3288
2019/04/02,6073
2019/04/03,11419
2019/04/04,11985
2019/04/05,12635
2019/04/06,12548
2019/04/07,13196
2019/04/08,19172
2019/04/09,21870
2019/04/10,22634
2019/04/11,22694
2019/04/12,22081
2019/04/13,23159
2019/04/14,23277
2019/04/15,23229
2019/04/16,22851
2019/04/17,23021
2019/04/18,21641
2019/04/19,21711
2019/04/20,22270
2019/04/21,21519
2019/04/22,21600
2019/04/23,20544
2019/04/24,22317
2019/04/25,22474
2019/04/26,27389
2019/04/27,27140
2019/04/28,26899
2019/04/29,26654
2019/04/30,25315
2019/05/01,24526
2019/05/02,24352
2019/05/03,21768
2019/05/04,22339
2019/05/05,23234
2019/05/06,23037
2019/05/07,25082
2019/05/08,21040
2019/05/09,18879
2019/05/10,18460
2019/05/11,26276
2019/05/12,26549
2019/05/13,28243
2019/05/14,28467
2019/05/15,36868
2019/05/16,91375
2019/05/17,100980
2019/05/18,100428
2019/05/19,98830
2019/05/20,95598
2019/05/21,93174
2019/05/22,90974
2019/05/23,89915
2019/05/24,90665
2019/05/25,92982
2019/05/26,91079
2019/05/27,88650
2019/05/28,87310
2019/05/29,89139
2019/05/30,90398
2019/05/31,88832
2019/06/01,89207
2019/06/02,92385
2019/06/03,88202
2019/06/04,82552
2019/06/05,81967
2019/06/06,84962
2019/06/07,86159
2019/06/08,95595
2019/06/09,96753
2019/06/10,96607
2019/06/11,99040
2019/06/12,98813
2019/06/13,99073
2019/06/14,94703
2019/06/15,47493
2019/06/16,37262
2019/06/17,37620
2019/06/18,38085
2019/06/19,38004
2019/06/20,38382
2019/06/21,42028
2019/06/22,45799
2019/06/23,45469
2019/06/24,44049
2019/06/25,44710
2019/06/26,58092
2019/06/27,68289
2019/06/28,66581
2019/06/29,65626
2019/06/30,64537
2019/07/01,61315
2019/07/02,57015
2019/07/03,57109
2019/07/04,58007
2019/07/05,59556
2019/07/06,62956
2019/07/07,62484
2019/07/08,54183
2019/07/09,76012
2019/07/10,74079
2019/07/11,71111
2019/07/12,71298
2019/07/13,77388
2019/07/14,77300
2019/07/15,76792
2019/07/16,80487
2019/07/17,79868
2019/07/18,80190
2019/07/19,84046
2019/07/20,85927
2019/07/21,88318
2019/07/22,87605
2019/07/23,89937
2019/07/24,95712
2019/07/25,100008
2019/07/26,83610
2019/07/27,71735
2019/07/28,75724
2019/07/29,72041
2019/07/30,71839
2019/07/31,72382
2019/08/01,72305
2019/08/02,72095
2019/08/03,75005
2019/08/04,77152
2019/08/05,77915
2019/08/06,77882
2019/08/07,78304
2019/08/08,39546
2019/08/09,34260
2019/08/10,28172
2019/08/11,28440
2019/08/12,28615
2019/08/13,25124
2019/08/14,20693
2019/08/15,21413
2019/08/16,20471
2019/08/17,19731
2019/08/18,20557
2019/08/19,20662
2019/08/20,21060
2019/08/21,21207
2019/08/22,21346
2019/08/23,20503
2019/08/24,20894
2019/08/25,18012
2019/08/26,17810
2019/08/27,17387
2019/08/28,17404
2019/08/29,17453
2019/08/30,17480
2019/08/31,16466
2019/09/01,17770
2019/09/02,17365
2019/09/03,17222
2019/09/04,11720
2019/09/05,10444
2019/09/06,10486
2019/09/07,8907
2019/09/08,8784
2019/09/09,8778
2019/09/10,8946
2019/09/11,8938
2019/09/12,9135
2019/09/13,8595
2019/09/14,7013
2019/09/15,6891
